"codeSystem","codeSystemVersion","decode","id","code","uuid:ID","instanceType"
"http://www.cdisc.org","2023-12-15","No","Code_173","C49487","6d1a7bbf-16c7-40f8-b8cb-e588d9f50f1b","Code"
"http://www.cdisc.org","2023-12-15","Yes","Code_174","C49488","5b903860-6f05-4315-9ff5-bfdabff0667d","Code"
"http://www.cdisc.org","2023-12-15","Adverse Event associated with Hospitalization","Code_175","C83052","cd60b47b-7a30-4315-8569-c2e5a8aa04ca","Code"
"http://www.cdisc.org","2023-12-15","No","Code_176","C49487","772615a7-7493-47ac-aa04-d5a659cb9035","Code"
"http://www.cdisc.org","2023-12-15","Yes","Code_177","C49488","b0c6c089-8d48-45f3-a90d-ff557c279c0b","Code"
"http://www.cdisc.org","2023-12-15","Life Threatening Adverse Event","Code_178","C84266","87d04b61-9c22-4b20-a619-383878497e11","Code"
"http://www.cdisc.org","2023-12-15","No","Code_179","C49487","9f255dac-362a-4578-96fc-c6cde54de3d7","Code"
"http://www.cdisc.org","2023-12-15","Yes","Code_180","C49488","0c9f088b-0065-4a17-9ec2-41dc2a843f25","Code"
"http://www.cdisc.org","2023-12-15","Adverse Event Occurred with Overdose","Code_181","C83214","464e0932-906d-4c74-b2b6-47a7d7ee069b","Code"
"http://www.cdisc.org","2023-12-15","No","Code_182","C49487","64e82387-20ab-4b89-8dad-29bc3aafc6f0","Code"
"http://www.cdisc.org","2023-12-15","Yes","Code_183","C49488","615d7258-953f-4a83-b515-0d2b1a5578f9","Code"
"http://www.cdisc.org","2023-12-15","Adverse Event Associated with Serious Medical Event","Code_184","C83053","d7deb18e-5316-4454-874f-bccfd8ffc106","Code"
"http://www.cdisc.org","2023-12-15","No","Code_185","C49487","0fbdeb17-b95e-46a8-836f-7b8acf7a7dcf","Code"
"http://www.cdisc.org","2023-12-15","Yes","Code_186","C49488","0716453f-f9f9-4814-bf49-1f59cfa00346","Code"
"http://www.cdisc.org","2023-12-15","Adverse Event Concomitant Treatment","Code_187","C83199","cc2eaaaa-29c2-4365-9a30-2454e6ec80a2","Code"
"http://www.cdisc.org","2023-12-15","Adverse Event Start Date Time","Code_188","C83215","7b5c79c1-6a23-48e9-9e07-06e8ef11a9c2","Code"
"http://www.cdisc.org","2023-12-15","Adverse Event End Date Time","Code_189","C83201","af471a1a-6c20-45ee-8d4f-10402fc0dbab","Code"
"http://www.cdisc.org","2023-12-15","Solicited Adverse Event","Code_190","C179175","8448a4f9-8c5a-4a07-9359-0c9f063e1dba","Code"
"http://www.cdisc.org","2023-12-15","SYSBP","Code_191","C25298","0aeada7f-131e-4f67-b875-23d46df059fe","Code"
"http://www.cdisc.org","2023-12-15","Clinical Test Result","Code_192","C77140","b9907d4e-50df-450e-a6cb-4f2d0ec75c6b","Code"
"http://www.cdisc.org","2023-12-15","Unit of Pressure","Code_193","C49669","240b327b-cbdd-4142-b46a-f299297236b4","Code"
"http://www.cdisc.org","2023-12-15","Sitting","Code_194","C62122","5d8190f7-e446-4e7b-906b-c10cbd2f9736","Code"
"http://www.cdisc.org","2023-12-15","Standing","Code_195","C62166","e020efac-818a-4495-877a-b79f4dff65e6","Code"
"http://www.cdisc.org","2023-12-15","Supine Position","Code_196","C62167","3a2a96d5-56fc-404d-bdc7-710a92a7bff7","Code"
"http://www.cdisc.org","2023-12-15","Body Position","Code_197","C62164","5db75e7a-6bb4-4ff1-8948-7db32d2e9230","Code"
"http://www.cdisc.org","2023-12-15","Brachial Artery","Code_198","C12681","4f97d656-ca37-4785-8509-5a46b8aa59cb","Code"
"http://www.cdisc.org","2023-12-15","Common Carotid Artery","Code_199","C12687","e8e01a0e-2874-4895-aaac-b5a0c27c2b47","Code"
"http://www.cdisc.org","2023-12-15","Dorsalis Pedis Artery","Code_200","C32478","bb55c6c7-8a7b-4adc-9c3b-7a88917f0407","Code"
"http://www.cdisc.org","2023-12-15","Femoral Artery","Code_201","C12715","379dff04-fbb5-404e-9680-00b62ad4b4e9","Code"
"http://www.cdisc.org","2023-12-15","Radial Artery","Code_202","C12838","b402d17f-7d2a-4871-95c6-2d82e7831acc","Code"
"http://www.cdisc.org","2023-12-15","Anatomic Site","Code_203","C13717","80339998-f9fb-4bfc-a280-e7afc37c7459","Code"
"http://www.cdisc.org","2023-12-15","Left","Code_204","C25229","44c57d97-1532-4faa-8c82-4f6d74b3395b","Code"
"http://www.cdisc.org","2023-12-15","Right","Code_205","C25228","403d799e-9a2b-4d6b-9949-57ae759794f6","Code"
"http://www.cdisc.org","2023-12-15","Laterality","Code_206","C25185","31ca0b76-a45f-4478-89b6-8042b99afadd","Code"
"http://www.cdisc.org","2023-12-15","SYSBP","Code_207","C25298","95290e6d-25da-4dea-9c30-625b0da6855e","Code"
"http://www.cdisc.org","2023-12-15","DIABP","Code_208","C25299","e82a21fb-3629-499a-8faf-fc757dc3d245","Code"
"http://www.cdisc.org","2023-12-15","Clinical Test Result","Code_209","C77140","e88afac4-3ea0-4d41-bf0c-556ccf0c80a2","Code"
"http://www.cdisc.org","2023-12-15","Unit of Pressure","Code_210","C49669","e42f42de-7408-437d-8ba3-13fb29dd0476","Code"
"http://www.cdisc.org","2023-12-15","Sitting","Code_211","C62122","1a1fc345-4a30-4eb1-968e-1219dd228419","Code"
"http://www.cdisc.org","2023-12-15","Standing","Code_212","C62166","6b5f4cda-754b-4169-b348-fad83afa398e","Code"
"http://www.cdisc.org","2023-12-15","Supine Position","Code_213","C62167","d7988f82-a1ae-4f8a-8e81-5065ef333c58","Code"
"http://www.cdisc.org","2023-12-15","Body Position","Code_214","C62164","4e6906ec-6769-488b-90cc-509c10859f39","Code"
"http://www.cdisc.org","2023-12-15","Brachial Artery","Code_215","C12681","291f09e6-27be-431b-8a16-d06697e2efc2","Code"
"http://www.cdisc.org","2023-12-15","Common Carotid Artery","Code_216","C12687","fdacedb5-a519-46d7-960e-46c456e79f08","Code"
"http://www.cdisc.org","2023-12-15","Dorsalis Pedis Artery","Code_217","C32478","e6f8558b-1dc6-4d26-8426-91689d06b774","Code"
"http://www.cdisc.org","2023-12-15","Femoral Artery","Code_218","C12715","f86648db-d610-43ee-9d23-5dcd0b282f0b","Code"
"http://www.cdisc.org","2023-12-15","Radial Artery","Code_219","C12838","7cafac70-e0c0-4aba-920a-27601abd56c7","Code"
"http://www.cdisc.org","2023-12-15","Anatomic Site","Code_220","C13717","dd49215b-c6a0-45ff-bb14-c6d04d050bc9","Code"
"http://www.cdisc.org","2023-12-15","Left","Code_221","C25229","99d20c7c-8a5d-42de-a074-00897e2fa0cb","Code"
"http://www.cdisc.org","2023-12-15","Right","Code_222","C25228","693ba7ff-9a6c-4742-92fe-69cefb8d6ebe","Code"
"http://www.cdisc.org","2023-12-15","Laterality","Code_223","C25185","69612474-9806-4e9a-9ff5-76a971a5a605","Code"
"http://www.cdisc.org","2023-12-15","DIABP","Code_224","C25299","51aa4ae1-3e40-4225-aaaf-946f3296f406","Code"
"http://www.cdisc.org","2023-12-15","TEMP","Code_225","C174446","c5be24be-fc67-4083-8268-de075bd16248","Code"
"http://www.cdisc.org","2023-12-15","Clinical Test Result","Code_226","C77140","aab1c4c1-64d5-415b-b493-585fb82bc977","Code"
"http://www.cdisc.org","2023-12-15","Degree Celsius","Code_227","C42559","903b84b5-b143-4e77-bf0d-b6c77f9b14c2","Code"
"http://www.cdisc.org","2023-12-15","Degree Fahrenheit","Code_228","C44277","57dd428d-e9a0-4eea-b748-0eaae1417471","Code"
"http://www.cdisc.org","2023-12-15","Kelvin","Code_229","C42537","1025f7e3-9ef8-4874-b9e1-a8467879902c","Code"
"http://www.cdisc.org","2023-12-15","Unit of Temperature","Code_230","C44276","06b23800-00dd-45fe-8f15-5fdc4677fd73","Code"
"http://www.cdisc.org","2023-12-15","Axilla","Code_231","C12674","d50da58a-2da6-4400-91c8-db8c462eed29","Code"
"http://www.cdisc.org","2023-12-15","Ear","Code_232","C12394","2c12a194-0d72-4035-843b-fda1fb5d8947","Code"
"http://www.cdisc.org","2023-12-15","Forehead","Code_233","C89803","c2e48f11-e181-4bd4-ad68-e5a17d326e5c","Code"
"http://www.cdisc.org","2023-12-15","Oral Cavity","Code_234","C12421","2f0b4399-836c-41e4-a71d-a7b5c5c1b548","Code"
"http://www.cdisc.org","2023-12-15","Rectum","Code_235","C12390","6b117ce8-df70-4c40-8a6a-224f4a112e49","Code"
"http://www.cdisc.org","2023-12-15","Anatomic Site","Code_236","C13717","b54fb652-32c8-47a5-9721-b1c8d010c423","Code"
"http://www.cdisc.org","2023-12-15","TEMP","Code_237","C174446","56fa7491-5ffa-47b8-9973-ad1b56dcc4d8","Code"
"http://www.cdisc.org","2023-12-15","WEIGHT","Code_238","C25208","95ae7b30-3a4c-4ee5-916b-41647f014650","Code"
"http://www.cdisc.org","2023-12-15","Clinical Test Result","Code_239","C77140","22b83b80-cfaa-4c4d-b789-8500fc4fa757","Code"
"http://www.cdisc.org","2023-12-15","Pound","Code_240","C48531","7e4bea1a-42e0-4b19-a378-e09f92ae580a","Code"
"http://www.cdisc.org","2023-12-15","Gram","Code_241","C48155","714e4788-c960-4ca0-a0d7-a21d7a5c852a","Code"
"http://www.cdisc.org","2023-12-15","Kilogram","Code_242","C28252","f6bf069c-ff82-46ca-92f9-ebcaec6b37ac","Code"
"http://www.cdisc.org","2023-12-15","Unit of Weight","Code_243","C48208","c7eb7cde-99b3-4686-bd84-e4a47140961b","Code"
"http://www.cdisc.org","2023-12-15","WEIGHT","Code_244","C25208","3786fc36-ed89-474a-b378-37eaf0a5766b","Code"
"http://www.cdisc.org","2023-12-15","HEIGHT","Code_245","C25347","a7743809-2d2e-4a11-bb14-3e101b6b6c23","Code"
"http://www.cdisc.org","2023-12-15","Clinical Test Result","Code_246","C77140","a6832544-a3e1-47bd-9e09-456512efe690","Code"
"http://www.cdisc.org","2023-12-15","Centimeter","Code_247","C49668","b891e822-876e-4a17-93ba-ba3764052983","Code"
"http://www.cdisc.org","2023-12-15","Inch","Code_248","C48500","47410b66-8adf-45d2-b294-341a8e5cb8df","Code"
"http://www.cdisc.org","2023-12-15","Meter","Code_249","C41139","24a9a72d-858c-4165-bde2-f3c6e917fd16","Code"
"http://www.cdisc.org","2023-12-15","Unit of Height","Code_250","C168688","12150f59-7901-4bbd-af2d-976ac88252e5","Code"
"http://www.cdisc.org","2023-12-15","HEIGHT","Code_251","C25347","be3b6f66-fb19-4f7f-a11d-12684f5645ce","Code"
"http://www.cdisc.org","2023-12-15","ALT","Code_252","C64433","13bde585-4a1c-4daa-be75-3bdb8eae6085","Code"
"http://www.cdisc.org","2023-12-15","Laboratory Test Result","Code_253","C36292","6726b952-02ce-40e2-970c-73a54caf10fb","Code"
"http://www.cdisc.org","2023-12-15","Unit per Liter","Code_254","C67456","8a4b23fb-d2e3-477a-ac9b-18e680ca4098","Code"
"http://www.cdisc.org","2023-12-15","Microkatal per Liter","Code_255","C67397","1c6d6ca0-7b85-49f9-93f6-fe29f2938db8","Code"
"http://www.cdisc.org","2023-12-15","International Unit per Liter","Code_256","C67376","748c80e1-35e6-4dab-99f1-7e3b63502146","Code"
"http://www.cdisc.org","2023-12-15","Nanokatal per Liter","Code_257","C70510","0a51a106-9cbe-4cdf-98f8-cc4fec361d6d","Code"
"http://www.cdisc.org","2023-12-15","Unit of Catalytic Activity Concentration","Code_258","C67365","2d1771d7-552f-4592-abb7-337fcaae38b7","Code"
"http://www.cdisc.org","2023-12-15","Biospecimen Type","Code_259","C70713","c3de3a8c-fdaf-4707-8187-ae6376b90dcd","Code"
"http://www.cdisc.org","2023-12-15","No","Code_260","C49487","d660d5c3-f022-4f3e-ab10-2885da47b7e8","Code"
"http://www.cdisc.org","2023-12-15","Yes","Code_261","C49488","e694a20e-9af7-453b-9538-debb09af7e30","Code"
"http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","Code_262","C83309","27b33662-39e4-4496-99e9-348734131fc0","Code"
"http://www.cdisc.org","2023-12-15","ALT","Code_263","C64433","540ce841-3565-486b-81b3-fa5e48fe902a","Code"
"http://www.cdisc.org","2023-12-15","ALB","Code_264","C64431","abfe2876-5002-4c4f-9ee7-ad3ab937c9f9","Code"
"http://www.cdisc.org","2023-12-15","Laboratory Test Result","Code_265","C36292","b60c72c2-094e-4ace-a04b-a6ce01660191","Code"
"http://www.cdisc.org","2023-12-15","Biospecimen Type","Code_266","C70713","b350f28c-2a99-4eea-9a42-8fcd453dfd7d","Code"
"http://www.cdisc.org","2023-12-15","No","Code_267","C49487","c450daeb-db6b-4600-836f-10fc2804923d","Code"
"http://www.cdisc.org","2023-12-15","Yes","Code_268","C49488","af574a5d-265b-4fff-8a8a-c3d5d012d585","Code"
"http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","Code_269","C83309","4c3db152-f8c3-46fa-aa33-8c96fcbcdf68","Code"
"http://www.cdisc.org","2023-12-15","ALB","Code_270","C64431","f687d70d-3f01-4b80-b1c8-6d521f76e0e3","Code"
"http://www.cdisc.org","2023-12-15","ALP","Code_271","C64432","d15c069c-d6ac-4dee-a098-81fbb7e6428d","Code"
"http://www.cdisc.org","2023-12-15","Laboratory Test Result","Code_272","C36292","656d6c0b-d436-44b5-a2c2-e1523a6c0fe2","Code"
"http://www.cdisc.org","2023-12-15","Unit per Liter","Code_273","C67456","493dfe31-edd7-40b2-80fc-1b21492c78b8","Code"
"http://www.cdisc.org","2023-12-15","Microkatal per Liter","Code_274","C67397","cef9f0f3-aaa7-447c-a4bd-826acbf6044c","Code"
"http://www.cdisc.org","2023-12-15","International Unit per Liter","Code_275","C67376","3bdd16d9-5576-43cd-9d37-9b5fdfc1212a","Code"
"http://www.cdisc.org","2023-12-15","Unit of Catalytic Activity Concentration","Code_276","C67365","3a3221b4-51ad-4e0d-876a-3fb21f72feda","Code"
"http://www.cdisc.org","2023-12-15","Biospecimen Type","Code_277","C70713","61660fe0-3200-4f65-9eef-983e7a0c162f","Code"
"http://www.cdisc.org","2023-12-15","No","Code_278","C49487","83c4231a-36dd-4ef0-b80f-a13ef55b337e","Code"
"http://www.cdisc.org","2023-12-15","Yes","Code_279","C49488","132e4f4f-0e28-4118-ab23-2f92ff8a9b65","Code"
"http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","Code_280","C83309","bf55d246-1cc6-48e1-94a0-cddc21e5e7f7","Code"
"http://www.cdisc.org","2023-12-15","ALP","Code_281","C64432","42d2cef9-d986-49f3-8952-6f4e2bdfdb4e","Code"
"http://www.cdisc.org","2023-12-15","AST","Code_282","C64467","55413fcd-a4ed-4ff4-9d7a-a660c538c9ea","Code"
"http://www.cdisc.org","2023-12-15","Laboratory Test Result","Code_283","C36292","d9f07a49-e1e0-42b7-8ec0-af5f2bbaee33","Code"
"http://www.cdisc.org","2023-12-15","Unit per Liter","Code_284","C67456","cc53c539-c474-402c-b742-e59b85dba8ec","Code"
"http://www.cdisc.org","2023-12-15","Microkatal per Liter","Code_285","C67397","ffef9d4e-5fb7-49c0-93b3-3c237d0b848a","Code"
"http://www.cdisc.org","2023-12-15","International Unit per Liter","Code_286","C67376","5a77c66d-c7c2-457d-9b4e-4ec1c758df31","Code"
"http://www.cdisc.org","2023-12-15","Unit of Catalytic Activity Concentration","Code_287","C67365","1e647561-5e0b-4070-ac94-9a5e257c5c8f","Code"
"http://www.cdisc.org","2023-12-15","Biospecimen Type","Code_288","C70713","13364491-a209-4f7e-8bbc-acb34fd10a5f","Code"
"http://www.cdisc.org","2023-12-15","No","Code_289","C49487","bd23f6dd-1805-4e46-a25e-8bb806507890","Code"
"http://www.cdisc.org","2023-12-15","Yes","Code_290","C49488","2555a2f0-fe06-4fdb-b58c-f4d5494cd1c4","Code"
"http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","Code_291","C83309","a17f2d76-508d-4cb8-92df-e163a325d08c","Code"
"http://www.cdisc.org","2023-12-15","AST","Code_292","C64467","498989f8-7fd9-43c4-87e5-4154ff696ec7","Code"
"http://www.cdisc.org","2023-12-15","CREAT","Code_293","C64547","9816a433-941b-4f1b-ae52-f2f005783c2f","Code"
"http://www.cdisc.org","2023-12-15","Laboratory Test Result","Code_294","C36292","aa53d556-0453-4a0f-ab9f-e6f89f3b6cc1","Code"
"http://www.cdisc.org","2023-12-15","Milligram per Deciliter","Code_295","C67015","bc84b648-c84c-4b0e-9431-92918f32bad3","Code"
"http://www.cdisc.org","2023-12-15","Microgram per Milliliter","Code_296","C64572","b5c4293c-3b3a-482c-bc96-4d5414ca852a","Code"
"http://www.cdisc.org","2023-12-15","Millimole per Liter","Code_297","C64387","a687889e-84b1-4085-9a64-47af6600bc74","Code"
"http://www.cdisc.org","2023-12-15","Micromole per Liter","Code_298","C48508","09aefe89-80fe-430d-af2b-1df0b42051de","Code"
"http://www.cdisc.org","2023-12-15","Unit of Concentration","Code_299","C48207","93ae7679-79c0-4671-af34-3200f02beca5","Code"
"http://www.cdisc.org","2023-12-15","Biospecimen Type","Code_300","C70713","6dafdd88-c502-40f3-b3f3-552fa453136b","Code"
"http://www.cdisc.org","2023-12-15","No","Code_301","C49487","7f49293b-34c2-4a28-914f-a6938e1a8ccb","Code"
"http://www.cdisc.org","2023-12-15","Yes","Code_302","C49488","1ea07b30-ef8c-432d-a3e0-5b1f04fafb27","Code"
"http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","Code_303","C83309","931321c7-6cc5-46ea-b406-aa8de2cb7e53","Code"
"http://www.cdisc.org","2023-12-15","CREAT","Code_304","C64547","2eec7735-bd25-4694-b36b-17ffd48df2d2","Code"
"http://www.cdisc.org","2023-12-15","K","Code_305","C64853","1f9827fa-3992-4dab-8e35-a19da6c2cdd0","Code"
"http://www.cdisc.org","2023-12-15","Laboratory Test Result","Code_306","C36292","ee8c6ed1-d500-4694-abd3-c3a470898d52","Code"
"http://www.cdisc.org","2023-12-15","Milliequivalent per Liter","Code_307","C67474","ed553d99-bdae-4167-8181-929d8209e319","Code"
"http://www.cdisc.org","2023-12-15","Milliequivalent per Deciliter","Code_308","C67473","81ef7842-6794-4de4-958f-8cf9b7c25424","Code"
"http://www.cdisc.org","2023-12-15","Millimole per Liter","Code_309","C64387","924fd0b4-3457-4927-9476-d2e45d911e48","Code"
"http://www.cdisc.org","2023-12-15","Molarity Unit","Code_310","C64567","eb650274-ecf7-4199-b123-f7f70ed382ff","Code"
"http://www.cdisc.org","2023-12-15","Biospecimen Type","Code_311","C70713","b2756465-1f93-486c-9beb-6e98c29fbb80","Code"
"http://www.cdisc.org","2023-12-15","No","Code_312","C49487","7e2672e8-2c32-4352-9813-cb89a3c2be57","Code"
"http://www.cdisc.org","2023-12-15","Yes","Code_313","C49488","cd64da6f-f684-4d19-a0a4-d343353e615a","Code"
"http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","Code_314","C83309","3a9c8e10-9631-4d08-ba7f-104819795b59","Code"
"http://www.cdisc.org","2023-12-15","K","Code_315","C64853","d7e8118e-2a34-4730-834b-ac73b22dafc3","Code"
"http://www.cdisc.org","2023-12-15","SODIUM","Code_316","C64809","f2fe93cc-e523-446a-bc4d-133f1d0eba23","Code"
"http://www.cdisc.org","2023-12-15","Laboratory Test Result","Code_317","C36292","40194e13-cbcb-4e0f-a77a-9a52768ff9f9","Code"
"http://www.cdisc.org","2023-12-15","Milliequivalent per Liter","Code_318","C67474","9fd65099-0eaf-48f8-bce4-0bb154f52776","Code"
"http://www.cdisc.org","2023-12-15","Milliequivalent per Deciliter","Code_319","C67473","0f45004b-42b0-4e1c-b1a4-b73f1ea727d8","Code"
"http://www.cdisc.org","2023-12-15","Millimole per Liter","Code_320","C64387","a4af1e05-d5a7-4ae2-8f18-0875328eee9d","Code"
"http://www.cdisc.org","2023-12-15","Molarity Unit","Code_321","C64567","9cc92106-975f-4ea9-9b07-dd4b9b1bc3ca","Code"
"http://www.cdisc.org","2023-12-15","Biospecimen Type","Code_322","C70713","242c2ce0-f620-485b-84e8-ecdf4863d19f","Code"
"http://www.cdisc.org","2023-12-15","No","Code_323","C49487","f4a7bd35-7106-46a5-8595-2f1457acf200","Code"
"http://www.cdisc.org","2023-12-15","Yes","Code_324","C49488","87a992f6-2bda-445b-b626-a411f69e5cce","Code"
"http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","Code_325","C83309","e83418c1-eb58-4d64-8ef0-c57a3ed7e55a","Code"
"http://www.cdisc.org","2023-12-15","SODIUM","Code_326","C64809","15923258-a577-44bc-bc27-07f0d31ae2cc","Code"
"http://www.cdisc.org","2023-12-15","SYSBP","Code_327","C25298","60449527-6cef-4f62-b9b7-9ea951225ebc","Code"
"http://www.cdisc.org","2023-12-15","Clinical Test Result","Code_328","C77140","c8ed4e11-90c0-45a5-9df6-0c2ed9f8932a","Code"
"http://www.cdisc.org","2023-12-15","Unit of Pressure","Code_329","C49669","f209c0d4-6509-45b2-983d-e671b993be81","Code"
"http://www.cdisc.org","2023-12-15","Sitting","Code_330","C62122","455a81a0-d675-4ba5-9217-4a636dae2a97","Code"
"http://www.cdisc.org","2023-12-15","Standing","Code_331","C62166","cb0cd7af-4132-4b32-bb00-c622e3ee20db","Code"
"http://www.cdisc.org","2023-12-15","Supine Position","Code_332","C62167","8eb3b1bf-2465-4a5e-bc60-8ca852a72356","Code"
"http://www.cdisc.org","2023-12-15","Body Position","Code_333","C62164","fc951113-b9f4-46a1-9827-b27f7658cad2","Code"
"http://www.cdisc.org","2023-12-15","Brachial Artery","Code_334","C12681","e18145c4-7af3-4335-9d05-506787736c14","Code"
"http://www.cdisc.org","2023-12-15","Common Carotid Artery","Code_335","C12687","799fb1d4-3a9d-4b73-8dfa-96a4d31e713e","Code"
"http://www.cdisc.org","2023-12-15","Dorsalis Pedis Artery","Code_336","C32478","c023d205-93fa-4944-931f-dbc843d27b4b","Code"
"http://www.cdisc.org","2023-12-15","Femoral Artery","Code_337","C12715","0dd8afae-0501-4ba5-8f26-75d8f407c58e","Code"
"http://www.cdisc.org","2023-12-15","Radial Artery","Code_338","C12838","51545b9e-6e18-4c3c-8235-fc8402dc424f","Code"
"http://www.cdisc.org","2023-12-15","Anatomic Site","Code_339","C13717","761f0774-b668-4025-94af-89db3aa361fd","Code"
"http://www.cdisc.org","2023-12-15","Left","Code_340","C25229","122a7a35-c9ab-4d96-b627-160f86c8ba46","Code"
"http://www.cdisc.org","2023-12-15","Right","Code_341","C25228","960459ad-83ad-48fd-a2b7-ee94b476b4b0","Code"
"http://www.cdisc.org","2023-12-15","Laterality","Code_342","C25185","2ed0c374-7202-4bec-aa33-deb51ba1de37","Code"
"http://www.cdisc.org","2023-12-15","SYSBP","Code_343","C25298","89bbe47d-9e7a-45f3-95fd-d1935af85222","Code"
"http://www.cdisc.org","2023-12-15","DIABP","Code_344","C25299","1d51bf7c-dd44-4d27-898e-f0136fe802ec","Code"
"http://www.cdisc.org","2023-12-15","Clinical Test Result","Code_345","C77140","e6ddfe5e-30dd-4197-a5c1-1b444a6eeff8","Code"
"http://www.cdisc.org","2023-12-15","Unit of Pressure","Code_346","C49669","18c3fc67-1fb9-4ddf-a1e4-34da37f3b4a2","Code"
"http://www.cdisc.org","2023-12-15","Sitting","Code_347","C62122","8fd24878-ccb7-4b75-ba2f-1c98f484da19","Code"
"http://www.cdisc.org","2023-12-15","Standing","Code_348","C62166","d45bd9a9-c05c-4a7d-a147-459fd5bd93b9","Code"
"http://www.cdisc.org","2023-12-15","Supine Position","Code_349","C62167","9b619021-035d-4054-8307-26ef689e6547","Code"
"http://www.cdisc.org","2023-12-15","Body Position","Code_350","C62164","f194db3a-bdc0-47d7-a3ff-4d6815e3f30a","Code"
"http://www.cdisc.org","2023-12-15","Brachial Artery","Code_351","C12681","85a14fd1-4de3-4cd6-9559-912d3ff63067","Code"
"http://www.cdisc.org","2023-12-15","Common Carotid Artery","Code_352","C12687","736e1c57-c129-46a3-a0c0-b9fcfe621a26","Code"
"http://www.cdisc.org","2023-12-15","Dorsalis Pedis Artery","Code_353","C32478","77c92041-1be5-471d-866a-8bd81ebcca1f","Code"
"http://www.cdisc.org","2023-12-15","Femoral Artery","Code_354","C12715","a6b21427-a7a0-484c-baa9-0fbcdac59114","Code"
"http://www.cdisc.org","2023-12-15","Radial Artery","Code_355","C12838","6e5d06ab-f88f-46db-8294-64a4b083fd57","Code"
"http://www.cdisc.org","2023-12-15","Anatomic Site","Code_356","C13717","5754c26d-5267-44e1-8dd8-fe7f4e1b5673","Code"
"http://www.cdisc.org","2023-12-15","Left","Code_357","C25229","781357ac-3294-4406-9d18-13c435f10e47","Code"
"http://www.cdisc.org","2023-12-15","Right","Code_358","C25228","ca6377be-b83b-4c4d-846c-df7594c3b8dc","Code"
"http://www.cdisc.org","2023-12-15","Laterality","Code_359","C25185","89918cc9-39df-4547-adf1-bec9406a8855","Code"
"http://www.cdisc.org","2023-12-15","DIABP","Code_360","C25299","1dee895c-7876-4a9d-80d1-f78c7722e2b3","Code"
"http://www.cdisc.org","2023-12-15","HR","Code_361","C49677","402225bd-fadd-4b15-b889-b7b41dbacd97","Code"
"http://www.cdisc.org","2023-12-15","Clinical Test Result","Code_362","C77140","88eb2ec4-ec00-4900-945c-095f5ba06f56","Code"
"http://www.cdisc.org","2023-12-15","Count per Minute","Code_363","C73688","ef6650a6-289b-4ed2-a95c-235d88e98240","Code"
"http://www.cdisc.org","2023-12-15","Sitting","Code_364","C62122","dfbff506-581b-41a0-aae2-92527374f1f9","Code"
"http://www.cdisc.org","2023-12-15","Standing","Code_365","C62166","3673e8bd-94ad-4412-b1b9-3f6ef7a85ab5","Code"
"http://www.cdisc.org","2023-12-15","Supine Position","Code_366","C62167","1ce3da23-2885-4f53-941a-b05a8884cdf4","Code"
"http://www.cdisc.org","2023-12-15","Body Position","Code_367","C62164","de3a83fe-e261-40a0-98ec-a6071d1668d6","Code"
"http://www.cdisc.org","2023-12-15","Brachial Artery","Code_368","C12681","be4ac8f4-ae9b-461a-b144-7ffaefcb97cb","Code"
"http://www.cdisc.org","2023-12-15","Common Carotid Artery","Code_369","C12687","55ad53d7-0425-46e9-bd7b-e0f2fcc83461","Code"
"http://www.cdisc.org","2023-12-15","Dorsalis Pedis Artery","Code_370","C32478","5ba161a5-5a8d-478d-a2f7-cefe240be472","Code"
"http://www.cdisc.org","2023-12-15","Femoral Artery","Code_371","C12715","0a635b40-5283-4d86-8076-c4f7e0866d76","Code"
"http://www.cdisc.org","2023-12-15","Radial Artery","Code_372","C12838","f34e5fd2-3c49-4bc4-a923-6542ae0ca886","Code"
"http://www.cdisc.org","2023-12-15","Anatomic Site","Code_373","C13717","b16ad3a9-bf58-412e-b3e2-49f79d2b698c","Code"
"http://www.cdisc.org","2023-12-15","Left","Code_374","C25229","1dd71b76-c1db-41c7-8914-d8ff5283fd1c","Code"
"http://www.cdisc.org","2023-12-15","Right","Code_375","C25228","4ee640c3-1cbb-4927-94e8-b1313c2437e8","Code"
"http://www.cdisc.org","2023-12-15","Laterality","Code_376","C25185","154a9df6-8174-4a61-b8e6-bd7c1d6aff67","Code"
"http://www.cdisc.org","2023-12-15","HR","Code_377","C49677","30445530-9b91-4cf2-81f0-7bcee88d1d8e","Code"
"http://www.cdisc.org","2023-12-15","SYSBP","Code_378","C25298","01321681-ffae-44f8-95a7-d8522e75c071","Code"
"http://www.cdisc.org","2023-12-15","Clinical Test Result","Code_379","C77140","c9bc258d-0fe4-46b5-89df-566f32970d7a","Code"
"http://www.cdisc.org","2023-12-15","Unit of Pressure","Code_380","C49669","3e5c8ec1-c64a-4955-9412-c351f9baafc7","Code"
"http://www.cdisc.org","2023-12-15","Sitting","Code_381","C62122","76f99051-83c2-4ea8-b510-0cb83eb87e92","Code"
