"uuid:ID","id","codeSystem","codeSystemVersion","code","decode","instanceType"
"5deeb65a-5d9f-4d30-8a12-8c2830373c9c","Code_248","NCI Thesaurus","","C73688","Count per Minute","Code"
"82f17a0e-1f2a-4b30-af4b-65d2cac92ded","Code_249","NCI Thesaurus","","C83088","Vital Signs Location","Code"
"2055a593-dbf6-4616-93d3-fc75a7104ea3","Code_250","NCI Thesaurus","","C123975","Vital Signs Laterality","Code"
"2da8ce01-a987-4e2f-b004-4a2f0f32fc4c","Code_251","NCI Thesaurus","","C82535","Test Method","Code"
"f1341907-0cf9-4c8a-bfc3-1c174f8249af","Code_252","NCI Thesaurus","","C83114","Vital Signs Position","Code"
"fc8566c4-3c93-4b2b-ba1d-a9d974f972c7","Code_245","NCI Thesaurus","","C49677","Heart Rate","Code"
"977b020e-2ba5-4d31-a02b-de2d69dc6944","Code_254","NCI Thesaurus","","C173522","Vital Signs Result","Code"
"88587ae8-c521-445e-af59-c6e48b3846ad","Code_255","http://www.cdisc.org","2023-09-29","C42547","Pascal","Code"
"34bc85dd-f29f-4e23-a95b-63d8d8a33b2f","Code_256","NCI Thesaurus","","C49669","Unit of Pressure","Code"
"97b2988b-5fc6-43d8-9e69-647d3a657ce6","Code_257","NCI Thesaurus","","C83088","Vital Signs Location","Code"
"af7ae61a-6f51-466b-814a-4135a79e5fa2","Code_258","NCI Thesaurus","","C123975","Vital Signs Laterality","Code"
"ed0ae5d2-9b89-4f8c-b774-b4e3b1bc0971","Code_259","NCI Thesaurus","","C82535","Test Method","Code"
"a943b435-b78c-4322-99e7-4c42dbcbb6f3","Code_260","NCI Thesaurus","","C83114","Vital Signs Position","Code"
"91304acd-f495-4fd4-962b-9078efd04e61","Code_253","NCI Thesaurus","","C25298","Systolic Blood Pressure","Code"
"02fdf578-0f29-44fc-aeeb-251b95ede7ca","Code_262","NCI Thesaurus","","C173522","Vital Signs Result","Code"
"f03e720b-0a46-4394-b223-899c3297c236","Code_263","http://www.cdisc.org","2023-09-29","C42547","Pascal","Code"
"c5f168e3-7c25-487e-b118-dab9e6bf37d9","Code_264","NCI Thesaurus","","C49669","Unit of Pressure","Code"
"23bfb2ae-3797-4588-a989-60dd92a226ef","Code_265","NCI Thesaurus","","C83088","Vital Signs Location","Code"
"a14a41e3-0ce8-4c4e-9973-423d6f309e34","Code_266","NCI Thesaurus","","C123975","Vital Signs Laterality","Code"
"c6425202-e67b-46cd-9865-786cac703d8e","Code_267","NCI Thesaurus","","C82535","Test Method","Code"
"b480811f-e877-45b7-a624-2760c032486f","Code_268","NCI Thesaurus","","C83114","Vital Signs Position","Code"
"12d0cd54-8cd7-469d-b840-8d250bc10753","Code_261","NCI Thesaurus","","C25299","Diastolic Blood Pressure","Code"
"8105d876-9829-42d3-b87d-0857a5ab0322","Code_270","NCI Thesaurus","","C173522","Vital Signs Result","Code"
"c573db8c-4375-44b4-864d-77b2393e064a","Code_271","http://www.cdisc.org","2023-09-29","C49673","Beats per Minute","Code"
"531f408a-32f9-4108-bc23-d754ebf24729","Code_272","NCI Thesaurus","","C73688","Count per Minute","Code"
"9a682264-1437-4bb4-aab8-7a5ad0b8c4f9","Code_273","NCI Thesaurus","","C83088","Vital Signs Location","Code"
"597ff669-3c64-4a1f-ba31-ab7c4161ce92","Code_274","NCI Thesaurus","","C123975","Vital Signs Laterality","Code"
"73b157c5-6c7c-4477-9ac8-0712210ba24e","Code_275","NCI Thesaurus","","C82535","Test Method","Code"
"b87367b5-44ee-4b50-80eb-942b4a6a2f2c","Code_276","NCI Thesaurus","","C83114","Vital Signs Position","Code"
"3903cedf-c4c0-4dd3-a667-ba10c525fece","Code_269","NCI Thesaurus","","C49677","Heart Rate","Code"
"08bbca07-db89-4a46-8f62-bc2c8c65ef9e","Code_122","http://www.cdisc.org","2023-09-29","C174268","Placebo Comparator Arm","Code"
"f489e22b-dd24-4d31-a64f-bb58c30b0480","Code_123","http://www.cdisc.org","2023-09-29","C188866","Data Generated Within Study","Code"
"2731ac81-8828-47ec-827c-df22d1f42d70","Code_124","http://www.cdisc.org","2023-09-29","C174267","Active Comparator Arm","Code"
"f64d3e46-11fb-4c5c-affb-9007ed2a6890","Code_125","http://www.cdisc.org","2023-09-29","C188866","Data Generated Within Study","Code"
"4c168a26-6c47-4348-8a2e-b97365bc127b","Code_126","http://www.cdisc.org","2023-09-29","C174267","Active Comparator Arm","Code"
"22dfcd9d-2845-4529-a855-b15cbd89f797","Code_127","http://www.cdisc.org","2023-09-29","C188866","Data Generated Within Study","Code"
"4dbc4e68-b8c1-4991-8e49-9b0be62f2b8a","Code_135","http://www.cdisc.org","2023-09-29","C15228","Double Blind Study","Code"
"4c72e5b2-08e6-4c71-87c9-dc3fcc470b82","Code_128","http://www.cdisc.org","2023-09-29","C48262","Trial Screening","Code"
"83c0c313-e4bf-4494-a6bf-857624e84c01","Code_129","http://www.cdisc.org","2023-09-29","C101526","Treatment Epoch","Code"
"17587995-b689-4b92-8e8d-2397d6be9665","Code_130","http://www.cdisc.org","2023-09-29","C101526","Treatment Epoch","Code"
"822fc312-7dfb-47bf-a7bc-f1eee949e74d","Code_131","http://www.cdisc.org","2023-09-29","C101526","Treatment Epoch","Code"
"99a7ed3c-945f-4e7f-af65-773ef27b52db","Code_132","http://www.cdisc.org","2023-09-29","C99158","Clinical Study Follow-up","Code"
"680b1852-4068-4087-8061-944cc91e6ad0","Code_330","ICD-10-CM","1","G30.9","Alzheimer's disease; unspecified","Code"
"b9dcd68b-be0f-4950-bdcc-846e58b17e09","Code_331","SNOMED","January 31, 2018","26929004","Alzheimer's disease","Code"
"54c1f6b1-1e20-4780-a35e-5c8cec8c9eec","Code_141","http://www.cdisc.org","2023-09-29","C70793","Sponsor","Code"
"c5c68424-3fbc-45ce-bbb1-01538f862e69","Code_335","http://www.cdisc.org","2023-09-29","C85826","Trial Primary Objective","Code"
"5aa8aa46-d8f4-49b4-b986-f686af5dff33","Code_334","http://www.cdisc.org","2023-09-29","C94496","Primary Endpoint","Code"
"dd394548-d0c8-4ac1-9cbd-9146ebb70958","Code_336","http://www.cdisc.org","2023-09-29","C94496","Primary Endpoint","Code"
"2fa54070-0c04-4301-8347-01a38d9c59fa","Code_338","http://www.cdisc.org","2023-09-29","C85826","Trial Primary Objective","Code"
"177aebd5-fe72-4978-b6f1-efc39572ea3a","Code_337","http://www.cdisc.org","2023-09-29","C94496","Primary Endpoint","Code"
"05d8be5d-bd0e-4b8f-aea7-2c20cc59855f","Code_339","http://www.cdisc.org","2023-09-29","C94496","Primary Endpoint","Code"
"880c84a4-7faf-42c4-98a2-41769943f238","Code_340","http://www.cdisc.org","2023-09-29","C94496","Primary Endpoint","Code"
"abb0806e-be77-4634-9e75-58d91930833c","Code_342","http://www.cdisc.org","2023-09-29","C85827","Trial Secondary Objective","Code"
"94dcb739-49d5-4e38-891b-49f9f4de8795","Code_341","http://www.cdisc.org","2023-09-29","C139173","Secondary Endpoint","Code"
"b61990ea-8a6a-4db4-b9da-3bdc6c02895d","Code_343","http://www.cdisc.org","2023-09-29","C139173","Secondary Endpoint","Code"
"fe26f068-c1af-4b2e-a1d7-7f668f77ea1f","Code_344","http://www.cdisc.org","2023-09-29","C139173","Secondary Endpoint","Code"
"9cb10884-fe31-4f0f-8e25-2950cdc4a92e","Code_345","http://www.cdisc.org","2023-09-29","C25532","Inclusion Criteria","Code"
"38f8e046-7241-413a-908c-6608afdfb507","Code_346","http://www.cdisc.org","2023-09-29","C25532","Inclusion Criteria","Code"
"77a6129f-a730-4cd5-894c-28e503c62393","Code_347","http://www.cdisc.org","2023-09-29","C25532","Inclusion Criteria","Code"
"c7b1ef3e-0291-4cc9-bcc2-1c1ea1d3fb7c","Code_348","http://www.cdisc.org","2023-09-29","C25370","Exclusion Criteria","Code"
"6d2c0310-c537-4dc9-883a-81493da8a3fa","Code_332","http://www.cdisc.org","2023-09-29","C29848","Year","Code"
"b26eb74f-32dd-44bf-af26-07eba8a98dcc","Code_14","http://www.cdisc.org","2023-09-29","C201264","Before","Code"
"28a3b6b7-2f05-4814-a0d2-f03aadb126f9","Code_15","http://www.cdisc.org","2023-09-29","C201265","Start to Start","Code"
"0493ec12-7a4c-412f-af26-12e0e876882d","Code_16","http://www.cdisc.org","2023-09-29","C201264","Before","Code"
"6fc126e2-caf3-4951-ac70-3ed4fbe2bbf9","Code_17","http://www.cdisc.org","2023-09-29","C201265","Start to Start","Code"
"acae7bba-a88d-4c6d-afdb-fae602075379","Code_19","http://www.cdisc.org","2023-09-29","C201264","Fixed Reference","Code"
"ef9f8bf2-d52c-4a02-a038-e1deb06fa6ab","Code_20","http://www.cdisc.org","2023-09-29","C201265","Start to Start","Code"
"2c95cd34-2c02-4104-b218-4e7e6bcc81b7","Code_21","http://www.cdisc.org","2023-09-29","C201264","After","Code"
"e230ed9c-b8d5-47fe-8f24-f554e1cb303f","Code_22","http://www.cdisc.org","2023-09-29","C201265","Start to Start","Code"
"9cf72584-6be5-4525-adfb-96d9326486c9","Code_24","http://www.cdisc.org","2023-09-29","C201264","After","Code"
"9cf3ba69-1445-4c56-bec8-cf9c44ad0b11","Code_25","http://www.cdisc.org","2023-09-29","C201265","Start to Start","Code"
"9c6d3061-becb-43f5-b28d-b05a0b58011e","Code_27","http://www.cdisc.org","2023-09-29","C201264","After","Code"
"49dae1d8-8ceb-4e40-a0d2-720bd810884c","Code_28","http://www.cdisc.org","2023-09-29","C201265","Start to Start","Code"
"233e5529-de99-4124-bfe8-64cf8afc576b","Code_30","http://www.cdisc.org","2023-09-29","C201264","After","Code"
"7e5482e8-ba14-4a23-b5a0-b4d897dadc83","Code_31","http://www.cdisc.org","2023-09-29","C201265","Start to Start","Code"
"a3cc7ffc-4db7-4e03-add8-769d11b3d438","Code_35","http://www.cdisc.org","2023-09-29","C201264","After","Code"
"038daed4-8412-4578-a545-87b6856d156c","Code_36","http://www.cdisc.org","2023-09-29","C201265","Start to Start","Code"
"3b985ade-783e-4b41-875c-7b3910a562a8","Code_40","http://www.cdisc.org","2023-09-29","C201264","After","Code"
"860d2ade-9f92-4b8a-9b7d-7a52333b63c6","Code_41","http://www.cdisc.org","2023-09-29","C201265","Start to Start","Code"
"3da4e297-021a-4c3d-a6c7-8bd6452635e8","Code_45","http://www.cdisc.org","2023-09-29","C201264","After","Code"
"edf707ac-81af-4bc2-8b0f-7ab67d1d83bc","Code_46","http://www.cdisc.org","2023-09-29","C201265","Start to Start","Code"
"e09795a9-d9b9-4088-ad67-fb53c0eda2c2","Code_50","http://www.cdisc.org","2023-09-29","C201264","After","Code"
"115803ba-3b8e-4733-9596-3bf3a35ce5b8","Code_51","http://www.cdisc.org","2023-09-29","C201265","Start to Start","Code"
"c5c43baa-7ed8-4cc3-b1b4-fe70410d5209","Code_53","http://www.cdisc.org","2023-09-29","C201264","After","Code"
"3813b03f-5bc2-43ad-9f5d-faf55d4284ad","Code_54","http://www.cdisc.org","2023-09-29","C201265","Start to Start","Code"
"ffe0964b-a41a-42e3-914d-2b841164af90","Code_33","http://www.cdisc.org","2023-09-29","C201264","After","Code"
"a81c4402-ba86-48fa-a0cd-18e6cd66b8bc","Code_34","http://www.cdisc.org","2023-09-29","C201265","Start to Start","Code"
"46324e2d-daff-4160-afbb-3aa4b815256e","Code_38","http://www.cdisc.org","2023-09-29","C201264","After","Code"
"69d2fccc-f5df-409e-ae01-3d852f2ba6a4","Code_39","http://www.cdisc.org","2023-09-29","C201265","Start to Start","Code"
"3ff72a40-e323-44d2-b8df-45f8068ca5f9","Code_43","http://www.cdisc.org","2023-09-29","C201264","After","Code"
"abc98cf5-6755-48b3-b73b-7a0337fde0fa","Code_44","http://www.cdisc.org","2023-09-29","C201265","Start to Start","Code"
"a43566af-5885-4216-a129-2d32feea71bf","Code_48","http://www.cdisc.org","2023-09-29","C201264","After","Code"
"7ece5ce5-a844-49f1-a766-d34fbd542c29","Code_49","http://www.cdisc.org","2023-09-29","C201265","Start to Start","Code"
"13654770-c8f4-48f5-be37-a95521e1f8f1","Code_56","http://www.cdisc.org","2023-09-29","C201264","Fixed Reference","Code"
"b67f8229-b634-4b85-bfd9-e58d2a7cda15","Code_57","http://www.cdisc.org","2023-09-29","C201265","Start to Start","Code"
"861fec69-68d9-4d2c-8840-5cb526f80614","Code_58","http://www.cdisc.org","2023-09-29","C201264","Fixed Reference","Code"
"cc0c56f2-586e-4f89-aba6-54fdfd085ff7","Code_59","http://www.cdisc.org","2023-09-29","C201265","Start to Start","Code"
"e9a6a4e1-7999-4dfe-a8c2-c8b0e47b16c8","Code_60","http://www.cdisc.org","2023-09-29","C201264","Fixed Reference","Code"
"7e5e0d3e-e677-4435-a2e5-4489b1f3b3d1","Code_61","http://www.cdisc.org","2023-09-29","C201265","Start to Start","Code"
"0a269ba9-895f-46f6-ad30-883ac5dcc703","Code_62","http://www.cdisc.org","2023-09-29","C201264","After","Code"
"862a9e19-cb26-49f4-8258-21a64bce50f4","Code_63","http://www.cdisc.org","2023-09-29","C201265","Start to Start","Code"
"6b6706bb-7782-45d9-8560-9c1180b1eb2a","Code_64","http://www.cdisc.org","2023-09-29","C201264","After","Code"
"7ecd871c-0a5d-41a6-8740-0b45e02dd588","Code_65","http://www.cdisc.org","2023-09-29","C201265","End to Start","Code"
"82bbc9d4-3a5b-4462-93c0-09694d910633","Code_66","http://www.cdisc.org","2023-09-29","C201264","After","Code"
"3d623ed3-6c65-4e6d-a6db-8fc496227797","Code_67","http://www.cdisc.org","2023-09-29","C201265","Start to Start","Code"
"3f559e79-abe6-4aa5-940c-4ffc1f254a7e","Code_68","http://www.cdisc.org","2023-09-29","C201264","After","Code"
"19aee59a-5357-42c7-9d47-3e1fcba6dfeb","Code_69","http://www.cdisc.org","2023-09-29","C201265","End to Start","Code"
"11341a74-ddb2-4f0f-9751-3ced1cac23d2","Code_70","http://www.cdisc.org","2023-09-29","C201264","After","Code"
"c418224b-adcf-401d-b5c4-b97f3043c174","Code_71","http://www.cdisc.org","2023-09-29","C201265","Start to Start","Code"
"5d10cb1a-0767-4c7b-a7c2-e674a35645ac","Code_349","http://www.cdisc.org","2023-09-29","C70793","Clinical Study Sponsor","Code"
"ed480497-63b4-4d99-ac55-925fa13b145b","Code_350","ISO 3166 1 alpha3","2020-08","GBR","United Kingdom of Great Britain and Northern Ireland","Code"
"a43c8df6-8c3f-4997-bb88-985ffa8398f2","Code_3","http://www.cdisc.org","2023-09-29","C94108","Study Acronym","Code"
"84f7fca0-65c9-463c-85fa-b4387a38845e","Code_5","http://www.cdisc.org","2023-09-29","C99905x1","Brief Study Title","Code"
"8124b148-7ec9-4f4a-8263-22db17305f66","Code_6","http://www.cdisc.org","2023-09-29","C99905x2","Official Study Title","Code"
"e0e79cb3-2ba9-46d2-8d6a-2d0bba4ef2d8","Code_7","http://www.cdisc.org","2023-09-29","C99905x3","Public Study Title","Code"
"147c583b-c738-4a36-8bc1-824027635fec","Code_8","http://www.cdisc.org","2023-09-29","C25508","Final","Code"
"fb53d3d4-fa49-4322-8a5f-dba1e46a5c95","Code_11","http://www.cdisc.org","2023-09-29","C99903x1","Protocol Effective Date","Code"
"2a3cbc71-ddae-4587-a5fa-f1ff74d0e7ee","Code_13","http://www.cdisc.org","2023-09-29","C41129","Region","Code"
"e5076bba-0acc-448e-b7ee-0007c5b885fb","Code_12","ISO 3166 1 alpha3","2020-08","150","Europe","Code"
