"instanceType","codeSystem","uuid:ID","codeSystemVersion","code","decode","id"
"Code","http://www.cdisc.org","815c3cdf-d67a-47cb-b49c-aad654a156f0","2023-12-15","C49488","Yes","Code_168"
"Code","http://www.cdisc.org","97e5a6e9-d53c-45bd-ada5-af8c2d41db90","2023-12-15","C113380","Disabling Adverse Event","Code_169"
"Code","http://www.cdisc.org","fbbd7456-1fcf-4ee6-81de-9605cc2ebb4d","2023-12-15","C49487","No","Code_170"
"Code","http://www.cdisc.org","7a4128bd-6716-469a-a226-80c830c7e836","2023-12-15","C49488","Yes","Code_171"
"Code","http://www.cdisc.org","d6a5c60b-61aa-4201-a812-6be84aa8956b","2023-12-15","C48275","Death Related to Adverse Event","Code_172"
"Code","http://www.cdisc.org","76623c29-4a01-4160-9981-cd783343df32","2023-12-15","C49487","No","Code_173"
"Code","http://www.cdisc.org","2cb4a553-0046-4f0d-aba9-61467adbc4a2","2023-12-15","C49488","Yes","Code_174"
"Code","http://www.cdisc.org","fae313c5-f2ed-4ed0-a008-2976cf682414","2023-12-15","C83052","Adverse Event associated with Hospitalization","Code_175"
"Code","http://www.cdisc.org","2ae3c2e1-0a5b-4a93-bdd7-0b9dd2b984bf","2023-12-15","C49487","No","Code_176"
"Code","http://www.cdisc.org","2739ca1d-4d6f-4c38-ba5b-b7601ac09bfc","2023-12-15","C49488","Yes","Code_177"
"Code","http://www.cdisc.org","ced43ebf-9c91-427a-807d-ecab1dd146ba","2023-12-15","C84266","Life Threatening Adverse Event","Code_178"
"Code","http://www.cdisc.org","55b6b6a4-96dd-48d6-b9b2-0913cd8cff1b","2023-12-15","C49487","No","Code_179"
"Code","http://www.cdisc.org","26ba3ef9-54d7-43a0-84d8-93ee87fdc8a0","2023-12-15","C49488","Yes","Code_180"
"Code","http://www.cdisc.org","1bd67dd2-1536-4dd5-9a77-76e511ae9e14","2023-12-15","C83214","Adverse Event Occurred with Overdose","Code_181"
"Code","http://www.cdisc.org","2c27f4fe-97c3-4a78-b77b-f183e08195ae","2023-12-15","C49487","No","Code_182"
"Code","http://www.cdisc.org","da84f23d-622a-4252-9706-3b1bbd3d6c5b","2023-12-15","C49488","Yes","Code_183"
"Code","http://www.cdisc.org","0efee26a-2c01-48e2-ac43-3433b81e38c6","2023-12-15","C83053","Adverse Event Associated with Serious Medical Event","Code_184"
"Code","http://www.cdisc.org","eb9b029f-e1f4-4aeb-b98a-c757675d4662","2023-12-15","C49487","No","Code_185"
"Code","http://www.cdisc.org","9acffe21-8f58-40fc-8921-cd6d318a9731","2023-12-15","C49488","Yes","Code_186"
"Code","http://www.cdisc.org","83a81b1d-a4cf-4f53-bac7-0a4f910b83ad","2023-12-15","C83199","Adverse Event Concomitant Treatment","Code_187"
"Code","http://www.cdisc.org","4ad0d264-7a41-411c-b143-5c1c83c0f368","2023-12-15","C83215","Adverse Event Start Date Time","Code_188"
"Code","http://www.cdisc.org","826558e4-7bb6-473a-a021-85af925eaad6","2023-12-15","C83201","Adverse Event End Date Time","Code_189"
"Code","http://www.cdisc.org","d6f30ba0-0639-4830-8cca-edf3ab456f11","2023-12-15","C179175","Solicited Adverse Event","Code_190"
"Code","http://www.cdisc.org","16d17de5-86e4-408b-b71e-a903fe1fc073","2023-12-15","C25298","SYSBP","Code_191"
"Code","http://www.cdisc.org","8447fe34-be73-4e3b-8556-1ced963d36d9","2023-12-15","C77140","Clinical Test Result","Code_192"
"Code","http://www.cdisc.org","26d94fdb-bff3-4ff5-a4c6-39947c5973ea","2023-12-15","C49669","Unit of Pressure","Code_193"
"Code","http://www.cdisc.org","20f6cd59-f17c-4f7f-850b-d9e50f32ae48","2023-12-15","C62122","Sitting","Code_194"
"Code","http://www.cdisc.org","93d0357e-ee49-45cd-b2f8-0133c2536369","2023-12-15","C62166","Standing","Code_195"
"Code","http://www.cdisc.org","1b04772d-60af-4351-b79a-54ad04817049","2023-12-15","C62167","Supine Position","Code_196"
"Code","http://www.cdisc.org","ce5f2912-eae2-4f66-ae0c-2905949bbd17","2023-12-15","C62164","Body Position","Code_197"
"Code","http://www.cdisc.org","2d0c0f26-53ca-4bfb-9652-8633b354eb0d","2023-12-15","C12681","Brachial Artery","Code_198"
"Code","http://www.cdisc.org","3ba9971f-488e-46c6-a3ae-d130e24a95fe","2023-12-15","C12687","Common Carotid Artery","Code_199"
"Code","http://www.cdisc.org","eef22056-8553-46e4-8673-77410c0f5627","2023-12-15","C32478","Dorsalis Pedis Artery","Code_200"
"Code","http://www.cdisc.org","29f29e98-be78-4374-adb4-11bb89f8cc51","2023-12-15","C12715","Femoral Artery","Code_201"
"Code","http://www.cdisc.org","b5ad9b7f-628a-49f6-98c7-f4ef2a0f5aef","2023-12-15","C12838","Radial Artery","Code_202"
"Code","http://www.cdisc.org","34836521-f54d-4d2e-a0ba-84ecdf1bf29b","2023-12-15","C13717","Anatomic Site","Code_203"
"Code","http://www.cdisc.org","d38097bf-c688-4a69-98db-d8a2e4ffefe9","2023-12-15","C25229","Left","Code_204"
"Code","http://www.cdisc.org","e4e8fff7-18be-4dd0-ae5e-6c06c56fdf0d","2023-12-15","C25228","Right","Code_205"
"Code","http://www.cdisc.org","e9d14a76-7d61-4e1b-a986-938cb0ac25cc","2023-12-15","C25185","Laterality","Code_206"
"Code","http://www.cdisc.org","e222a527-ad96-423b-bc7a-5418f8a3d2e0","2023-12-15","C25298","SYSBP","Code_207"
"Code","http://www.cdisc.org","79912f2a-c271-4bee-a9a9-9d88c10cc0dd","2023-12-15","C25299","DIABP","Code_208"
"Code","http://www.cdisc.org","0bcd712b-5709-4385-9ce4-7ef37152e6e8","2023-12-15","C77140","Clinical Test Result","Code_209"
"Code","http://www.cdisc.org","f81d5a0b-b4a3-44ab-9f8e-944a9a3f8972","2023-12-15","C49669","Unit of Pressure","Code_210"
"Code","http://www.cdisc.org","7e4b5c4b-743f-4660-9788-ebe48d24f9e9","2023-12-15","C62122","Sitting","Code_211"
"Code","http://www.cdisc.org","807f5b3d-a472-4a3d-8446-d61bf8226b28","2023-12-15","C62166","Standing","Code_212"
"Code","http://www.cdisc.org","5812ba16-f75c-4f52-9a2c-5695f06b0f6f","2023-12-15","C62167","Supine Position","Code_213"
"Code","http://www.cdisc.org","87d8a8b1-1151-4bf1-a768-8439ea72302e","2023-12-15","C62164","Body Position","Code_214"
"Code","http://www.cdisc.org","4463bb88-f3f2-4c82-91da-dbb07e83f5a0","2023-12-15","C12681","Brachial Artery","Code_215"
"Code","http://www.cdisc.org","5edf0845-518f-4221-8e4d-d6af41a5d190","2023-12-15","C12687","Common Carotid Artery","Code_216"
"Code","http://www.cdisc.org","c55a2471-7f26-4c3e-8a04-b325ca2d9dd8","2023-12-15","C32478","Dorsalis Pedis Artery","Code_217"
"Code","http://www.cdisc.org","be1d4fcc-cc18-4393-8cb1-9d71eb30031d","2023-12-15","C12715","Femoral Artery","Code_218"
"Code","http://www.cdisc.org","9953e8d4-ec62-46ea-b037-831ef4a8fdd4","2023-12-15","C12838","Radial Artery","Code_219"
"Code","http://www.cdisc.org","918990b1-818b-4050-b029-261a3e957a93","2023-12-15","C13717","Anatomic Site","Code_220"
"Code","http://www.cdisc.org","21e6dcb8-660a-475b-80ae-f5f9da023245","2023-12-15","C25229","Left","Code_221"
"Code","http://www.cdisc.org","55623338-1a69-4ec2-a2c9-7e5957807f4f","2023-12-15","C25228","Right","Code_222"
"Code","http://www.cdisc.org","4baa1c4b-460b-4183-bb03-3b78ec6f659e","2023-12-15","C25185","Laterality","Code_223"
"Code","http://www.cdisc.org","70d57229-5659-4d21-8d86-3f6cbfb1fb6e","2023-12-15","C25299","DIABP","Code_224"
"Code","http://www.cdisc.org","f113d91a-012b-4128-9acd-2c6b47546a5a","2023-12-15","C174446","TEMP","Code_225"
"Code","http://www.cdisc.org","f63b227c-42ad-49c8-9f21-d9045f3f24d8","2023-12-15","C77140","Clinical Test Result","Code_226"
"Code","http://www.cdisc.org","51904377-6d7c-4888-8771-3799beb5f5ca","2023-12-15","C42559","Degree Celsius","Code_227"
"Code","http://www.cdisc.org","d5b909f8-4d46-48e8-a134-ad6d0ab1bf75","2023-12-15","C44277","Degree Fahrenheit","Code_228"
"Code","http://www.cdisc.org","9576a067-900b-4a21-9536-707c5d3852ac","2023-12-15","C42537","Kelvin","Code_229"
"Code","http://www.cdisc.org","c03d3b33-8d2b-4de3-89a5-852b6d14461c","2023-12-15","C44276","Unit of Temperature","Code_230"
"Code","http://www.cdisc.org","c7a15ebf-e083-4910-b7e0-4d7f7deea535","2023-12-15","C12674","Axilla","Code_231"
"Code","http://www.cdisc.org","354f1d5a-0653-43fe-a25d-42131f74a9f9","2023-12-15","C12394","Ear","Code_232"
"Code","http://www.cdisc.org","324440cb-8165-4dda-a6c4-d8dd3c2e69e3","2023-12-15","C89803","Forehead","Code_233"
"Code","http://www.cdisc.org","8d4545cf-ffc9-4ef6-a95e-d1ce07134e43","2023-12-15","C12421","Oral Cavity","Code_234"
"Code","http://www.cdisc.org","999415a6-4a75-46ce-9c62-b1f1a0ed56d2","2023-12-15","C12390","Rectum","Code_235"
"Code","http://www.cdisc.org","bfb70b5e-2a20-4d7e-a17b-dbb6bff33076","2023-12-15","C13717","Anatomic Site","Code_236"
"Code","http://www.cdisc.org","b06edff1-86d8-4e64-963b-fd99fd0e3891","2023-12-15","C174446","TEMP","Code_237"
"Code","http://www.cdisc.org","6947e482-877a-416d-ac81-3150cd9e657a","2023-12-15","C25208","WEIGHT","Code_238"
"Code","http://www.cdisc.org","5bf9eb50-0629-4e68-92e5-73aedb2c312e","2023-12-15","C77140","Clinical Test Result","Code_239"
"Code","http://www.cdisc.org","1808004a-a3bc-4a06-824c-449f055eb9ab","2023-12-15","C48531","Pound","Code_240"
"Code","http://www.cdisc.org","1c621621-15af-41a1-8652-dcb147329bda","2023-12-15","C48155","Gram","Code_241"
"Code","http://www.cdisc.org","9935bd69-f265-4e63-b8c4-9cff00f6c714","2023-12-15","C28252","Kilogram","Code_242"
"Code","http://www.cdisc.org","1e1fd606-9a0a-4d5a-b8db-82242b5d1ed1","2023-12-15","C48208","Unit of Weight","Code_243"
"Code","http://www.cdisc.org","156b71b4-5822-4af4-beca-7196e8194a31","2023-12-15","C25208","WEIGHT","Code_244"
"Code","http://www.cdisc.org","3fbd503f-4efc-4375-a97b-51876fc90cc6","2023-12-15","C25347","HEIGHT","Code_245"
"Code","http://www.cdisc.org","9b09215f-eeca-4760-b869-4b133db85c64","2023-12-15","C77140","Clinical Test Result","Code_246"
"Code","http://www.cdisc.org","ecdf93ce-76ba-4da8-a570-5c432e2d26e3","2023-12-15","C49668","Centimeter","Code_247"
"Code","http://www.cdisc.org","bd5760e7-297a-40cc-b5cf-94ec730d25b3","2023-12-15","C48500","Inch","Code_248"
"Code","http://www.cdisc.org","3b1cd78b-d5e3-4548-ac59-f24b8056f06d","2023-12-15","C41139","Meter","Code_249"
"Code","http://www.cdisc.org","3dec0204-544d-45c7-a704-797b5380929b","2023-12-15","C168688","Unit of Height","Code_250"
"Code","http://www.cdisc.org","90e5275b-11f2-47ec-8b4d-24305953dcf5","2023-12-15","C25347","HEIGHT","Code_251"
"Code","http://www.cdisc.org","7b2fed1e-2284-445e-955b-214a56f278c3","2023-12-15","C64433","ALT","Code_252"
"Code","http://www.cdisc.org","4e40d835-738c-43d7-a872-a2cb1773f0cf","2023-12-15","C36292","Laboratory Test Result","Code_253"
"Code","http://www.cdisc.org","2559b8f0-f071-4bf1-ad6b-b27bf9aa628c","2023-12-15","C67456","Unit per Liter","Code_254"
"Code","http://www.cdisc.org","697fdf0a-dc23-4add-8ccb-e860f8600a9b","2023-12-15","C67397","Microkatal per Liter","Code_255"
"Code","http://www.cdisc.org","19045d0d-3c40-4666-884b-6b9d0522acf2","2023-12-15","C67376","International Unit per Liter","Code_256"
"Code","http://www.cdisc.org","6b9b69b4-8b6d-42c6-8689-e9c86f1b6981","2023-12-15","C70510","Nanokatal per Liter","Code_257"
"Code","http://www.cdisc.org","ece492ab-8983-433e-8eae-e940a2d781e2","2023-12-15","C67365","Unit of Catalytic Activity Concentration","Code_258"
"Code","http://www.cdisc.org","df586b54-a9d1-43a4-ba5e-951f5ac82769","2023-12-15","C70713","Biospecimen Type","Code_259"
"Code","http://www.cdisc.org","62234e79-67fa-493a-9fab-5c976f9c160b","2023-12-15","C49487","No","Code_260"
"Code","http://www.cdisc.org","898db6ab-a094-4338-b4e0-7b790615280f","2023-12-15","C49488","Yes","Code_261"
"Code","http://www.cdisc.org","71793d7f-8ac0-4d93-a57c-309ffbda57de","2023-12-15","C83309","Laboratory Test Fasting Status","Code_262"
"Code","http://www.cdisc.org","51e359fb-f16b-47f8-8a49-33e71a508718","2023-12-15","C64433","ALT","Code_263"
"Code","http://www.cdisc.org","0bdbc8fd-27a8-4fe4-9ab4-802a14411411","2023-12-15","C64431","ALB","Code_264"
"Code","http://www.cdisc.org","9ef8f46f-a29e-4290-a1c5-85aad9748d10","2023-12-15","C36292","Laboratory Test Result","Code_265"
"Code","http://www.cdisc.org","dd5679bc-e5df-4e10-bf74-e4977801dd01","2023-12-15","C70713","Biospecimen Type","Code_266"
"Code","http://www.cdisc.org","49e8340b-d862-4929-a145-198e930dfb89","2023-12-15","C49487","No","Code_267"
"Code","http://www.cdisc.org","08269455-5607-4d2d-b538-427be2f94de3","2023-12-15","C49488","Yes","Code_268"
"Code","http://www.cdisc.org","fef69114-8eb3-4432-8de2-ab204090b753","2023-12-15","C83309","Laboratory Test Fasting Status","Code_269"
"Code","http://www.cdisc.org","95e7a535-ed1d-4e62-94bb-8676cfbf4241","2023-12-15","C64431","ALB","Code_270"
"Code","http://www.cdisc.org","b6616308-2e22-4421-85f5-3641a6c1609f","2023-12-15","C64432","ALP","Code_271"
"Code","http://www.cdisc.org","7d023b75-66db-4374-8eb8-fc5aa6e5dd20","2023-12-15","C36292","Laboratory Test Result","Code_272"
"Code","http://www.cdisc.org","c078120b-2c5c-450c-b31e-8e652d226825","2023-12-15","C67456","Unit per Liter","Code_273"
"Code","http://www.cdisc.org","b29b5752-f73a-4aa9-b7af-a1f3637bfa70","2023-12-15","C67397","Microkatal per Liter","Code_274"
"Code","http://www.cdisc.org","4a044180-ddfe-426d-b260-ca667510bae4","2023-12-15","C67376","International Unit per Liter","Code_275"
"Code","http://www.cdisc.org","aa5805a7-b2c9-4df2-ac69-c401af7b819a","2023-12-15","C67365","Unit of Catalytic Activity Concentration","Code_276"
"Code","http://www.cdisc.org","09465c4e-f917-4838-ac0d-6206d08fef3b","2023-12-15","C70713","Biospecimen Type","Code_277"
"Code","http://www.cdisc.org","62400438-e6d8-4b8c-9691-bb4710fb5de8","2023-12-15","C49487","No","Code_278"
"Code","http://www.cdisc.org","441fa436-45ca-4329-888e-2d5b35015a9b","2023-12-15","C49488","Yes","Code_279"
"Code","http://www.cdisc.org","a3b7db6d-17af-4fa8-857e-8ebe494f596f","2023-12-15","C83309","Laboratory Test Fasting Status","Code_280"
"Code","http://www.cdisc.org","e0a9c4af-d96d-4e67-8b72-36163316b754","2023-12-15","C64432","ALP","Code_281"
"Code","http://www.cdisc.org","acf8e9de-8094-40f9-b594-ad3ab37a8d84","2023-12-15","C64467","AST","Code_282"
"Code","http://www.cdisc.org","06b43711-cb36-4c9b-95dd-48bbe4cfe02c","2023-12-15","C36292","Laboratory Test Result","Code_283"
"Code","http://www.cdisc.org","dce0345d-cc10-4ad7-be7e-622831b9e580","2023-12-15","C67456","Unit per Liter","Code_284"
"Code","http://www.cdisc.org","e9ff5171-184b-4758-9e38-9b80827458be","2023-12-15","C67397","Microkatal per Liter","Code_285"
"Code","http://www.cdisc.org","884b1778-3a0b-43b6-9b6b-4c1160b8dbd5","2023-12-15","C67376","International Unit per Liter","Code_286"
"Code","http://www.cdisc.org","7daacc8d-d4bc-4203-98ba-ea3792e90f4e","2023-12-15","C67365","Unit of Catalytic Activity Concentration","Code_287"
"Code","http://www.cdisc.org","1716384f-3a3d-4277-88d8-4b28be2ea53b","2023-12-15","C70713","Biospecimen Type","Code_288"
"Code","http://www.cdisc.org","04a60c99-488b-4c47-bad0-096ff863cab3","2023-12-15","C49487","No","Code_289"
"Code","http://www.cdisc.org","44bb8d24-bbd6-48fb-bf26-516124f44c4c","2023-12-15","C49488","Yes","Code_290"
"Code","http://www.cdisc.org","9e122da4-bddd-4d27-85d0-a754f38f389f","2023-12-15","C83309","Laboratory Test Fasting Status","Code_291"
"Code","http://www.cdisc.org","332afb42-f034-4501-9ec2-aa318f6ff3b6","2023-12-15","C64467","AST","Code_292"
"Code","http://www.cdisc.org","872de858-a75c-41f9-bbe4-adce4db5f926","2023-12-15","C64547","CREAT","Code_293"
"Code","http://www.cdisc.org","bf8afbe9-e743-4758-a9ff-e1ffec33fbc6","2023-12-15","C36292","Laboratory Test Result","Code_294"
"Code","http://www.cdisc.org","0487eab2-6aa6-4b25-8283-8788f8ab6b6e","2023-12-15","C67015","Milligram per Deciliter","Code_295"
"Code","http://www.cdisc.org","6e2946b8-aa71-4bc2-81ad-b60d90c944d0","2023-12-15","C64572","Microgram per Milliliter","Code_296"
"Code","http://www.cdisc.org","1d9d9006-092b-4f80-9eb4-749b4b1574a3","2023-12-15","C64387","Millimole per Liter","Code_297"
"Code","http://www.cdisc.org","9688f40e-2bc6-4ef1-8d2b-03c45c3b729f","2023-12-15","C48508","Micromole per Liter","Code_298"
"Code","http://www.cdisc.org","844fee59-0603-466e-85ab-0c858766371d","2023-12-15","C48207","Unit of Concentration","Code_299"
"Code","http://www.cdisc.org","d86ca631-5650-4e97-90bd-5b0cce18130b","2023-12-15","C70713","Biospecimen Type","Code_300"
"Code","http://www.cdisc.org","1ada0ab2-f892-4719-abc9-7acd9886a29c","2023-12-15","C49487","No","Code_301"
"Code","http://www.cdisc.org","8c8a363a-cde8-4175-9435-853d6c5be3f4","2023-12-15","C49488","Yes","Code_302"
"Code","http://www.cdisc.org","7e1468d4-c51d-4ada-b1c1-762140975cc0","2023-12-15","C83309","Laboratory Test Fasting Status","Code_303"
"Code","http://www.cdisc.org","1d3fbef4-4eb4-4b93-967c-c3d1e1457f8c","2023-12-15","C64547","CREAT","Code_304"
"Code","http://www.cdisc.org","271d4c19-7bb0-42ad-8978-0580a7958b50","2023-12-15","C64853","K","Code_305"
"Code","http://www.cdisc.org","7fe23c81-3335-4074-86a8-f85f7b68160d","2023-12-15","C36292","Laboratory Test Result","Code_306"
"Code","http://www.cdisc.org","b07794ff-c3c8-4e40-af28-1889709056d0","2023-12-15","C67474","Milliequivalent per Liter","Code_307"
"Code","http://www.cdisc.org","ddc80f2c-6eb0-4bfe-8bcb-84da7e09e2af","2023-12-15","C67473","Milliequivalent per Deciliter","Code_308"
"Code","http://www.cdisc.org","fed301e0-5490-48cb-be81-51c7a02b63c4","2023-12-15","C64387","Millimole per Liter","Code_309"
"Code","http://www.cdisc.org","b2087df0-4e89-43e6-8b80-425b2ee19f57","2023-12-15","C64567","Molarity Unit","Code_310"
"Code","http://www.cdisc.org","0bafadec-2a8f-4b09-9c4a-60c798adf170","2023-12-15","C70713","Biospecimen Type","Code_311"
"Code","http://www.cdisc.org","3dfd58b5-0df4-41f1-9ba6-34ed7ed7601a","2023-12-15","C49487","No","Code_312"
"Code","http://www.cdisc.org","13a0f077-7434-49a5-a5aa-6ae6b10fff2a","2023-12-15","C49488","Yes","Code_313"
"Code","http://www.cdisc.org","85dd8865-5aa4-4a12-ab1d-dedaf7c436d5","2023-12-15","C83309","Laboratory Test Fasting Status","Code_314"
"Code","http://www.cdisc.org","173a5d11-c0d7-4925-b6d1-d9dfa22e5bb1","2023-12-15","C64853","K","Code_315"
"Code","http://www.cdisc.org","e9a66944-b280-488c-9e55-91b370e8aa01","2023-12-15","C64809","SODIUM","Code_316"
"Code","http://www.cdisc.org","8fcd603f-3976-4de9-ae81-7001502adf39","2023-12-15","C36292","Laboratory Test Result","Code_317"
"Code","http://www.cdisc.org","942d97bb-22bc-4087-859e-5b07e12e2f5e","2023-12-15","C67474","Milliequivalent per Liter","Code_318"
"Code","http://www.cdisc.org","d5e306a2-853e-4bf2-b4a6-ce149bdf92df","2023-12-15","C67473","Milliequivalent per Deciliter","Code_319"
"Code","http://www.cdisc.org","ae3b0b6d-f756-4f6b-8b6e-600b77e30962","2023-12-15","C64387","Millimole per Liter","Code_320"
"Code","http://www.cdisc.org","7fc2693c-3dbb-41de-9844-242403e4a7a1","2023-12-15","C64567","Molarity Unit","Code_321"
"Code","http://www.cdisc.org","cc3efe25-6768-47da-9d5f-1f95535c2798","2023-12-15","C70713","Biospecimen Type","Code_322"
"Code","http://www.cdisc.org","465f2502-331c-4176-916e-c810a088a912","2023-12-15","C49487","No","Code_323"
"Code","http://www.cdisc.org","3c00ff8e-9d22-484d-8183-19532e6b0785","2023-12-15","C49488","Yes","Code_324"
"Code","http://www.cdisc.org","8814c909-2fb6-4af3-b8b5-fe253dd746ff","2023-12-15","C83309","Laboratory Test Fasting Status","Code_325"
"Code","http://www.cdisc.org","6cb235c9-f2c3-43eb-82c9-72af00f13240","2023-12-15","C64809","SODIUM","Code_326"
"Code","http://www.cdisc.org","51c883d3-ca80-4c03-8a11-0d206fe0ef14","2023-12-15","C25298","SYSBP","Code_327"
"Code","http://www.cdisc.org","ef973c52-9293-4a98-8097-3291e52b946c","2023-12-15","C77140","Clinical Test Result","Code_328"
"Code","http://www.cdisc.org","de3fb808-022a-4c00-a2d7-0e053486caad","2023-12-15","C49669","Unit of Pressure","Code_329"
"Code","http://www.cdisc.org","53bc711c-27bc-4f07-8adf-4d17777ef683","2023-12-15","C62122","Sitting","Code_330"
"Code","http://www.cdisc.org","2e453622-6cf4-4bd3-9c8f-294ed61fed79","2023-12-15","C62166","Standing","Code_331"
"Code","http://www.cdisc.org","aea016ca-f8da-42c2-9cdf-5721c86d9b40","2023-12-15","C62167","Supine Position","Code_332"
"Code","http://www.cdisc.org","d527102d-e015-4c3e-86e3-9fdc115a18f2","2023-12-15","C62164","Body Position","Code_333"
"Code","http://www.cdisc.org","8a3a4b13-a8a0-440f-a2ca-3a8a23130ff6","2023-12-15","C12681","Brachial Artery","Code_334"
"Code","http://www.cdisc.org","15ecda6b-b675-41eb-829d-075a0e91bfa5","2023-12-15","C12687","Common Carotid Artery","Code_335"
"Code","http://www.cdisc.org","285dbe41-488a-4d88-8491-a9eeec724311","2023-12-15","C32478","Dorsalis Pedis Artery","Code_336"
"Code","http://www.cdisc.org","ec40da12-1b9e-48f3-9361-329c349727fc","2023-12-15","C12715","Femoral Artery","Code_337"
"Code","http://www.cdisc.org","2d458e1d-eb36-451a-9f6c-8b5b0e0f997a","2023-12-15","C12838","Radial Artery","Code_338"
"Code","http://www.cdisc.org","a154e1e2-ea92-479a-af8b-bb49d5769070","2023-12-15","C13717","Anatomic Site","Code_339"
"Code","http://www.cdisc.org","0c6f0730-687d-4d4f-903f-59b81e52262e","2023-12-15","C25229","Left","Code_340"
"Code","http://www.cdisc.org","d835039b-5d50-432d-bf1a-10c41e9f1fc9","2023-12-15","C25228","Right","Code_341"
"Code","http://www.cdisc.org","e1b2f843-5e1d-4036-9b0e-718ca5ae90cf","2023-12-15","C25185","Laterality","Code_342"
"Code","http://www.cdisc.org","ae7c43a3-17a5-4a05-bb17-8c3f091cf2a8","2023-12-15","C25298","SYSBP","Code_343"
"Code","http://www.cdisc.org","5046eff8-2812-4ebe-9089-22fc9c000dce","2023-12-15","C25299","DIABP","Code_344"
"Code","http://www.cdisc.org","fc445bd0-c68c-4ed5-8dbb-6ccd2a482363","2023-12-15","C77140","Clinical Test Result","Code_345"
"Code","http://www.cdisc.org","8ae34796-0df6-4a06-89a6-7449a4f26490","2023-12-15","C49669","Unit of Pressure","Code_346"
"Code","http://www.cdisc.org","50064c1e-cd1a-4706-b321-cf890e8e185f","2023-12-15","C62122","Sitting","Code_347"
"Code","http://www.cdisc.org","93fb39c7-72aa-4855-823e-1668379e3244","2023-12-15","C62166","Standing","Code_348"
"Code","http://www.cdisc.org","eb56a2f7-6b8a-4ae0-96f5-5e5705ad1333","2023-12-15","C62167","Supine Position","Code_349"
"Code","http://www.cdisc.org","27c04e8a-212a-4755-9d2e-ff6630014d1c","2023-12-15","C62164","Body Position","Code_350"
"Code","http://www.cdisc.org","0b7ecda9-11a6-4fad-a621-55b70084f0df","2023-12-15","C12681","Brachial Artery","Code_351"
"Code","http://www.cdisc.org","86bdf188-d6e0-4151-82cf-a69f88de1bbb","2023-12-15","C12687","Common Carotid Artery","Code_352"
"Code","http://www.cdisc.org","08970f2f-acbd-4276-9725-937a945f2acb","2023-12-15","C32478","Dorsalis Pedis Artery","Code_353"
"Code","http://www.cdisc.org","fdc7f85d-a379-48d8-9aae-a1fbc4c70904","2023-12-15","C12715","Femoral Artery","Code_354"
"Code","http://www.cdisc.org","4c6e6a14-3e65-4003-9bcb-9246e99bee8e","2023-12-15","C12838","Radial Artery","Code_355"
"Code","http://www.cdisc.org","2293ba9f-f221-4622-90fd-92f89e085892","2023-12-15","C13717","Anatomic Site","Code_356"
"Code","http://www.cdisc.org","03064ab9-4472-4072-bc5b-ae57a8271184","2023-12-15","C25229","Left","Code_357"
"Code","http://www.cdisc.org","b91197b4-f729-4602-b42a-22c0d7f4754d","2023-12-15","C25228","Right","Code_358"
"Code","http://www.cdisc.org","7ebdb569-ac84-46c2-84ee-d26929032faf","2023-12-15","C25185","Laterality","Code_359"
"Code","http://www.cdisc.org","32d853aa-22a0-4bef-a9ea-88a59a90f3c9","2023-12-15","C25299","DIABP","Code_360"
"Code","http://www.cdisc.org","60a4a5b3-d6f9-480f-80d2-4a57d068d0d9","2023-12-15","C49677","HR","Code_361"
"Code","http://www.cdisc.org","fab4928a-071a-4284-a0b3-fa3e2a855914","2023-12-15","C77140","Clinical Test Result","Code_362"
"Code","http://www.cdisc.org","5a980bd8-1c13-4f3f-9a23-9db7997c1599","2023-12-15","C73688","Count per Minute","Code_363"
"Code","http://www.cdisc.org","d4c7a4f9-1935-49bd-ab82-d1c4960c2afc","2023-12-15","C62122","Sitting","Code_364"
"Code","http://www.cdisc.org","7ee5dfc7-6b72-4455-896d-e51da344f123","2023-12-15","C62166","Standing","Code_365"
"Code","http://www.cdisc.org","728136b5-7842-4ddb-9a32-e99fef799ed5","2023-12-15","C62167","Supine Position","Code_366"
"Code","http://www.cdisc.org","e75b2033-7134-4db4-a733-273c4056ddaa","2023-12-15","C62164","Body Position","Code_367"
"Code","http://www.cdisc.org","4b388742-257f-4af7-b602-b681b45d4c0f","2023-12-15","C12681","Brachial Artery","Code_368"
"Code","http://www.cdisc.org","d1096a84-46bc-4dee-ae86-92b5159cfbc4","2023-12-15","C12687","Common Carotid Artery","Code_369"
"Code","http://www.cdisc.org","b5e4c4e6-4b7a-4c01-9cc1-2cdafa074ec7","2023-12-15","C32478","Dorsalis Pedis Artery","Code_370"
"Code","http://www.cdisc.org","a0f8f5ab-7aa0-4511-a7d3-05dfd8dfe980","2023-12-15","C12715","Femoral Artery","Code_371"
"Code","http://www.cdisc.org","7a197066-b2c2-4c7c-911d-d7c36c942aff","2023-12-15","C12838","Radial Artery","Code_372"
"Code","http://www.cdisc.org","46974462-9a4a-4ef7-869b-b6acca95e568","2023-12-15","C13717","Anatomic Site","Code_373"
"Code","http://www.cdisc.org","71ae4ab6-bba3-49df-a155-91cf4b6bae70","2023-12-15","C25229","Left","Code_374"
"Code","http://www.cdisc.org","f1dde367-86ab-40db-bada-e3cb41d09df0","2023-12-15","C25228","Right","Code_375"
"Code","http://www.cdisc.org","0d4f1a12-350e-4233-bb75-0836b13d616a","2023-12-15","C25185","Laterality","Code_376"
