"code","decode","id","codeSystem","codeSystemVersion","uuid:ID","instanceType"
"C62164","Body Position","Code_243","NCI Thesaurus","","b0ee1eaf-d4aa-45bc-a21c-a374639c46cf","Code"
"C49677","Heart Rate","Code_236","NCI Thesaurus","","dd86acff-6214-4635-b4ca-dce97613b34e","Code"
"C77140","Clinical Test Result","Code_245","NCI Thesaurus","","4f9d230b-008c-4e03-a30e-e4fb8b0314d1","Code"
"C42547","Pascal","Code_246","http://www.cdisc.org","2023-09-29","72dd6090-b264-4f27-a544-89e214bf8a54","Code"
"C49669","Unit of Pressure","Code_247","NCI Thesaurus","","e830b418-e6ee-4c94-a538-3acd8dff6318","Code"
"C13717","Anatomic Site","Code_248","NCI Thesaurus","","9cdecfb1-31e5-4bee-8777-fda1c049f8bc","Code"
"C25185","Laterality","Code_249","NCI Thesaurus","","6640fb50-f30b-4b27-8d34-ed3047244267","Code"
"C82535","Test Method","Code_250","NCI Thesaurus","","75d60af4-5595-4c6d-a716-1d5a1f7c20d3","Code"
"C62164","Body Position","Code_251","NCI Thesaurus","","a276f7ff-7b11-4774-b8df-7b0c1d99893d","Code"
"C25298","Systolic Blood Pressure","Code_244","NCI Thesaurus","","cb92eac1-d387-478a-8806-4d1b269a9c06","Code"
"C77140","Clinical Test Result","Code_253","NCI Thesaurus","","7f91202f-f7b4-4c70-b261-7066125cc851","Code"
"C42547","Pascal","Code_254","http://www.cdisc.org","2023-09-29","3337e437-7641-4ed3-810b-3839f8a0117e","Code"
"C49669","Unit of Pressure","Code_255","NCI Thesaurus","","8f00710b-266c-4dbb-b4a4-2b9aa001396f","Code"
"C13717","Anatomic Site","Code_256","NCI Thesaurus","","37846a99-8ca0-470d-9eab-71f4f7b73f1b","Code"
"C25185","Laterality","Code_257","NCI Thesaurus","","d7115333-23f6-4d08-8d6c-9a0354acada4","Code"
"C82535","Test Method","Code_258","NCI Thesaurus","","cb069fcd-5baa-41be-91e7-3a68d56bd5bf","Code"
"C62164","Body Position","Code_259","NCI Thesaurus","","7381beb2-b217-443e-b7d7-9a67ac2bd9a7","Code"
"C25299","Diastolic Blood Pressure","Code_252","NCI Thesaurus","","653ba2f0-6ae1-4345-bf11-da6401c63c1e","Code"
"C77140","Clinical Test Result","Code_261","NCI Thesaurus","","015756e0-3bc7-4fa5-9593-6b9f78ee2df9","Code"
"C49673","Beats per Minute","Code_262","http://www.cdisc.org","2023-09-29","dcd45824-947c-43e8-9f40-fe84b4547796","Code"
"C73688","Count per Minute","Code_263","NCI Thesaurus","","662a210b-faa1-4aab-a7f4-fa6be3f682db","Code"
"C13717","Anatomic Site","Code_264","NCI Thesaurus","","8477b474-df44-4823-90a3-5e4bc2e5cf87","Code"
"C25185","Laterality","Code_265","NCI Thesaurus","","c03d0276-c315-4758-881f-b391123390fd","Code"
"C82535","Test Method","Code_266","NCI Thesaurus","","dfa176c1-fee0-4610-a0cf-97d5ac26cd7c","Code"
"C62164","Body Position","Code_267","NCI Thesaurus","","f5e29002-4e2b-4540-a036-5100d4ba9048","Code"
"C49677","Heart Rate","Code_260","NCI Thesaurus","","01334f53-3990-4f64-884c-334e98e84879","Code"
"C174268","Placebo Comparator Arm","Code_123","http://www.cdisc.org","2023-09-29","782a4da4-68b8-417a-8432-4ed54894623f","Code"
"C188866","Data Generated Within Study","Code_124","http://www.cdisc.org","2023-09-29","c8fb60b1-ff49-49a0-ab7f-2e7786ad598a","Code"
"C174267","Active Comparator Arm","Code_125","http://www.cdisc.org","2023-09-29","7e4421ef-c4d3-42db-9e84-aff1c1e2456f","Code"
"C188866","Data Generated Within Study","Code_126","http://www.cdisc.org","2023-09-29","1b8ba915-69a7-4f41-b908-e8946aa09c27","Code"
"C174267","Active Comparator Arm","Code_127","http://www.cdisc.org","2023-09-29","dccb037a-7684-4379-b6fd-f057fa955e33","Code"
"C188866","Data Generated Within Study","Code_128","http://www.cdisc.org","2023-09-29","677d7bc9-7798-48b0-995b-ed123a3adb6d","Code"
"C15228","Double Blind Study","Code_136","http://www.cdisc.org","2023-09-29","f26218fc-10a7-4963-8ab8-1b123a811f82","Code"
"C48262","Trial Screening","Code_129","http://www.cdisc.org","2023-09-29","30a5a3d7-8bf8-4cce-b62c-e6808ea5d915","Code"
"C101526","Treatment Epoch","Code_130","http://www.cdisc.org","2023-09-29","3bc0394e-fac1-4a66-bdb0-7ece0062b336","Code"
"C101526","Treatment Epoch","Code_131","http://www.cdisc.org","2023-09-29","af642043-1e6e-4675-b527-fe7cef62c77b","Code"
"C101526","Treatment Epoch","Code_132","http://www.cdisc.org","2023-09-29","67b978ca-991d-4b14-aafa-95591599501a","Code"
"C99158","Clinical Study Follow-up","Code_133","http://www.cdisc.org","2023-09-29","edc1741f-5178-4ffe-bcce-8ea71e700911","Code"
"G30.9","Alzheimer's disease; unspecified","Code_327","ICD-10-CM","1","a1f85485-0d8e-4678-bddf-45ead231f25a","Code"
"26929004","Alzheimer's disease","Code_328","SNOMED","January 31, 2018","e851215a-9306-4926-ba28-e3238c492011","Code"
"C70793","Sponsor","Code_142","http://www.cdisc.org","2023-09-29","f1bd7b62-52de-4155-96b7-7e08e83bf5c7","Code"
"C85826","Trial Primary Objective","Code_332","http://www.cdisc.org","2023-09-29","bc099eef-e2c3-44d0-a8e8-44c1e1169d4c","Code"
"C94496","Primary Endpoint","Code_331","http://www.cdisc.org","2023-09-29","7d5a66e1-52c2-44eb-a16d-a1371a38e01f","Code"
"C94496","Primary Endpoint","Code_333","http://www.cdisc.org","2023-09-29","4dc8d7e5-1de6-4dff-b138-fd9651c63f29","Code"
"C85826","Trial Primary Objective","Code_335","http://www.cdisc.org","2023-09-29","72a30322-4934-414a-9b08-e19bf716b3f3","Code"
"C94496","Primary Endpoint","Code_334","http://www.cdisc.org","2023-09-29","77bd49ff-117d-4fd3-b268-0624ad661ca4","Code"
"C94496","Primary Endpoint","Code_336","http://www.cdisc.org","2023-09-29","62db0739-0199-463e-997d-73515c2e703d","Code"
"C94496","Primary Endpoint","Code_337","http://www.cdisc.org","2023-09-29","9b12c1d5-658c-4bf1-af96-3a4c010a91ac","Code"
"C85827","Trial Secondary Objective","Code_339","http://www.cdisc.org","2023-09-29","33fb9069-37ef-4336-8911-ac913d68eea7","Code"
"C139173","Secondary Endpoint","Code_338","http://www.cdisc.org","2023-09-29","cbdedad4-0960-4f86-ac3d-37cf41d23338","Code"
"C139173","Secondary Endpoint","Code_340","http://www.cdisc.org","2023-09-29","d283eefb-dbdb-4e46-994c-f09e9cba50c2","Code"
"C139173","Secondary Endpoint","Code_341","http://www.cdisc.org","2023-09-29","a1897b10-cc9d-4c56-a9bc-32fa638f2e0b","Code"
"C85827","Trial Secondary Objective","Code_343","http://www.cdisc.org","2023-09-29","13d180ff-14d0-4e61-b281-c75e2cd78276","Code"
"C139173","Secondary Endpoint","Code_342","http://www.cdisc.org","2023-09-29","54e91c38-1fb2-482e-a6e6-888f5ad6b7ec","Code"
"C85827","Trial Secondary Objective","Code_345","http://www.cdisc.org","2023-09-29","322a2d25-0cc9-499b-bc6e-7321e032b953","Code"
"C139173","Secondary Endpoint","Code_344","http://www.cdisc.org","2023-09-29","39fe6d9f-8751-4abf-8a76-d78c8a77b254","Code"
"C85827","Trial Secondary Objective","Code_347","http://www.cdisc.org","2023-09-29","cd5b876c-68a5-44e6-ac30-eb51d60df9dd","Code"
"C139173","Secondary Endpoint","Code_346","http://www.cdisc.org","2023-09-29","a275a6c6-44de-4daf-8a1f-71d519c31428","Code"
"C25532","Inclusion Criteria","Code_348","http://www.cdisc.org","2023-09-29","69b3478e-2471-4a1a-9e3c-5c70080df36d","Code"
"C25532","Inclusion Criteria","Code_349","http://www.cdisc.org","2023-09-29","d2869287-a205-4d16-8021-cb0be3103a6a","Code"
"C25532","Inclusion Criteria","Code_350","http://www.cdisc.org","2023-09-29","2771a2c4-8578-44b7-8cab-8d4596d9d416","Code"
"C25532","Inclusion Criteria","Code_351","http://www.cdisc.org","2023-09-29","ef1e8c46-774b-4297-8328-ad921212ea2f","Code"
"C25532","Inclusion Criteria","Code_352","http://www.cdisc.org","2023-09-29","57514d44-5a63-4642-b06f-34fbff250584","Code"
"C25532","Inclusion Criteria","Code_353","http://www.cdisc.org","2023-09-29","cc4c7113-8bf6-41ed-ada5-eb2ac54e8fbc","Code"
"C25532","Inclusion Criteria","Code_354","http://www.cdisc.org","2023-09-29","5d919cf0-b559-477f-bab1-61b2d55e35c1","Code"
"C25532","Inclusion Criteria","Code_355","http://www.cdisc.org","2023-09-29","9cf4e542-38f7-4752-accb-ce3a7967dbcc","Code"
"C25370","Exclusion Criteria","Code_356","http://www.cdisc.org","2023-09-29","3ceb0110-a921-4dca-b2a0-420c7170ecac","Code"
"C25370","Exclusion Criteria","Code_357","http://www.cdisc.org","2023-09-29","e374e87d-11f1-481b-a065-4300654ef2c2","Code"
"C25370","Exclusion Criteria","Code_358","http://www.cdisc.org","2023-09-29","b59ff3cf-f4d9-470e-9100-7160715b32d4","Code"
"C25370","Exclusion Criteria","Code_359","http://www.cdisc.org","2023-09-29","8eb41583-e1cb-4615-89bf-0a7a0d3028d2","Code"
"C25370","Exclusion Criteria","Code_360","http://www.cdisc.org","2023-09-29","98bc3813-ab31-4109-8e27-cdc68fa6272c","Code"
"C25370","Exclusion Criteria","Code_361","http://www.cdisc.org","2023-09-29","c157be9f-e8ec-4ac1-b3f3-bc3fe6a50a69","Code"
"C25370","Exclusion Criteria","Code_362","http://www.cdisc.org","2023-09-29","e03da56f-859f-4cb3-947e-6af8fcdb0fac","Code"
"C25370","Exclusion Criteria","Code_363","http://www.cdisc.org","2023-09-29","12ea8c1a-8a0c-47f6-bbd0-6810e128ed1b","Code"
"C25370","Exclusion Criteria","Code_364","http://www.cdisc.org","2023-09-29","25b3719b-916e-4bd7-8aa0-af8a2b33a99f","Code"
"C25370","Exclusion Criteria","Code_365","http://www.cdisc.org","2023-09-29","9c3f61a2-9d74-47b3-a387-e62db3353a72","Code"
"C25370","Exclusion Criteria","Code_366","http://www.cdisc.org","2023-09-29","d1bd546b-41eb-4283-aab4-31a096a5f00a","Code"
"C25370","Exclusion Criteria","Code_367","http://www.cdisc.org","2023-09-29","811cc8a9-05e6-4814-beb3-d9bc08efc1d9","Code"
"C25370","Exclusion Criteria","Code_368","http://www.cdisc.org","2023-09-29","37a7735b-c724-4207-98a9-9ca2fc537892","Code"
"C25370","Exclusion Criteria","Code_369","http://www.cdisc.org","2023-09-29","5bc1e8d4-58ed-43eb-ac8a-721306d89dbb","Code"
"C25370","Exclusion Criteria","Code_370","http://www.cdisc.org","2023-09-29","4b9fd31d-6b91-4acd-ac93-3696b877a788","Code"
"C25370","Exclusion Criteria","Code_371","http://www.cdisc.org","2023-09-29","7198ff78-267e-472a-87c9-f9e951ed4da4","Code"
"C25370","Exclusion Criteria","Code_372","http://www.cdisc.org","2023-09-29","9994a6f2-5f4a-4813-92d0-7d084e7fcac2","Code"
"C25370","Exclusion Criteria","Code_373","http://www.cdisc.org","2023-09-29","d5159fa2-0284-4f54-86b0-fd608cd20933","Code"
"C25370","Exclusion Criteria","Code_374","http://www.cdisc.org","2023-09-29","8d8c99e2-24b7-4411-9671-6c4a6dc86599","Code"
"C25370","Exclusion Criteria","Code_375","http://www.cdisc.org","2023-09-29","8faf9ea7-e110-4c0f-aec6-6c91a111d138","Code"
"C25370","Exclusion Criteria","Code_376","http://www.cdisc.org","2023-09-29","3a96dbb0-907e-4b8c-966f-73bf9dd301c8","Code"
"C25370","Exclusion Criteria","Code_377","http://www.cdisc.org","2023-09-29","c075e491-0983-4900-be0e-c55ad854a2bb","Code"
"C25370","Exclusion Criteria","Code_378","http://www.cdisc.org","2023-09-29","7718280e-d7ec-4b1f-a9cb-b665addf30d4","Code"
"C29848","Year","Code_329","http://www.cdisc.org","2023-09-29","3b71dfa1-0d90-4171-8603-1b3accd57805","Code"
"C201357","Before","Code_14","http://www.cdisc.org","2023-09-29","c4b8cbab-ae71-476b-ba40-ea9a4aa73304","Code"
"C201355","Start to Start","Code_15","http://www.cdisc.org","2023-09-29","4e36d85f-924e-4636-98bd-22e9406eda71","Code"
"C201357","Before","Code_16","http://www.cdisc.org","2023-09-29","9d54f17d-46f1-4354-829e-e0809a799af1","Code"
"C201355","Start to Start","Code_17","http://www.cdisc.org","2023-09-29","eed3a7e8-98c9-4260-b363-182fc06fb44f","Code"
"C201358","Fixed Reference","Code_19","http://www.cdisc.org","2023-09-29","43e3c247-1092-4311-95b2-5b503a597425","Code"
"C201355","Start to Start","Code_20","http://www.cdisc.org","2023-09-29","650c14e0-60a5-4fcf-aa4f-39acd348e620","Code"
"C201356","After","Code_21","http://www.cdisc.org","2023-09-29","6fce3022-9547-4793-838e-c87a06a3494b","Code"
"C201355","Start to Start","Code_22","http://www.cdisc.org","2023-09-29","77d41295-666b-4b71-9d86-330c73ea3399","Code"
"C201356","After","Code_24","http://www.cdisc.org","2023-09-29","84df67bf-f110-446a-9a35-52f5b5e382c3","Code"
"C201355","Start to Start","Code_25","http://www.cdisc.org","2023-09-29","5d977dd7-5c4e-474d-a862-d55f6b3a0415","Code"
"C201356","After","Code_27","http://www.cdisc.org","2023-09-29","d74eabdf-943e-4a9e-8a3e-917d468cf9cc","Code"
"C201355","Start to Start","Code_28","http://www.cdisc.org","2023-09-29","47ba674c-524e-4165-b742-214d8afdafc8","Code"
"C201356","After","Code_30","http://www.cdisc.org","2023-09-29","89db917d-e6e3-4426-898c-71a8eff990e7","Code"
"C201355","Start to Start","Code_31","http://www.cdisc.org","2023-09-29","4a5f0d90-e9c6-4fe4-95df-4a470fc00c99","Code"
"C201356","After","Code_35","http://www.cdisc.org","2023-09-29","e85f7c2f-3975-496f-a498-4d8c784c8412","Code"
"C201355","Start to Start","Code_36","http://www.cdisc.org","2023-09-29","be478eb2-4e77-4df8-aa81-e4073c2d26b0","Code"
"C201356","After","Code_40","http://www.cdisc.org","2023-09-29","58fe67c7-fce0-4cb7-ab6a-44dbe38bf319","Code"
"C201355","Start to Start","Code_41","http://www.cdisc.org","2023-09-29","f0e68169-c7e7-461c-9545-ca2f5d08a9a4","Code"
"C201356","After","Code_45","http://www.cdisc.org","2023-09-29","a6e40bc2-ac84-47d2-9f46-995fee83bc42","Code"
"C201355","Start to Start","Code_46","http://www.cdisc.org","2023-09-29","02a182fd-c66c-42f2-9184-f43a11737b18","Code"
"C201356","After","Code_50","http://www.cdisc.org","2023-09-29","c3511381-831d-4df5-8efc-1c921fd96ab1","Code"
"C201355","Start to Start","Code_51","http://www.cdisc.org","2023-09-29","66fbd0e7-1208-4a53-9b21-008ceb8972e2","Code"
"C201356","After","Code_53","http://www.cdisc.org","2023-09-29","d89c973c-9c9b-4ee1-a0a9-d9f455cfddca","Code"
"C201355","Start to Start","Code_54","http://www.cdisc.org","2023-09-29","7fb8606c-fdb3-4a02-b7f3-cdd1a658d38b","Code"
"C201356","After","Code_33","http://www.cdisc.org","2023-09-29","cbb6cb2a-edb9-487f-8eb6-f8c3c56e9779","Code"
"C201355","Start to Start","Code_34","http://www.cdisc.org","2023-09-29","14aecde1-ff72-4f64-aa97-5ca5e866257c","Code"
"C201356","After","Code_38","http://www.cdisc.org","2023-09-29","9d427a34-2f27-4a95-a429-7f8a1138b418","Code"
"C201355","Start to Start","Code_39","http://www.cdisc.org","2023-09-29","1eba440c-86a1-4102-989e-a449cfb97713","Code"
"C201356","After","Code_43","http://www.cdisc.org","2023-09-29","ec80dbaf-f5d6-4d48-bf30-af229fb771cf","Code"
"C201355","Start to Start","Code_44","http://www.cdisc.org","2023-09-29","0e9a2b57-ba97-49d4-b2a6-42215587e160","Code"
"C201356","After","Code_48","http://www.cdisc.org","2023-09-29","20551e92-3228-44c3-b54e-54877d0b2dfc","Code"
"C201355","Start to Start","Code_49","http://www.cdisc.org","2023-09-29","d510af0a-5a1d-43fc-b8a8-37219e3e39a4","Code"
"C201358","Fixed Reference","Code_56","http://www.cdisc.org","2023-09-29","074da534-a593-4e2a-8088-98e0fd67ce76","Code"
"C201355","Start to Start","Code_57","http://www.cdisc.org","2023-09-29","291f87c8-4d6f-4e83-a7c1-3da98939b579","Code"
"C201358","Fixed Reference","Code_58","http://www.cdisc.org","2023-09-29","0205d164-f2d2-4108-96d6-40a2726a5b9f","Code"
"C201355","Start to Start","Code_59","http://www.cdisc.org","2023-09-29","74f8a0e1-ed78-4a37-bdfb-71dcf0b4709b","Code"
"C201358","Fixed Reference","Code_60","http://www.cdisc.org","2023-09-29","e31afea3-2317-4507-98ea-0e7da8fbb766","Code"
"C201355","Start to Start","Code_61","http://www.cdisc.org","2023-09-29","9e127ae2-b306-4abe-89c5-0c1865ebba93","Code"
"C201356","After","Code_62","http://www.cdisc.org","2023-09-29","5d135f6d-f9c2-482b-9d07-049351a6f9d0","Code"
"C201355","Start to Start","Code_63","http://www.cdisc.org","2023-09-29","44d0ece2-4cca-441c-b705-d9f244251c01","Code"
"C201356","After","Code_64","http://www.cdisc.org","2023-09-29","f6543e2d-029f-4562-9293-cdbf1016022e","Code"
"C201353","End to Start","Code_65","http://www.cdisc.org","2023-09-29","14fc175d-6a16-43ca-894b-cdfd5952b5d9","Code"
"C201356","After","Code_66","http://www.cdisc.org","2023-09-29","af5438b6-6c14-4049-9fe3-a5c5446e6bd9","Code"
"C201355","Start to Start","Code_67","http://www.cdisc.org","2023-09-29","b187ea52-e0c8-4990-bd79-dbdea6aad7b4","Code"
"C201356","After","Code_68","http://www.cdisc.org","2023-09-29","cf442d77-10c9-400a-bf1a-600605527ceb","Code"
"C201353","End to Start","Code_69","http://www.cdisc.org","2023-09-29","917b5194-3d26-4c32-a522-ea7a98e3f20b","Code"
"C201356","After","Code_70","http://www.cdisc.org","2023-09-29","8dad2238-4c97-4bd6-935f-812dd0183726","Code"
"C201355","Start to Start","Code_71","http://www.cdisc.org","2023-09-29","d0094de9-c84b-4c34-a643-0cff66c55a2f","Code"
"C70793","Clinical Study Sponsor","Code_379","http://www.cdisc.org","2023-09-29","8d7366c8-8944-4d08-9716-151db852fa68","Code"
"GBR","United Kingdom of Great Britain and Northern Ireland","Code_380","ISO 3166 1 alpha3","2020-08","fe9676d8-ab5e-4810-adcc-45e534255912","Code"
"C94108","Study Acronym","Code_3","http://www.cdisc.org","2023-09-29","c7bfa1a0-9663-4a70-bb67-8641ea1c3b4c","Code"
"C99905x1","Brief Study Title","Code_5","http://www.cdisc.org","2023-09-29","50ab1d5f-f6f4-44ec-b50f-5acbbda61767","Code"
"C99905x2","Official Study Title","Code_6","http://www.cdisc.org","2023-09-29","546a72f7-32b9-415e-93e8-a05c91ce5110","Code"
"C99905x3","Public Study Title","Code_7","http://www.cdisc.org","2023-09-29","e4f82b73-0160-4137-9d3e-923f19a98f3c","Code"
"C25508","Final","Code_8","http://www.cdisc.org","2023-09-29","f61b8f67-0d1d-42a5-b483-ed8f11a6cc76","Code"
"C99903x1","Protocol Effective Date","Code_11","http://www.cdisc.org","2023-09-29","ee9b4aa3-ff62-4cd0-bb06-a730d623414f","Code"
"C41129","Region","Code_13","http://www.cdisc.org","2023-09-29","d6aa86ef-dedb-4787-83a3-1c3e6a70bfe4","Code"
"150","Europe","Code_12","ISO 3166 1 alpha3","2020-08","c6852399-4219-4211-a0b9-f0cf7b22c660","Code"
