"uuid:ID","codeSystemVersion","instanceType","code","decode","id","codeSystem"
"6246dc59-9f09-45a1-bdff-2165ca799307","2023-12-15","Code","C49488","Yes","Code_168","http://www.cdisc.org"
"0510ed84-f71d-4dca-a93d-559cf8ec4af1","2023-12-15","Code","C113380","Disabling Adverse Event","Code_169","http://www.cdisc.org"
"3801cefe-c4b4-4e91-9b00-5c6b5c43ea64","2023-12-15","Code","C49487","No","Code_170","http://www.cdisc.org"
"da05ee49-39c7-47df-bbf3-ea97ef48d020","2023-12-15","Code","C49488","Yes","Code_171","http://www.cdisc.org"
"85db5e3d-2de0-4ac5-9e67-49ee5da8915a","2023-12-15","Code","C48275","Death Related to Adverse Event","Code_172","http://www.cdisc.org"
"e17c2668-f62c-4bb7-b10b-c43ef849d045","2023-12-15","Code","C49487","No","Code_173","http://www.cdisc.org"
"839d08f1-a9ab-4444-9190-4f612b1b88ed","2023-12-15","Code","C49488","Yes","Code_174","http://www.cdisc.org"
"f547526d-0893-4e4c-845c-bcfe219c2d6e","2023-12-15","Code","C83052","Adverse Event associated with Hospitalization","Code_175","http://www.cdisc.org"
"a328db2f-819e-4f94-ba53-72eda971be85","2023-12-15","Code","C49487","No","Code_176","http://www.cdisc.org"
"a1aede6b-bd45-44a4-91ab-bdee1ef58878","2023-12-15","Code","C49488","Yes","Code_177","http://www.cdisc.org"
"454dea61-68f4-4ed8-b255-4902e50dc62b","2023-12-15","Code","C84266","Life Threatening Adverse Event","Code_178","http://www.cdisc.org"
"fb6bc36b-f1fd-449e-953e-305c0d290cae","2023-12-15","Code","C49487","No","Code_179","http://www.cdisc.org"
"e5b02cfa-a548-46fa-a186-dffc4a65b370","2023-12-15","Code","C49488","Yes","Code_180","http://www.cdisc.org"
"9f6d6fc7-ff50-4b44-b828-a60045ed5203","2023-12-15","Code","C83214","Adverse Event Occurred with Overdose","Code_181","http://www.cdisc.org"
"44914961-4db3-4793-b744-a94eea6d9eeb","2023-12-15","Code","C49487","No","Code_182","http://www.cdisc.org"
"4c0a6445-a75b-4804-b625-c873b6a0e8bf","2023-12-15","Code","C49488","Yes","Code_183","http://www.cdisc.org"
"b53e7a57-7c0b-4b2e-8d21-ce96d8f7a604","2023-12-15","Code","C83053","Adverse Event Associated with Serious Medical Event","Code_184","http://www.cdisc.org"
"57c23521-dfc3-4893-9f8d-ad18974c107e","2023-12-15","Code","C49487","No","Code_185","http://www.cdisc.org"
"db97622b-fc53-4047-a82e-c8e5d2517aca","2023-12-15","Code","C49488","Yes","Code_186","http://www.cdisc.org"
"163d0b22-04a6-41f9-b159-09897e7f5ff0","2023-12-15","Code","C83199","Adverse Event Concomitant Treatment","Code_187","http://www.cdisc.org"
"279408ad-c1a5-4304-b9f5-13793668546b","2023-12-15","Code","C83215","Adverse Event Start Date Time","Code_188","http://www.cdisc.org"
"4f4b9049-b12e-49ef-bf1e-4d27479159da","2023-12-15","Code","C83201","Adverse Event End Date Time","Code_189","http://www.cdisc.org"
"96fbca5e-f473-47aa-85d6-018d8931c43d","2023-12-15","Code","C179175","Solicited Adverse Event","Code_190","http://www.cdisc.org"
"db4b239a-e6c2-4cf6-9207-88968ea8b584","2023-12-15","Code","C25298","SYSBP","Code_191","http://www.cdisc.org"
"1d4bed58-216a-4b66-bf9b-0bd174ba8ce6","2023-12-15","Code","C77140","Clinical Test Result","Code_192","http://www.cdisc.org"
"5491882a-029e-44f5-8907-d3ae44094bcd","2023-12-15","Code","C49669","Unit of Pressure","Code_193","http://www.cdisc.org"
"85dd5558-bb78-402d-8465-209f4e0fcaa6","2023-12-15","Code","C62122","Sitting","Code_194","http://www.cdisc.org"
"eca513e6-2f12-4738-a9fb-c09db2d93418","2023-12-15","Code","C62166","Standing","Code_195","http://www.cdisc.org"
"337c37be-a0e6-44eb-9233-f2e0e75f3eba","2023-12-15","Code","C62167","Supine Position","Code_196","http://www.cdisc.org"
"f3ed9dd0-a1ef-4244-9cc6-7f525b02ebd4","2023-12-15","Code","C62164","Body Position","Code_197","http://www.cdisc.org"
"f3c41362-2d25-42a6-88a7-adcf511e8760","2023-12-15","Code","C12681","Brachial Artery","Code_198","http://www.cdisc.org"
"5ca54ce7-b487-4d03-9369-699f9cd61d50","2023-12-15","Code","C12687","Common Carotid Artery","Code_199","http://www.cdisc.org"
"63c3de98-48e7-4619-a3bd-6fd1f7d826ac","2023-12-15","Code","C32478","Dorsalis Pedis Artery","Code_200","http://www.cdisc.org"
"1761422b-2e68-4852-87da-476709c6dc6b","2023-12-15","Code","C12715","Femoral Artery","Code_201","http://www.cdisc.org"
"e2aac726-336b-4abf-9f95-74b9ba466ae5","2023-12-15","Code","C12838","Radial Artery","Code_202","http://www.cdisc.org"
"cb771205-430f-4bdb-b60f-d7bcbed8945c","2023-12-15","Code","C13717","Anatomic Site","Code_203","http://www.cdisc.org"
"c58f0ef5-30db-4879-bab0-275e31f9e136","2023-12-15","Code","C25229","Left","Code_204","http://www.cdisc.org"
"d5cc516f-a607-4d39-9e22-485b8832cfca","2023-12-15","Code","C25228","Right","Code_205","http://www.cdisc.org"
"3e9fcb1f-101c-428f-bbb1-1e8706f81e7d","2023-12-15","Code","C25185","Laterality","Code_206","http://www.cdisc.org"
"768408e7-6e53-4d0b-a097-72cd65643e81","2023-12-15","Code","C25298","SYSBP","Code_207","http://www.cdisc.org"
"6dfae0a5-da59-479a-9173-41bd756cc63a","2023-12-15","Code","C25299","DIABP","Code_208","http://www.cdisc.org"
"f3db4d0b-5584-4ea0-a98d-5e6bc5884bfa","2023-12-15","Code","C77140","Clinical Test Result","Code_209","http://www.cdisc.org"
"4e8f5c01-b55e-416b-bced-2760b4095092","2023-12-15","Code","C49669","Unit of Pressure","Code_210","http://www.cdisc.org"
"69e054b5-607a-437f-a803-ba39eadb35a2","2023-12-15","Code","C62122","Sitting","Code_211","http://www.cdisc.org"
"3e2a2211-60cd-485d-a3a9-e0876eb62670","2023-12-15","Code","C62166","Standing","Code_212","http://www.cdisc.org"
"63e4c6a6-f679-4623-8d0c-3fdf74e4b6de","2023-12-15","Code","C62167","Supine Position","Code_213","http://www.cdisc.org"
"0ce4b6d5-5a89-41ad-949f-973fd67a3191","2023-12-15","Code","C62164","Body Position","Code_214","http://www.cdisc.org"
"36d6c6f2-2f01-4478-b711-ac0af87b432f","2023-12-15","Code","C12681","Brachial Artery","Code_215","http://www.cdisc.org"
"b740bf04-a9a4-4a66-b7bc-82e960b300fa","2023-12-15","Code","C12687","Common Carotid Artery","Code_216","http://www.cdisc.org"
"dcced7dd-346e-40ac-8d64-4ae542e765a1","2023-12-15","Code","C32478","Dorsalis Pedis Artery","Code_217","http://www.cdisc.org"
"360bab4d-dc99-4211-b4f8-fed0104cfd05","2023-12-15","Code","C12715","Femoral Artery","Code_218","http://www.cdisc.org"
"02f6f4a2-1fd0-4746-abff-2eb37325dccf","2023-12-15","Code","C12838","Radial Artery","Code_219","http://www.cdisc.org"
"e27e5479-4069-4dfd-ae17-02cd0a4fc036","2023-12-15","Code","C13717","Anatomic Site","Code_220","http://www.cdisc.org"
"d42fa48c-0aef-44b3-992e-d2b53a7e0ef8","2023-12-15","Code","C25229","Left","Code_221","http://www.cdisc.org"
"081d9c4f-e349-4026-ad4a-25f0341e6e51","2023-12-15","Code","C25228","Right","Code_222","http://www.cdisc.org"
"89ea08be-0100-452e-a740-19e293840550","2023-12-15","Code","C25185","Laterality","Code_223","http://www.cdisc.org"
"beccd052-4bc7-4166-adf4-1c04c8c493ed","2023-12-15","Code","C25299","DIABP","Code_224","http://www.cdisc.org"
"b61457fb-52b3-4a4e-9a3d-13db8c6ff425","2023-12-15","Code","C174446","TEMP","Code_225","http://www.cdisc.org"
"545ced3e-7ffc-4c93-b4ba-8d21b9d1605d","2023-12-15","Code","C77140","Clinical Test Result","Code_226","http://www.cdisc.org"
"897eb8df-fd97-47a7-8bb4-5881dae60f6c","2023-12-15","Code","C42559","Degree Celsius","Code_227","http://www.cdisc.org"
"23e810d9-ef2a-4697-b204-5e987174275e","2023-12-15","Code","C44277","Degree Fahrenheit","Code_228","http://www.cdisc.org"
"449bfc8e-744e-49e6-8f16-47228c301759","2023-12-15","Code","C42537","Kelvin","Code_229","http://www.cdisc.org"
"5ed04db6-83b2-4d1b-b715-5b807aab8485","2023-12-15","Code","C44276","Unit of Temperature","Code_230","http://www.cdisc.org"
"33c03350-a68c-47f2-b76d-b2bc904245c2","2023-12-15","Code","C12674","Axilla","Code_231","http://www.cdisc.org"
"aa1c7009-8d26-4b99-933b-a4ea35fcf813","2023-12-15","Code","C12394","Ear","Code_232","http://www.cdisc.org"
"0bffbe09-7828-4b25-8704-37f77ba1ba06","2023-12-15","Code","C89803","Forehead","Code_233","http://www.cdisc.org"
"0e1a98cc-0e42-4ef6-b859-159960621c97","2023-12-15","Code","C12421","Oral Cavity","Code_234","http://www.cdisc.org"
"7d328e5f-1ef9-4aca-966b-6e79d95d4658","2023-12-15","Code","C12390","Rectum","Code_235","http://www.cdisc.org"
"d4685c37-6d65-4ff2-bf91-865deb4ce588","2023-12-15","Code","C13717","Anatomic Site","Code_236","http://www.cdisc.org"
"23112653-5921-4ffd-ae90-7b98d491843e","2023-12-15","Code","C174446","TEMP","Code_237","http://www.cdisc.org"
"eb296df9-49e2-43ee-a6a0-2ce60e8fa6e5","2023-12-15","Code","C25208","WEIGHT","Code_238","http://www.cdisc.org"
"6c797013-e3d1-4547-8fa2-03bc958c9197","2023-12-15","Code","C77140","Clinical Test Result","Code_239","http://www.cdisc.org"
"833f9221-2e71-4faf-8b78-8bc0e3ad0168","2023-12-15","Code","C48531","Pound","Code_240","http://www.cdisc.org"
"1854bc16-34b5-4c28-8817-18d753774e67","2023-12-15","Code","C48155","Gram","Code_241","http://www.cdisc.org"
"657faf5f-bbb0-44cc-a2bb-9b38be0e6fcb","2023-12-15","Code","C28252","Kilogram","Code_242","http://www.cdisc.org"
"cf60a383-2575-422e-bc96-dde153991c78","2023-12-15","Code","C48208","Unit of Weight","Code_243","http://www.cdisc.org"
"4cca783a-a1ec-466f-8fa6-e763d590b103","2023-12-15","Code","C25208","WEIGHT","Code_244","http://www.cdisc.org"
"b1b86e5a-aa4a-48dd-a35f-93761a56ff4b","2023-12-15","Code","C25347","HEIGHT","Code_245","http://www.cdisc.org"
"a0047ab6-a182-4edb-a167-5bf236dffb64","2023-12-15","Code","C77140","Clinical Test Result","Code_246","http://www.cdisc.org"
"28d256c9-8569-4b4f-ab95-d811398a0275","2023-12-15","Code","C49668","Centimeter","Code_247","http://www.cdisc.org"
"d823d181-b535-482e-9c77-0c3e84bc81ba","2023-12-15","Code","C48500","Inch","Code_248","http://www.cdisc.org"
"be206325-62c5-4c92-b59c-1dcd8ac24412","2023-12-15","Code","C41139","Meter","Code_249","http://www.cdisc.org"
"dd93c669-a263-4d69-87fb-13b6fc33e873","2023-12-15","Code","C168688","Unit of Height","Code_250","http://www.cdisc.org"
"3319dbbf-4888-4b59-87de-52712060bc26","2023-12-15","Code","C25347","HEIGHT","Code_251","http://www.cdisc.org"
"bfb27899-eb82-4a91-99e9-18d3b5107897","2023-12-15","Code","C64433","ALT","Code_252","http://www.cdisc.org"
"a3b06d75-8859-4043-a96f-746243253795","2023-12-15","Code","C36292","Laboratory Test Result","Code_253","http://www.cdisc.org"
"0e6640e1-1909-4f2b-be9d-18a6d780058b","2023-12-15","Code","C67456","Unit per Liter","Code_254","http://www.cdisc.org"
"3605d0f8-b27c-4457-ab86-a6bfa1490398","2023-12-15","Code","C67397","Microkatal per Liter","Code_255","http://www.cdisc.org"
"d4bfa283-7afe-4ee7-b77c-99295e5eb850","2023-12-15","Code","C67376","International Unit per Liter","Code_256","http://www.cdisc.org"
"bfffc3b5-e442-489e-bdfd-d97be48fbce1","2023-12-15","Code","C70510","Nanokatal per Liter","Code_257","http://www.cdisc.org"
"ceae6a48-a379-4209-83db-40a16ebd5c3e","2023-12-15","Code","C67365","Unit of Catalytic Activity Concentration","Code_258","http://www.cdisc.org"
"10ec5ed0-e6ce-4806-847c-bb79a5b8c62c","2023-12-15","Code","C70713","Biospecimen Type","Code_259","http://www.cdisc.org"
"b1d0ec58-3f91-4435-9b3c-a5bf0d4c9962","2023-12-15","Code","C49487","No","Code_260","http://www.cdisc.org"
"1b163d11-2eae-4b48-8efb-0c6f6b42fd6b","2023-12-15","Code","C49488","Yes","Code_261","http://www.cdisc.org"
"56107354-a1e0-430e-a218-32b872c42b1d","2023-12-15","Code","C83309","Laboratory Test Fasting Status","Code_262","http://www.cdisc.org"
"98bfa41a-04dd-4c8e-8e21-6d2e2a3ad0a6","2023-12-15","Code","C64433","ALT","Code_263","http://www.cdisc.org"
"1439186d-496e-4721-b296-4e5a274c16e4","2023-12-15","Code","C64431","ALB","Code_264","http://www.cdisc.org"
"dcfd51b0-b7c3-4a2c-ae62-a0faf78d9858","2023-12-15","Code","C36292","Laboratory Test Result","Code_265","http://www.cdisc.org"
"51e707bb-cf8d-4747-a786-1dd6acd83780","2023-12-15","Code","C70713","Biospecimen Type","Code_266","http://www.cdisc.org"
"737da37b-91b6-4385-826b-fb5b3c96ac7e","2023-12-15","Code","C49487","No","Code_267","http://www.cdisc.org"
"1109e887-397c-455f-bd6e-addf90c78fae","2023-12-15","Code","C49488","Yes","Code_268","http://www.cdisc.org"
"9a3bafc1-26fb-4b77-a6fe-9a4431ebf44c","2023-12-15","Code","C83309","Laboratory Test Fasting Status","Code_269","http://www.cdisc.org"
"b0c2b2c9-bdbc-4acc-b7bb-1176eab4b328","2023-12-15","Code","C64431","ALB","Code_270","http://www.cdisc.org"
"c21d7fba-9df2-45e3-9f63-1a7aa3bd6c9b","2023-12-15","Code","C64432","ALP","Code_271","http://www.cdisc.org"
"8b98d4c6-cb73-452b-878b-cbc9f6bffd51","2023-12-15","Code","C36292","Laboratory Test Result","Code_272","http://www.cdisc.org"
"487c842d-d6ce-47cd-b4c0-9756463545d4","2023-12-15","Code","C67456","Unit per Liter","Code_273","http://www.cdisc.org"
"99047d08-7ac4-4d00-879a-a9e309ddceef","2023-12-15","Code","C67397","Microkatal per Liter","Code_274","http://www.cdisc.org"
"3988a172-3b72-44df-9e17-91cf1d4680db","2023-12-15","Code","C67376","International Unit per Liter","Code_275","http://www.cdisc.org"
"7a21fc83-8108-48b5-90d3-bfd278774af6","2023-12-15","Code","C67365","Unit of Catalytic Activity Concentration","Code_276","http://www.cdisc.org"
"68abbf02-7298-4bdd-8ec6-178169390902","2023-12-15","Code","C70713","Biospecimen Type","Code_277","http://www.cdisc.org"
"21bea4a2-dd1e-46ee-a396-bfe77a42ee94","2023-12-15","Code","C49487","No","Code_278","http://www.cdisc.org"
"aaad0b5d-eeb4-460c-9c51-33eadd396d54","2023-12-15","Code","C49488","Yes","Code_279","http://www.cdisc.org"
"216995e7-b60e-4e7c-96d8-6a3c28a4e7be","2023-12-15","Code","C83309","Laboratory Test Fasting Status","Code_280","http://www.cdisc.org"
"333e5bd3-fead-4b2f-9739-13770c35a9fe","2023-12-15","Code","C64432","ALP","Code_281","http://www.cdisc.org"
"0591f124-23be-41ca-9185-f37b92213a0f","2023-12-15","Code","C64467","AST","Code_282","http://www.cdisc.org"
"50ca513b-c4bf-4840-91af-47905c00daa6","2023-12-15","Code","C36292","Laboratory Test Result","Code_283","http://www.cdisc.org"
"ca914dbd-ff37-489a-a1f2-8abf09facd73","2023-12-15","Code","C67456","Unit per Liter","Code_284","http://www.cdisc.org"
"e17bec0a-3db5-4a82-85eb-6d90ed95d1fe","2023-12-15","Code","C67397","Microkatal per Liter","Code_285","http://www.cdisc.org"
"b6828da7-6790-4689-9c25-e408b1674043","2023-12-15","Code","C67376","International Unit per Liter","Code_286","http://www.cdisc.org"
"b7130d81-4671-427a-a843-1a10f0c867fa","2023-12-15","Code","C67365","Unit of Catalytic Activity Concentration","Code_287","http://www.cdisc.org"
"93560bf2-0945-4f2f-a4c7-405dbb99124c","2023-12-15","Code","C70713","Biospecimen Type","Code_288","http://www.cdisc.org"
"fc77237a-3cff-4fb1-afff-6482f4af6e77","2023-12-15","Code","C49487","No","Code_289","http://www.cdisc.org"
"b2123660-3aa1-4124-973f-b8e002b5a26d","2023-12-15","Code","C49488","Yes","Code_290","http://www.cdisc.org"
"291bc3a7-4df3-405b-878d-d6220ee6dabb","2023-12-15","Code","C83309","Laboratory Test Fasting Status","Code_291","http://www.cdisc.org"
"fa57f4a8-8438-4d4c-9ec7-83648243ea3f","2023-12-15","Code","C64467","AST","Code_292","http://www.cdisc.org"
"54bea39c-5062-4933-b8d7-0132f08206a6","2023-12-15","Code","C64547","CREAT","Code_293","http://www.cdisc.org"
"135c6b32-ea89-4d65-95d6-feffa1832547","2023-12-15","Code","C36292","Laboratory Test Result","Code_294","http://www.cdisc.org"
"a8d511c6-5fd1-4766-85aa-43f2152c5200","2023-12-15","Code","C67015","Milligram per Deciliter","Code_295","http://www.cdisc.org"
"fee5f88e-0128-4da0-96a9-e9c437a0599b","2023-12-15","Code","C64572","Microgram per Milliliter","Code_296","http://www.cdisc.org"
"e0e61f1c-8f26-41a6-b210-d6072ecf3871","2023-12-15","Code","C64387","Millimole per Liter","Code_297","http://www.cdisc.org"
"bb2f6e01-6fd2-4ce0-ac66-5d92f701da3b","2023-12-15","Code","C48508","Micromole per Liter","Code_298","http://www.cdisc.org"
"54230c2e-acc2-4cc4-8e70-5706b6db2e7e","2023-12-15","Code","C48207","Unit of Concentration","Code_299","http://www.cdisc.org"
"ca533dcd-5cf9-4597-bd96-de540061245f","2023-12-15","Code","C70713","Biospecimen Type","Code_300","http://www.cdisc.org"
"d3ec0f70-c880-45c2-a055-7e50ab333ea1","2023-12-15","Code","C49487","No","Code_301","http://www.cdisc.org"
"e29db8b7-b9d8-41df-83b2-9a72acc12982","2023-12-15","Code","C49488","Yes","Code_302","http://www.cdisc.org"
"7db8b3ab-2594-48a3-8382-ed57a41cdd85","2023-12-15","Code","C83309","Laboratory Test Fasting Status","Code_303","http://www.cdisc.org"
"460c61ee-aa0a-4dd4-a217-459a64e94f3b","2023-12-15","Code","C64547","CREAT","Code_304","http://www.cdisc.org"
"fa73376b-6573-470a-a05d-ba8cb1448b26","2023-12-15","Code","C64853","K","Code_305","http://www.cdisc.org"
"b9eacb00-6198-4488-a115-80278fe740e2","2023-12-15","Code","C36292","Laboratory Test Result","Code_306","http://www.cdisc.org"
"1a1985a7-2673-44bf-bc4e-d16da3595014","2023-12-15","Code","C67474","Milliequivalent per Liter","Code_307","http://www.cdisc.org"
"4bcc3477-97ab-4efc-a3fc-239bed197e8a","2023-12-15","Code","C67473","Milliequivalent per Deciliter","Code_308","http://www.cdisc.org"
"de279eb4-d415-415b-b7bf-e754345f0f4b","2023-12-15","Code","C64387","Millimole per Liter","Code_309","http://www.cdisc.org"
"4367487e-2250-4627-bb5d-27dc56eb31a9","2023-12-15","Code","C64567","Molarity Unit","Code_310","http://www.cdisc.org"
"77b57b6c-2824-4c97-aa55-e7711d913746","2023-12-15","Code","C70713","Biospecimen Type","Code_311","http://www.cdisc.org"
"cca4bf9e-b988-4d80-9960-d241801d6eb0","2023-12-15","Code","C49487","No","Code_312","http://www.cdisc.org"
"a7e98f48-c4cb-4379-90f9-1bda5b2d5f3a","2023-12-15","Code","C49488","Yes","Code_313","http://www.cdisc.org"
"f3f556e4-3ba7-4a3d-ba77-ebc0ac436934","2023-12-15","Code","C83309","Laboratory Test Fasting Status","Code_314","http://www.cdisc.org"
"c073137b-d607-442b-a932-5b44783a10f9","2023-12-15","Code","C64853","K","Code_315","http://www.cdisc.org"
"8df91716-b2f4-448a-bc89-eab328a00253","2023-12-15","Code","C64809","SODIUM","Code_316","http://www.cdisc.org"
"4f8301ec-8ba2-4e1c-ada2-9f3f864d8f28","2023-12-15","Code","C36292","Laboratory Test Result","Code_317","http://www.cdisc.org"
"ec768710-3be8-4f85-98d8-6a87ed62f8ee","2023-12-15","Code","C67474","Milliequivalent per Liter","Code_318","http://www.cdisc.org"
"9ecec495-3716-4ed4-a923-9b8857b2800f","2023-12-15","Code","C67473","Milliequivalent per Deciliter","Code_319","http://www.cdisc.org"
"5011470b-7427-4836-8dd5-33951a42624d","2023-12-15","Code","C64387","Millimole per Liter","Code_320","http://www.cdisc.org"
"b3856ecc-d6c6-41b1-a8c9-2dd5c63f1560","2023-12-15","Code","C64567","Molarity Unit","Code_321","http://www.cdisc.org"
"946e8e9d-9bbb-411a-a3ef-11bed6238259","2023-12-15","Code","C70713","Biospecimen Type","Code_322","http://www.cdisc.org"
"b342e23e-d8f6-4434-81a4-bbf4df70b322","2023-12-15","Code","C49487","No","Code_323","http://www.cdisc.org"
"d6f21616-088a-42ff-ac62-4e5e4a9f0596","2023-12-15","Code","C49488","Yes","Code_324","http://www.cdisc.org"
"e4507e31-f87c-4284-a4a5-2c42c147b062","2023-12-15","Code","C83309","Laboratory Test Fasting Status","Code_325","http://www.cdisc.org"
"3f6360c7-ff3d-4067-b433-179705b0c249","2023-12-15","Code","C64809","SODIUM","Code_326","http://www.cdisc.org"
"883fcdba-5531-4e95-b573-3f63a74ac9f5","2023-12-15","Code","C25298","SYSBP","Code_327","http://www.cdisc.org"
"53a674e5-f0e1-4f50-950d-79da0ad53546","2023-12-15","Code","C77140","Clinical Test Result","Code_328","http://www.cdisc.org"
"9684eb12-691b-48d9-8e47-72a2b7ff193c","2023-12-15","Code","C49669","Unit of Pressure","Code_329","http://www.cdisc.org"
"a66c6772-f55f-4a87-b166-ed085850d4bd","2023-12-15","Code","C62122","Sitting","Code_330","http://www.cdisc.org"
"8fce06fb-1a35-422b-b17a-58e7ff8c70b3","2023-12-15","Code","C62166","Standing","Code_331","http://www.cdisc.org"
"deb537e7-ec92-4eab-824a-c95eefb3a671","2023-12-15","Code","C62167","Supine Position","Code_332","http://www.cdisc.org"
"454d9dfd-1dcd-4252-a8c9-a79f730e077d","2023-12-15","Code","C62164","Body Position","Code_333","http://www.cdisc.org"
"a31ed8c2-3a2b-47a4-be15-2f96f47c34db","2023-12-15","Code","C12681","Brachial Artery","Code_334","http://www.cdisc.org"
"ec3e23b5-4b8f-4616-87be-56d9ca09b532","2023-12-15","Code","C12687","Common Carotid Artery","Code_335","http://www.cdisc.org"
"e822a644-ced1-4efd-879b-6473e9fdc7c4","2023-12-15","Code","C32478","Dorsalis Pedis Artery","Code_336","http://www.cdisc.org"
"a8f058dd-c044-451f-9eca-179426594aa1","2023-12-15","Code","C12715","Femoral Artery","Code_337","http://www.cdisc.org"
"04a3c9fa-112f-45b9-a8bd-cc8aa3335c7a","2023-12-15","Code","C12838","Radial Artery","Code_338","http://www.cdisc.org"
"072e0f1a-d801-48fe-937b-91dc4a670260","2023-12-15","Code","C13717","Anatomic Site","Code_339","http://www.cdisc.org"
"ba256c21-a1bb-456b-b964-cb5418728b91","2023-12-15","Code","C25229","Left","Code_340","http://www.cdisc.org"
"41f1e8ef-afad-4ed2-b10e-c76e7c328399","2023-12-15","Code","C25228","Right","Code_341","http://www.cdisc.org"
"88abbb9e-67cd-4e78-9180-db4f3aa62cf5","2023-12-15","Code","C25185","Laterality","Code_342","http://www.cdisc.org"
"ab8690e1-1d43-43c5-b524-986bcaf93da4","2023-12-15","Code","C25298","SYSBP","Code_343","http://www.cdisc.org"
"9e029c56-4d3b-4e3f-aca0-1da17f0e6828","2023-12-15","Code","C25299","DIABP","Code_344","http://www.cdisc.org"
"6319fcca-cb9e-40be-8b20-364328028982","2023-12-15","Code","C77140","Clinical Test Result","Code_345","http://www.cdisc.org"
"61f43247-4349-4cb8-9add-ea45a8dbc2d7","2023-12-15","Code","C49669","Unit of Pressure","Code_346","http://www.cdisc.org"
"b59e33a5-9a6c-416e-8d4e-3ee461379cfc","2023-12-15","Code","C62122","Sitting","Code_347","http://www.cdisc.org"
"d810356e-874a-4d59-a41a-9a175dcbb9ad","2023-12-15","Code","C62166","Standing","Code_348","http://www.cdisc.org"
"c6d4e2bf-a954-4311-bceb-97ab44410ef1","2023-12-15","Code","C62167","Supine Position","Code_349","http://www.cdisc.org"
"b467aff7-e5eb-45d0-9313-5798013ecd7e","2023-12-15","Code","C62164","Body Position","Code_350","http://www.cdisc.org"
"af2d4a06-c766-46da-91ba-41d38cbdbf83","2023-12-15","Code","C12681","Brachial Artery","Code_351","http://www.cdisc.org"
"fb0789ff-aa7f-4f6d-a058-46e376055fb4","2023-12-15","Code","C12687","Common Carotid Artery","Code_352","http://www.cdisc.org"
"cae6cbc7-5759-4707-89f5-b7cffec56625","2023-12-15","Code","C32478","Dorsalis Pedis Artery","Code_353","http://www.cdisc.org"
"4b01b361-18ae-4f68-a83c-fd109e6eca2f","2023-12-15","Code","C12715","Femoral Artery","Code_354","http://www.cdisc.org"
"58b94265-62c9-4735-a756-0e99cbe02528","2023-12-15","Code","C12838","Radial Artery","Code_355","http://www.cdisc.org"
"04299f49-0200-4812-bb37-23ad4c794b1f","2023-12-15","Code","C13717","Anatomic Site","Code_356","http://www.cdisc.org"
"7c56c215-de31-42b7-a622-8219030b3c22","2023-12-15","Code","C25229","Left","Code_357","http://www.cdisc.org"
"9457cf78-0efd-4dd4-8f82-84fd10fcfb9f","2023-12-15","Code","C25228","Right","Code_358","http://www.cdisc.org"
"e54b5e88-ac22-4256-bbf6-8719626d4bd8","2023-12-15","Code","C25185","Laterality","Code_359","http://www.cdisc.org"
"170af66f-b282-4083-92c0-b6315080f866","2023-12-15","Code","C25299","DIABP","Code_360","http://www.cdisc.org"
"25396506-a544-4994-a182-e4cbb928080c","2023-12-15","Code","C49677","HR","Code_361","http://www.cdisc.org"
"8207e594-8603-4f42-ae95-64190d93d15c","2023-12-15","Code","C77140","Clinical Test Result","Code_362","http://www.cdisc.org"
"7e4fc14b-eb13-4772-8e07-5a5e50723848","2023-12-15","Code","C73688","Count per Minute","Code_363","http://www.cdisc.org"
"27dc30a4-a74e-4af9-93f1-e9b9e02e7ba2","2023-12-15","Code","C62122","Sitting","Code_364","http://www.cdisc.org"
"45fc2c56-55bc-4566-950c-023a59bf292d","2023-12-15","Code","C62166","Standing","Code_365","http://www.cdisc.org"
"2e54cc7c-e188-4fd8-b5e8-d937f018608e","2023-12-15","Code","C62167","Supine Position","Code_366","http://www.cdisc.org"
"08708b8f-cad9-4a2f-adb1-6b1594fa2ff7","2023-12-15","Code","C62164","Body Position","Code_367","http://www.cdisc.org"
"48c50771-0b27-413d-9e1a-e63e2b8320a4","2023-12-15","Code","C12681","Brachial Artery","Code_368","http://www.cdisc.org"
"c043a6b4-5b93-4be4-bb72-f177ef7c10c3","2023-12-15","Code","C12687","Common Carotid Artery","Code_369","http://www.cdisc.org"
"41d18338-16a6-4d12-91bb-e5aff0fe1394","2023-12-15","Code","C32478","Dorsalis Pedis Artery","Code_370","http://www.cdisc.org"
"cd49e3cb-44e7-4810-be1e-c94e272d948a","2023-12-15","Code","C12715","Femoral Artery","Code_371","http://www.cdisc.org"
"5a246a69-0a85-4070-9498-9a42433eee4f","2023-12-15","Code","C12838","Radial Artery","Code_372","http://www.cdisc.org"
"b91ea932-2a7a-4226-8181-3eb4fdcbcb2d","2023-12-15","Code","C13717","Anatomic Site","Code_373","http://www.cdisc.org"
"74b28f82-1af4-4ac3-83bf-b0762815966a","2023-12-15","Code","C25229","Left","Code_374","http://www.cdisc.org"
"1b3e302a-8d48-4e0e-9e8d-799701b94c62","2023-12-15","Code","C25228","Right","Code_375","http://www.cdisc.org"
"1cea2876-dd15-4fea-8a84-a0b6de8f4854","2023-12-15","Code","C25185","Laterality","Code_376","http://www.cdisc.org"
"ff686f5b-5c2c-479d-84c7-3905c7bdf3ba","2023-12-15","Code","C49677","HR","Code_377","http://www.cdisc.org"
