"codeSystemVersion","uuid:ID","decode","codeSystem","instanceType","code","id"
"2023-12-15","b215748a-9917-49ed-8263-b5ac4f853772","Disabling Adverse Event","http://www.cdisc.org","Code","C113380","Code_169"
"2023-12-15","b46993bf-14ce-4044-bc70-3f9678be93b9","No","http://www.cdisc.org","Code","C49487","Code_170"
"2023-12-15","9e54aa58-9e35-4b37-b268-076f11635e82","Yes","http://www.cdisc.org","Code","C49488","Code_171"
"2023-12-15","e794f786-a91e-4e98-8ebe-f61a3137ac26","Death Related to Adverse Event","http://www.cdisc.org","Code","C48275","Code_172"
"2023-12-15","0c37416b-6452-4ab7-bce4-1b2ed462114b","No","http://www.cdisc.org","Code","C49487","Code_173"
"2023-12-15","1de6d6d8-39b5-4841-a0d8-d348569dc8b0","Yes","http://www.cdisc.org","Code","C49488","Code_174"
"2023-12-15","ea1498a0-3087-42f3-ac5d-51190f256c4c","Adverse Event associated with Hospitalization","http://www.cdisc.org","Code","C83052","Code_175"
"2023-12-15","7971deb6-2425-44c1-a7a4-6ff7a281e38b","No","http://www.cdisc.org","Code","C49487","Code_176"
"2023-12-15","a44d6e7a-1044-4cae-8abf-824917535835","Yes","http://www.cdisc.org","Code","C49488","Code_177"
"2023-12-15","7804a007-606b-49f2-9b95-79db8076c46b","Life Threatening Adverse Event","http://www.cdisc.org","Code","C84266","Code_178"
"2023-12-15","d588b50d-39b8-49f0-85f6-5cab6a06cfdf","No","http://www.cdisc.org","Code","C49487","Code_179"
"2023-12-15","b626fcb7-1bd8-4380-ad05-bee90110c9b9","Yes","http://www.cdisc.org","Code","C49488","Code_180"
"2023-12-15","b91981c3-6f5c-40d3-83bf-6587f2b704c0","Adverse Event Occurred with Overdose","http://www.cdisc.org","Code","C83214","Code_181"
"2023-12-15","4ea6c13e-b1ba-492a-95d9-0727c8cce429","No","http://www.cdisc.org","Code","C49487","Code_182"
"2023-12-15","0358025f-6c57-4974-a75d-c74493d1f346","Yes","http://www.cdisc.org","Code","C49488","Code_183"
"2023-12-15","7b74bb35-86f5-4645-ad73-33508e4ee7f5","Adverse Event Associated with Serious Medical Event","http://www.cdisc.org","Code","C83053","Code_184"
"2023-12-15","456df1ca-f70f-4256-a1e4-011e525ebb86","No","http://www.cdisc.org","Code","C49487","Code_185"
"2023-12-15","bf5d0518-14d5-4191-a31f-e4f5b9b16bb7","Yes","http://www.cdisc.org","Code","C49488","Code_186"
"2023-12-15","c71a4338-c684-4416-aef8-138efd65b93b","Adverse Event Concomitant Treatment","http://www.cdisc.org","Code","C83199","Code_187"
"2023-12-15","98b065fd-406a-43bc-bf3a-30325add15de","Adverse Event Start Date Time","http://www.cdisc.org","Code","C83215","Code_188"
"2023-12-15","29efe261-06d8-4ab3-ad99-d02498561669","Adverse Event End Date Time","http://www.cdisc.org","Code","C83201","Code_189"
"2023-12-15","13557fd7-3fc4-4aaf-83b2-b5544b0ee8cc","Solicited Adverse Event","http://www.cdisc.org","Code","C179175","Code_190"
"2023-12-15","e96a0dad-a15a-4ca1-b4c0-3341ffa66e7d","SYSBP","http://www.cdisc.org","Code","C25298","Code_191"
"2023-12-15","b3178fce-1036-46d5-95fd-633b33bc81d1","Clinical Test Result","http://www.cdisc.org","Code","C77140","Code_192"
"2023-12-15","3c092cc3-4ac8-4c5b-a5d1-3456ee6455f1","Unit of Pressure","http://www.cdisc.org","Code","C49669","Code_193"
"2023-12-15","a727417e-bfd0-4d87-8742-9e5c1cf902a7","Sitting","http://www.cdisc.org","Code","C62122","Code_194"
"2023-12-15","2f25b610-cdfe-4c00-ad32-3f74a911fd90","Standing","http://www.cdisc.org","Code","C62166","Code_195"
"2023-12-15","7ccae6c8-3be6-4a48-bf39-c9b6fd1a3724","Supine Position","http://www.cdisc.org","Code","C62167","Code_196"
"2023-12-15","c04b77fe-9d6e-467b-a5d1-77e2d00990a7","Body Position","http://www.cdisc.org","Code","C62164","Code_197"
"2023-12-15","900aa6b4-51bf-4cc6-a5f5-fb6bb4f23f2c","Brachial Artery","http://www.cdisc.org","Code","C12681","Code_198"
"2023-12-15","193df10e-579c-48c6-8e09-3b54013f3c17","Common Carotid Artery","http://www.cdisc.org","Code","C12687","Code_199"
"2023-12-15","4ebad302-115f-4163-a102-e9621dae670f","Dorsalis Pedis Artery","http://www.cdisc.org","Code","C32478","Code_200"
"2023-12-15","de44eec5-4e4c-487c-a71e-5f62225c522f","Femoral Artery","http://www.cdisc.org","Code","C12715","Code_201"
"2023-12-15","5cd3e7fc-20f9-413a-b9d4-13d6e5e93395","Radial Artery","http://www.cdisc.org","Code","C12838","Code_202"
"2023-12-15","2bbacc47-b512-4ef0-94ef-76b544ee8826","Anatomic Site","http://www.cdisc.org","Code","C13717","Code_203"
"2023-12-15","7f2a65bd-a154-471c-8668-23100666ea6c","Left","http://www.cdisc.org","Code","C25229","Code_204"
"2023-12-15","ec4647e4-89f2-4985-b1b7-89960b12e922","Right","http://www.cdisc.org","Code","C25228","Code_205"
"2023-12-15","346b4b26-4780-4506-a397-264410e31c63","Laterality","http://www.cdisc.org","Code","C25185","Code_206"
"2023-12-15","60d8a84f-e0b2-4179-aef5-4e17e187fd7a","SYSBP","http://www.cdisc.org","Code","C25298","Code_207"
"2023-12-15","2d1c9d6c-6e1b-4c70-9e27-af073eb58d1c","DIABP","http://www.cdisc.org","Code","C25299","Code_208"
"2023-12-15","c7924314-ce76-462c-9a27-c59f19d45123","Clinical Test Result","http://www.cdisc.org","Code","C77140","Code_209"
"2023-12-15","b55a51cb-e06b-4fb5-9a8c-cad2a1d30120","Unit of Pressure","http://www.cdisc.org","Code","C49669","Code_210"
"2023-12-15","af4afc91-1d95-47b0-9c41-94f1d59cb3bd","Sitting","http://www.cdisc.org","Code","C62122","Code_211"
"2023-12-15","517b0046-d57a-4f10-9447-4c1df29dc36e","Standing","http://www.cdisc.org","Code","C62166","Code_212"
"2023-12-15","73c64ded-e335-4d6c-a195-ead8d1bdf05a","Supine Position","http://www.cdisc.org","Code","C62167","Code_213"
"2023-12-15","306e9f6b-7acc-499d-8faa-0159a61775a0","Body Position","http://www.cdisc.org","Code","C62164","Code_214"
"2023-12-15","3d849189-1926-4160-88fd-f3a5287a465f","Brachial Artery","http://www.cdisc.org","Code","C12681","Code_215"
"2023-12-15","8de5a866-eed3-499b-a825-1ec70cd8458b","Common Carotid Artery","http://www.cdisc.org","Code","C12687","Code_216"
"2023-12-15","9f342754-e09b-46a8-a12a-843b7c017378","Dorsalis Pedis Artery","http://www.cdisc.org","Code","C32478","Code_217"
"2023-12-15","c8597064-2b1b-4cfa-820f-34e7b7e5a603","Femoral Artery","http://www.cdisc.org","Code","C12715","Code_218"
"2023-12-15","1ec87c8c-f5a5-4818-900f-049e50e5b093","Radial Artery","http://www.cdisc.org","Code","C12838","Code_219"
"2023-12-15","2929ba27-165f-4c59-ab11-a55928a7ba8d","Anatomic Site","http://www.cdisc.org","Code","C13717","Code_220"
"2023-12-15","42208c7c-1bd5-4137-862c-52874c680d75","Left","http://www.cdisc.org","Code","C25229","Code_221"
"2023-12-15","5e6b358c-dd1a-4ccc-893b-7b4869a735cd","Right","http://www.cdisc.org","Code","C25228","Code_222"
"2023-12-15","617c5fa7-1d72-422b-903c-a31be250e333","Laterality","http://www.cdisc.org","Code","C25185","Code_223"
"2023-12-15","10c97cbc-8610-4cb1-965d-05f05ad3635c","DIABP","http://www.cdisc.org","Code","C25299","Code_224"
"2023-12-15","27158af4-b795-4317-9fe2-57771b59122e","TEMP","http://www.cdisc.org","Code","C174446","Code_225"
"2023-12-15","2708f402-1624-4ee5-b1d5-a4a601ce177c","Clinical Test Result","http://www.cdisc.org","Code","C77140","Code_226"
"2023-12-15","3f899abc-1593-4797-b427-08360cc740b5","Degree Celsius","http://www.cdisc.org","Code","C42559","Code_227"
"2023-12-15","74123b89-322d-452f-aec3-193740a173d5","Degree Fahrenheit","http://www.cdisc.org","Code","C44277","Code_228"
"2023-12-15","f25c6b5b-16b3-4ef5-bcac-2de85e044946","Kelvin","http://www.cdisc.org","Code","C42537","Code_229"
"2023-12-15","22c88636-8a93-4079-9c7e-79cfd880b9ed","Unit of Temperature","http://www.cdisc.org","Code","C44276","Code_230"
"2023-12-15","84afd69a-67b1-4365-9725-5bd280541572","Axilla","http://www.cdisc.org","Code","C12674","Code_231"
"2023-12-15","a092397a-e093-49bb-a14b-57b90bf5c929","Ear","http://www.cdisc.org","Code","C12394","Code_232"
"2023-12-15","922b4928-8516-4d9e-bff7-887fc10de5d1","Forehead","http://www.cdisc.org","Code","C89803","Code_233"
"2023-12-15","51ddfeda-9454-42d3-b547-ac9c2a0ed720","Oral Cavity","http://www.cdisc.org","Code","C12421","Code_234"
"2023-12-15","f7bc1c6d-e151-4c16-a901-2dc41b897e7e","Rectum","http://www.cdisc.org","Code","C12390","Code_235"
"2023-12-15","b7da5887-41ee-4c7a-80c5-433e7c5cbced","Anatomic Site","http://www.cdisc.org","Code","C13717","Code_236"
"2023-12-15","a815cb8d-4b76-4bc4-b0f4-69e233a3784a","TEMP","http://www.cdisc.org","Code","C174446","Code_237"
"2023-12-15","d06692d3-ce3c-4714-b6bf-9619b6edaad6","WEIGHT","http://www.cdisc.org","Code","C25208","Code_238"
"2023-12-15","84fe768c-ea07-4cca-b8b9-8fc684bd70cf","Clinical Test Result","http://www.cdisc.org","Code","C77140","Code_239"
"2023-12-15","ecb5ce59-18a4-48c5-9697-f6714430e0b0","Pound","http://www.cdisc.org","Code","C48531","Code_240"
"2023-12-15","86395a60-17df-46c6-9cea-79d5ca9eab81","Gram","http://www.cdisc.org","Code","C48155","Code_241"
"2023-12-15","17cd70a1-b51d-4b3d-9003-3be2981d7398","Kilogram","http://www.cdisc.org","Code","C28252","Code_242"
"2023-12-15","1cc48ac9-9519-4712-85b5-ef11c8368dcc","Unit of Weight","http://www.cdisc.org","Code","C48208","Code_243"
"2023-12-15","828920c0-8a1c-4579-b5a8-8e0f9f863e03","WEIGHT","http://www.cdisc.org","Code","C25208","Code_244"
"2023-12-15","f1d88d00-c088-410c-988c-e133b07203a3","HEIGHT","http://www.cdisc.org","Code","C25347","Code_245"
"2023-12-15","0514bd66-ad23-41c3-9ce5-f1737a5a24bb","Clinical Test Result","http://www.cdisc.org","Code","C77140","Code_246"
"2023-12-15","cbfcffbc-cdd2-4c5f-9b07-85fef03c05e9","Centimeter","http://www.cdisc.org","Code","C49668","Code_247"
"2023-12-15","4cd6c4e7-b489-4a14-ade4-fd58eb6c728b","Inch","http://www.cdisc.org","Code","C48500","Code_248"
"2023-12-15","8872ac86-9f9b-4529-a946-544357072b28","Meter","http://www.cdisc.org","Code","C41139","Code_249"
"2023-12-15","55ced2b6-154a-4fe4-9a01-22d5256a20c1","Unit of Height","http://www.cdisc.org","Code","C168688","Code_250"
"2023-12-15","11823601-4bd3-41ee-ad42-26e041a931ec","HEIGHT","http://www.cdisc.org","Code","C25347","Code_251"
"2023-12-15","e5b7a10f-e86b-4393-a2ee-c5797e76c459","ALT","http://www.cdisc.org","Code","C64433","Code_252"
"2023-12-15","009144c1-f39e-4bcd-a385-2b1def094176","Laboratory Test Result","http://www.cdisc.org","Code","C36292","Code_253"
"2023-12-15","67cf4a6a-64eb-44a0-88fe-c0f4531342e8","Unit per Liter","http://www.cdisc.org","Code","C67456","Code_254"
"2023-12-15","d33b8eca-0740-4977-aa0e-107ac0a0fcd0","Microkatal per Liter","http://www.cdisc.org","Code","C67397","Code_255"
"2023-12-15","a3747f29-6847-4364-8b6e-4ddae5c10981","International Unit per Liter","http://www.cdisc.org","Code","C67376","Code_256"
"2023-12-15","8b723f45-b059-4517-8a85-fc4f9f4b47a1","Nanokatal per Liter","http://www.cdisc.org","Code","C70510","Code_257"
"2023-12-15","b4628113-6bee-46db-a7dd-ad0f03f525d0","Unit of Catalytic Activity Concentration","http://www.cdisc.org","Code","C67365","Code_258"
"2023-12-15","73ffb642-24b3-4fdc-890c-87772fe7864c","Biospecimen Type","http://www.cdisc.org","Code","C70713","Code_259"
"2023-12-15","5825852e-2c71-4f39-87d2-70312ba9891b","No","http://www.cdisc.org","Code","C49487","Code_260"
"2023-12-15","7bc047a5-2304-4bb0-b802-e1d504d4f7e4","Yes","http://www.cdisc.org","Code","C49488","Code_261"
"2023-12-15","b4df134c-c77b-4f9d-b9a3-fa9347081085","Laboratory Test Fasting Status","http://www.cdisc.org","Code","C83309","Code_262"
"2023-12-15","064d4eaa-8984-4336-9fa7-0d48a0a92cfd","ALT","http://www.cdisc.org","Code","C64433","Code_263"
"2023-12-15","d44d9abb-6d78-4cf7-8f9d-8faa314d4670","ALB","http://www.cdisc.org","Code","C64431","Code_264"
"2023-12-15","8f70a7b8-b8f9-4efe-8c8f-4e8fd3a62fb2","Laboratory Test Result","http://www.cdisc.org","Code","C36292","Code_265"
"2023-12-15","746c5e3b-258e-44e0-94fe-2a13961cd430","Biospecimen Type","http://www.cdisc.org","Code","C70713","Code_266"
"2023-12-15","49ddf34e-4593-4ade-b9a6-34f2bff8d751","No","http://www.cdisc.org","Code","C49487","Code_267"
"2023-12-15","dd4302ca-f805-4d95-abd7-4600f3f98ccb","Yes","http://www.cdisc.org","Code","C49488","Code_268"
"2023-12-15","eeb980db-810f-423c-b7da-7f63924756fa","Laboratory Test Fasting Status","http://www.cdisc.org","Code","C83309","Code_269"
"2023-12-15","b76ee287-b27f-4962-bcf3-303e295a1865","ALB","http://www.cdisc.org","Code","C64431","Code_270"
"2023-12-15","5cd17920-1d71-4630-a413-d032ae4cded8","ALP","http://www.cdisc.org","Code","C64432","Code_271"
"2023-12-15","513d1dfd-2795-4580-a179-933cf559fe11","Laboratory Test Result","http://www.cdisc.org","Code","C36292","Code_272"
"2023-12-15","90e09cb0-07f4-4d46-bd85-0cf2b5b824d7","Unit per Liter","http://www.cdisc.org","Code","C67456","Code_273"
"2023-12-15","19d73deb-8a01-44a7-add2-ec36850e78db","Microkatal per Liter","http://www.cdisc.org","Code","C67397","Code_274"
"2023-12-15","81e0b08f-631b-404a-948e-9fdd852b13bb","International Unit per Liter","http://www.cdisc.org","Code","C67376","Code_275"
"2023-12-15","089458e2-65f7-4a48-9bd8-0f88933a32b9","Unit of Catalytic Activity Concentration","http://www.cdisc.org","Code","C67365","Code_276"
"2023-12-15","bc536f6f-f87a-4105-aa54-7f312a95e2bd","Biospecimen Type","http://www.cdisc.org","Code","C70713","Code_277"
"2023-12-15","84740657-09ff-40bf-87b2-d1403504d09f","No","http://www.cdisc.org","Code","C49487","Code_278"
"2023-12-15","150315a2-3b3e-449c-affc-9428b268c6c3","Yes","http://www.cdisc.org","Code","C49488","Code_279"
"2023-12-15","448665e4-0e81-4647-bf75-1963e61f81ca","Laboratory Test Fasting Status","http://www.cdisc.org","Code","C83309","Code_280"
"2023-12-15","d6b6669d-d7d2-4b4d-b187-2adf5a9c33da","ALP","http://www.cdisc.org","Code","C64432","Code_281"
"2023-12-15","440545ab-a23b-4493-bfb3-37a8eb09de46","AST","http://www.cdisc.org","Code","C64467","Code_282"
"2023-12-15","356795d5-ea2f-4d18-b4a6-c60ed2c46d9d","Laboratory Test Result","http://www.cdisc.org","Code","C36292","Code_283"
"2023-12-15","abe788b7-9935-43e7-b513-2846397c5fec","Unit per Liter","http://www.cdisc.org","Code","C67456","Code_284"
"2023-12-15","7b54b276-3c53-4d7e-b303-1f6b2cc5539f","Microkatal per Liter","http://www.cdisc.org","Code","C67397","Code_285"
"2023-12-15","d9c77000-c0a3-454e-aabb-75619ac9ee74","International Unit per Liter","http://www.cdisc.org","Code","C67376","Code_286"
"2023-12-15","b1c4acc1-8c4c-402a-886f-e673e44fc8ed","Unit of Catalytic Activity Concentration","http://www.cdisc.org","Code","C67365","Code_287"
"2023-12-15","8f86a6d1-93ca-45c4-bb54-2d6440738515","Biospecimen Type","http://www.cdisc.org","Code","C70713","Code_288"
"2023-12-15","30b77412-9427-4619-9ace-73a02e29add7","No","http://www.cdisc.org","Code","C49487","Code_289"
"2023-12-15","289d18f2-62fd-4e1d-973b-2ece5dd161bc","Yes","http://www.cdisc.org","Code","C49488","Code_290"
"2023-12-15","bba6407f-f83d-439f-8f92-975446b4f21a","Laboratory Test Fasting Status","http://www.cdisc.org","Code","C83309","Code_291"
"2023-12-15","a9a67800-892e-4262-87ad-452d9d7688e8","AST","http://www.cdisc.org","Code","C64467","Code_292"
"2023-12-15","8c8294d6-35bb-46fc-aabd-a97a92cfa1ab","CREAT","http://www.cdisc.org","Code","C64547","Code_293"
"2023-12-15","a7db9f1c-a0aa-4769-b926-cf2fd1b7e4bb","Laboratory Test Result","http://www.cdisc.org","Code","C36292","Code_294"
"2023-12-15","4f8c6c7c-a023-49a8-96ef-82bc301d0a9a","Milligram per Deciliter","http://www.cdisc.org","Code","C67015","Code_295"
"2023-12-15","39be3f65-b95b-4b87-b6cf-dfda6da55e65","Microgram per Milliliter","http://www.cdisc.org","Code","C64572","Code_296"
"2023-12-15","56a14458-26f1-411d-a341-46d72dfe64db","Millimole per Liter","http://www.cdisc.org","Code","C64387","Code_297"
"2023-12-15","05d6072a-c7dd-43f1-befd-d873c5069081","Micromole per Liter","http://www.cdisc.org","Code","C48508","Code_298"
"2023-12-15","c3469682-c3f7-4e9b-b4ac-7e89d01d40ce","Unit of Concentration","http://www.cdisc.org","Code","C48207","Code_299"
"2023-12-15","77bf3601-6783-4040-9f78-e2d257a30c71","Biospecimen Type","http://www.cdisc.org","Code","C70713","Code_300"
"2023-12-15","4de09cd1-ec2b-40c3-839a-2dacc25d94a9","No","http://www.cdisc.org","Code","C49487","Code_301"
"2023-12-15","f38e62f2-5269-4d47-81c6-73429591cad6","Yes","http://www.cdisc.org","Code","C49488","Code_302"
"2023-12-15","5a60a76e-4790-492b-b391-d5c7063d9339","Laboratory Test Fasting Status","http://www.cdisc.org","Code","C83309","Code_303"
"2023-12-15","338f9410-8235-4481-b9e9-02c8770184d5","CREAT","http://www.cdisc.org","Code","C64547","Code_304"
"2023-12-15","984067c3-837d-4f75-a28e-d6f484199845","K","http://www.cdisc.org","Code","C64853","Code_305"
"2023-12-15","1314c9d2-bf09-47ca-8f69-05504d487c4c","Laboratory Test Result","http://www.cdisc.org","Code","C36292","Code_306"
"2023-12-15","34df6c6c-4f68-4c21-a234-be31d68dee71","Milliequivalent per Liter","http://www.cdisc.org","Code","C67474","Code_307"
"2023-12-15","3f092508-78bb-46c4-b466-8599bf9c1fa4","Milliequivalent per Deciliter","http://www.cdisc.org","Code","C67473","Code_308"
"2023-12-15","ccaa4a87-c689-4bdc-9dc2-c04c5e9b50f6","Millimole per Liter","http://www.cdisc.org","Code","C64387","Code_309"
"2023-12-15","16f25335-636b-4a25-8291-2caa5aad1c09","Molarity Unit","http://www.cdisc.org","Code","C64567","Code_310"
"2023-12-15","d51c3fca-10b0-45e8-94ce-c0f6f4ce14c9","Biospecimen Type","http://www.cdisc.org","Code","C70713","Code_311"
"2023-12-15","797c242e-3d8f-41ae-8541-518e05c51f04","No","http://www.cdisc.org","Code","C49487","Code_312"
"2023-12-15","e111aeb2-b2cd-430c-84e4-4efcc35038da","Yes","http://www.cdisc.org","Code","C49488","Code_313"
"2023-12-15","13bac5ef-386b-40d0-9a28-dc4d39ba914e","Laboratory Test Fasting Status","http://www.cdisc.org","Code","C83309","Code_314"
"2023-12-15","ce63640d-1d74-4724-a42d-c55d114cf0e0","K","http://www.cdisc.org","Code","C64853","Code_315"
"2023-12-15","f668c362-6f6c-4787-ac00-5a26f74b346a","SODIUM","http://www.cdisc.org","Code","C64809","Code_316"
"2023-12-15","7a851d63-12ca-4dbd-97bc-30592300c079","Laboratory Test Result","http://www.cdisc.org","Code","C36292","Code_317"
"2023-12-15","59aed5b2-71fe-452a-bb06-f9654023f8bd","Milliequivalent per Liter","http://www.cdisc.org","Code","C67474","Code_318"
"2023-12-15","d4daf1b2-0693-417f-85a8-d8dae87a786d","Milliequivalent per Deciliter","http://www.cdisc.org","Code","C67473","Code_319"
"2023-12-15","0ebb8362-4622-4ce9-91ad-d4b6a59bb0e2","Millimole per Liter","http://www.cdisc.org","Code","C64387","Code_320"
"2023-12-15","8430c28d-25c1-4172-b844-4db055000251","Molarity Unit","http://www.cdisc.org","Code","C64567","Code_321"
"2023-12-15","b14cdd1e-3c23-4968-8d27-6379d56056d6","Biospecimen Type","http://www.cdisc.org","Code","C70713","Code_322"
"2023-12-15","28c2b79c-e2cb-4d84-9045-3af6b01f04db","No","http://www.cdisc.org","Code","C49487","Code_323"
"2023-12-15","20d2c993-74f0-4f5b-8dd5-faf7e4131aa4","Yes","http://www.cdisc.org","Code","C49488","Code_324"
"2023-12-15","ffb8fc73-b0c1-4398-9688-3c50561afb0e","Laboratory Test Fasting Status","http://www.cdisc.org","Code","C83309","Code_325"
"2023-12-15","3a281c00-a827-45b3-bc28-01c5c115f7c4","SODIUM","http://www.cdisc.org","Code","C64809","Code_326"
"2023-12-15","1fb51d17-a9e8-4779-93b0-6412616eba96","SYSBP","http://www.cdisc.org","Code","C25298","Code_327"
"2023-12-15","cd3e4142-e41f-430d-9d73-d656a9dae766","Clinical Test Result","http://www.cdisc.org","Code","C77140","Code_328"
"2023-12-15","0f2b2546-fa5a-4477-b5ae-22cbf7d59940","Unit of Pressure","http://www.cdisc.org","Code","C49669","Code_329"
"2023-12-15","48acccfe-bf7c-445b-9f07-f6b8bcef1b2d","Sitting","http://www.cdisc.org","Code","C62122","Code_330"
"2023-12-15","261bc7ec-7246-4537-89df-995846ef0294","Standing","http://www.cdisc.org","Code","C62166","Code_331"
"2023-12-15","17c7bb4d-771e-462c-b2f2-6f0b1cf45106","Supine Position","http://www.cdisc.org","Code","C62167","Code_332"
"2023-12-15","1a639b27-857c-46f9-b9ee-2e4d840fc925","Body Position","http://www.cdisc.org","Code","C62164","Code_333"
"2023-12-15","92c710bc-7575-41ae-b2a4-7a20314dab27","Brachial Artery","http://www.cdisc.org","Code","C12681","Code_334"
"2023-12-15","5ab7ba7e-6640-4e57-a222-9e26f9125bdf","Common Carotid Artery","http://www.cdisc.org","Code","C12687","Code_335"
"2023-12-15","ff9fa1f0-351e-4fed-ae5d-188ddf79afa4","Dorsalis Pedis Artery","http://www.cdisc.org","Code","C32478","Code_336"
"2023-12-15","62a39e10-ec26-4123-94d1-40058859a0f0","Femoral Artery","http://www.cdisc.org","Code","C12715","Code_337"
"2023-12-15","f4bc4466-34a0-4f40-af4c-73473a6b67b4","Radial Artery","http://www.cdisc.org","Code","C12838","Code_338"
"2023-12-15","43165621-d79f-4056-8ebe-96be06dc0919","Anatomic Site","http://www.cdisc.org","Code","C13717","Code_339"
"2023-12-15","d90962df-8dff-405e-8c30-b5cc32081b80","Left","http://www.cdisc.org","Code","C25229","Code_340"
"2023-12-15","8e840833-97e9-43a6-8c8f-af344a9eb9d8","Right","http://www.cdisc.org","Code","C25228","Code_341"
"2023-12-15","5938b677-ed51-41fc-a562-ee40a7dbb629","Laterality","http://www.cdisc.org","Code","C25185","Code_342"
"2023-12-15","3cf0253e-048d-4c9a-9f49-d2765822e8d7","SYSBP","http://www.cdisc.org","Code","C25298","Code_343"
"2023-12-15","27fba22a-9076-46eb-b637-491fff91afe1","DIABP","http://www.cdisc.org","Code","C25299","Code_344"
"2023-12-15","faa417b2-8e8f-4bc4-96fb-873539abe410","Clinical Test Result","http://www.cdisc.org","Code","C77140","Code_345"
"2023-12-15","1f2ab225-3f21-4be5-80e1-7e364dafddc9","Unit of Pressure","http://www.cdisc.org","Code","C49669","Code_346"
"2023-12-15","28817999-f0b3-4218-aab1-ded16569a5d7","Sitting","http://www.cdisc.org","Code","C62122","Code_347"
"2023-12-15","a4aae668-2ef2-48ab-89bc-7aa140e50573","Standing","http://www.cdisc.org","Code","C62166","Code_348"
"2023-12-15","d7e907a1-2ad9-410c-8dae-46fe11dee7ae","Supine Position","http://www.cdisc.org","Code","C62167","Code_349"
"2023-12-15","5e8bc8b7-514b-42e5-b5ed-bb4eacab0ee1","Body Position","http://www.cdisc.org","Code","C62164","Code_350"
"2023-12-15","04b1a62a-0f17-4601-8ae2-e6966cc42549","Brachial Artery","http://www.cdisc.org","Code","C12681","Code_351"
"2023-12-15","b736eae7-44f1-4c65-b6d5-07d3268264ad","Common Carotid Artery","http://www.cdisc.org","Code","C12687","Code_352"
"2023-12-15","ef771626-3ccd-40c3-ab89-78d921d504d9","Dorsalis Pedis Artery","http://www.cdisc.org","Code","C32478","Code_353"
"2023-12-15","dc506e40-40ce-4cdf-8016-19482b8b2eaf","Femoral Artery","http://www.cdisc.org","Code","C12715","Code_354"
"2023-12-15","edcd8137-72ad-4e88-bd84-e90d0a31e98d","Radial Artery","http://www.cdisc.org","Code","C12838","Code_355"
"2023-12-15","68f87f1e-b8d0-4c11-b00a-6c0039533b7a","Anatomic Site","http://www.cdisc.org","Code","C13717","Code_356"
"2023-12-15","b3edde37-42cb-4e84-95de-797b4a3b93ec","Left","http://www.cdisc.org","Code","C25229","Code_357"
"2023-12-15","7eb911f7-767d-4382-b5e1-623df7694b39","Right","http://www.cdisc.org","Code","C25228","Code_358"
"2023-12-15","3bbaa805-6ab3-4b09-ad81-fbacfc8fe136","Laterality","http://www.cdisc.org","Code","C25185","Code_359"
"2023-12-15","c6d2c390-8605-464d-9c01-a141e0c8a0ba","DIABP","http://www.cdisc.org","Code","C25299","Code_360"
"2023-12-15","9aede9eb-e3ba-4bd9-bdb6-ee3148742745","HR","http://www.cdisc.org","Code","C49677","Code_361"
"2023-12-15","e068802a-4f75-4afa-9e23-feec08f25f6c","Clinical Test Result","http://www.cdisc.org","Code","C77140","Code_362"
"2023-12-15","7457931a-5bf7-4d4a-97bc-b1c2ca63c0a9","Count per Minute","http://www.cdisc.org","Code","C73688","Code_363"
"2023-12-15","c9ed387a-34d7-4e83-96af-5b76b5741cc7","Sitting","http://www.cdisc.org","Code","C62122","Code_364"
"2023-12-15","c08e195f-5ee2-4607-a215-76289f07aee6","Standing","http://www.cdisc.org","Code","C62166","Code_365"
"2023-12-15","daf89200-cca5-4957-a288-a491d9219037","Supine Position","http://www.cdisc.org","Code","C62167","Code_366"
"2023-12-15","d24b996d-2482-4d36-ae26-b8a4b2a54262","Body Position","http://www.cdisc.org","Code","C62164","Code_367"
"2023-12-15","95fbcf80-637b-41ea-aa3e-753acba84429","Brachial Artery","http://www.cdisc.org","Code","C12681","Code_368"
"2023-12-15","7a035288-5e4d-4cae-8201-54966d381ca7","Common Carotid Artery","http://www.cdisc.org","Code","C12687","Code_369"
"2023-12-15","1249b96d-ca46-4684-a409-ea07617b9638","Dorsalis Pedis Artery","http://www.cdisc.org","Code","C32478","Code_370"
"2023-12-15","a0b84529-7385-4dc8-9bdd-268c7fc210b7","Femoral Artery","http://www.cdisc.org","Code","C12715","Code_371"
"2023-12-15","4f19819a-2103-4588-93fe-4dac5f8864cc","Radial Artery","http://www.cdisc.org","Code","C12838","Code_372"
"2023-12-15","95ed0d1f-401d-4131-a7ec-ed2b48303083","Anatomic Site","http://www.cdisc.org","Code","C13717","Code_373"
"2023-12-15","e0c7190d-4c23-4dbe-917c-3279863366fc","Left","http://www.cdisc.org","Code","C25229","Code_374"
"2023-12-15","d3d2b572-f269-4e7e-9f15-18323dc945c9","Right","http://www.cdisc.org","Code","C25228","Code_375"
"2023-12-15","c1d85388-f5e8-4f9b-be89-2706f3d913a4","Laterality","http://www.cdisc.org","Code","C25185","Code_376"
"2023-12-15","5c569915-4c4e-478a-97d0-08a40d7c8045","HR","http://www.cdisc.org","Code","C49677","Code_377"
"2023-12-15","38a344ef-0989-421f-878b-07ad4550a8e8","SYSBP","http://www.cdisc.org","Code","C25298","Code_378"
