"codeSystem","uuid:ID","decode","codeSystemVersion","instanceType","code","id"
"NCI Thesaurus","c9cde5d6-d3a9-4d54-9f0e-57529816c180","Clinical Test Result","","Code","C77140","Code_245"
"http://www.cdisc.org","28499141-9bbd-4df1-ae7a-fcf65568889b","Pascal","2023-09-29","Code","C42547","Code_246"
"NCI Thesaurus","f3d1b4bd-5918-454b-aec0-bdcec76d9587","Unit of Pressure","","Code","C49669","Code_247"
"NCI Thesaurus","c3943a06-659c-4b57-a4e3-41d07f4b0e79","Anatomic Site","","Code","C13717","Code_248"
"NCI Thesaurus","c9edeb50-d37d-4bca-ac63-f70829402bad","Laterality","","Code","C25185","Code_249"
"NCI Thesaurus","b43ed617-0f70-41ab-ac0e-c15c01b046bd","Test Method","","Code","C82535","Code_250"
"NCI Thesaurus","db4f174d-3549-4b79-99f6-1125f378596c","Body Position","","Code","C62164","Code_251"
"NCI Thesaurus","8681d1e3-8237-4096-9f06-0169ed7c8cee","Systolic Blood Pressure","","Code","C25298","Code_244"
"NCI Thesaurus","dae85b42-8ad6-4dd4-980f-c9d22f8c3bf0","Clinical Test Result","","Code","C77140","Code_253"
"http://www.cdisc.org","9635c8a2-2281-4ffc-88ca-d9294cb42aee","Pascal","2023-09-29","Code","C42547","Code_254"
"NCI Thesaurus","acb1b0bb-cd70-480b-b414-c8e2840847cb","Unit of Pressure","","Code","C49669","Code_255"
"NCI Thesaurus","88389bd9-c70a-4215-9ca6-a16ba29cb321","Anatomic Site","","Code","C13717","Code_256"
"NCI Thesaurus","b4d9465a-483f-4c24-9eef-f086e8d518c4","Laterality","","Code","C25185","Code_257"
"NCI Thesaurus","0d5d6846-6d51-473d-ae6b-5b25b6667384","Test Method","","Code","C82535","Code_258"
"NCI Thesaurus","8d3af38e-176b-477d-b82f-03cfa3858014","Body Position","","Code","C62164","Code_259"
"NCI Thesaurus","ebf77938-50fc-4474-bd46-953e182e1085","Diastolic Blood Pressure","","Code","C25299","Code_252"
"NCI Thesaurus","5811d7ea-dec2-4f83-b524-981c3480dd41","Clinical Test Result","","Code","C77140","Code_261"
"http://www.cdisc.org","6fb0b85c-e235-47e0-b8a9-24881d8a3dd2","Beats per Minute","2023-09-29","Code","C49673","Code_262"
"NCI Thesaurus","d5ca0c7a-e5b8-4e42-8cf8-db2f4542580e","Count per Minute","","Code","C73688","Code_263"
"NCI Thesaurus","d53a25a1-9ace-416a-92b6-d7dea83de9db","Anatomic Site","","Code","C13717","Code_264"
"NCI Thesaurus","ee812528-c27c-4ba1-b62c-4d582f24796e","Laterality","","Code","C25185","Code_265"
"NCI Thesaurus","e70abe49-b34f-4b94-b640-a45cf377284f","Test Method","","Code","C82535","Code_266"
"NCI Thesaurus","a2870580-46af-44ff-9e2b-b7e90000988a","Body Position","","Code","C62164","Code_267"
"NCI Thesaurus","f70ec781-6cb6-4698-9a52-59c9e728cfff","Heart Rate","","Code","C49677","Code_260"
"http://www.cdisc.org","e5d7c5a5-cad8-4056-99cc-8584f0a42b62","Placebo Comparator Arm","2023-09-29","Code","C174268","Code_123"
"http://www.cdisc.org","68e58c83-6483-4309-b878-5730bf6a1c45","Data Generated Within Study","2023-09-29","Code","C188866","Code_124"
"http://www.cdisc.org","f25696ec-4915-4fa6-9ab7-a5d5168922fd","Active Comparator Arm","2023-09-29","Code","C174267","Code_125"
"http://www.cdisc.org","f163e89e-6bc5-4f52-82dd-dd20b9696bc6","Data Generated Within Study","2023-09-29","Code","C188866","Code_126"
"http://www.cdisc.org","b9d82510-8c17-447a-b80e-d42145c7c4eb","Active Comparator Arm","2023-09-29","Code","C174267","Code_127"
"http://www.cdisc.org","5e11e1d9-f20c-40be-a4d8-6b35ad79cc92","Data Generated Within Study","2023-09-29","Code","C188866","Code_128"
"http://www.cdisc.org","2baba59f-e6ff-4626-9463-cd9585e9d511","Double Blind Study","2023-09-29","Code","C15228","Code_136"
"http://www.cdisc.org","3201208f-fb05-484f-b322-31ee6ca5c5a4","Trial Screening","2023-09-29","Code","C48262","Code_129"
"http://www.cdisc.org","7c305b65-ef57-4078-921a-2a82bd1c4539","Treatment Epoch","2023-09-29","Code","C101526","Code_130"
"http://www.cdisc.org","60ad92ef-b22d-4215-a8e4-9bf9c5ac092e","Treatment Epoch","2023-09-29","Code","C101526","Code_131"
"http://www.cdisc.org","09cc7067-0959-48b0-84f1-bfd89c12f007","Treatment Epoch","2023-09-29","Code","C101526","Code_132"
"http://www.cdisc.org","5ca17db0-a3ba-40b1-94ce-cceadd481138","Clinical Study Follow-up","2023-09-29","Code","C99158","Code_133"
"ICD-10-CM","f238788a-ba3f-4047-986d-94eed593c669","Alzheimer's disease; unspecified","1","Code","G30.9","Code_327"
"SNOMED","50330954-39ce-44e9-840c-fdf976fb52b2","Alzheimer's disease","January 31, 2018","Code","26929004","Code_328"
"http://www.cdisc.org","adffd4ec-7e8c-410c-b548-11956550d437","Sponsor","2023-09-29","Code","C70793","Code_142"
"http://www.cdisc.org","4f279b4f-8131-498f-94a2-bfaa65b52574","Primary Endpoint","2023-09-29","Code","C94496","Code_331"
"http://www.cdisc.org","f11e77cb-1d44-4f0f-95df-7b99fb4a4c42","Primary Endpoint","2023-09-29","Code","C94496","Code_332"
"http://www.cdisc.org","f6f1f674-0262-4877-b9c7-4fde616e72b2","Primary Endpoint","2023-09-29","Code","C94496","Code_333"
"http://www.cdisc.org","f28f41bc-883c-48f6-86f0-97b4e3aed879","Primary Endpoint","2023-09-29","Code","C94496","Code_334"
"http://www.cdisc.org","cdbee134-cbe2-46b1-b728-4f06e42bf753","Primary Endpoint","2023-09-29","Code","C94496","Code_335"
"http://www.cdisc.org","4c3d4422-7b01-4cf2-a703-a76562321904","Secondary Endpoint","2023-09-29","Code","C139173","Code_336"
"http://www.cdisc.org","4673846c-c3f7-4e05-b7f0-9b06f188363f","Secondary Endpoint","2023-09-29","Code","C139173","Code_337"
"http://www.cdisc.org","3d832aaf-3e5b-40c8-a42e-ed8881af0991","Secondary Endpoint","2023-09-29","Code","C139173","Code_338"
"http://www.cdisc.org","6c3e277e-dc13-404c-9557-97b26e2dadc6","Secondary Endpoint","2023-09-29","Code","C139173","Code_339"
"http://www.cdisc.org","0810b175-590d-46dc-b643-8c610a98a58c","Secondary Endpoint","2023-09-29","Code","C139173","Code_340"
"http://www.cdisc.org","b6a08e6c-dcc0-4c80-9ded-91209f4d6d1d","Secondary Endpoint","2023-09-29","Code","C139173","Code_341"
"http://www.cdisc.org","e4a22014-1b97-4b8d-874d-847401694f6d","Inclusion Criteria","2023-09-29","Code","C25532","Code_342"
"http://www.cdisc.org","a8356995-4e84-4ee8-96f7-b3f269dbda02","Inclusion Criteria","2023-09-29","Code","C25532","Code_343"
"http://www.cdisc.org","529020d8-53dd-41b2-b591-59cdce9984b6","Inclusion Criteria","2023-09-29","Code","C25532","Code_344"
"http://www.cdisc.org","9ebf38c1-323b-400e-9828-9a292f3bdf75","Inclusion Criteria","2023-09-29","Code","C25532","Code_345"
"http://www.cdisc.org","24f7373e-1ffb-4877-8b7f-88016dba4d6d","Inclusion Criteria","2023-09-29","Code","C25532","Code_346"
"http://www.cdisc.org","e933a7fb-d051-4f18-ab40-2e611f973b49","Inclusion Criteria","2023-09-29","Code","C25532","Code_347"
"http://www.cdisc.org","b77f6074-8728-45a9-b7f5-b11df150f1ea","Inclusion Criteria","2023-09-29","Code","C25532","Code_348"
"http://www.cdisc.org","f0c68728-c863-47a5-a6d2-572e6c0f3d12","Inclusion Criteria","2023-09-29","Code","C25532","Code_349"
"http://www.cdisc.org","32014b39-9920-4062-9eaf-931c74e14bd0","Exclusion Criteria","2023-09-29","Code","C25370","Code_350"
"http://www.cdisc.org","86ad75aa-110c-4ba1-b986-b80aafa75d97","Exclusion Criteria","2023-09-29","Code","C25370","Code_351"
"http://www.cdisc.org","594f532f-7d3d-4af1-b1c4-4ca2bd1036f2","Exclusion Criteria","2023-09-29","Code","C25370","Code_352"
"http://www.cdisc.org","43ce6d28-588d-4942-b91b-3d0b88e16f6b","Exclusion Criteria","2023-09-29","Code","C25370","Code_353"
"http://www.cdisc.org","95d70628-76e6-4057-9f47-33e2ed028813","Exclusion Criteria","2023-09-29","Code","C25370","Code_354"
"http://www.cdisc.org","29cdbf23-3b18-4871-9d9f-1051966a82c8","Exclusion Criteria","2023-09-29","Code","C25370","Code_355"
"http://www.cdisc.org","cb4f98fb-e326-4804-9b4f-91081013e6b1","Exclusion Criteria","2023-09-29","Code","C25370","Code_356"
"http://www.cdisc.org","ce3b75ff-af1b-4ba1-97cd-964daea3dd1c","Exclusion Criteria","2023-09-29","Code","C25370","Code_357"
"http://www.cdisc.org","039ce3f5-f96f-40ba-b328-73b0d4446bef","Exclusion Criteria","2023-09-29","Code","C25370","Code_358"
"http://www.cdisc.org","5410173f-f4a0-4e78-92cb-0237b046667f","Exclusion Criteria","2023-09-29","Code","C25370","Code_359"
"http://www.cdisc.org","56bcb356-1653-43b8-ada8-46723db0b25d","Exclusion Criteria","2023-09-29","Code","C25370","Code_360"
"http://www.cdisc.org","7aacabdd-76ba-402a-921d-b2f3ff6b80e9","Exclusion Criteria","2023-09-29","Code","C25370","Code_361"
"http://www.cdisc.org","5ab22f25-c58d-4e88-a917-a5f2142d1740","Exclusion Criteria","2023-09-29","Code","C25370","Code_362"
"http://www.cdisc.org","db4a5880-b9bd-4210-b8a0-4d0bcfe5bb4f","Exclusion Criteria","2023-09-29","Code","C25370","Code_363"
"http://www.cdisc.org","f1cd610a-8c3d-45b7-a32b-1169fe670e01","Exclusion Criteria","2023-09-29","Code","C25370","Code_364"
"http://www.cdisc.org","9059d246-3d6b-45ca-b32c-0ba005cc8972","Exclusion Criteria","2023-09-29","Code","C25370","Code_365"
"http://www.cdisc.org","89d06079-ad79-4de4-9cc0-718b36e7f408","Exclusion Criteria","2023-09-29","Code","C25370","Code_366"
"http://www.cdisc.org","9d0126f2-2c5c-4b9c-9674-eb3fa5480d68","Exclusion Criteria","2023-09-29","Code","C25370","Code_367"
"http://www.cdisc.org","d01a46c7-4468-4b95-be11-490174f6327f","Exclusion Criteria","2023-09-29","Code","C25370","Code_368"
"http://www.cdisc.org","229ad599-4c57-4cb1-a9e5-75d5fa428fc7","Exclusion Criteria","2023-09-29","Code","C25370","Code_369"
"http://www.cdisc.org","87a7f3ed-3845-48c0-81c6-d0a07b581368","Exclusion Criteria","2023-09-29","Code","C25370","Code_370"
"http://www.cdisc.org","6d513de3-4805-4817-bd6b-5516df73705c","Exclusion Criteria","2023-09-29","Code","C25370","Code_371"
"http://www.cdisc.org","df85dcf8-16c9-4bfa-9948-f5c6ba94d262","Exclusion Criteria","2023-09-29","Code","C25370","Code_372"
"http://www.cdisc.org","1c54d995-37a0-4653-a527-3c169e41468b","Year","2023-09-29","Code","C29848","Code_329"
"http://www.cdisc.org","60229bbc-2665-4f17-9691-bc736c5b031d","Before","2023-09-29","Code","C201357","Code_14"
"http://www.cdisc.org","8113bf37-9729-4663-bdc2-e5a4e8532614","Start to Start","2023-09-29","Code","C201355","Code_15"
"http://www.cdisc.org","cb90a274-929c-4235-adfc-3655d1bf1afd","Before","2023-09-29","Code","C201357","Code_16"
"http://www.cdisc.org","6b03dcc7-c451-41df-9a91-e54d4fa6489e","Start to Start","2023-09-29","Code","C201355","Code_17"
"http://www.cdisc.org","222c08ef-ae99-412e-b393-74e3d1f51afb","Fixed Reference","2023-09-29","Code","C201358","Code_19"
"http://www.cdisc.org","970b6ddb-ede0-4658-96c8-500e89a19c5d","Start to Start","2023-09-29","Code","C201355","Code_20"
"http://www.cdisc.org","bd4a3f43-f115-46e4-9f4a-cc741bf84c26","After","2023-09-29","Code","C201356","Code_21"
"http://www.cdisc.org","6132d97b-9c96-44f5-a3d5-0da0e4d1cc3f","Start to Start","2023-09-29","Code","C201355","Code_22"
"http://www.cdisc.org","a4909578-1463-4acb-91cd-25910bbd9759","After","2023-09-29","Code","C201356","Code_24"
"http://www.cdisc.org","21bc6b93-82e6-44f2-85d3-c862d4abe6b7","Start to Start","2023-09-29","Code","C201355","Code_25"
"http://www.cdisc.org","eb5ec69d-30c3-4420-b142-0ca33556a59a","After","2023-09-29","Code","C201356","Code_27"
"http://www.cdisc.org","51caec96-bc25-4da0-a5c9-27c74459c604","Start to Start","2023-09-29","Code","C201355","Code_28"
"http://www.cdisc.org","e2bc9d3d-e739-4b7f-baae-f35d6704d07e","After","2023-09-29","Code","C201356","Code_30"
"http://www.cdisc.org","b1189544-e8eb-4a95-a597-e3558d473ae4","Start to Start","2023-09-29","Code","C201355","Code_31"
"http://www.cdisc.org","bf4475e2-c552-4121-a494-538b88300075","After","2023-09-29","Code","C201356","Code_35"
"http://www.cdisc.org","22759b01-cafb-47de-909c-f02d893ec64a","Start to Start","2023-09-29","Code","C201355","Code_36"
"http://www.cdisc.org","c686f29d-745f-42b3-ba23-218d866e0f16","After","2023-09-29","Code","C201356","Code_40"
"http://www.cdisc.org","737c1a69-d462-4d65-8d84-1b5b3d9d5d10","Start to Start","2023-09-29","Code","C201355","Code_41"
"http://www.cdisc.org","f5ab45b4-7308-4552-ab52-9766f164aefa","After","2023-09-29","Code","C201356","Code_45"
"http://www.cdisc.org","53fb43fc-f48e-4fbd-8f44-593932819d43","Start to Start","2023-09-29","Code","C201355","Code_46"
"http://www.cdisc.org","5b30c10e-3a01-47af-b91f-0ba039de41b8","After","2023-09-29","Code","C201356","Code_50"
"http://www.cdisc.org","ff9817ff-6ab0-469d-8512-2448bbafba52","Start to Start","2023-09-29","Code","C201355","Code_51"
"http://www.cdisc.org","2e798d73-e100-4911-8ec0-e9894c611260","After","2023-09-29","Code","C201356","Code_53"
"http://www.cdisc.org","fc99da6a-55f0-4006-b9a7-daccbf3dc5f5","Start to Start","2023-09-29","Code","C201355","Code_54"
"http://www.cdisc.org","cbc8667c-a657-4671-8a3b-6d49f8619db3","After","2023-09-29","Code","C201356","Code_33"
"http://www.cdisc.org","61189fa3-3df8-4118-8968-89ebd6c2d3ea","Start to Start","2023-09-29","Code","C201355","Code_34"
"http://www.cdisc.org","ecb21efc-bf78-4156-877e-4beeaffc649b","After","2023-09-29","Code","C201356","Code_38"
"http://www.cdisc.org","7b6d946e-c716-4ce0-8d62-dd78f1483743","Start to Start","2023-09-29","Code","C201355","Code_39"
"http://www.cdisc.org","d3c3e3c5-7d77-4079-acdf-722ddfc5f6b4","After","2023-09-29","Code","C201356","Code_43"
"http://www.cdisc.org","47159e9e-4752-431f-847f-d281e2e02a6f","Start to Start","2023-09-29","Code","C201355","Code_44"
"http://www.cdisc.org","02e60609-5ff2-483a-9821-5c68660be5a8","After","2023-09-29","Code","C201356","Code_48"
"http://www.cdisc.org","cb45ab0e-b650-488d-a9d3-fae0b4d4eae5","Start to Start","2023-09-29","Code","C201355","Code_49"
"http://www.cdisc.org","d4e8b865-fecd-416c-965e-966ab8445251","Fixed Reference","2023-09-29","Code","C201358","Code_56"
"http://www.cdisc.org","dcef292d-2997-467a-8754-f488bf5d8e17","Start to Start","2023-09-29","Code","C201355","Code_57"
"http://www.cdisc.org","98e7d271-cd36-4044-b272-ebfe6b368baa","Fixed Reference","2023-09-29","Code","C201358","Code_58"
"http://www.cdisc.org","25132c91-9565-4f89-92d1-4a343fb05ef2","Start to Start","2023-09-29","Code","C201355","Code_59"
"http://www.cdisc.org","27d18ac6-ee60-447a-a99c-abbfadad423f","Fixed Reference","2023-09-29","Code","C201358","Code_60"
"http://www.cdisc.org","eebe7483-400f-464a-a1b4-3ce327f9ccb5","Start to Start","2023-09-29","Code","C201355","Code_61"
"http://www.cdisc.org","f009c315-6eb6-47aa-b137-ec98d4959380","After","2023-09-29","Code","C201356","Code_62"
"http://www.cdisc.org","59ebb453-2746-4785-927c-9071b47eeb87","Start to Start","2023-09-29","Code","C201355","Code_63"
"http://www.cdisc.org","f4b45c84-7865-436d-808a-5f809101a2c7","After","2023-09-29","Code","C201356","Code_64"
"http://www.cdisc.org","84366e84-a24a-4cfc-baab-ca2b92c13a4e","End to Start","2023-09-29","Code","C201353","Code_65"
"http://www.cdisc.org","8f0fd25a-9bdb-4754-b954-7ec8338b2439","After","2023-09-29","Code","C201356","Code_66"
"http://www.cdisc.org","7fc73590-fba2-4041-b8b4-8491cbe3f87e","Start to Start","2023-09-29","Code","C201355","Code_67"
"http://www.cdisc.org","bef99f78-2843-4363-befb-5849eddfe1dd","After","2023-09-29","Code","C201356","Code_68"
"http://www.cdisc.org","3961ffd1-5a20-4429-b643-ea1b88a732f5","End to Start","2023-09-29","Code","C201353","Code_69"
"http://www.cdisc.org","3775f3b9-8ec0-4fb1-bd37-a7c96590c23d","After","2023-09-29","Code","C201356","Code_70"
"http://www.cdisc.org","c0e96a21-80e4-436a-8bf2-f2e39872f41c","Start to Start","2023-09-29","Code","C201355","Code_71"
"http://www.cdisc.org","07990fa8-bf2d-438d-8452-5cd087b26eb8","Clinical Study Sponsor","2023-09-29","Code","C70793","Code_373"
"ISO 3166 1 alpha3","1142303e-0d8f-4e3c-b873-ddb57b0592b3","United Kingdom of Great Britain and Northern Ireland","2020-08","Code","GBR","Code_374"
"http://www.cdisc.org","59efdb03-acfc-4cdb-94c6-a8f836f6831e","Study Acronym","2023-09-29","Code","C94108","Code_3"
"http://www.cdisc.org","d0c6d46b-0856-4072-a3f9-def8fb635c31","Brief Study Title","2023-09-29","Code","C99905x1","Code_5"
"http://www.cdisc.org","24462165-ee6a-4f36-b75f-9ae075f187df","Official Study Title","2023-09-29","Code","C99905x2","Code_6"
"http://www.cdisc.org","b63320ee-48cb-40ba-87b3-cd405a16fae7","Public Study Title","2023-09-29","Code","C99905x3","Code_7"
"http://www.cdisc.org","4b1a26ea-1b7d-475b-89c5-b1b3fa453356","Final","2023-09-29","Code","C25508","Code_8"
"http://www.cdisc.org","888effda-286e-4304-9e54-b2fba446ad97","Protocol Effective Date","2023-09-29","Code","C99903x1","Code_11"
"http://www.cdisc.org","5e4c6916-d664-4a99-a525-d220a3e6dfe6","Region","2023-09-29","Code","C41129","Code_13"
"ISO 3166 1 alpha3","4270eafe-abae-4057-816d-895cbaedfbc4","Europe","2020-08","Code","150","Code_12"
