"codeSystem","uuid:ID","instanceType","codeSystemVersion","id","decode","code"
"http://www.cdisc.org","e6db19a3-d3e8-4527-9ae1-3bc885f02ce2","Code","2023-12-15","Code_169","Disabling Adverse Event","C113380"
"http://www.cdisc.org","c5909e9e-e11f-498f-b36c-0381a22b1d23","Code","2023-12-15","Code_170","No","C49487"
"http://www.cdisc.org","5c27921b-5a07-41c6-ab98-b88908555a81","Code","2023-12-15","Code_171","Yes","C49488"
"http://www.cdisc.org","7b370393-3c7e-486d-b115-282aaaefd93e","Code","2023-12-15","Code_172","Death Related to Adverse Event","C48275"
"http://www.cdisc.org","d0e837dd-4c26-4ffe-aae1-0823b99a8d7f","Code","2023-12-15","Code_173","No","C49487"
"http://www.cdisc.org","42dd75d3-919c-4612-8484-39277bd95f87","Code","2023-12-15","Code_174","Yes","C49488"
"http://www.cdisc.org","5e79d244-ac68-4a69-badb-2e9e81484275","Code","2023-12-15","Code_175","Adverse Event associated with Hospitalization","C83052"
"http://www.cdisc.org","911b57f3-8eb4-41d2-a126-9332094c8bd8","Code","2023-12-15","Code_176","No","C49487"
"http://www.cdisc.org","a4699739-51f4-44da-b3fc-5fb0d0539b48","Code","2023-12-15","Code_177","Yes","C49488"
"http://www.cdisc.org","95fba3b3-e1a6-4bfc-8c0b-bb4437eb9624","Code","2023-12-15","Code_178","Life Threatening Adverse Event","C84266"
"http://www.cdisc.org","e8c5ab1d-8ea0-4fcc-b8f1-101a9d100e3c","Code","2023-12-15","Code_179","No","C49487"
"http://www.cdisc.org","586c2fbc-ad75-4dfe-a922-e59d8694b2ee","Code","2023-12-15","Code_180","Yes","C49488"
"http://www.cdisc.org","8b4be596-a793-4ba8-adc6-308571e8b551","Code","2023-12-15","Code_181","Adverse Event Occurred with Overdose","C83214"
"http://www.cdisc.org","8882a0c6-c127-44a8-9d35-a97d5a5d3dd6","Code","2023-12-15","Code_182","No","C49487"
"http://www.cdisc.org","53a6e34e-2c2f-48cb-8a36-0669a0f4f5bf","Code","2023-12-15","Code_183","Yes","C49488"
"http://www.cdisc.org","64e5c582-8fcc-4284-93c8-51a8e76135a2","Code","2023-12-15","Code_184","Adverse Event Associated with Serious Medical Event","C83053"
"http://www.cdisc.org","f7f9057b-aa23-4d63-8377-920468fee3b7","Code","2023-12-15","Code_185","No","C49487"
"http://www.cdisc.org","2a40a735-1238-4336-90e3-6c26b1f7005a","Code","2023-12-15","Code_186","Yes","C49488"
"http://www.cdisc.org","96d63a4a-31d2-4a86-8cda-aefa20f0dcfd","Code","2023-12-15","Code_187","Adverse Event Concomitant Treatment","C83199"
"http://www.cdisc.org","8342051a-680b-40be-bdf3-ce19674abddd","Code","2023-12-15","Code_188","Adverse Event Start Date Time","C83215"
"http://www.cdisc.org","5d20f481-f5d3-4007-bbba-4b827be32dd2","Code","2023-12-15","Code_189","Adverse Event End Date Time","C83201"
"http://www.cdisc.org","cf89ad14-6a65-47d1-8bbc-97c6060dd1e0","Code","2023-12-15","Code_190","Solicited Adverse Event","C179175"
"http://www.cdisc.org","88cc2cb0-71e9-4bc9-ae36-ce52166046c9","Code","2023-12-15","Code_191","SYSBP","C25298"
"http://www.cdisc.org","4dc7dc66-43e2-4adf-97ea-900e96c0633e","Code","2023-12-15","Code_192","Clinical Test Result","C77140"
"http://www.cdisc.org","1c437100-07c2-499d-9b54-4d5c8cebc00b","Code","2023-12-15","Code_193","Unit of Pressure","C49669"
"http://www.cdisc.org","532b97c8-fc90-4630-a4cd-d66d030b5114","Code","2023-12-15","Code_194","Sitting","C62122"
"http://www.cdisc.org","8410566f-6bd6-4fdb-9a68-cd71cd97d577","Code","2023-12-15","Code_195","Standing","C62166"
"http://www.cdisc.org","c578f94b-435b-445e-8a17-6bc62d775f26","Code","2023-12-15","Code_196","Supine Position","C62167"
"http://www.cdisc.org","990ca4b1-2309-4902-9860-fa7fc6dfe19c","Code","2023-12-15","Code_197","Body Position","C62164"
"http://www.cdisc.org","3c8a0686-751d-42c8-b58c-31e5632ee3c0","Code","2023-12-15","Code_198","Brachial Artery","C12681"
"http://www.cdisc.org","8e7d01a5-8c20-4cc4-92f9-ca5ecf14aa17","Code","2023-12-15","Code_199","Common Carotid Artery","C12687"
"http://www.cdisc.org","e7cd6d75-0e10-4e90-ae0e-d42c6d49da85","Code","2023-12-15","Code_200","Dorsalis Pedis Artery","C32478"
"http://www.cdisc.org","45a7fed8-6c4b-4cd1-8546-5804f1f124a5","Code","2023-12-15","Code_201","Femoral Artery","C12715"
"http://www.cdisc.org","9765b280-e3f9-4750-a470-6751424677f1","Code","2023-12-15","Code_202","Radial Artery","C12838"
"http://www.cdisc.org","2e84af3e-9004-40ae-8401-c8d033c2da0d","Code","2023-12-15","Code_203","Anatomic Site","C13717"
"http://www.cdisc.org","9de71528-ebd6-488f-a69f-ee4c68c7abd1","Code","2023-12-15","Code_204","Left","C25229"
"http://www.cdisc.org","915578c7-ca3b-471e-919c-f13ede4fe59e","Code","2023-12-15","Code_205","Right","C25228"
"http://www.cdisc.org","3cce82d2-a004-425d-9453-a2537a82710a","Code","2023-12-15","Code_206","Laterality","C25185"
"http://www.cdisc.org","5a420329-4bd0-46e6-ae63-96a20667842f","Code","2023-12-15","Code_207","SYSBP","C25298"
"http://www.cdisc.org","47605d80-edf5-4680-9bb0-79fb1139ebc3","Code","2023-12-15","Code_208","DIABP","C25299"
"http://www.cdisc.org","707b938b-d35f-41ee-b291-c87d9835d89d","Code","2023-12-15","Code_209","Clinical Test Result","C77140"
"http://www.cdisc.org","d76e948b-49ca-4339-910d-a4c5aa4a1c29","Code","2023-12-15","Code_210","Unit of Pressure","C49669"
"http://www.cdisc.org","00cb7272-4a3c-4145-824c-c4e53d0cc03b","Code","2023-12-15","Code_211","Sitting","C62122"
"http://www.cdisc.org","f6d8dde3-9310-4226-8f35-69a2c98326cb","Code","2023-12-15","Code_212","Standing","C62166"
"http://www.cdisc.org","dd3a618e-60f0-4798-9ac0-48d34d63d4ad","Code","2023-12-15","Code_213","Supine Position","C62167"
"http://www.cdisc.org","2e2ee179-fa7a-4e7b-a8f1-c4efdc8163a7","Code","2023-12-15","Code_214","Body Position","C62164"
"http://www.cdisc.org","677958f6-aa43-43e3-b62c-c57ed5aded40","Code","2023-12-15","Code_215","Brachial Artery","C12681"
"http://www.cdisc.org","a32f142d-6bbb-456e-af63-cdaf32a53b29","Code","2023-12-15","Code_216","Common Carotid Artery","C12687"
"http://www.cdisc.org","db2036cb-cbb3-4b48-b106-c03bfc1d480c","Code","2023-12-15","Code_217","Dorsalis Pedis Artery","C32478"
"http://www.cdisc.org","7834d3da-d613-47ad-89dd-ef9c92cee257","Code","2023-12-15","Code_218","Femoral Artery","C12715"
"http://www.cdisc.org","5a073c0f-cf53-4397-b999-c8edf7951fd5","Code","2023-12-15","Code_219","Radial Artery","C12838"
"http://www.cdisc.org","8e88e5e7-5740-4142-8211-c75ee91bcf87","Code","2023-12-15","Code_220","Anatomic Site","C13717"
"http://www.cdisc.org","f20458d7-d81c-486d-a651-481d5c046480","Code","2023-12-15","Code_221","Left","C25229"
"http://www.cdisc.org","45f82600-5fd2-4314-ae57-ddec67a25fb0","Code","2023-12-15","Code_222","Right","C25228"
"http://www.cdisc.org","8b2772bb-fa66-4754-8b25-1e7d340d3a2e","Code","2023-12-15","Code_223","Laterality","C25185"
"http://www.cdisc.org","35b1fdef-f556-4672-9a1b-a7d4ccff1a28","Code","2023-12-15","Code_224","DIABP","C25299"
"http://www.cdisc.org","108716c6-de5a-445b-84dc-5dfdc1ee3084","Code","2023-12-15","Code_225","TEMP","C174446"
"http://www.cdisc.org","ad3d576e-ccfc-4654-8afc-73744cba9f3b","Code","2023-12-15","Code_226","Clinical Test Result","C77140"
"http://www.cdisc.org","606c3e21-5093-43aa-b36e-ea7c1ec21004","Code","2023-12-15","Code_227","Degree Celsius","C42559"
"http://www.cdisc.org","f1ce2f6d-3570-4a1b-a1bd-718dcee8799d","Code","2023-12-15","Code_228","Degree Fahrenheit","C44277"
"http://www.cdisc.org","d1d77f3b-d428-4256-a40b-404d0206f12f","Code","2023-12-15","Code_229","Kelvin","C42537"
"http://www.cdisc.org","f95eb08a-7124-402e-8f44-808ac96edd71","Code","2023-12-15","Code_230","Unit of Temperature","C44276"
"http://www.cdisc.org","3b54faf4-0862-45d3-b63d-5727c6b2b188","Code","2023-12-15","Code_231","Axilla","C12674"
"http://www.cdisc.org","9bfdf76c-c24c-4d3a-8071-101e68483d55","Code","2023-12-15","Code_232","Ear","C12394"
"http://www.cdisc.org","1f8c85d9-c765-42ba-959e-4ecfb8a00948","Code","2023-12-15","Code_233","Forehead","C89803"
"http://www.cdisc.org","b81d7dac-10f5-48ef-b5b0-919392debe9e","Code","2023-12-15","Code_234","Oral Cavity","C12421"
"http://www.cdisc.org","16f0f199-3f26-4789-a042-bdbcb9f3f024","Code","2023-12-15","Code_235","Rectum","C12390"
"http://www.cdisc.org","64af1b49-2012-4016-b55f-77d6e94297a3","Code","2023-12-15","Code_236","Anatomic Site","C13717"
"http://www.cdisc.org","236cee0f-9459-4cbf-8220-c0036636b6b5","Code","2023-12-15","Code_237","TEMP","C174446"
"http://www.cdisc.org","fe15484c-4472-41a7-a1d6-7211cce45848","Code","2023-12-15","Code_238","WEIGHT","C25208"
"http://www.cdisc.org","c8196aad-319e-4f12-9909-b144ed00d512","Code","2023-12-15","Code_239","Clinical Test Result","C77140"
"http://www.cdisc.org","a0d13c9f-16ce-4036-adc3-962235af1b4f","Code","2023-12-15","Code_240","Pound","C48531"
"http://www.cdisc.org","d91f42a4-9d9c-4c48-bd83-645143bb66d6","Code","2023-12-15","Code_241","Gram","C48155"
"http://www.cdisc.org","13553419-44f2-48eb-8a8e-aafa4ab937ac","Code","2023-12-15","Code_242","Kilogram","C28252"
"http://www.cdisc.org","c57dfa11-0dd5-444f-b944-cc99507bbbb4","Code","2023-12-15","Code_243","Unit of Weight","C48208"
"http://www.cdisc.org","2eba0a71-325f-4e30-abe5-9ba756f833e3","Code","2023-12-15","Code_244","WEIGHT","C25208"
"http://www.cdisc.org","b14812b9-65ad-48da-b702-8ccaca729435","Code","2023-12-15","Code_245","HEIGHT","C25347"
"http://www.cdisc.org","9011cfb0-c6ba-4015-9607-7a2dd62006bf","Code","2023-12-15","Code_246","Clinical Test Result","C77140"
"http://www.cdisc.org","bb2a726b-5233-4356-a072-7dd9800abbeb","Code","2023-12-15","Code_247","Centimeter","C49668"
"http://www.cdisc.org","3027ffcc-7081-444f-b87b-f6a07500d618","Code","2023-12-15","Code_248","Inch","C48500"
"http://www.cdisc.org","d7718288-4630-4466-a143-0a452554920b","Code","2023-12-15","Code_249","Meter","C41139"
"http://www.cdisc.org","168f67dd-d37c-4932-8309-e2ce96a1243b","Code","2023-12-15","Code_250","Unit of Height","C168688"
"http://www.cdisc.org","2a13c146-917c-481e-82b0-fe2202d8f67c","Code","2023-12-15","Code_251","HEIGHT","C25347"
"http://www.cdisc.org","a96bdace-821d-48fa-a42f-e6c0c0c17a7d","Code","2023-12-15","Code_252","ALT","C64433"
"http://www.cdisc.org","c69a0621-c6e2-4b62-9a21-f49057955d69","Code","2023-12-15","Code_253","Laboratory Test Result","C36292"
"http://www.cdisc.org","610bde03-ea71-4684-9bd2-32a57eefc8db","Code","2023-12-15","Code_254","Unit per Liter","C67456"
"http://www.cdisc.org","7c147376-83b8-41eb-9459-4bd5b53278b8","Code","2023-12-15","Code_255","Microkatal per Liter","C67397"
"http://www.cdisc.org","d44676b8-f28d-4f1f-827c-a5c1d25c266a","Code","2023-12-15","Code_256","International Unit per Liter","C67376"
"http://www.cdisc.org","1f4db085-d48d-4f42-b2b8-4cfb703b77b8","Code","2023-12-15","Code_257","Nanokatal per Liter","C70510"
"http://www.cdisc.org","15916af9-bf75-4ae4-ad05-618f19cc7a3a","Code","2023-12-15","Code_258","Unit of Catalytic Activity Concentration","C67365"
"http://www.cdisc.org","1849a70b-d9da-4d09-8f46-30963c5e8f85","Code","2023-12-15","Code_259","Biospecimen Type","C70713"
"http://www.cdisc.org","7fefd6c1-1227-4395-ae52-904620d24df1","Code","2023-12-15","Code_260","No","C49487"
"http://www.cdisc.org","19edccd1-111c-474b-979d-1b96c56a785b","Code","2023-12-15","Code_261","Yes","C49488"
"http://www.cdisc.org","5ab231af-d3ea-4239-aa62-3183c99d6c6b","Code","2023-12-15","Code_262","Laboratory Test Fasting Status","C83309"
"http://www.cdisc.org","19d1bd8d-4239-4b30-a2ac-e5f6ca747dfa","Code","2023-12-15","Code_263","ALT","C64433"
"http://www.cdisc.org","15168771-d9d1-4b02-98ae-6e6adebfafca","Code","2023-12-15","Code_264","ALB","C64431"
"http://www.cdisc.org","3c3160b1-4787-4d9f-a9a6-076d9f2ba2d0","Code","2023-12-15","Code_265","Laboratory Test Result","C36292"
"http://www.cdisc.org","41152284-ab55-4628-a708-3b8af779844e","Code","2023-12-15","Code_266","Biospecimen Type","C70713"
"http://www.cdisc.org","075d317b-92ab-4e05-98dd-a7a76a40c866","Code","2023-12-15","Code_267","No","C49487"
"http://www.cdisc.org","b4e4c54a-b15f-42bd-9063-04122b67941d","Code","2023-12-15","Code_268","Yes","C49488"
"http://www.cdisc.org","36884632-b28e-4b71-ad05-8c59f4af1e39","Code","2023-12-15","Code_269","Laboratory Test Fasting Status","C83309"
"http://www.cdisc.org","b39237ed-8316-4abe-a43c-20ba6652323c","Code","2023-12-15","Code_270","ALB","C64431"
"http://www.cdisc.org","5a195d4b-dc46-4b44-9edd-261b6e4bca52","Code","2023-12-15","Code_271","ALP","C64432"
"http://www.cdisc.org","a53a1476-daef-4fba-b42b-b9a37ac1bd92","Code","2023-12-15","Code_272","Laboratory Test Result","C36292"
"http://www.cdisc.org","655cbdd1-db28-433c-893e-da1d42977b63","Code","2023-12-15","Code_273","Unit per Liter","C67456"
"http://www.cdisc.org","ff355914-6b2d-4f2e-9f46-c5e36b5a7dc5","Code","2023-12-15","Code_274","Microkatal per Liter","C67397"
"http://www.cdisc.org","ab6c9477-64d1-4b3b-9346-7201c4959f94","Code","2023-12-15","Code_275","International Unit per Liter","C67376"
"http://www.cdisc.org","605be836-3dfe-4d21-be80-9a03a50af6f7","Code","2023-12-15","Code_276","Unit of Catalytic Activity Concentration","C67365"
"http://www.cdisc.org","46712568-331b-43d5-829d-73af025d4fe0","Code","2023-12-15","Code_277","Biospecimen Type","C70713"
"http://www.cdisc.org","538502e1-2ac2-4fb7-89bc-8efa879638bc","Code","2023-12-15","Code_278","No","C49487"
"http://www.cdisc.org","6295b498-8dfe-4328-b556-781216e1b73c","Code","2023-12-15","Code_279","Yes","C49488"
"http://www.cdisc.org","e20be521-5551-40d5-8262-4f520520fa33","Code","2023-12-15","Code_280","Laboratory Test Fasting Status","C83309"
"http://www.cdisc.org","1975acaa-bc02-42d9-b2e8-449c28c19122","Code","2023-12-15","Code_281","ALP","C64432"
"http://www.cdisc.org","06786c42-6966-4163-a8a2-a4492249763f","Code","2023-12-15","Code_282","AST","C64467"
"http://www.cdisc.org","c33fe039-f902-4e3d-863f-724d59e2f49f","Code","2023-12-15","Code_283","Laboratory Test Result","C36292"
"http://www.cdisc.org","93e4db24-f313-4663-80c7-70e06ef7ad70","Code","2023-12-15","Code_284","Unit per Liter","C67456"
"http://www.cdisc.org","cbd81d69-252d-4c07-9ce0-05fbbb7e0e28","Code","2023-12-15","Code_285","Microkatal per Liter","C67397"
"http://www.cdisc.org","27de6881-57b4-4f0d-8ebd-4e0c7ee80de3","Code","2023-12-15","Code_286","International Unit per Liter","C67376"
"http://www.cdisc.org","744f4b8a-9ba6-4944-bb5d-bb2f094538d9","Code","2023-12-15","Code_287","Unit of Catalytic Activity Concentration","C67365"
"http://www.cdisc.org","47c398b1-066f-4385-8994-c7aafcdddcd4","Code","2023-12-15","Code_288","Biospecimen Type","C70713"
"http://www.cdisc.org","e924922b-e710-4b90-80e0-78fab886e39d","Code","2023-12-15","Code_289","No","C49487"
"http://www.cdisc.org","e98be790-465f-44a9-b45e-f3b988221907","Code","2023-12-15","Code_290","Yes","C49488"
"http://www.cdisc.org","e16d2007-20fe-44c8-8c4c-5127f477a786","Code","2023-12-15","Code_291","Laboratory Test Fasting Status","C83309"
"http://www.cdisc.org","7d182d1c-291a-4273-bf38-a3ce4fa6e253","Code","2023-12-15","Code_292","AST","C64467"
"http://www.cdisc.org","fc6655a7-37bb-4f1b-92df-b30c1b3de18e","Code","2023-12-15","Code_293","CREAT","C64547"
"http://www.cdisc.org","539946c5-bf90-406a-9afa-19915709514b","Code","2023-12-15","Code_294","Laboratory Test Result","C36292"
"http://www.cdisc.org","fb27792b-5352-441a-ad79-7964ad0fe7e9","Code","2023-12-15","Code_295","Milligram per Deciliter","C67015"
"http://www.cdisc.org","bac4df10-53ff-4051-8c8c-e11824ae3beb","Code","2023-12-15","Code_296","Microgram per Milliliter","C64572"
"http://www.cdisc.org","4ae818f4-a2ba-41c4-96a4-47971b204576","Code","2023-12-15","Code_297","Millimole per Liter","C64387"
"http://www.cdisc.org","9ec8f799-7603-4511-9dcf-768c96b8d6c7","Code","2023-12-15","Code_298","Micromole per Liter","C48508"
"http://www.cdisc.org","1f3b1c09-c142-472a-a6cc-a7332523deff","Code","2023-12-15","Code_299","Unit of Concentration","C48207"
"http://www.cdisc.org","fdf840e8-e688-4df1-a6c1-c2a315ef915a","Code","2023-12-15","Code_300","Biospecimen Type","C70713"
"http://www.cdisc.org","5ad76e9f-a225-4685-95b4-15f8b7daea3b","Code","2023-12-15","Code_301","No","C49487"
"http://www.cdisc.org","d0609f00-c8f3-4281-af44-d378a15416bc","Code","2023-12-15","Code_302","Yes","C49488"
"http://www.cdisc.org","edc25434-f350-4768-bfbd-76e5e786530f","Code","2023-12-15","Code_303","Laboratory Test Fasting Status","C83309"
"http://www.cdisc.org","8c0322ab-3322-4250-915d-841e4a50b702","Code","2023-12-15","Code_304","CREAT","C64547"
"http://www.cdisc.org","2a0dd292-045f-4d2c-b73b-7376b9245e1f","Code","2023-12-15","Code_305","K","C64853"
"http://www.cdisc.org","a53a45bf-c468-4d7f-bc2e-0958f0031b52","Code","2023-12-15","Code_306","Laboratory Test Result","C36292"
"http://www.cdisc.org","5c78a289-bd3d-4dfa-9a6e-297b228013d8","Code","2023-12-15","Code_307","Milliequivalent per Liter","C67474"
"http://www.cdisc.org","3e83ed1d-dc90-4d02-9064-4d3bbed623a0","Code","2023-12-15","Code_308","Milliequivalent per Deciliter","C67473"
"http://www.cdisc.org","eeeb4e4f-ead9-4b32-8968-bba7f50c25df","Code","2023-12-15","Code_309","Millimole per Liter","C64387"
"http://www.cdisc.org","054a2273-13f9-4d85-affa-4bee08f9e843","Code","2023-12-15","Code_310","Molarity Unit","C64567"
"http://www.cdisc.org","4b43a909-5881-4d5d-8a4d-5ee1b57b8305","Code","2023-12-15","Code_311","Biospecimen Type","C70713"
"http://www.cdisc.org","c2d7e28f-21ce-4d12-9be5-5fb4d347a898","Code","2023-12-15","Code_312","No","C49487"
"http://www.cdisc.org","61ef22f0-3ddd-4e3a-98cc-4e13ed5d674f","Code","2023-12-15","Code_313","Yes","C49488"
"http://www.cdisc.org","185db8e1-b046-4288-9ed4-5f75c858d0d6","Code","2023-12-15","Code_314","Laboratory Test Fasting Status","C83309"
"http://www.cdisc.org","99814c35-5706-4b64-b9b3-ce0ecd9fdc3e","Code","2023-12-15","Code_315","K","C64853"
"http://www.cdisc.org","4f903f3e-d6bd-4a1b-9fd2-213f58903300","Code","2023-12-15","Code_316","SODIUM","C64809"
"http://www.cdisc.org","0455b62f-fff8-4c42-ad1e-c4049d3a6677","Code","2023-12-15","Code_317","Laboratory Test Result","C36292"
"http://www.cdisc.org","57aeb5e2-cc11-4cda-b8c7-74130f4ed424","Code","2023-12-15","Code_318","Milliequivalent per Liter","C67474"
"http://www.cdisc.org","a0a74ba5-ede4-4ee4-92e3-aecc7bcaf63e","Code","2023-12-15","Code_319","Milliequivalent per Deciliter","C67473"
"http://www.cdisc.org","f2e0a57a-9f51-43e9-a16d-22119d767231","Code","2023-12-15","Code_320","Millimole per Liter","C64387"
"http://www.cdisc.org","68b89e4a-022b-420b-8c44-5e4318309b05","Code","2023-12-15","Code_321","Molarity Unit","C64567"
"http://www.cdisc.org","c2ba0bea-ae3e-4604-a1b7-73ad38402942","Code","2023-12-15","Code_322","Biospecimen Type","C70713"
"http://www.cdisc.org","557460f6-0232-4c73-9832-9f40e4b88dd5","Code","2023-12-15","Code_323","No","C49487"
"http://www.cdisc.org","bcfc1ada-f569-41fd-a71d-ace1f747dff7","Code","2023-12-15","Code_324","Yes","C49488"
"http://www.cdisc.org","10ace139-413f-4950-abd6-18fbbf5a747e","Code","2023-12-15","Code_325","Laboratory Test Fasting Status","C83309"
"http://www.cdisc.org","7ce5d570-349e-4238-8f46-929d4b411c7c","Code","2023-12-15","Code_326","SODIUM","C64809"
"http://www.cdisc.org","dc12de1e-2fa0-4b72-a11b-32f6ef85934f","Code","2023-12-15","Code_327","SYSBP","C25298"
"http://www.cdisc.org","d4f25174-d765-4349-bd1b-ed7458258bbd","Code","2023-12-15","Code_328","Clinical Test Result","C77140"
"http://www.cdisc.org","a799e5a6-6125-4ff6-b06a-f3a1b6be38a3","Code","2023-12-15","Code_329","Unit of Pressure","C49669"
"http://www.cdisc.org","bebcb99d-7fc3-465a-9e51-6175b0b22469","Code","2023-12-15","Code_330","Sitting","C62122"
"http://www.cdisc.org","02457707-00b2-41ae-b7c1-b4209efd20a2","Code","2023-12-15","Code_331","Standing","C62166"
"http://www.cdisc.org","c062181f-6418-4142-aab6-3f539a28e33a","Code","2023-12-15","Code_332","Supine Position","C62167"
"http://www.cdisc.org","8eb50940-322f-43f8-b641-eca215ef3a30","Code","2023-12-15","Code_333","Body Position","C62164"
"http://www.cdisc.org","f34b47da-135c-41b7-9456-0eeaea751a31","Code","2023-12-15","Code_334","Brachial Artery","C12681"
"http://www.cdisc.org","7751bf3f-ed4f-4b7d-80ae-7c49564319c7","Code","2023-12-15","Code_335","Common Carotid Artery","C12687"
"http://www.cdisc.org","163837c5-4f44-4807-93d8-58afd495ab3c","Code","2023-12-15","Code_336","Dorsalis Pedis Artery","C32478"
"http://www.cdisc.org","aa09366a-e2fc-486d-8968-54a847dbb599","Code","2023-12-15","Code_337","Femoral Artery","C12715"
"http://www.cdisc.org","9d74c4d4-a759-4081-aa65-1aa7c38963b2","Code","2023-12-15","Code_338","Radial Artery","C12838"
"http://www.cdisc.org","4da3cc6b-ffd0-423d-8b98-eb752be096a2","Code","2023-12-15","Code_339","Anatomic Site","C13717"
"http://www.cdisc.org","ac117604-6a56-4d6a-bf01-806a00b73d51","Code","2023-12-15","Code_340","Left","C25229"
"http://www.cdisc.org","97bd4a02-1165-463b-8f37-2c001b69a319","Code","2023-12-15","Code_341","Right","C25228"
"http://www.cdisc.org","04073d1a-1936-40fa-8e6b-485a4e74def5","Code","2023-12-15","Code_342","Laterality","C25185"
"http://www.cdisc.org","eacb4abd-cee5-45b5-99d1-3ae685ec833d","Code","2023-12-15","Code_343","SYSBP","C25298"
"http://www.cdisc.org","347596ee-e804-4138-9adf-34f5b7cd2fc5","Code","2023-12-15","Code_344","DIABP","C25299"
"http://www.cdisc.org","c2a11df9-2581-4dba-bf4d-bde6fa7820d6","Code","2023-12-15","Code_345","Clinical Test Result","C77140"
"http://www.cdisc.org","a431ef3e-c971-4cb1-a16b-ce166f580cb2","Code","2023-12-15","Code_346","Unit of Pressure","C49669"
"http://www.cdisc.org","cb51fa9c-6b2b-4292-bb85-4b8b8140cac2","Code","2023-12-15","Code_347","Sitting","C62122"
"http://www.cdisc.org","cc422498-08c4-45b0-a315-ac5ee9844719","Code","2023-12-15","Code_348","Standing","C62166"
"http://www.cdisc.org","71d57b65-968c-4400-9d10-a07cdd167104","Code","2023-12-15","Code_349","Supine Position","C62167"
"http://www.cdisc.org","a58cceed-9b65-446a-9ac1-41f5c5451489","Code","2023-12-15","Code_350","Body Position","C62164"
"http://www.cdisc.org","bff9fef2-085c-4353-8dd4-b733e528f182","Code","2023-12-15","Code_351","Brachial Artery","C12681"
"http://www.cdisc.org","10bff2da-cfc2-4df1-bd9b-fcf5cb933059","Code","2023-12-15","Code_352","Common Carotid Artery","C12687"
"http://www.cdisc.org","8a30c518-79a7-46e0-86bf-3addb147e4d0","Code","2023-12-15","Code_353","Dorsalis Pedis Artery","C32478"
"http://www.cdisc.org","6ccede37-bb4d-4ecd-aca6-7f6025ee4e11","Code","2023-12-15","Code_354","Femoral Artery","C12715"
"http://www.cdisc.org","219ede2f-1f04-470f-8f76-4a2a2afd67d3","Code","2023-12-15","Code_355","Radial Artery","C12838"
"http://www.cdisc.org","f975fc55-b0a7-4ac4-8bd2-dfa8320e3016","Code","2023-12-15","Code_356","Anatomic Site","C13717"
"http://www.cdisc.org","f5335ac6-167e-4504-910f-4ed9f0e72714","Code","2023-12-15","Code_357","Left","C25229"
"http://www.cdisc.org","19a3388e-aefe-4d94-ba5d-ed45f41b2810","Code","2023-12-15","Code_358","Right","C25228"
"http://www.cdisc.org","f22b0803-b973-4f09-878d-69acf8a9b9aa","Code","2023-12-15","Code_359","Laterality","C25185"
"http://www.cdisc.org","4c92f0ec-1717-45e0-afc4-2f92239b25bd","Code","2023-12-15","Code_360","DIABP","C25299"
"http://www.cdisc.org","23f909c0-de02-4f92-8036-f5685c718b14","Code","2023-12-15","Code_361","HR","C49677"
"http://www.cdisc.org","2a048b06-cf29-4287-9c8b-bee8b2f2819e","Code","2023-12-15","Code_362","Clinical Test Result","C77140"
"http://www.cdisc.org","ba46ecbe-2d60-416c-9de4-a8c9f1b6929f","Code","2023-12-15","Code_363","Count per Minute","C73688"
"http://www.cdisc.org","f91a218b-7ca0-47e7-9b63-a4cc767534c2","Code","2023-12-15","Code_364","Sitting","C62122"
"http://www.cdisc.org","a56e091c-7f7d-465d-a5ee-3e882c8cd100","Code","2023-12-15","Code_365","Standing","C62166"
"http://www.cdisc.org","9251432f-8af6-4ab9-a96c-c9ce98a3fb87","Code","2023-12-15","Code_366","Supine Position","C62167"
"http://www.cdisc.org","7c97ec31-a1e1-45ec-b5dd-55e6987de339","Code","2023-12-15","Code_367","Body Position","C62164"
"http://www.cdisc.org","127f4b24-fbc6-45c8-9528-3a9ab21bab19","Code","2023-12-15","Code_368","Brachial Artery","C12681"
"http://www.cdisc.org","df5e148f-01c0-4cd4-800f-5b67b34c0449","Code","2023-12-15","Code_369","Common Carotid Artery","C12687"
"http://www.cdisc.org","c426a2f2-5c42-4651-9911-8569623d59c1","Code","2023-12-15","Code_370","Dorsalis Pedis Artery","C32478"
"http://www.cdisc.org","98edb72e-087a-4541-b6c8-e87e1b8dba6f","Code","2023-12-15","Code_371","Femoral Artery","C12715"
"http://www.cdisc.org","415b5d7e-df40-498b-a02c-79a672f66466","Code","2023-12-15","Code_372","Radial Artery","C12838"
"http://www.cdisc.org","0c35ccf7-e965-453b-a676-fa72f5537acf","Code","2023-12-15","Code_373","Anatomic Site","C13717"
"http://www.cdisc.org","b93faf27-0d95-4169-b4d9-7c073d19fa40","Code","2023-12-15","Code_374","Left","C25229"
"http://www.cdisc.org","cd5ac8fb-9f0a-47cd-b0ae-27c0d4f9c48c","Code","2023-12-15","Code_375","Right","C25228"
"http://www.cdisc.org","86c83e9b-8416-4fdc-92c2-efd424886e6b","Code","2023-12-15","Code_376","Laterality","C25185"
"http://www.cdisc.org","f01c587e-5607-410e-963c-f1dd51649f0d","Code","2023-12-15","Code_377","HR","C49677"
"http://www.cdisc.org","de1c5728-1186-4513-b97a-d49021c0ac35","Code","2023-12-15","Code_378","SYSBP","C25298"
