"codeSystemVersion","instanceType","decode","id","codeSystem","uuid:ID","code"
"2023-12-15","Code","Yes","Code_168","http://www.cdisc.org","b65942f9-0d8f-4db8-bb80-22c77dfe21f3","C49488"
"2023-12-15","Code","Disabling Adverse Event","Code_169","http://www.cdisc.org","7a75957c-1b32-46f5-bd64-8f4a92bfcefa","C113380"
"2023-12-15","Code","No","Code_170","http://www.cdisc.org","221c8796-47ea-4b4f-b76e-3a678c18cfcc","C49487"
"2023-12-15","Code","Yes","Code_171","http://www.cdisc.org","4a600870-279b-428e-b957-c633d08a68f7","C49488"
"2023-12-15","Code","Death Related to Adverse Event","Code_172","http://www.cdisc.org","7e4c9654-2b89-486b-9462-4a4b9486e6ca","C48275"
"2023-12-15","Code","No","Code_173","http://www.cdisc.org","ba3086d3-b97a-4270-aef9-226988597fc9","C49487"
"2023-12-15","Code","Yes","Code_174","http://www.cdisc.org","94fa8c9f-a7f8-4bc4-9457-0f51f150840e","C49488"
"2023-12-15","Code","Adverse Event associated with Hospitalization","Code_175","http://www.cdisc.org","5af3b195-58ab-4753-a9e9-6e9dced1ffa8","C83052"
"2023-12-15","Code","No","Code_176","http://www.cdisc.org","5c589758-4269-45c3-b192-422b0e76fb62","C49487"
"2023-12-15","Code","Yes","Code_177","http://www.cdisc.org","7e165be7-dd24-4cb2-9ca9-1c085d6be9a3","C49488"
"2023-12-15","Code","Life Threatening Adverse Event","Code_178","http://www.cdisc.org","82b669b8-d4df-40d7-aaa6-aa0c54443898","C84266"
"2023-12-15","Code","No","Code_179","http://www.cdisc.org","44657cdb-5ef0-44f7-a3bf-b5306c8b9507","C49487"
"2023-12-15","Code","Yes","Code_180","http://www.cdisc.org","5aea48db-68a2-4a49-8ad9-478b87fd8f05","C49488"
"2023-12-15","Code","Adverse Event Occurred with Overdose","Code_181","http://www.cdisc.org","db4e2bda-cf69-415d-bf22-669e798069a1","C83214"
"2023-12-15","Code","No","Code_182","http://www.cdisc.org","619b21b8-f058-4f2d-b4a8-79140e630078","C49487"
"2023-12-15","Code","Yes","Code_183","http://www.cdisc.org","b2ccd150-9b60-40d9-a825-3a4d76ea5465","C49488"
"2023-12-15","Code","Adverse Event Associated with Serious Medical Event","Code_184","http://www.cdisc.org","bb96e930-98eb-44fe-af59-9cd900bd4958","C83053"
"2023-12-15","Code","No","Code_185","http://www.cdisc.org","bff74818-10fc-4b1f-a19f-7eafb6828906","C49487"
"2023-12-15","Code","Yes","Code_186","http://www.cdisc.org","32a376c9-3567-4319-8d77-a9bac259ebf2","C49488"
"2023-12-15","Code","Adverse Event Concomitant Treatment","Code_187","http://www.cdisc.org","5476d3b9-892a-4580-9580-c88d662dabd7","C83199"
"2023-12-15","Code","Adverse Event Start Date Time","Code_188","http://www.cdisc.org","ec28aa7d-fe46-4abe-8e08-4219f5488d40","C83215"
"2023-12-15","Code","Adverse Event End Date Time","Code_189","http://www.cdisc.org","742b1a36-9b68-4985-8fcf-55c79751f850","C83201"
"2023-12-15","Code","Solicited Adverse Event","Code_190","http://www.cdisc.org","bc9e9abb-6e86-4e46-b999-9fa0e3ba1ab8","C179175"
"2023-12-15","Code","SYSBP","Code_191","http://www.cdisc.org","f5bf740c-4c50-406c-93c9-6c528e1ff31d","C25298"
"2023-12-15","Code","Clinical Test Result","Code_192","http://www.cdisc.org","e994ab27-df78-499c-938a-e8eb78a46694","C77140"
"2023-12-15","Code","Unit of Pressure","Code_193","http://www.cdisc.org","6f2b046a-30f1-4553-b17f-b5f301361711","C49669"
"2023-12-15","Code","Sitting","Code_194","http://www.cdisc.org","048fa643-b8b0-41bc-b820-7e2379995876","C62122"
"2023-12-15","Code","Standing","Code_195","http://www.cdisc.org","b7f88542-e08a-4e89-b0da-a57eb4c5d00b","C62166"
"2023-12-15","Code","Supine Position","Code_196","http://www.cdisc.org","89eb075e-046d-4a43-b568-772b5cbedaf0","C62167"
"2023-12-15","Code","Body Position","Code_197","http://www.cdisc.org","54c2fcc5-3229-4477-8410-8a520c9e8408","C62164"
"2023-12-15","Code","Brachial Artery","Code_198","http://www.cdisc.org","8de65e98-6ba7-4b43-a292-dfa9ab103241","C12681"
"2023-12-15","Code","Common Carotid Artery","Code_199","http://www.cdisc.org","2d96c76f-b6c2-4358-8e06-8408a9e8c250","C12687"
"2023-12-15","Code","Dorsalis Pedis Artery","Code_200","http://www.cdisc.org","6fe78bbe-b87e-41ca-909e-5cf8b3b85886","C32478"
"2023-12-15","Code","Femoral Artery","Code_201","http://www.cdisc.org","cfbbfee3-8253-4f66-8331-36c8bceab314","C12715"
"2023-12-15","Code","Radial Artery","Code_202","http://www.cdisc.org","72d19127-2801-49b3-ac36-aef56472d18e","C12838"
"2023-12-15","Code","Anatomic Site","Code_203","http://www.cdisc.org","79d1b530-d880-4aa9-b494-671a8edebbd2","C13717"
"2023-12-15","Code","Left","Code_204","http://www.cdisc.org","13addc02-1755-4376-96ad-10b3e13bca7f","C25229"
"2023-12-15","Code","Right","Code_205","http://www.cdisc.org","cea9576f-f155-4953-aea6-939a9ab544dc","C25228"
"2023-12-15","Code","Laterality","Code_206","http://www.cdisc.org","ab5be3f5-27c3-4fce-8bf4-2e276902ed52","C25185"
"2023-12-15","Code","SYSBP","Code_207","http://www.cdisc.org","3ec02401-a312-4514-8fcb-ea7b04affb29","C25298"
"2023-12-15","Code","DIABP","Code_208","http://www.cdisc.org","0104af5f-08aa-48f3-ad5e-e837f7f7ad47","C25299"
"2023-12-15","Code","Clinical Test Result","Code_209","http://www.cdisc.org","5f37b153-58fe-49a7-b313-41a40bee9e33","C77140"
"2023-12-15","Code","Unit of Pressure","Code_210","http://www.cdisc.org","f7997f32-2b7c-4281-820c-bb1344cefec9","C49669"
"2023-12-15","Code","Sitting","Code_211","http://www.cdisc.org","940cda22-89ce-4cf3-8a4f-e86579aa82be","C62122"
"2023-12-15","Code","Standing","Code_212","http://www.cdisc.org","6e86f504-d194-48c5-b887-c3b448f3128b","C62166"
"2023-12-15","Code","Supine Position","Code_213","http://www.cdisc.org","356714b5-ddb6-4d44-a16d-74cd549813ae","C62167"
"2023-12-15","Code","Body Position","Code_214","http://www.cdisc.org","5cca5f8d-2d30-4e31-89d4-69d99916b800","C62164"
"2023-12-15","Code","Brachial Artery","Code_215","http://www.cdisc.org","5cd3ee4f-dcd7-47c8-9db6-48d952456607","C12681"
"2023-12-15","Code","Common Carotid Artery","Code_216","http://www.cdisc.org","7a83c99c-52fd-4ccc-8b21-61a8eaa8b9b1","C12687"
"2023-12-15","Code","Dorsalis Pedis Artery","Code_217","http://www.cdisc.org","99e9af10-da4a-4305-9574-3bb7a38e9d8e","C32478"
"2023-12-15","Code","Femoral Artery","Code_218","http://www.cdisc.org","a9210db9-5c7f-4da3-99e1-ebc6fa6b4cd8","C12715"
"2023-12-15","Code","Radial Artery","Code_219","http://www.cdisc.org","083ebe57-dbe6-4821-8ac8-366d4a7958f4","C12838"
"2023-12-15","Code","Anatomic Site","Code_220","http://www.cdisc.org","bce2c465-ed49-4131-8534-8e9adc171a98","C13717"
"2023-12-15","Code","Left","Code_221","http://www.cdisc.org","3f58e3af-512e-4aed-91bb-2dd774c93230","C25229"
"2023-12-15","Code","Right","Code_222","http://www.cdisc.org","1f482d9e-a114-405a-a03e-e9545f4ef055","C25228"
"2023-12-15","Code","Laterality","Code_223","http://www.cdisc.org","649e9491-d31e-45f8-864e-2b1a73248b91","C25185"
"2023-12-15","Code","DIABP","Code_224","http://www.cdisc.org","117c1647-a5c6-42aa-a7a4-d2b9282dc073","C25299"
"2023-12-15","Code","TEMP","Code_225","http://www.cdisc.org","a53d0c96-0e59-40a6-ad6a-97e78f8d9333","C174446"
"2023-12-15","Code","Clinical Test Result","Code_226","http://www.cdisc.org","e85ceeea-f016-439c-93c7-899d1a5ea56f","C77140"
"2023-12-15","Code","Degree Celsius","Code_227","http://www.cdisc.org","6a227f42-a18b-4f33-8e0d-b7cef207da5b","C42559"
"2023-12-15","Code","Degree Fahrenheit","Code_228","http://www.cdisc.org","75dbb947-0931-4773-904a-ce98ee0ff2c5","C44277"
"2023-12-15","Code","Kelvin","Code_229","http://www.cdisc.org","93a3b09e-1667-4c3f-be19-283add3e13d0","C42537"
"2023-12-15","Code","Unit of Temperature","Code_230","http://www.cdisc.org","2bc788c4-a496-41f5-aa57-552dd0a35ec2","C44276"
"2023-12-15","Code","Axilla","Code_231","http://www.cdisc.org","8aeca45d-ac67-4c88-b1ec-95542c6d415c","C12674"
"2023-12-15","Code","Ear","Code_232","http://www.cdisc.org","7648791c-9a68-4bf6-9b85-a008b6de48b5","C12394"
"2023-12-15","Code","Forehead","Code_233","http://www.cdisc.org","8f6595ce-e5ac-4a48-81d1-b77a688b7820","C89803"
"2023-12-15","Code","Oral Cavity","Code_234","http://www.cdisc.org","60c29743-4f21-45f0-b273-51e93a489db1","C12421"
"2023-12-15","Code","Rectum","Code_235","http://www.cdisc.org","1ae010b1-0140-4eb2-a06e-d217cc03d308","C12390"
"2023-12-15","Code","Anatomic Site","Code_236","http://www.cdisc.org","cbeb1897-c4c6-40c7-be4d-6f7243bd5e24","C13717"
"2023-12-15","Code","TEMP","Code_237","http://www.cdisc.org","ecceb666-a955-4128-8168-eea67ea50f4b","C174446"
"2023-12-15","Code","WEIGHT","Code_238","http://www.cdisc.org","8bd91b8d-5197-4666-baa3-2750ae52e3bd","C25208"
"2023-12-15","Code","Clinical Test Result","Code_239","http://www.cdisc.org","27e482d9-06d0-43bf-a71c-21c6c84ca388","C77140"
"2023-12-15","Code","Pound","Code_240","http://www.cdisc.org","25eadd03-310c-41d7-9776-37d61d921fa7","C48531"
"2023-12-15","Code","Gram","Code_241","http://www.cdisc.org","90792820-cd40-40b3-b89c-d22cbf62cab2","C48155"
"2023-12-15","Code","Kilogram","Code_242","http://www.cdisc.org","a9e6dd77-ad90-443a-8ab0-e15f0a77dfb8","C28252"
"2023-12-15","Code","Unit of Weight","Code_243","http://www.cdisc.org","816549a0-6ad6-45a2-b73b-e6476e075599","C48208"
"2023-12-15","Code","WEIGHT","Code_244","http://www.cdisc.org","2895e22e-aba7-43ec-b94b-709c8ea192ec","C25208"
"2023-12-15","Code","HEIGHT","Code_245","http://www.cdisc.org","7b7a5fde-be95-41f6-afe2-2cca1b1e5b42","C25347"
"2023-12-15","Code","Clinical Test Result","Code_246","http://www.cdisc.org","5d67f095-08dc-4498-924e-44c310ed92c1","C77140"
"2023-12-15","Code","Centimeter","Code_247","http://www.cdisc.org","4062276e-19ed-4610-b550-e611b9cdff50","C49668"
"2023-12-15","Code","Inch","Code_248","http://www.cdisc.org","81d44379-5d23-46c2-9517-5bd160d3d940","C48500"
"2023-12-15","Code","Meter","Code_249","http://www.cdisc.org","5c295dc2-782f-4292-994e-5f9381723139","C41139"
"2023-12-15","Code","Unit of Height","Code_250","http://www.cdisc.org","859e1907-c0cf-4e77-b66a-240bba8a2e49","C168688"
"2023-12-15","Code","HEIGHT","Code_251","http://www.cdisc.org","d066c991-1e0e-4dd0-a358-e1cadf9b4130","C25347"
"2023-12-15","Code","ALT","Code_252","http://www.cdisc.org","20f8c31b-01cb-49c8-9672-616792fd0aa0","C64433"
"2023-12-15","Code","Laboratory Test Result","Code_253","http://www.cdisc.org","df3f0b3c-86bb-4f12-8a06-adf5cff055c8","C36292"
"2023-12-15","Code","Unit per Liter","Code_254","http://www.cdisc.org","19d2b4d5-d7d1-4438-b0c6-e65fc45e0a95","C67456"
"2023-12-15","Code","Microkatal per Liter","Code_255","http://www.cdisc.org","258c325d-fa83-4d7f-bd6f-267e21e3e97c","C67397"
"2023-12-15","Code","International Unit per Liter","Code_256","http://www.cdisc.org","e1d1550c-c2c7-41c6-883e-f3d9da17fba5","C67376"
"2023-12-15","Code","Nanokatal per Liter","Code_257","http://www.cdisc.org","0f4ce018-c40c-4bd1-a99b-6e37d5319896","C70510"
"2023-12-15","Code","Unit of Catalytic Activity Concentration","Code_258","http://www.cdisc.org","1bea0982-1c2c-4a46-8558-c588a7684e25","C67365"
"2023-12-15","Code","Biospecimen Type","Code_259","http://www.cdisc.org","a2e3e215-af60-4004-a315-5770d3aa4475","C70713"
"2023-12-15","Code","No","Code_260","http://www.cdisc.org","37e01c68-169b-416d-8824-4482729ae3cc","C49487"
"2023-12-15","Code","Yes","Code_261","http://www.cdisc.org","0c70f125-ea71-4243-883f-75c4d438a521","C49488"
"2023-12-15","Code","Laboratory Test Fasting Status","Code_262","http://www.cdisc.org","f662f1ad-3709-498a-b3db-f22d0d39da6d","C83309"
"2023-12-15","Code","ALT","Code_263","http://www.cdisc.org","777adc66-1f33-4fbf-bdf2-729ef88f046e","C64433"
"2023-12-15","Code","ALB","Code_264","http://www.cdisc.org","75bf6bcd-f485-46af-b35e-4ba0a6f7a37c","C64431"
"2023-12-15","Code","Laboratory Test Result","Code_265","http://www.cdisc.org","da7f4a97-a21d-4c08-936b-3c766c57dfc1","C36292"
"2023-12-15","Code","Biospecimen Type","Code_266","http://www.cdisc.org","e16ced15-78aa-47d2-80dd-b486d5d05364","C70713"
"2023-12-15","Code","No","Code_267","http://www.cdisc.org","850fdcff-5138-4d64-b86e-f838dfa16adb","C49487"
"2023-12-15","Code","Yes","Code_268","http://www.cdisc.org","383bc433-703c-4209-b691-a9b400ee1a06","C49488"
"2023-12-15","Code","Laboratory Test Fasting Status","Code_269","http://www.cdisc.org","08849687-795e-4152-a037-238fba5e8e80","C83309"
"2023-12-15","Code","ALB","Code_270","http://www.cdisc.org","02acdfca-f64f-48d5-9546-3a89852300dc","C64431"
"2023-12-15","Code","ALP","Code_271","http://www.cdisc.org","879ec3e4-c4d4-4cc5-b6f0-4c3f1c812e1a","C64432"
"2023-12-15","Code","Laboratory Test Result","Code_272","http://www.cdisc.org","f4caeed0-f28b-4f3e-b6cf-5416bd43d96b","C36292"
"2023-12-15","Code","Unit per Liter","Code_273","http://www.cdisc.org","1716424f-9c8d-4ed2-b736-e30b3c92ea02","C67456"
"2023-12-15","Code","Microkatal per Liter","Code_274","http://www.cdisc.org","1ad0669e-f79c-417f-b8bf-3e3f8b346d80","C67397"
"2023-12-15","Code","International Unit per Liter","Code_275","http://www.cdisc.org","d52a52f7-23dc-4f5a-b755-57c13c662f3e","C67376"
"2023-12-15","Code","Unit of Catalytic Activity Concentration","Code_276","http://www.cdisc.org","02f93756-be8b-4cf0-9bf6-8ff849b8e9b1","C67365"
"2023-12-15","Code","Biospecimen Type","Code_277","http://www.cdisc.org","b06d7b1f-1c20-44ec-928d-e9dae6d3db0c","C70713"
"2023-12-15","Code","No","Code_278","http://www.cdisc.org","34a93a21-40a2-4c35-b27a-137be258bafe","C49487"
"2023-12-15","Code","Yes","Code_279","http://www.cdisc.org","4298f0aa-6b03-4cf0-83d8-2223058da0ac","C49488"
"2023-12-15","Code","Laboratory Test Fasting Status","Code_280","http://www.cdisc.org","73978080-9053-4b30-9b4e-7e8cdbf06eb6","C83309"
"2023-12-15","Code","ALP","Code_281","http://www.cdisc.org","bd7d73d0-47f9-4fb4-bad6-0ad0a53fb611","C64432"
"2023-12-15","Code","AST","Code_282","http://www.cdisc.org","47bf9851-0dce-45ae-bdb9-58e10304c445","C64467"
"2023-12-15","Code","Laboratory Test Result","Code_283","http://www.cdisc.org","16accce2-c821-4478-8c6d-aaccad3e43f6","C36292"
"2023-12-15","Code","Unit per Liter","Code_284","http://www.cdisc.org","1865ccd9-366f-4f5c-83ec-b7c3dcfdd896","C67456"
"2023-12-15","Code","Microkatal per Liter","Code_285","http://www.cdisc.org","bd1f0825-e64b-4fa2-98e4-ac267ce552b1","C67397"
"2023-12-15","Code","International Unit per Liter","Code_286","http://www.cdisc.org","191df96b-4f14-4fd3-af51-87f0d626859e","C67376"
"2023-12-15","Code","Unit of Catalytic Activity Concentration","Code_287","http://www.cdisc.org","4bb0f822-a677-4b81-87df-a953101b90e4","C67365"
"2023-12-15","Code","Biospecimen Type","Code_288","http://www.cdisc.org","9bb2d768-4d5d-451e-b17f-5a288642044e","C70713"
"2023-12-15","Code","No","Code_289","http://www.cdisc.org","8ccc05ec-78e8-48ac-b85d-71af2d66d7ed","C49487"
"2023-12-15","Code","Yes","Code_290","http://www.cdisc.org","0da37642-20ec-44b3-a0f6-75230191bfb2","C49488"
"2023-12-15","Code","Laboratory Test Fasting Status","Code_291","http://www.cdisc.org","391e1a05-5de0-4c8d-a1cc-e52eaa165724","C83309"
"2023-12-15","Code","AST","Code_292","http://www.cdisc.org","f96ac449-5442-4c49-b2d8-8f5f947bfb4f","C64467"
"2023-12-15","Code","CREAT","Code_293","http://www.cdisc.org","68d03d87-2d46-4020-b5e9-5ce83a70a127","C64547"
"2023-12-15","Code","Laboratory Test Result","Code_294","http://www.cdisc.org","b8206a00-50ba-4cbc-a696-7e155a5a026f","C36292"
"2023-12-15","Code","Milligram per Deciliter","Code_295","http://www.cdisc.org","95dd3849-2cda-4a57-9cdf-9e56e190239e","C67015"
"2023-12-15","Code","Microgram per Milliliter","Code_296","http://www.cdisc.org","fe1f981a-95af-48e4-b0b4-708842e0e6be","C64572"
"2023-12-15","Code","Millimole per Liter","Code_297","http://www.cdisc.org","e277be3c-c942-493e-9e7a-4cba5e6c8738","C64387"
"2023-12-15","Code","Micromole per Liter","Code_298","http://www.cdisc.org","d4c20238-7d0d-4bad-9447-88f9f4677058","C48508"
"2023-12-15","Code","Unit of Concentration","Code_299","http://www.cdisc.org","6d711ddc-a914-4851-9b7f-3d74851e94b8","C48207"
"2023-12-15","Code","Biospecimen Type","Code_300","http://www.cdisc.org","b71fc3b0-3445-4c2c-b3c1-f63e904e1c05","C70713"
"2023-12-15","Code","No","Code_301","http://www.cdisc.org","b8dd3d4e-c186-4e4a-9a9b-7a4e27258d18","C49487"
"2023-12-15","Code","Yes","Code_302","http://www.cdisc.org","31820191-8f1c-412a-a730-dbf2b16b076d","C49488"
"2023-12-15","Code","Laboratory Test Fasting Status","Code_303","http://www.cdisc.org","2adb79b9-e7c6-4cb6-844e-8f6f79128ead","C83309"
"2023-12-15","Code","CREAT","Code_304","http://www.cdisc.org","1e90d2d4-0eff-4ee7-9706-2fc8567c77ef","C64547"
"2023-12-15","Code","K","Code_305","http://www.cdisc.org","868c0574-6670-4946-aad5-a3af68260f01","C64853"
"2023-12-15","Code","Laboratory Test Result","Code_306","http://www.cdisc.org","91bf0179-0d5a-4049-8861-e1fb8ed1c981","C36292"
"2023-12-15","Code","Milliequivalent per Liter","Code_307","http://www.cdisc.org","be7cb07e-e59e-4e17-bf7f-a06976cdb849","C67474"
"2023-12-15","Code","Milliequivalent per Deciliter","Code_308","http://www.cdisc.org","50192461-e791-4ec3-bc9a-97914f1cb9fd","C67473"
"2023-12-15","Code","Millimole per Liter","Code_309","http://www.cdisc.org","2af9d6b9-7192-4037-b5cb-e4f0906ef50c","C64387"
"2023-12-15","Code","Molarity Unit","Code_310","http://www.cdisc.org","f3cbfcb4-7463-4945-9e9e-bbad2e9319b0","C64567"
"2023-12-15","Code","Biospecimen Type","Code_311","http://www.cdisc.org","6d52407b-320c-4ad5-b541-c9d2aca29078","C70713"
"2023-12-15","Code","No","Code_312","http://www.cdisc.org","3f554122-14d9-4ef1-965b-013556e14b8f","C49487"
"2023-12-15","Code","Yes","Code_313","http://www.cdisc.org","cb2af711-d872-455b-9d59-415966a85238","C49488"
"2023-12-15","Code","Laboratory Test Fasting Status","Code_314","http://www.cdisc.org","bc5faf13-2306-4e2c-b697-1f5e87ba9064","C83309"
"2023-12-15","Code","K","Code_315","http://www.cdisc.org","6d406a36-abc4-42b9-95be-ea1d7eca057e","C64853"
"2023-12-15","Code","SODIUM","Code_316","http://www.cdisc.org","917907c9-e1c8-4c33-8a55-314dc4299650","C64809"
"2023-12-15","Code","Laboratory Test Result","Code_317","http://www.cdisc.org","25a29059-4695-48b0-99ff-eafcdef343b0","C36292"
"2023-12-15","Code","Milliequivalent per Liter","Code_318","http://www.cdisc.org","0612c258-5bc8-41e9-baac-55c50a6e40c5","C67474"
"2023-12-15","Code","Milliequivalent per Deciliter","Code_319","http://www.cdisc.org","73e58e73-a3e3-483b-a005-89f97bb96c20","C67473"
"2023-12-15","Code","Millimole per Liter","Code_320","http://www.cdisc.org","1df1d3c8-a91b-455d-867e-e9b30278f4d2","C64387"
"2023-12-15","Code","Molarity Unit","Code_321","http://www.cdisc.org","b8492532-ba8b-4231-a10d-f1b6f7d1c879","C64567"
"2023-12-15","Code","Biospecimen Type","Code_322","http://www.cdisc.org","dec67f38-81d7-4c10-9d89-747339df1c23","C70713"
"2023-12-15","Code","No","Code_323","http://www.cdisc.org","48a532fb-33db-491d-900e-6842168f1d22","C49487"
"2023-12-15","Code","Yes","Code_324","http://www.cdisc.org","2c84032d-398a-40e7-94ae-9c65925dcff9","C49488"
"2023-12-15","Code","Laboratory Test Fasting Status","Code_325","http://www.cdisc.org","63a07fc6-afe9-4d06-97e1-9c6422d26094","C83309"
"2023-12-15","Code","SODIUM","Code_326","http://www.cdisc.org","ff8e33f2-5483-4a02-8163-9edcccbcb49a","C64809"
"2023-12-15","Code","SYSBP","Code_327","http://www.cdisc.org","4ba1afb0-bc67-4d96-89fc-5b1fc3cb7f44","C25298"
"2023-12-15","Code","Clinical Test Result","Code_328","http://www.cdisc.org","752ad7c9-ba3f-420e-8e40-5fcd8ae7f12e","C77140"
"2023-12-15","Code","Unit of Pressure","Code_329","http://www.cdisc.org","f223cdaa-75c0-4099-b64a-b5d63a89f24b","C49669"
"2023-12-15","Code","Sitting","Code_330","http://www.cdisc.org","c6a1b34e-e91b-46fd-9d31-1136cc60d6e1","C62122"
"2023-12-15","Code","Standing","Code_331","http://www.cdisc.org","aa80b2d7-c83a-4a09-934c-fb6064edec2c","C62166"
"2023-12-15","Code","Supine Position","Code_332","http://www.cdisc.org","3b5377c7-85a6-4145-91bc-a68ed964581e","C62167"
"2023-12-15","Code","Body Position","Code_333","http://www.cdisc.org","b54b4443-679c-4f9f-8a77-bc7f581c1467","C62164"
"2023-12-15","Code","Brachial Artery","Code_334","http://www.cdisc.org","5bcf2027-f7f1-4ebe-942d-3d313171537f","C12681"
"2023-12-15","Code","Common Carotid Artery","Code_335","http://www.cdisc.org","31698df2-fda7-4e72-8caf-80c76ad149a6","C12687"
"2023-12-15","Code","Dorsalis Pedis Artery","Code_336","http://www.cdisc.org","89943550-2260-4662-b611-c615fea067a9","C32478"
"2023-12-15","Code","Femoral Artery","Code_337","http://www.cdisc.org","7d1eb602-29e7-46cd-a646-468cc16dbea9","C12715"
"2023-12-15","Code","Radial Artery","Code_338","http://www.cdisc.org","da4971fd-f951-49b2-b88a-9d69608447e3","C12838"
"2023-12-15","Code","Anatomic Site","Code_339","http://www.cdisc.org","940ab536-a1b4-4120-a5e5-3b6d9bb54879","C13717"
"2023-12-15","Code","Left","Code_340","http://www.cdisc.org","c5c66210-a730-4224-9bde-43b3c6530988","C25229"
"2023-12-15","Code","Right","Code_341","http://www.cdisc.org","8677df4c-4d88-4f86-a30a-c51c11dd1da9","C25228"
"2023-12-15","Code","Laterality","Code_342","http://www.cdisc.org","1892826f-96f0-4291-ba5c-db97fa24590b","C25185"
"2023-12-15","Code","SYSBP","Code_343","http://www.cdisc.org","f05e779d-ea76-4635-a207-4f275fc81590","C25298"
"2023-12-15","Code","DIABP","Code_344","http://www.cdisc.org","f32636de-25e5-4f96-88a4-9be8184a44b9","C25299"
"2023-12-15","Code","Clinical Test Result","Code_345","http://www.cdisc.org","86079738-81ab-4198-9806-fc5da4e63348","C77140"
"2023-12-15","Code","Unit of Pressure","Code_346","http://www.cdisc.org","d91ee4d0-efbf-4e05-a5cf-7492ef3cc6ef","C49669"
"2023-12-15","Code","Sitting","Code_347","http://www.cdisc.org","0493ada1-9c20-4f37-9a4a-f5c644d4be70","C62122"
"2023-12-15","Code","Standing","Code_348","http://www.cdisc.org","c86a93e8-8e64-46eb-a1f1-74d3e3dc3e47","C62166"
"2023-12-15","Code","Supine Position","Code_349","http://www.cdisc.org","b02c34ff-6aba-40c0-bfb8-fb315ef8a8d2","C62167"
"2023-12-15","Code","Body Position","Code_350","http://www.cdisc.org","4bd98fe6-ad1a-4c6b-a48e-66f3b29041bb","C62164"
"2023-12-15","Code","Brachial Artery","Code_351","http://www.cdisc.org","8bfb7312-7d43-4acd-bf3c-f665031e8e57","C12681"
"2023-12-15","Code","Common Carotid Artery","Code_352","http://www.cdisc.org","39fe4266-d6ed-4988-9b66-2323e058edc8","C12687"
"2023-12-15","Code","Dorsalis Pedis Artery","Code_353","http://www.cdisc.org","dd8f060b-0a5d-40a6-9280-cc2b3791bc0b","C32478"
"2023-12-15","Code","Femoral Artery","Code_354","http://www.cdisc.org","79cf7c3b-1aca-4543-bcee-307bfad4d7f9","C12715"
"2023-12-15","Code","Radial Artery","Code_355","http://www.cdisc.org","7840aaf4-2ecc-44e0-aca4-e9687fe10e32","C12838"
"2023-12-15","Code","Anatomic Site","Code_356","http://www.cdisc.org","da2b13c7-3ccb-4eb8-a5f0-c2e03609d49f","C13717"
"2023-12-15","Code","Left","Code_357","http://www.cdisc.org","851946c5-d6b3-45b4-a864-e9bd47014eac","C25229"
"2023-12-15","Code","Right","Code_358","http://www.cdisc.org","e7233df3-f37e-457f-9264-b47621c74f0b","C25228"
"2023-12-15","Code","Laterality","Code_359","http://www.cdisc.org","9adac363-b5d8-40bf-92e9-0eca6dcd6e01","C25185"
"2023-12-15","Code","DIABP","Code_360","http://www.cdisc.org","d5b7b7d4-3ede-4c91-af2c-210e5f7685a3","C25299"
"2023-12-15","Code","HR","Code_361","http://www.cdisc.org","c2759ccf-7b68-477e-a21f-12579a525e0c","C49677"
"2023-12-15","Code","Clinical Test Result","Code_362","http://www.cdisc.org","28acc994-396e-4246-a6b1-328bd332ded4","C77140"
"2023-12-15","Code","Count per Minute","Code_363","http://www.cdisc.org","2a69ba4c-9e0f-4a99-9c57-c811a9975259","C73688"
"2023-12-15","Code","Sitting","Code_364","http://www.cdisc.org","c37b10b7-4808-4ffc-9d44-a073063d2ae0","C62122"
"2023-12-15","Code","Standing","Code_365","http://www.cdisc.org","90c6512e-fd35-4f71-a498-9af16c35736d","C62166"
"2023-12-15","Code","Supine Position","Code_366","http://www.cdisc.org","4b2444f3-7891-488d-8fc9-d68f7bac22fb","C62167"
"2023-12-15","Code","Body Position","Code_367","http://www.cdisc.org","c59c9908-4d22-45d3-a171-5d05db5baa32","C62164"
"2023-12-15","Code","Brachial Artery","Code_368","http://www.cdisc.org","7e19ddae-098d-482e-bef4-2e2848c632ee","C12681"
"2023-12-15","Code","Common Carotid Artery","Code_369","http://www.cdisc.org","219e27d4-f4c5-48bd-991f-dcfb7b058598","C12687"
"2023-12-15","Code","Dorsalis Pedis Artery","Code_370","http://www.cdisc.org","ac332c91-d5bb-40b9-b8fe-4c52f6716033","C32478"
"2023-12-15","Code","Femoral Artery","Code_371","http://www.cdisc.org","8dd31a3b-1390-4581-b5d2-85e2bd631645","C12715"
"2023-12-15","Code","Radial Artery","Code_372","http://www.cdisc.org","252343c2-2367-4789-aeb9-5ccad32c6156","C12838"
"2023-12-15","Code","Anatomic Site","Code_373","http://www.cdisc.org","ffe87c19-895a-4cfd-aac0-df41be59c099","C13717"
"2023-12-15","Code","Left","Code_374","http://www.cdisc.org","5a02f55d-9419-48cf-a871-67039e39f649","C25229"
"2023-12-15","Code","Right","Code_375","http://www.cdisc.org","c65534b0-c49f-468b-b8f8-ca2d67ccbf91","C25228"
"2023-12-15","Code","Laterality","Code_376","http://www.cdisc.org","a680492c-2704-4966-b8e2-d0926772453f","C25185"
"2023-12-15","Code","HR","Code_377","http://www.cdisc.org","2a2acab2-6ffd-49a6-af3d-da19dffee07e","C49677"
