"instanceType","codeSystem","uuid:ID","id","decode","codeSystemVersion","code"
"Code","http://www.cdisc.org","8771e34d-048b-4082-a64b-0e210cfc8e66","Code_173","No","2023-12-15","C49487"
"Code","http://www.cdisc.org","5cf13181-ae34-4558-9ab3-9d40f9fa6071","Code_174","Yes","2023-12-15","C49488"
"Code","http://www.cdisc.org","98ad3cf5-262f-485e-aa78-25529a6a75fd","Code_175","Adverse Event associated with Hospitalization","2023-12-15","C83052"
"Code","http://www.cdisc.org","2a0ad2b5-a117-4248-8f44-46d1236b5208","Code_176","No","2023-12-15","C49487"
"Code","http://www.cdisc.org","1d3d2d43-7a44-4ac6-b54f-0707a5246fb5","Code_177","Yes","2023-12-15","C49488"
"Code","http://www.cdisc.org","ebd7d43f-83e7-4f52-b78f-d59b75c3dfd9","Code_178","Life Threatening Adverse Event","2023-12-15","C84266"
"Code","http://www.cdisc.org","25f3c2fb-188b-49e3-8de8-dc23c6dacbcd","Code_179","No","2023-12-15","C49487"
"Code","http://www.cdisc.org","cba49edc-a9a9-442e-af28-552fd0c13af5","Code_180","Yes","2023-12-15","C49488"
"Code","http://www.cdisc.org","f10bf794-013a-499d-b2a5-1ceee60cd64e","Code_181","Adverse Event Occurred with Overdose","2023-12-15","C83214"
"Code","http://www.cdisc.org","a93a7ce8-990c-47ee-8399-0b8807436f2b","Code_182","No","2023-12-15","C49487"
"Code","http://www.cdisc.org","2a6fa385-610b-4a6e-a6db-5575fc53bd34","Code_183","Yes","2023-12-15","C49488"
"Code","http://www.cdisc.org","1ec7efd7-a455-4aee-83a1-c50dff0e3c6f","Code_184","Adverse Event Associated with Serious Medical Event","2023-12-15","C83053"
"Code","http://www.cdisc.org","06dbeb14-e5cd-4ead-82c9-a89269b94cc7","Code_185","No","2023-12-15","C49487"
"Code","http://www.cdisc.org","f8d7b62c-4769-4200-8e2c-f775ee0f7f55","Code_186","Yes","2023-12-15","C49488"
"Code","http://www.cdisc.org","9eced3ac-1ff3-473d-a394-cb9dffdd219d","Code_187","Adverse Event Concomitant Treatment","2023-12-15","C83199"
"Code","http://www.cdisc.org","00b39081-2e19-4b67-840c-5ef6bb1f5dcc","Code_188","Adverse Event Start Date Time","2023-12-15","C83215"
"Code","http://www.cdisc.org","d151a4f8-be75-4556-b04d-b1a09a149f95","Code_189","Adverse Event End Date Time","2023-12-15","C83201"
"Code","http://www.cdisc.org","1e89c333-b71d-4d65-9e20-4a405e3a5cda","Code_190","Solicited Adverse Event","2023-12-15","C179175"
"Code","http://www.cdisc.org","ada94ec4-b80d-45f0-ad69-37a3c2f8c0d5","Code_191","SYSBP","2023-12-15","C25298"
"Code","http://www.cdisc.org","6d1e7413-00ba-457f-823d-757f402bd9e2","Code_192","Clinical Test Result","2023-12-15","C77140"
"Code","http://www.cdisc.org","b6fc666f-ca29-4cc1-bba4-9a44793b812c","Code_193","Unit of Pressure","2023-12-15","C49669"
"Code","http://www.cdisc.org","2f102886-75b7-4b29-b0b6-c3f9b9fa5d7a","Code_194","Sitting","2023-12-15","C62122"
"Code","http://www.cdisc.org","b73c9fbd-7c05-4d53-9f41-8dffa9bafa24","Code_195","Standing","2023-12-15","C62166"
"Code","http://www.cdisc.org","cf209974-e3eb-4ea1-9a2d-510f512dd390","Code_196","Supine Position","2023-12-15","C62167"
"Code","http://www.cdisc.org","0c9b83c0-e455-454c-b4fe-78faa871c20e","Code_197","Body Position","2023-12-15","C62164"
"Code","http://www.cdisc.org","d204be3c-1b2c-4780-8ca5-312fb1dfa5f0","Code_198","Brachial Artery","2023-12-15","C12681"
"Code","http://www.cdisc.org","35b4b641-361c-40dc-a9b0-ab40bf50a082","Code_199","Common Carotid Artery","2023-12-15","C12687"
"Code","http://www.cdisc.org","1b2ae1db-46ab-4437-b7c5-f1275b418cb7","Code_200","Dorsalis Pedis Artery","2023-12-15","C32478"
"Code","http://www.cdisc.org","a40fc4af-bf7d-40f3-9a97-463585ccf08e","Code_201","Femoral Artery","2023-12-15","C12715"
"Code","http://www.cdisc.org","2d8fd15d-b5e9-47ab-9596-4e52b57a110d","Code_202","Radial Artery","2023-12-15","C12838"
"Code","http://www.cdisc.org","44f6882e-5908-47b6-9866-a104810e29db","Code_203","Anatomic Site","2023-12-15","C13717"
"Code","http://www.cdisc.org","64db7e31-f0e7-4dc6-b671-8a9c2c52361f","Code_204","Left","2023-12-15","C25229"
"Code","http://www.cdisc.org","d317a0b6-cbad-495a-af86-7ede7e316fe2","Code_205","Right","2023-12-15","C25228"
"Code","http://www.cdisc.org","3d3bb3de-c3e7-442b-a16c-a4ce51510073","Code_206","Laterality","2023-12-15","C25185"
"Code","http://www.cdisc.org","bdcd3f5c-f7b3-43db-ae6b-06263c802f97","Code_207","SYSBP","2023-12-15","C25298"
"Code","http://www.cdisc.org","cca2a0bb-46e9-4a05-821d-e3daf7f7b7a3","Code_208","DIABP","2023-12-15","C25299"
"Code","http://www.cdisc.org","f656bf60-7d39-4406-92ae-1920762a8e93","Code_209","Clinical Test Result","2023-12-15","C77140"
"Code","http://www.cdisc.org","22b00fd0-582b-45c1-88ce-ec837b683bc0","Code_210","Unit of Pressure","2023-12-15","C49669"
"Code","http://www.cdisc.org","787502e9-4cd0-4a1e-b945-7e49b7999895","Code_211","Sitting","2023-12-15","C62122"
"Code","http://www.cdisc.org","4c0366da-8dc2-4602-8627-326f98ab3657","Code_212","Standing","2023-12-15","C62166"
"Code","http://www.cdisc.org","1bc3b29a-7c01-4458-adb8-c8dd13bc31c8","Code_213","Supine Position","2023-12-15","C62167"
"Code","http://www.cdisc.org","0419f86a-6a19-4475-9bdd-f7b9b6d9e130","Code_214","Body Position","2023-12-15","C62164"
"Code","http://www.cdisc.org","22782f07-354c-4e88-b05d-f921a923045a","Code_215","Brachial Artery","2023-12-15","C12681"
"Code","http://www.cdisc.org","7f1710da-2f8b-41a9-8be9-279226d0d7cc","Code_216","Common Carotid Artery","2023-12-15","C12687"
"Code","http://www.cdisc.org","ece1a4e1-ecec-4ed4-8eeb-a0c692a610cc","Code_217","Dorsalis Pedis Artery","2023-12-15","C32478"
"Code","http://www.cdisc.org","6daeed00-712a-4b95-9cbf-25d947a0e6b9","Code_218","Femoral Artery","2023-12-15","C12715"
"Code","http://www.cdisc.org","e1ae6505-01f3-46c0-9dcd-b94702dcd5a6","Code_219","Radial Artery","2023-12-15","C12838"
"Code","http://www.cdisc.org","ac064218-33dd-40b0-a7f7-d9aac5388bce","Code_220","Anatomic Site","2023-12-15","C13717"
"Code","http://www.cdisc.org","96874664-a472-43f1-a251-584526517505","Code_221","Left","2023-12-15","C25229"
"Code","http://www.cdisc.org","146e36a9-98f3-45a9-982b-f7fcf9171154","Code_222","Right","2023-12-15","C25228"
"Code","http://www.cdisc.org","3aa8f398-efd8-4050-8ec9-4aa69387f006","Code_223","Laterality","2023-12-15","C25185"
"Code","http://www.cdisc.org","b99c3c3b-76a5-465b-ba4f-5a16c2c37877","Code_224","DIABP","2023-12-15","C25299"
"Code","http://www.cdisc.org","f0fcebf9-7391-455d-84a7-f7a72307f982","Code_225","TEMP","2023-12-15","C174446"
"Code","http://www.cdisc.org","cee9f165-28aa-40b9-b68c-dbc7c53e8328","Code_226","Clinical Test Result","2023-12-15","C77140"
"Code","http://www.cdisc.org","30eefb6b-f629-4972-9d8f-0f64c37cc918","Code_227","Degree Celsius","2023-12-15","C42559"
"Code","http://www.cdisc.org","b9f7f33f-966f-4400-a66b-0255031eebc4","Code_228","Degree Fahrenheit","2023-12-15","C44277"
"Code","http://www.cdisc.org","bce9511d-2f6b-4561-86c1-5e105d91b41b","Code_229","Kelvin","2023-12-15","C42537"
"Code","http://www.cdisc.org","faac6e6b-2351-41a5-89db-55bc7ee96627","Code_230","Unit of Temperature","2023-12-15","C44276"
"Code","http://www.cdisc.org","6b360b28-304b-45cb-a4fb-65683e749820","Code_231","Axilla","2023-12-15","C12674"
"Code","http://www.cdisc.org","9417e7ef-b11f-4824-8b1e-47af739e2636","Code_232","Ear","2023-12-15","C12394"
"Code","http://www.cdisc.org","339f662e-38a0-428b-86af-59973317b4e0","Code_233","Forehead","2023-12-15","C89803"
"Code","http://www.cdisc.org","efae5fd4-df05-4d2b-9059-32112cddf1ba","Code_234","Oral Cavity","2023-12-15","C12421"
"Code","http://www.cdisc.org","4949adc8-c5f2-4a3a-b736-efa3b84a94ad","Code_235","Rectum","2023-12-15","C12390"
"Code","http://www.cdisc.org","a0bf800f-6036-4ae9-80ce-3d9e1dafa929","Code_236","Anatomic Site","2023-12-15","C13717"
"Code","http://www.cdisc.org","0dcede88-9cfc-4b7e-8574-35cae93709e2","Code_237","TEMP","2023-12-15","C174446"
"Code","http://www.cdisc.org","467090fc-20fe-4fb8-b90c-1812a67a1fc4","Code_238","WEIGHT","2023-12-15","C25208"
"Code","http://www.cdisc.org","0682fa07-b041-43ad-8c57-bf55241a769a","Code_239","Clinical Test Result","2023-12-15","C77140"
"Code","http://www.cdisc.org","cee58606-6306-472b-84c5-c217c90cee8b","Code_240","Pound","2023-12-15","C48531"
"Code","http://www.cdisc.org","74174040-b263-4cf2-abdb-750bc9a6ad73","Code_241","Gram","2023-12-15","C48155"
"Code","http://www.cdisc.org","9800759c-1088-454c-b1b5-d0dce3b81eda","Code_242","Kilogram","2023-12-15","C28252"
"Code","http://www.cdisc.org","69c80bc8-7b49-4c15-84a9-5d66c917c1fa","Code_243","Unit of Weight","2023-12-15","C48208"
"Code","http://www.cdisc.org","412e0f08-9348-4073-b4f9-748c1169de0e","Code_244","WEIGHT","2023-12-15","C25208"
"Code","http://www.cdisc.org","65df695d-aab6-44ee-bcbb-415c5b5b5c13","Code_245","HEIGHT","2023-12-15","C25347"
"Code","http://www.cdisc.org","5ebe9f87-df01-41b5-ba40-ffec529fdc70","Code_246","Clinical Test Result","2023-12-15","C77140"
"Code","http://www.cdisc.org","31fe40db-9e53-4e52-805d-fceecb7b10f2","Code_247","Centimeter","2023-12-15","C49668"
"Code","http://www.cdisc.org","ec878ed0-9d05-4ec4-b511-3e77be4f1431","Code_248","Inch","2023-12-15","C48500"
"Code","http://www.cdisc.org","89b65cf8-d61e-4c37-b129-f57369bda981","Code_249","Meter","2023-12-15","C41139"
"Code","http://www.cdisc.org","7635b1db-8849-4889-834a-70228b74742e","Code_250","Unit of Height","2023-12-15","C168688"
"Code","http://www.cdisc.org","dcf107aa-a0c4-485e-9aa0-386f48ee12b3","Code_251","HEIGHT","2023-12-15","C25347"
"Code","http://www.cdisc.org","5ce829b5-c778-4dfd-9c7c-c47c721345c1","Code_252","ALT","2023-12-15","C64433"
"Code","http://www.cdisc.org","de9043a3-ae61-45e7-a3dc-1ee85ad46c42","Code_253","Laboratory Test Result","2023-12-15","C36292"
"Code","http://www.cdisc.org","6d0f08b6-283a-49fc-8a91-5d2fb32b9b02","Code_254","Unit per Liter","2023-12-15","C67456"
"Code","http://www.cdisc.org","ab501b46-11d1-4d07-ae40-8d880addb3e2","Code_255","Microkatal per Liter","2023-12-15","C67397"
"Code","http://www.cdisc.org","5c95138a-3cfa-4da6-a21d-6dedcbdbc2c1","Code_256","International Unit per Liter","2023-12-15","C67376"
"Code","http://www.cdisc.org","0e19a27a-009e-4515-bc05-b54db99de052","Code_257","Nanokatal per Liter","2023-12-15","C70510"
"Code","http://www.cdisc.org","9910b21a-47ee-4159-af94-5de38f009a7f","Code_258","Unit of Catalytic Activity Concentration","2023-12-15","C67365"
"Code","http://www.cdisc.org","94fa77ec-f739-4cb8-ad1f-3d0711348678","Code_259","Biospecimen Type","2023-12-15","C70713"
"Code","http://www.cdisc.org","363e6c67-bec5-4f7a-8989-7aa785efd75d","Code_260","No","2023-12-15","C49487"
"Code","http://www.cdisc.org","97a0a179-8568-4736-b245-55e30ebf52ce","Code_261","Yes","2023-12-15","C49488"
"Code","http://www.cdisc.org","97e03e05-7f5f-4d0b-89ec-47f7ac3021e0","Code_262","Laboratory Test Fasting Status","2023-12-15","C83309"
"Code","http://www.cdisc.org","9ad33f47-9cab-4d16-b4bf-7ec453537e8c","Code_263","ALT","2023-12-15","C64433"
"Code","http://www.cdisc.org","8aac59d0-25ab-4ed8-83e1-fe4f686715bc","Code_264","ALB","2023-12-15","C64431"
"Code","http://www.cdisc.org","50bb401e-3b9a-46ff-a393-5a406cc8b114","Code_265","Laboratory Test Result","2023-12-15","C36292"
"Code","http://www.cdisc.org","0aff20ea-b2d6-42cf-b6a5-a725a734482c","Code_266","Biospecimen Type","2023-12-15","C70713"
"Code","http://www.cdisc.org","6b2f639a-a4ee-4fa6-ab44-24678c1262c3","Code_267","No","2023-12-15","C49487"
"Code","http://www.cdisc.org","5a789f25-42da-4b8a-928b-7ed71da8bc39","Code_268","Yes","2023-12-15","C49488"
"Code","http://www.cdisc.org","e9e853bc-f5cc-481e-99ff-a858fda8b7dc","Code_269","Laboratory Test Fasting Status","2023-12-15","C83309"
"Code","http://www.cdisc.org","ed0930fb-42d2-4bfd-b0d1-c460ef8aaac9","Code_270","ALB","2023-12-15","C64431"
"Code","http://www.cdisc.org","35435d4b-b35e-42c3-9b29-25fdddb9a339","Code_271","ALP","2023-12-15","C64432"
"Code","http://www.cdisc.org","9a16d8ce-29c4-401b-a9d3-62127641baf2","Code_272","Laboratory Test Result","2023-12-15","C36292"
"Code","http://www.cdisc.org","f604412d-cccb-4859-b604-856dbe0ad3f2","Code_273","Unit per Liter","2023-12-15","C67456"
"Code","http://www.cdisc.org","bdd43348-79ec-490f-82c2-405791cba1d2","Code_274","Microkatal per Liter","2023-12-15","C67397"
"Code","http://www.cdisc.org","826b5a2e-a4c2-4955-aa18-a810c0ba331c","Code_275","International Unit per Liter","2023-12-15","C67376"
"Code","http://www.cdisc.org","e28967c7-ab12-4285-ad3c-4e79e527db1a","Code_276","Unit of Catalytic Activity Concentration","2023-12-15","C67365"
"Code","http://www.cdisc.org","203a2d86-fece-4b81-ac35-7fcd8729a5d8","Code_277","Biospecimen Type","2023-12-15","C70713"
"Code","http://www.cdisc.org","346e3d7a-7e83-479f-a918-8c5c36b001d1","Code_278","No","2023-12-15","C49487"
"Code","http://www.cdisc.org","ec1c1e0b-8542-4166-9bea-01132b295219","Code_279","Yes","2023-12-15","C49488"
"Code","http://www.cdisc.org","787d7543-a672-409f-9703-53096b27de05","Code_280","Laboratory Test Fasting Status","2023-12-15","C83309"
"Code","http://www.cdisc.org","d4e4465e-9f20-4c83-a240-b5bdd65fd954","Code_281","ALP","2023-12-15","C64432"
"Code","http://www.cdisc.org","676f43b7-5d1b-4a4d-9c85-accd68970991","Code_282","AST","2023-12-15","C64467"
"Code","http://www.cdisc.org","c73b17d5-0e74-4cca-94c1-8187441d5159","Code_283","Laboratory Test Result","2023-12-15","C36292"
"Code","http://www.cdisc.org","b4ccd5b0-e364-477d-8e09-0b4123ef8c2f","Code_284","Unit per Liter","2023-12-15","C67456"
"Code","http://www.cdisc.org","551bb689-075e-4c8c-abff-29d64a5baebf","Code_285","Microkatal per Liter","2023-12-15","C67397"
"Code","http://www.cdisc.org","1ae672cb-54ad-499e-b6ca-052d55c31ae9","Code_286","International Unit per Liter","2023-12-15","C67376"
"Code","http://www.cdisc.org","03c06f92-2bc2-4c49-97f3-856ac6b75384","Code_287","Unit of Catalytic Activity Concentration","2023-12-15","C67365"
"Code","http://www.cdisc.org","3534c34c-fea9-4f00-9aaf-bf413bf96139","Code_288","Biospecimen Type","2023-12-15","C70713"
"Code","http://www.cdisc.org","673fea68-3216-42ea-b022-879a90d9120b","Code_289","No","2023-12-15","C49487"
"Code","http://www.cdisc.org","c90aa344-79cd-49f1-81af-937e7a9493d0","Code_290","Yes","2023-12-15","C49488"
"Code","http://www.cdisc.org","d07fb5c7-e37b-4dfa-a812-f13179891266","Code_291","Laboratory Test Fasting Status","2023-12-15","C83309"
"Code","http://www.cdisc.org","af5b9635-2a7b-40a3-9513-aa11f8bd8d01","Code_292","AST","2023-12-15","C64467"
"Code","http://www.cdisc.org","b1e00e96-ce70-4dce-8f63-1dbead7baf38","Code_293","CREAT","2023-12-15","C64547"
"Code","http://www.cdisc.org","ce17a370-bac2-4e5a-b79c-92b47974e01b","Code_294","Laboratory Test Result","2023-12-15","C36292"
"Code","http://www.cdisc.org","eb156577-54a9-41cd-bb3b-1aa8149b8fee","Code_295","Milligram per Deciliter","2023-12-15","C67015"
"Code","http://www.cdisc.org","a1465d0e-0920-4b7f-9d47-bb7e40cdac1b","Code_296","Microgram per Milliliter","2023-12-15","C64572"
"Code","http://www.cdisc.org","b51240bd-4e65-4182-9937-1dc4e2483109","Code_297","Millimole per Liter","2023-12-15","C64387"
"Code","http://www.cdisc.org","b3a98ef0-09ee-45c3-8ab8-63cb40159f43","Code_298","Micromole per Liter","2023-12-15","C48508"
"Code","http://www.cdisc.org","6af1a8f3-8e59-4046-b513-6f6df7044410","Code_299","Unit of Concentration","2023-12-15","C48207"
"Code","http://www.cdisc.org","b6ff93f5-0c2c-4a05-9600-609c5f47d5af","Code_300","Biospecimen Type","2023-12-15","C70713"
"Code","http://www.cdisc.org","c5dbb5a4-2fd0-4c65-83fb-8b71b081ecea","Code_301","No","2023-12-15","C49487"
"Code","http://www.cdisc.org","69e8e8f6-b2a9-4e51-b1a5-3b08f77dc86b","Code_302","Yes","2023-12-15","C49488"
"Code","http://www.cdisc.org","b2f9cda9-c880-449e-a99c-a762ac325b27","Code_303","Laboratory Test Fasting Status","2023-12-15","C83309"
"Code","http://www.cdisc.org","1aa99e31-669a-45ac-b235-c6ee42e71084","Code_304","CREAT","2023-12-15","C64547"
"Code","http://www.cdisc.org","d494f89c-028d-4ef7-9216-19619910ef1f","Code_305","K","2023-12-15","C64853"
"Code","http://www.cdisc.org","fda6bd49-f07f-42ab-a012-d84878a111e7","Code_306","Laboratory Test Result","2023-12-15","C36292"
"Code","http://www.cdisc.org","accc8272-e427-4adc-bf7c-8f4d214f2a1f","Code_307","Milliequivalent per Liter","2023-12-15","C67474"
"Code","http://www.cdisc.org","04dbcf2a-b5b4-46ee-b294-19f990a68696","Code_308","Milliequivalent per Deciliter","2023-12-15","C67473"
"Code","http://www.cdisc.org","d0d9abb7-b9f6-450d-b069-702dea7fb3e8","Code_309","Millimole per Liter","2023-12-15","C64387"
"Code","http://www.cdisc.org","943f75e6-7c0a-40cc-9416-dd0d93680ab0","Code_310","Molarity Unit","2023-12-15","C64567"
"Code","http://www.cdisc.org","2b132aa0-4d52-4525-b380-aa3772691a16","Code_311","Biospecimen Type","2023-12-15","C70713"
"Code","http://www.cdisc.org","c033551f-3fdb-46b7-9c7d-5907ecd40dad","Code_312","No","2023-12-15","C49487"
"Code","http://www.cdisc.org","5b9b7329-0c5c-429b-9d5c-b9fe37a4a6cf","Code_313","Yes","2023-12-15","C49488"
"Code","http://www.cdisc.org","37085635-d026-404f-ac9c-3ebd3cbe49a7","Code_314","Laboratory Test Fasting Status","2023-12-15","C83309"
"Code","http://www.cdisc.org","9f430fad-087b-4466-a3b7-dfee1d9a053c","Code_315","K","2023-12-15","C64853"
"Code","http://www.cdisc.org","62437599-c07d-47b7-988f-601bda749aa3","Code_316","SODIUM","2023-12-15","C64809"
"Code","http://www.cdisc.org","cebbe44b-f382-48c9-83e9-f63c8a99104f","Code_317","Laboratory Test Result","2023-12-15","C36292"
"Code","http://www.cdisc.org","fd6382a0-fe49-479e-ae6e-0b9e9ae6af80","Code_318","Milliequivalent per Liter","2023-12-15","C67474"
"Code","http://www.cdisc.org","32bfb32d-2a59-4123-8f1a-0fc71de9d06f","Code_319","Milliequivalent per Deciliter","2023-12-15","C67473"
"Code","http://www.cdisc.org","aff25158-f53c-4a42-b229-2b727de2f4af","Code_320","Millimole per Liter","2023-12-15","C64387"
"Code","http://www.cdisc.org","aff988c8-cafe-4a06-b466-df9ffcee1c5c","Code_321","Molarity Unit","2023-12-15","C64567"
"Code","http://www.cdisc.org","47647723-4e18-4632-8dff-808f3ddad2e6","Code_322","Biospecimen Type","2023-12-15","C70713"
"Code","http://www.cdisc.org","11a8df16-01bc-416b-b723-fc89e654aa9a","Code_323","No","2023-12-15","C49487"
"Code","http://www.cdisc.org","c7eb4ec1-34b4-4e2e-954c-729a26aaafff","Code_324","Yes","2023-12-15","C49488"
"Code","http://www.cdisc.org","3cc8c9f3-0242-490b-83db-4a2941245966","Code_325","Laboratory Test Fasting Status","2023-12-15","C83309"
"Code","http://www.cdisc.org","c06f3e45-d258-4553-9b0a-8f1b5c95da88","Code_326","SODIUM","2023-12-15","C64809"
"Code","http://www.cdisc.org","46b95dc9-5bd3-490e-9324-44a635d18306","Code_327","SYSBP","2023-12-15","C25298"
"Code","http://www.cdisc.org","d1bd6b78-96d7-4727-906b-8068f640fb10","Code_328","Clinical Test Result","2023-12-15","C77140"
"Code","http://www.cdisc.org","de43fd6d-147a-40e8-bc64-30a8d1680b5c","Code_329","Unit of Pressure","2023-12-15","C49669"
"Code","http://www.cdisc.org","2cbd3748-93de-4bd5-b4b1-5c74f7e34616","Code_330","Sitting","2023-12-15","C62122"
"Code","http://www.cdisc.org","5d9e5434-df8d-4aba-b0dd-d7781e94e415","Code_331","Standing","2023-12-15","C62166"
"Code","http://www.cdisc.org","f606772b-69c8-4a18-8ec0-bbba6625286c","Code_332","Supine Position","2023-12-15","C62167"
"Code","http://www.cdisc.org","e0b7bbbc-99d8-41bf-9bb2-564f55068f6c","Code_333","Body Position","2023-12-15","C62164"
"Code","http://www.cdisc.org","f10f3cf9-25dd-47a9-9dd8-5971d8859aee","Code_334","Brachial Artery","2023-12-15","C12681"
"Code","http://www.cdisc.org","47fef455-a94c-4ce9-9c9c-b35da7566bb6","Code_335","Common Carotid Artery","2023-12-15","C12687"
"Code","http://www.cdisc.org","83cd3c57-8a21-4b16-819a-c90457d0e29e","Code_336","Dorsalis Pedis Artery","2023-12-15","C32478"
"Code","http://www.cdisc.org","5b1b3c25-ea09-42c7-94aa-fa5f35cb55ff","Code_337","Femoral Artery","2023-12-15","C12715"
"Code","http://www.cdisc.org","b8b2e8c3-dca7-45f8-ba14-ffe996a81d91","Code_338","Radial Artery","2023-12-15","C12838"
"Code","http://www.cdisc.org","1a656a5f-ae39-4a51-a112-fb1ea62cccd5","Code_339","Anatomic Site","2023-12-15","C13717"
"Code","http://www.cdisc.org","21c7e766-a38e-43f3-a9cf-a78e07433d7f","Code_340","Left","2023-12-15","C25229"
"Code","http://www.cdisc.org","e75823e7-6fed-440b-a373-ae8c9a0c8986","Code_341","Right","2023-12-15","C25228"
"Code","http://www.cdisc.org","25627cdf-8cd4-49a9-93e3-a3a20586f792","Code_342","Laterality","2023-12-15","C25185"
"Code","http://www.cdisc.org","9f264577-f24b-4f05-81e0-1c74d5074a7d","Code_343","SYSBP","2023-12-15","C25298"
"Code","http://www.cdisc.org","87181e55-db48-4b6c-a868-e046e87dc368","Code_344","DIABP","2023-12-15","C25299"
"Code","http://www.cdisc.org","036e97bf-2e7b-4f9a-8243-e5c7111519b3","Code_345","Clinical Test Result","2023-12-15","C77140"
"Code","http://www.cdisc.org","b3e33dda-fd60-4b92-9388-5733de7cd432","Code_346","Unit of Pressure","2023-12-15","C49669"
"Code","http://www.cdisc.org","88146836-190e-4181-b37c-e17d156e18b7","Code_347","Sitting","2023-12-15","C62122"
"Code","http://www.cdisc.org","aa31961a-9c84-45f5-8a0c-02a299a53c71","Code_348","Standing","2023-12-15","C62166"
"Code","http://www.cdisc.org","f59e76a9-0ba7-485f-ab4c-33f5de04cfa6","Code_349","Supine Position","2023-12-15","C62167"
"Code","http://www.cdisc.org","f99572d8-a387-4d11-bda0-0a9d0ced4205","Code_350","Body Position","2023-12-15","C62164"
"Code","http://www.cdisc.org","62128aa4-66fc-4097-b8c6-3c1d67c9a98d","Code_351","Brachial Artery","2023-12-15","C12681"
"Code","http://www.cdisc.org","dbf4a5e6-f196-47e8-8f72-9dc5321dc475","Code_352","Common Carotid Artery","2023-12-15","C12687"
"Code","http://www.cdisc.org","05f985cb-29a6-4e4a-9ff3-a8a88bf207d5","Code_353","Dorsalis Pedis Artery","2023-12-15","C32478"
"Code","http://www.cdisc.org","9c703013-2859-46b7-a754-f97d8c1c736c","Code_354","Femoral Artery","2023-12-15","C12715"
"Code","http://www.cdisc.org","d5b01745-15b9-4036-8ec7-e830670c85a2","Code_355","Radial Artery","2023-12-15","C12838"
"Code","http://www.cdisc.org","b63bed68-4682-44ec-9751-d4aef74093a0","Code_356","Anatomic Site","2023-12-15","C13717"
"Code","http://www.cdisc.org","90d0e47c-eff3-48aa-9616-1c3fec8866fb","Code_357","Left","2023-12-15","C25229"
"Code","http://www.cdisc.org","81118404-0f01-4481-8ced-7ede64b71b6d","Code_358","Right","2023-12-15","C25228"
"Code","http://www.cdisc.org","c3cda9cf-5a92-48fc-9fa7-234f2d8f1b2c","Code_359","Laterality","2023-12-15","C25185"
"Code","http://www.cdisc.org","89dbefe4-2ae6-498a-b11c-46f0fd3166ae","Code_360","DIABP","2023-12-15","C25299"
"Code","http://www.cdisc.org","337481f3-5f4e-4354-b714-81b32ea67bc1","Code_361","HR","2023-12-15","C49677"
"Code","http://www.cdisc.org","eda2cb10-c715-4ec6-8364-816465bac1bf","Code_362","Clinical Test Result","2023-12-15","C77140"
"Code","http://www.cdisc.org","1b219949-f5f0-4075-9ed9-95e8efe7a873","Code_363","Count per Minute","2023-12-15","C73688"
"Code","http://www.cdisc.org","d4828bb0-71d7-4e7b-bda0-c2f4276968a5","Code_364","Sitting","2023-12-15","C62122"
"Code","http://www.cdisc.org","8313ba9a-561e-4db7-9b22-6cc4282adc52","Code_365","Standing","2023-12-15","C62166"
"Code","http://www.cdisc.org","8eaf4ece-aa29-45ca-a0e9-b303c417bb19","Code_366","Supine Position","2023-12-15","C62167"
"Code","http://www.cdisc.org","a8bd705e-2be6-4998-b108-1c554009ffe4","Code_367","Body Position","2023-12-15","C62164"
"Code","http://www.cdisc.org","1aa2a9ed-36cc-48f7-9675-84708d698ab0","Code_368","Brachial Artery","2023-12-15","C12681"
"Code","http://www.cdisc.org","3afbc274-53dd-490c-bca6-14f5ac1186d4","Code_369","Common Carotid Artery","2023-12-15","C12687"
"Code","http://www.cdisc.org","3869033e-93b7-4d91-ae92-32f1062a3de8","Code_370","Dorsalis Pedis Artery","2023-12-15","C32478"
"Code","http://www.cdisc.org","c6b7949d-1213-4a3c-b70b-5704f81a076a","Code_371","Femoral Artery","2023-12-15","C12715"
"Code","http://www.cdisc.org","516774b7-c31a-4d38-b134-a09a475f73c7","Code_372","Radial Artery","2023-12-15","C12838"
"Code","http://www.cdisc.org","e1991b04-cd5b-4e40-b981-1e8a6136f894","Code_373","Anatomic Site","2023-12-15","C13717"
"Code","http://www.cdisc.org","69089c3e-0cf4-4221-9c4e-8a7872b44707","Code_374","Left","2023-12-15","C25229"
"Code","http://www.cdisc.org","18e9980b-f28a-47e2-b8d5-4dd42aefeeed","Code_375","Right","2023-12-15","C25228"
"Code","http://www.cdisc.org","66c44bbf-df37-4ecb-b41b-1ebe953a464d","Code_376","Laterality","2023-12-15","C25185"
"Code","http://www.cdisc.org","4911f53b-75db-4ead-a214-cd7fb784825c","Code_377","HR","2023-12-15","C49677"
"Code","http://www.cdisc.org","e1e0320c-cde2-4433-b752-39c02e6ca984","Code_378","SYSBP","2023-12-15","C25298"
"Code","http://www.cdisc.org","cf4bfa0d-ffb6-48d8-a3d6-77cadbd893b8","Code_379","Clinical Test Result","2023-12-15","C77140"
"Code","http://www.cdisc.org","36642396-7199-432c-ace3-9ea71e1af01f","Code_380","Unit of Pressure","2023-12-15","C49669"
"Code","http://www.cdisc.org","bcb0674a-dcc9-4f7a-a9e1-bd47fe870d96","Code_381","Sitting","2023-12-15","C62122"
