"codeSystem","instanceType","decode","id","code","codeSystemVersion","uuid:ID"
"http://www.cdisc.org","Code","Beats per Minute","Code_247","C49673","2023-09-29","aa9b146a-2422-4f5b-a48c-7118f2ae08b5"
"NCI Thesaurus","Code","Count per Minute","Code_248","C73688","","c2fccaa8-7f4e-4487-a36d-5b3945d4105a"
"NCI Thesaurus","Code","Vital Signs Location","Code_249","C83088","","36f7073b-5b16-49fc-a326-298a7da71eae"
"NCI Thesaurus","Code","Vital Signs Laterality","Code_250","C123975","","0658fd76-cb56-4131-b7fa-7f0ef5305ca4"
"NCI Thesaurus","Code","Test Method","Code_251","C82535","","5d987769-05c9-4b99-872e-df2639fe90a8"
"NCI Thesaurus","Code","Vital Signs Position","Code_252","C83114","","08bd3b1a-9d32-4399-9abc-773b4e444375"
"NCI Thesaurus","Code","Heart Rate","Code_245","C49677","","edfc6017-905e-44ce-b43b-00ec23c032e2"
"NCI Thesaurus","Code","Vital Signs Result","Code_254","C173522","","7169be1e-c35a-4625-a6d6-f25041124840"
"http://www.cdisc.org","Code","Pascal","Code_255","C42547","2023-09-29","f3539973-3a97-4aa1-8b87-da837fff4d45"
"NCI Thesaurus","Code","Unit of Pressure","Code_256","C49669","","0c9cef69-cc99-43e9-891b-8542e205593e"
"NCI Thesaurus","Code","Vital Signs Location","Code_257","C83088","","1e85736a-91c8-45c7-bf53-9d65914b6ede"
"NCI Thesaurus","Code","Vital Signs Laterality","Code_258","C123975","","c210e247-4000-45a9-8513-5f94b6677b9f"
"NCI Thesaurus","Code","Test Method","Code_259","C82535","","aeb0ae2d-89c9-4979-9713-b81a7adb981d"
"NCI Thesaurus","Code","Vital Signs Position","Code_260","C83114","","bdeb2035-2acc-4c63-9b10-ae2d8a80695b"
"NCI Thesaurus","Code","Systolic Blood Pressure","Code_253","C25298","","032a7bbb-f29e-4005-96f7-40d4c3771ddf"
"NCI Thesaurus","Code","Vital Signs Result","Code_262","C173522","","e5ea37e3-5e4c-4db9-85c7-47aae9e6248b"
"http://www.cdisc.org","Code","Pascal","Code_263","C42547","2023-09-29","fbd1c4c1-8d6d-4b45-b5e5-605eac294449"
"NCI Thesaurus","Code","Unit of Pressure","Code_264","C49669","","9d3b8901-6673-4b81-8804-218b78337667"
"NCI Thesaurus","Code","Vital Signs Location","Code_265","C83088","","04951508-8fc3-4e0f-8d7c-0e3509b8c7f7"
"NCI Thesaurus","Code","Vital Signs Laterality","Code_266","C123975","","e05fd60b-8f56-4e30-b502-3c49509aa024"
"NCI Thesaurus","Code","Test Method","Code_267","C82535","","f3e38209-d8b1-4cd0-a4ad-7e112b343593"
"NCI Thesaurus","Code","Vital Signs Position","Code_268","C83114","","05b2ae0b-7809-491f-99fd-85d625e640bc"
"NCI Thesaurus","Code","Diastolic Blood Pressure","Code_261","C25299","","5564012e-6161-4171-8602-b6fdc5dcdb02"
"NCI Thesaurus","Code","Vital Signs Result","Code_270","C173522","","593fb63f-41d0-40bd-957d-b26984f82b34"
"http://www.cdisc.org","Code","Beats per Minute","Code_271","C49673","2023-09-29","94df1f25-6ef2-47f3-afc0-8aefe318a56f"
"NCI Thesaurus","Code","Count per Minute","Code_272","C73688","","0160edfc-4b6d-48ae-a28a-a1736520ff2b"
"NCI Thesaurus","Code","Vital Signs Location","Code_273","C83088","","22906d1c-f45b-4f4e-b718-cc64168842c5"
"NCI Thesaurus","Code","Vital Signs Laterality","Code_274","C123975","","e699ac38-2822-4755-9885-8e6da13f5195"
"NCI Thesaurus","Code","Test Method","Code_275","C82535","","a9051bd7-32fd-4629-9ead-8f23dbd1e061"
"NCI Thesaurus","Code","Vital Signs Position","Code_276","C83114","","acd5651b-035f-4dde-9e5c-2c2ff0eabf5d"
"NCI Thesaurus","Code","Heart Rate","Code_269","C49677","","dfc6b9a1-6726-44f0-8bc4-f442c97b6047"
"http://www.cdisc.org","Code","Placebo Comparator Arm","Code_122","C174268","2023-09-29","5794835c-fbff-40c0-b3a8-ad03445ae5da"
"http://www.cdisc.org","Code","Data Generated Within Study","Code_123","C188866","2023-09-29","b2223712-dc29-4be8-b920-4dad9c46f273"
"http://www.cdisc.org","Code","Active Comparator Arm","Code_124","C174267","2023-09-29","fb8f8476-63a3-476f-a6d9-3c70fcbc6ff3"
"http://www.cdisc.org","Code","Data Generated Within Study","Code_125","C188866","2023-09-29","606e1f2b-9278-4c3a-8f88-c4385f415f33"
"http://www.cdisc.org","Code","Active Comparator Arm","Code_126","C174267","2023-09-29","67d8cb3b-c19a-4943-9e25-83d138fa1cfa"
"http://www.cdisc.org","Code","Data Generated Within Study","Code_127","C188866","2023-09-29","25487383-4544-4261-9c65-d7ccef4890ee"
"http://www.cdisc.org","Code","Double Blind Study","Code_135","C15228","2023-09-29","0c62e2db-70dd-423a-b67a-48686c252b42"
"http://www.cdisc.org","Code","Trial Screening","Code_128","C48262","2023-09-29","e887d87c-c11d-4d02-8796-30e579ef0ceb"
"http://www.cdisc.org","Code","Treatment Epoch","Code_129","C101526","2023-09-29","02f68955-2967-43d1-a136-c35e7a8091bb"
"http://www.cdisc.org","Code","Treatment Epoch","Code_130","C101526","2023-09-29","1e9ac6a8-e03d-4ace-9211-517c7efc8121"
"http://www.cdisc.org","Code","Treatment Epoch","Code_131","C101526","2023-09-29","a9972161-98a4-452c-b994-b1e0b6d02a00"
"http://www.cdisc.org","Code","Clinical Study Follow-up","Code_132","C99158","2023-09-29","efdf2756-b64a-4e87-b8a9-7dd3e59bf4f1"
"ICD-10-CM","Code","Alzheimer's disease; unspecified","Code_330","G30.9","1","381b1836-f65c-43cc-99d9-94908d21777d"
"SNOMED","Code","Alzheimer's disease","Code_331","26929004","January 31, 2018","32f55fde-79ee-4c3b-be0e-983c5cd47537"
"http://www.cdisc.org","Code","Sponsor","Code_141","C70793","2023-09-29","5993a85d-5175-4fe3-9f1f-176965a811a2"
"http://www.cdisc.org","Code","Trial Primary Objective","Code_335","C85826","2023-09-29","dfaa9c64-2fc3-4e36-83fa-291d9d21b37c"
"http://www.cdisc.org","Code","Primary Endpoint","Code_334","C94496","2023-09-29","dda2060a-7715-4df0-9063-d1f03197128d"
"http://www.cdisc.org","Code","Primary Endpoint","Code_336","C94496","2023-09-29","84120028-8065-412d-95f5-b9d301ce43aa"
"http://www.cdisc.org","Code","Trial Primary Objective","Code_338","C85826","2023-09-29","0627932f-630d-41e5-bf56-f18637041add"
"http://www.cdisc.org","Code","Primary Endpoint","Code_337","C94496","2023-09-29","914e5184-2ade-4a9c-b2bc-48b58f919c94"
"http://www.cdisc.org","Code","Primary Endpoint","Code_339","C94496","2023-09-29","2bf7f018-80ca-46c8-9825-3f699d34c85d"
"http://www.cdisc.org","Code","Primary Endpoint","Code_340","C94496","2023-09-29","8f7252d2-772d-4c6d-ba7a-45fd07aa7c09"
"http://www.cdisc.org","Code","Trial Secondary Objective","Code_342","C85827","2023-09-29","0f8d4ffa-24aa-4271-8103-ddfd973dc016"
"http://www.cdisc.org","Code","Secondary Endpoint","Code_341","C139173","2023-09-29","a3a0035f-92df-49c1-8904-2eb81cc2a6c0"
"http://www.cdisc.org","Code","Secondary Endpoint","Code_343","C139173","2023-09-29","bc4dbe94-e654-4f14-b842-5790f0685a43"
"http://www.cdisc.org","Code","Secondary Endpoint","Code_344","C139173","2023-09-29","34d77241-cfef-41ed-83ec-da447d8451e9"
"http://www.cdisc.org","Code","Inclusion Criteria","Code_345","C25532","2023-09-29","e59f7374-efea-4ef7-98d8-55fb1c19d04e"
"http://www.cdisc.org","Code","Inclusion Criteria","Code_346","C25532","2023-09-29","e2c76ef3-b772-478b-bffb-45568f368d8e"
"http://www.cdisc.org","Code","Inclusion Criteria","Code_347","C25532","2023-09-29","09ad09de-f2ce-493f-9849-fcfbb707e7e4"
"http://www.cdisc.org","Code","Exclusion Criteria","Code_348","C25370","2023-09-29","0512f7d5-23c0-4e17-9945-c2b3372586c7"
"http://www.cdisc.org","Code","Year","Code_332","C29848","2023-09-29","c98b4f0c-024d-44de-a90a-b503e703148c"
"http://www.cdisc.org","Code","Before","Code_14","C201264","2023-09-29","2c7f0053-6cab-4f3d-a7ac-d7fdc0f8b1a0"
"http://www.cdisc.org","Code","Start to Start","Code_15","C201265","2023-09-29","b7a32661-6f42-45f8-a52e-8d6dd1c9b2d5"
"http://www.cdisc.org","Code","Before","Code_16","C201264","2023-09-29","aed42b27-48f5-4923-b67e-cb55a4fd383a"
"http://www.cdisc.org","Code","Start to Start","Code_17","C201265","2023-09-29","34ad6e67-28aa-4e6c-9ab9-d5972470b2b3"
"http://www.cdisc.org","Code","Fixed Reference","Code_19","C201264","2023-09-29","b22589c6-f9c2-4d7b-8102-0e8f313c29d6"
"http://www.cdisc.org","Code","Start to Start","Code_20","C201265","2023-09-29","8ec6bde3-dd66-4f13-9cf4-eeaf69421fae"
"http://www.cdisc.org","Code","After","Code_21","C201264","2023-09-29","1fd05bcf-a653-4d78-9205-9ac2604f4371"
"http://www.cdisc.org","Code","Start to Start","Code_22","C201265","2023-09-29","10b52e58-f5cc-48e0-a4ed-270e0e41559e"
"http://www.cdisc.org","Code","After","Code_24","C201264","2023-09-29","0b859569-3cbc-4770-8976-108cff571e2c"
"http://www.cdisc.org","Code","Start to Start","Code_25","C201265","2023-09-29","94e7f102-64e2-4a9c-9819-3f1fdb8cb68e"
"http://www.cdisc.org","Code","After","Code_27","C201264","2023-09-29","bf6801a1-300f-4726-97d3-550ff69cc009"
"http://www.cdisc.org","Code","Start to Start","Code_28","C201265","2023-09-29","77b65e5f-b4ae-494f-9288-10ee87f61b65"
"http://www.cdisc.org","Code","After","Code_30","C201264","2023-09-29","0f55ae4e-e39f-4bb2-9b56-eb3d7e05d2ec"
"http://www.cdisc.org","Code","Start to Start","Code_31","C201265","2023-09-29","2a203596-4623-49c7-aeb2-fdfc6ddad8e6"
"http://www.cdisc.org","Code","After","Code_35","C201264","2023-09-29","70e8d2c9-1d7f-4c72-a039-8a11a81fefba"
"http://www.cdisc.org","Code","Start to Start","Code_36","C201265","2023-09-29","29ad8bd1-abb7-4003-bcaf-c109104d0f91"
"http://www.cdisc.org","Code","After","Code_40","C201264","2023-09-29","a8cb3247-31a7-4b42-9f1a-41423d5074b5"
"http://www.cdisc.org","Code","Start to Start","Code_41","C201265","2023-09-29","b83b916e-8262-4f51-b62b-2a819ad92e6f"
"http://www.cdisc.org","Code","After","Code_45","C201264","2023-09-29","b64b638f-a02a-4e9f-b203-84bdfa9e19b0"
"http://www.cdisc.org","Code","Start to Start","Code_46","C201265","2023-09-29","1c7a543d-852f-4d77-8b1f-514d177ef950"
"http://www.cdisc.org","Code","After","Code_50","C201264","2023-09-29","a9628ffd-3f89-4f32-965f-ca11252a35e9"
"http://www.cdisc.org","Code","Start to Start","Code_51","C201265","2023-09-29","a76682f5-b6b0-42dc-bad1-c04bbaec60fd"
"http://www.cdisc.org","Code","After","Code_53","C201264","2023-09-29","a365f690-e476-45d3-9533-05355e3af20d"
"http://www.cdisc.org","Code","Start to Start","Code_54","C201265","2023-09-29","d138586e-027a-44ae-979b-2e9c4e374e16"
"http://www.cdisc.org","Code","After","Code_33","C201264","2023-09-29","29267b64-e123-44af-882d-4ab9d39b7d0c"
"http://www.cdisc.org","Code","Start to Start","Code_34","C201265","2023-09-29","d49ca501-25f5-4592-9a9a-3564eaf937b4"
"http://www.cdisc.org","Code","After","Code_38","C201264","2023-09-29","820aa126-849a-443f-8c40-091c95d372af"
"http://www.cdisc.org","Code","Start to Start","Code_39","C201265","2023-09-29","a33e41d6-e935-4a32-bed0-876c4f0f19c5"
"http://www.cdisc.org","Code","After","Code_43","C201264","2023-09-29","bb727351-e4cf-4cf5-a704-df47be701d8f"
"http://www.cdisc.org","Code","Start to Start","Code_44","C201265","2023-09-29","219702ed-3c57-4282-bc2f-eed987e9c03a"
"http://www.cdisc.org","Code","After","Code_48","C201264","2023-09-29","a851028d-fd12-4a03-9d82-2cfcf4c40ebe"
"http://www.cdisc.org","Code","Start to Start","Code_49","C201265","2023-09-29","946a9794-c637-40b5-a791-a5d1739fd27d"
"http://www.cdisc.org","Code","Fixed Reference","Code_56","C201264","2023-09-29","b6eb4f4b-2289-4c81-a955-28e89ee04704"
"http://www.cdisc.org","Code","Start to Start","Code_57","C201265","2023-09-29","777cfff3-4d6d-46d5-bd0e-781da4af279e"
"http://www.cdisc.org","Code","Fixed Reference","Code_58","C201264","2023-09-29","5d91667e-318e-4129-b080-f62c20aa193e"
"http://www.cdisc.org","Code","Start to Start","Code_59","C201265","2023-09-29","a648fc96-dedb-43db-83b5-0f47f83b83a7"
"http://www.cdisc.org","Code","Fixed Reference","Code_60","C201264","2023-09-29","7e7246b2-096a-4d85-9975-2f80fec32989"
"http://www.cdisc.org","Code","Start to Start","Code_61","C201265","2023-09-29","a486e776-30d8-406b-ae35-fe795f449470"
"http://www.cdisc.org","Code","After","Code_62","C201264","2023-09-29","8f8dae5c-f407-4a24-835a-33cba1e42f2c"
"http://www.cdisc.org","Code","Start to Start","Code_63","C201265","2023-09-29","1557ebdc-a2ad-4171-b0b3-64e6a5efeac7"
"http://www.cdisc.org","Code","After","Code_64","C201264","2023-09-29","f746a89d-4757-4572-8357-ecfa7a7d5074"
"http://www.cdisc.org","Code","End to Start","Code_65","C201265","2023-09-29","252e0a9a-8c94-435f-979c-d4c3a6ddf265"
"http://www.cdisc.org","Code","After","Code_66","C201264","2023-09-29","e9155c39-ed5e-4ec9-bc39-461a80657a97"
"http://www.cdisc.org","Code","Start to Start","Code_67","C201265","2023-09-29","f5909931-e928-4840-9fa0-3b0bc1a85e7b"
"http://www.cdisc.org","Code","After","Code_68","C201264","2023-09-29","61be8074-b52e-4e3d-8e26-0229f8e78a58"
"http://www.cdisc.org","Code","End to Start","Code_69","C201265","2023-09-29","ad052a98-2252-4fd8-9394-1ff923316cad"
"http://www.cdisc.org","Code","After","Code_70","C201264","2023-09-29","747a2c49-d0e0-46f1-b8df-dd96bd9fadf9"
"http://www.cdisc.org","Code","Start to Start","Code_71","C201265","2023-09-29","1253df0c-4b99-4cd8-933b-7881b972946c"
"http://www.cdisc.org","Code","Clinical Study Sponsor","Code_349","C70793","2023-09-29","5ad2fa48-e513-4e29-b8dc-da767b8c8d38"
"ISO 3166 1 alpha3","Code","United Kingdom of Great Britain and Northern Ireland","Code_350","GBR","2020-08","b5502292-9737-4d6e-8724-c9616b0a6c33"
"http://www.cdisc.org","Code","Study Acronym","Code_3","C94108","2023-09-29","0f4d50a7-019f-4192-bde5-ede097bc5021"
"http://www.cdisc.org","Code","Brief Study Title","Code_5","C99905x1","2023-09-29","fa755973-47e7-4acb-9e55-c01d0d835921"
"http://www.cdisc.org","Code","Official Study Title","Code_6","C99905x2","2023-09-29","4e83463f-456d-4fee-a787-2c0a7cd31ebb"
"http://www.cdisc.org","Code","Public Study Title","Code_7","C99905x3","2023-09-29","b2c6c70b-6cd1-48dd-8a27-e72a2b322712"
"http://www.cdisc.org","Code","Final","Code_8","C25508","2023-09-29","0e6283e2-a1ae-4acb-acc7-6599c8d10523"
"http://www.cdisc.org","Code","Protocol Effective Date","Code_11","C99903x1","2023-09-29","e81412ef-1143-4052-91ef-f1fe48e38b2a"
"http://www.cdisc.org","Code","Region","Code_13","C41129","2023-09-29","116fb848-db5e-49b4-adc2-8e60f00cdade"
"ISO 3166 1 alpha3","Code","Europe","Code_12","150","2020-08","d985e54c-ba30-4e60-8f02-b58b2b8a9aa5"
