"instanceType","code","codeSystemVersion","id","decode","codeSystem","uuid:ID"
"Code","C49487","2023-12-15","Code_173","No","http://www.cdisc.org","2c08e754-86c7-436f-b9f4-c43499877848"
"Code","C49488","2023-12-15","Code_174","Yes","http://www.cdisc.org","ffe31d30-4cf1-4b35-ac4b-6880ae34f838"
"Code","C83052","2023-12-15","Code_175","Adverse Event associated with Hospitalization","http://www.cdisc.org","f3ae8b0c-2178-41c3-bd80-a63078721fce"
"Code","C49487","2023-12-15","Code_176","No","http://www.cdisc.org","faa5f1fa-92c0-4da0-ac33-1a611d2bc58e"
"Code","C49488","2023-12-15","Code_177","Yes","http://www.cdisc.org","786ce39f-e136-4b2d-8f4a-b55ce0e257f5"
"Code","C84266","2023-12-15","Code_178","Life Threatening Adverse Event","http://www.cdisc.org","80617b27-88f8-467c-8f3c-8010a9234658"
"Code","C49487","2023-12-15","Code_179","No","http://www.cdisc.org","deb1e1c3-4416-48a0-98e9-31d233d3aedd"
"Code","C49488","2023-12-15","Code_180","Yes","http://www.cdisc.org","969ca4e1-a8db-4973-ba97-0ca428d0a61e"
"Code","C83214","2023-12-15","Code_181","Adverse Event Occurred with Overdose","http://www.cdisc.org","08b9cc8f-cfea-4096-bfbd-661f063c167e"
"Code","C49487","2023-12-15","Code_182","No","http://www.cdisc.org","2c5cafc5-b44f-4dcf-ac30-1b214580f651"
"Code","C49488","2023-12-15","Code_183","Yes","http://www.cdisc.org","eabc3259-3d76-4cab-91e7-1c20ee7d2aa1"
"Code","C83053","2023-12-15","Code_184","Adverse Event Associated with Serious Medical Event","http://www.cdisc.org","9039dfc8-e1a7-4ef2-a20d-eacc411778b0"
"Code","C49487","2023-12-15","Code_185","No","http://www.cdisc.org","c8964d35-1758-4214-9969-197bee661230"
"Code","C49488","2023-12-15","Code_186","Yes","http://www.cdisc.org","a7717a1e-cf7e-4fad-970c-f9064159ee37"
"Code","C83199","2023-12-15","Code_187","Adverse Event Concomitant Treatment","http://www.cdisc.org","16ea15db-712d-4271-92e4-e323546242e8"
"Code","C83215","2023-12-15","Code_188","Adverse Event Start Date Time","http://www.cdisc.org","218f1c20-afd6-4852-9aeb-6b95676fb57e"
"Code","C83201","2023-12-15","Code_189","Adverse Event End Date Time","http://www.cdisc.org","f0e343ca-c5d1-4645-a5c7-5c01e49455dc"
"Code","C179175","2023-12-15","Code_190","Solicited Adverse Event","http://www.cdisc.org","5249c243-1497-4b4d-9dd5-acf8a116e627"
"Code","C25298","2023-12-15","Code_191","SYSBP","http://www.cdisc.org","260c5c31-acc5-46d7-96ca-7346e9d4bf87"
"Code","C77140","2023-12-15","Code_192","Clinical Test Result","http://www.cdisc.org","d9ea6b8d-d6e5-42fa-b8a7-3bee2b691b39"
"Code","C49669","2023-12-15","Code_193","Unit of Pressure","http://www.cdisc.org","fccd4d3c-46c8-4b74-9d6a-c5a36ba16553"
"Code","C62122","2023-12-15","Code_194","Sitting","http://www.cdisc.org","9296ddb2-34f5-482a-99d9-cb7a8cbb8c27"
"Code","C62166","2023-12-15","Code_195","Standing","http://www.cdisc.org","3aa7641b-6b6b-44fd-b0c7-a90f4de85927"
"Code","C62167","2023-12-15","Code_196","Supine Position","http://www.cdisc.org","bb6e2d28-dffd-4a83-8549-ca2a34b8e1ee"
"Code","C62164","2023-12-15","Code_197","Body Position","http://www.cdisc.org","5b4deb5b-7d43-492a-8495-30c0969adc6d"
"Code","C12681","2023-12-15","Code_198","Brachial Artery","http://www.cdisc.org","0dce4400-a9b8-430a-a82e-ab29dd4eacf9"
"Code","C12687","2023-12-15","Code_199","Common Carotid Artery","http://www.cdisc.org","10f844e4-8c37-401e-bfb6-465db155cc68"
"Code","C32478","2023-12-15","Code_200","Dorsalis Pedis Artery","http://www.cdisc.org","0029f6a9-1197-4aad-beb1-0a4d7618caa6"
"Code","C12715","2023-12-15","Code_201","Femoral Artery","http://www.cdisc.org","b4198437-f665-4394-8316-d4a634ea8af6"
"Code","C12838","2023-12-15","Code_202","Radial Artery","http://www.cdisc.org","0bf3f749-d18f-4d48-8628-6fb03c11dbdf"
"Code","C13717","2023-12-15","Code_203","Anatomic Site","http://www.cdisc.org","1e0d1ffb-3026-434e-ba67-650b29aff0f8"
"Code","C25229","2023-12-15","Code_204","Left","http://www.cdisc.org","1bb65e82-9d6e-4f61-9fca-9e4009bfbc1a"
"Code","C25228","2023-12-15","Code_205","Right","http://www.cdisc.org","d802f9df-71e0-46f6-a70a-4199948a59ae"
"Code","C25185","2023-12-15","Code_206","Laterality","http://www.cdisc.org","76cadde4-1174-4da1-8065-3cffbef3a129"
"Code","C25298","2023-12-15","Code_207","SYSBP","http://www.cdisc.org","1931837c-5d5f-457c-ad6d-13d960e71280"
"Code","C25299","2023-12-15","Code_208","DIABP","http://www.cdisc.org","db411ef4-1682-4e08-a3c0-e262234db073"
"Code","C77140","2023-12-15","Code_209","Clinical Test Result","http://www.cdisc.org","7b3ccd73-9fa5-48d4-9141-cfec548d0293"
"Code","C49669","2023-12-15","Code_210","Unit of Pressure","http://www.cdisc.org","5e6290bb-6f54-4da0-9c50-06e526b5f9ef"
"Code","C62122","2023-12-15","Code_211","Sitting","http://www.cdisc.org","547956a8-0b26-4310-b964-f397a328b819"
"Code","C62166","2023-12-15","Code_212","Standing","http://www.cdisc.org","53557eee-d1e7-4689-ac60-a5b377234941"
"Code","C62167","2023-12-15","Code_213","Supine Position","http://www.cdisc.org","fc85526f-f97b-4e59-b333-8a676e803c4b"
"Code","C62164","2023-12-15","Code_214","Body Position","http://www.cdisc.org","c6b10b37-efc4-466c-82a9-b9c9db141088"
"Code","C12681","2023-12-15","Code_215","Brachial Artery","http://www.cdisc.org","59997553-9f18-4e03-b982-ecb8b7aeef5f"
"Code","C12687","2023-12-15","Code_216","Common Carotid Artery","http://www.cdisc.org","7d235207-f498-4374-9287-a1bd1a866627"
"Code","C32478","2023-12-15","Code_217","Dorsalis Pedis Artery","http://www.cdisc.org","fee9a785-f185-4a52-80e3-bbce91cbe88e"
"Code","C12715","2023-12-15","Code_218","Femoral Artery","http://www.cdisc.org","319c66ab-f663-4469-9b41-8c54f80195af"
"Code","C12838","2023-12-15","Code_219","Radial Artery","http://www.cdisc.org","ddc646a2-bc63-4681-b8be-e087d8103287"
"Code","C13717","2023-12-15","Code_220","Anatomic Site","http://www.cdisc.org","17c2f9a8-f49a-40a2-9225-5efd991d7dc3"
"Code","C25229","2023-12-15","Code_221","Left","http://www.cdisc.org","150be219-06d7-4ffa-ac38-c21e933e4255"
"Code","C25228","2023-12-15","Code_222","Right","http://www.cdisc.org","34b75b22-7f08-41dd-ad6a-d2cfacf09ac5"
"Code","C25185","2023-12-15","Code_223","Laterality","http://www.cdisc.org","121818b8-6acd-4a16-ab44-e889b9e92dc9"
"Code","C25299","2023-12-15","Code_224","DIABP","http://www.cdisc.org","61927784-20fd-417d-83a3-154550b0f4aa"
"Code","C174446","2023-12-15","Code_225","TEMP","http://www.cdisc.org","50851070-7637-40a4-874a-9ede641470a5"
"Code","C77140","2023-12-15","Code_226","Clinical Test Result","http://www.cdisc.org","490da8df-8c62-4f19-8e99-9db5a4e2b2b0"
"Code","C42559","2023-12-15","Code_227","Degree Celsius","http://www.cdisc.org","ac54ec6f-c3bf-44ff-85bc-6215cc5ec5ef"
"Code","C44277","2023-12-15","Code_228","Degree Fahrenheit","http://www.cdisc.org","5e9531a6-0bd2-467b-bca6-db856c56ea25"
"Code","C42537","2023-12-15","Code_229","Kelvin","http://www.cdisc.org","1954aeb7-321f-471c-9b3f-fb1a4d466b88"
"Code","C44276","2023-12-15","Code_230","Unit of Temperature","http://www.cdisc.org","e1cce9ce-f953-4656-a73a-bed39bb9b63a"
"Code","C12674","2023-12-15","Code_231","Axilla","http://www.cdisc.org","89f70cdf-d569-40b5-94c9-ccfc8301ecbf"
"Code","C12394","2023-12-15","Code_232","Ear","http://www.cdisc.org","9493f1cd-d19d-44fc-932c-4e779e7918b0"
"Code","C89803","2023-12-15","Code_233","Forehead","http://www.cdisc.org","329623ad-a044-482a-b616-c2812c6c20f4"
"Code","C12421","2023-12-15","Code_234","Oral Cavity","http://www.cdisc.org","2457a398-1ed0-42bd-91d5-bb91100e481a"
"Code","C12390","2023-12-15","Code_235","Rectum","http://www.cdisc.org","c4f852c8-1cf4-41f1-8bfa-abf42f63ea2d"
"Code","C13717","2023-12-15","Code_236","Anatomic Site","http://www.cdisc.org","bac0601c-ba19-49d1-b6f8-803640af4bbf"
"Code","C174446","2023-12-15","Code_237","TEMP","http://www.cdisc.org","deb53b73-8a57-40bc-b4a1-e2d0b6ebcf53"
"Code","C25208","2023-12-15","Code_238","WEIGHT","http://www.cdisc.org","82228d2d-7521-4f4d-9de0-95e5d4163995"
"Code","C77140","2023-12-15","Code_239","Clinical Test Result","http://www.cdisc.org","c6100022-04cd-4cd2-b006-c7ed15773886"
"Code","C48531","2023-12-15","Code_240","Pound","http://www.cdisc.org","fd9ecd34-b6f3-45d0-a4bb-75cd94820be9"
"Code","C48155","2023-12-15","Code_241","Gram","http://www.cdisc.org","9785fe81-7b9a-4d86-9020-8c46d35fb314"
"Code","C28252","2023-12-15","Code_242","Kilogram","http://www.cdisc.org","40f62292-4287-405c-8d36-44c5f52ab718"
"Code","C48208","2023-12-15","Code_243","Unit of Weight","http://www.cdisc.org","bef30172-50c1-499b-8750-76af94172ef1"
"Code","C25208","2023-12-15","Code_244","WEIGHT","http://www.cdisc.org","b26f03d7-f9b9-49cf-be42-4983439b6748"
"Code","C25347","2023-12-15","Code_245","HEIGHT","http://www.cdisc.org","b444b38a-8759-4fee-a3e4-f5f9d209d7a1"
"Code","C77140","2023-12-15","Code_246","Clinical Test Result","http://www.cdisc.org","c8c13384-a6a6-4ee4-b5ae-c290dc0b361c"
"Code","C49668","2023-12-15","Code_247","Centimeter","http://www.cdisc.org","d20ce2c8-682e-4197-acaa-f6769f391079"
"Code","C48500","2023-12-15","Code_248","Inch","http://www.cdisc.org","299f66ac-9f67-4c27-be5c-9961fc19b4c3"
"Code","C41139","2023-12-15","Code_249","Meter","http://www.cdisc.org","62224b12-ec14-4b31-9c8a-9c6de053cf4d"
"Code","C168688","2023-12-15","Code_250","Unit of Height","http://www.cdisc.org","564dd97a-8e35-421f-8820-eb48aeead8ec"
"Code","C25347","2023-12-15","Code_251","HEIGHT","http://www.cdisc.org","f1d51780-0681-475b-b962-5cf0af68c340"
"Code","C64433","2023-12-15","Code_252","ALT","http://www.cdisc.org","8ac2a8b7-0bf2-4f0d-970a-80f1a2454388"
"Code","C36292","2023-12-15","Code_253","Laboratory Test Result","http://www.cdisc.org","a759a8ae-5695-4abd-949e-3c7316c8cf11"
"Code","C67456","2023-12-15","Code_254","Unit per Liter","http://www.cdisc.org","040732b8-712a-48b9-bda1-8f4def52a269"
"Code","C67397","2023-12-15","Code_255","Microkatal per Liter","http://www.cdisc.org","aa2ecf10-003d-4c4f-b8df-deae35bce2a3"
"Code","C67376","2023-12-15","Code_256","International Unit per Liter","http://www.cdisc.org","ca1e9177-7a20-43cb-9ae7-0b1c6d2d8473"
"Code","C70510","2023-12-15","Code_257","Nanokatal per Liter","http://www.cdisc.org","0205bfb8-9a52-4ee9-bb8b-a08da8d562be"
"Code","C67365","2023-12-15","Code_258","Unit of Catalytic Activity Concentration","http://www.cdisc.org","ae60d122-4da2-4749-8bda-646da178773f"
"Code","C70713","2023-12-15","Code_259","Biospecimen Type","http://www.cdisc.org","bbf8ced1-2b92-4e32-af39-6af6ee17af61"
"Code","C49487","2023-12-15","Code_260","No","http://www.cdisc.org","75522815-f06b-484e-8b27-487dfab5a6df"
"Code","C49488","2023-12-15","Code_261","Yes","http://www.cdisc.org","e09c8438-c99d-4cc3-b23e-a9ea4b81144a"
"Code","C83309","2023-12-15","Code_262","Laboratory Test Fasting Status","http://www.cdisc.org","c63d0c16-8b09-43c1-ad33-48910ad9c760"
"Code","C64433","2023-12-15","Code_263","ALT","http://www.cdisc.org","64926dad-8174-4357-8f87-a5e5c0a5b6bb"
"Code","C64431","2023-12-15","Code_264","ALB","http://www.cdisc.org","063df865-92ca-4aae-a85a-0fd95fd640ce"
"Code","C36292","2023-12-15","Code_265","Laboratory Test Result","http://www.cdisc.org","8b858205-9819-46af-bb37-17c5bc32001e"
"Code","C70713","2023-12-15","Code_266","Biospecimen Type","http://www.cdisc.org","5e3e25c6-3794-4eea-a83e-0748655d782a"
"Code","C49487","2023-12-15","Code_267","No","http://www.cdisc.org","96e5d8f9-6ef9-4072-9081-849a391b40f7"
"Code","C49488","2023-12-15","Code_268","Yes","http://www.cdisc.org","caa562bb-488d-4fdd-a4e2-1c3e19ea11b1"
"Code","C83309","2023-12-15","Code_269","Laboratory Test Fasting Status","http://www.cdisc.org","e150ab1c-75ea-4c5d-a7b3-51ff08e102e4"
"Code","C64431","2023-12-15","Code_270","ALB","http://www.cdisc.org","4a5d171a-050b-4fc9-8d88-21ddd2832482"
"Code","C64432","2023-12-15","Code_271","ALP","http://www.cdisc.org","0d499611-2ad4-40dc-bb6f-de03301a47cb"
"Code","C36292","2023-12-15","Code_272","Laboratory Test Result","http://www.cdisc.org","85e5491a-c3fd-457c-9052-3feeb748dc2b"
"Code","C67456","2023-12-15","Code_273","Unit per Liter","http://www.cdisc.org","130ef19f-e5ca-46ba-a15c-0775c0f9954e"
"Code","C67397","2023-12-15","Code_274","Microkatal per Liter","http://www.cdisc.org","8933e4f8-18cd-432c-9f1c-37120d661b4f"
"Code","C67376","2023-12-15","Code_275","International Unit per Liter","http://www.cdisc.org","35936f40-9f9d-435b-a0ec-58ea8b99706e"
"Code","C67365","2023-12-15","Code_276","Unit of Catalytic Activity Concentration","http://www.cdisc.org","b558008b-376f-489d-adbb-21eea125e657"
"Code","C70713","2023-12-15","Code_277","Biospecimen Type","http://www.cdisc.org","476ad8f3-106f-4f14-bf82-4691baf795a6"
"Code","C49487","2023-12-15","Code_278","No","http://www.cdisc.org","9a6a3dcd-4cbf-4ed0-a875-fc6ab78a868e"
"Code","C49488","2023-12-15","Code_279","Yes","http://www.cdisc.org","96d78073-6628-4542-9130-bdfea8af9ca3"
"Code","C83309","2023-12-15","Code_280","Laboratory Test Fasting Status","http://www.cdisc.org","44f05ab4-2839-4ec4-9e9c-507716a737fa"
"Code","C64432","2023-12-15","Code_281","ALP","http://www.cdisc.org","a190e98c-ef38-4599-b085-7b84168c5128"
"Code","C64467","2023-12-15","Code_282","AST","http://www.cdisc.org","c41bd8b1-a78c-4e4a-8d6a-31978ae3f4a7"
"Code","C36292","2023-12-15","Code_283","Laboratory Test Result","http://www.cdisc.org","081950b0-9dc5-4a05-94a9-01d3317f4237"
"Code","C67456","2023-12-15","Code_284","Unit per Liter","http://www.cdisc.org","255800e1-a568-430f-9be6-0728340289b9"
"Code","C67397","2023-12-15","Code_285","Microkatal per Liter","http://www.cdisc.org","d4672bf0-1d01-491f-bd8d-a6d95aa3a02a"
"Code","C67376","2023-12-15","Code_286","International Unit per Liter","http://www.cdisc.org","6ea0e5a8-f236-4470-af8a-5dd42c0d8fbc"
"Code","C67365","2023-12-15","Code_287","Unit of Catalytic Activity Concentration","http://www.cdisc.org","d694a106-4cd1-4eb8-94d2-24c2cc475469"
"Code","C70713","2023-12-15","Code_288","Biospecimen Type","http://www.cdisc.org","23c6b49b-6dcb-41f2-8c72-fa6a878aae3f"
"Code","C49487","2023-12-15","Code_289","No","http://www.cdisc.org","753e57ad-7576-4e64-a91e-0b085a57ec86"
"Code","C49488","2023-12-15","Code_290","Yes","http://www.cdisc.org","cc30eea2-0c2d-4658-9506-813f5b40d3fa"
"Code","C83309","2023-12-15","Code_291","Laboratory Test Fasting Status","http://www.cdisc.org","0ffe22b5-340b-4a3c-92ce-b70cd414b605"
"Code","C64467","2023-12-15","Code_292","AST","http://www.cdisc.org","1a5e6872-dd53-4675-a8de-ccef759f8574"
"Code","C64547","2023-12-15","Code_293","CREAT","http://www.cdisc.org","677749b1-6df2-4727-b554-b59f2d69d81e"
"Code","C36292","2023-12-15","Code_294","Laboratory Test Result","http://www.cdisc.org","685a23d3-8d0b-4294-b11b-5b9f7b5f02aa"
"Code","C67015","2023-12-15","Code_295","Milligram per Deciliter","http://www.cdisc.org","642db5cf-cb08-4a43-be66-256bba03756c"
"Code","C64572","2023-12-15","Code_296","Microgram per Milliliter","http://www.cdisc.org","a0be9a8a-b00b-42dd-a1c0-d871dcb4f1af"
"Code","C64387","2023-12-15","Code_297","Millimole per Liter","http://www.cdisc.org","42f8102d-673e-4d3e-9f6d-28c525c37e27"
"Code","C48508","2023-12-15","Code_298","Micromole per Liter","http://www.cdisc.org","79b509c4-ad30-4edb-ae7d-373a50b891b8"
"Code","C48207","2023-12-15","Code_299","Unit of Concentration","http://www.cdisc.org","e83c5a5f-e1f4-4e2b-a1f3-382ec466ed6a"
"Code","C70713","2023-12-15","Code_300","Biospecimen Type","http://www.cdisc.org","0195990f-c046-4f36-a4a5-edacaa4c4955"
"Code","C49487","2023-12-15","Code_301","No","http://www.cdisc.org","783eac40-b506-4474-858c-33063f92876e"
"Code","C49488","2023-12-15","Code_302","Yes","http://www.cdisc.org","bf8bc0bd-ba4b-45a4-895c-a05286711b5a"
"Code","C83309","2023-12-15","Code_303","Laboratory Test Fasting Status","http://www.cdisc.org","fc3d4f8d-552c-44ae-89ec-71a522feda80"
"Code","C64547","2023-12-15","Code_304","CREAT","http://www.cdisc.org","99557e84-98b8-4eaf-87e7-7153ca827366"
"Code","C64853","2023-12-15","Code_305","K","http://www.cdisc.org","4d0d8ecc-c98b-4982-84e3-ca8011241335"
"Code","C36292","2023-12-15","Code_306","Laboratory Test Result","http://www.cdisc.org","1ceea0bd-73ac-4421-9f3a-4f6f5198343f"
"Code","C67474","2023-12-15","Code_307","Milliequivalent per Liter","http://www.cdisc.org","4d117513-e036-4227-b41b-cfa504f301ce"
"Code","C67473","2023-12-15","Code_308","Milliequivalent per Deciliter","http://www.cdisc.org","c2e4606b-0564-478c-85f7-113dfe25fbaa"
"Code","C64387","2023-12-15","Code_309","Millimole per Liter","http://www.cdisc.org","5d67c85d-77b4-455e-9840-f074834a8f1f"
"Code","C64567","2023-12-15","Code_310","Molarity Unit","http://www.cdisc.org","e901582f-8210-4f26-8a9f-64395c511fc7"
"Code","C70713","2023-12-15","Code_311","Biospecimen Type","http://www.cdisc.org","949062d8-67f9-43da-ac9d-b6c13c2cf141"
"Code","C49487","2023-12-15","Code_312","No","http://www.cdisc.org","67b105e0-8494-40b8-b436-3dceb451f497"
"Code","C49488","2023-12-15","Code_313","Yes","http://www.cdisc.org","9342104a-e43c-4562-9df1-12a33c5f7f95"
"Code","C83309","2023-12-15","Code_314","Laboratory Test Fasting Status","http://www.cdisc.org","1639818c-9087-464c-8eef-a9976c02b9dd"
"Code","C64853","2023-12-15","Code_315","K","http://www.cdisc.org","cbf463e8-b971-4db9-9cca-c7e3e8a5890f"
"Code","C64809","2023-12-15","Code_316","SODIUM","http://www.cdisc.org","c5dbf549-2586-4250-ac61-5667d1e88bab"
"Code","C36292","2023-12-15","Code_317","Laboratory Test Result","http://www.cdisc.org","a133a20e-dc79-4c36-807a-11af77709781"
"Code","C67474","2023-12-15","Code_318","Milliequivalent per Liter","http://www.cdisc.org","5802aef6-cb4c-4641-8ae3-f36b30bac85d"
"Code","C67473","2023-12-15","Code_319","Milliequivalent per Deciliter","http://www.cdisc.org","b9c4e005-a3d8-4ada-913e-aa493a4a64cf"
"Code","C64387","2023-12-15","Code_320","Millimole per Liter","http://www.cdisc.org","9c5e6e50-b9d1-4d6f-8034-fe7278f34cf5"
"Code","C64567","2023-12-15","Code_321","Molarity Unit","http://www.cdisc.org","5e481268-0605-414f-94ac-10e7720a7ff3"
"Code","C70713","2023-12-15","Code_322","Biospecimen Type","http://www.cdisc.org","f9f44419-03c4-4c0a-a43e-4ed18b3c5e32"
"Code","C49487","2023-12-15","Code_323","No","http://www.cdisc.org","bebe2370-c321-4676-9b27-fe9edc9ec6f1"
"Code","C49488","2023-12-15","Code_324","Yes","http://www.cdisc.org","a496db71-135a-4528-8995-f1448b0f5375"
"Code","C83309","2023-12-15","Code_325","Laboratory Test Fasting Status","http://www.cdisc.org","a1e05ad9-ed19-4a7a-8900-15319f277097"
"Code","C64809","2023-12-15","Code_326","SODIUM","http://www.cdisc.org","c1f7f9da-93f9-4626-a8e1-e5a508bab4b9"
"Code","C25298","2023-12-15","Code_327","SYSBP","http://www.cdisc.org","a8a7f9bb-b90c-40cb-9e4c-768e70b3dc03"
"Code","C77140","2023-12-15","Code_328","Clinical Test Result","http://www.cdisc.org","dae4bd26-6ac0-4b07-b040-2342f5e22a14"
"Code","C49669","2023-12-15","Code_329","Unit of Pressure","http://www.cdisc.org","179ed2a0-9520-4a69-8957-5bb762bbaf5c"
"Code","C62122","2023-12-15","Code_330","Sitting","http://www.cdisc.org","100fadbf-20e2-4149-8a1d-36ffc669cefd"
"Code","C62166","2023-12-15","Code_331","Standing","http://www.cdisc.org","4256c851-745c-494d-9e10-f97a1d1e3550"
"Code","C62167","2023-12-15","Code_332","Supine Position","http://www.cdisc.org","7084c4c9-183b-40ce-990a-7446a1325a10"
"Code","C62164","2023-12-15","Code_333","Body Position","http://www.cdisc.org","8d1689ff-04c1-4401-b221-7f7d6aa03abb"
"Code","C12681","2023-12-15","Code_334","Brachial Artery","http://www.cdisc.org","ae7ea895-164c-484b-be04-9a131b969358"
"Code","C12687","2023-12-15","Code_335","Common Carotid Artery","http://www.cdisc.org","51ab68aa-2d00-49af-9190-7e3c261dbf85"
"Code","C32478","2023-12-15","Code_336","Dorsalis Pedis Artery","http://www.cdisc.org","3e13d0e4-0e54-49dd-8950-7a081d2fe256"
"Code","C12715","2023-12-15","Code_337","Femoral Artery","http://www.cdisc.org","11b4aca9-fbf6-451a-b152-7e83f4a5d583"
"Code","C12838","2023-12-15","Code_338","Radial Artery","http://www.cdisc.org","04a3d526-855f-4260-94b6-f12255afaf20"
"Code","C13717","2023-12-15","Code_339","Anatomic Site","http://www.cdisc.org","d2c39468-3997-4d7a-9d85-e5ed5f6c44b2"
"Code","C25229","2023-12-15","Code_340","Left","http://www.cdisc.org","deee4334-d5e5-468f-b6a3-de4de3c43bd1"
"Code","C25228","2023-12-15","Code_341","Right","http://www.cdisc.org","10f50d42-89d9-4315-971c-ee38768fcfcb"
"Code","C25185","2023-12-15","Code_342","Laterality","http://www.cdisc.org","d79f2c5d-3098-4744-b7de-ac448b6173e4"
"Code","C25298","2023-12-15","Code_343","SYSBP","http://www.cdisc.org","6f0d0ca4-8a74-437f-8551-ba41eb057e89"
"Code","C25299","2023-12-15","Code_344","DIABP","http://www.cdisc.org","bf041b53-254b-45d1-ae8f-3b5157a7fc58"
"Code","C77140","2023-12-15","Code_345","Clinical Test Result","http://www.cdisc.org","fe3854a6-b281-4b37-aaa8-77b021f461b0"
"Code","C49669","2023-12-15","Code_346","Unit of Pressure","http://www.cdisc.org","8ae03a7d-568a-4378-a0f3-6d2a737cac0c"
"Code","C62122","2023-12-15","Code_347","Sitting","http://www.cdisc.org","d5dbee7e-2a88-4172-8191-08dd3c721246"
"Code","C62166","2023-12-15","Code_348","Standing","http://www.cdisc.org","1fa9cd94-7f2a-472a-9bac-f0f10c3d21bd"
"Code","C62167","2023-12-15","Code_349","Supine Position","http://www.cdisc.org","bef8a2fa-03f1-4a78-a78a-3f5daec6f13c"
"Code","C62164","2023-12-15","Code_350","Body Position","http://www.cdisc.org","01fd9377-a37e-4a6a-90da-7bce5c27f8fd"
"Code","C12681","2023-12-15","Code_351","Brachial Artery","http://www.cdisc.org","fad100c9-83bd-47bb-a327-8309cd5ca081"
"Code","C12687","2023-12-15","Code_352","Common Carotid Artery","http://www.cdisc.org","5b36ae70-f5db-49f7-91b3-0f6124779afd"
"Code","C32478","2023-12-15","Code_353","Dorsalis Pedis Artery","http://www.cdisc.org","afc5e0f6-0339-440c-a3f0-eef7c3407786"
"Code","C12715","2023-12-15","Code_354","Femoral Artery","http://www.cdisc.org","4825c59d-c3a1-48fb-a04f-d335212cb9f6"
"Code","C12838","2023-12-15","Code_355","Radial Artery","http://www.cdisc.org","80532d09-296b-49e4-989d-2b43ccf77fcf"
"Code","C13717","2023-12-15","Code_356","Anatomic Site","http://www.cdisc.org","554c771b-7241-4a33-a32e-76de37fed541"
"Code","C25229","2023-12-15","Code_357","Left","http://www.cdisc.org","2d1930f7-a791-4a3a-ba3d-d4af2e563a38"
"Code","C25228","2023-12-15","Code_358","Right","http://www.cdisc.org","815132a3-a78d-4353-b732-9720d7b39e23"
"Code","C25185","2023-12-15","Code_359","Laterality","http://www.cdisc.org","0df8f070-e507-481f-81fc-0ba8a83bf3db"
"Code","C25299","2023-12-15","Code_360","DIABP","http://www.cdisc.org","2e66d906-a8b5-4bda-bfc9-d72f87f4b09b"
"Code","C49677","2023-12-15","Code_361","HR","http://www.cdisc.org","6eba85c5-7f19-4b80-b9b5-8b9de138fe70"
"Code","C77140","2023-12-15","Code_362","Clinical Test Result","http://www.cdisc.org","f5d6849d-06c1-40d9-9024-5e44d381760e"
"Code","C73688","2023-12-15","Code_363","Count per Minute","http://www.cdisc.org","85ee997d-9ee5-4fd0-80b7-456dfb0c9197"
"Code","C62122","2023-12-15","Code_364","Sitting","http://www.cdisc.org","ab73f048-2aaa-433f-a4fe-dd73c052bbf1"
"Code","C62166","2023-12-15","Code_365","Standing","http://www.cdisc.org","58d5f5f7-4d65-4416-9fd1-8b953a1b8db3"
"Code","C62167","2023-12-15","Code_366","Supine Position","http://www.cdisc.org","db5cc346-7bfa-4d79-8b72-b2da7cb1e1d8"
"Code","C62164","2023-12-15","Code_367","Body Position","http://www.cdisc.org","70b49cb0-9f94-4e05-8d2f-b078fc92180d"
"Code","C12681","2023-12-15","Code_368","Brachial Artery","http://www.cdisc.org","6501809a-24ba-49d4-b8af-6ba831dc206e"
"Code","C12687","2023-12-15","Code_369","Common Carotid Artery","http://www.cdisc.org","d254d06d-9dfc-46e7-b7b4-70e2c017f1e0"
"Code","C32478","2023-12-15","Code_370","Dorsalis Pedis Artery","http://www.cdisc.org","4a34c8a5-ec27-4911-9385-3df0bc0edb07"
"Code","C12715","2023-12-15","Code_371","Femoral Artery","http://www.cdisc.org","507e72f1-c1d9-4e51-b4ef-bce51006b7dd"
"Code","C12838","2023-12-15","Code_372","Radial Artery","http://www.cdisc.org","92487f2e-7bad-412c-84cd-135555cc5e89"
"Code","C13717","2023-12-15","Code_373","Anatomic Site","http://www.cdisc.org","0597d1e3-3a4f-49f9-a792-222475c986b3"
"Code","C25229","2023-12-15","Code_374","Left","http://www.cdisc.org","90bd86a5-ea83-467c-bae6-eed842244a04"
"Code","C25228","2023-12-15","Code_375","Right","http://www.cdisc.org","7f468937-3bcc-4376-ba32-e101646b05d9"
"Code","C25185","2023-12-15","Code_376","Laterality","http://www.cdisc.org","7f3dd24d-0905-4691-834c-8fef8125a585"
"Code","C49677","2023-12-15","Code_377","HR","http://www.cdisc.org","c9cfdf14-0dfb-44f8-8d83-19f295ea8921"
"Code","C25298","2023-12-15","Code_378","SYSBP","http://www.cdisc.org","560063e9-86d2-4c0a-b708-c5938fdaf858"
"Code","C77140","2023-12-15","Code_379","Clinical Test Result","http://www.cdisc.org","17fc0602-ee1e-485c-b549-20d5d50f178a"
"Code","C49669","2023-12-15","Code_380","Unit of Pressure","http://www.cdisc.org","8fed140a-72b6-4ec0-860a-43bf4a4e8d17"
"Code","C62122","2023-12-15","Code_381","Sitting","http://www.cdisc.org","76c7d5e3-5d1a-442d-853a-b51aec90459f"
"Code","C62166","2023-12-15","Code_382","Standing","http://www.cdisc.org","42757a0c-74b4-4d87-913a-d8cf85086a53"
