"instanceType","id","code","codeSystemVersion","decode","uuid:ID","codeSystem"
"Code","Code_169","C113380","2023-12-15","Disabling Adverse Event","a89e9673-8b69-4fc8-ae63-b311e5ec04f8","http://www.cdisc.org"
"Code","Code_170","C49487","2023-12-15","No","87def5d5-de42-4a0b-aa67-249f47ce0f59","http://www.cdisc.org"
"Code","Code_171","C49488","2023-12-15","Yes","18f01bef-0521-4b51-950e-74a4a554fdcc","http://www.cdisc.org"
"Code","Code_172","C48275","2023-12-15","Death Related to Adverse Event","1a81ceb4-0e6e-4147-9727-20a419bc0ebd","http://www.cdisc.org"
"Code","Code_173","C49487","2023-12-15","No","446e9be9-7353-4c8d-bee1-4fc1744d4a9b","http://www.cdisc.org"
"Code","Code_174","C49488","2023-12-15","Yes","e69fb81e-a909-49e7-8925-dfcb1e13dd2b","http://www.cdisc.org"
"Code","Code_175","C83052","2023-12-15","Adverse Event associated with Hospitalization","5ab5a57f-c128-4e6c-a663-e61e8a8fdb5d","http://www.cdisc.org"
"Code","Code_176","C49487","2023-12-15","No","e55b6733-129f-492c-a259-b793e20e84f6","http://www.cdisc.org"
"Code","Code_177","C49488","2023-12-15","Yes","fa967a48-296c-4966-b2fa-b99f62b7e120","http://www.cdisc.org"
"Code","Code_178","C84266","2023-12-15","Life Threatening Adverse Event","4d412457-1f88-463e-b060-d5d409571841","http://www.cdisc.org"
"Code","Code_179","C49487","2023-12-15","No","e3b1d05e-b3d0-4acb-9448-8584dc19d8b9","http://www.cdisc.org"
"Code","Code_180","C49488","2023-12-15","Yes","83c96e81-4b00-46a4-97fb-2989c95cf141","http://www.cdisc.org"
"Code","Code_181","C83214","2023-12-15","Adverse Event Occurred with Overdose","8d75b41d-80c1-4591-97c3-9fc6701f85e2","http://www.cdisc.org"
"Code","Code_182","C49487","2023-12-15","No","0411bfa7-c4c3-4a64-9cde-e6fbfdf669d8","http://www.cdisc.org"
"Code","Code_183","C49488","2023-12-15","Yes","ae0e6ea7-c93d-4aaf-bd8b-170c038c7455","http://www.cdisc.org"
"Code","Code_184","C83053","2023-12-15","Adverse Event Associated with Serious Medical Event","3efb7fc4-a19c-4922-97b5-8a5a465a4caa","http://www.cdisc.org"
"Code","Code_185","C49487","2023-12-15","No","a2e54008-c5f8-4498-931a-162d1545ff29","http://www.cdisc.org"
"Code","Code_186","C49488","2023-12-15","Yes","0a5dc80e-11bd-4eae-adbe-07a0b7bc120b","http://www.cdisc.org"
"Code","Code_187","C83199","2023-12-15","Adverse Event Concomitant Treatment","e26d9dad-b8bf-4eb1-aeaf-b89144bbe7a4","http://www.cdisc.org"
"Code","Code_188","C83215","2023-12-15","Adverse Event Start Date Time","c8ded405-2c00-4e61-8a30-a5cdfa5e6d01","http://www.cdisc.org"
"Code","Code_189","C83201","2023-12-15","Adverse Event End Date Time","b0554cff-2d89-4d99-a97e-1a195fc24d20","http://www.cdisc.org"
"Code","Code_190","C179175","2023-12-15","Solicited Adverse Event","475883a3-2f03-4ca6-ace2-6ea5fec03485","http://www.cdisc.org"
"Code","Code_191","C25298","2023-12-15","SYSBP","d8443bec-b6c7-42b5-b2c4-54e720449ef7","http://www.cdisc.org"
"Code","Code_192","C77140","2023-12-15","Clinical Test Result","0c6c2068-d1d4-4ec9-9026-36f4fe0fee98","http://www.cdisc.org"
"Code","Code_193","C49669","2023-12-15","Unit of Pressure","a238c9c3-18f0-4f3d-99a6-a1043fa50981","http://www.cdisc.org"
"Code","Code_194","C62122","2023-12-15","Sitting","47e421e8-3a07-400e-94d3-c7f99363eef5","http://www.cdisc.org"
"Code","Code_195","C62166","2023-12-15","Standing","4695b6c9-b80f-4aa5-822b-1dd880b05943","http://www.cdisc.org"
"Code","Code_196","C62167","2023-12-15","Supine Position","1b1d5b56-62fa-4cce-86d3-1fc6e4eaca70","http://www.cdisc.org"
"Code","Code_197","C62164","2023-12-15","Body Position","7d22bbb8-700c-4e02-9254-e6ba0af50951","http://www.cdisc.org"
"Code","Code_198","C12681","2023-12-15","Brachial Artery","51bdd0e9-2381-4967-ade0-1bf9882a0919","http://www.cdisc.org"
"Code","Code_199","C12687","2023-12-15","Common Carotid Artery","e69a4efd-a25d-4c45-bc57-6112677928bc","http://www.cdisc.org"
"Code","Code_200","C32478","2023-12-15","Dorsalis Pedis Artery","184081c7-1f05-407c-8987-e34bf0e125fc","http://www.cdisc.org"
"Code","Code_201","C12715","2023-12-15","Femoral Artery","7d534640-7535-4420-a741-164cb34a6177","http://www.cdisc.org"
"Code","Code_202","C12838","2023-12-15","Radial Artery","85f1ea93-92ce-43bd-99fb-edab7af375e6","http://www.cdisc.org"
"Code","Code_203","C13717","2023-12-15","Anatomic Site","c711cce4-c08f-4691-98a8-58ad050b29ca","http://www.cdisc.org"
"Code","Code_204","C25229","2023-12-15","Left","833cf6a2-22b9-45ce-b3ac-20b43f9a70a1","http://www.cdisc.org"
"Code","Code_205","C25228","2023-12-15","Right","8f1bc05d-48a3-4ab0-a708-7b71daba65d5","http://www.cdisc.org"
"Code","Code_206","C25185","2023-12-15","Laterality","3867a27f-45f5-4125-8b57-cb326f74b74b","http://www.cdisc.org"
"Code","Code_207","C25298","2023-12-15","SYSBP","5a7ff6e8-d7f4-4ba8-82ea-41495f93d445","http://www.cdisc.org"
"Code","Code_208","C25299","2023-12-15","DIABP","4bee072e-51d3-493a-a39c-d739d1c3f188","http://www.cdisc.org"
"Code","Code_209","C77140","2023-12-15","Clinical Test Result","c5abb03d-0adf-4a0c-99cb-2ba18c9c3d10","http://www.cdisc.org"
"Code","Code_210","C49669","2023-12-15","Unit of Pressure","fa65f68e-9318-48cb-bba6-64c17eb7adf1","http://www.cdisc.org"
"Code","Code_211","C62122","2023-12-15","Sitting","5e3b499c-896d-45f1-9bae-272912d55337","http://www.cdisc.org"
"Code","Code_212","C62166","2023-12-15","Standing","f89eda82-af29-41ed-ad3a-859a33a0e825","http://www.cdisc.org"
"Code","Code_213","C62167","2023-12-15","Supine Position","31749ed2-80a5-467e-a7a3-edbddb6947c7","http://www.cdisc.org"
"Code","Code_214","C62164","2023-12-15","Body Position","53e3f4e0-9b55-46db-9410-3726e664adbb","http://www.cdisc.org"
"Code","Code_215","C12681","2023-12-15","Brachial Artery","bfe7a29d-51b8-4a88-8e25-c2a38b663344","http://www.cdisc.org"
"Code","Code_216","C12687","2023-12-15","Common Carotid Artery","44951b24-5995-49b5-8177-ad3c23fcdb83","http://www.cdisc.org"
"Code","Code_217","C32478","2023-12-15","Dorsalis Pedis Artery","08ce2149-0adc-4902-8ed1-1692d01d00c1","http://www.cdisc.org"
"Code","Code_218","C12715","2023-12-15","Femoral Artery","450ed07e-3c76-4e3d-9415-dddd67e72e53","http://www.cdisc.org"
"Code","Code_219","C12838","2023-12-15","Radial Artery","3cd001e2-e618-4865-b00e-0823981aeba4","http://www.cdisc.org"
"Code","Code_220","C13717","2023-12-15","Anatomic Site","550c5b43-fa5c-47c9-a075-3ef8e15e5b5b","http://www.cdisc.org"
"Code","Code_221","C25229","2023-12-15","Left","b6a2951a-e6b0-4fa1-a985-32f190a64fce","http://www.cdisc.org"
"Code","Code_222","C25228","2023-12-15","Right","4d65b15c-d671-418d-83c8-5d866e6bc6b3","http://www.cdisc.org"
"Code","Code_223","C25185","2023-12-15","Laterality","61251146-aa50-41cc-a08e-98f2c1847e82","http://www.cdisc.org"
"Code","Code_224","C25299","2023-12-15","DIABP","85b4da63-883d-4e36-a8e8-16c09ad08485","http://www.cdisc.org"
"Code","Code_225","C174446","2023-12-15","TEMP","fcf8a50f-71dc-499a-974d-9026c5019178","http://www.cdisc.org"
"Code","Code_226","C77140","2023-12-15","Clinical Test Result","cfbae2ce-d176-4ced-8a7c-d61cdbcaa6cb","http://www.cdisc.org"
"Code","Code_227","C42559","2023-12-15","Degree Celsius","5d0c2fd5-66ac-4623-bbb0-6dbdd0ac9bd8","http://www.cdisc.org"
"Code","Code_228","C44277","2023-12-15","Degree Fahrenheit","013d453b-e49f-43d6-b2b3-0625a1a4816d","http://www.cdisc.org"
"Code","Code_229","C42537","2023-12-15","Kelvin","15d724db-fb68-41f7-9558-8e8c5a99c717","http://www.cdisc.org"
"Code","Code_230","C44276","2023-12-15","Unit of Temperature","25b706b4-5ce2-4779-adf0-35df0b0160c9","http://www.cdisc.org"
"Code","Code_231","C12674","2023-12-15","Axilla","9dd56a29-709d-4e33-b4fe-32188410a831","http://www.cdisc.org"
"Code","Code_232","C12394","2023-12-15","Ear","8017f41d-850f-438c-bc27-ae0aaa590f5e","http://www.cdisc.org"
"Code","Code_233","C89803","2023-12-15","Forehead","2050759a-b8fd-4215-a60b-51e56cfabb88","http://www.cdisc.org"
"Code","Code_234","C12421","2023-12-15","Oral Cavity","3f76bcfe-e4cb-48fb-ac50-5f7d5db143b1","http://www.cdisc.org"
"Code","Code_235","C12390","2023-12-15","Rectum","8fe421d6-77f1-4f24-be83-43973cd81c74","http://www.cdisc.org"
"Code","Code_236","C13717","2023-12-15","Anatomic Site","682cd55a-486e-46f3-8e78-5a6d9413cab0","http://www.cdisc.org"
"Code","Code_237","C174446","2023-12-15","TEMP","992e6c1a-1867-4587-a442-7c35c83736e3","http://www.cdisc.org"
"Code","Code_238","C25208","2023-12-15","WEIGHT","b4b62141-754b-41d0-bad1-efe551fd5dd4","http://www.cdisc.org"
"Code","Code_239","C77140","2023-12-15","Clinical Test Result","795a56c5-fd8a-4218-8d35-0a37e01417ba","http://www.cdisc.org"
"Code","Code_240","C48531","2023-12-15","Pound","9f5f6366-3903-42ea-a8a3-8c7a56efc328","http://www.cdisc.org"
"Code","Code_241","C48155","2023-12-15","Gram","de6a93bd-543d-41df-82d2-89cf15d7f460","http://www.cdisc.org"
"Code","Code_242","C28252","2023-12-15","Kilogram","b9110795-a3f6-47b2-859d-9f67bdf0b67c","http://www.cdisc.org"
"Code","Code_243","C48208","2023-12-15","Unit of Weight","842f502b-bbb6-4578-af5e-ee18e8c26653","http://www.cdisc.org"
"Code","Code_244","C25208","2023-12-15","WEIGHT","15c9719c-be38-4f0f-887d-cdc32d025be6","http://www.cdisc.org"
"Code","Code_245","C25347","2023-12-15","HEIGHT","6996c34f-8a27-438a-80de-700e3a574328","http://www.cdisc.org"
"Code","Code_246","C77140","2023-12-15","Clinical Test Result","e0d866e3-0165-4028-8b8c-12e807674953","http://www.cdisc.org"
"Code","Code_247","C49668","2023-12-15","Centimeter","d2712d0e-e257-4aca-a824-f9638b3b881d","http://www.cdisc.org"
"Code","Code_248","C48500","2023-12-15","Inch","3bac44d8-ccaf-4307-a13b-d552ea691c87","http://www.cdisc.org"
"Code","Code_249","C41139","2023-12-15","Meter","d9ac6cfe-9809-40ae-881c-76d6816dcd09","http://www.cdisc.org"
"Code","Code_250","C168688","2023-12-15","Unit of Height","969a7399-b0b1-4064-af9b-4567f58f0ec0","http://www.cdisc.org"
"Code","Code_251","C25347","2023-12-15","HEIGHT","d9873582-c9a5-473a-a76c-400239cbebf7","http://www.cdisc.org"
"Code","Code_252","C64433","2023-12-15","ALT","468510f9-118a-42ed-8a47-6567094a6a89","http://www.cdisc.org"
"Code","Code_253","C36292","2023-12-15","Laboratory Test Result","9ecd7203-b96f-45b5-955c-77d39adc2d34","http://www.cdisc.org"
"Code","Code_254","C67456","2023-12-15","Unit per Liter","a9c15c94-317c-4dca-8e6b-e37f124a4661","http://www.cdisc.org"
"Code","Code_255","C67397","2023-12-15","Microkatal per Liter","bc151548-5fff-4bae-a3d2-bb8df48906b6","http://www.cdisc.org"
"Code","Code_256","C67376","2023-12-15","International Unit per Liter","66703ae3-be75-4c1f-b789-a3214a63055c","http://www.cdisc.org"
"Code","Code_257","C70510","2023-12-15","Nanokatal per Liter","5c6ae172-e850-4abe-8ae5-e56bff8ec521","http://www.cdisc.org"
"Code","Code_258","C67365","2023-12-15","Unit of Catalytic Activity Concentration","8ece2fa1-a7bb-4215-a799-690a92c7c1a2","http://www.cdisc.org"
"Code","Code_259","C70713","2023-12-15","Biospecimen Type","0d1a52bc-57a1-421b-a292-9d6413b14830","http://www.cdisc.org"
"Code","Code_260","C49487","2023-12-15","No","aca62ab2-f971-4ee0-b062-f32ba12d809a","http://www.cdisc.org"
"Code","Code_261","C49488","2023-12-15","Yes","b965c6cd-9e16-4183-b17c-5c444fa09855","http://www.cdisc.org"
"Code","Code_262","C83309","2023-12-15","Laboratory Test Fasting Status","6e65a956-f11a-443c-96e8-009f3d75c935","http://www.cdisc.org"
"Code","Code_263","C64433","2023-12-15","ALT","0c55b269-b3f0-4f03-b245-1342e18f0eb8","http://www.cdisc.org"
"Code","Code_264","C64431","2023-12-15","ALB","7276e530-5488-4a79-8e40-f69c7fb7d5d8","http://www.cdisc.org"
"Code","Code_265","C36292","2023-12-15","Laboratory Test Result","6bf5fbd6-565c-4da4-b354-22eaa7ab2df0","http://www.cdisc.org"
"Code","Code_266","C70713","2023-12-15","Biospecimen Type","a64bf6bc-e1b7-45de-ba25-4e437264e88f","http://www.cdisc.org"
"Code","Code_267","C49487","2023-12-15","No","6510c83f-7339-49f7-a937-fd94902c0172","http://www.cdisc.org"
"Code","Code_268","C49488","2023-12-15","Yes","8f3eddbd-81ee-4278-bf5b-ba8274a4a4af","http://www.cdisc.org"
"Code","Code_269","C83309","2023-12-15","Laboratory Test Fasting Status","7ab48b0f-bd0e-4063-b180-8bce1c0a293b","http://www.cdisc.org"
"Code","Code_270","C64431","2023-12-15","ALB","3fb67546-6368-403f-88ac-6b22b39ddace","http://www.cdisc.org"
"Code","Code_271","C64432","2023-12-15","ALP","22040250-1bdd-4ce8-9590-f526335edb68","http://www.cdisc.org"
"Code","Code_272","C36292","2023-12-15","Laboratory Test Result","2fcad1c1-9a61-4a08-962f-fa32ccb0cf52","http://www.cdisc.org"
"Code","Code_273","C67456","2023-12-15","Unit per Liter","7acb8d25-ebd1-476e-8008-71f9056bcbcb","http://www.cdisc.org"
"Code","Code_274","C67397","2023-12-15","Microkatal per Liter","47e176b8-77eb-4d7e-93f1-0cbadda9e98a","http://www.cdisc.org"
"Code","Code_275","C67376","2023-12-15","International Unit per Liter","91bcc110-028f-4e5c-9602-ca670963841d","http://www.cdisc.org"
"Code","Code_276","C67365","2023-12-15","Unit of Catalytic Activity Concentration","6bb45254-5707-4042-8d53-c949cda369dd","http://www.cdisc.org"
"Code","Code_277","C70713","2023-12-15","Biospecimen Type","13233e8e-7d4e-46d0-a8e3-a0c2c0005455","http://www.cdisc.org"
"Code","Code_278","C49487","2023-12-15","No","5a5e73af-8346-42fc-a598-a9de97fb807a","http://www.cdisc.org"
"Code","Code_279","C49488","2023-12-15","Yes","21916ab3-41a9-4959-a38e-1725d2c38dba","http://www.cdisc.org"
"Code","Code_280","C83309","2023-12-15","Laboratory Test Fasting Status","2c6fb59a-e80e-46d8-918a-7689c8ada018","http://www.cdisc.org"
"Code","Code_281","C64432","2023-12-15","ALP","2d6c40bc-8c20-431a-a1bd-b955cac692ae","http://www.cdisc.org"
"Code","Code_282","C64467","2023-12-15","AST","db617fb4-fbd7-483a-9b2f-14ff507ac524","http://www.cdisc.org"
"Code","Code_283","C36292","2023-12-15","Laboratory Test Result","a62d0808-8ca4-4e82-a9cd-32e8b763fe2b","http://www.cdisc.org"
"Code","Code_284","C67456","2023-12-15","Unit per Liter","2e707f90-6260-4d95-8535-030f4790c81b","http://www.cdisc.org"
"Code","Code_285","C67397","2023-12-15","Microkatal per Liter","5ed06e35-1952-4ced-8ba9-6348f63f859a","http://www.cdisc.org"
"Code","Code_286","C67376","2023-12-15","International Unit per Liter","5d6ec430-04d6-4262-87f4-ed7c4be76c93","http://www.cdisc.org"
"Code","Code_287","C67365","2023-12-15","Unit of Catalytic Activity Concentration","e931633c-6345-4137-b65f-ea358563d4a7","http://www.cdisc.org"
"Code","Code_288","C70713","2023-12-15","Biospecimen Type","81e08a73-dd44-4cba-9160-957542dfce3d","http://www.cdisc.org"
"Code","Code_289","C49487","2023-12-15","No","d4977ffc-3d38-4ad5-bdc8-a68b10f80d8d","http://www.cdisc.org"
"Code","Code_290","C49488","2023-12-15","Yes","41f97ddf-5ced-46bb-8bfe-22543ec9d2f8","http://www.cdisc.org"
"Code","Code_291","C83309","2023-12-15","Laboratory Test Fasting Status","9509704f-b4dc-4db1-992e-0564c3473269","http://www.cdisc.org"
"Code","Code_292","C64467","2023-12-15","AST","9288d1c6-a1ca-4a26-82b4-78b929942aff","http://www.cdisc.org"
"Code","Code_293","C64547","2023-12-15","CREAT","c3c5d79a-99c3-4d7b-ac50-dcc48fa05536","http://www.cdisc.org"
"Code","Code_294","C36292","2023-12-15","Laboratory Test Result","62d8c4dd-90ac-43a1-a266-4ee9de66661e","http://www.cdisc.org"
"Code","Code_295","C67015","2023-12-15","Milligram per Deciliter","760043ae-8132-4c94-8bf7-e8ae542a6ea1","http://www.cdisc.org"
"Code","Code_296","C64572","2023-12-15","Microgram per Milliliter","344624c8-85a1-41f2-a1fa-b8dad70c787c","http://www.cdisc.org"
"Code","Code_297","C64387","2023-12-15","Millimole per Liter","c61d03f3-6051-4b42-84d7-bcc1138b9127","http://www.cdisc.org"
"Code","Code_298","C48508","2023-12-15","Micromole per Liter","8e0f53a8-bc12-4f15-a170-194ebf4a0fde","http://www.cdisc.org"
"Code","Code_299","C48207","2023-12-15","Unit of Concentration","31c3f80c-11b7-4510-b65f-ad762f94932e","http://www.cdisc.org"
"Code","Code_300","C70713","2023-12-15","Biospecimen Type","ae620a14-6cb2-46e6-a88e-cfe31de57ead","http://www.cdisc.org"
"Code","Code_301","C49487","2023-12-15","No","6b3b3bcd-4588-4a2f-b568-b65a6babc015","http://www.cdisc.org"
"Code","Code_302","C49488","2023-12-15","Yes","224205da-bf99-4714-9697-ce1f52fa09ac","http://www.cdisc.org"
"Code","Code_303","C83309","2023-12-15","Laboratory Test Fasting Status","3eaf03a6-d013-46dd-a39f-2643790aa8a8","http://www.cdisc.org"
"Code","Code_304","C64547","2023-12-15","CREAT","a1dc6c7d-db94-4acf-8921-bc64ce6043c6","http://www.cdisc.org"
"Code","Code_305","C64853","2023-12-15","K","bba5fca7-9520-4fd1-9f03-ad2dabe1a176","http://www.cdisc.org"
"Code","Code_306","C36292","2023-12-15","Laboratory Test Result","bbdfba8e-4f64-4b47-920c-ff73a22f287f","http://www.cdisc.org"
"Code","Code_307","C67474","2023-12-15","Milliequivalent per Liter","4c97110c-8bdb-4355-a29b-ef1ed0a5bb86","http://www.cdisc.org"
"Code","Code_308","C67473","2023-12-15","Milliequivalent per Deciliter","32dd8986-13fa-4eec-9aef-27c4f74bca91","http://www.cdisc.org"
"Code","Code_309","C64387","2023-12-15","Millimole per Liter","868669bb-d0e0-44d9-928a-e91c620b7755","http://www.cdisc.org"
"Code","Code_310","C64567","2023-12-15","Molarity Unit","14dc3fcd-f149-47b5-96a6-b920cfe1a93d","http://www.cdisc.org"
"Code","Code_311","C70713","2023-12-15","Biospecimen Type","7fdb2221-97db-4e87-a712-3feb8f72ab3d","http://www.cdisc.org"
"Code","Code_312","C49487","2023-12-15","No","1dbbec75-64f9-435c-a695-e82e0f4865c8","http://www.cdisc.org"
"Code","Code_313","C49488","2023-12-15","Yes","0fd22459-9b8e-4ca3-b558-dd999c537dba","http://www.cdisc.org"
"Code","Code_314","C83309","2023-12-15","Laboratory Test Fasting Status","104f72f6-8a8a-4576-b6b3-55950c01b35b","http://www.cdisc.org"
"Code","Code_315","C64853","2023-12-15","K","eae1bdbb-ac36-4caf-be3d-f5e064b31649","http://www.cdisc.org"
"Code","Code_316","C64809","2023-12-15","SODIUM","4a43c0e2-f8a7-4e8a-94ef-8c9550cae743","http://www.cdisc.org"
"Code","Code_317","C36292","2023-12-15","Laboratory Test Result","eda4c4af-3bd8-4f59-8f34-9d3110d7c714","http://www.cdisc.org"
"Code","Code_318","C67474","2023-12-15","Milliequivalent per Liter","283e7dbf-6f87-4ac5-aa28-c274c3fe708f","http://www.cdisc.org"
"Code","Code_319","C67473","2023-12-15","Milliequivalent per Deciliter","b811107b-ac25-402e-8c0d-2faca2f8b905","http://www.cdisc.org"
"Code","Code_320","C64387","2023-12-15","Millimole per Liter","3351516d-9102-4391-a6e5-ae5a5485091b","http://www.cdisc.org"
"Code","Code_321","C64567","2023-12-15","Molarity Unit","7876e788-692e-4c38-b2e5-d2e2c1265f18","http://www.cdisc.org"
"Code","Code_322","C70713","2023-12-15","Biospecimen Type","e7e56c67-f908-44fd-86b9-69d30981de19","http://www.cdisc.org"
"Code","Code_323","C49487","2023-12-15","No","629a9082-51da-465c-8eb6-975e1da97067","http://www.cdisc.org"
"Code","Code_324","C49488","2023-12-15","Yes","8889f5be-52a2-4c8d-883e-1e30e4170f68","http://www.cdisc.org"
"Code","Code_325","C83309","2023-12-15","Laboratory Test Fasting Status","5521f168-9f74-49ad-8485-254478996971","http://www.cdisc.org"
"Code","Code_326","C64809","2023-12-15","SODIUM","dd92452e-c088-482f-902c-3d27e66f93c4","http://www.cdisc.org"
"Code","Code_327","C25298","2023-12-15","SYSBP","aed45409-44ed-4846-9cce-1b8a83489fa8","http://www.cdisc.org"
"Code","Code_328","C77140","2023-12-15","Clinical Test Result","aa9d5247-7aa5-4b38-aa17-32603286df53","http://www.cdisc.org"
"Code","Code_329","C49669","2023-12-15","Unit of Pressure","0e57fd4d-be8a-47f6-981d-e221eca32b8e","http://www.cdisc.org"
"Code","Code_330","C62122","2023-12-15","Sitting","76b2f827-7bec-4887-8d23-aa7967076160","http://www.cdisc.org"
"Code","Code_331","C62166","2023-12-15","Standing","9e481d7e-c161-4827-9ad0-c68b67d20985","http://www.cdisc.org"
"Code","Code_332","C62167","2023-12-15","Supine Position","65cbbd24-bfb1-43c2-ba16-a4018f53f37d","http://www.cdisc.org"
"Code","Code_333","C62164","2023-12-15","Body Position","fdf402a1-1578-4957-8815-e2b27e84e470","http://www.cdisc.org"
"Code","Code_334","C12681","2023-12-15","Brachial Artery","385a5dbe-043f-45d0-b196-89a88ea00025","http://www.cdisc.org"
"Code","Code_335","C12687","2023-12-15","Common Carotid Artery","e04e1598-ee41-422b-91b8-5185d959f997","http://www.cdisc.org"
"Code","Code_336","C32478","2023-12-15","Dorsalis Pedis Artery","9a6f5f0f-2d86-4f4c-8440-a9c3580a9b75","http://www.cdisc.org"
"Code","Code_337","C12715","2023-12-15","Femoral Artery","84daa388-487f-4ae1-8e36-b45ecc9ccdc8","http://www.cdisc.org"
"Code","Code_338","C12838","2023-12-15","Radial Artery","34a537cb-5ee2-4872-9abe-615fdd7ca99e","http://www.cdisc.org"
"Code","Code_339","C13717","2023-12-15","Anatomic Site","83a5e0b7-a096-48ac-a64e-989d3f0b8c29","http://www.cdisc.org"
"Code","Code_340","C25229","2023-12-15","Left","f8405d03-2961-4db8-99a2-cd09dce97e8e","http://www.cdisc.org"
"Code","Code_341","C25228","2023-12-15","Right","4d442b12-d7ce-44ac-8696-ded30a9e7b79","http://www.cdisc.org"
"Code","Code_342","C25185","2023-12-15","Laterality","1eb51e82-7256-49a0-868a-02a42abfb08d","http://www.cdisc.org"
"Code","Code_343","C25298","2023-12-15","SYSBP","ed1ad7ae-37e3-4b98-80bc-d6ce71caa0b9","http://www.cdisc.org"
"Code","Code_344","C25299","2023-12-15","DIABP","18010c6e-ac51-4885-8cc5-7b6baad2da1d","http://www.cdisc.org"
"Code","Code_345","C77140","2023-12-15","Clinical Test Result","abcc0318-9eec-42d1-bb0f-8cc966030309","http://www.cdisc.org"
"Code","Code_346","C49669","2023-12-15","Unit of Pressure","8421d6b8-7896-4091-b00f-ab9ac65ca4f9","http://www.cdisc.org"
"Code","Code_347","C62122","2023-12-15","Sitting","3845900b-85b4-49e9-8fa6-639a084b546a","http://www.cdisc.org"
"Code","Code_348","C62166","2023-12-15","Standing","fc709cdc-9561-495c-8b16-ebbf847a6a2a","http://www.cdisc.org"
"Code","Code_349","C62167","2023-12-15","Supine Position","d8d0fe83-f136-4c54-919e-42993419cc40","http://www.cdisc.org"
"Code","Code_350","C62164","2023-12-15","Body Position","8187d2cf-f6f4-4dd8-b197-79a2946d0e86","http://www.cdisc.org"
"Code","Code_351","C12681","2023-12-15","Brachial Artery","a7d3c516-2cb9-43a4-be17-4583c7aca139","http://www.cdisc.org"
"Code","Code_352","C12687","2023-12-15","Common Carotid Artery","141ebd03-0b38-48f5-a458-d02fbb8bb968","http://www.cdisc.org"
"Code","Code_353","C32478","2023-12-15","Dorsalis Pedis Artery","613622e7-4d3e-4878-ba81-b188aa7b4179","http://www.cdisc.org"
"Code","Code_354","C12715","2023-12-15","Femoral Artery","b2e2b7f5-d33e-405f-9738-d24c4947847c","http://www.cdisc.org"
"Code","Code_355","C12838","2023-12-15","Radial Artery","5d700507-8bdf-42b6-be8d-1ec3856dd82b","http://www.cdisc.org"
"Code","Code_356","C13717","2023-12-15","Anatomic Site","a70c5374-717b-4ff4-88cc-eedf577e753b","http://www.cdisc.org"
"Code","Code_357","C25229","2023-12-15","Left","8f22951a-bea1-4915-89a5-7068f7635d0e","http://www.cdisc.org"
"Code","Code_358","C25228","2023-12-15","Right","d6a977e0-3b39-44af-b50a-c9fbe77f468d","http://www.cdisc.org"
"Code","Code_359","C25185","2023-12-15","Laterality","f9fffb21-4210-497d-8761-d7016752d78a","http://www.cdisc.org"
"Code","Code_360","C25299","2023-12-15","DIABP","eed4325f-2791-4c63-b279-0c54b8bfa08f","http://www.cdisc.org"
"Code","Code_361","C49677","2023-12-15","HR","1dd390c1-0d35-409c-98fa-8e8d43f05af9","http://www.cdisc.org"
"Code","Code_362","C77140","2023-12-15","Clinical Test Result","a0796d75-ca19-47b1-be05-afaf1334fda3","http://www.cdisc.org"
"Code","Code_363","C73688","2023-12-15","Count per Minute","a6ff52e1-fbd0-4a96-b85f-c2f6f9a4f97e","http://www.cdisc.org"
"Code","Code_364","C62122","2023-12-15","Sitting","ae155aba-2558-4b46-a69f-ca14ab6cd4dc","http://www.cdisc.org"
"Code","Code_365","C62166","2023-12-15","Standing","1b747918-5f50-403b-919c-6fe2278ea324","http://www.cdisc.org"
"Code","Code_366","C62167","2023-12-15","Supine Position","c295205d-cb7d-46d5-b1f5-ca3a072465e7","http://www.cdisc.org"
"Code","Code_367","C62164","2023-12-15","Body Position","d22efb08-b882-44be-b863-9e91dd041841","http://www.cdisc.org"
"Code","Code_368","C12681","2023-12-15","Brachial Artery","7c53052b-5050-4943-8a46-97c23a7775b3","http://www.cdisc.org"
"Code","Code_369","C12687","2023-12-15","Common Carotid Artery","fb55fe9f-a93b-4f85-9de8-324a30e8bc93","http://www.cdisc.org"
"Code","Code_370","C32478","2023-12-15","Dorsalis Pedis Artery","6cf3802f-31ad-463a-93f6-7aaba7405130","http://www.cdisc.org"
"Code","Code_371","C12715","2023-12-15","Femoral Artery","bbf7e5a3-7e77-4877-b62f-f3ce001873f4","http://www.cdisc.org"
"Code","Code_372","C12838","2023-12-15","Radial Artery","134fa560-6097-4c8e-96a0-2fe328ef4c57","http://www.cdisc.org"
"Code","Code_373","C13717","2023-12-15","Anatomic Site","02ca4704-b4e7-4533-8e2c-316fc9566103","http://www.cdisc.org"
"Code","Code_374","C25229","2023-12-15","Left","71e98fe9-b10e-40cb-9f87-d3b67ef50a20","http://www.cdisc.org"
"Code","Code_375","C25228","2023-12-15","Right","d32225a0-dda0-4510-ad56-e536b3759f0a","http://www.cdisc.org"
"Code","Code_376","C25185","2023-12-15","Laterality","8e22b896-5c70-48b8-a708-9ffeb8e03746","http://www.cdisc.org"
"Code","Code_377","C49677","2023-12-15","HR","af589c28-2a74-4728-9248-017b924b0d78","http://www.cdisc.org"
"Code","Code_378","C25298","2023-12-15","SYSBP","352f6f6c-d2a1-4a69-8345-a6ee6d9aea1f","http://www.cdisc.org"
