"id","uuid:ID","codeSystem","code","instanceType","decode","codeSystemVersion"
"Code_246","e04eabf2-9309-43f3-8b20-62e5f901b86c","NCI Thesaurus","C173522","Code","Vital Signs Result",""
"Code_247","3107d71c-8ec3-4985-98f1-153455c06169","http://www.cdisc.org","C49673","Code","Beats per Minute","2023-09-29"
"Code_248","cf4ceab3-8454-407f-a0c1-b6ca5041e676","NCI Thesaurus","C73688","Code","Count per Minute",""
"Code_249","9f7c9ff9-c1bb-42d9-a11f-1f744a24be23","NCI Thesaurus","C83088","Code","Vital Signs Location",""
"Code_250","f61f3d98-cfac-4410-88f4-95e8e0976bc7","NCI Thesaurus","C123975","Code","Vital Signs Laterality",""
"Code_251","3ef765c9-070c-4e6a-a498-e613e07c0b15","NCI Thesaurus","C82535","Code","Test Method",""
"Code_252","81b7d4fc-702d-4ff7-9b29-dd858c9cf38c","NCI Thesaurus","C83114","Code","Vital Signs Position",""
"Code_245","2c619cda-c7c5-431c-89d5-2ee65694d446","NCI Thesaurus","C49677","Code","Heart Rate",""
"Code_254","26dbb2ea-09bd-4b02-8854-077fb147d312","NCI Thesaurus","C173522","Code","Vital Signs Result",""
"Code_255","3745c764-356e-4497-81d9-09d5a0c70829","http://www.cdisc.org","C42547","Code","Pascal","2023-09-29"
"Code_256","cbe21f31-75c5-4b1a-a974-7bcc7cad657c","NCI Thesaurus","C49669","Code","Unit of Pressure",""
"Code_257","8493aa97-40b8-48c0-a04c-261e8ea6d0de","NCI Thesaurus","C83088","Code","Vital Signs Location",""
"Code_258","28710a42-e6a2-4cad-9252-7e2e40ed0230","NCI Thesaurus","C123975","Code","Vital Signs Laterality",""
"Code_259","3180e021-ef32-42e8-b54f-cb1e097c6bf4","NCI Thesaurus","C82535","Code","Test Method",""
"Code_260","f2fa141d-a7df-41b9-820b-b6c7e4e8bd10","NCI Thesaurus","C83114","Code","Vital Signs Position",""
"Code_253","2a7d662f-8531-417b-ae12-19de2560ede1","NCI Thesaurus","C25298","Code","Systolic Blood Pressure",""
"Code_262","e37ae9c7-c4f3-4a8e-b7bf-9f725a0971db","NCI Thesaurus","C173522","Code","Vital Signs Result",""
"Code_263","f2bb6fc7-28f5-41f9-a0df-134287dba797","http://www.cdisc.org","C42547","Code","Pascal","2023-09-29"
"Code_264","5abc90fe-18d9-46da-9a59-25d65bc36d2f","NCI Thesaurus","C49669","Code","Unit of Pressure",""
"Code_265","b94e191d-4cc0-4486-8a6b-2c88973a011d","NCI Thesaurus","C83088","Code","Vital Signs Location",""
"Code_266","be396d43-d3b2-4baa-ac14-03f56ef0a1ac","NCI Thesaurus","C123975","Code","Vital Signs Laterality",""
"Code_267","1863d8a6-1b6f-4d6d-8e7d-e54bc3223b3c","NCI Thesaurus","C82535","Code","Test Method",""
"Code_268","269e8496-7666-4215-9708-91ca60037c4e","NCI Thesaurus","C83114","Code","Vital Signs Position",""
"Code_261","a8abd44a-cf0f-4e14-bd48-535a8aac3d7f","NCI Thesaurus","C25299","Code","Diastolic Blood Pressure",""
"Code_270","a5d4eca0-c883-4304-8b1a-d96a3cba9505","NCI Thesaurus","C173522","Code","Vital Signs Result",""
"Code_271","5d053489-be22-4479-8a32-da6224a2cfa5","http://www.cdisc.org","C49673","Code","Beats per Minute","2023-09-29"
"Code_272","68c56023-b6fc-4b03-937a-1ad479275e49","NCI Thesaurus","C73688","Code","Count per Minute",""
"Code_273","b9cce64d-0b40-48e9-bee5-2c8cb981f200","NCI Thesaurus","C83088","Code","Vital Signs Location",""
"Code_274","ee205c55-10a6-4391-91f9-f4f4b0e6d574","NCI Thesaurus","C123975","Code","Vital Signs Laterality",""
"Code_275","50fbffb3-3c2f-4241-8e94-b8b06e6a8c1e","NCI Thesaurus","C82535","Code","Test Method",""
"Code_276","e589630e-f1e4-4a81-b95b-3574a665b926","NCI Thesaurus","C83114","Code","Vital Signs Position",""
"Code_269","b89b4c41-edbb-4901-ac87-d274c336aecb","NCI Thesaurus","C49677","Code","Heart Rate",""
"Code_122","40d37491-a662-4fa0-a6a7-3e154ab9f1f7","http://www.cdisc.org","C174268","Code","Placebo Comparator Arm","2023-09-29"
"Code_123","6af65e7b-58ac-4f03-9e86-a621a8c2c57f","http://www.cdisc.org","C188866","Code","Data Generated Within Study","2023-09-29"
"Code_124","900e9c86-4c28-4baf-83eb-66a3ce562e26","http://www.cdisc.org","C174267","Code","Active Comparator Arm","2023-09-29"
"Code_125","95384096-02c5-49b5-9698-e0d525001c19","http://www.cdisc.org","C188866","Code","Data Generated Within Study","2023-09-29"
"Code_126","b19dcddb-55b7-4c63-8a53-f9d09e86e690","http://www.cdisc.org","C174267","Code","Active Comparator Arm","2023-09-29"
"Code_127","d3305062-0515-46ec-9d81-088bcf4a3e51","http://www.cdisc.org","C188866","Code","Data Generated Within Study","2023-09-29"
"Code_135","09ae0887-78e8-45a3-b978-a84b01481301","http://www.cdisc.org","C15228","Code","Double Blind Study","2023-09-29"
"Code_128","77148ead-dd03-43c4-bdd2-aea4b26a601f","http://www.cdisc.org","C48262","Code","Trial Screening","2023-09-29"
"Code_129","0bfd5edc-ced7-4de2-a69c-69e18cb9dfc4","http://www.cdisc.org","C101526","Code","Treatment Epoch","2023-09-29"
"Code_130","74d19b8e-372b-401e-a43c-8298a47c05b1","http://www.cdisc.org","C101526","Code","Treatment Epoch","2023-09-29"
"Code_131","d7f1df97-644c-4ea0-bd1e-3db53ed56677","http://www.cdisc.org","C101526","Code","Treatment Epoch","2023-09-29"
"Code_132","0d2e551a-b9cf-4ec1-ba8d-1de77e5d406a","http://www.cdisc.org","C99158","Code","Clinical Study Follow-up","2023-09-29"
"Code_330","c3150c97-f5ee-4984-b583-81bbf3a1dea4","ICD-10-CM","G30.9","Code","Alzheimer's disease; unspecified","1"
"Code_331","5fefe9b4-f701-438d-b9ba-780d9c09394b","SNOMED","26929004","Code","Alzheimer's disease","January 31, 2018"
"Code_141","3e968a78-a791-48f6-8c95-71e7fc0e4139","http://www.cdisc.org","C70793","Code","Sponsor","2023-09-29"
"Code_335","3b1190e3-754f-49ca-b814-9c85ebf1eccd","http://www.cdisc.org","C85826","Code","Trial Primary Objective","2023-09-29"
"Code_334","703d2771-6a1b-4fa1-afd5-543704a9e649","http://www.cdisc.org","C94496","Code","Primary Endpoint","2023-09-29"
"Code_336","b099cfc5-0b06-4064-a20a-d05da63b372f","http://www.cdisc.org","C94496","Code","Primary Endpoint","2023-09-29"
"Code_338","f04b2389-ef7e-4279-8295-f20972b7fb9d","http://www.cdisc.org","C85826","Code","Trial Primary Objective","2023-09-29"
"Code_337","c30bf78d-4948-418a-86a4-72de858f1166","http://www.cdisc.org","C94496","Code","Primary Endpoint","2023-09-29"
"Code_339","6dae6bd4-1e6e-400e-9a3c-6ce777584819","http://www.cdisc.org","C94496","Code","Primary Endpoint","2023-09-29"
"Code_340","ea1fd6b9-4986-4a93-bf31-a157afb62993","http://www.cdisc.org","C94496","Code","Primary Endpoint","2023-09-29"
"Code_342","429b2470-8084-4d9d-bfa3-ac9167986304","http://www.cdisc.org","C85827","Code","Trial Secondary Objective","2023-09-29"
"Code_341","1f361f19-3499-452d-88c0-5e43fde971c5","http://www.cdisc.org","C139173","Code","Secondary Endpoint","2023-09-29"
"Code_343","262dfb99-ed4b-409a-8fdc-56692010c704","http://www.cdisc.org","C139173","Code","Secondary Endpoint","2023-09-29"
"Code_344","50fc2a44-2012-48c2-8df5-f219b64d35fb","http://www.cdisc.org","C139173","Code","Secondary Endpoint","2023-09-29"
"Code_345","5ed0791b-fa5d-459d-aeb2-67b915f91fb0","http://www.cdisc.org","C25532","Code","Inclusion Criteria","2023-09-29"
"Code_346","05a394ea-c75e-466a-bab9-6b721c702da9","http://www.cdisc.org","C25532","Code","Inclusion Criteria","2023-09-29"
"Code_347","068e643c-e313-428b-bfa8-025686c640ff","http://www.cdisc.org","C25532","Code","Inclusion Criteria","2023-09-29"
"Code_348","be998fb0-bc89-4e59-9908-0d1b20bf5ef8","http://www.cdisc.org","C25370","Code","Exclusion Criteria","2023-09-29"
"Code_332","6bff12c5-9ec3-44a5-9a47-48e6b42123a1","http://www.cdisc.org","C29848","Code","Year","2023-09-29"
"Code_14","b1d0ae51-39be-4993-94f7-367e3890b452","http://www.cdisc.org","C201264","Code","Before","2023-09-29"
"Code_15","1d33c4ae-cffc-4b44-9692-da87f867114c","http://www.cdisc.org","C201265","Code","Start to Start","2023-09-29"
"Code_16","11ef291a-dfff-4611-b8f2-6a3c2fe49918","http://www.cdisc.org","C201264","Code","Before","2023-09-29"
"Code_17","c9fb3c04-d793-41c9-8b68-0f4ade1a20c1","http://www.cdisc.org","C201265","Code","Start to Start","2023-09-29"
"Code_19","2a7dc1c5-1be7-4d06-8d14-aa81e2859dd3","http://www.cdisc.org","C201264","Code","Fixed Reference","2023-09-29"
"Code_20","8cf1c5ec-1d57-46ae-966c-f709d7de3f80","http://www.cdisc.org","C201265","Code","Start to Start","2023-09-29"
"Code_21","ff1fed71-54cb-4e3d-873f-e38cf957532d","http://www.cdisc.org","C201264","Code","After","2023-09-29"
"Code_22","0db08513-04a3-46ed-b192-140f9401a540","http://www.cdisc.org","C201265","Code","Start to Start","2023-09-29"
"Code_24","295f94d6-afa3-4419-9929-859a408fe30a","http://www.cdisc.org","C201264","Code","After","2023-09-29"
"Code_25","04b30e01-a5b3-4270-908d-b9feba3a8277","http://www.cdisc.org","C201265","Code","Start to Start","2023-09-29"
"Code_27","31bc7649-e857-4f80-b6e6-35b7b6dba347","http://www.cdisc.org","C201264","Code","After","2023-09-29"
"Code_28","4f338512-19fe-4556-bdb5-59c1a13b80a0","http://www.cdisc.org","C201265","Code","Start to Start","2023-09-29"
"Code_30","2ebc91e0-1d23-4002-8fdc-89068b4dc302","http://www.cdisc.org","C201264","Code","After","2023-09-29"
"Code_31","9fcddd55-9461-4d1b-ab58-6f3d9d1d5fd3","http://www.cdisc.org","C201265","Code","Start to Start","2023-09-29"
"Code_35","a60b93f0-2630-400e-b769-fdf77694715c","http://www.cdisc.org","C201264","Code","After","2023-09-29"
"Code_36","a152b419-5da3-4d81-972c-355eae00a935","http://www.cdisc.org","C201265","Code","Start to Start","2023-09-29"
"Code_40","16c3d799-eee6-4ea1-ae00-290852983c90","http://www.cdisc.org","C201264","Code","After","2023-09-29"
"Code_41","0ab102a7-852f-46dd-9bfa-8a33adb77110","http://www.cdisc.org","C201265","Code","Start to Start","2023-09-29"
"Code_45","f0ef2ae9-e1bf-4db8-9e58-cc1734e83129","http://www.cdisc.org","C201264","Code","After","2023-09-29"
"Code_46","e85d101e-6170-4bd0-a71b-e088bfdd3133","http://www.cdisc.org","C201265","Code","Start to Start","2023-09-29"
"Code_50","4ccaf59b-1c6a-45f4-bde3-e026bb3252e2","http://www.cdisc.org","C201264","Code","After","2023-09-29"
"Code_51","16cf6036-dbba-4e44-9792-67e77f74ce73","http://www.cdisc.org","C201265","Code","Start to Start","2023-09-29"
"Code_53","ee3a4e14-6d57-4734-a9ab-f4c8eb29d51f","http://www.cdisc.org","C201264","Code","After","2023-09-29"
"Code_54","c7b40fff-fc7e-480f-9571-6dc32cee5f96","http://www.cdisc.org","C201265","Code","Start to Start","2023-09-29"
"Code_33","75e29e1d-bb94-45ec-a83a-6f7bc3526ced","http://www.cdisc.org","C201264","Code","After","2023-09-29"
"Code_34","8ce654a5-04d0-41b4-a67b-31d876dafd31","http://www.cdisc.org","C201265","Code","Start to Start","2023-09-29"
"Code_38","f430fd71-d8cc-4d12-894a-17aa325fd215","http://www.cdisc.org","C201264","Code","After","2023-09-29"
"Code_39","13874d43-cdd6-4058-afe8-b6a57e7caa64","http://www.cdisc.org","C201265","Code","Start to Start","2023-09-29"
"Code_43","25deaeb2-75a5-4bda-81c7-2ec0f9eaa093","http://www.cdisc.org","C201264","Code","After","2023-09-29"
"Code_44","c21134fb-d262-449c-beab-8e950eece3b7","http://www.cdisc.org","C201265","Code","Start to Start","2023-09-29"
"Code_48","d21a6051-b961-4857-9579-8a28e7c5255f","http://www.cdisc.org","C201264","Code","After","2023-09-29"
"Code_49","02496f5c-8fd8-4cc8-89af-c5b0ea24e87c","http://www.cdisc.org","C201265","Code","Start to Start","2023-09-29"
"Code_56","bb750c83-ff7d-48d0-a4e8-036c1bed772d","http://www.cdisc.org","C201264","Code","Fixed Reference","2023-09-29"
"Code_57","ea588106-2f00-4f53-8633-0cb6e87cdccd","http://www.cdisc.org","C201265","Code","Start to Start","2023-09-29"
"Code_58","1a1b5e4b-b8a1-47af-b2f6-89e0546a3882","http://www.cdisc.org","C201264","Code","Fixed Reference","2023-09-29"
"Code_59","de52eeed-17d9-4c92-a6b1-5126c2d45f10","http://www.cdisc.org","C201265","Code","Start to Start","2023-09-29"
"Code_60","3f0926b0-2eeb-441d-a320-fad7405168ae","http://www.cdisc.org","C201264","Code","Fixed Reference","2023-09-29"
"Code_61","e8b3c5e0-5991-4576-9591-a169c8f0af15","http://www.cdisc.org","C201265","Code","Start to Start","2023-09-29"
"Code_62","f8643e55-fd3e-4ab0-be2f-aab1699f6763","http://www.cdisc.org","C201264","Code","After","2023-09-29"
"Code_63","2f49e79e-3dbb-484e-a6aa-bcbdf06f60d2","http://www.cdisc.org","C201265","Code","Start to Start","2023-09-29"
"Code_64","9e636478-50b3-4bb3-ac7b-f9fc97bdf1c8","http://www.cdisc.org","C201264","Code","After","2023-09-29"
"Code_65","42a50d33-e44e-43ba-8ece-1b53dbc93d7a","http://www.cdisc.org","C201265","Code","End to Start","2023-09-29"
"Code_66","5216031e-b96a-4369-9744-dcec900fca0d","http://www.cdisc.org","C201264","Code","After","2023-09-29"
"Code_67","98103df0-1c9e-42f1-b3e2-83bd9f5bed36","http://www.cdisc.org","C201265","Code","Start to Start","2023-09-29"
"Code_68","26391d65-dce9-45da-999f-073cc7ded76a","http://www.cdisc.org","C201264","Code","After","2023-09-29"
"Code_69","74e25f14-b9bf-422f-8477-829b74afb0e9","http://www.cdisc.org","C201265","Code","End to Start","2023-09-29"
"Code_70","35954e45-07d4-46a3-8cf7-9a1759a7b250","http://www.cdisc.org","C201264","Code","After","2023-09-29"
"Code_71","11d9429f-f5d8-48dd-9ca7-b187e6122e00","http://www.cdisc.org","C201265","Code","Start to Start","2023-09-29"
"Code_349","99dd80cf-44b7-450a-b75b-5ebbafdaf9bc","http://www.cdisc.org","C70793","Code","Clinical Study Sponsor","2023-09-29"
"Code_350","fd427ada-36e7-488d-b1b3-3e1a9e13ea82","ISO 3166 1 alpha3","GBR","Code","United Kingdom of Great Britain and Northern Ireland","2020-08"
"Code_3","a0c9ca9a-3d54-4d14-8bfc-d4d2fe7114f8","http://www.cdisc.org","C94108","Code","Study Acronym","2023-09-29"
"Code_5","563804e9-d0b3-415f-82d4-d725199364bb","http://www.cdisc.org","C99905x1","Code","Brief Study Title","2023-09-29"
"Code_6","b64556c2-33d7-43c4-8056-6f5b09873369","http://www.cdisc.org","C99905x2","Code","Official Study Title","2023-09-29"
"Code_7","094b416f-a2a4-4b7d-b415-03489a0e3261","http://www.cdisc.org","C99905x3","Code","Public Study Title","2023-09-29"
"Code_8","9eb65ebe-1fab-448d-be92-8ab56b3e7559","http://www.cdisc.org","C25508","Code","Final","2023-09-29"
"Code_11","bb405578-3d45-4247-b278-8b8ece45100d","http://www.cdisc.org","C99903x1","Code","Protocol Effective Date","2023-09-29"
"Code_13","4368a39c-d2da-42c9-936b-bb5170c570a4","http://www.cdisc.org","C41129","Code","Region","2023-09-29"
"Code_12","23bc1ed1-4798-4249-bb5b-de9aa4ec6151","ISO 3166 1 alpha3","150","Code","Europe","2020-08"
