"id","instanceType","decode","uuid:ID","codeSystemVersion","code","codeSystem"
"Code_236","Code","Heart Rate","e83f1e81-f5d1-4766-bc89-d2e92769034b","","C49677","NCI Thesaurus"
"Code_245","Code","Clinical Test Result","ea20af0a-9af8-4b35-991f-b917b5574d90","","C77140","NCI Thesaurus"
"Code_246","Code","Pascal","b3558257-9eea-4884-b443-243d17d98dbf","2023-09-29","C42547","http://www.cdisc.org"
"Code_247","Code","Unit of Pressure","7ecad338-035b-4f8a-8c4f-725c7ec8e109","","C49669","NCI Thesaurus"
"Code_248","Code","Anatomic Site","892d504a-5801-4135-a757-a2e47a51185d","","C13717","NCI Thesaurus"
"Code_249","Code","Laterality","67c9e191-1a06-4552-acae-4506e60052ff","","C25185","NCI Thesaurus"
"Code_250","Code","Test Method","bc281f30-0e29-4112-b48f-0ef914abcee5","","C82535","NCI Thesaurus"
"Code_251","Code","Body Position","21c7be7f-1bf8-4e41-a8d3-75568b03eb40","","C62164","NCI Thesaurus"
"Code_244","Code","Systolic Blood Pressure","3dd62f77-0d01-4f07-bc3d-ed77cd044761","","C25298","NCI Thesaurus"
"Code_253","Code","Clinical Test Result","d482c3f8-81f1-4b16-84ef-37b72f5cb9e0","","C77140","NCI Thesaurus"
"Code_254","Code","Pascal","c738661c-a98d-4b61-98d5-c77edc90a7df","2023-09-29","C42547","http://www.cdisc.org"
"Code_255","Code","Unit of Pressure","f18a5824-1884-429a-a7c9-700048dc22ed","","C49669","NCI Thesaurus"
"Code_256","Code","Anatomic Site","56e5bd1e-81d6-4f4f-afa6-9cadf34c834b","","C13717","NCI Thesaurus"
"Code_257","Code","Laterality","b48f99f8-5c50-4080-90ee-715167512b13","","C25185","NCI Thesaurus"
"Code_258","Code","Test Method","3c03e5eb-4b0c-4612-81f5-4c8dfcf92f7b","","C82535","NCI Thesaurus"
"Code_259","Code","Body Position","81aff733-d812-4441-b8c5-c8aa1067f169","","C62164","NCI Thesaurus"
"Code_252","Code","Diastolic Blood Pressure","52222cc9-3014-48ae-aff9-d39159e53eb5","","C25299","NCI Thesaurus"
"Code_261","Code","Clinical Test Result","7bfeaff2-c63b-44d6-8603-696b89eb3be6","","C77140","NCI Thesaurus"
"Code_262","Code","Beats per Minute","77b0015d-57cc-445d-9623-56290350e0f3","2023-09-29","C49673","http://www.cdisc.org"
"Code_263","Code","Count per Minute","de209888-ce4a-41ae-a646-41f4798599a3","","C73688","NCI Thesaurus"
"Code_264","Code","Anatomic Site","543041d4-ad06-4f4f-955b-70862f9aa77f","","C13717","NCI Thesaurus"
"Code_265","Code","Laterality","91ef0331-9446-44a3-8df4-da8321fc75b2","","C25185","NCI Thesaurus"
"Code_266","Code","Test Method","2cd4f419-2ba6-4224-ab0b-f10248100687","","C82535","NCI Thesaurus"
"Code_267","Code","Body Position","859f8eed-24ae-4225-9b61-e2e9ef04e134","","C62164","NCI Thesaurus"
"Code_260","Code","Heart Rate","f37b2356-1980-49b7-b8a2-e496d337fbe6","","C49677","NCI Thesaurus"
"Code_123","Code","Placebo Comparator Arm","69263693-f73d-4552-8573-90feb5a11cbc","2023-09-29","C174268","http://www.cdisc.org"
"Code_124","Code","Data Generated Within Study","1b3a4de5-c777-4b90-8008-d3c3cacf7939","2023-09-29","C188866","http://www.cdisc.org"
"Code_125","Code","Active Comparator Arm","804181e2-4469-467f-b66d-76db0ea2c6d9","2023-09-29","C174267","http://www.cdisc.org"
"Code_126","Code","Data Generated Within Study","7d4df3b1-89a7-49bc-99b7-0e6032fab9f4","2023-09-29","C188866","http://www.cdisc.org"
"Code_127","Code","Active Comparator Arm","9ab7eafd-eaa1-4b77-9e03-6167626fbf7f","2023-09-29","C174267","http://www.cdisc.org"
"Code_128","Code","Data Generated Within Study","d8ec00ad-0226-40c7-8cf3-d075aa94459f","2023-09-29","C188866","http://www.cdisc.org"
"Code_136","Code","Double Blind Study","4dea893b-3664-4e13-a24e-db054bd3bcf5","2023-09-29","C15228","http://www.cdisc.org"
"Code_129","Code","Trial Screening","20711439-1390-4c2e-9fd0-53ae3cb38b94","2023-09-29","C48262","http://www.cdisc.org"
"Code_130","Code","Treatment Epoch","a6d7197c-fb35-4796-9f99-a74df1e99b1b","2023-09-29","C101526","http://www.cdisc.org"
"Code_131","Code","Treatment Epoch","f0d7cbe6-ba78-4a08-8e52-8b2e3258b92c","2023-09-29","C101526","http://www.cdisc.org"
"Code_132","Code","Treatment Epoch","6313fb91-baf8-490a-8b87-cce50d179da4","2023-09-29","C101526","http://www.cdisc.org"
"Code_133","Code","Clinical Study Follow-up","c60a44df-2395-4544-98d3-b10654abaa1a","2023-09-29","C99158","http://www.cdisc.org"
"Code_327","Code","Alzheimer's disease; unspecified","75dd50d3-7bc0-47d3-b149-ff324947c980","1","G30.9","ICD-10-CM"
"Code_328","Code","Alzheimer's disease","92d7c394-f6a0-4925-8600-c9bb16e20277","January 31, 2018","26929004","SNOMED"
"Code_142","Code","Sponsor","00f65a28-c42a-4a43-a508-2b68acf24545","2023-09-29","C70793","http://www.cdisc.org"
"Code_332","Code","Trial Primary Objective","a04edc67-c7f2-4ada-91dc-2fcf4dd63d24","2023-09-29","C85826","http://www.cdisc.org"
"Code_331","Code","Primary Endpoint","666e3334-291f-42a0-97dd-a1e4b374451b","2023-09-29","C94496","http://www.cdisc.org"
"Code_333","Code","Primary Endpoint","9fe1b886-e9cd-423a-811e-264b1a3d07ed","2023-09-29","C94496","http://www.cdisc.org"
"Code_335","Code","Trial Primary Objective","188c91f3-9db6-4cb3-bf94-f0381e27cb18","2023-09-29","C85826","http://www.cdisc.org"
"Code_334","Code","Primary Endpoint","16c49359-d02e-4312-9fc6-55336353a483","2023-09-29","C94496","http://www.cdisc.org"
"Code_336","Code","Primary Endpoint","66da8b23-d3b8-4e53-b328-f9233e8113ca","2023-09-29","C94496","http://www.cdisc.org"
"Code_337","Code","Primary Endpoint","961a3efa-40f7-4080-8342-c4c344151b3c","2023-09-29","C94496","http://www.cdisc.org"
"Code_339","Code","Trial Secondary Objective","2dc25896-8711-4e2b-8855-14406354e6c3","2023-09-29","C85827","http://www.cdisc.org"
"Code_338","Code","Secondary Endpoint","78eb01d8-bdbe-4aa3-8f88-7f349a153799","2023-09-29","C139173","http://www.cdisc.org"
"Code_340","Code","Secondary Endpoint","ce297b1a-bfae-452a-bfd3-5ad1af22b357","2023-09-29","C139173","http://www.cdisc.org"
"Code_341","Code","Secondary Endpoint","afe026f8-9c63-445c-b047-3cb1280592fa","2023-09-29","C139173","http://www.cdisc.org"
"Code_343","Code","Trial Secondary Objective","37fb4bcb-e74f-4bb3-b869-46c04a442f3e","2023-09-29","C85827","http://www.cdisc.org"
"Code_342","Code","Secondary Endpoint","9bc58772-74e8-4088-b828-f9f4e26d1859","2023-09-29","C139173","http://www.cdisc.org"
"Code_345","Code","Trial Secondary Objective","731b998d-64c8-47d0-8355-81d6c37567fd","2023-09-29","C85827","http://www.cdisc.org"
"Code_344","Code","Secondary Endpoint","303cf847-a6a0-4c3d-abec-94df76db75b8","2023-09-29","C139173","http://www.cdisc.org"
"Code_347","Code","Trial Secondary Objective","9c815aa0-1867-4beb-82d9-ebc61b339cef","2023-09-29","C85827","http://www.cdisc.org"
"Code_346","Code","Secondary Endpoint","5b95634f-6b4e-4ada-b319-a48686444ee2","2023-09-29","C139173","http://www.cdisc.org"
"Code_348","Code","Inclusion Criteria","8605660f-9bc5-4514-92ff-43caf35e15da","2023-09-29","C25532","http://www.cdisc.org"
"Code_349","Code","Inclusion Criteria","4c092c02-7a89-46e3-9516-95c66aa0c414","2023-09-29","C25532","http://www.cdisc.org"
"Code_350","Code","Inclusion Criteria","2be8ff70-c3f8-4ccc-9197-0808e07b958b","2023-09-29","C25532","http://www.cdisc.org"
"Code_351","Code","Inclusion Criteria","44ed450b-1fc7-4f6f-a01f-f157de7948ef","2023-09-29","C25532","http://www.cdisc.org"
"Code_352","Code","Inclusion Criteria","5cad9039-1fde-4275-adf7-0b4050ceb654","2023-09-29","C25532","http://www.cdisc.org"
"Code_353","Code","Inclusion Criteria","d705aa64-5cce-4ad8-b6a3-946e00c3f8f1","2023-09-29","C25532","http://www.cdisc.org"
"Code_354","Code","Inclusion Criteria","37a63e86-40e1-42d9-9435-727c032e012a","2023-09-29","C25532","http://www.cdisc.org"
"Code_355","Code","Inclusion Criteria","ef7c70b9-3a4f-491e-b37d-234fab8b42c5","2023-09-29","C25532","http://www.cdisc.org"
"Code_356","Code","Exclusion Criteria","bbe8049f-49d4-43c0-9e22-67af1a1b45aa","2023-09-29","C25370","http://www.cdisc.org"
"Code_357","Code","Exclusion Criteria","3d7224d3-c9fc-4e48-8f04-1ea50df64a23","2023-09-29","C25370","http://www.cdisc.org"
"Code_358","Code","Exclusion Criteria","9a99ce85-9874-427b-bb9f-4e5fae21753f","2023-09-29","C25370","http://www.cdisc.org"
"Code_359","Code","Exclusion Criteria","6258f840-9f73-484f-920f-34aadc28cd53","2023-09-29","C25370","http://www.cdisc.org"
"Code_360","Code","Exclusion Criteria","84142807-1e10-459a-b640-7ccd87883762","2023-09-29","C25370","http://www.cdisc.org"
"Code_361","Code","Exclusion Criteria","13bb5766-a820-489f-b7fd-37f389bb96eb","2023-09-29","C25370","http://www.cdisc.org"
"Code_362","Code","Exclusion Criteria","61fdc8d8-fc07-4265-93b9-c78bb1e96b62","2023-09-29","C25370","http://www.cdisc.org"
"Code_363","Code","Exclusion Criteria","c73facde-985c-41e5-bace-cdcb2b085e18","2023-09-29","C25370","http://www.cdisc.org"
"Code_364","Code","Exclusion Criteria","e418496c-02e6-4486-95dd-ec1096a67569","2023-09-29","C25370","http://www.cdisc.org"
"Code_365","Code","Exclusion Criteria","b04557e8-0edb-4bd4-aedf-ecd2ad17175f","2023-09-29","C25370","http://www.cdisc.org"
"Code_366","Code","Exclusion Criteria","4dd1e6df-632a-465c-ad6d-61496b492be8","2023-09-29","C25370","http://www.cdisc.org"
"Code_367","Code","Exclusion Criteria","89388407-7536-490e-9564-ea0ea1435d4d","2023-09-29","C25370","http://www.cdisc.org"
"Code_368","Code","Exclusion Criteria","edd192b9-e224-4bdf-adcc-f3b8ddfdaf20","2023-09-29","C25370","http://www.cdisc.org"
"Code_369","Code","Exclusion Criteria","eaf0ad79-0fef-4fd9-98d3-6db66a546680","2023-09-29","C25370","http://www.cdisc.org"
"Code_370","Code","Exclusion Criteria","967364a5-0ccf-4914-ae4c-ddac9168057b","2023-09-29","C25370","http://www.cdisc.org"
"Code_371","Code","Exclusion Criteria","c7a24a48-68d2-426d-9dba-38e4413f4f26","2023-09-29","C25370","http://www.cdisc.org"
"Code_372","Code","Exclusion Criteria","c67a7a91-c2d0-4ce9-a6cc-615ea40c1720","2023-09-29","C25370","http://www.cdisc.org"
"Code_373","Code","Exclusion Criteria","8618f811-db70-4196-a05b-33055657bdda","2023-09-29","C25370","http://www.cdisc.org"
"Code_374","Code","Exclusion Criteria","902ace17-7444-4ea8-a0bf-b638d8287cd7","2023-09-29","C25370","http://www.cdisc.org"
"Code_375","Code","Exclusion Criteria","677b91d8-94c4-47a1-96e8-4f01aef9dbb3","2023-09-29","C25370","http://www.cdisc.org"
"Code_376","Code","Exclusion Criteria","c7a20a2f-dd9b-40a5-bf3b-a107394fd5e9","2023-09-29","C25370","http://www.cdisc.org"
"Code_377","Code","Exclusion Criteria","b10051f6-5a92-438b-b78e-216b1948a659","2023-09-29","C25370","http://www.cdisc.org"
"Code_378","Code","Exclusion Criteria","06985a07-2cd3-4a7c-b49c-e3a82d4f0511","2023-09-29","C25370","http://www.cdisc.org"
"Code_329","Code","Year","00668ce6-8872-4bf0-9b43-0dead249cb40","2023-09-29","C29848","http://www.cdisc.org"
"Code_14","Code","Before","ce8c7d5c-5f83-4c12-af72-a355cdaa7e28","2023-09-29","C201357","http://www.cdisc.org"
"Code_15","Code","Start to Start","7fba4c63-e1e7-4d8f-a4f7-48a56e35c521","2023-09-29","C201355","http://www.cdisc.org"
"Code_16","Code","Before","2d278d84-82ac-4240-b33a-34387c769e64","2023-09-29","C201357","http://www.cdisc.org"
"Code_17","Code","Start to Start","341515dc-7a18-43f9-bfe1-339536f9d343","2023-09-29","C201355","http://www.cdisc.org"
"Code_19","Code","Fixed Reference","a29550ca-1eec-4a36-8b7d-ed84e6c9d459","2023-09-29","C201358","http://www.cdisc.org"
"Code_20","Code","Start to Start","b7942119-e7a4-4298-8cbf-d109bb2712b2","2023-09-29","C201355","http://www.cdisc.org"
"Code_21","Code","After","24a3e999-a374-4b21-a3fd-01bc8b58ab2f","2023-09-29","C201356","http://www.cdisc.org"
"Code_22","Code","Start to Start","fb2f7c10-880d-49b8-8669-dd74be43bfac","2023-09-29","C201355","http://www.cdisc.org"
"Code_24","Code","After","f572285a-8577-46c4-a91e-619fc6cfd2d6","2023-09-29","C201356","http://www.cdisc.org"
"Code_25","Code","Start to Start","5e994239-c574-4895-b08f-9df27ad30e97","2023-09-29","C201355","http://www.cdisc.org"
"Code_27","Code","After","8ec4427a-dba3-4cf2-a180-124dce88fed1","2023-09-29","C201356","http://www.cdisc.org"
"Code_28","Code","Start to Start","4b385dcf-75bf-4f19-81ba-40d86d424bad","2023-09-29","C201355","http://www.cdisc.org"
"Code_30","Code","After","f15a8a34-e538-4294-8118-cde29d275c98","2023-09-29","C201356","http://www.cdisc.org"
"Code_31","Code","Start to Start","d87f69b8-4953-4fa3-8b36-11ed2fc1b3cc","2023-09-29","C201355","http://www.cdisc.org"
"Code_35","Code","After","e5c3b1d8-0c4c-4b2a-a889-0725a40bba85","2023-09-29","C201356","http://www.cdisc.org"
"Code_36","Code","Start to Start","21ef8e9c-8d0d-4a29-8fa7-42ef4901e1c8","2023-09-29","C201355","http://www.cdisc.org"
"Code_40","Code","After","5929c518-e790-4cef-a2a1-26950dda6a81","2023-09-29","C201356","http://www.cdisc.org"
"Code_41","Code","Start to Start","305e0649-c2a7-4c86-8602-6510282ee4b5","2023-09-29","C201355","http://www.cdisc.org"
"Code_45","Code","After","3d4d2fc3-c666-4849-8cee-e23a8fe5dec9","2023-09-29","C201356","http://www.cdisc.org"
"Code_46","Code","Start to Start","c831023d-104a-4d5b-aed3-fc4325a5101f","2023-09-29","C201355","http://www.cdisc.org"
"Code_50","Code","After","5f4f8721-f0c4-428d-bc9b-1f66c80ca92d","2023-09-29","C201356","http://www.cdisc.org"
"Code_51","Code","Start to Start","92d3649a-d9d3-47ff-ba03-91f83015bc9f","2023-09-29","C201355","http://www.cdisc.org"
"Code_53","Code","After","e104dd81-a893-4923-ad7b-8cec11f96a72","2023-09-29","C201356","http://www.cdisc.org"
"Code_54","Code","Start to Start","c6c03859-2694-4daa-9ce0-2bb08157f22f","2023-09-29","C201355","http://www.cdisc.org"
"Code_33","Code","After","e31c446b-0d1d-4ade-a1f1-197c56ce83f3","2023-09-29","C201356","http://www.cdisc.org"
"Code_34","Code","Start to Start","406656b3-1375-45a3-a927-6f0399403f4b","2023-09-29","C201355","http://www.cdisc.org"
"Code_38","Code","After","cc985348-3301-415f-b07d-8f8be3eab557","2023-09-29","C201356","http://www.cdisc.org"
"Code_39","Code","Start to Start","4e67ed40-9457-46fe-9e75-3ea5107e2cbe","2023-09-29","C201355","http://www.cdisc.org"
"Code_43","Code","After","fff22a74-ec73-4f6b-8fac-ee0b14414424","2023-09-29","C201356","http://www.cdisc.org"
"Code_44","Code","Start to Start","429e8604-5de0-4cc2-a077-383bffa393de","2023-09-29","C201355","http://www.cdisc.org"
"Code_48","Code","After","2a41b4a6-ff01-4bb2-a827-72ae16bf8f2d","2023-09-29","C201356","http://www.cdisc.org"
"Code_49","Code","Start to Start","c63d907b-9974-482b-b6e5-1abdedaca0b3","2023-09-29","C201355","http://www.cdisc.org"
"Code_56","Code","Fixed Reference","e6bac1dc-bdb9-4568-97fb-48eb3c786ddd","2023-09-29","C201358","http://www.cdisc.org"
"Code_57","Code","Start to Start","630a324e-1251-4ea6-8509-1a7890f1574b","2023-09-29","C201355","http://www.cdisc.org"
"Code_58","Code","Fixed Reference","d322df78-586d-4d21-bf6e-752f682fd5e7","2023-09-29","C201358","http://www.cdisc.org"
"Code_59","Code","Start to Start","e16f2c92-8271-42c6-9ce9-5bacc1bba75a","2023-09-29","C201355","http://www.cdisc.org"
"Code_60","Code","Fixed Reference","d2b17dda-f604-496c-8f38-472462285f62","2023-09-29","C201358","http://www.cdisc.org"
"Code_61","Code","Start to Start","390d603f-d0a7-4146-8b7c-ecce8f9a7bc4","2023-09-29","C201355","http://www.cdisc.org"
"Code_62","Code","After","d8907b7e-eda9-47ea-a8b6-3a079ca5098d","2023-09-29","C201356","http://www.cdisc.org"
"Code_63","Code","Start to Start","1b9f61b4-1ee8-4817-82de-a34e69206f57","2023-09-29","C201355","http://www.cdisc.org"
"Code_64","Code","After","c6246050-c9fd-458c-bf97-acdf2448e677","2023-09-29","C201356","http://www.cdisc.org"
"Code_65","Code","End to Start","bd7d1b7e-a827-40d1-bcec-a7bbf0ab3a2f","2023-09-29","C201353","http://www.cdisc.org"
"Code_66","Code","After","74055bca-8a96-4e20-ae48-1e50b6733a5f","2023-09-29","C201356","http://www.cdisc.org"
"Code_67","Code","Start to Start","26be40bc-4078-460f-9660-d2c8141f0097","2023-09-29","C201355","http://www.cdisc.org"
"Code_68","Code","After","fa33fc15-e4d3-479d-8907-3b515f0345d4","2023-09-29","C201356","http://www.cdisc.org"
"Code_69","Code","End to Start","911a62d9-306c-46c9-ac54-86989c5d0e8f","2023-09-29","C201353","http://www.cdisc.org"
"Code_70","Code","After","dc41cdfd-5b05-4cac-8f2b-3febe37497f8","2023-09-29","C201356","http://www.cdisc.org"
"Code_71","Code","Start to Start","6fe5fade-ac7a-4744-a215-7f190710dc58","2023-09-29","C201355","http://www.cdisc.org"
"Code_379","Code","Clinical Study Sponsor","fa55c576-4188-4b56-a7db-13f477406e58","2023-09-29","C70793","http://www.cdisc.org"
"Code_380","Code","United Kingdom of Great Britain and Northern Ireland","b4f73015-11c7-494e-96e6-a7c366fd4429","2020-08","GBR","ISO 3166 1 alpha3"
"Code_3","Code","Study Acronym","5777d443-7ada-4a21-b07f-914476c853f7","2023-09-29","C94108","http://www.cdisc.org"
"Code_5","Code","Brief Study Title","760508b0-dafc-4d9b-ae81-a9d7029544d9","2023-09-29","C99905x1","http://www.cdisc.org"
"Code_6","Code","Official Study Title","25b9ca56-fd6d-4e3d-8455-c70a0d0f15dd","2023-09-29","C99905x2","http://www.cdisc.org"
"Code_7","Code","Public Study Title","93b24122-37e3-42f0-888d-36f6242b529c","2023-09-29","C99905x3","http://www.cdisc.org"
"Code_8","Code","Final","8ec1f613-07ed-4b06-89fd-d23e3454a5fe","2023-09-29","C25508","http://www.cdisc.org"
"Code_11","Code","Protocol Effective Date","a5e8c2e6-84aa-49dd-895f-5a75264c1b5c","2023-09-29","C99903x1","http://www.cdisc.org"
"Code_13","Code","Region","87fd39da-587b-4520-8f52-05ae28e2988c","2023-09-29","C41129","http://www.cdisc.org"
"Code_12","Code","Europe","b43fcd4e-8f67-4bf4-86f5-5c460bd5d2d5","2020-08","150","ISO 3166 1 alpha3"
