"codeSystem","uuid:ID","code","decode","instanceType","id","codeSystemVersion"
"http://www.cdisc.org","a960c10c-62c6-44f1-ba75-da72fc55c03e","C42559","Degree Celsius","Code","Code_421","2023-12-15"
"http://www.cdisc.org","08d61bdf-a921-4b85-a107-a0b232d29308","C44277","Degree Fahrenheit","Code","Code_422","2023-12-15"
"http://www.cdisc.org","d41f376b-4720-4920-8aef-ab90cf220c1d","C42537","Kelvin","Code","Code_423","2023-12-15"
"http://www.cdisc.org","5cf332da-33f1-4238-b7a6-31c7c3c2149f","C44276","Unit of Temperature","Code","Code_424","2023-12-15"
"http://www.cdisc.org","7a9ded1b-b6e6-4483-856e-1d2e1aa79052","C12674","Axilla","Code","Code_425","2023-12-15"
"http://www.cdisc.org","13dfa4c1-eb16-474d-9b2e-1403c967d94a","C12394","Ear","Code","Code_426","2023-12-15"
"http://www.cdisc.org","f0c6a274-742d-4899-b59c-8ebe687026e4","C89803","Forehead","Code","Code_427","2023-12-15"
"http://www.cdisc.org","413325ce-3ee5-4b2f-a064-301cf1043599","C12421","Oral Cavity","Code","Code_428","2023-12-15"
"http://www.cdisc.org","015bf58e-a9e1-45ff-8b8f-0f62c3f43afa","C12390","Rectum","Code","Code_429","2023-12-15"
"http://www.cdisc.org","afddd7dd-618b-4597-bfc6-b4fdea9f2125","C13717","Anatomic Site","Code","Code_430","2023-12-15"
"http://www.cdisc.org","0c89d0f3-e3ce-4056-a7db-e98003616752","C174446","TEMP","Code","Code_431","2023-12-15"
"http://www.cdisc.org","1a8026e5-cb0f-4a7b-9d16-c48bffbdf906","C49677","HR","Code","Code_432","2023-12-15"
"http://www.cdisc.org","9a0d3011-c2a9-463b-b963-0c0b5f5a81f9","C77140","Clinical Test Result","Code","Code_433","2023-12-15"
"http://www.cdisc.org","4b0bbc4e-57aa-4214-b595-c7d9fa67430d","C73688","Count per Minute","Code","Code_434","2023-12-15"
"http://www.cdisc.org","00034da2-9d59-4bb5-9c35-3d94dc14a32d","C62122","Sitting","Code","Code_435","2023-12-15"
"http://www.cdisc.org","9c381da2-7d01-4686-b9d3-78feb30184c6","C62166","Standing","Code","Code_436","2023-12-15"
"http://www.cdisc.org","a44fd1f7-7a2f-4049-bcc1-d6deba2cb7b1","C62167","Supine Position","Code","Code_437","2023-12-15"
"http://www.cdisc.org","e28c547d-4a13-4c99-bde0-952ad38b92a1","C62164","Body Position","Code","Code_438","2023-12-15"
"http://www.cdisc.org","52a895bb-4f86-4c18-8471-d17d3fd8f6f6","C12681","Brachial Artery","Code","Code_439","2023-12-15"
"http://www.cdisc.org","af77027c-aa59-4f74-b3b6-0f33b03180e8","C12687","Common Carotid Artery","Code","Code_440","2023-12-15"
"http://www.cdisc.org","e9edeefd-ace3-4cfe-a352-4a9f9829daea","C32478","Dorsalis Pedis Artery","Code","Code_441","2023-12-15"
"http://www.cdisc.org","fe7d49b6-235b-45b1-9a25-4c52228e5522","C12715","Femoral Artery","Code","Code_442","2023-12-15"
"http://www.cdisc.org","8b0572dc-81d8-462a-8994-5913167369d1","C12838","Radial Artery","Code","Code_443","2023-12-15"
"http://www.cdisc.org","ea101b73-7ac0-490c-9187-ef8ab23c17c5","C13717","Anatomic Site","Code","Code_444","2023-12-15"
"http://www.cdisc.org","92eabb3c-44c0-40cc-88e9-4d51e99bb37f","C25229","Left","Code","Code_445","2023-12-15"
"http://www.cdisc.org","5dcf75e0-cad7-49bf-ba9f-2abcb8d1cf9a","C25228","Right","Code","Code_446","2023-12-15"
"http://www.cdisc.org","3183f2df-44c8-461b-906c-6a5ec4b65e1b","C25185","Laterality","Code","Code_447","2023-12-15"
"http://www.cdisc.org","920fea68-60a7-4c54-9fdd-7cd5ff037979","C49677","HR","Code","Code_448","2023-12-15"
"http://www.cdisc.org","b31a77cd-ee18-4727-bd19-c447bb7176b7","C49678","RESP","Code","Code_449","2023-12-15"
"http://www.cdisc.org","e70097c0-3e54-4ab3-b71d-7f51b549634e","C77140","Clinical Test Result","Code","Code_450","2023-12-15"
"http://www.cdisc.org","6c5a7ef6-a5c2-4017-8c09-4492ee730b7a","C73688","Count per Minute","Code","Code_451","2023-12-15"
"http://www.cdisc.org","2f089f88-810c-4b4f-8cc0-07246677df22","C49678","RESP","Code","Code_452","2023-12-15"
"http://www.cdisc.org","7903cbdc-1d33-463b-a4e8-b6605fae1956","C25298","SYSBP","Code","Code_453","2023-12-15"
"http://www.cdisc.org","82fe6664-9b29-4f66-b37b-25735a2cc647","C77140","Clinical Test Result","Code","Code_454","2023-12-15"
"http://www.cdisc.org","2a2b574c-d640-455a-8a29-9d68a7095525","C49669","Unit of Pressure","Code","Code_455","2023-12-15"
"http://www.cdisc.org","115a3c1d-103c-4741-b22b-aa78e64f5016","C62122","Sitting","Code","Code_456","2023-12-15"
"http://www.cdisc.org","b2161c42-732c-4ce3-ae84-cac4a84c36c5","C62166","Standing","Code","Code_457","2023-12-15"
"http://www.cdisc.org","b4612d6b-c6ff-4000-a66f-1823f7680f54","C62167","Supine Position","Code","Code_458","2023-12-15"
"http://www.cdisc.org","c9eca549-bb87-4189-bf6a-f97e4fc4e8b6","C62164","Body Position","Code","Code_459","2023-12-15"
"http://www.cdisc.org","3050d0d5-3dbb-4c29-b0e0-74bf1ac139cd","C12681","Brachial Artery","Code","Code_460","2023-12-15"
"http://www.cdisc.org","d965c610-c15a-4ef8-92cb-1c984d977df5","C12687","Common Carotid Artery","Code","Code_461","2023-12-15"
"http://www.cdisc.org","c0ffee22-393f-46ef-8a4e-541785b6054a","C32478","Dorsalis Pedis Artery","Code","Code_462","2023-12-15"
"http://www.cdisc.org","852b7d3d-3cee-45db-8662-3eea341a316b","C12715","Femoral Artery","Code","Code_463","2023-12-15"
"http://www.cdisc.org","bd21f4fb-3614-4ed8-a988-b957f15b2745","C12838","Radial Artery","Code","Code_464","2023-12-15"
"http://www.cdisc.org","380b5daf-b6d3-4bbd-9d6d-28bc425f9f26","C13717","Anatomic Site","Code","Code_465","2023-12-15"
"http://www.cdisc.org","972e49b7-f6d4-4a0c-81e2-6e3ef25b734f","C25229","Left","Code","Code_466","2023-12-15"
"http://www.cdisc.org","48a678f8-7fff-4a5e-b063-26388f0392ab","C25228","Right","Code","Code_467","2023-12-15"
"http://www.cdisc.org","5ecd7a5e-0a1f-4a1b-9741-e1c27dd14bd7","C25185","Laterality","Code","Code_468","2023-12-15"
"http://www.cdisc.org","9b0c01f4-0702-4b6d-b87e-b6e23f3a72da","C25298","SYSBP","Code","Code_469","2023-12-15"
"http://www.cdisc.org","77a623c7-d964-4ea8-a889-623b2f7c4136","C25299","DIABP","Code","Code_470","2023-12-15"
"http://www.cdisc.org","949df228-730c-4db8-b5ec-66a4b2baa05b","C77140","Clinical Test Result","Code","Code_471","2023-12-15"
"http://www.cdisc.org","ff0e0670-b087-4eca-b39b-572a2f70ade1","C49669","Unit of Pressure","Code","Code_472","2023-12-15"
"http://www.cdisc.org","af96998a-75da-4647-b782-f7144b1a739e","C62122","Sitting","Code","Code_473","2023-12-15"
"http://www.cdisc.org","f0df979c-65fd-4b4e-b7ac-6d7442fb95d0","C62166","Standing","Code","Code_474","2023-12-15"
"http://www.cdisc.org","13a6130a-b6c6-42bc-bb9a-fa5fb3f5e0c5","C62167","Supine Position","Code","Code_475","2023-12-15"
"http://www.cdisc.org","a2d98a19-96a6-42d4-beab-014eb18ddf4e","C62164","Body Position","Code","Code_476","2023-12-15"
"http://www.cdisc.org","04830627-2533-41c4-8286-9120d8ce2d13","C12681","Brachial Artery","Code","Code_477","2023-12-15"
"http://www.cdisc.org","b143af16-3462-4a42-a576-77c0bf78e026","C12687","Common Carotid Artery","Code","Code_478","2023-12-15"
"http://www.cdisc.org","6069c98b-766d-4615-9ebf-3f7f2a70db5f","C32478","Dorsalis Pedis Artery","Code","Code_479","2023-12-15"
"http://www.cdisc.org","fffcea1d-04ed-4be4-a025-b36f9c1da022","C12715","Femoral Artery","Code","Code_480","2023-12-15"
"http://www.cdisc.org","53d362b0-e658-401e-b6f1-afd73f461644","C12838","Radial Artery","Code","Code_481","2023-12-15"
"http://www.cdisc.org","2eb37df2-c96b-4a17-b52e-cb512c48f5b7","C13717","Anatomic Site","Code","Code_482","2023-12-15"
"http://www.cdisc.org","5414c076-579f-446d-b13c-d55314c59f4c","C25229","Left","Code","Code_483","2023-12-15"
"http://www.cdisc.org","a537f6a8-dfa8-4b64-8fff-26d5c4b6ba3d","C25228","Right","Code","Code_484","2023-12-15"
"http://www.cdisc.org","deaf2251-31b7-45ab-9d56-78569bdb3220","C25185","Laterality","Code","Code_485","2023-12-15"
"http://www.cdisc.org","a78f9311-3e02-4dcb-9e89-fd4919633a9d","C25299","DIABP","Code","Code_486","2023-12-15"
"http://www.cdisc.org","21c5039d-b838-40e0-949f-0046133a95da","C78541","Adverse Event Verbatim Description","Code","Code_344","2023-12-15"
"http://www.cdisc.org","ecea0dfd-b993-463b-a41d-ee2a1f8c4e3b","C83344","Adverse Event Dictionary Derived Term","Code","Code_345","2023-12-15"
"http://www.cdisc.org","353c898b-bb7b-4ae1-a620-3a3b1015cb41","C49487","No","Code","Code_346","2023-12-15"
"http://www.cdisc.org","8688315c-9838-4747-ae95-5ef8c1edf410","C49488","Yes","Code","Code_347","2023-12-15"
"http://www.cdisc.org","11dd6c9f-a8b1-4089-8ed0-a24d9e5f4d89","C87840","Adverse Event Pre-specified","Code","Code_348","2023-12-15"
"http://www.cdisc.org","00ccd8b7-f64f-487b-9bdb-3c36946bc838","C83205","Adverse Event Location","Code","Code_349","2023-12-15"
"http://www.cdisc.org","ba475435-cc99-4892-a7c4-f590a4d910f8","C53253","Severity of Adverse Event","Code","Code_350","2023-12-15"
"http://www.cdisc.org","7786d4dd-1a8b-4e8e-ade5-0619f2bd7c61","C49487","No","Code","Code_351","2023-12-15"
"http://www.cdisc.org","f0003d2c-7b7c-4c83-bcf5-5d5cd987621c","C49488","Yes","Code","Code_352","2023-12-15"
"http://www.cdisc.org","531fb728-6123-4678-85f5-ef49ac094da7","C53252","Seriousness of Adverse Event","Code","Code_353","2023-12-15"
"http://www.cdisc.org","b2196771-086c-44e3-bed2-16ae603fc8d1","C83013","Adverse Event Action Taken with Study Treatment","Code","Code_354","2023-12-15"
"http://www.cdisc.org","36063c16-e8be-431f-972b-6a456cb1b992","C83109","Other Actions taken in Response to Adverse Event","Code","Code_355","2023-12-15"
"http://www.cdisc.org","84f06a69-916a-4753-88a3-36ced49955fc","C41358","Adverse Event Attribution to Product or Procedure","Code","Code_356","2023-12-15"
"http://www.cdisc.org","a97f46d7-9ed1-4f2a-bb7f-004b18d9d1c2","C83210","Adverse Event Relationship to Non Study Treatment","Code","Code_357","2023-12-15"
"http://www.cdisc.org","2aa5921b-7bc0-490a-9a99-39576b36c496","C83208","Adverse Event Pattern","Code","Code_358","2023-12-15"
"http://www.cdisc.org","a846b6f9-218c-4a05-a0ad-45012a711c38","C49489","Adverse Event Outcome","Code","Code_359","2023-12-15"
"http://www.cdisc.org","5db57ac3-f7ec-4a8b-be8f-cebb22b28891","C49487","No","Code","Code_360","2023-12-15"
"http://www.cdisc.org","83588149-182c-4b93-ae58-3170a55673ea","C49488","Yes","Code","Code_361","2023-12-15"
"http://www.cdisc.org","b027a79b-baf6-4d18-b618-da851ac796ca","C83211","Adverse Event Involves Cancer","Code","Code_362","2023-12-15"
"http://www.cdisc.org","895e1b99-660b-4ba4-aa40-e5fed883b0f0","C49487","No","Code","Code_363","2023-12-15"
"http://www.cdisc.org","04ce601b-f11b-463a-adca-c145873c06b3","C49488","Yes","Code","Code_364","2023-12-15"
"http://www.cdisc.org","b7cc8d0f-4e33-4e4a-93fb-a2e0686e60f0","C83117","Adverse Event Seriousness Due to Congenital Anomaly","Code","Code_365","2023-12-15"
"http://www.cdisc.org","835383fb-7058-4b0e-9c0a-70987ebc5c69","C49487","No","Code","Code_366","2023-12-15"
"http://www.cdisc.org","dfb77636-96a1-4f43-9f74-156c42b1ebcb","C49488","Yes","Code","Code_367","2023-12-15"
"http://www.cdisc.org","713d40dc-f65d-47fe-8f94-c403f50e35db","C113380","Disabling Adverse Event","Code","Code_368","2023-12-15"
"http://www.cdisc.org","ce7df9ab-d9ec-47aa-9bcd-55a7b2721480","C49487","No","Code","Code_369","2023-12-15"
"http://www.cdisc.org","903a7dba-beb2-4637-be27-3da47af47567","C49488","Yes","Code","Code_370","2023-12-15"
"http://www.cdisc.org","055c4710-d471-4be2-9b63-06d69031bb85","C48275","Death Related to Adverse Event","Code","Code_371","2023-12-15"
"http://www.cdisc.org","71124b96-5b4d-43a9-8aa6-35a092e1f056","C49487","No","Code","Code_372","2023-12-15"
"http://www.cdisc.org","94af0175-210f-45f2-b502-d1ffddea58a0","C49488","Yes","Code","Code_373","2023-12-15"
"http://www.cdisc.org","6a151b9f-76c9-4255-b889-583286262c5c","C83052","Adverse Event associated with Hospitalization","Code","Code_374","2023-12-15"
"http://www.cdisc.org","60aea4d0-9ff3-4623-a0dd-f4794edb3124","C49487","No","Code","Code_375","2023-12-15"
"http://www.cdisc.org","e456e224-b538-4863-899e-d9ae4077b1a5","C49488","Yes","Code","Code_376","2023-12-15"
"http://www.cdisc.org","82d13431-bd6d-49c4-bfaf-18044a5bc98e","C84266","Life Threatening Adverse Event","Code","Code_377","2023-12-15"
"http://www.cdisc.org","7a11b6fc-72bf-4c84-95b0-1d93e41def4d","C49487","No","Code","Code_378","2023-12-15"
"http://www.cdisc.org","aed55a69-f9db-483f-91c0-8e245c1803c5","C49488","Yes","Code","Code_379","2023-12-15"
"http://www.cdisc.org","2ecbce4e-529c-44e9-9afe-4cfc8286ddcb","C83214","Adverse Event Occurred with Overdose","Code","Code_380","2023-12-15"
"http://www.cdisc.org","01541bb2-6e23-40f5-a3ad-97f7732ab600","C49487","No","Code","Code_381","2023-12-15"
"http://www.cdisc.org","cc3d8948-956c-41f8-9a23-6b07cc75872b","C49488","Yes","Code","Code_382","2023-12-15"
"http://www.cdisc.org","7acac4f9-1dab-42a2-9336-7c054c3c5cfc","C83053","Adverse Event Associated with Serious Medical Event","Code","Code_383","2023-12-15"
"http://www.cdisc.org","039dba30-6e69-4543-8712-130fa5fc9cd0","C49487","No","Code","Code_384","2023-12-15"
"http://www.cdisc.org","bab4f6ff-2266-4e20-ae1e-90bf2b9460b0","C49488","Yes","Code","Code_385","2023-12-15"
"http://www.cdisc.org","b1dc2e1e-ff7a-48cc-a827-9fae091af55c","C83199","Adverse Event Concomitant Treatment","Code","Code_386","2023-12-15"
"http://www.cdisc.org","141174c6-9981-4397-9ca4-0aa9235d4e23","C83215","Adverse Event Start Date Time","Code","Code_387","2023-12-15"
"http://www.cdisc.org","fd17dd13-4d70-4c1c-a0f6-eabec017049b","C83201","Adverse Event End Date Time","Code","Code_388","2023-12-15"
"http://www.cdisc.org","b228369c-e89d-4632-b683-b3250810e711","C179175","Solicited Adverse Event","Code","Code_389","2023-12-15"
"http://www.cdisc.org","25d013a2-7c47-4402-a6dd-d5c5e4f36431","C15538","Protocol Treatment Arm","Code","Code_329","2023-12-15"
"http://www.cdisc.org","b5829e2d-04a4-45b3-ae0e-801f140ca5fd","C188866","Data Generated Within Study","Code","Code_330","2023-12-15"
"http://www.cdisc.org","833e891f-545f-4389-b27d-1da9155f309c","C49659","Open Label Study","Code","Code_336","2023-12-15"
"http://www.cdisc.org","8487a4ad-62f6-429a-8676-b8950b994da3","C202487","Screening Epoch","Code","Code_331","2023-12-15"
"http://www.cdisc.org","69b69a6b-444e-41c6-afde-2b4c11793547","C98779","Run-in Period","Code","Code_332","2023-12-15"
"http://www.cdisc.org","bc9a2576-0d55-497b-8ef2-7d107fc8086f","C101526","Treatment Epoch","Code","Code_333","2023-12-15"
"http://www.cdisc.org","f8ec8e25-709f-4cf7-af0b-1fd0db0bbbb6","C202578","Follow-Up Epoch","Code","Code_334","2023-12-15"
"SNOMED","f403c26c-7dbb-482f-b984-482cc3520273","88518009","Wilson's disease","Code","Code_487","January 31, 2018"
"http://www.cdisc.org","a151c2b7-389b-45ef-ace9-88c5c8e46126","C70793","Sponsor","Code","Code_342","2023-12-15"
"http://www.cdisc.org","6115ec1e-c337-4370-b62c-c85dc1d682a4","C41161","Experimental Intervention","Code","Code_493","2023-12-15"
"http://www.cdisc.org","1bf446f8-2612-4986-a8f2-21e625c2d3de","C1909","Pharmacologic Substance","Code","Code_494","2023-12-15"
"http://www.cdisc.org","38d3e285-b31d-4647-a7cb-c7359bd4b47d","C25301","Day","Code","Code_497","2023-12-15"
"SPONSOR","253eb3bc-c156-4afc-8eb2-d568a9c7157c","ALXN1840","ALXN1840","Code","Code_492","12"
"http://www.cdisc.org","6ea342d0-5430-4c46-8114-ac3f409e2156","C25301","Day","Code","Code_488","2023-12-15"
"http://www.cdisc.org","ef2c204e-6af3-40da-ad49-82b3c94f0ff1","C28253","Milligram","Code","Code_490","2023-12-15"
"http://www.cdisc.org","b8a171e1-968e-4dfc-8bd5-4fc89c6f9e11","C38288","Oral Route of Administration","Code","Code_489","2023-12-15"
"http://www.cdisc.org","c42583a2-8829-42fa-908f-513adb71e9f6","C25473","Daily","Code","Code_491","2023-12-15"
"http://www.cdisc.org","a6127971-ac2e-4cc0-b911-b1db464c600f","C25301","Day","Code","Code_498","2023-12-15"
"http://www.cdisc.org","dc59b320-cc62-4247-92ac-9d91c58a3543","C28253","Milligram","Code","Code_500","2023-12-15"
"http://www.cdisc.org","c87fbcfd-d3be-4409-8e67-549e9d2f08d3","C38288","Oral Route of Administration","Code","Code_499","2023-12-15"
"http://www.cdisc.org","d0720f63-02aa-4b2c-a260-ebe13dd59764","C25473","Daily","Code","Code_501","2023-12-15"
"http://www.cdisc.org","aa8808f8-ed05-40d4-bdf0-78fc46403c9a","C99909x1","IMP","Code","Code_496","2023-12-15"
"FDA","562efa1f-76bd-4da2-abb4-badbb8bee6a0","A","B","Code","Code_495","None set"
"http://www.cdisc.org","3d09173b-fd47-48b5-af4f-85f8ee4649c8","C85826","Primary Objective","Code","Code_505","2023-12-15"
"http://www.cdisc.org","2ad6bbdb-43e6-405a-984d-adc56efd1e13","C94496","Primary Endpoint","Code","Code_504","2023-12-15"
"http://www.cdisc.org","8fb86b64-a740-49fa-8ab3-78f04f470856","C85827","Secondary Objective","Code","Code_507","2023-12-15"
"http://www.cdisc.org","2e32e297-e33b-47ac-99a5-390a48a4ef6b","C139173","Secondary Endpoint","Code","Code_506","2023-12-15"
"http://www.cdisc.org","834458fc-3e40-4b55-9764-36ed911ab02d","C85827","Secondary Objective","Code","Code_509","2023-12-15"
"http://www.cdisc.org","df85900a-a2ef-4570-b044-d25dad7324ad","C139173","Secondary Endpoint","Code","Code_508","2023-12-15"
"http://www.cdisc.org","298dd74b-6961-4f15-99b7-811e290331ac","C85827","Secondary Objective","Code","Code_511","2023-12-15"
"http://www.cdisc.org","c638d0dd-aa7d-4e8e-97ed-0c393634e62a","C139173","Secondary Endpoint","Code","Code_510","2023-12-15"
"http://www.cdisc.org","dfa652cb-ab5a-4308-a55f-cb9c89cde13d","C85827","Secondary Objective","Code","Code_513","2023-12-15"
"http://www.cdisc.org","c5b564b3-c1e8-4b72-85a3-1a9c914d2351","C139173","Secondary Endpoint","Code","Code_512","2023-12-15"
"http://www.cdisc.org","4c5442e0-1898-4248-a010-87d89c1ae300","C85827","Secondary Objective","Code","Code_515","2023-12-15"
"http://www.cdisc.org","f1d0dab8-2b4c-4c47-9124-d4e2e43ff0f4","C139173","Secondary Endpoint","Code","Code_514","2023-12-15"
"http://www.cdisc.org","5d566be7-6240-4ca1-a971-a048c154f894","C85827","Secondary Objective","Code","Code_517","2023-12-15"
"http://www.cdisc.org","b319c259-155a-42e3-8bbc-824ed35662a5","C139173","Secondary Endpoint","Code","Code_516","2023-12-15"
"http://www.cdisc.org","e57690af-5b32-4665-b39a-67f4f70c57c8","C85827","Secondary Objective","Code","Code_519","2023-12-15"
"http://www.cdisc.org","2cb9eee9-8b4b-40b4-9b71-b30b607827ee","C139173","Secondary Endpoint","Code","Code_518","2023-12-15"
"http://www.cdisc.org","f2371f25-cd7a-4d82-ab46-042efd0c5aa2","C163559","Exploratory Objective","Code","Code_521","2023-12-15"
"http://www.cdisc.org","77e98093-6be5-40ab-a09f-721a88b62573","C170559","Exploratory Endpoint","Code","Code_520","2023-12-15"
"http://www.cdisc.org","2170fcc2-383c-4c08-853a-109eaf65ccdf","C163559","Exploratory Objective","Code","Code_523","2023-12-15"
"http://www.cdisc.org","8bcade7c-39d2-463b-b854-7874e22e60c5","C170559","Exploratory Endpoint","Code","Code_522","2023-12-15"
"http://www.cdisc.org","3a39f9f4-d59a-491c-915a-be2727611bc3","C163559","Exploratory Objective","Code","Code_525","2023-12-15"
"http://www.cdisc.org","13d25909-0516-4079-a8fc-105767bf6776","C170559","Exploratory Endpoint","Code","Code_524","2023-12-15"
"http://www.cdisc.org","874bd6f0-1f20-4e84-a72e-227d76257c93","C163559","Exploratory Objective","Code","Code_527","2023-12-15"
"http://www.cdisc.org","f368985f-ac64-44e1-8dcd-c242594a538f","C170559","Exploratory Endpoint","Code","Code_526","2023-12-15"
"http://www.cdisc.org","81a95369-ddb3-4062-9881-6441bbb60c33","C163559","Exploratory Objective","Code","Code_529","2023-12-15"
"http://www.cdisc.org","61bd95c9-c8d0-43d6-8b86-4fd631adeed4","C170559","Exploratory Endpoint","Code","Code_528","2023-12-15"
"http://www.cdisc.org","f01b2953-502b-40aa-9637-0864e17b25f2","C163559","Exploratory Objective","Code","Code_531","2023-12-15"
"http://www.cdisc.org","0b9c12ff-cedc-4697-b1e4-bc721b94d611","C170559","Exploratory Endpoint","Code","Code_530","2023-12-15"
"http://www.cdisc.org","c7082876-130d-42eb-badc-409517ce9871","C49636","Both","Code","Code_503","2023-12-15"
"http://www.cdisc.org","13d0a183-2ecf-44c7-8ccb-77ecd9ee9c60","C25532","Inclusion Criteria","Code","Code_532","2023-12-15"
"http://www.cdisc.org","6b79a81e-15f5-441b-8920-dfd14cdead73","C25532","Inclusion Criteria","Code","Code_533","2023-12-15"
"http://www.cdisc.org","fc59c94b-245c-4618-9266-5c8b6e2da9bb","C25532","Inclusion Criteria","Code","Code_534","2023-12-15"
"http://www.cdisc.org","0b4df2ba-5307-4931-877f-3ee3dfd4a484","C25532","Inclusion Criteria","Code","Code_535","2023-12-15"
"http://www.cdisc.org","428837c1-b544-4588-a7d8-4ca578ce7a53","C25532","Inclusion Criteria","Code","Code_536","2023-12-15"
"http://www.cdisc.org","a98cf542-1dfb-4557-a9e4-c5631eae9d8e","C25532","Inclusion Criteria","Code","Code_537","2023-12-15"
"http://www.cdisc.org","66a01bd8-f6e1-46fe-bc39-8f1dd66aa97c","C25532","Inclusion Criteria","Code","Code_538","2023-12-15"
"http://www.cdisc.org","f29ca2cf-4f7f-487e-bc03-9df9a5932f2c","C25532","Inclusion Criteria","Code","Code_539","2023-12-15"
"http://www.cdisc.org","2f1c6aea-0cd1-47c7-89d8-80f2691b81a3","C25532","Inclusion Criteria","Code","Code_540","2023-12-15"
"http://www.cdisc.org","2a72d0e5-647d-4411-8d7f-c5cb0858f2b5","C25532","Inclusion Criteria","Code","Code_541","2023-12-15"
"http://www.cdisc.org","615d7421-a50a-4808-886b-647b409d1ac2","C25532","Inclusion Criteria","Code","Code_542","2023-12-15"
"http://www.cdisc.org","c2d890a2-132f-4ba0-bb7b-f8ee9207c9f8","C25532","Inclusion Criteria","Code","Code_543","2023-12-15"
"http://www.cdisc.org","bb1cf7a3-e81b-4579-b0bc-5e337388a520","C25370","Exclusion Criteria","Code","Code_544","2023-12-15"
"http://www.cdisc.org","f5d17af9-459c-4923-9af9-a82f953e08ba","C25370","Exclusion Criteria","Code","Code_545","2023-12-15"
"http://www.cdisc.org","715e6128-790a-4097-bbdc-8b6637c6a5b0","C25370","Exclusion Criteria","Code","Code_546","2023-12-15"
"http://www.cdisc.org","0eee5826-1787-47bf-aef1-ba7b34c971ca","C25370","Exclusion Criteria","Code","Code_547","2023-12-15"
"http://www.cdisc.org","c6e4f37d-26ff-450f-88e1-85f315126a72","C25370","Exclusion Criteria","Code","Code_548","2023-12-15"
"http://www.cdisc.org","f00e75f0-0391-48ee-9c0d-e437623c3775","C25370","Exclusion Criteria","Code","Code_549","2023-12-15"
"http://www.cdisc.org","4893455a-22dd-495d-a620-cbbb5affca47","C25370","Exclusion Criteria","Code","Code_550","2023-12-15"
"http://www.cdisc.org","a37ebeca-6ab5-4095-a2a1-f90a247f7942","C25370","Exclusion Criteria","Code","Code_551","2023-12-15"
"http://www.cdisc.org","fa1e2563-a9f7-4ed2-9950-b4eb15873cc9","C25370","Exclusion Criteria","Code","Code_552","2023-12-15"
"http://www.cdisc.org","271d026e-7d80-4631-8634-27483dec56d8","C25370","Exclusion Criteria","Code","Code_553","2023-12-15"
"http://www.cdisc.org","2cc38ab9-a162-4e15-ac5f-2a6a581307ab","C25370","Exclusion Criteria","Code","Code_554","2023-12-15"
"http://www.cdisc.org","07ba20a2-dc6d-446d-bb60-56d9e04d9d5c","C25370","Exclusion Criteria","Code","Code_555","2023-12-15"
"http://www.cdisc.org","9ce040b5-8d53-4c14-ac02-c30ef74ec91b","C25370","Exclusion Criteria","Code","Code_556","2023-12-15"
"http://www.cdisc.org","2aefe563-4066-40f2-aa08-61cdd5312253","C25370","Exclusion Criteria","Code","Code_557","2023-12-15"
"http://www.cdisc.org","43a294f0-27ae-4d33-8364-20867c2dca93","C25370","Exclusion Criteria","Code","Code_558","2023-12-15"
"http://www.cdisc.org","1710a47a-edc3-47f9-874b-6ba6a62a4882","C25370","Exclusion Criteria","Code","Code_559","2023-12-15"
"http://www.cdisc.org","c0e7e86b-d7bc-4ed7-b24e-d8fdd794c794","C25370","Exclusion Criteria","Code","Code_560","2023-12-15"
"http://www.cdisc.org","fbcbd110-14f6-4da5-9788-3dddc00ec04e","C25370","Exclusion Criteria","Code","Code_561","2023-12-15"
"http://www.cdisc.org","b41be6ed-d79a-4acd-ae39-d47f567f0bd4","C25370","Exclusion Criteria","Code","Code_562","2023-12-15"
"http://www.cdisc.org","e3de6a0a-3f7e-41fe-a413-528e3c22693f","C29848","Year","Code","Code_502","2023-12-15"
"http://www.cdisc.org","f5ba6cbf-1ded-47b7-984f-9f38872e6519","C201357","Before","Code","Code_20","2023-12-15"
"http://www.cdisc.org","dc388cc3-0919-4fa5-baa4-8c7b85ac1bfb","C201355","Start to Start","Code","Code_21","2023-12-15"
"http://www.cdisc.org","f078cd36-9524-4d7a-a0db-2442996cd73e","C201357","Before","Code","Code_23","2023-12-15"
"http://www.cdisc.org","13e261c7-0d19-4e85-a9fe-0b6870616b6a","C201355","Start to Start","Code","Code_24","2023-12-15"
"http://www.cdisc.org","00f0f657-7e0a-4ba9-994a-f8d0013ef706","C201357","Before","Code","Code_25","2023-12-15"
"http://www.cdisc.org","65ede880-ec73-460e-ae91-084c60484283","C201355","Start to Start","Code","Code_26","2023-12-15"
"http://www.cdisc.org","75d2e0e8-9b0f-4c55-8db4-8710223c75ad","C201357","Before","Code","Code_27","2023-12-15"
"http://www.cdisc.org","6753bf9f-06ac-4271-b3cf-87ac2b07abdc","C201355","Start to Start","Code","Code_28","2023-12-15"
"http://www.cdisc.org","8463e882-8104-46a2-826a-09157d687336","C201356","After","Code","Code_29","2023-12-15"
"http://www.cdisc.org","2e95bd41-b612-4e5a-bf63-a0ef4c58ec40","C201355","Start to Start","Code","Code_30","2023-12-15"
"http://www.cdisc.org","be1b3a27-beee-4a6c-b183-5709703f5d7c","C201356","After","Code","Code_31","2023-12-15"
"http://www.cdisc.org","60550244-1395-4dda-98f0-1ff7ffe202d8","C201355","Start to Start","Code","Code_32","2023-12-15"
