"codeSystemVersion","code","id","uuid:ID","instanceType","codeSystem","decode"
"2023-09-29","C49673","Code_247","4e43d8f1-4af7-4ba5-8e4a-95f48ee56b7d","Code","http://www.cdisc.org","Beats per Minute"
"","C73688","Code_248","ff282e71-aa56-471a-8770-fe744288823b","Code","NCI Thesaurus","Count per Minute"
"","C83088","Code_249","64562707-b4b2-4283-8ca0-0749398739af","Code","NCI Thesaurus","Vital Signs Location"
"","C123975","Code_250","b049558e-8667-46b3-bcc4-8e0908d51cd0","Code","NCI Thesaurus","Vital Signs Laterality"
"","C82535","Code_251","56c867ab-cb10-43e4-a3e5-3759bb63b4be","Code","NCI Thesaurus","Test Method"
"","C83114","Code_252","1e6872d1-ae5c-4e90-b336-188a9403336b","Code","NCI Thesaurus","Vital Signs Position"
"","C49677","Code_245","e96ce834-9cb0-471d-ad0e-0536bcbbdf23","Code","NCI Thesaurus","Heart Rate"
"","C173522","Code_254","8dbd6864-5e17-4a97-bc3e-355d302a4ea9","Code","NCI Thesaurus","Vital Signs Result"
"2023-09-29","C42547","Code_255","0f528fae-c2ff-4b58-b67b-66a5fc43bb43","Code","http://www.cdisc.org","Pascal"
"","C49669","Code_256","a01d1944-2a5c-4df0-ad41-302159ada0be","Code","NCI Thesaurus","Unit of Pressure"
"","C83088","Code_257","975d0f09-ea5b-4833-b0f6-bfe1ab87cb27","Code","NCI Thesaurus","Vital Signs Location"
"","C123975","Code_258","29347a5e-f3a6-4596-943d-40635d0b9eed","Code","NCI Thesaurus","Vital Signs Laterality"
"","C82535","Code_259","542ba07b-624a-46bd-a2c7-a459241b649d","Code","NCI Thesaurus","Test Method"
"","C83114","Code_260","8c86fe7d-4bba-48f9-b153-49a5e5a4379a","Code","NCI Thesaurus","Vital Signs Position"
"","C25298","Code_253","bf47e7e6-dd96-401f-b954-96044405c997","Code","NCI Thesaurus","Systolic Blood Pressure"
"","C173522","Code_262","1b920558-690b-4e47-9294-d3a0673c5967","Code","NCI Thesaurus","Vital Signs Result"
"2023-09-29","C42547","Code_263","d7258c91-513d-4279-bb41-d3818abb92a1","Code","http://www.cdisc.org","Pascal"
"","C49669","Code_264","92ca61a7-b023-41b4-96c9-0c3fe4a36986","Code","NCI Thesaurus","Unit of Pressure"
"","C83088","Code_265","0b27bad6-d4da-45ab-ab59-c3f806c63522","Code","NCI Thesaurus","Vital Signs Location"
"","C123975","Code_266","67ff2981-3771-46e9-a18f-3ddc8e166598","Code","NCI Thesaurus","Vital Signs Laterality"
"","C82535","Code_267","f0b2620d-0eb8-4d0c-8a7e-4c7b6f6bff14","Code","NCI Thesaurus","Test Method"
"","C83114","Code_268","03fc7591-ae36-47f7-a505-a911ab006146","Code","NCI Thesaurus","Vital Signs Position"
"","C25299","Code_261","fea171bc-77e8-40ac-94d0-f61ce3e58301","Code","NCI Thesaurus","Diastolic Blood Pressure"
"","C173522","Code_270","66063458-457a-4515-906d-86b089843631","Code","NCI Thesaurus","Vital Signs Result"
"2023-09-29","C49673","Code_271","8d9e5692-8966-4233-a43a-00c001fd8f57","Code","http://www.cdisc.org","Beats per Minute"
"","C73688","Code_272","88e21584-4426-4d0d-9163-7b84eff152c2","Code","NCI Thesaurus","Count per Minute"
"","C83088","Code_273","6f48a730-0267-4b57-841c-961159e5768c","Code","NCI Thesaurus","Vital Signs Location"
"","C123975","Code_274","b54bb86b-583f-4432-9965-eb8feaf09439","Code","NCI Thesaurus","Vital Signs Laterality"
"","C82535","Code_275","793170eb-5344-4f14-b314-eed22275c361","Code","NCI Thesaurus","Test Method"
"","C83114","Code_276","4e9646dc-b624-4931-9667-b19705e20dbe","Code","NCI Thesaurus","Vital Signs Position"
"","C49677","Code_269","cbd5a444-d448-4588-8b43-e6e5b423d57d","Code","NCI Thesaurus","Heart Rate"
"2023-09-29","C174268","Code_122","2537595a-6236-48f8-a210-1ad0b403cb82","Code","http://www.cdisc.org","Placebo Comparator Arm"
"2023-09-29","C188866","Code_123","68a0b798-5e02-4378-9323-4a615bcc75af","Code","http://www.cdisc.org","Data Generated Within Study"
"2023-09-29","C174267","Code_124","5c711b32-c7e8-4424-8b91-ddec2f084244","Code","http://www.cdisc.org","Active Comparator Arm"
"2023-09-29","C188866","Code_125","a0e062ca-d396-485f-9181-90d3e2ecaec0","Code","http://www.cdisc.org","Data Generated Within Study"
"2023-09-29","C174267","Code_126","d7fb3e8b-2721-4543-8d00-85a72ac64ce3","Code","http://www.cdisc.org","Active Comparator Arm"
"2023-09-29","C188866","Code_127","b87c1670-dbe8-42e7-9a5e-d089cd3b98a6","Code","http://www.cdisc.org","Data Generated Within Study"
"2023-09-29","C15228","Code_135","81f2f44f-c65b-46b6-823c-f829fb09b76e","Code","http://www.cdisc.org","Double Blind Study"
"2023-09-29","C48262","Code_128","22e40251-db28-4848-b856-6aaeb6b32b7f","Code","http://www.cdisc.org","Trial Screening"
"2023-09-29","C101526","Code_129","0e9cab71-ef1a-4851-b7e9-724db92fd9e6","Code","http://www.cdisc.org","Treatment Epoch"
"2023-09-29","C101526","Code_130","cb7d0f72-c76d-401e-9236-fa9a4fda31f8","Code","http://www.cdisc.org","Treatment Epoch"
"2023-09-29","C101526","Code_131","352c2550-a985-4f7f-bdfa-4aba95ef50af","Code","http://www.cdisc.org","Treatment Epoch"
"2023-09-29","C99158","Code_132","0cd54db0-ce5b-4213-aedd-fd07f2c18ffa","Code","http://www.cdisc.org","Clinical Study Follow-up"
"1","G30.9","Code_330","4bb0bf8e-8e10-4781-8f56-49ac0043c32b","Code","ICD-10-CM","Alzheimer's disease; unspecified"
"January 31, 2018","26929004","Code_331","ba9a6fb9-6e22-4599-9e8b-3e0717576ee7","Code","SNOMED","Alzheimer's disease"
"2023-09-29","C70793","Code_141","3268420e-1164-47f9-a893-6a186401e171","Code","http://www.cdisc.org","Sponsor"
"2023-09-29","C85826","Code_335","4903dfb6-e028-430a-aa5d-63c718458a89","Code","http://www.cdisc.org","Trial Primary Objective"
"2023-09-29","C94496","Code_334","51c01d1e-c32b-42be-b891-1c710a0dc168","Code","http://www.cdisc.org","Primary Endpoint"
"2023-09-29","C94496","Code_336","8af279fe-b2bb-46d5-bcb5-88a842b9f0af","Code","http://www.cdisc.org","Primary Endpoint"
"2023-09-29","C85826","Code_338","567ced1f-c987-4883-baea-3db637100bb8","Code","http://www.cdisc.org","Trial Primary Objective"
"2023-09-29","C94496","Code_337","59273f03-dbe2-45a7-8314-57a1fc963fee","Code","http://www.cdisc.org","Primary Endpoint"
"2023-09-29","C94496","Code_339","031a5009-76ef-4e11-8693-5254875d48a9","Code","http://www.cdisc.org","Primary Endpoint"
"2023-09-29","C94496","Code_340","b08755fa-9e99-4dab-ad76-ac4b15a4aa5e","Code","http://www.cdisc.org","Primary Endpoint"
"2023-09-29","C85827","Code_342","8f9880a0-49af-4c0d-971a-36cf33a00247","Code","http://www.cdisc.org","Trial Secondary Objective"
"2023-09-29","C139173","Code_341","90c17a8f-6be0-4a87-aef6-9c2ad94a0ea6","Code","http://www.cdisc.org","Secondary Endpoint"
"2023-09-29","C139173","Code_343","f001e3ba-11b1-4a77-970d-491a94b25cc4","Code","http://www.cdisc.org","Secondary Endpoint"
"2023-09-29","C139173","Code_344","6bd792fd-df02-4727-ac1e-deb4aae3e593","Code","http://www.cdisc.org","Secondary Endpoint"
"2023-09-29","C25532","Code_345","846baa9f-6410-4ee6-8560-28ec146da23e","Code","http://www.cdisc.org","Inclusion Criteria"
"2023-09-29","C25532","Code_346","225b048e-841a-4c00-8466-7a627f9a82fa","Code","http://www.cdisc.org","Inclusion Criteria"
"2023-09-29","C25532","Code_347","cb09c9d4-3bd5-4949-a711-1946a5ec41bd","Code","http://www.cdisc.org","Inclusion Criteria"
"2023-09-29","C25370","Code_348","2af3fac2-d2c2-4689-a835-32f171fa637b","Code","http://www.cdisc.org","Exclusion Criteria"
"2023-09-29","C29848","Code_332","e592aa36-99e3-4944-9c52-652c6e7d2702","Code","http://www.cdisc.org","Year"
"2023-09-29","C201264","Code_14","f4db2405-40c9-4228-8a51-d5f8d7e1b30e","Code","http://www.cdisc.org","Before"
"2023-09-29","C201265","Code_15","a10caacc-3040-4b7a-adf1-a57a71ac2f7d","Code","http://www.cdisc.org","Start to Start"
"2023-09-29","C201264","Code_16","a0221535-b09c-419d-9e03-65b22b24eba4","Code","http://www.cdisc.org","Before"
"2023-09-29","C201265","Code_17","d9072a2c-1e16-4fe7-b13d-1d26c180050d","Code","http://www.cdisc.org","Start to Start"
"2023-09-29","C201264","Code_19","15caebc7-643d-47b2-84f9-830923b12fcb","Code","http://www.cdisc.org","Fixed Reference"
"2023-09-29","C201265","Code_20","3b85830f-9fce-4f26-b630-e3745011ba3a","Code","http://www.cdisc.org","Start to Start"
"2023-09-29","C201264","Code_21","e234d84d-66fa-4041-8387-1c4074dd5f61","Code","http://www.cdisc.org","After"
"2023-09-29","C201265","Code_22","891c083f-cf70-4e2a-bdd2-b9a3d842ea3d","Code","http://www.cdisc.org","Start to Start"
"2023-09-29","C201264","Code_24","5df84dac-951f-41a7-8372-4e4622468f92","Code","http://www.cdisc.org","After"
"2023-09-29","C201265","Code_25","25a915bc-54f7-4a00-9dff-9d13f0d9bc46","Code","http://www.cdisc.org","Start to Start"
"2023-09-29","C201264","Code_27","53e9a115-9087-4560-a2b9-8fa491aae499","Code","http://www.cdisc.org","After"
"2023-09-29","C201265","Code_28","5c1a4a1c-0de2-4268-8c73-1d5b5aa3981d","Code","http://www.cdisc.org","Start to Start"
"2023-09-29","C201264","Code_30","1eed0aee-9b62-47dc-a0d7-3a450d6038e9","Code","http://www.cdisc.org","After"
"2023-09-29","C201265","Code_31","f9f2cc6f-9bea-454e-a160-8b44990f68fa","Code","http://www.cdisc.org","Start to Start"
"2023-09-29","C201264","Code_35","04b4b0f7-026a-493a-b51e-45c9d1cb2c8c","Code","http://www.cdisc.org","After"
"2023-09-29","C201265","Code_36","774b2de7-6c63-4cb5-8aa0-76a43a2ff24b","Code","http://www.cdisc.org","Start to Start"
"2023-09-29","C201264","Code_40","272448ee-730c-4d69-ba6a-40c0550a92f0","Code","http://www.cdisc.org","After"
"2023-09-29","C201265","Code_41","3e29de9c-adb7-44ca-b6b6-4a42f40c329f","Code","http://www.cdisc.org","Start to Start"
"2023-09-29","C201264","Code_45","fd846448-538e-428b-8450-769e14089e11","Code","http://www.cdisc.org","After"
"2023-09-29","C201265","Code_46","7a1032f8-00b6-45c7-b26f-13a2bfff9079","Code","http://www.cdisc.org","Start to Start"
"2023-09-29","C201264","Code_50","97919574-1b0b-4429-8d6d-1c08488c4aa3","Code","http://www.cdisc.org","After"
"2023-09-29","C201265","Code_51","92bde406-1ee8-44e4-875b-d36283e63e3f","Code","http://www.cdisc.org","Start to Start"
"2023-09-29","C201264","Code_53","3f579718-0662-402b-9379-fc29111a1055","Code","http://www.cdisc.org","After"
"2023-09-29","C201265","Code_54","4253f01a-3194-483b-b1b6-67a7ca768fcc","Code","http://www.cdisc.org","Start to Start"
"2023-09-29","C201264","Code_33","99225742-b1d7-4f47-b156-1d738c34ebb1","Code","http://www.cdisc.org","After"
"2023-09-29","C201265","Code_34","0596f0ae-292e-4f38-9853-6b82ab07ed49","Code","http://www.cdisc.org","Start to Start"
"2023-09-29","C201264","Code_38","5c212eec-cc72-439b-8bdd-9346a0d60478","Code","http://www.cdisc.org","After"
"2023-09-29","C201265","Code_39","4d4e12ec-108c-4f3c-9d98-49c7b011734a","Code","http://www.cdisc.org","Start to Start"
"2023-09-29","C201264","Code_43","999775c5-4f3f-4e84-8831-02d0120221fb","Code","http://www.cdisc.org","After"
"2023-09-29","C201265","Code_44","7d78aa41-a668-4885-bb62-3246b700bc90","Code","http://www.cdisc.org","Start to Start"
"2023-09-29","C201264","Code_48","b37a85f6-c197-4901-8913-5ad48066fe93","Code","http://www.cdisc.org","After"
"2023-09-29","C201265","Code_49","b342c12f-6e02-4c28-88a0-79e7088381c8","Code","http://www.cdisc.org","Start to Start"
"2023-09-29","C201264","Code_56","eb8631ec-31cb-42a7-83d2-7c88cd9aaaf0","Code","http://www.cdisc.org","Fixed Reference"
"2023-09-29","C201265","Code_57","b9fcb355-b2da-4b93-8093-b07ee800c9b7","Code","http://www.cdisc.org","Start to Start"
"2023-09-29","C201264","Code_58","55d7ccf4-62c0-42ba-b181-4d94d970b023","Code","http://www.cdisc.org","Fixed Reference"
"2023-09-29","C201265","Code_59","59f11585-792e-446a-9eff-6e9a070e6c48","Code","http://www.cdisc.org","Start to Start"
"2023-09-29","C201264","Code_60","75696541-1eb5-464c-acd4-b0b4b33fd70c","Code","http://www.cdisc.org","Fixed Reference"
"2023-09-29","C201265","Code_61","39290a03-f87d-4265-8083-d42b2c19803f","Code","http://www.cdisc.org","Start to Start"
"2023-09-29","C201264","Code_62","a11adb44-8ddb-4d20-aa4b-d699a79069cf","Code","http://www.cdisc.org","After"
"2023-09-29","C201265","Code_63","b5e4bdd3-b0c0-4122-80c8-5b393c43f650","Code","http://www.cdisc.org","Start to Start"
"2023-09-29","C201264","Code_64","a61c7398-54de-417f-aa5c-47e5b98b5243","Code","http://www.cdisc.org","After"
"2023-09-29","C201265","Code_65","f462ea1b-06b2-46f9-bb8f-84ee37983578","Code","http://www.cdisc.org","End to Start"
"2023-09-29","C201264","Code_66","9bd91e4b-218d-41bf-926e-4dee33602d7e","Code","http://www.cdisc.org","After"
"2023-09-29","C201265","Code_67","f04180e9-237c-45e7-9469-98beda8f3561","Code","http://www.cdisc.org","Start to Start"
"2023-09-29","C201264","Code_68","0bb05f69-7867-47ab-831f-983ea65ec28e","Code","http://www.cdisc.org","After"
"2023-09-29","C201265","Code_69","5f707c62-3510-4a00-985e-ed9ceff9bc33","Code","http://www.cdisc.org","End to Start"
"2023-09-29","C201264","Code_70","4de3d925-2ca5-495e-9e35-e68b245b5b66","Code","http://www.cdisc.org","After"
"2023-09-29","C201265","Code_71","f1b34c59-bdd6-4187-ac39-ee8f246d44cc","Code","http://www.cdisc.org","Start to Start"
"2023-09-29","C70793","Code_349","0e2c4714-a41d-440f-a730-580b4875c9ed","Code","http://www.cdisc.org","Clinical Study Sponsor"
"2020-08","GBR","Code_350","cc3c7175-3203-42df-84b7-2feb871b4aaf","Code","ISO 3166 1 alpha3","United Kingdom of Great Britain and Northern Ireland"
"2023-09-29","C94108","Code_3","4fd82836-56b5-4511-a6d9-69c4e1cdb996","Code","http://www.cdisc.org","Study Acronym"
"2023-09-29","C99905x1","Code_5","be2acbed-f280-4716-a7c0-695de84fd375","Code","http://www.cdisc.org","Brief Study Title"
"2023-09-29","C99905x2","Code_6","ca2a8d92-e8e3-4d8d-9133-36e8d3133ba0","Code","http://www.cdisc.org","Official Study Title"
"2023-09-29","C99905x3","Code_7","3432222c-7c33-427f-9ced-7c8dc9cfe662","Code","http://www.cdisc.org","Public Study Title"
"2023-09-29","C25508","Code_8","7bef9764-f5db-4ff9-b3be-69e72410008c","Code","http://www.cdisc.org","Final"
"2023-09-29","C99903x1","Code_11","bcf27c50-5bbe-48e4-9366-237dd81154ba","Code","http://www.cdisc.org","Protocol Effective Date"
"2023-09-29","C41129","Code_13","682b8458-180d-4b00-b6a3-0022a96c0df7","Code","http://www.cdisc.org","Region"
"2020-08","150","Code_12","fb45fd57-3776-4101-8287-729c1dd69360","Code","ISO 3166 1 alpha3","Europe"
