"codeSystemVersion","decode","codeSystem","instanceType","code","id","uuid:ID"
"2023-12-15","No","http://www.cdisc.org","Code","C49487","Code_173","2d8c895b-91e8-42dc-814b-65aa9d9674d3"
"2023-12-15","Yes","http://www.cdisc.org","Code","C49488","Code_174","6119915b-483f-47cd-aa42-4d3fe9c75c3a"
"2023-12-15","Adverse Event associated with Hospitalization","http://www.cdisc.org","Code","C83052","Code_175","8e0f5805-f4f4-4613-b962-760c045d33ed"
"2023-12-15","No","http://www.cdisc.org","Code","C49487","Code_176","cb450db6-7444-4446-bba0-f3658dafa925"
"2023-12-15","Yes","http://www.cdisc.org","Code","C49488","Code_177","0b0fbd65-7a9f-4ff3-bd63-223dcee72993"
"2023-12-15","Life Threatening Adverse Event","http://www.cdisc.org","Code","C84266","Code_178","a2fe3f98-aa09-4e49-8aea-40b67c58e891"
"2023-12-15","No","http://www.cdisc.org","Code","C49487","Code_179","d0b6f2e3-d5eb-4bbc-9561-37f254156b23"
"2023-12-15","Yes","http://www.cdisc.org","Code","C49488","Code_180","b11fb5aa-62f4-4445-8a63-fd0e6fd00627"
"2023-12-15","Adverse Event Occurred with Overdose","http://www.cdisc.org","Code","C83214","Code_181","83a863ee-8478-43d1-ab03-4db19b99ed02"
"2023-12-15","No","http://www.cdisc.org","Code","C49487","Code_182","4c0ad16f-6753-41ac-90e4-ae58b128dbdc"
"2023-12-15","Yes","http://www.cdisc.org","Code","C49488","Code_183","e99f72f1-0007-464f-9111-2a0a688cf72a"
"2023-12-15","Adverse Event Associated with Serious Medical Event","http://www.cdisc.org","Code","C83053","Code_184","1e0a7835-3ecc-4e13-831f-98d2b3ee0802"
"2023-12-15","No","http://www.cdisc.org","Code","C49487","Code_185","1edc1001-baef-42dd-ab44-9ad72e8f0031"
"2023-12-15","Yes","http://www.cdisc.org","Code","C49488","Code_186","92513673-f1f7-4db9-bcc3-58f52e5a757a"
"2023-12-15","Adverse Event Concomitant Treatment","http://www.cdisc.org","Code","C83199","Code_187","198420ec-a018-49aa-86f5-310c112ccaac"
"2023-12-15","Adverse Event Start Date Time","http://www.cdisc.org","Code","C83215","Code_188","6ce9736a-788e-460c-a5d2-0a634858a3ae"
"2023-12-15","Adverse Event End Date Time","http://www.cdisc.org","Code","C83201","Code_189","e2fbd8da-e6e4-437a-a10f-ae988e41d045"
"2023-12-15","Solicited Adverse Event","http://www.cdisc.org","Code","C179175","Code_190","2b41ab18-8418-4603-9a5d-3f115dfd8276"
"2023-12-15","SYSBP","http://www.cdisc.org","Code","C25298","Code_191","bacd02a0-2f80-4112-b21b-548585dc1dbb"
"2023-12-15","Clinical Test Result","http://www.cdisc.org","Code","C77140","Code_192","21f31eaa-bcd4-477c-9464-befee3c82ca6"
"2023-12-15","Unit of Pressure","http://www.cdisc.org","Code","C49669","Code_193","6b5c2aed-9438-432c-a631-00e13f7d9335"
"2023-12-15","Sitting","http://www.cdisc.org","Code","C62122","Code_194","af4b7e6c-27b0-44d3-9f08-71af8f7bbebd"
"2023-12-15","Standing","http://www.cdisc.org","Code","C62166","Code_195","afe8c8a1-9156-4773-9b5b-55d476ef5766"
"2023-12-15","Supine Position","http://www.cdisc.org","Code","C62167","Code_196","bb3ab07a-4ddb-46cb-8af5-d8dec136b746"
"2023-12-15","Body Position","http://www.cdisc.org","Code","C62164","Code_197","7ec42e0c-e6b6-4b53-96b3-2c5b0c306983"
"2023-12-15","Brachial Artery","http://www.cdisc.org","Code","C12681","Code_198","444c24fb-3718-4cf3-aae8-91275f0f7a9f"
"2023-12-15","Common Carotid Artery","http://www.cdisc.org","Code","C12687","Code_199","49f49d3a-57f2-40db-aec6-9eb8fbf1ef48"
"2023-12-15","Dorsalis Pedis Artery","http://www.cdisc.org","Code","C32478","Code_200","d355cefc-28b3-4ae5-87e8-dc3997d2e3df"
"2023-12-15","Femoral Artery","http://www.cdisc.org","Code","C12715","Code_201","01d2a65c-9a4c-490f-acc3-63f4bddaa5f8"
"2023-12-15","Radial Artery","http://www.cdisc.org","Code","C12838","Code_202","6d3f69b1-a7a5-42f9-bc94-6dde7167ad84"
"2023-12-15","Anatomic Site","http://www.cdisc.org","Code","C13717","Code_203","466236be-0d02-4b62-88f4-867cd6b1950f"
"2023-12-15","Left","http://www.cdisc.org","Code","C25229","Code_204","0d4ec1e5-eb5c-4e8f-9ed8-82d6c2be55c0"
"2023-12-15","Right","http://www.cdisc.org","Code","C25228","Code_205","d5e9c3ee-8d26-4c67-bd0f-1c4cb1841ec4"
"2023-12-15","Laterality","http://www.cdisc.org","Code","C25185","Code_206","003bdb97-ecc3-46bf-94c9-1f7bf5b9591b"
"2023-12-15","SYSBP","http://www.cdisc.org","Code","C25298","Code_207","86ee5189-20cb-4813-b6b4-47a0809652d9"
"2023-12-15","DIABP","http://www.cdisc.org","Code","C25299","Code_208","2672fc5d-bb09-41f5-a9b1-c293d4abd747"
"2023-12-15","Clinical Test Result","http://www.cdisc.org","Code","C77140","Code_209","0b393958-fdd3-4d28-820c-233c49d7e54d"
"2023-12-15","Unit of Pressure","http://www.cdisc.org","Code","C49669","Code_210","5ec9ebdf-cb6e-4a7d-94da-141019b3c830"
"2023-12-15","Sitting","http://www.cdisc.org","Code","C62122","Code_211","51fec1f3-cb73-489d-8ed9-67ca09aa6487"
"2023-12-15","Standing","http://www.cdisc.org","Code","C62166","Code_212","9ea8bde7-6b23-4591-ae04-232051d22d6e"
"2023-12-15","Supine Position","http://www.cdisc.org","Code","C62167","Code_213","7269f5ff-5d3f-46a0-9a7b-9162b7798624"
"2023-12-15","Body Position","http://www.cdisc.org","Code","C62164","Code_214","87857c16-ce17-4030-b5a9-877e72f102b7"
"2023-12-15","Brachial Artery","http://www.cdisc.org","Code","C12681","Code_215","81cd91da-3341-499b-b0df-fa2420779b7e"
"2023-12-15","Common Carotid Artery","http://www.cdisc.org","Code","C12687","Code_216","25dff28a-0cc3-45fa-b7ca-5709e0328a1e"
"2023-12-15","Dorsalis Pedis Artery","http://www.cdisc.org","Code","C32478","Code_217","d87ba9b2-2550-493c-b50d-4894276aa2f9"
"2023-12-15","Femoral Artery","http://www.cdisc.org","Code","C12715","Code_218","3d9cb560-43e3-486f-9c6e-f2d870986081"
"2023-12-15","Radial Artery","http://www.cdisc.org","Code","C12838","Code_219","cb8cff60-020a-48a2-943d-0b1380c4cfea"
"2023-12-15","Anatomic Site","http://www.cdisc.org","Code","C13717","Code_220","209c547f-137d-4726-859c-30424ad338f7"
"2023-12-15","Left","http://www.cdisc.org","Code","C25229","Code_221","86e05e0b-cd37-413e-936b-5b6e757ece7f"
"2023-12-15","Right","http://www.cdisc.org","Code","C25228","Code_222","233040d4-3fa7-4b90-8a13-2692b66162c8"
"2023-12-15","Laterality","http://www.cdisc.org","Code","C25185","Code_223","f6ade38c-e03a-4918-aa6b-d718c2647e75"
"2023-12-15","DIABP","http://www.cdisc.org","Code","C25299","Code_224","d812b5a0-d865-4a32-bef1-c99bec078fc3"
"2023-12-15","TEMP","http://www.cdisc.org","Code","C174446","Code_225","58026e6c-de91-4d20-9d1a-a2fbe29a36ea"
"2023-12-15","Clinical Test Result","http://www.cdisc.org","Code","C77140","Code_226","c16bd29c-6ee5-4497-85f9-0947523bb1cc"
"2023-12-15","Degree Celsius","http://www.cdisc.org","Code","C42559","Code_227","fa0b9a31-de93-4a38-aca6-9a00939831d1"
"2023-12-15","Degree Fahrenheit","http://www.cdisc.org","Code","C44277","Code_228","89317fa3-71f3-4438-8592-4339aeb2b8d4"
"2023-12-15","Kelvin","http://www.cdisc.org","Code","C42537","Code_229","7e025a50-2e16-47e6-92d2-027b9d92942d"
"2023-12-15","Unit of Temperature","http://www.cdisc.org","Code","C44276","Code_230","6721059b-1626-4f25-bc10-d0baccaa5488"
"2023-12-15","Axilla","http://www.cdisc.org","Code","C12674","Code_231","3c782410-5fe0-4d38-a9b3-f2da0d5467f0"
"2023-12-15","Ear","http://www.cdisc.org","Code","C12394","Code_232","5e500514-ffa9-4592-8260-d9f411c5b0e8"
"2023-12-15","Forehead","http://www.cdisc.org","Code","C89803","Code_233","7563ebd3-5da7-4f86-b4b4-5112bfdca203"
"2023-12-15","Oral Cavity","http://www.cdisc.org","Code","C12421","Code_234","ef05e2fa-cbec-4433-af95-e12f1f4327a9"
"2023-12-15","Rectum","http://www.cdisc.org","Code","C12390","Code_235","624c45b0-0aa5-4f1c-a5a7-2f42819dc7b7"
"2023-12-15","Anatomic Site","http://www.cdisc.org","Code","C13717","Code_236","30699d02-b297-4820-baf6-c70ed6992a97"
"2023-12-15","TEMP","http://www.cdisc.org","Code","C174446","Code_237","d7ae5be0-ef9d-4c66-a780-cafb028c7d16"
"2023-12-15","WEIGHT","http://www.cdisc.org","Code","C25208","Code_238","7abeae88-f558-43fd-b887-e9f24a1746b4"
"2023-12-15","Clinical Test Result","http://www.cdisc.org","Code","C77140","Code_239","2f15246a-9af3-4d4b-b7bc-7364787238dd"
"2023-12-15","Pound","http://www.cdisc.org","Code","C48531","Code_240","bc6cc1ce-dd0d-409e-995e-6731794a2f64"
"2023-12-15","Gram","http://www.cdisc.org","Code","C48155","Code_241","54b53d7b-b4f4-4660-a1f4-3a940611dab7"
"2023-12-15","Kilogram","http://www.cdisc.org","Code","C28252","Code_242","1f279ed6-579b-40d9-9813-3c87692ec1c2"
"2023-12-15","Unit of Weight","http://www.cdisc.org","Code","C48208","Code_243","af4b9f01-5f16-4da2-aacc-b7a6f0a95ee6"
"2023-12-15","WEIGHT","http://www.cdisc.org","Code","C25208","Code_244","b0e10e2b-a20b-4880-bf55-c8d58edcf2b6"
"2023-12-15","HEIGHT","http://www.cdisc.org","Code","C25347","Code_245","56bd5dc2-d291-473c-8506-b36e75091a74"
"2023-12-15","Clinical Test Result","http://www.cdisc.org","Code","C77140","Code_246","f6bfe3c5-58ae-4dae-a5e6-8a58d63823b2"
"2023-12-15","Centimeter","http://www.cdisc.org","Code","C49668","Code_247","f6146629-a18b-4179-9f34-c133294a5c49"
"2023-12-15","Inch","http://www.cdisc.org","Code","C48500","Code_248","883a17f0-81be-463b-8c53-7d4846b75cdc"
"2023-12-15","Meter","http://www.cdisc.org","Code","C41139","Code_249","45aae388-1fdd-4adb-9c32-72cead25d552"
"2023-12-15","Unit of Height","http://www.cdisc.org","Code","C168688","Code_250","6d4c2482-dc73-4e8d-a6fd-0fae3508686a"
"2023-12-15","HEIGHT","http://www.cdisc.org","Code","C25347","Code_251","defd9e3a-055e-4097-9c03-c6e5e52c6b04"
"2023-12-15","ALT","http://www.cdisc.org","Code","C64433","Code_252","2564ee7c-51e9-41bb-a938-6c0cdd05f762"
"2023-12-15","Laboratory Test Result","http://www.cdisc.org","Code","C36292","Code_253","cb4b390e-f712-4311-a8da-ff187af2867b"
"2023-12-15","Unit per Liter","http://www.cdisc.org","Code","C67456","Code_254","0d00a8c7-a31a-4f27-9a86-01b45424edcf"
"2023-12-15","Microkatal per Liter","http://www.cdisc.org","Code","C67397","Code_255","fb6e86e0-61d6-423d-8930-63b2dea0269a"
"2023-12-15","International Unit per Liter","http://www.cdisc.org","Code","C67376","Code_256","12b183fa-71f0-4bb9-b437-94a818b08b0b"
"2023-12-15","Nanokatal per Liter","http://www.cdisc.org","Code","C70510","Code_257","ec4538f7-3eb1-4a11-ab05-b11343cbc674"
"2023-12-15","Unit of Catalytic Activity Concentration","http://www.cdisc.org","Code","C67365","Code_258","11eaaace-362d-446f-be58-82adad9ce965"
"2023-12-15","Biospecimen Type","http://www.cdisc.org","Code","C70713","Code_259","315b45bb-ca22-450a-8c14-afcfd5ecb771"
"2023-12-15","No","http://www.cdisc.org","Code","C49487","Code_260","053d0d91-ccfe-42ed-96d7-14bb4a99bbd4"
"2023-12-15","Yes","http://www.cdisc.org","Code","C49488","Code_261","68709f84-3594-4c72-b8f2-dc6eb5aa94bb"
"2023-12-15","Laboratory Test Fasting Status","http://www.cdisc.org","Code","C83309","Code_262","882fd9e1-0486-4fd3-92d1-da54273c9272"
"2023-12-15","ALT","http://www.cdisc.org","Code","C64433","Code_263","bb0d8096-70da-4a7c-8dbf-56cde6e7373d"
"2023-12-15","ALB","http://www.cdisc.org","Code","C64431","Code_264","ce547038-10d4-43a8-88e1-475d794cd17e"
"2023-12-15","Laboratory Test Result","http://www.cdisc.org","Code","C36292","Code_265","fe66acd9-df71-4c7e-ac25-76f0b2e28e17"
"2023-12-15","Biospecimen Type","http://www.cdisc.org","Code","C70713","Code_266","404a858a-1495-4593-9fb5-05e370875bed"
"2023-12-15","No","http://www.cdisc.org","Code","C49487","Code_267","3f8a2cf9-6bf1-4058-9346-baf2728a0ef8"
"2023-12-15","Yes","http://www.cdisc.org","Code","C49488","Code_268","795b10cf-074e-4280-bab5-2f8ae4f0bfd3"
"2023-12-15","Laboratory Test Fasting Status","http://www.cdisc.org","Code","C83309","Code_269","a1d60398-0817-4500-a0c1-562472bc08df"
"2023-12-15","ALB","http://www.cdisc.org","Code","C64431","Code_270","76d44ba7-7bac-4498-b1ce-424d75c5952c"
"2023-12-15","ALP","http://www.cdisc.org","Code","C64432","Code_271","b301c294-bba9-4642-8dde-ea6e8c3870dd"
"2023-12-15","Laboratory Test Result","http://www.cdisc.org","Code","C36292","Code_272","737c1f61-754d-4d68-9152-ccbd0a277e78"
"2023-12-15","Unit per Liter","http://www.cdisc.org","Code","C67456","Code_273","3c91c891-f34c-44d9-a4cf-af431c9ba784"
"2023-12-15","Microkatal per Liter","http://www.cdisc.org","Code","C67397","Code_274","e3da0dfb-59ac-42c7-a2c1-be7a401ae2be"
"2023-12-15","International Unit per Liter","http://www.cdisc.org","Code","C67376","Code_275","e7d945b1-c08f-4bb4-8b3f-8e153c64c93c"
"2023-12-15","Unit of Catalytic Activity Concentration","http://www.cdisc.org","Code","C67365","Code_276","966b4858-1e5f-4ae4-8208-0591fe2b2edf"
"2023-12-15","Biospecimen Type","http://www.cdisc.org","Code","C70713","Code_277","b86d8a63-40fd-4b0d-b18e-8092567f1692"
"2023-12-15","No","http://www.cdisc.org","Code","C49487","Code_278","db62d316-1a03-481c-be40-a72f558bcfb4"
"2023-12-15","Yes","http://www.cdisc.org","Code","C49488","Code_279","b8d9bf0e-edef-4cdb-8ef8-f35f4b5425b7"
"2023-12-15","Laboratory Test Fasting Status","http://www.cdisc.org","Code","C83309","Code_280","7161b09b-ca3c-4900-a17e-9dfed37dc4e3"
"2023-12-15","ALP","http://www.cdisc.org","Code","C64432","Code_281","17e41233-5386-412b-9d0e-c825aaf02eb0"
"2023-12-15","AST","http://www.cdisc.org","Code","C64467","Code_282","b821a8c8-5288-4939-a779-1562c1341be8"
"2023-12-15","Laboratory Test Result","http://www.cdisc.org","Code","C36292","Code_283","e3335692-30bd-434b-93c8-955a57f8ce15"
"2023-12-15","Unit per Liter","http://www.cdisc.org","Code","C67456","Code_284","eab8f458-be52-4c7b-97f5-bea10dfa7934"
"2023-12-15","Microkatal per Liter","http://www.cdisc.org","Code","C67397","Code_285","c1657ef7-ca4a-4cce-ae38-c6d03995f7ea"
"2023-12-15","International Unit per Liter","http://www.cdisc.org","Code","C67376","Code_286","76491f64-f236-457f-b568-33bb9fd35130"
"2023-12-15","Unit of Catalytic Activity Concentration","http://www.cdisc.org","Code","C67365","Code_287","07ac9edc-238b-4e34-8e25-f7d3bea85f5a"
"2023-12-15","Biospecimen Type","http://www.cdisc.org","Code","C70713","Code_288","242369ad-3ccb-4cae-89df-1ef4c5c135e9"
"2023-12-15","No","http://www.cdisc.org","Code","C49487","Code_289","db2367a1-18de-44b9-b6d1-47bc36d31734"
"2023-12-15","Yes","http://www.cdisc.org","Code","C49488","Code_290","9b0bff09-334b-4f9c-a422-64bf0ee38057"
"2023-12-15","Laboratory Test Fasting Status","http://www.cdisc.org","Code","C83309","Code_291","30940c8a-5bf1-434e-b059-165ac853e438"
"2023-12-15","AST","http://www.cdisc.org","Code","C64467","Code_292","fd93ab93-14a0-4655-9cf4-c59d99aeabe2"
"2023-12-15","CREAT","http://www.cdisc.org","Code","C64547","Code_293","236c8d10-97d1-4b42-9380-8c2ea0017711"
"2023-12-15","Laboratory Test Result","http://www.cdisc.org","Code","C36292","Code_294","b6e580f3-b0dc-4bf8-a30b-6f811d76f6b8"
"2023-12-15","Milligram per Deciliter","http://www.cdisc.org","Code","C67015","Code_295","85e4654f-4818-4053-b60a-f5b910e7af53"
"2023-12-15","Microgram per Milliliter","http://www.cdisc.org","Code","C64572","Code_296","9ee0c2a8-f894-4b91-a80a-f4549a259aaa"
"2023-12-15","Millimole per Liter","http://www.cdisc.org","Code","C64387","Code_297","7f9b98c0-8d74-4c8b-acbf-e3a8229bff10"
"2023-12-15","Micromole per Liter","http://www.cdisc.org","Code","C48508","Code_298","3811ffe4-7349-4f4d-885b-1e676ad9c4fd"
"2023-12-15","Unit of Concentration","http://www.cdisc.org","Code","C48207","Code_299","f544fd2f-d661-4317-b2de-9e3b56b362ca"
"2023-12-15","Biospecimen Type","http://www.cdisc.org","Code","C70713","Code_300","fe3522db-45e2-4a01-a05d-3b9b8c792ed7"
"2023-12-15","No","http://www.cdisc.org","Code","C49487","Code_301","1f1f3572-285c-41cd-bfa6-7a34d68b0820"
"2023-12-15","Yes","http://www.cdisc.org","Code","C49488","Code_302","4ab72865-32a6-4c0b-b45b-a3426cb44cb1"
"2023-12-15","Laboratory Test Fasting Status","http://www.cdisc.org","Code","C83309","Code_303","bf529f6a-d420-4c80-b117-fe6ef508dee2"
"2023-12-15","CREAT","http://www.cdisc.org","Code","C64547","Code_304","6861a31e-0f9b-47b4-860b-2d0a0b5df70d"
"2023-12-15","K","http://www.cdisc.org","Code","C64853","Code_305","958fca9f-7be9-434b-94d1-3cf2e94008fa"
"2023-12-15","Laboratory Test Result","http://www.cdisc.org","Code","C36292","Code_306","ba815a8c-2afd-4bab-8813-6eb1ff7412f3"
"2023-12-15","Milliequivalent per Liter","http://www.cdisc.org","Code","C67474","Code_307","869563b1-4822-43bb-be9d-06663d5bd086"
"2023-12-15","Milliequivalent per Deciliter","http://www.cdisc.org","Code","C67473","Code_308","da9975c0-ae16-405c-b253-cf4186888e09"
"2023-12-15","Millimole per Liter","http://www.cdisc.org","Code","C64387","Code_309","f4cca46c-767a-4982-babc-d71537d4fc69"
"2023-12-15","Molarity Unit","http://www.cdisc.org","Code","C64567","Code_310","c22f4f23-a254-487a-89c7-bea36bcb44b7"
"2023-12-15","Biospecimen Type","http://www.cdisc.org","Code","C70713","Code_311","29ae7799-3516-4d9b-aa18-b0b784d1a28a"
"2023-12-15","No","http://www.cdisc.org","Code","C49487","Code_312","7a3ad216-fb51-48fe-b4e3-fee717645f14"
"2023-12-15","Yes","http://www.cdisc.org","Code","C49488","Code_313","e00f3c3e-7306-404a-b95d-d69f6ce40f8a"
"2023-12-15","Laboratory Test Fasting Status","http://www.cdisc.org","Code","C83309","Code_314","f73a5937-6e5f-4583-a66d-6d2a89a34491"
"2023-12-15","K","http://www.cdisc.org","Code","C64853","Code_315","10b6c2a1-12ce-4899-8273-995eb51282ea"
"2023-12-15","SODIUM","http://www.cdisc.org","Code","C64809","Code_316","1220d927-5481-4a3a-a2c3-bd36fc5f6685"
"2023-12-15","Laboratory Test Result","http://www.cdisc.org","Code","C36292","Code_317","cd4cbde5-e319-43be-a976-7f6af0cd7ce6"
"2023-12-15","Milliequivalent per Liter","http://www.cdisc.org","Code","C67474","Code_318","3769f185-1a6b-483f-99e6-f541a8c54389"
"2023-12-15","Milliequivalent per Deciliter","http://www.cdisc.org","Code","C67473","Code_319","ad1ed693-24ee-4d40-b728-246fa6a1d0fe"
"2023-12-15","Millimole per Liter","http://www.cdisc.org","Code","C64387","Code_320","97035c81-f1b1-4dcc-b403-c02006f5e4a8"
"2023-12-15","Molarity Unit","http://www.cdisc.org","Code","C64567","Code_321","fecbc559-a8be-4e45-97c1-5db0e00f1434"
"2023-12-15","Biospecimen Type","http://www.cdisc.org","Code","C70713","Code_322","fcb83987-0762-47f2-ac04-1e6db6a7ee8b"
"2023-12-15","No","http://www.cdisc.org","Code","C49487","Code_323","d18bf73a-2962-447d-bb55-5f68d7d435d7"
"2023-12-15","Yes","http://www.cdisc.org","Code","C49488","Code_324","280c05be-e339-4f70-93de-f9dce75292e2"
"2023-12-15","Laboratory Test Fasting Status","http://www.cdisc.org","Code","C83309","Code_325","b230df71-dc11-4b11-b0b4-fbf07b1005ed"
"2023-12-15","SODIUM","http://www.cdisc.org","Code","C64809","Code_326","594ca053-c1e1-4bf3-af50-9d857f35e167"
"2023-12-15","SYSBP","http://www.cdisc.org","Code","C25298","Code_327","d25dd058-e70f-45bf-96ac-da1fa9afc366"
"2023-12-15","Clinical Test Result","http://www.cdisc.org","Code","C77140","Code_328","5d0d5429-6450-42a9-8200-4c29814ad7d6"
"2023-12-15","Unit of Pressure","http://www.cdisc.org","Code","C49669","Code_329","5ac711f2-e026-4077-9b80-33f38ebbcc6a"
"2023-12-15","Sitting","http://www.cdisc.org","Code","C62122","Code_330","374492b0-5fca-436a-ba9f-7c5522e8022e"
"2023-12-15","Standing","http://www.cdisc.org","Code","C62166","Code_331","68a57138-d03c-4fff-b152-a3537ccad4ff"
"2023-12-15","Supine Position","http://www.cdisc.org","Code","C62167","Code_332","e3b66161-5209-494f-a364-024389dd6a03"
"2023-12-15","Body Position","http://www.cdisc.org","Code","C62164","Code_333","b12deca0-e9f9-4a28-b5a1-1f2889bd3625"
"2023-12-15","Brachial Artery","http://www.cdisc.org","Code","C12681","Code_334","7c427e45-dc15-4192-a641-09e9b3cc81d8"
"2023-12-15","Common Carotid Artery","http://www.cdisc.org","Code","C12687","Code_335","8ffb356c-4ab5-46ab-a4ba-c3ad1df4e201"
"2023-12-15","Dorsalis Pedis Artery","http://www.cdisc.org","Code","C32478","Code_336","51088b35-6ab5-465d-b4ff-dac2d4171e33"
"2023-12-15","Femoral Artery","http://www.cdisc.org","Code","C12715","Code_337","5b18ea6f-39c4-4f48-b837-156899f64b50"
"2023-12-15","Radial Artery","http://www.cdisc.org","Code","C12838","Code_338","d15dcd8c-9048-4125-b922-401b5bfe02a6"
"2023-12-15","Anatomic Site","http://www.cdisc.org","Code","C13717","Code_339","113b7a2e-5999-4fc8-ba7c-4edd79db5898"
"2023-12-15","Left","http://www.cdisc.org","Code","C25229","Code_340","9210cab1-abd7-4c1f-8db7-a89bebea103e"
"2023-12-15","Right","http://www.cdisc.org","Code","C25228","Code_341","07c08f6b-cf8c-4ee3-8cbe-6e8916aba962"
"2023-12-15","Laterality","http://www.cdisc.org","Code","C25185","Code_342","246fe234-a452-4288-822e-656f43330e8c"
"2023-12-15","SYSBP","http://www.cdisc.org","Code","C25298","Code_343","d69b1202-4f2e-43c2-9a6b-9ea69b391e7c"
"2023-12-15","DIABP","http://www.cdisc.org","Code","C25299","Code_344","52e854fe-abf3-4192-b1cb-fb2c54f32750"
"2023-12-15","Clinical Test Result","http://www.cdisc.org","Code","C77140","Code_345","6159b8bc-7d53-4c70-a051-ceee0725f77d"
"2023-12-15","Unit of Pressure","http://www.cdisc.org","Code","C49669","Code_346","02e29645-731d-448c-b045-e4330246445c"
"2023-12-15","Sitting","http://www.cdisc.org","Code","C62122","Code_347","ea66c97e-fc3f-4bfc-8207-13aa73b28682"
"2023-12-15","Standing","http://www.cdisc.org","Code","C62166","Code_348","2f310728-166f-444b-9eb9-33722e511626"
"2023-12-15","Supine Position","http://www.cdisc.org","Code","C62167","Code_349","0c45f473-6c30-4ea3-8547-dbb27c1e1d0b"
"2023-12-15","Body Position","http://www.cdisc.org","Code","C62164","Code_350","ca682043-32a2-4961-a5a2-516694e9190c"
"2023-12-15","Brachial Artery","http://www.cdisc.org","Code","C12681","Code_351","a6f1cede-2b88-4e35-8e4e-d6724e907013"
"2023-12-15","Common Carotid Artery","http://www.cdisc.org","Code","C12687","Code_352","cae4d163-a69a-4e96-b7c9-a63cee60169f"
"2023-12-15","Dorsalis Pedis Artery","http://www.cdisc.org","Code","C32478","Code_353","f5d5070c-8810-4f4a-a379-769d9cd9a2bf"
"2023-12-15","Femoral Artery","http://www.cdisc.org","Code","C12715","Code_354","49b14947-0c92-4166-b88d-32a0387c8b9b"
"2023-12-15","Radial Artery","http://www.cdisc.org","Code","C12838","Code_355","4495cc8b-9daa-4a76-acdb-63c5c5465e0c"
"2023-12-15","Anatomic Site","http://www.cdisc.org","Code","C13717","Code_356","cdde7604-d229-454e-a7b9-8de25869b75d"
"2023-12-15","Left","http://www.cdisc.org","Code","C25229","Code_357","a9129c41-db62-4751-8a1a-56f6702624ba"
"2023-12-15","Right","http://www.cdisc.org","Code","C25228","Code_358","91edcfc0-fdb0-47cc-95e7-5f4c1a8a816c"
"2023-12-15","Laterality","http://www.cdisc.org","Code","C25185","Code_359","8d6499af-423a-426f-9643-3ef91b6667b7"
"2023-12-15","DIABP","http://www.cdisc.org","Code","C25299","Code_360","5901cba2-ba5c-4526-85d5-114dace9b2d3"
"2023-12-15","HR","http://www.cdisc.org","Code","C49677","Code_361","09c481ba-156f-4d4d-8165-dbda83eac553"
"2023-12-15","Clinical Test Result","http://www.cdisc.org","Code","C77140","Code_362","d1ea4569-2f43-4369-9386-6a24cb573a58"
"2023-12-15","Count per Minute","http://www.cdisc.org","Code","C73688","Code_363","a609e242-686b-4453-a2ea-98b3f0a32bdd"
"2023-12-15","Sitting","http://www.cdisc.org","Code","C62122","Code_364","0f17e523-583c-44a2-b62a-795fff893d1a"
"2023-12-15","Standing","http://www.cdisc.org","Code","C62166","Code_365","6828d2f6-494a-4a5f-aebd-f21a5e58e99b"
"2023-12-15","Supine Position","http://www.cdisc.org","Code","C62167","Code_366","92ce63f5-6991-4ef2-a5ee-a7d67db2dd4e"
"2023-12-15","Body Position","http://www.cdisc.org","Code","C62164","Code_367","386e17b1-d2b8-4a2e-9e36-4f837a4a1205"
"2023-12-15","Brachial Artery","http://www.cdisc.org","Code","C12681","Code_368","3313415e-73ee-4aee-8636-b23cb375fd5f"
"2023-12-15","Common Carotid Artery","http://www.cdisc.org","Code","C12687","Code_369","d5069f80-2850-4c4f-8f41-44071f51d24a"
"2023-12-15","Dorsalis Pedis Artery","http://www.cdisc.org","Code","C32478","Code_370","2bee744d-6313-46e9-8b0f-659acecdef3c"
"2023-12-15","Femoral Artery","http://www.cdisc.org","Code","C12715","Code_371","9f2663c7-3594-4baa-8749-c7478d6d6ad0"
"2023-12-15","Radial Artery","http://www.cdisc.org","Code","C12838","Code_372","d0034fc1-3927-4b95-902a-b4eb24d5ede4"
"2023-12-15","Anatomic Site","http://www.cdisc.org","Code","C13717","Code_373","531ed02a-e4f1-4630-ba26-b17b0a056f7a"
"2023-12-15","Left","http://www.cdisc.org","Code","C25229","Code_374","21dbc274-4374-4dc0-93e3-afd1a37e80e5"
"2023-12-15","Right","http://www.cdisc.org","Code","C25228","Code_375","1decf45b-d991-4911-b57f-247e68f38569"
"2023-12-15","Laterality","http://www.cdisc.org","Code","C25185","Code_376","4c4a7489-2e27-4b38-b01f-f63f6c8f5fd9"
"2023-12-15","HR","http://www.cdisc.org","Code","C49677","Code_377","90160bd8-cce6-4141-a22e-5dd680b24f0a"
"2023-12-15","SYSBP","http://www.cdisc.org","Code","C25298","Code_378","0298a95a-42d7-4bf5-8c9a-433df9efba50"
"2023-12-15","Clinical Test Result","http://www.cdisc.org","Code","C77140","Code_379","b2f1cf7b-cf90-4ec3-b1cf-094fc0ae285b"
"2023-12-15","Unit of Pressure","http://www.cdisc.org","Code","C49669","Code_380","7bab53f8-462d-4ff8-b41d-b8addf087cf1"
"2023-12-15","Sitting","http://www.cdisc.org","Code","C62122","Code_381","3defbc36-1be9-43a8-b1a6-d11282843f10"
