"id","uuid:ID","instanceType","codeSystem","codeSystemVersion","decode","code"
"Code_173","fcd83b91-661d-4003-be4e-d8a46ecbc3c3","Code","http://www.cdisc.org","2023-12-15","No","C49487"
"Code_174","3a7bea98-819d-438e-851a-603d0d109b7a","Code","http://www.cdisc.org","2023-12-15","Yes","C49488"
"Code_175","a141d576-05fb-4039-86b1-7ef1053f6a2b","Code","http://www.cdisc.org","2023-12-15","Adverse Event associated with Hospitalization","C83052"
"Code_176","63c1dbe8-33fc-4eb0-a303-90e808bc1ae7","Code","http://www.cdisc.org","2023-12-15","No","C49487"
"Code_177","b7725dab-85d7-4fe5-9bf5-233b74998a1f","Code","http://www.cdisc.org","2023-12-15","Yes","C49488"
"Code_178","807e135f-a6be-41c5-8980-88d5ad9ba58b","Code","http://www.cdisc.org","2023-12-15","Life Threatening Adverse Event","C84266"
"Code_179","a019503a-a018-4269-8e5b-4e4a9b053d6b","Code","http://www.cdisc.org","2023-12-15","No","C49487"
"Code_180","d04e80bc-bc07-4002-855c-31d8d6036d77","Code","http://www.cdisc.org","2023-12-15","Yes","C49488"
"Code_181","7c834c96-c065-4afc-9632-d1a9ec3220e1","Code","http://www.cdisc.org","2023-12-15","Adverse Event Occurred with Overdose","C83214"
"Code_182","da6314a0-8740-4018-915c-dbbdd0fe2a5a","Code","http://www.cdisc.org","2023-12-15","No","C49487"
"Code_183","2bf59196-a45d-4503-8c31-30e594a95c1d","Code","http://www.cdisc.org","2023-12-15","Yes","C49488"
"Code_184","f377e66b-0924-4ba4-89c9-5ae5357b19f8","Code","http://www.cdisc.org","2023-12-15","Adverse Event Associated with Serious Medical Event","C83053"
"Code_185","964f1dd3-a120-4f24-a360-35dba7d13d57","Code","http://www.cdisc.org","2023-12-15","No","C49487"
"Code_186","0d3d0217-ec5f-4473-9290-4c5bc25ee8b3","Code","http://www.cdisc.org","2023-12-15","Yes","C49488"
"Code_187","0eba472d-f3b7-4814-9549-2dfc62a1c5ff","Code","http://www.cdisc.org","2023-12-15","Adverse Event Concomitant Treatment","C83199"
"Code_188","ae3b7650-be44-4415-9e6e-e30e0ae77ccd","Code","http://www.cdisc.org","2023-12-15","Adverse Event Start Date Time","C83215"
"Code_189","087a34e7-685a-43b6-8f42-7411bff7ca7a","Code","http://www.cdisc.org","2023-12-15","Adverse Event End Date Time","C83201"
"Code_190","697121a2-c125-4479-8d97-80d107b4b881","Code","http://www.cdisc.org","2023-12-15","Solicited Adverse Event","C179175"
"Code_191","f14b2939-0f2a-45a0-a215-60977aaf4228","Code","http://www.cdisc.org","2023-12-15","SYSBP","C25298"
"Code_192","c43f6502-62a8-46ce-bef5-e3fa82ea3249","Code","http://www.cdisc.org","2023-12-15","Clinical Test Result","C77140"
"Code_193","b7d55eea-fefe-40ab-8e89-4b87fc215526","Code","http://www.cdisc.org","2023-12-15","Unit of Pressure","C49669"
"Code_194","efa994ab-6b7f-424f-a75c-f27ea7f2592d","Code","http://www.cdisc.org","2023-12-15","Sitting","C62122"
"Code_195","808a1ccd-b159-49d0-b78b-8ee7e2e4bb52","Code","http://www.cdisc.org","2023-12-15","Standing","C62166"
"Code_196","5f3eb336-7615-4bfb-9388-2c51a65a68ca","Code","http://www.cdisc.org","2023-12-15","Supine Position","C62167"
"Code_197","b6a0127e-cf95-4196-b655-882846bb8e25","Code","http://www.cdisc.org","2023-12-15","Body Position","C62164"
"Code_198","25e2f36b-cb03-4698-b4a1-609ef2cc5d81","Code","http://www.cdisc.org","2023-12-15","Brachial Artery","C12681"
"Code_199","501af731-097a-4f7d-b8ad-fee6a01a82c6","Code","http://www.cdisc.org","2023-12-15","Common Carotid Artery","C12687"
"Code_200","6f95c374-c7f5-4d9b-b1d8-adaebd9d8a9c","Code","http://www.cdisc.org","2023-12-15","Dorsalis Pedis Artery","C32478"
"Code_201","f43c0202-a5ac-4376-835a-c81d36739d96","Code","http://www.cdisc.org","2023-12-15","Femoral Artery","C12715"
"Code_202","d0b77532-a618-443e-970d-36db64834ed4","Code","http://www.cdisc.org","2023-12-15","Radial Artery","C12838"
"Code_203","57bab47e-0134-4fd9-bd1b-1fb2b152a182","Code","http://www.cdisc.org","2023-12-15","Anatomic Site","C13717"
"Code_204","7a1744ff-c855-44de-bc5b-f19b4a211892","Code","http://www.cdisc.org","2023-12-15","Left","C25229"
"Code_205","6542addd-db5a-40ab-9d3e-fc5fea4cfc4b","Code","http://www.cdisc.org","2023-12-15","Right","C25228"
"Code_206","5d3a0f39-45d4-4bcb-b902-59cbd148e244","Code","http://www.cdisc.org","2023-12-15","Laterality","C25185"
"Code_207","d119c1e8-22c0-4a17-907a-0ca656f1aed7","Code","http://www.cdisc.org","2023-12-15","SYSBP","C25298"
"Code_208","99bcfe7b-c197-4838-b55b-030793606d29","Code","http://www.cdisc.org","2023-12-15","DIABP","C25299"
"Code_209","4cc04b87-0836-4973-a77a-fd211ec05714","Code","http://www.cdisc.org","2023-12-15","Clinical Test Result","C77140"
"Code_210","a98f4516-a7d3-41be-b6d4-921bccfa6451","Code","http://www.cdisc.org","2023-12-15","Unit of Pressure","C49669"
"Code_211","189b4977-f72a-4f03-83be-c9b10ffb8198","Code","http://www.cdisc.org","2023-12-15","Sitting","C62122"
"Code_212","dac4c626-addd-452d-b068-6c010d61789b","Code","http://www.cdisc.org","2023-12-15","Standing","C62166"
"Code_213","428678c3-24c6-447c-b4d6-7fe45c5ec5a5","Code","http://www.cdisc.org","2023-12-15","Supine Position","C62167"
"Code_214","0a03b15e-26cf-4c1f-b131-72383a3db279","Code","http://www.cdisc.org","2023-12-15","Body Position","C62164"
"Code_215","b019f646-fe20-404e-994c-849897dd942a","Code","http://www.cdisc.org","2023-12-15","Brachial Artery","C12681"
"Code_216","0acc3684-c768-4ecb-88ae-e90b19f80707","Code","http://www.cdisc.org","2023-12-15","Common Carotid Artery","C12687"
"Code_217","35fca28e-cbaa-4ba5-ab58-2ae2d22dd80d","Code","http://www.cdisc.org","2023-12-15","Dorsalis Pedis Artery","C32478"
"Code_218","dfa56b55-fa48-4d7a-b9cc-0638b890d720","Code","http://www.cdisc.org","2023-12-15","Femoral Artery","C12715"
"Code_219","a608287e-69de-4884-a0fd-87d55c54e5d9","Code","http://www.cdisc.org","2023-12-15","Radial Artery","C12838"
"Code_220","e2bb82e7-bea7-45ef-8211-4d3d402ed0ce","Code","http://www.cdisc.org","2023-12-15","Anatomic Site","C13717"
"Code_221","333feb61-262b-43b7-ab0c-07fac9b1abd6","Code","http://www.cdisc.org","2023-12-15","Left","C25229"
"Code_222","55030231-c5dc-4609-979f-f3c59eb4d1a5","Code","http://www.cdisc.org","2023-12-15","Right","C25228"
"Code_223","185e5782-409f-4a5e-b217-da73f2fa471e","Code","http://www.cdisc.org","2023-12-15","Laterality","C25185"
"Code_224","4e6efaab-426f-49d8-89d0-7dcf75ade8c5","Code","http://www.cdisc.org","2023-12-15","DIABP","C25299"
"Code_225","952cf16a-a544-4393-bd15-9ff2a198f952","Code","http://www.cdisc.org","2023-12-15","TEMP","C174446"
"Code_226","3c3d692b-e372-4950-8ab2-e5cd5d6c5db5","Code","http://www.cdisc.org","2023-12-15","Clinical Test Result","C77140"
"Code_227","6daa8af2-e1bd-4760-9b4b-464459227f55","Code","http://www.cdisc.org","2023-12-15","Degree Celsius","C42559"
"Code_228","13fbade2-5a62-466e-abaf-0f8dd930cc4f","Code","http://www.cdisc.org","2023-12-15","Degree Fahrenheit","C44277"
"Code_229","7971478a-48f2-46d0-b8d0-188473b41061","Code","http://www.cdisc.org","2023-12-15","Kelvin","C42537"
"Code_230","5152e1d0-aa46-4996-91f9-617bbc5f653e","Code","http://www.cdisc.org","2023-12-15","Unit of Temperature","C44276"
"Code_231","73baf6bf-d588-402b-a293-273b576f2c31","Code","http://www.cdisc.org","2023-12-15","Axilla","C12674"
"Code_232","e825aec9-5914-4791-a632-6137b3b21125","Code","http://www.cdisc.org","2023-12-15","Ear","C12394"
"Code_233","3601c995-b0b6-45f1-92a6-02d8f933a0f9","Code","http://www.cdisc.org","2023-12-15","Forehead","C89803"
"Code_234","a17f20d2-8e19-41fc-81b0-257a37e36901","Code","http://www.cdisc.org","2023-12-15","Oral Cavity","C12421"
"Code_235","c17d2517-a290-4e80-8b5b-338b7d506de2","Code","http://www.cdisc.org","2023-12-15","Rectum","C12390"
"Code_236","bbc045b3-1e13-4080-bdb3-0764b5abbe4d","Code","http://www.cdisc.org","2023-12-15","Anatomic Site","C13717"
"Code_237","61d32f8d-0068-4427-8b60-a385b7bbad83","Code","http://www.cdisc.org","2023-12-15","TEMP","C174446"
"Code_238","ff54bfb4-66d1-4f84-9b66-3b15439a6cbb","Code","http://www.cdisc.org","2023-12-15","WEIGHT","C25208"
"Code_239","e1e67a0b-3f80-4d6f-b19e-30eb1dac09f3","Code","http://www.cdisc.org","2023-12-15","Clinical Test Result","C77140"
"Code_240","daff889e-9a3f-4b38-8d24-fbfab7a3efa0","Code","http://www.cdisc.org","2023-12-15","Pound","C48531"
"Code_241","de40c371-29f4-4b60-8de5-8a132eef1920","Code","http://www.cdisc.org","2023-12-15","Gram","C48155"
"Code_242","1d23c538-909b-4db6-8b88-b3483ba9f710","Code","http://www.cdisc.org","2023-12-15","Kilogram","C28252"
"Code_243","02ad1438-f9a7-4b8f-a4e1-6d4637604e50","Code","http://www.cdisc.org","2023-12-15","Unit of Weight","C48208"
"Code_244","712acd68-374e-453c-ba0d-4bf23dfd2d62","Code","http://www.cdisc.org","2023-12-15","WEIGHT","C25208"
"Code_245","d4088c7f-a7b7-4a26-a58b-14f5e56bd68d","Code","http://www.cdisc.org","2023-12-15","HEIGHT","C25347"
"Code_246","4071ba03-3010-4d35-8721-18cb6bd3ac70","Code","http://www.cdisc.org","2023-12-15","Clinical Test Result","C77140"
"Code_247","aa5ed286-b5a5-4ba8-b2c1-8ef2e6c00469","Code","http://www.cdisc.org","2023-12-15","Centimeter","C49668"
"Code_248","94e54a47-b287-4459-8fb2-4f01324fceb1","Code","http://www.cdisc.org","2023-12-15","Inch","C48500"
"Code_249","376e1378-b7b4-4765-8232-7747415dcfa6","Code","http://www.cdisc.org","2023-12-15","Meter","C41139"
"Code_250","23023db2-a4ed-43d6-b066-ca377cab52ce","Code","http://www.cdisc.org","2023-12-15","Unit of Height","C168688"
"Code_251","915cf185-5d49-4975-b7e6-9fa23128b413","Code","http://www.cdisc.org","2023-12-15","HEIGHT","C25347"
"Code_252","774d2696-867e-4536-be0e-5488ddd1b80c","Code","http://www.cdisc.org","2023-12-15","ALT","C64433"
"Code_253","d86cc682-b790-430e-baab-942d0ad8822b","Code","http://www.cdisc.org","2023-12-15","Laboratory Test Result","C36292"
"Code_254","8f360d37-5f68-46ed-85f3-d00dfe2d7acc","Code","http://www.cdisc.org","2023-12-15","Unit per Liter","C67456"
"Code_255","0a7f19d4-caec-4580-8f58-b60853a901fd","Code","http://www.cdisc.org","2023-12-15","Microkatal per Liter","C67397"
"Code_256","95930989-b6db-4be2-a859-2847ca06d171","Code","http://www.cdisc.org","2023-12-15","International Unit per Liter","C67376"
"Code_257","c4c50f70-6ea6-4d57-b38c-a054a1f18c98","Code","http://www.cdisc.org","2023-12-15","Nanokatal per Liter","C70510"
"Code_258","fbdb6d9a-e85a-4077-89eb-b7ac16fc140b","Code","http://www.cdisc.org","2023-12-15","Unit of Catalytic Activity Concentration","C67365"
"Code_259","10fd41dc-e5d1-4b83-981f-37eb7be72842","Code","http://www.cdisc.org","2023-12-15","Biospecimen Type","C70713"
"Code_260","2290d051-57b2-4bf0-8865-e4ae47c8223f","Code","http://www.cdisc.org","2023-12-15","No","C49487"
"Code_261","3f5bfa18-920f-482d-9a24-418a30ff9153","Code","http://www.cdisc.org","2023-12-15","Yes","C49488"
"Code_262","001e7550-acfd-45e6-88e8-02b3d23fea25","Code","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","C83309"
"Code_263","c5c52b03-89e0-493f-86d8-2278b9909e42","Code","http://www.cdisc.org","2023-12-15","ALT","C64433"
"Code_264","7f7f20df-cfa6-4d16-9909-73083c3ccd0e","Code","http://www.cdisc.org","2023-12-15","ALB","C64431"
"Code_265","e7aa8e63-719b-4aa0-9b42-9e33bae04eba","Code","http://www.cdisc.org","2023-12-15","Laboratory Test Result","C36292"
"Code_266","41591c52-753f-4192-bcad-b56f059f5aaa","Code","http://www.cdisc.org","2023-12-15","Biospecimen Type","C70713"
"Code_267","6258712f-2ec8-4ef3-b977-71a2058a91d7","Code","http://www.cdisc.org","2023-12-15","No","C49487"
"Code_268","55856a73-6d8e-475a-af5a-155871748852","Code","http://www.cdisc.org","2023-12-15","Yes","C49488"
"Code_269","b47fe0a7-b2fe-4f78-863b-a9e8a8019f30","Code","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","C83309"
"Code_270","cf7690a0-4e22-475e-b5b1-5d6b7662d2d1","Code","http://www.cdisc.org","2023-12-15","ALB","C64431"
"Code_271","b1cf3039-33f3-407a-b3f3-f35f0d50e64d","Code","http://www.cdisc.org","2023-12-15","ALP","C64432"
"Code_272","e8bc9a2c-91d8-4d25-a9b1-2a476034bf8c","Code","http://www.cdisc.org","2023-12-15","Laboratory Test Result","C36292"
"Code_273","f0e2c7f9-6df8-43d7-824f-bcce1204a37c","Code","http://www.cdisc.org","2023-12-15","Unit per Liter","C67456"
"Code_274","bf8fcba1-e76f-46ab-9bbb-0a22d49ce13d","Code","http://www.cdisc.org","2023-12-15","Microkatal per Liter","C67397"
"Code_275","d46e8278-7707-434d-b797-520ee18d6a9a","Code","http://www.cdisc.org","2023-12-15","International Unit per Liter","C67376"
"Code_276","9d159590-5624-402d-be1f-5c15f9b865c1","Code","http://www.cdisc.org","2023-12-15","Unit of Catalytic Activity Concentration","C67365"
"Code_277","6ca040c9-8753-4996-b158-c8ed48a5dc77","Code","http://www.cdisc.org","2023-12-15","Biospecimen Type","C70713"
"Code_278","c0b60f38-d89b-4200-bc0f-05f784a90636","Code","http://www.cdisc.org","2023-12-15","No","C49487"
"Code_279","d5cd8e5a-e410-4c3e-adc2-19a9beef78e7","Code","http://www.cdisc.org","2023-12-15","Yes","C49488"
"Code_280","f708cfce-4510-450d-851c-e47b9ef061f0","Code","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","C83309"
"Code_281","05fa3a62-018d-4872-94f9-f4518745708c","Code","http://www.cdisc.org","2023-12-15","ALP","C64432"
"Code_282","b7daa411-494e-481d-9c49-8bd137821a58","Code","http://www.cdisc.org","2023-12-15","AST","C64467"
"Code_283","0b75555e-6d0f-4f7e-b050-7fa76e56e005","Code","http://www.cdisc.org","2023-12-15","Laboratory Test Result","C36292"
"Code_284","e3275b92-5215-4117-b5f7-1df1c24b48eb","Code","http://www.cdisc.org","2023-12-15","Unit per Liter","C67456"
"Code_285","8f4ade1d-d4a0-439e-b319-52a4e660a3c0","Code","http://www.cdisc.org","2023-12-15","Microkatal per Liter","C67397"
"Code_286","201c17be-6ae6-4a19-9803-dff81f49b9fd","Code","http://www.cdisc.org","2023-12-15","International Unit per Liter","C67376"
"Code_287","6dc293ad-5933-4a96-9d31-54b4bd5d8ba7","Code","http://www.cdisc.org","2023-12-15","Unit of Catalytic Activity Concentration","C67365"
"Code_288","23b3343a-e031-4c0c-8037-6f05e12b13bd","Code","http://www.cdisc.org","2023-12-15","Biospecimen Type","C70713"
"Code_289","a874e2c6-42c8-45f3-bfeb-84befef456f3","Code","http://www.cdisc.org","2023-12-15","No","C49487"
"Code_290","ec192b59-b2ea-48d9-bbf5-481841214acb","Code","http://www.cdisc.org","2023-12-15","Yes","C49488"
"Code_291","f7170d6a-e2f7-4091-b532-6597e3cd63b9","Code","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","C83309"
"Code_292","cc4e6060-ccc6-49b2-b141-e842448cede1","Code","http://www.cdisc.org","2023-12-15","AST","C64467"
"Code_293","8bfad3e7-8514-4996-b417-1f77ff8bf537","Code","http://www.cdisc.org","2023-12-15","CREAT","C64547"
"Code_294","179a6c2f-831a-43fb-9514-fbb7ca72b9bd","Code","http://www.cdisc.org","2023-12-15","Laboratory Test Result","C36292"
"Code_295","85bfadee-bb6d-44b2-bf65-af6c08f0889f","Code","http://www.cdisc.org","2023-12-15","Milligram per Deciliter","C67015"
"Code_296","945b6e6e-2cea-4bc4-8a28-7622a55fccf4","Code","http://www.cdisc.org","2023-12-15","Microgram per Milliliter","C64572"
"Code_297","a4fd801e-a784-4ba1-847e-354519dcee61","Code","http://www.cdisc.org","2023-12-15","Millimole per Liter","C64387"
"Code_298","5ea6eb8c-dda1-4ab7-bfdd-c64f7ddada3a","Code","http://www.cdisc.org","2023-12-15","Micromole per Liter","C48508"
"Code_299","5e288ca6-ff80-4bc6-a4e1-ff8e664252bc","Code","http://www.cdisc.org","2023-12-15","Unit of Concentration","C48207"
"Code_300","b486f443-018b-4da5-af05-cca8770423ab","Code","http://www.cdisc.org","2023-12-15","Biospecimen Type","C70713"
"Code_301","31cc2ef3-f35e-4eaf-bfa5-c8cf1e698bea","Code","http://www.cdisc.org","2023-12-15","No","C49487"
"Code_302","76727523-9d7e-4728-9eb8-20484c8ab709","Code","http://www.cdisc.org","2023-12-15","Yes","C49488"
"Code_303","609eb65f-5a27-4df7-8b02-4ab142e50956","Code","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","C83309"
"Code_304","42c29279-fa56-401e-893a-c6146d802f3d","Code","http://www.cdisc.org","2023-12-15","CREAT","C64547"
"Code_305","6ba80a74-08af-46e8-9aff-e0f508d1c418","Code","http://www.cdisc.org","2023-12-15","K","C64853"
"Code_306","685ead54-ccf6-46e4-8f83-22c5a3fc0047","Code","http://www.cdisc.org","2023-12-15","Laboratory Test Result","C36292"
"Code_307","6155a57e-a099-4691-a06c-da116318120c","Code","http://www.cdisc.org","2023-12-15","Milliequivalent per Liter","C67474"
"Code_308","66bcd4b5-f1a9-4cb9-a61e-ae47ac0e0ef7","Code","http://www.cdisc.org","2023-12-15","Milliequivalent per Deciliter","C67473"
"Code_309","52b9f8c9-38bc-4700-a269-e6d3968d190f","Code","http://www.cdisc.org","2023-12-15","Millimole per Liter","C64387"
"Code_310","40a8b96d-c8a1-491e-85fd-fc2e6bb250a7","Code","http://www.cdisc.org","2023-12-15","Molarity Unit","C64567"
"Code_311","25a7d978-367c-4f7e-a99e-4363bd28f7a6","Code","http://www.cdisc.org","2023-12-15","Biospecimen Type","C70713"
"Code_312","b9295af3-9665-46bf-9f92-7f9796018bf1","Code","http://www.cdisc.org","2023-12-15","No","C49487"
"Code_313","11ca6f54-c5cd-4af1-90a9-32fdfe4492ba","Code","http://www.cdisc.org","2023-12-15","Yes","C49488"
"Code_314","db72720d-b571-4f4a-bba4-d551c6671efa","Code","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","C83309"
"Code_315","01ab91da-af6e-4be2-800d-105d66c5385d","Code","http://www.cdisc.org","2023-12-15","K","C64853"
"Code_316","1bb3c947-964b-4739-b05d-99ec25698c5a","Code","http://www.cdisc.org","2023-12-15","SODIUM","C64809"
"Code_317","ad6bff33-2319-412e-ab46-2642023b543f","Code","http://www.cdisc.org","2023-12-15","Laboratory Test Result","C36292"
"Code_318","3ec7f253-3518-4c1d-b431-03c1520a116e","Code","http://www.cdisc.org","2023-12-15","Milliequivalent per Liter","C67474"
"Code_319","c2890020-10d0-4c59-8988-971db6b8fae6","Code","http://www.cdisc.org","2023-12-15","Milliequivalent per Deciliter","C67473"
"Code_320","0dcfa075-f02f-4b41-ae0d-0f3889d91601","Code","http://www.cdisc.org","2023-12-15","Millimole per Liter","C64387"
"Code_321","3b6d595d-8832-4944-89c7-e21b237e4604","Code","http://www.cdisc.org","2023-12-15","Molarity Unit","C64567"
"Code_322","d0b93700-ef79-45c3-a518-ae15f850b1b5","Code","http://www.cdisc.org","2023-12-15","Biospecimen Type","C70713"
"Code_323","4ca9449f-fb28-4370-854f-13018da5f239","Code","http://www.cdisc.org","2023-12-15","No","C49487"
"Code_324","85aa34f2-8f29-4fe4-bc77-1085fb725c7b","Code","http://www.cdisc.org","2023-12-15","Yes","C49488"
"Code_325","d1a535eb-b2d8-43f0-a293-5beba0a0fcd7","Code","http://www.cdisc.org","2023-12-15","Laboratory Test Fasting Status","C83309"
"Code_326","68d71288-26f5-4058-85a7-3dab2841cf61","Code","http://www.cdisc.org","2023-12-15","SODIUM","C64809"
"Code_327","a98d2815-6cdc-46fe-9b0f-e0e250fc0681","Code","http://www.cdisc.org","2023-12-15","SYSBP","C25298"
"Code_328","b20a44ed-051d-460b-8ee4-e5b5f33384fc","Code","http://www.cdisc.org","2023-12-15","Clinical Test Result","C77140"
"Code_329","a25fe5ff-e9c9-4c12-bae5-4141ced3a01f","Code","http://www.cdisc.org","2023-12-15","Unit of Pressure","C49669"
"Code_330","2fbd3014-065f-42b9-a65c-a78d793e991f","Code","http://www.cdisc.org","2023-12-15","Sitting","C62122"
"Code_331","0aaddc42-f37a-4804-9ad4-654b6f255dd7","Code","http://www.cdisc.org","2023-12-15","Standing","C62166"
"Code_332","78ee5461-6818-4a87-8180-6bd49e1db408","Code","http://www.cdisc.org","2023-12-15","Supine Position","C62167"
"Code_333","877e88c0-2971-4e98-ae10-cceebcdd8f5b","Code","http://www.cdisc.org","2023-12-15","Body Position","C62164"
"Code_334","f4f9d97d-261d-4237-9e92-8681fdeac0ce","Code","http://www.cdisc.org","2023-12-15","Brachial Artery","C12681"
"Code_335","1ac51dca-a75f-40a1-bdcb-2466d86520b4","Code","http://www.cdisc.org","2023-12-15","Common Carotid Artery","C12687"
"Code_336","e9cffe36-bf58-4858-a548-74bea543cb99","Code","http://www.cdisc.org","2023-12-15","Dorsalis Pedis Artery","C32478"
"Code_337","0ae7289a-561a-49be-b4ba-f53b85ed6609","Code","http://www.cdisc.org","2023-12-15","Femoral Artery","C12715"
"Code_338","1b94cf7b-e25e-4bc7-8d72-fb094326628c","Code","http://www.cdisc.org","2023-12-15","Radial Artery","C12838"
"Code_339","7f792670-18d7-4fa2-9fa9-2cace24d6810","Code","http://www.cdisc.org","2023-12-15","Anatomic Site","C13717"
"Code_340","b76f51ff-adf6-40cb-b383-ec7777e96107","Code","http://www.cdisc.org","2023-12-15","Left","C25229"
"Code_341","4c0c8c7c-70ab-4f36-a949-c024f42b89c0","Code","http://www.cdisc.org","2023-12-15","Right","C25228"
"Code_342","08b75667-4f14-497f-bd08-b5a2d8b20eb7","Code","http://www.cdisc.org","2023-12-15","Laterality","C25185"
"Code_343","c899cfaa-e29c-480c-9009-107779cdac30","Code","http://www.cdisc.org","2023-12-15","SYSBP","C25298"
"Code_344","6da68312-0c44-489f-983b-9292d9acc6db","Code","http://www.cdisc.org","2023-12-15","DIABP","C25299"
"Code_345","8c4e6043-b987-4493-8cc7-d24d465a99ee","Code","http://www.cdisc.org","2023-12-15","Clinical Test Result","C77140"
"Code_346","5eaec027-9b6c-4afb-b0fd-32067b27b538","Code","http://www.cdisc.org","2023-12-15","Unit of Pressure","C49669"
"Code_347","abe1cba0-e7ba-45bf-8e48-cbc5d142d94b","Code","http://www.cdisc.org","2023-12-15","Sitting","C62122"
"Code_348","8bf603a1-d4bd-4427-a5b8-ffc56b54c77b","Code","http://www.cdisc.org","2023-12-15","Standing","C62166"
"Code_349","c1a46e29-f83a-45ad-8f61-463e70e6aa1f","Code","http://www.cdisc.org","2023-12-15","Supine Position","C62167"
"Code_350","fb2424e0-2af0-4f1c-b786-ac6e1c9818d8","Code","http://www.cdisc.org","2023-12-15","Body Position","C62164"
"Code_351","71dd0228-90e1-4d9a-9d0d-af3d5ca28fcd","Code","http://www.cdisc.org","2023-12-15","Brachial Artery","C12681"
"Code_352","7d433c38-5b01-482b-b3ae-a6b2815481c8","Code","http://www.cdisc.org","2023-12-15","Common Carotid Artery","C12687"
"Code_353","157ee586-787c-4cc0-ad48-770a3941b107","Code","http://www.cdisc.org","2023-12-15","Dorsalis Pedis Artery","C32478"
"Code_354","221634da-81fe-4bf4-9309-db555956afce","Code","http://www.cdisc.org","2023-12-15","Femoral Artery","C12715"
"Code_355","9498d89f-1e9d-4ccc-b01c-d7a542fecc1b","Code","http://www.cdisc.org","2023-12-15","Radial Artery","C12838"
"Code_356","510d6207-b1c4-45c9-a429-5d223269f3a2","Code","http://www.cdisc.org","2023-12-15","Anatomic Site","C13717"
"Code_357","892fecca-2a29-4dbf-848a-fb8c21ed9b2d","Code","http://www.cdisc.org","2023-12-15","Left","C25229"
"Code_358","53260912-badc-4c87-a795-1b81aabe8068","Code","http://www.cdisc.org","2023-12-15","Right","C25228"
"Code_359","a99e9ba4-16c2-43de-93f5-366c8165891a","Code","http://www.cdisc.org","2023-12-15","Laterality","C25185"
"Code_360","00fa319a-930e-4bc2-b7da-e81c2e15b866","Code","http://www.cdisc.org","2023-12-15","DIABP","C25299"
"Code_361","ad40116a-8e43-4383-83af-5d9bc8f3f737","Code","http://www.cdisc.org","2023-12-15","HR","C49677"
"Code_362","637d0d04-b44b-4caf-bf8f-910852336a58","Code","http://www.cdisc.org","2023-12-15","Clinical Test Result","C77140"
"Code_363","0f3e7e49-dfb1-4df3-92ac-8c78f6ee25b1","Code","http://www.cdisc.org","2023-12-15","Count per Minute","C73688"
"Code_364","55025e25-73d5-4c57-935c-055524d212fe","Code","http://www.cdisc.org","2023-12-15","Sitting","C62122"
"Code_365","536d51cb-d35f-4c63-9782-d6bc0a3f878a","Code","http://www.cdisc.org","2023-12-15","Standing","C62166"
"Code_366","5d3f795f-f838-4ada-b271-d5b2da5b6934","Code","http://www.cdisc.org","2023-12-15","Supine Position","C62167"
"Code_367","9e0a87ff-69de-44e0-aef6-44e8b38880eb","Code","http://www.cdisc.org","2023-12-15","Body Position","C62164"
"Code_368","67eae92c-d651-4c3d-b047-9ade38101cc8","Code","http://www.cdisc.org","2023-12-15","Brachial Artery","C12681"
"Code_369","4cf8f52d-087b-4297-9f75-8a0085c16701","Code","http://www.cdisc.org","2023-12-15","Common Carotid Artery","C12687"
"Code_370","4edd9f7a-ae8f-4a7d-acda-176e5ef426b6","Code","http://www.cdisc.org","2023-12-15","Dorsalis Pedis Artery","C32478"
"Code_371","09655699-c592-4c1c-9053-336cd15bba3e","Code","http://www.cdisc.org","2023-12-15","Femoral Artery","C12715"
"Code_372","39790fe5-9b2e-4475-9e91-ca5087a3eb1a","Code","http://www.cdisc.org","2023-12-15","Radial Artery","C12838"
"Code_373","d2026ccb-3afc-4b14-8f14-a5fa4fce7c3c","Code","http://www.cdisc.org","2023-12-15","Anatomic Site","C13717"
"Code_374","e69d6354-a108-405e-beec-55cab2d05cad","Code","http://www.cdisc.org","2023-12-15","Left","C25229"
"Code_375","57954841-d0f4-49c8-86d4-e1c04f051759","Code","http://www.cdisc.org","2023-12-15","Right","C25228"
"Code_376","9e2ca703-6271-4318-af00-3880b47b03b7","Code","http://www.cdisc.org","2023-12-15","Laterality","C25185"
"Code_377","46adde8e-aeed-4e3e-b4b2-a06c6992bb1c","Code","http://www.cdisc.org","2023-12-15","HR","C49677"
"Code_378","0ec1dc98-18a2-4240-89e8-7cf995c622e2","Code","http://www.cdisc.org","2023-12-15","SYSBP","C25298"
"Code_379","92f9ac0e-fb4c-4dd8-bcc7-16e732370b36","Code","http://www.cdisc.org","2023-12-15","Clinical Test Result","C77140"
"Code_380","44ac4fae-5a25-4952-8bc3-78a8fed4a57c","Code","http://www.cdisc.org","2023-12-15","Unit of Pressure","C49669"
"Code_381","67718e95-4617-4bf5-920f-e1a829f58491","Code","http://www.cdisc.org","2023-12-15","Sitting","C62122"
"Code_382","925e4b76-d952-4aed-aaae-f96630c708c4","Code","http://www.cdisc.org","2023-12-15","Standing","C62166"
