"uuid:ID","id","codeSystemVersion","instanceType","code","decode","codeSystem"
"987ee72a-a006-4071-9454-619045909761","Code_236","","Code","C49677","Heart Rate","NCI Thesaurus"
"dc51dfef-97d1-4a57-ae4a-b6e87237bac5","Code_245","","Code","C77140","Clinical Test Result","NCI Thesaurus"
"09cdacf2-13ab-4894-b7f1-c5b3b1d05a41","Code_246","2023-09-29","Code","C42547","Pascal","http://www.cdisc.org"
"d963545d-9160-49b5-9100-54d49f4a0fd7","Code_247","","Code","C49669","Unit of Pressure","NCI Thesaurus"
"92b8b452-96b4-4d02-bc40-603df555c6e0","Code_248","","Code","C13717","Anatomic Site","NCI Thesaurus"
"3a559718-7ea8-4178-aa26-ff9e20cdcabb","Code_249","","Code","C25185","Laterality","NCI Thesaurus"
"356e5644-054b-4815-a8a0-178bd035319c","Code_250","","Code","C82535","Test Method","NCI Thesaurus"
"bdb668c2-0e6e-475c-ac50-94205f1d0ae0","Code_251","","Code","C62164","Body Position","NCI Thesaurus"
"e97cce1c-14a0-448f-a2a7-48b143aa6750","Code_244","","Code","C25298","Systolic Blood Pressure","NCI Thesaurus"
"e7938ded-4a34-4773-815c-1d45411ba1bb","Code_253","","Code","C77140","Clinical Test Result","NCI Thesaurus"
"a7a66e54-3689-4a47-bd7c-afa6e3a93e13","Code_254","2023-09-29","Code","C42547","Pascal","http://www.cdisc.org"
"75e09fa1-e965-40cb-b94f-27cff845bd00","Code_255","","Code","C49669","Unit of Pressure","NCI Thesaurus"
"a7389488-553c-42e7-a30f-8992aded38de","Code_256","","Code","C13717","Anatomic Site","NCI Thesaurus"
"33a3d533-4b4e-4a12-9a7f-80c466adf22d","Code_257","","Code","C25185","Laterality","NCI Thesaurus"
"55d85f54-cffa-4eb3-b2ce-721a48b6f69e","Code_258","","Code","C82535","Test Method","NCI Thesaurus"
"6b6f98ce-0b34-4ced-9c05-e984887f5a09","Code_259","","Code","C62164","Body Position","NCI Thesaurus"
"916decff-6403-4638-b23a-05d7d7d8e613","Code_252","","Code","C25299","Diastolic Blood Pressure","NCI Thesaurus"
"a8bd14c3-ceb6-4c3f-a809-da61a7da6e1f","Code_261","","Code","C77140","Clinical Test Result","NCI Thesaurus"
"ed06a29a-1db7-4892-8084-0d1d768201b4","Code_262","2023-09-29","Code","C49673","Beats per Minute","http://www.cdisc.org"
"7480458c-ee71-4f6d-8d1e-acfff1eaa7fd","Code_263","","Code","C73688","Count per Minute","NCI Thesaurus"
"df7657a7-5fb9-4c47-b12d-ffbaf42de541","Code_264","","Code","C13717","Anatomic Site","NCI Thesaurus"
"0282dc78-8c44-4781-863b-7f313f65936e","Code_265","","Code","C25185","Laterality","NCI Thesaurus"
"6fc414f4-7e77-4b71-a6b5-81ee9b5a2955","Code_266","","Code","C82535","Test Method","NCI Thesaurus"
"52edbd5c-4ad3-44b7-b4f4-387bd760a5bd","Code_267","","Code","C62164","Body Position","NCI Thesaurus"
"76c374e1-d206-472f-8db5-4ceb9ca22edf","Code_260","","Code","C49677","Heart Rate","NCI Thesaurus"
"43a73b7d-61c5-47ce-80a6-89a8de430b74","Code_123","2023-09-29","Code","C174268","Placebo Comparator Arm","http://www.cdisc.org"
"6de9d337-129d-4a35-b1b8-20a9e66c46cf","Code_124","2023-09-29","Code","C188866","Data Generated Within Study","http://www.cdisc.org"
"d2f53bc9-0052-4ca8-b867-1deac55c84a7","Code_125","2023-09-29","Code","C174267","Active Comparator Arm","http://www.cdisc.org"
"ea61002c-331f-43b5-8e07-33265c5bcc05","Code_126","2023-09-29","Code","C188866","Data Generated Within Study","http://www.cdisc.org"
"b9883b9d-f2c4-4680-8e49-47ff63f9a991","Code_127","2023-09-29","Code","C174267","Active Comparator Arm","http://www.cdisc.org"
"8921241f-1f05-461c-891c-26449e5741c2","Code_128","2023-09-29","Code","C188866","Data Generated Within Study","http://www.cdisc.org"
"72423445-755a-4fd2-9ba7-44646032dcb9","Code_136","2023-09-29","Code","C15228","Double Blind Study","http://www.cdisc.org"
"d1f91eb9-1b47-4761-a6a5-7aca24895036","Code_129","2023-09-29","Code","C48262","Trial Screening","http://www.cdisc.org"
"ae764555-62d2-4353-98c8-ceba95f36bd4","Code_130","2023-09-29","Code","C101526","Treatment Epoch","http://www.cdisc.org"
"b42f2d41-c2d2-4e2e-a2a3-15042274fd1b","Code_131","2023-09-29","Code","C101526","Treatment Epoch","http://www.cdisc.org"
"a355994f-83fd-4185-8327-80a2ff10916b","Code_132","2023-09-29","Code","C101526","Treatment Epoch","http://www.cdisc.org"
"a0931241-4891-4ecb-9192-ba09b1cc31ab","Code_133","2023-09-29","Code","C99158","Clinical Study Follow-up","http://www.cdisc.org"
"888e4fc9-8597-4473-9dd3-2fb240de3d1b","Code_327","1","Code","G30.9","Alzheimer's disease; unspecified","ICD-10-CM"
"55b6f3c9-3906-4baf-9320-9495633878df","Code_328","January 31, 2018","Code","26929004","Alzheimer's disease","SNOMED"
"fbf37eb8-6de8-40fa-86da-deb35974ca6e","Code_142","2023-09-29","Code","C70793","Sponsor","http://www.cdisc.org"
"19271136-b072-4e60-bcc3-a7829f0c6ad5","Code_331","2023-09-29","Code","C94496","Primary Endpoint","http://www.cdisc.org"
"fcebc035-947e-47ca-8958-82cc4d76e94e","Code_332","2023-09-29","Code","C94496","Primary Endpoint","http://www.cdisc.org"
"629a62c9-e395-46f4-b501-a90d22301a9f","Code_333","2023-09-29","Code","C94496","Primary Endpoint","http://www.cdisc.org"
"6b6a5d98-d722-43a8-b701-b3f861d8b0bd","Code_334","2023-09-29","Code","C94496","Primary Endpoint","http://www.cdisc.org"
"44208335-af97-4043-8832-cfb67e74c419","Code_335","2023-09-29","Code","C94496","Primary Endpoint","http://www.cdisc.org"
"6a575ef4-c112-44ee-beea-713f29e7e3ec","Code_336","2023-09-29","Code","C139173","Secondary Endpoint","http://www.cdisc.org"
"f3869d05-3349-472b-8503-b65ad0c9a56a","Code_337","2023-09-29","Code","C139173","Secondary Endpoint","http://www.cdisc.org"
"9ded4d04-e2ba-4aa1-8b09-74eef4f0735e","Code_338","2023-09-29","Code","C139173","Secondary Endpoint","http://www.cdisc.org"
"69e1e55a-91f1-4ebe-9b08-323cbab4a14c","Code_339","2023-09-29","Code","C139173","Secondary Endpoint","http://www.cdisc.org"
"5022ec7d-62ef-48c3-a2ae-191a6c169fc5","Code_340","2023-09-29","Code","C139173","Secondary Endpoint","http://www.cdisc.org"
"9e649c0e-5730-411e-957e-c633037cf7ab","Code_341","2023-09-29","Code","C139173","Secondary Endpoint","http://www.cdisc.org"
"16a0e0b7-9d87-4670-9915-9bfb6f86bf4a","Code_342","2023-09-29","Code","C25532","Inclusion Criteria","http://www.cdisc.org"
"ec5c270f-cef6-4a26-8020-36090a0a7547","Code_343","2023-09-29","Code","C25532","Inclusion Criteria","http://www.cdisc.org"
"6312e175-3bf9-4d35-aa60-4328ca0996c7","Code_344","2023-09-29","Code","C25532","Inclusion Criteria","http://www.cdisc.org"
"8c393733-ec0d-4c5b-a09c-7d09c3dc1c94","Code_345","2023-09-29","Code","C25532","Inclusion Criteria","http://www.cdisc.org"
"56793487-001f-4c65-bc2d-e119b7c6f179","Code_346","2023-09-29","Code","C25532","Inclusion Criteria","http://www.cdisc.org"
"03f58674-1c7c-4500-b035-5e54de1f6338","Code_347","2023-09-29","Code","C25532","Inclusion Criteria","http://www.cdisc.org"
"a52e7144-0136-405b-ac04-d8fff6cd453a","Code_348","2023-09-29","Code","C25532","Inclusion Criteria","http://www.cdisc.org"
"2c011bea-d675-4687-bef1-cbe136e9336a","Code_349","2023-09-29","Code","C25532","Inclusion Criteria","http://www.cdisc.org"
"a723b1ae-3766-4ddf-a5a6-75a52c31f1af","Code_350","2023-09-29","Code","C25370","Exclusion Criteria","http://www.cdisc.org"
"e66e694c-ae17-4e50-921b-e6aa1da25633","Code_351","2023-09-29","Code","C25370","Exclusion Criteria","http://www.cdisc.org"
"9196aafd-eb7e-4def-b221-d65e1ac477af","Code_352","2023-09-29","Code","C25370","Exclusion Criteria","http://www.cdisc.org"
"c7bf5e67-5294-413d-921c-2b4581760350","Code_353","2023-09-29","Code","C25370","Exclusion Criteria","http://www.cdisc.org"
"150c44d2-912c-40ef-ad71-5c1a8ede7da8","Code_354","2023-09-29","Code","C25370","Exclusion Criteria","http://www.cdisc.org"
"75916d96-d52e-436f-9d05-f4660dde4094","Code_355","2023-09-29","Code","C25370","Exclusion Criteria","http://www.cdisc.org"
"f60f7294-7eca-4a08-964d-fa54f5199a90","Code_356","2023-09-29","Code","C25370","Exclusion Criteria","http://www.cdisc.org"
"7295ae02-d315-4c09-9846-d0b24e0c796e","Code_357","2023-09-29","Code","C25370","Exclusion Criteria","http://www.cdisc.org"
"839923f8-4cbd-4db2-a2d7-6f0b43b122da","Code_358","2023-09-29","Code","C25370","Exclusion Criteria","http://www.cdisc.org"
"194bccc0-f0f5-4224-8a95-c5bb340a69ad","Code_359","2023-09-29","Code","C25370","Exclusion Criteria","http://www.cdisc.org"
"a7dca2fc-b447-4ee4-8aab-37d7f9b87dc6","Code_360","2023-09-29","Code","C25370","Exclusion Criteria","http://www.cdisc.org"
"a54f2cc7-1e7f-4fd5-ab09-5dca1c5b72b8","Code_361","2023-09-29","Code","C25370","Exclusion Criteria","http://www.cdisc.org"
"73c0fc5b-18c6-49c1-b0fa-e88d3aca5711","Code_362","2023-09-29","Code","C25370","Exclusion Criteria","http://www.cdisc.org"
"05bf42d0-4adc-4b47-950a-b7dcfc7db010","Code_363","2023-09-29","Code","C25370","Exclusion Criteria","http://www.cdisc.org"
"bb0bf7d4-acad-46b3-afe7-3f95bc7a336c","Code_364","2023-09-29","Code","C25370","Exclusion Criteria","http://www.cdisc.org"
"32a02954-de5c-46da-bb3f-c83fa0cc7d81","Code_365","2023-09-29","Code","C25370","Exclusion Criteria","http://www.cdisc.org"
"b9560322-2eba-46cf-b5ff-a3da50cfbc0f","Code_366","2023-09-29","Code","C25370","Exclusion Criteria","http://www.cdisc.org"
"4325a654-5822-4711-9068-70df7cc63fb1","Code_367","2023-09-29","Code","C25370","Exclusion Criteria","http://www.cdisc.org"
"d219285d-4755-4770-8602-40ba3c25536b","Code_368","2023-09-29","Code","C25370","Exclusion Criteria","http://www.cdisc.org"
"fb942488-73c3-4784-bd12-3ddeea4dcb9d","Code_369","2023-09-29","Code","C25370","Exclusion Criteria","http://www.cdisc.org"
"1b6dd84a-0340-427b-af7d-34d4e6c90d62","Code_370","2023-09-29","Code","C25370","Exclusion Criteria","http://www.cdisc.org"
"3f6352f5-b355-422e-b626-4f873c15da4f","Code_371","2023-09-29","Code","C25370","Exclusion Criteria","http://www.cdisc.org"
"0dd18511-3712-4252-ab3a-2f65e19b154b","Code_372","2023-09-29","Code","C25370","Exclusion Criteria","http://www.cdisc.org"
"4aba8985-c8c5-49c3-b952-f31237be7d05","Code_329","2023-09-29","Code","C29848","Year","http://www.cdisc.org"
"f6769a38-411c-4541-bb71-a7010f8441dc","Code_14","2023-09-29","Code","C201357","Before","http://www.cdisc.org"
"5a501674-47fb-4e1c-b361-c20f289738eb","Code_15","2023-09-29","Code","C201355","Start to Start","http://www.cdisc.org"
"0e11554b-3c8b-4fc1-90c6-26b40f4371f2","Code_16","2023-09-29","Code","C201357","Before","http://www.cdisc.org"
"10b55a76-409f-45cb-bb69-de0db218e6ce","Code_17","2023-09-29","Code","C201355","Start to Start","http://www.cdisc.org"
"6054880d-35c6-469a-adf5-532afb528892","Code_19","2023-09-29","Code","C201358","Fixed Reference","http://www.cdisc.org"
"1adc1b03-1dfd-4d15-b7ef-a3c6396ee713","Code_20","2023-09-29","Code","C201355","Start to Start","http://www.cdisc.org"
"61fc06a4-3b3c-4a1d-a4e4-02345a7ce9e8","Code_21","2023-09-29","Code","C201356","After","http://www.cdisc.org"
"5ece051c-4ec6-419f-81d2-85bd740bbfdf","Code_22","2023-09-29","Code","C201355","Start to Start","http://www.cdisc.org"
"878872ea-8c74-46de-aca3-efaeaa8955ec","Code_24","2023-09-29","Code","C201356","After","http://www.cdisc.org"
"85e7bc68-8d17-4f7c-a2f9-8eefbab78a39","Code_25","2023-09-29","Code","C201355","Start to Start","http://www.cdisc.org"
"28e4e355-72d1-47af-b9d6-2741eb00ecf9","Code_27","2023-09-29","Code","C201356","After","http://www.cdisc.org"
"78e75253-16b9-4aa2-b883-7a6677c4c642","Code_28","2023-09-29","Code","C201355","Start to Start","http://www.cdisc.org"
"d1dd04cb-2ddf-4036-a42d-84133ffd691a","Code_30","2023-09-29","Code","C201356","After","http://www.cdisc.org"
"058c27b8-597a-49ab-b3b5-8ddad8fef70c","Code_31","2023-09-29","Code","C201355","Start to Start","http://www.cdisc.org"
"48abbc42-02fe-461f-9102-394518625e22","Code_35","2023-09-29","Code","C201356","After","http://www.cdisc.org"
"4b1e4862-9fd2-4f11-9f0c-9431f591bfcc","Code_36","2023-09-29","Code","C201355","Start to Start","http://www.cdisc.org"
"db63e451-1449-4eda-ae06-e0aa84bc4e96","Code_40","2023-09-29","Code","C201356","After","http://www.cdisc.org"
"b415aeb4-8b49-41f8-afed-80c92453dc5f","Code_41","2023-09-29","Code","C201355","Start to Start","http://www.cdisc.org"
"d4b1ee7b-370c-4c62-9d1e-041202af326b","Code_45","2023-09-29","Code","C201356","After","http://www.cdisc.org"
"b6a6c40f-763e-4b11-8a79-7a8403a6d91d","Code_46","2023-09-29","Code","C201355","Start to Start","http://www.cdisc.org"
"67bc48f7-abfd-4977-b4c4-1fb6c9b9b6c0","Code_50","2023-09-29","Code","C201356","After","http://www.cdisc.org"
"a113cb25-6e95-4a2c-bd44-11900cd934ab","Code_51","2023-09-29","Code","C201355","Start to Start","http://www.cdisc.org"
"9563fb46-863a-4be3-b326-5edc4ac520ec","Code_53","2023-09-29","Code","C201356","After","http://www.cdisc.org"
"317ea28d-5574-49a4-9ce8-a34a76280761","Code_54","2023-09-29","Code","C201355","Start to Start","http://www.cdisc.org"
"5e3e9e35-0c32-444b-b6d3-3c47af14f5fb","Code_33","2023-09-29","Code","C201356","After","http://www.cdisc.org"
"b3295489-6e4b-4b6a-93a7-bfa89bd2c513","Code_34","2023-09-29","Code","C201355","Start to Start","http://www.cdisc.org"
"bbe97ed4-8ab3-441d-af73-cd92ec537fef","Code_38","2023-09-29","Code","C201356","After","http://www.cdisc.org"
"22976501-7128-4986-83e1-bb58ef0ff982","Code_39","2023-09-29","Code","C201355","Start to Start","http://www.cdisc.org"
"119f4265-365b-4d1c-aed1-ed376b929f98","Code_43","2023-09-29","Code","C201356","After","http://www.cdisc.org"
"12211969-df8e-41ac-82f5-dcac33e4c390","Code_44","2023-09-29","Code","C201355","Start to Start","http://www.cdisc.org"
"4fa686e2-8215-4588-836c-8008b4556030","Code_48","2023-09-29","Code","C201356","After","http://www.cdisc.org"
"1a176d5b-1bec-4a32-83ec-cf3975c51c3b","Code_49","2023-09-29","Code","C201355","Start to Start","http://www.cdisc.org"
"c38a9ade-598d-4962-a38b-eb5d3f320874","Code_56","2023-09-29","Code","C201358","Fixed Reference","http://www.cdisc.org"
"59f90453-d29f-4fd2-8980-6dd813a980a1","Code_57","2023-09-29","Code","C201355","Start to Start","http://www.cdisc.org"
"f8053282-4e23-4a06-b458-ae76b0a6f7ed","Code_58","2023-09-29","Code","C201358","Fixed Reference","http://www.cdisc.org"
"b12b01cc-a7a6-427e-a61c-1ed903a7bb70","Code_59","2023-09-29","Code","C201355","Start to Start","http://www.cdisc.org"
"68e8ddbb-3bff-4be6-b76b-7440102c9c2d","Code_60","2023-09-29","Code","C201358","Fixed Reference","http://www.cdisc.org"
"52b56bda-aef8-4d03-af26-8fc971023d30","Code_61","2023-09-29","Code","C201355","Start to Start","http://www.cdisc.org"
"14e3378d-bdf1-4fa3-8d75-eedcbe17a499","Code_62","2023-09-29","Code","C201356","After","http://www.cdisc.org"
"db41c5c5-f792-4342-96af-512dec89eb9a","Code_63","2023-09-29","Code","C201355","Start to Start","http://www.cdisc.org"
"32265389-ebd4-48bf-a01f-2d8b0ae4fc70","Code_64","2023-09-29","Code","C201356","After","http://www.cdisc.org"
"a4d2f329-575e-4def-bf0c-dd95510a1685","Code_65","2023-09-29","Code","C201353","End to Start","http://www.cdisc.org"
"d9e0e03a-4e29-4058-9655-51a0830838a3","Code_66","2023-09-29","Code","C201356","After","http://www.cdisc.org"
"60a6a726-da70-4632-8509-9c8a3e9f8709","Code_67","2023-09-29","Code","C201355","Start to Start","http://www.cdisc.org"
"331f3dcf-f213-4cd6-894d-d96d98278225","Code_68","2023-09-29","Code","C201356","After","http://www.cdisc.org"
"0a3c071e-08c0-4c0a-9bd3-7effa11b00a9","Code_69","2023-09-29","Code","C201353","End to Start","http://www.cdisc.org"
"d050faa3-869f-4f17-925a-207f5fcc2f8e","Code_70","2023-09-29","Code","C201356","After","http://www.cdisc.org"
"5e606aae-a916-4f9f-b0a7-602eb3f06455","Code_71","2023-09-29","Code","C201355","Start to Start","http://www.cdisc.org"
"9da94805-a45b-4d41-9154-a753399aa3f9","Code_373","2023-09-29","Code","C70793","Clinical Study Sponsor","http://www.cdisc.org"
"3c9554b0-ab7f-4f4d-b240-94b8c0818211","Code_374","2020-08","Code","GBR","United Kingdom of Great Britain and Northern Ireland","ISO 3166 1 alpha3"
"6294f8ca-e134-4f06-820d-30f507d3c03f","Code_3","2023-09-29","Code","C94108","Study Acronym","http://www.cdisc.org"
"8f0dcf2e-f9f0-422e-8090-0583f1dd6259","Code_5","2023-09-29","Code","C99905x1","Brief Study Title","http://www.cdisc.org"
"463ee099-4aa1-4633-b008-c0fa4154f675","Code_6","2023-09-29","Code","C99905x2","Official Study Title","http://www.cdisc.org"
"6a84b304-1793-4fc0-bd7e-25efe3a1fc9f","Code_7","2023-09-29","Code","C99905x3","Public Study Title","http://www.cdisc.org"
"93ee4c9b-f042-43c0-8872-89197357aa2f","Code_8","2023-09-29","Code","C25508","Final","http://www.cdisc.org"
"680a305d-2828-4aa3-82a1-bda579a78992","Code_11","2023-09-29","Code","C99903x1","Protocol Effective Date","http://www.cdisc.org"
"a628e610-1012-4b72-99f8-b91f17198bd6","Code_13","2023-09-29","Code","C41129","Region","http://www.cdisc.org"
"57bf7bf9-b05f-4aa6-8542-04da41e5a66b","Code_12","2020-08","Code","150","Europe","ISO 3166 1 alpha3"
