"instanceType","codeSystemVersion","codeSystem","code","decode","uuid:ID","id"
"Code","2023-09-29","http://www.cdisc.org","C49673","Beats per Minute","7447645e-aaf3-4641-bdf2-e1947a5950b2","Code_247"
"Code","","NCI Thesaurus","C73688","Count per Minute","4c1481b2-ea21-404a-a73f-3af2fccf8d84","Code_248"
"Code","","NCI Thesaurus","C83088","Vital Signs Location","03c8cb43-f997-4eff-b967-fb387bcd0c84","Code_249"
"Code","","NCI Thesaurus","C123975","Vital Signs Laterality","63d9abec-9241-4359-82a4-350234fd5b59","Code_250"
"Code","","NCI Thesaurus","C82535","Test Method","77ae825d-f614-461f-a3df-f65f58957659","Code_251"
"Code","","NCI Thesaurus","C83114","Vital Signs Position","b547e2e2-411b-4835-b510-08b643da07d7","Code_252"
"Code","","NCI Thesaurus","C49677","Heart Rate","abd808a7-caee-4abf-97a2-cb08ae17a951","Code_245"
"Code","","NCI Thesaurus","C173522","Vital Signs Result","93007e7d-0e56-49df-b81d-c522133cacf8","Code_254"
"Code","2023-09-29","http://www.cdisc.org","C42547","Pascal","6450989e-c408-4b9e-b9ef-5ddfa305dcd4","Code_255"
"Code","","NCI Thesaurus","C49669","Unit of Pressure","79732a08-8146-4202-8b50-4ee50349873e","Code_256"
"Code","","NCI Thesaurus","C83088","Vital Signs Location","1a43e3eb-3ac8-495b-8751-3ae2e4093273","Code_257"
"Code","","NCI Thesaurus","C123975","Vital Signs Laterality","692f991d-4b04-49e1-9b12-c71fb687cf60","Code_258"
"Code","","NCI Thesaurus","C82535","Test Method","a25dc8c8-919b-471b-a4ce-da24a868f35b","Code_259"
"Code","","NCI Thesaurus","C83114","Vital Signs Position","ef4d619d-cc2a-427e-a04b-d4bd70259f8a","Code_260"
"Code","","NCI Thesaurus","C25298","Systolic Blood Pressure","94f42790-b519-4a31-be3d-f8f34055e2a1","Code_253"
"Code","","NCI Thesaurus","C173522","Vital Signs Result","9d56b217-9cb2-44d4-95fc-cc7854f4dbe9","Code_262"
"Code","2023-09-29","http://www.cdisc.org","C42547","Pascal","59621932-f81e-452b-8c9a-ab1fa23420da","Code_263"
"Code","","NCI Thesaurus","C49669","Unit of Pressure","46907452-81fb-49a2-b2f5-3b458ca2610b","Code_264"
"Code","","NCI Thesaurus","C83088","Vital Signs Location","4026b5b4-39a8-4530-a2e1-52f3d48dfbde","Code_265"
"Code","","NCI Thesaurus","C123975","Vital Signs Laterality","2e631673-4f3e-4f5d-ab10-8ba91c8b3338","Code_266"
"Code","","NCI Thesaurus","C82535","Test Method","8f2b240f-fe7e-4887-91eb-f89f7f7ec06f","Code_267"
"Code","","NCI Thesaurus","C83114","Vital Signs Position","9fcb74e8-e2e3-4cc5-ae2d-65161df0e04b","Code_268"
"Code","","NCI Thesaurus","C25299","Diastolic Blood Pressure","67d78896-60a7-40d4-9360-4f9bcb6b2584","Code_261"
"Code","","NCI Thesaurus","C173522","Vital Signs Result","0e707919-fb3a-4c6a-81e7-89214885f15f","Code_270"
"Code","2023-09-29","http://www.cdisc.org","C49673","Beats per Minute","735d4216-cfbd-4891-bc6f-f19ceb298735","Code_271"
"Code","","NCI Thesaurus","C73688","Count per Minute","46a75ff0-e4ee-4737-b50c-b7d93a6a349d","Code_272"
"Code","","NCI Thesaurus","C83088","Vital Signs Location","748cd818-0840-4b76-80a7-fb71d476fae9","Code_273"
"Code","","NCI Thesaurus","C123975","Vital Signs Laterality","67bfc895-f5fe-48d7-912c-e6784c71d103","Code_274"
"Code","","NCI Thesaurus","C82535","Test Method","c10cf268-fe75-4f25-9a86-b61b80c03a9a","Code_275"
"Code","","NCI Thesaurus","C83114","Vital Signs Position","af762b47-c164-4c00-9928-04a74d19e252","Code_276"
"Code","","NCI Thesaurus","C49677","Heart Rate","81b594b2-c9f1-4b7d-9d50-ac218aea1360","Code_269"
"Code","2023-09-29","http://www.cdisc.org","C174268","Placebo Comparator Arm","41b4a0fd-2941-4838-aecf-62adc8049108","Code_122"
"Code","2023-09-29","http://www.cdisc.org","C188866","Data Generated Within Study","70954204-60f5-4b3d-82e3-f551ae9fd262","Code_123"
"Code","2023-09-29","http://www.cdisc.org","C174267","Active Comparator Arm","cfe83d79-d45a-41cf-9c4b-7b56b8c5d6d8","Code_124"
"Code","2023-09-29","http://www.cdisc.org","C188866","Data Generated Within Study","66516edf-93fa-4a86-9c19-5d0b36255497","Code_125"
"Code","2023-09-29","http://www.cdisc.org","C174267","Active Comparator Arm","185f3082-892f-4ddf-ba40-7cc2e1dd0949","Code_126"
"Code","2023-09-29","http://www.cdisc.org","C188866","Data Generated Within Study","a9bd46d7-0184-4cc1-bbc1-fe3ba648bf0d","Code_127"
"Code","2023-09-29","http://www.cdisc.org","C15228","Double Blind Study","40cf32d9-d2f6-451c-a1c6-a70a5df060a3","Code_135"
"Code","2023-09-29","http://www.cdisc.org","C48262","Trial Screening","09013d39-7593-488e-8757-b8204f223242","Code_128"
"Code","2023-09-29","http://www.cdisc.org","C101526","Treatment Epoch","8fd95584-1240-4688-80bd-5fc8cb33a965","Code_129"
"Code","2023-09-29","http://www.cdisc.org","C101526","Treatment Epoch","72bb8c2b-fd2c-4004-9705-f9c48cbeff6f","Code_130"
"Code","2023-09-29","http://www.cdisc.org","C101526","Treatment Epoch","2522fc09-d334-41c3-b738-61d58e57c9f3","Code_131"
"Code","2023-09-29","http://www.cdisc.org","C99158","Clinical Study Follow-up","b254455c-9d87-4f42-a967-7e3127f8a60c","Code_132"
"Code","1","ICD-10-CM","G30.9","Alzheimer's disease; unspecified","59f70708-5240-444e-a545-341a896ba5ef","Code_330"
"Code","January 31, 2018","SNOMED","26929004","Alzheimer's disease","aa6f78e0-59e1-4b44-9335-ebfc1e78772f","Code_331"
"Code","2023-09-29","http://www.cdisc.org","C70793","Sponsor","8b298a55-4ee1-40c5-92d3-4731dbf5cd1e","Code_141"
"Code","2023-09-29","http://www.cdisc.org","C85826","Trial Primary Objective","ffc5f48f-5092-4954-a0d6-b9d02c2660e3","Code_335"
"Code","2023-09-29","http://www.cdisc.org","C94496","Primary Endpoint","fe065801-09d5-47e5-ad96-10178dba9f5a","Code_334"
"Code","2023-09-29","http://www.cdisc.org","C94496","Primary Endpoint","8e5b1d0f-8f75-47e7-a465-1387c8b9033f","Code_336"
"Code","2023-09-29","http://www.cdisc.org","C85826","Trial Primary Objective","bc281154-c2cc-4efa-bc7f-d928217f8365","Code_338"
"Code","2023-09-29","http://www.cdisc.org","C94496","Primary Endpoint","ad46c9d5-4252-4c64-93b3-d13284ac9b0b","Code_337"
"Code","2023-09-29","http://www.cdisc.org","C94496","Primary Endpoint","dc76a0a4-923a-40af-8e4e-b00e5b191247","Code_339"
"Code","2023-09-29","http://www.cdisc.org","C94496","Primary Endpoint","0631354c-ed04-4ab7-8f79-d6dbc1d22958","Code_340"
"Code","2023-09-29","http://www.cdisc.org","C85827","Trial Secondary Objective","8a0da41f-a553-45ef-b76e-3c95f16ccde7","Code_342"
"Code","2023-09-29","http://www.cdisc.org","C139173","Secondary Endpoint","2bd644eb-f372-452c-afc8-a04f64608ad4","Code_341"
"Code","2023-09-29","http://www.cdisc.org","C139173","Secondary Endpoint","cbebc941-4349-496f-b2ba-4de9b1e57fbe","Code_343"
"Code","2023-09-29","http://www.cdisc.org","C139173","Secondary Endpoint","bef28480-5feb-486e-b385-77e5687c917a","Code_344"
"Code","2023-09-29","http://www.cdisc.org","C25532","Inclusion Criteria","4a1cd567-5bcd-47f9-8ad5-276f2fcf5115","Code_345"
"Code","2023-09-29","http://www.cdisc.org","C25532","Inclusion Criteria","9a47b89b-cc5e-48bd-a24f-f8869c922fff","Code_346"
"Code","2023-09-29","http://www.cdisc.org","C25532","Inclusion Criteria","69f23652-c5c6-41dc-97ec-8eb8abef7f1e","Code_347"
"Code","2023-09-29","http://www.cdisc.org","C25370","Exclusion Criteria","1b86784f-1917-4b01-b8c6-0ae0cf010d74","Code_348"
"Code","2023-09-29","http://www.cdisc.org","C29848","Year","8c262d1e-fb18-4f49-9bd8-b51a0dd990c8","Code_332"
"Code","2023-09-29","http://www.cdisc.org","C201264","Before","38d5de00-f455-4282-9ac1-7690a3c1a19d","Code_14"
"Code","2023-09-29","http://www.cdisc.org","C201265","Start to Start","09b206be-5478-401f-ad96-7895a4eb01af","Code_15"
"Code","2023-09-29","http://www.cdisc.org","C201264","Before","402f044e-6ff0-4fe6-b235-b71770ca68ad","Code_16"
"Code","2023-09-29","http://www.cdisc.org","C201265","Start to Start","015bd19f-0a3c-4b22-b4bc-36bc97e3a554","Code_17"
"Code","2023-09-29","http://www.cdisc.org","C201264","Fixed Reference","e2d8e261-c3a3-4dab-bf35-e6de1982e36a","Code_19"
"Code","2023-09-29","http://www.cdisc.org","C201265","Start to Start","b7102d6d-f2ea-4073-ab57-f10e532705e9","Code_20"
"Code","2023-09-29","http://www.cdisc.org","C201264","After","b662c190-9662-4d93-9b8f-0f240d1cfa96","Code_21"
"Code","2023-09-29","http://www.cdisc.org","C201265","Start to Start","0b298fac-a32b-49c5-884b-c1cde4528587","Code_22"
"Code","2023-09-29","http://www.cdisc.org","C201264","After","9e930502-d6c2-4001-8959-89fb234a1655","Code_24"
"Code","2023-09-29","http://www.cdisc.org","C201265","Start to Start","30b5d4eb-ae56-46a8-81e7-8d7041528024","Code_25"
"Code","2023-09-29","http://www.cdisc.org","C201264","After","57ac06ce-447f-4148-b23a-09dc6d3d6326","Code_27"
"Code","2023-09-29","http://www.cdisc.org","C201265","Start to Start","52ebf0b9-a2d9-4b64-9412-e577f5143d37","Code_28"
"Code","2023-09-29","http://www.cdisc.org","C201264","After","b8b6d724-f8d0-47e7-8146-784082c20776","Code_30"
"Code","2023-09-29","http://www.cdisc.org","C201265","Start to Start","61a9455c-7c67-4f92-96d8-52801f9a6d63","Code_31"
"Code","2023-09-29","http://www.cdisc.org","C201264","After","6066b04b-fa71-49c0-932f-1990421916cb","Code_35"
"Code","2023-09-29","http://www.cdisc.org","C201265","Start to Start","26db7fb8-1256-493a-8755-bbfdd30f5afe","Code_36"
"Code","2023-09-29","http://www.cdisc.org","C201264","After","89028a75-df61-400e-9f5a-6242a6ac1edf","Code_40"
"Code","2023-09-29","http://www.cdisc.org","C201265","Start to Start","c8828fbd-0d61-4585-8666-7fe0e2d213ec","Code_41"
"Code","2023-09-29","http://www.cdisc.org","C201264","After","0563978f-4a48-44d7-8a3e-37e1998b46d0","Code_45"
"Code","2023-09-29","http://www.cdisc.org","C201265","Start to Start","b688b569-348e-4000-a27e-4ac50e132677","Code_46"
"Code","2023-09-29","http://www.cdisc.org","C201264","After","caacf222-2ece-4e4c-a4d9-6fa1f9b7d670","Code_50"
"Code","2023-09-29","http://www.cdisc.org","C201265","Start to Start","03d28eaa-013c-42ed-bc6b-ca18194aceab","Code_51"
"Code","2023-09-29","http://www.cdisc.org","C201264","After","bb72551e-6899-4133-bb93-bfc52ff18ced","Code_53"
"Code","2023-09-29","http://www.cdisc.org","C201265","Start to Start","502b4955-d839-42ad-adbe-339042e28db9","Code_54"
"Code","2023-09-29","http://www.cdisc.org","C201264","After","932d48d2-32ec-421b-96b4-0417075deac9","Code_33"
"Code","2023-09-29","http://www.cdisc.org","C201265","Start to Start","946e0be8-d405-48e8-a88b-8f2a9db10738","Code_34"
"Code","2023-09-29","http://www.cdisc.org","C201264","After","50cb2d26-93fe-4463-9dd9-fb080f432f6d","Code_38"
"Code","2023-09-29","http://www.cdisc.org","C201265","Start to Start","25a96cb0-8afd-46ea-ab8e-8d59affaef55","Code_39"
"Code","2023-09-29","http://www.cdisc.org","C201264","After","2e676eb9-5d93-4c6f-a32b-c2d0f83f1c63","Code_43"
"Code","2023-09-29","http://www.cdisc.org","C201265","Start to Start","da0719ed-8b06-4935-8944-25f924364891","Code_44"
"Code","2023-09-29","http://www.cdisc.org","C201264","After","0a52f687-b159-4fb5-b900-f2a50c23efe8","Code_48"
"Code","2023-09-29","http://www.cdisc.org","C201265","Start to Start","63d3ec21-b546-4153-89c7-d55de752fb57","Code_49"
"Code","2023-09-29","http://www.cdisc.org","C201264","Fixed Reference","9c569e59-2150-4cc4-94af-29d9d819ff23","Code_56"
"Code","2023-09-29","http://www.cdisc.org","C201265","Start to Start","62d33c90-f831-4b25-9cd5-e6d68317a858","Code_57"
"Code","2023-09-29","http://www.cdisc.org","C201264","Fixed Reference","2d3a2aa0-5126-417b-9f7b-9c9c4b8555c6","Code_58"
"Code","2023-09-29","http://www.cdisc.org","C201265","Start to Start","2c05b298-a656-44e7-999f-fa6f2a15f667","Code_59"
"Code","2023-09-29","http://www.cdisc.org","C201264","Fixed Reference","2ba09d6b-cfde-42f9-a111-f106b2fcb036","Code_60"
"Code","2023-09-29","http://www.cdisc.org","C201265","Start to Start","6c2c7495-67ad-4c1a-ae13-1f3995ead77f","Code_61"
"Code","2023-09-29","http://www.cdisc.org","C201264","After","46dd1d64-e518-4591-ba0d-631d8f693552","Code_62"
"Code","2023-09-29","http://www.cdisc.org","C201265","Start to Start","1b88c107-5262-4a01-b94a-bccf7212e071","Code_63"
"Code","2023-09-29","http://www.cdisc.org","C201264","After","d39f7ef7-8640-486b-9875-dcda95108d6c","Code_64"
"Code","2023-09-29","http://www.cdisc.org","C201265","End to Start","ed68ca9a-6839-4966-9b2d-de0f49ec05b2","Code_65"
"Code","2023-09-29","http://www.cdisc.org","C201264","After","b5264c7c-8ce8-4ad1-96e2-5c48726b8d2d","Code_66"
"Code","2023-09-29","http://www.cdisc.org","C201265","Start to Start","2d61bf6b-6c26-42a3-8699-6634c03a3544","Code_67"
"Code","2023-09-29","http://www.cdisc.org","C201264","After","d935fa67-7f30-4027-872a-92860211a548","Code_68"
"Code","2023-09-29","http://www.cdisc.org","C201265","End to Start","f200b623-8377-4337-92b7-0686718d6c9f","Code_69"
"Code","2023-09-29","http://www.cdisc.org","C201264","After","2971d6df-00a5-4a00-b50f-4ad915fa6d1d","Code_70"
"Code","2023-09-29","http://www.cdisc.org","C201265","Start to Start","f29b71c0-9e85-4591-a466-8dc080f0e91e","Code_71"
"Code","2023-09-29","http://www.cdisc.org","C70793","Clinical Study Sponsor","f908820c-2226-487d-9ec3-2c9a896af3b0","Code_349"
"Code","2020-08","ISO 3166 1 alpha3","GBR","United Kingdom of Great Britain and Northern Ireland","3b97bd86-6c3d-4116-bbe2-fa27ae08867c","Code_350"
"Code","2023-09-29","http://www.cdisc.org","C94108","Study Acronym","f29602e2-479d-4988-b1d5-7f5c0dfa4427","Code_3"
"Code","2023-09-29","http://www.cdisc.org","C99905x1","Brief Study Title","4315f7a5-c92e-46a7-81fd-63e59c220e3a","Code_5"
"Code","2023-09-29","http://www.cdisc.org","C99905x2","Official Study Title","0a906f75-ddcc-4a0d-a959-20bc1083224e","Code_6"
"Code","2023-09-29","http://www.cdisc.org","C99905x3","Public Study Title","2bfe28bf-df6a-4144-9173-7e18f3f161c6","Code_7"
"Code","2023-09-29","http://www.cdisc.org","C25508","Final","0acdc0d0-0bf4-4f28-b469-2c73a2223e46","Code_8"
"Code","2023-09-29","http://www.cdisc.org","C99903x1","Protocol Effective Date","23c9f1be-704e-423c-9e05-81970d7186ce","Code_11"
"Code","2023-09-29","http://www.cdisc.org","C41129","Region","2a0c657d-d46e-4d6f-846f-7fa1d772e3b8","Code_13"
"Code","2020-08","ISO 3166 1 alpha3","150","Europe","a7fab8cc-10a3-4977-9e8d-52b2cf4322d4","Code_12"
