"code","codeSystemVersion","id","instanceType","codeSystem","decode","uuid:ID"
"C49487","2023-12-15","Code_173","Code","http://www.cdisc.org","No","1038ddaf-5cf5-4b85-b571-d4bc75532810"
"C49488","2023-12-15","Code_174","Code","http://www.cdisc.org","Yes","2908f123-2fcb-448b-b71e-7af108a8eefd"
"C83052","2023-12-15","Code_175","Code","http://www.cdisc.org","Adverse Event associated with Hospitalization","5d32b70f-9e5d-4b77-b707-a2b5f69dc9e9"
"C49487","2023-12-15","Code_176","Code","http://www.cdisc.org","No","22ceb8a9-6782-4c05-9198-d04d4c8e12cf"
"C49488","2023-12-15","Code_177","Code","http://www.cdisc.org","Yes","73a0e58e-5755-491b-a3aa-d721b654f5d4"
"C84266","2023-12-15","Code_178","Code","http://www.cdisc.org","Life Threatening Adverse Event","7fba4e3b-9982-4cec-9800-c25b15a6ca5b"
"C49487","2023-12-15","Code_179","Code","http://www.cdisc.org","No","3fe34610-2f00-4c7b-9612-3fa39d75979f"
"C49488","2023-12-15","Code_180","Code","http://www.cdisc.org","Yes","93b3b0e5-5f2b-4667-853c-bdf2436ef4a0"
"C83214","2023-12-15","Code_181","Code","http://www.cdisc.org","Adverse Event Occurred with Overdose","a1525abb-8ba4-42c3-bc57-03ae14b38cc0"
"C49487","2023-12-15","Code_182","Code","http://www.cdisc.org","No","ec5dc138-67a2-4bc2-ab93-f37f957ad993"
"C49488","2023-12-15","Code_183","Code","http://www.cdisc.org","Yes","63771ddb-cfaa-4242-8bbf-47e29f5ff3cc"
"C83053","2023-12-15","Code_184","Code","http://www.cdisc.org","Adverse Event Associated with Serious Medical Event","3a829980-3a84-497e-834c-29b8584ae9a1"
"C49487","2023-12-15","Code_185","Code","http://www.cdisc.org","No","2db98b26-aa50-4fe0-a05f-6dd0979c163b"
"C49488","2023-12-15","Code_186","Code","http://www.cdisc.org","Yes","6ce5722f-932f-4c42-90cb-4c066b11b034"
"C83199","2023-12-15","Code_187","Code","http://www.cdisc.org","Adverse Event Concomitant Treatment","0c4d6e00-6a4e-432a-a726-80cf4c2b6bd0"
"C83215","2023-12-15","Code_188","Code","http://www.cdisc.org","Adverse Event Start Date Time","148601af-dc6a-432c-aea9-88771418fd9d"
"C83201","2023-12-15","Code_189","Code","http://www.cdisc.org","Adverse Event End Date Time","748cbbe8-47a6-4e2f-a8a1-79c2e2da53a8"
"C179175","2023-12-15","Code_190","Code","http://www.cdisc.org","Solicited Adverse Event","b0871cb4-d401-487f-a6ec-a0d1386c078b"
"C25298","2023-12-15","Code_191","Code","http://www.cdisc.org","SYSBP","d4dc13fb-c7db-4215-ae3f-f8fdb13d5948"
"C77140","2023-12-15","Code_192","Code","http://www.cdisc.org","Clinical Test Result","bad64ca8-6696-4e91-989d-466a813ff874"
"C49669","2023-12-15","Code_193","Code","http://www.cdisc.org","Unit of Pressure","fa8af1a4-5472-4481-b78b-84aed3d46611"
"C62122","2023-12-15","Code_194","Code","http://www.cdisc.org","Sitting","ebc680c9-a4f1-495d-b314-4487a3794ce1"
"C62166","2023-12-15","Code_195","Code","http://www.cdisc.org","Standing","9c747359-6f58-4fec-8120-b4c1d8e9c2cb"
"C62167","2023-12-15","Code_196","Code","http://www.cdisc.org","Supine Position","61723730-9ed7-4a05-91fb-c6f6df6a5e7b"
"C62164","2023-12-15","Code_197","Code","http://www.cdisc.org","Body Position","c0de8e0c-7be3-47df-90a2-7cd0f405796a"
"C12681","2023-12-15","Code_198","Code","http://www.cdisc.org","Brachial Artery","a1e7d8df-71a1-466f-a61b-1398acde0ba3"
"C12687","2023-12-15","Code_199","Code","http://www.cdisc.org","Common Carotid Artery","cfeee892-79e8-4bb8-a35d-c111b459d601"
"C32478","2023-12-15","Code_200","Code","http://www.cdisc.org","Dorsalis Pedis Artery","808f9f3f-fb33-485a-b922-7d9c2b8506e5"
"C12715","2023-12-15","Code_201","Code","http://www.cdisc.org","Femoral Artery","08925a03-9fe4-4785-af21-206bff183dca"
"C12838","2023-12-15","Code_202","Code","http://www.cdisc.org","Radial Artery","a11a0eef-f54c-469d-b369-fe81bc91cf3c"
"C13717","2023-12-15","Code_203","Code","http://www.cdisc.org","Anatomic Site","07d4df35-42f1-4e1f-b1da-12345dee4471"
"C25229","2023-12-15","Code_204","Code","http://www.cdisc.org","Left","787704f9-4cb4-478b-a340-83d917923a0b"
"C25228","2023-12-15","Code_205","Code","http://www.cdisc.org","Right","bcad8de2-9e98-409a-8416-f47300c8acaf"
"C25185","2023-12-15","Code_206","Code","http://www.cdisc.org","Laterality","3e9248a3-43d0-412a-98a4-03135614c703"
"C25298","2023-12-15","Code_207","Code","http://www.cdisc.org","SYSBP","4704de87-d9de-4830-976f-9f8fe2d3b213"
"C25299","2023-12-15","Code_208","Code","http://www.cdisc.org","DIABP","67ac5ece-69c3-4e37-aa9f-e5a6268696b7"
"C77140","2023-12-15","Code_209","Code","http://www.cdisc.org","Clinical Test Result","517f980b-5dbe-47c3-87cf-72ae339d9fbf"
"C49669","2023-12-15","Code_210","Code","http://www.cdisc.org","Unit of Pressure","9de315d4-14d6-42f7-8b9e-5491d9746be5"
"C62122","2023-12-15","Code_211","Code","http://www.cdisc.org","Sitting","386b0ea2-6009-4528-8bbf-7c48a45f9712"
"C62166","2023-12-15","Code_212","Code","http://www.cdisc.org","Standing","b76e5527-4afa-4457-b4ed-78c3c3860aed"
"C62167","2023-12-15","Code_213","Code","http://www.cdisc.org","Supine Position","44217f3c-1e90-4e95-9818-da5500ed52a9"
"C62164","2023-12-15","Code_214","Code","http://www.cdisc.org","Body Position","ff41c106-ff40-4d42-926f-9088c2b01221"
"C12681","2023-12-15","Code_215","Code","http://www.cdisc.org","Brachial Artery","84ee1301-2d66-490d-8640-7e1a796353c4"
"C12687","2023-12-15","Code_216","Code","http://www.cdisc.org","Common Carotid Artery","25046b16-9ff7-495b-aee1-f87b733ee137"
"C32478","2023-12-15","Code_217","Code","http://www.cdisc.org","Dorsalis Pedis Artery","962c0590-1056-49db-a35e-e4c7afde1d5a"
"C12715","2023-12-15","Code_218","Code","http://www.cdisc.org","Femoral Artery","b32c3622-71e3-443d-a3ff-a701cf33ec4c"
"C12838","2023-12-15","Code_219","Code","http://www.cdisc.org","Radial Artery","e8f72553-43ad-47e9-b9d2-8747a3841f9e"
"C13717","2023-12-15","Code_220","Code","http://www.cdisc.org","Anatomic Site","56acc803-303c-4abb-ae0a-7405637caa2d"
"C25229","2023-12-15","Code_221","Code","http://www.cdisc.org","Left","4809dba5-fd63-4014-b02d-d16b61e96f4c"
"C25228","2023-12-15","Code_222","Code","http://www.cdisc.org","Right","59f1d079-22f4-46db-98dc-c23a9bdfac12"
"C25185","2023-12-15","Code_223","Code","http://www.cdisc.org","Laterality","b7de4c1b-4542-4cd6-878e-c377e90ba9fb"
"C25299","2023-12-15","Code_224","Code","http://www.cdisc.org","DIABP","7088723b-6455-42dc-8a1b-13b5d0c355d7"
"C174446","2023-12-15","Code_225","Code","http://www.cdisc.org","TEMP","54c13b29-8acf-40f9-8fd1-4ddd130758e8"
"C77140","2023-12-15","Code_226","Code","http://www.cdisc.org","Clinical Test Result","ed95a8fa-9574-47ca-9bb4-6166eb347292"
"C42559","2023-12-15","Code_227","Code","http://www.cdisc.org","Degree Celsius","c79ebd02-02f8-428a-9954-075de68042a4"
"C44277","2023-12-15","Code_228","Code","http://www.cdisc.org","Degree Fahrenheit","30fcca17-3a9f-453c-a0b5-f141205b72b3"
"C42537","2023-12-15","Code_229","Code","http://www.cdisc.org","Kelvin","7fd39907-530e-4a88-ad59-4b00adbeb93e"
"C44276","2023-12-15","Code_230","Code","http://www.cdisc.org","Unit of Temperature","8d72b509-85eb-49df-a9c5-94efa81edb00"
"C12674","2023-12-15","Code_231","Code","http://www.cdisc.org","Axilla","55b8ab13-1166-4827-bff8-a52a9a8dd8d6"
"C12394","2023-12-15","Code_232","Code","http://www.cdisc.org","Ear","e685484c-7a17-4283-961d-da1fb09ae385"
"C89803","2023-12-15","Code_233","Code","http://www.cdisc.org","Forehead","66f15299-36d6-4fc2-9cd8-284d165a1ffc"
"C12421","2023-12-15","Code_234","Code","http://www.cdisc.org","Oral Cavity","0de83f28-6b63-4177-9a69-3dd34d73ff92"
"C12390","2023-12-15","Code_235","Code","http://www.cdisc.org","Rectum","5a4dbdf0-818d-4b80-a3bf-6b810b3d1c4e"
"C13717","2023-12-15","Code_236","Code","http://www.cdisc.org","Anatomic Site","2a7314fb-9c77-47a8-a2a4-7a2dac1a9012"
"C174446","2023-12-15","Code_237","Code","http://www.cdisc.org","TEMP","7078accd-e30c-4747-9a0a-53f24da866dc"
"C25208","2023-12-15","Code_238","Code","http://www.cdisc.org","WEIGHT","95fff5c1-1363-41fd-b929-5ace075f8e3a"
"C77140","2023-12-15","Code_239","Code","http://www.cdisc.org","Clinical Test Result","0cd82cc9-74ca-4a87-b15d-63965139116e"
"C48531","2023-12-15","Code_240","Code","http://www.cdisc.org","Pound","266cd733-c564-4d6f-b1b4-496407ca6568"
"C48155","2023-12-15","Code_241","Code","http://www.cdisc.org","Gram","4d67159f-7fcc-43b0-9958-5669360dddac"
"C28252","2023-12-15","Code_242","Code","http://www.cdisc.org","Kilogram","d2eebf05-d431-4078-a706-997c6c7d325e"
"C48208","2023-12-15","Code_243","Code","http://www.cdisc.org","Unit of Weight","7a18507e-068a-4175-accf-c654b1f40b72"
"C25208","2023-12-15","Code_244","Code","http://www.cdisc.org","WEIGHT","2f8aa33c-72b5-4c3a-b47a-abbcf4b48cf3"
"C25347","2023-12-15","Code_245","Code","http://www.cdisc.org","HEIGHT","5fc7c1ff-4047-4363-9dcb-293fa21053f8"
"C77140","2023-12-15","Code_246","Code","http://www.cdisc.org","Clinical Test Result","bf5ba5ae-ac43-439a-ac3b-33992f3b337f"
"C49668","2023-12-15","Code_247","Code","http://www.cdisc.org","Centimeter","95f96d94-8292-44b6-9868-2fbfd24e0ce3"
"C48500","2023-12-15","Code_248","Code","http://www.cdisc.org","Inch","0c087ef1-d7de-40bc-9379-7045c4cca308"
"C41139","2023-12-15","Code_249","Code","http://www.cdisc.org","Meter","0387e3a1-16a6-4f3a-835f-3f68112e1353"
"C168688","2023-12-15","Code_250","Code","http://www.cdisc.org","Unit of Height","1974aa6f-b33b-48c3-94dc-3518933d7e9e"
"C25347","2023-12-15","Code_251","Code","http://www.cdisc.org","HEIGHT","79593b12-e44b-4656-bfe7-c5680cc8ba55"
"C64433","2023-12-15","Code_252","Code","http://www.cdisc.org","ALT","76a674d3-3b31-438c-adc6-520b9b9f1fd1"
"C36292","2023-12-15","Code_253","Code","http://www.cdisc.org","Laboratory Test Result","1f9b18ec-1c69-47a6-9ffb-cc50082c7925"
"C67456","2023-12-15","Code_254","Code","http://www.cdisc.org","Unit per Liter","abb74b73-c592-4fdf-ada3-3fe7b6f8d85c"
"C67397","2023-12-15","Code_255","Code","http://www.cdisc.org","Microkatal per Liter","5e94d241-fb3e-4eca-be9b-de56922c5d5c"
"C67376","2023-12-15","Code_256","Code","http://www.cdisc.org","International Unit per Liter","c167c083-a8d7-416f-87ab-da3fc084c2ca"
"C70510","2023-12-15","Code_257","Code","http://www.cdisc.org","Nanokatal per Liter","a982e70f-ef1e-4022-b3c7-32f2562966e1"
"C67365","2023-12-15","Code_258","Code","http://www.cdisc.org","Unit of Catalytic Activity Concentration","68ff260b-832a-4167-a5d2-f93390e1236b"
"C70713","2023-12-15","Code_259","Code","http://www.cdisc.org","Biospecimen Type","7c0f1db4-1351-4610-86ab-d80867320756"
"C49487","2023-12-15","Code_260","Code","http://www.cdisc.org","No","e7fb33f0-e746-492e-b901-b2926dcc5047"
"C49488","2023-12-15","Code_261","Code","http://www.cdisc.org","Yes","879cf8ab-1992-4670-92ef-ac0cc4a56ff1"
"C83309","2023-12-15","Code_262","Code","http://www.cdisc.org","Laboratory Test Fasting Status","2712a769-9263-442b-940b-7c104be5ace1"
"C64433","2023-12-15","Code_263","Code","http://www.cdisc.org","ALT","9be2ebaa-d89a-454b-b9a7-a369c1232024"
"C64431","2023-12-15","Code_264","Code","http://www.cdisc.org","ALB","0d98a17c-f520-4798-bf41-91c3d68817d4"
"C36292","2023-12-15","Code_265","Code","http://www.cdisc.org","Laboratory Test Result","51b818dc-eb3c-4a87-a1a0-558bf6770c45"
"C70713","2023-12-15","Code_266","Code","http://www.cdisc.org","Biospecimen Type","c4cd2aab-35c3-4460-b28a-1cd93e1ff27e"
"C49487","2023-12-15","Code_267","Code","http://www.cdisc.org","No","0ab9000a-11d8-4bce-a204-a604ec541728"
"C49488","2023-12-15","Code_268","Code","http://www.cdisc.org","Yes","9c1880a9-cb7b-41fa-933f-193b3c238826"
"C83309","2023-12-15","Code_269","Code","http://www.cdisc.org","Laboratory Test Fasting Status","5f2504d6-3b7b-4f28-9617-b2b3255cbeed"
"C64431","2023-12-15","Code_270","Code","http://www.cdisc.org","ALB","2c6808ee-900c-4b28-a4c4-1178874ad5ac"
"C64432","2023-12-15","Code_271","Code","http://www.cdisc.org","ALP","d9ea1add-23d7-497f-99ed-a95d11f25573"
"C36292","2023-12-15","Code_272","Code","http://www.cdisc.org","Laboratory Test Result","236e49c3-4a67-4598-a65a-649c8c3bec0a"
"C67456","2023-12-15","Code_273","Code","http://www.cdisc.org","Unit per Liter","4628dc71-3740-4e8a-a3d0-8381457e3ee9"
"C67397","2023-12-15","Code_274","Code","http://www.cdisc.org","Microkatal per Liter","e04f5890-649a-4af3-ac7b-500e2140fab0"
"C67376","2023-12-15","Code_275","Code","http://www.cdisc.org","International Unit per Liter","768ac527-949a-4d4a-8d2b-2ac2343435f4"
"C67365","2023-12-15","Code_276","Code","http://www.cdisc.org","Unit of Catalytic Activity Concentration","42d84542-fa21-4d59-a724-58ab955287c4"
"C70713","2023-12-15","Code_277","Code","http://www.cdisc.org","Biospecimen Type","2c8ff7bc-cda7-4537-90da-419beb0eb012"
"C49487","2023-12-15","Code_278","Code","http://www.cdisc.org","No","6c988588-2039-46d9-a167-1b3e099e3fda"
"C49488","2023-12-15","Code_279","Code","http://www.cdisc.org","Yes","74eea0f6-82c8-4ca0-9a25-d79c360017a1"
"C83309","2023-12-15","Code_280","Code","http://www.cdisc.org","Laboratory Test Fasting Status","ea9ee73e-281a-46be-b272-0cd5aa6191b7"
"C64432","2023-12-15","Code_281","Code","http://www.cdisc.org","ALP","3cb1e531-fccf-4c63-b6da-d44dbd4a9c34"
"C64467","2023-12-15","Code_282","Code","http://www.cdisc.org","AST","a6155dbe-7239-4b9f-8944-b85a9ef9c9d4"
"C36292","2023-12-15","Code_283","Code","http://www.cdisc.org","Laboratory Test Result","44abe97b-c9ee-456a-897f-20d56fc323a6"
"C67456","2023-12-15","Code_284","Code","http://www.cdisc.org","Unit per Liter","469ebf47-3377-4bf0-b154-42dcc9133436"
"C67397","2023-12-15","Code_285","Code","http://www.cdisc.org","Microkatal per Liter","1fe2d6c3-1dd3-4735-8b5b-258a2a861f19"
"C67376","2023-12-15","Code_286","Code","http://www.cdisc.org","International Unit per Liter","ed877eb5-3044-4c66-991f-4d02b2259bb2"
"C67365","2023-12-15","Code_287","Code","http://www.cdisc.org","Unit of Catalytic Activity Concentration","3f5fa2d5-fe5b-4dac-9320-5ecd88c41837"
"C70713","2023-12-15","Code_288","Code","http://www.cdisc.org","Biospecimen Type","2722ff0b-1f8c-4066-b9ea-187a1ebfb029"
"C49487","2023-12-15","Code_289","Code","http://www.cdisc.org","No","1f7af1f3-7f00-4bf3-9f86-dda5d91ccc76"
"C49488","2023-12-15","Code_290","Code","http://www.cdisc.org","Yes","79e0d187-2106-4dc0-8c08-c60acb9fc3cb"
"C83309","2023-12-15","Code_291","Code","http://www.cdisc.org","Laboratory Test Fasting Status","5f99e118-94c3-4e6e-82f0-092e2e24c5a8"
"C64467","2023-12-15","Code_292","Code","http://www.cdisc.org","AST","e623f3e3-0a5d-4686-a6bb-86d8f799cbdb"
"C64547","2023-12-15","Code_293","Code","http://www.cdisc.org","CREAT","a43274c8-bc5f-4ae4-a833-4f0cbf827eec"
"C36292","2023-12-15","Code_294","Code","http://www.cdisc.org","Laboratory Test Result","c739c7e8-6b3c-4667-a305-b8243a19fc6a"
"C67015","2023-12-15","Code_295","Code","http://www.cdisc.org","Milligram per Deciliter","36ac00af-8986-4a78-ae80-bcd1fdcfbe24"
"C64572","2023-12-15","Code_296","Code","http://www.cdisc.org","Microgram per Milliliter","3a029478-2c46-4ec6-aaac-8193301dfa24"
"C64387","2023-12-15","Code_297","Code","http://www.cdisc.org","Millimole per Liter","4ed3cd15-456a-4ddb-a4ad-092cacebaace"
"C48508","2023-12-15","Code_298","Code","http://www.cdisc.org","Micromole per Liter","e7da7193-886e-436c-9e9f-5e6e4bd50e27"
"C48207","2023-12-15","Code_299","Code","http://www.cdisc.org","Unit of Concentration","4fa1e8e2-b3bf-4709-bd6b-fc542890e661"
"C70713","2023-12-15","Code_300","Code","http://www.cdisc.org","Biospecimen Type","5978eec5-b31a-4574-a355-0c746cfe352d"
"C49487","2023-12-15","Code_301","Code","http://www.cdisc.org","No","cb065fcb-ef08-45e4-b341-20e08a738658"
"C49488","2023-12-15","Code_302","Code","http://www.cdisc.org","Yes","68a8d9ae-7816-4474-bbe9-0c516ffb6ea0"
"C83309","2023-12-15","Code_303","Code","http://www.cdisc.org","Laboratory Test Fasting Status","391165c7-7402-4fee-9372-2ba58c91026d"
"C64547","2023-12-15","Code_304","Code","http://www.cdisc.org","CREAT","e2866070-6e9f-4ef9-a5be-fdad44657f37"
"C64853","2023-12-15","Code_305","Code","http://www.cdisc.org","K","ca91e53f-5d51-45e4-9414-0ed2c282682d"
"C36292","2023-12-15","Code_306","Code","http://www.cdisc.org","Laboratory Test Result","7faf774e-7dfb-4499-8cac-37bfa8de4d29"
"C67474","2023-12-15","Code_307","Code","http://www.cdisc.org","Milliequivalent per Liter","11f8992d-79ed-4af4-bdc2-6a5650c14613"
"C67473","2023-12-15","Code_308","Code","http://www.cdisc.org","Milliequivalent per Deciliter","f7a4d170-8c62-4f98-88ca-838ed337457e"
"C64387","2023-12-15","Code_309","Code","http://www.cdisc.org","Millimole per Liter","16f3febe-8ee2-4f5d-b06d-5aebcc33fe0c"
"C64567","2023-12-15","Code_310","Code","http://www.cdisc.org","Molarity Unit","89b06b74-4eda-4bb7-94df-5677ad15f8b6"
"C70713","2023-12-15","Code_311","Code","http://www.cdisc.org","Biospecimen Type","abbe621b-6021-41f3-a371-7d36bfb8e0b5"
"C49487","2023-12-15","Code_312","Code","http://www.cdisc.org","No","f8bae34b-ae09-49cb-a67c-fefbcce0cbe4"
"C49488","2023-12-15","Code_313","Code","http://www.cdisc.org","Yes","ab7d2dff-742c-401d-9cac-ea50ee731d7f"
"C83309","2023-12-15","Code_314","Code","http://www.cdisc.org","Laboratory Test Fasting Status","c51b0994-a537-48e9-8ab5-c50ed529d340"
"C64853","2023-12-15","Code_315","Code","http://www.cdisc.org","K","deda55f4-1b48-4eb8-84b0-0f762b1470e8"
"C64809","2023-12-15","Code_316","Code","http://www.cdisc.org","SODIUM","25761215-34f5-4df6-83b1-d4e7630b4424"
"C36292","2023-12-15","Code_317","Code","http://www.cdisc.org","Laboratory Test Result","48834caa-c1e5-4daf-9fb8-f2240b5044a6"
"C67474","2023-12-15","Code_318","Code","http://www.cdisc.org","Milliequivalent per Liter","bf46847f-b0e1-46b4-97e8-fb308d5cfe58"
"C67473","2023-12-15","Code_319","Code","http://www.cdisc.org","Milliequivalent per Deciliter","326d7fd0-ede4-4e6f-b1ee-53f0e2e2cbcf"
"C64387","2023-12-15","Code_320","Code","http://www.cdisc.org","Millimole per Liter","172e1a68-ccb8-4543-ac54-4d57117cb4d0"
"C64567","2023-12-15","Code_321","Code","http://www.cdisc.org","Molarity Unit","6809032e-de84-4420-b951-9670d37bf805"
"C70713","2023-12-15","Code_322","Code","http://www.cdisc.org","Biospecimen Type","d84309aa-f458-49f7-b666-5bb676d1f4a0"
"C49487","2023-12-15","Code_323","Code","http://www.cdisc.org","No","fb98681c-eaec-4641-a640-4c68b8d3a699"
"C49488","2023-12-15","Code_324","Code","http://www.cdisc.org","Yes","d1487698-9e6c-4a15-a0ca-17a6105be6b8"
"C83309","2023-12-15","Code_325","Code","http://www.cdisc.org","Laboratory Test Fasting Status","62baf057-efee-4beb-bbc7-95a90cc167b2"
"C64809","2023-12-15","Code_326","Code","http://www.cdisc.org","SODIUM","62ae8733-e328-4702-b009-4fa8d74d8dab"
"C25298","2023-12-15","Code_327","Code","http://www.cdisc.org","SYSBP","61e7548f-a8ef-4867-967c-99eaefb3e4f2"
"C77140","2023-12-15","Code_328","Code","http://www.cdisc.org","Clinical Test Result","13549b3e-d281-4650-b739-0ea94504cd1f"
"C49669","2023-12-15","Code_329","Code","http://www.cdisc.org","Unit of Pressure","9951f240-77bb-4dc8-a604-c9742269b325"
"C62122","2023-12-15","Code_330","Code","http://www.cdisc.org","Sitting","18e4e1cd-3f58-477e-9037-4f8661885043"
"C62166","2023-12-15","Code_331","Code","http://www.cdisc.org","Standing","30619e84-020a-4eed-abea-dfa0f98ecae3"
"C62167","2023-12-15","Code_332","Code","http://www.cdisc.org","Supine Position","a09f1209-53fd-4996-ae55-3037837c8b11"
"C62164","2023-12-15","Code_333","Code","http://www.cdisc.org","Body Position","df6ae4ae-f479-4113-aa77-6ec8f77a16d5"
"C12681","2023-12-15","Code_334","Code","http://www.cdisc.org","Brachial Artery","a883f8a5-4848-420d-80ed-f0f108702e88"
"C12687","2023-12-15","Code_335","Code","http://www.cdisc.org","Common Carotid Artery","8e64988f-472e-421b-9750-b0e48d112b9c"
"C32478","2023-12-15","Code_336","Code","http://www.cdisc.org","Dorsalis Pedis Artery","5136926e-fda2-4e94-a67b-51344ae72fb1"
"C12715","2023-12-15","Code_337","Code","http://www.cdisc.org","Femoral Artery","b5a7899d-ec11-466b-82e2-07d0e847186f"
"C12838","2023-12-15","Code_338","Code","http://www.cdisc.org","Radial Artery","b0fc007e-c726-430c-9780-5fecd15c88df"
"C13717","2023-12-15","Code_339","Code","http://www.cdisc.org","Anatomic Site","1540ce7a-1461-467d-ba0e-4654ac6618a3"
"C25229","2023-12-15","Code_340","Code","http://www.cdisc.org","Left","fc91e02e-5451-48b9-a661-2b26d1e14eaf"
"C25228","2023-12-15","Code_341","Code","http://www.cdisc.org","Right","6f65c111-1036-48b3-a0e1-0b5c4da94dfe"
"C25185","2023-12-15","Code_342","Code","http://www.cdisc.org","Laterality","7efc2cf2-fd7a-4755-96d9-f1ae1caa33e9"
"C25298","2023-12-15","Code_343","Code","http://www.cdisc.org","SYSBP","3615b3d4-68c7-4405-862b-abd850fccb18"
"C25299","2023-12-15","Code_344","Code","http://www.cdisc.org","DIABP","7e56fa4f-0575-47ae-a047-404f8049c62a"
"C77140","2023-12-15","Code_345","Code","http://www.cdisc.org","Clinical Test Result","1c54b001-4d77-4e66-9d49-f7a4097b6944"
"C49669","2023-12-15","Code_346","Code","http://www.cdisc.org","Unit of Pressure","efd932db-df05-4e2e-bf46-1ddcb2f24d74"
"C62122","2023-12-15","Code_347","Code","http://www.cdisc.org","Sitting","f1844319-5a12-4db6-a16f-44e6cb9e0772"
"C62166","2023-12-15","Code_348","Code","http://www.cdisc.org","Standing","b5e186e9-306b-49d1-ab07-763e578a68ea"
"C62167","2023-12-15","Code_349","Code","http://www.cdisc.org","Supine Position","758e074a-c3b0-413d-92fe-5710a36bff29"
"C62164","2023-12-15","Code_350","Code","http://www.cdisc.org","Body Position","1b6a4635-6587-47a2-84a2-c8d6d8c26cb7"
"C12681","2023-12-15","Code_351","Code","http://www.cdisc.org","Brachial Artery","c1337dad-3694-4740-8ac9-0692c834540a"
"C12687","2023-12-15","Code_352","Code","http://www.cdisc.org","Common Carotid Artery","e5925079-9c93-4637-bc77-4b40a5ca76b0"
"C32478","2023-12-15","Code_353","Code","http://www.cdisc.org","Dorsalis Pedis Artery","eb8d466a-ac9c-4c3b-9e47-9b80e0729d2b"
"C12715","2023-12-15","Code_354","Code","http://www.cdisc.org","Femoral Artery","774d6191-b72b-4dd3-b810-8b1ae42cfc67"
"C12838","2023-12-15","Code_355","Code","http://www.cdisc.org","Radial Artery","81906c95-107b-40f1-8abf-56a54ebdee53"
"C13717","2023-12-15","Code_356","Code","http://www.cdisc.org","Anatomic Site","c25be73a-f161-468e-b63c-3bec342fab0f"
"C25229","2023-12-15","Code_357","Code","http://www.cdisc.org","Left","c277dad8-c75e-41fc-8e4f-76d9a1ee4eff"
"C25228","2023-12-15","Code_358","Code","http://www.cdisc.org","Right","92c8a804-9414-4418-8057-40dcddd5c977"
"C25185","2023-12-15","Code_359","Code","http://www.cdisc.org","Laterality","b1257390-9b0d-48d7-b7ad-63fd8c2d9da0"
"C25299","2023-12-15","Code_360","Code","http://www.cdisc.org","DIABP","3e73ae8b-3259-49f8-9105-8bacb4a228a3"
"C49677","2023-12-15","Code_361","Code","http://www.cdisc.org","HR","1c118032-d547-4ebd-bb3f-679f4b838cbc"
"C77140","2023-12-15","Code_362","Code","http://www.cdisc.org","Clinical Test Result","12fe9e20-9e6d-47dd-ac09-f262e267c98b"
"C73688","2023-12-15","Code_363","Code","http://www.cdisc.org","Count per Minute","9a81c8dc-ff10-4f38-9471-6dc0ecb02a1b"
"C62122","2023-12-15","Code_364","Code","http://www.cdisc.org","Sitting","0d68bcb7-9a1f-4966-9379-ee99b944673c"
"C62166","2023-12-15","Code_365","Code","http://www.cdisc.org","Standing","4d7c3ebe-ca93-4c5d-9236-88a3a37837a2"
"C62167","2023-12-15","Code_366","Code","http://www.cdisc.org","Supine Position","969db498-1d23-45b3-a588-c4c53c8e4c0a"
"C62164","2023-12-15","Code_367","Code","http://www.cdisc.org","Body Position","11b3c846-6653-46de-966b-8aabfc8ac1a2"
"C12681","2023-12-15","Code_368","Code","http://www.cdisc.org","Brachial Artery","9232e4ff-ce34-4d02-94d9-baf0f895b7eb"
"C12687","2023-12-15","Code_369","Code","http://www.cdisc.org","Common Carotid Artery","e6179fe4-8f81-4529-9a5a-42d75a926939"
"C32478","2023-12-15","Code_370","Code","http://www.cdisc.org","Dorsalis Pedis Artery","da4d2782-3237-436e-aaf1-1b83f336675d"
"C12715","2023-12-15","Code_371","Code","http://www.cdisc.org","Femoral Artery","ab616a11-1572-40be-991d-6f877bc0c9bb"
"C12838","2023-12-15","Code_372","Code","http://www.cdisc.org","Radial Artery","46fed2c1-ec51-4649-8982-5e7aa0b57da8"
"C13717","2023-12-15","Code_373","Code","http://www.cdisc.org","Anatomic Site","593d5901-69bb-4375-a60c-e70d03737fa3"
"C25229","2023-12-15","Code_374","Code","http://www.cdisc.org","Left","6e063937-a3f1-4d59-a2a5-bbbd3ddaca59"
"C25228","2023-12-15","Code_375","Code","http://www.cdisc.org","Right","13b75aba-9a07-4384-8d1d-c7abbe06193f"
"C25185","2023-12-15","Code_376","Code","http://www.cdisc.org","Laterality","1ffd25d5-6747-4243-9b04-1bc702b1d27f"
"C49677","2023-12-15","Code_377","Code","http://www.cdisc.org","HR","74289f23-232a-42f7-b15a-712053952bb6"
"C25298","2023-12-15","Code_378","Code","http://www.cdisc.org","SYSBP","3f74d07c-97ff-4151-bc8d-8ceb43ddfbee"
"C77140","2023-12-15","Code_379","Code","http://www.cdisc.org","Clinical Test Result","126b3446-464a-47e5-97fe-85e2a9e9ea25"
"C49669","2023-12-15","Code_380","Code","http://www.cdisc.org","Unit of Pressure","e1badbc5-a612-427f-b5ad-2eea3480cb1d"
"C62122","2023-12-15","Code_381","Code","http://www.cdisc.org","Sitting","c428887f-d2ca-460c-b54b-3feacc15e6d1"
