"code","uuid:ID","id","codeSystem","decode","instanceType","codeSystemVersion"
"C113380","4a7f987b-e7ac-404c-a85b-d4409c746a9c","Code_169","http://www.cdisc.org","Disabling Adverse Event","Code","2023-12-15"
"C49487","cb2532ad-ee4e-442d-bd84-18afdb9aac54","Code_170","http://www.cdisc.org","No","Code","2023-12-15"
"C49488","5e93500a-ca36-49c3-b6ae-7b5ee9ed63ee","Code_171","http://www.cdisc.org","Yes","Code","2023-12-15"
"C48275","130fa629-e1f1-4687-afa0-6ec2f15e771c","Code_172","http://www.cdisc.org","Death Related to Adverse Event","Code","2023-12-15"
"C49487","69c87db9-e27f-4a77-b328-0a4fd6d422de","Code_173","http://www.cdisc.org","No","Code","2023-12-15"
"C49488","27295e52-221b-4598-8d19-8650551fa1c6","Code_174","http://www.cdisc.org","Yes","Code","2023-12-15"
"C83052","fc3093f3-3acd-4bb7-936d-7f64f48494ce","Code_175","http://www.cdisc.org","Adverse Event associated with Hospitalization","Code","2023-12-15"
"C49487","8539bc63-e23e-45aa-b4da-ea24df954bc0","Code_176","http://www.cdisc.org","No","Code","2023-12-15"
"C49488","e505c3af-891c-4c81-af8f-6c57b79df371","Code_177","http://www.cdisc.org","Yes","Code","2023-12-15"
"C84266","84745a8e-e0a8-43c1-9e17-1e5e17d4dda4","Code_178","http://www.cdisc.org","Life Threatening Adverse Event","Code","2023-12-15"
"C49487","4488e3c8-3dbb-4926-96b3-ef8f57595885","Code_179","http://www.cdisc.org","No","Code","2023-12-15"
"C49488","a797011c-e40d-4e3b-a693-5b144d1dfe34","Code_180","http://www.cdisc.org","Yes","Code","2023-12-15"
"C83214","478d1fcb-f425-4c5e-a897-edea67820efc","Code_181","http://www.cdisc.org","Adverse Event Occurred with Overdose","Code","2023-12-15"
"C49487","6d2d542a-a0bc-4c40-b2ee-593fac4977d2","Code_182","http://www.cdisc.org","No","Code","2023-12-15"
"C49488","c8bd9421-b3e3-4f66-8723-72b24a5eaff8","Code_183","http://www.cdisc.org","Yes","Code","2023-12-15"
"C83053","b2166790-f001-4aaf-beb0-b4fede486a75","Code_184","http://www.cdisc.org","Adverse Event Associated with Serious Medical Event","Code","2023-12-15"
"C49487","71ea13e5-2fe3-4959-b6a6-82c2c2eb68f5","Code_185","http://www.cdisc.org","No","Code","2023-12-15"
"C49488","66b9de8f-df29-4d44-8cf0-54a9b4cc8ed0","Code_186","http://www.cdisc.org","Yes","Code","2023-12-15"
"C83199","4dcfd62f-2859-4fce-9f62-910dbc214ff5","Code_187","http://www.cdisc.org","Adverse Event Concomitant Treatment","Code","2023-12-15"
"C83215","be3c8517-f744-4d33-be3b-db2026d4fbbb","Code_188","http://www.cdisc.org","Adverse Event Start Date Time","Code","2023-12-15"
"C83201","c14722fd-9ac9-419a-8d43-6d81618f2b38","Code_189","http://www.cdisc.org","Adverse Event End Date Time","Code","2023-12-15"
"C179175","2f63dc58-8874-410b-8a09-84df8f2b7859","Code_190","http://www.cdisc.org","Solicited Adverse Event","Code","2023-12-15"
"C25298","e33621ad-49d6-43d3-a590-2b6b6e69f43a","Code_191","http://www.cdisc.org","SYSBP","Code","2023-12-15"
"C77140","bda91e08-86c6-4557-952e-26cecc1b580a","Code_192","http://www.cdisc.org","Clinical Test Result","Code","2023-12-15"
"C49669","05713d63-3514-474d-8e49-a2a17be3004f","Code_193","http://www.cdisc.org","Unit of Pressure","Code","2023-12-15"
"C62122","f469c367-2e98-409f-9052-a748e3bbfd79","Code_194","http://www.cdisc.org","Sitting","Code","2023-12-15"
"C62166","b2baa91b-f7cd-4062-833f-993bc6d7cef0","Code_195","http://www.cdisc.org","Standing","Code","2023-12-15"
"C62167","58de0060-5784-4501-95e8-2be804ac4cbc","Code_196","http://www.cdisc.org","Supine Position","Code","2023-12-15"
"C62164","2cef21cd-ef34-4375-b672-72184dd25f32","Code_197","http://www.cdisc.org","Body Position","Code","2023-12-15"
"C12681","6ccb6f86-8356-4a2b-9814-b3f3849af04a","Code_198","http://www.cdisc.org","Brachial Artery","Code","2023-12-15"
"C12687","30582996-e7a9-4c55-a25f-b5bd16753d87","Code_199","http://www.cdisc.org","Common Carotid Artery","Code","2023-12-15"
"C32478","73e96184-e511-44cf-8fd9-c0cf466f6f5a","Code_200","http://www.cdisc.org","Dorsalis Pedis Artery","Code","2023-12-15"
"C12715","15e19f22-88be-4025-b9af-56a977374fcf","Code_201","http://www.cdisc.org","Femoral Artery","Code","2023-12-15"
"C12838","2dc4e152-c48d-40d3-a623-9f43d11f5020","Code_202","http://www.cdisc.org","Radial Artery","Code","2023-12-15"
"C13717","15ddca50-e052-4389-b4f7-cd2bb3f7d844","Code_203","http://www.cdisc.org","Anatomic Site","Code","2023-12-15"
"C25229","995f5824-2faa-496c-bc98-3ce61e9032df","Code_204","http://www.cdisc.org","Left","Code","2023-12-15"
"C25228","7981f1dd-76f1-4de0-bd41-d295c20ea6f4","Code_205","http://www.cdisc.org","Right","Code","2023-12-15"
"C25185","80919404-8a65-4c48-89c3-3e394123837d","Code_206","http://www.cdisc.org","Laterality","Code","2023-12-15"
"C25298","1e89a270-e064-4975-9926-12a969466176","Code_207","http://www.cdisc.org","SYSBP","Code","2023-12-15"
"C25299","eb6b7393-feee-451c-b7c0-76880968d4de","Code_208","http://www.cdisc.org","DIABP","Code","2023-12-15"
"C77140","e5e49043-330d-4d43-8bdf-79d619551dd0","Code_209","http://www.cdisc.org","Clinical Test Result","Code","2023-12-15"
"C49669","02584666-9674-4f66-a7db-06204adf9f2e","Code_210","http://www.cdisc.org","Unit of Pressure","Code","2023-12-15"
"C62122","30b283c9-5b32-4593-8591-6b012acb9043","Code_211","http://www.cdisc.org","Sitting","Code","2023-12-15"
"C62166","ddbfa126-e3ba-45ec-9be9-824314e3da73","Code_212","http://www.cdisc.org","Standing","Code","2023-12-15"
"C62167","31186649-a3c0-4fe2-bada-1afeb4af4785","Code_213","http://www.cdisc.org","Supine Position","Code","2023-12-15"
"C62164","bc2c1df8-7a52-4ed4-929d-3d129f11931a","Code_214","http://www.cdisc.org","Body Position","Code","2023-12-15"
"C12681","5b07bb67-d175-4b57-a8e9-2ce1084726ba","Code_215","http://www.cdisc.org","Brachial Artery","Code","2023-12-15"
"C12687","06806d7b-692f-447e-add2-ccc6ce421432","Code_216","http://www.cdisc.org","Common Carotid Artery","Code","2023-12-15"
"C32478","9ac4f6a0-ac1b-4523-93c7-f0bfb34fa102","Code_217","http://www.cdisc.org","Dorsalis Pedis Artery","Code","2023-12-15"
"C12715","135eca6d-e85f-4a92-827b-3d382690862e","Code_218","http://www.cdisc.org","Femoral Artery","Code","2023-12-15"
"C12838","47f1fcc5-5110-4f0e-887f-a394ffb0c421","Code_219","http://www.cdisc.org","Radial Artery","Code","2023-12-15"
"C13717","1e34e6ce-af15-44e1-b3ef-bbc5d140c456","Code_220","http://www.cdisc.org","Anatomic Site","Code","2023-12-15"
"C25229","acdfa580-b8bc-4397-b7ac-2e90c053b925","Code_221","http://www.cdisc.org","Left","Code","2023-12-15"
"C25228","5a3003e6-e00a-4b55-bebf-8f2eb8ecb6de","Code_222","http://www.cdisc.org","Right","Code","2023-12-15"
"C25185","6d4bb337-1ba7-45f9-9321-7c62216fe94c","Code_223","http://www.cdisc.org","Laterality","Code","2023-12-15"
"C25299","953a0696-b20e-4e5b-bea8-a3cb04c6d72f","Code_224","http://www.cdisc.org","DIABP","Code","2023-12-15"
"C174446","52d3b137-466e-41c9-96ba-5d7185ce398a","Code_225","http://www.cdisc.org","TEMP","Code","2023-12-15"
"C77140","ebc1eb17-b34a-42de-8e83-aaac1d3fed94","Code_226","http://www.cdisc.org","Clinical Test Result","Code","2023-12-15"
"C42559","9abb2945-c362-436f-a567-fbcfc1dda773","Code_227","http://www.cdisc.org","Degree Celsius","Code","2023-12-15"
"C44277","c80ebdf9-c45c-4afa-80f3-16f9d06fb846","Code_228","http://www.cdisc.org","Degree Fahrenheit","Code","2023-12-15"
"C42537","1b36a8c0-0393-4c02-adad-d3b94a5b640c","Code_229","http://www.cdisc.org","Kelvin","Code","2023-12-15"
"C44276","b3304b6c-4db8-4726-9257-a04177550ccf","Code_230","http://www.cdisc.org","Unit of Temperature","Code","2023-12-15"
"C12674","b3b73283-a03b-4dfd-8137-73ff667a5456","Code_231","http://www.cdisc.org","Axilla","Code","2023-12-15"
"C12394","7685d107-c218-439c-810e-8284b0c2000e","Code_232","http://www.cdisc.org","Ear","Code","2023-12-15"
"C89803","4f76c3e9-1a60-443c-9f18-6ad68eee0ed2","Code_233","http://www.cdisc.org","Forehead","Code","2023-12-15"
"C12421","059d90d2-df66-4017-a6d7-564bc37e2df1","Code_234","http://www.cdisc.org","Oral Cavity","Code","2023-12-15"
"C12390","8564073e-0033-45b7-854a-37d353ecf835","Code_235","http://www.cdisc.org","Rectum","Code","2023-12-15"
"C13717","01f31777-1ec8-4fac-a70b-7f3e3073fa91","Code_236","http://www.cdisc.org","Anatomic Site","Code","2023-12-15"
"C174446","4a4293ff-c5db-48a6-89b9-1e1b93824ff9","Code_237","http://www.cdisc.org","TEMP","Code","2023-12-15"
"C25208","1574805a-2bae-49c7-8161-dbee5e3a5416","Code_238","http://www.cdisc.org","WEIGHT","Code","2023-12-15"
"C77140","f5981e41-eeca-498d-b48b-b2845a5c3f16","Code_239","http://www.cdisc.org","Clinical Test Result","Code","2023-12-15"
"C48531","ed424797-fca3-4aaa-aaa8-3892293770c6","Code_240","http://www.cdisc.org","Pound","Code","2023-12-15"
"C48155","210fafbe-819f-473c-8e32-abdb9ff7499b","Code_241","http://www.cdisc.org","Gram","Code","2023-12-15"
"C28252","3d4e4464-f96d-4d5a-b69c-ac0e0891d0c8","Code_242","http://www.cdisc.org","Kilogram","Code","2023-12-15"
"C48208","11ad54b5-05cf-4009-b86d-14dc111f3fc1","Code_243","http://www.cdisc.org","Unit of Weight","Code","2023-12-15"
"C25208","b85fdb6e-7bec-496e-b357-5b1bfa6f5253","Code_244","http://www.cdisc.org","WEIGHT","Code","2023-12-15"
"C25347","565a5df6-d4e4-4575-976e-1c34a7756e6d","Code_245","http://www.cdisc.org","HEIGHT","Code","2023-12-15"
"C77140","9dde3365-06af-42d9-b253-d64c010ed3eb","Code_246","http://www.cdisc.org","Clinical Test Result","Code","2023-12-15"
"C49668","a1c5eac0-18db-4ad3-b4d4-27eda8b30bdd","Code_247","http://www.cdisc.org","Centimeter","Code","2023-12-15"
"C48500","144db308-8997-42b6-a918-7cdecaabc280","Code_248","http://www.cdisc.org","Inch","Code","2023-12-15"
"C41139","bf895048-87c2-4aef-983c-7a1ea06af9f1","Code_249","http://www.cdisc.org","Meter","Code","2023-12-15"
"C168688","0ba0f79f-a991-45fd-9337-68ba444a82f3","Code_250","http://www.cdisc.org","Unit of Height","Code","2023-12-15"
"C25347","06da247d-1fc9-4dfb-a8a9-e26cbab96706","Code_251","http://www.cdisc.org","HEIGHT","Code","2023-12-15"
"C64433","50073f88-61ef-4fb0-a3e6-3d9fe7f5a821","Code_252","http://www.cdisc.org","ALT","Code","2023-12-15"
"C36292","4dfd1e3e-55c5-4b4c-a7a3-6b7e8225e8d2","Code_253","http://www.cdisc.org","Laboratory Test Result","Code","2023-12-15"
"C67456","fc8f6a3a-9fc4-4f24-85a4-6926e93ef5c3","Code_254","http://www.cdisc.org","Unit per Liter","Code","2023-12-15"
"C67397","471f663f-59e0-4cc5-b9d6-0b52730ec5da","Code_255","http://www.cdisc.org","Microkatal per Liter","Code","2023-12-15"
"C67376","17eea456-ea90-47a2-b9cb-0955da5eb24e","Code_256","http://www.cdisc.org","International Unit per Liter","Code","2023-12-15"
"C70510","721394de-3c44-4e68-86d3-c1ba75f96816","Code_257","http://www.cdisc.org","Nanokatal per Liter","Code","2023-12-15"
"C67365","75093da2-5e47-474d-b92a-1be1df2694bc","Code_258","http://www.cdisc.org","Unit of Catalytic Activity Concentration","Code","2023-12-15"
"C70713","e5e1197a-cb30-42c4-800e-b1e6db77a7df","Code_259","http://www.cdisc.org","Biospecimen Type","Code","2023-12-15"
"C49487","c4449809-b49a-427f-92a3-18cad31f87f6","Code_260","http://www.cdisc.org","No","Code","2023-12-15"
"C49488","be2bf588-3f03-45f5-a13d-17e7739fed0d","Code_261","http://www.cdisc.org","Yes","Code","2023-12-15"
"C83309","0df876ad-3dd8-466e-9942-f962bae9569a","Code_262","http://www.cdisc.org","Laboratory Test Fasting Status","Code","2023-12-15"
"C64433","23c29d21-ca50-4e49-9a0a-c3ca06f78a03","Code_263","http://www.cdisc.org","ALT","Code","2023-12-15"
"C64431","b042829d-bab4-4772-ae68-87db8712dac8","Code_264","http://www.cdisc.org","ALB","Code","2023-12-15"
"C36292","0afc6c32-8a5b-4eff-a714-476695c35b77","Code_265","http://www.cdisc.org","Laboratory Test Result","Code","2023-12-15"
"C70713","87889438-2f5f-4f77-ac13-3de7a1bb959d","Code_266","http://www.cdisc.org","Biospecimen Type","Code","2023-12-15"
"C49487","721698f8-5b4c-471e-9af4-60c0b3331782","Code_267","http://www.cdisc.org","No","Code","2023-12-15"
"C49488","f6faf59e-2e50-4e3f-b50e-23cc7bb0f190","Code_268","http://www.cdisc.org","Yes","Code","2023-12-15"
"C83309","384453b8-3ccb-47f4-8312-2c8a55c1eab1","Code_269","http://www.cdisc.org","Laboratory Test Fasting Status","Code","2023-12-15"
"C64431","05791e31-e766-452b-a9b2-78f58697866a","Code_270","http://www.cdisc.org","ALB","Code","2023-12-15"
"C64432","2f4d268c-5fd7-4b5c-9240-4cab1bda004c","Code_271","http://www.cdisc.org","ALP","Code","2023-12-15"
"C36292","fdb16133-72dc-4d16-bbcd-321d96167803","Code_272","http://www.cdisc.org","Laboratory Test Result","Code","2023-12-15"
"C67456","e8931f95-4619-42a4-8377-ba0c23869225","Code_273","http://www.cdisc.org","Unit per Liter","Code","2023-12-15"
"C67397","3ce91cf8-2ea6-413a-9dda-a965d0b2e4a8","Code_274","http://www.cdisc.org","Microkatal per Liter","Code","2023-12-15"
"C67376","ed46bc87-d138-43df-a36d-4f3596a25bf9","Code_275","http://www.cdisc.org","International Unit per Liter","Code","2023-12-15"
"C67365","788988a0-b54a-42d6-ab7e-f13dd6c04906","Code_276","http://www.cdisc.org","Unit of Catalytic Activity Concentration","Code","2023-12-15"
"C70713","d940355e-25db-4926-9f89-237f71f9da12","Code_277","http://www.cdisc.org","Biospecimen Type","Code","2023-12-15"
"C49487","bb24803d-9459-4fb9-bf99-16adb65f3f87","Code_278","http://www.cdisc.org","No","Code","2023-12-15"
"C49488","336afb15-99d7-4745-b1e2-814f55b50bf0","Code_279","http://www.cdisc.org","Yes","Code","2023-12-15"
"C83309","d68f9fa9-ba94-4494-9b7f-0c052932336b","Code_280","http://www.cdisc.org","Laboratory Test Fasting Status","Code","2023-12-15"
"C64432","bef88747-5ece-4d3c-8249-ace59a7e777b","Code_281","http://www.cdisc.org","ALP","Code","2023-12-15"
"C64467","a3781292-b8d2-45e8-8fca-9c9574bb2004","Code_282","http://www.cdisc.org","AST","Code","2023-12-15"
"C36292","22db9a07-df5a-4b5e-a8a7-67d3b42b123e","Code_283","http://www.cdisc.org","Laboratory Test Result","Code","2023-12-15"
"C67456","9152a20a-f43f-4ee3-b10b-88e9e5f0de03","Code_284","http://www.cdisc.org","Unit per Liter","Code","2023-12-15"
"C67397","d589be9a-cc9e-4966-b96e-ea60759d421d","Code_285","http://www.cdisc.org","Microkatal per Liter","Code","2023-12-15"
"C67376","93d3c8ca-e429-4c29-8fe2-126a63046c5e","Code_286","http://www.cdisc.org","International Unit per Liter","Code","2023-12-15"
"C67365","317d1ee4-d532-4f95-9e3d-9ec5abf9d658","Code_287","http://www.cdisc.org","Unit of Catalytic Activity Concentration","Code","2023-12-15"
"C70713","18c845a2-3aa6-45dc-a0ad-ae25d12e1f4c","Code_288","http://www.cdisc.org","Biospecimen Type","Code","2023-12-15"
"C49487","9332fad5-1c0f-4ceb-ba38-11cea86f9559","Code_289","http://www.cdisc.org","No","Code","2023-12-15"
"C49488","4a9adba3-1389-4b90-a6d4-a5f178b5a752","Code_290","http://www.cdisc.org","Yes","Code","2023-12-15"
"C83309","daf11369-c89d-4fa1-89cd-c39050124a7b","Code_291","http://www.cdisc.org","Laboratory Test Fasting Status","Code","2023-12-15"
"C64467","dc9e0991-fea7-4216-b76e-62d741622994","Code_292","http://www.cdisc.org","AST","Code","2023-12-15"
"C64547","e7bee551-2d44-4ce9-a4da-ad411b10ef51","Code_293","http://www.cdisc.org","CREAT","Code","2023-12-15"
"C36292","8c1308db-0d90-44b2-891f-3866f822b567","Code_294","http://www.cdisc.org","Laboratory Test Result","Code","2023-12-15"
"C67015","dff2d922-d6a0-459c-b204-ed24dadf3991","Code_295","http://www.cdisc.org","Milligram per Deciliter","Code","2023-12-15"
"C64572","4dd47ca8-ae41-4eed-a2fa-f35dfb72a3cb","Code_296","http://www.cdisc.org","Microgram per Milliliter","Code","2023-12-15"
"C64387","e7352ccd-147d-434e-a231-766c33254611","Code_297","http://www.cdisc.org","Millimole per Liter","Code","2023-12-15"
"C48508","bf9e38ec-d7e4-4ace-935d-d55a4f8f11fe","Code_298","http://www.cdisc.org","Micromole per Liter","Code","2023-12-15"
"C48207","79a667f7-1d82-4900-8ed3-8390ce72e0e9","Code_299","http://www.cdisc.org","Unit of Concentration","Code","2023-12-15"
"C70713","76c78b4d-b0f4-40cb-a3d7-7ddb6762c152","Code_300","http://www.cdisc.org","Biospecimen Type","Code","2023-12-15"
"C49487","db8d723f-9dcb-42cb-ade9-55869bdf85ed","Code_301","http://www.cdisc.org","No","Code","2023-12-15"
"C49488","c8d03d3d-f3cb-405a-b476-fcaa3be377fb","Code_302","http://www.cdisc.org","Yes","Code","2023-12-15"
"C83309","bc48ac9f-14bf-4dec-9f0c-f2f4145149ff","Code_303","http://www.cdisc.org","Laboratory Test Fasting Status","Code","2023-12-15"
"C64547","bf768bd6-fae1-4051-a61b-5cb7194a1cae","Code_304","http://www.cdisc.org","CREAT","Code","2023-12-15"
"C64853","ae5a46d5-5bc0-49b0-895f-b38041c18366","Code_305","http://www.cdisc.org","K","Code","2023-12-15"
"C36292","aec33a5e-0826-4cc9-83ea-83b57431c9ba","Code_306","http://www.cdisc.org","Laboratory Test Result","Code","2023-12-15"
"C67474","9c786710-fd4f-4242-afbb-48b30fba43b2","Code_307","http://www.cdisc.org","Milliequivalent per Liter","Code","2023-12-15"
"C67473","7de3b2f7-c17e-4e89-80d8-882ab249a258","Code_308","http://www.cdisc.org","Milliequivalent per Deciliter","Code","2023-12-15"
"C64387","94bc8f1e-c4b6-47db-80c2-bb9a1981f825","Code_309","http://www.cdisc.org","Millimole per Liter","Code","2023-12-15"
"C64567","8ce8c2af-c41d-403b-b9c3-1cca7b084210","Code_310","http://www.cdisc.org","Molarity Unit","Code","2023-12-15"
"C70713","7a266070-ec43-46ff-b008-b288a3f5bb6a","Code_311","http://www.cdisc.org","Biospecimen Type","Code","2023-12-15"
"C49487","4785ef63-14aa-43fa-bbf2-952fa201c0b5","Code_312","http://www.cdisc.org","No","Code","2023-12-15"
"C49488","228d8adf-93cb-46c2-beb8-e00b44650702","Code_313","http://www.cdisc.org","Yes","Code","2023-12-15"
"C83309","34f74bc3-08b3-48d0-a969-116509878ab9","Code_314","http://www.cdisc.org","Laboratory Test Fasting Status","Code","2023-12-15"
"C64853","8a4689d5-a4e9-46b0-8a79-30055bbef078","Code_315","http://www.cdisc.org","K","Code","2023-12-15"
"C64809","59b5fda2-6ce4-4452-b604-01016d69df07","Code_316","http://www.cdisc.org","SODIUM","Code","2023-12-15"
"C36292","b27f4037-d57a-4717-82a7-80332efc68db","Code_317","http://www.cdisc.org","Laboratory Test Result","Code","2023-12-15"
"C67474","2bffa55f-f411-4141-89c7-2cfed4a0bbca","Code_318","http://www.cdisc.org","Milliequivalent per Liter","Code","2023-12-15"
"C67473","aa53c230-8e41-413f-a346-65bbe75ea1d0","Code_319","http://www.cdisc.org","Milliequivalent per Deciliter","Code","2023-12-15"
"C64387","573616c1-a078-472d-9bcf-ce75775d9201","Code_320","http://www.cdisc.org","Millimole per Liter","Code","2023-12-15"
"C64567","ea0b0efe-24b7-46aa-b224-8850534b7c7d","Code_321","http://www.cdisc.org","Molarity Unit","Code","2023-12-15"
"C70713","7b57079c-ebd2-4fdd-af64-414e96fc9c23","Code_322","http://www.cdisc.org","Biospecimen Type","Code","2023-12-15"
"C49487","480c4e2f-c378-4b10-bbff-0a63d2ca1d19","Code_323","http://www.cdisc.org","No","Code","2023-12-15"
"C49488","de8352bc-b90c-4bd8-9edf-3ef61f09c624","Code_324","http://www.cdisc.org","Yes","Code","2023-12-15"
"C83309","54f94eb6-77aa-498d-8c92-da3a19b35c69","Code_325","http://www.cdisc.org","Laboratory Test Fasting Status","Code","2023-12-15"
"C64809","aac73e77-ce8a-4824-b0bd-f3b945d809bb","Code_326","http://www.cdisc.org","SODIUM","Code","2023-12-15"
"C25298","d3924c55-b2b6-4e3c-b560-9ce419afabba","Code_327","http://www.cdisc.org","SYSBP","Code","2023-12-15"
"C77140","2391b644-8370-45b0-b131-8f515e37c690","Code_328","http://www.cdisc.org","Clinical Test Result","Code","2023-12-15"
"C49669","588e5061-ac70-4b82-8eba-3f7a023c656a","Code_329","http://www.cdisc.org","Unit of Pressure","Code","2023-12-15"
"C62122","d5b00b47-2bd8-452a-bdfa-f04bfda593ee","Code_330","http://www.cdisc.org","Sitting","Code","2023-12-15"
"C62166","9b4cd152-01fd-48c5-b6c4-f053a6d59be1","Code_331","http://www.cdisc.org","Standing","Code","2023-12-15"
"C62167","f16a053b-6a8f-42a8-8df7-8516ce8dca47","Code_332","http://www.cdisc.org","Supine Position","Code","2023-12-15"
"C62164","242d6c9f-268f-4320-8d2b-c1bc457fb22a","Code_333","http://www.cdisc.org","Body Position","Code","2023-12-15"
"C12681","f19bc3a7-919c-4592-9b5f-6349e56490cc","Code_334","http://www.cdisc.org","Brachial Artery","Code","2023-12-15"
"C12687","c1b4c860-5389-4a30-b96d-e076505e111d","Code_335","http://www.cdisc.org","Common Carotid Artery","Code","2023-12-15"
"C32478","7af657bd-5ae8-48cc-8546-a0eb3a6b1f9b","Code_336","http://www.cdisc.org","Dorsalis Pedis Artery","Code","2023-12-15"
"C12715","39a949e4-9f30-4233-88f8-aeef18e218bd","Code_337","http://www.cdisc.org","Femoral Artery","Code","2023-12-15"
"C12838","bc1e7b5d-b855-4b26-8910-93571966a3ea","Code_338","http://www.cdisc.org","Radial Artery","Code","2023-12-15"
"C13717","18fe64ae-9d10-4866-a38d-4809499484c8","Code_339","http://www.cdisc.org","Anatomic Site","Code","2023-12-15"
"C25229","ad6d503b-4833-4ddd-ba0f-8c7f420c38bb","Code_340","http://www.cdisc.org","Left","Code","2023-12-15"
"C25228","e89e3f17-5913-4787-9c36-09efd4e14225","Code_341","http://www.cdisc.org","Right","Code","2023-12-15"
"C25185","7a76b3ef-040f-4c67-8c39-bcca368d0d0e","Code_342","http://www.cdisc.org","Laterality","Code","2023-12-15"
"C25298","3068210f-d3b2-478b-a574-7185e4f831f2","Code_343","http://www.cdisc.org","SYSBP","Code","2023-12-15"
"C25299","48ac1e2d-7161-4fe6-9884-8937f33187c4","Code_344","http://www.cdisc.org","DIABP","Code","2023-12-15"
"C77140","64f19d46-f17f-4d6d-a61d-4bb9d5d8c9b0","Code_345","http://www.cdisc.org","Clinical Test Result","Code","2023-12-15"
"C49669","68f71229-a2f2-4f07-b05f-8030d4a2dbe0","Code_346","http://www.cdisc.org","Unit of Pressure","Code","2023-12-15"
"C62122","5dc0e646-cd00-4890-be9e-fae1b3468abc","Code_347","http://www.cdisc.org","Sitting","Code","2023-12-15"
"C62166","3efaa4ec-8593-4118-8b34-6d7a46502e5a","Code_348","http://www.cdisc.org","Standing","Code","2023-12-15"
"C62167","1690581c-e767-4f17-acca-7ecaed071cf1","Code_349","http://www.cdisc.org","Supine Position","Code","2023-12-15"
"C62164","27310df2-7ee2-46ca-9dc2-9bec190fb729","Code_350","http://www.cdisc.org","Body Position","Code","2023-12-15"
"C12681","ca7b8171-6727-401d-939d-e55cea8c2644","Code_351","http://www.cdisc.org","Brachial Artery","Code","2023-12-15"
"C12687","0728ebc8-29d7-42a4-ba40-53b96bac969f","Code_352","http://www.cdisc.org","Common Carotid Artery","Code","2023-12-15"
"C32478","98fabb5a-dfd8-4212-a738-fd1371f66cd5","Code_353","http://www.cdisc.org","Dorsalis Pedis Artery","Code","2023-12-15"
"C12715","b53e4669-937f-4810-8b66-887caf66c5ae","Code_354","http://www.cdisc.org","Femoral Artery","Code","2023-12-15"
"C12838","a96c8861-1be6-45fb-870d-9191070b81ed","Code_355","http://www.cdisc.org","Radial Artery","Code","2023-12-15"
"C13717","54a62feb-efe8-466f-ba55-555028a6c9e9","Code_356","http://www.cdisc.org","Anatomic Site","Code","2023-12-15"
"C25229","c3faafaf-1125-4ca8-a26d-a8a89aec9989","Code_357","http://www.cdisc.org","Left","Code","2023-12-15"
"C25228","cb779ace-2a1d-4969-95da-ba91e8722bb1","Code_358","http://www.cdisc.org","Right","Code","2023-12-15"
"C25185","c5fa6d1c-6e69-4373-a825-eb7a06ec9acc","Code_359","http://www.cdisc.org","Laterality","Code","2023-12-15"
"C25299","6bc6a4f2-ce46-4d9d-a4ca-9418dd1881ae","Code_360","http://www.cdisc.org","DIABP","Code","2023-12-15"
"C49677","be50b76b-0f7b-4d55-8778-5c44d5d56ea4","Code_361","http://www.cdisc.org","HR","Code","2023-12-15"
"C77140","f63e2607-8664-4db0-8bd6-d28f7dfc6ded","Code_362","http://www.cdisc.org","Clinical Test Result","Code","2023-12-15"
"C73688","e6f44308-55de-4235-afe2-fa4410078d3a","Code_363","http://www.cdisc.org","Count per Minute","Code","2023-12-15"
"C62122","e036cf43-032c-4e49-8a81-da2da2116bdf","Code_364","http://www.cdisc.org","Sitting","Code","2023-12-15"
"C62166","8032b978-2d84-4b26-9885-48c9946aa624","Code_365","http://www.cdisc.org","Standing","Code","2023-12-15"
"C62167","6766dc77-65d3-435d-aa63-484697d433dc","Code_366","http://www.cdisc.org","Supine Position","Code","2023-12-15"
"C62164","e4685c76-baa4-41be-8099-8583cdf05b11","Code_367","http://www.cdisc.org","Body Position","Code","2023-12-15"
"C12681","5313ac48-4ba7-443f-a4e9-004f1807a8bd","Code_368","http://www.cdisc.org","Brachial Artery","Code","2023-12-15"
"C12687","60844b11-382a-4991-8f39-40dc84800444","Code_369","http://www.cdisc.org","Common Carotid Artery","Code","2023-12-15"
"C32478","f39615b1-3301-46c4-b699-5348f0cdfa74","Code_370","http://www.cdisc.org","Dorsalis Pedis Artery","Code","2023-12-15"
"C12715","42bb4acd-2e62-426d-8cb1-332e655000f1","Code_371","http://www.cdisc.org","Femoral Artery","Code","2023-12-15"
"C12838","2e58ab68-0664-4351-b530-931cef3fb357","Code_372","http://www.cdisc.org","Radial Artery","Code","2023-12-15"
"C13717","27e6a3a9-cb9e-428e-9bf5-15133976d0b1","Code_373","http://www.cdisc.org","Anatomic Site","Code","2023-12-15"
"C25229","8aac4e92-7df4-4627-936a-697fffee7fb7","Code_374","http://www.cdisc.org","Left","Code","2023-12-15"
"C25228","a351ebc2-0ff3-4629-b572-1994a8b1f5e4","Code_375","http://www.cdisc.org","Right","Code","2023-12-15"
"C25185","9882330d-7863-4767-91b8-d603538ca008","Code_376","http://www.cdisc.org","Laterality","Code","2023-12-15"
"C49677","97ef4914-38d6-4d67-9e45-fd616d0701e8","Code_377","http://www.cdisc.org","HR","Code","2023-12-15"
"C25298","b84fca9e-7a9a-43f5-a732-390705f60c86","Code_378","http://www.cdisc.org","SYSBP","Code","2023-12-15"
