"codeSystem","id","codeSystemVersion","instanceType","decode","code","uuid:ID"
"http://www.cdisc.org","Code_169","2023-12-15","Code","Disabling Adverse Event","C113380","071c1180-42e5-4388-86a7-fac2be2d661e"
"http://www.cdisc.org","Code_170","2023-12-15","Code","No","C49487","b9de7de3-1383-45e9-bb6c-8d8a01794dc7"
"http://www.cdisc.org","Code_171","2023-12-15","Code","Yes","C49488","167f34eb-9e03-4597-9ce8-97675c10db4a"
"http://www.cdisc.org","Code_172","2023-12-15","Code","Death Related to Adverse Event","C48275","18023ff1-9caf-47f1-ace6-3e1adc3c2a9d"
"http://www.cdisc.org","Code_173","2023-12-15","Code","No","C49487","7449f84f-9fbd-448a-a842-78f3ff42aa12"
"http://www.cdisc.org","Code_174","2023-12-15","Code","Yes","C49488","7067ef26-2a79-4c1c-a1a4-3614267573fc"
"http://www.cdisc.org","Code_175","2023-12-15","Code","Adverse Event associated with Hospitalization","C83052","8d31dafa-023b-4a30-a6a6-350045c65ea0"
"http://www.cdisc.org","Code_176","2023-12-15","Code","No","C49487","4a08966f-8467-42d7-84d4-098487f60f6b"
"http://www.cdisc.org","Code_177","2023-12-15","Code","Yes","C49488","21cbf333-8930-4413-b010-ae94208d81e8"
"http://www.cdisc.org","Code_178","2023-12-15","Code","Life Threatening Adverse Event","C84266","726880dd-1248-402b-a2cd-9a937ae97fcf"
"http://www.cdisc.org","Code_179","2023-12-15","Code","No","C49487","0c54775d-0adf-4f35-8e6f-ecb40492571c"
"http://www.cdisc.org","Code_180","2023-12-15","Code","Yes","C49488","025d0eb1-68df-449d-81ef-aee1cca9d38c"
"http://www.cdisc.org","Code_181","2023-12-15","Code","Adverse Event Occurred with Overdose","C83214","2a4eb825-f29a-4c00-8109-14244dd95856"
"http://www.cdisc.org","Code_182","2023-12-15","Code","No","C49487","ede207a3-2eb1-4993-9ba4-fddb52980c04"
"http://www.cdisc.org","Code_183","2023-12-15","Code","Yes","C49488","52233599-2d76-4b4f-8123-5a70c82bf006"
"http://www.cdisc.org","Code_184","2023-12-15","Code","Adverse Event Associated with Serious Medical Event","C83053","7feedda8-f9f2-431d-8a2b-470f42787f1e"
"http://www.cdisc.org","Code_185","2023-12-15","Code","No","C49487","086464a1-f365-45d3-a209-612010f88091"
"http://www.cdisc.org","Code_186","2023-12-15","Code","Yes","C49488","25c14c09-9813-469c-82cf-3a077f3f8884"
"http://www.cdisc.org","Code_187","2023-12-15","Code","Adverse Event Concomitant Treatment","C83199","02ab38ac-4512-4ce2-91c5-e99b9256dd22"
"http://www.cdisc.org","Code_188","2023-12-15","Code","Adverse Event Start Date Time","C83215","d58f5963-3da6-4f69-a397-4a22cfaf9e98"
"http://www.cdisc.org","Code_189","2023-12-15","Code","Adverse Event End Date Time","C83201","8908087a-9ec5-4fe1-a39c-648b353913c9"
"http://www.cdisc.org","Code_190","2023-12-15","Code","Solicited Adverse Event","C179175","be17cffd-4711-4957-a552-a1bf20123def"
"http://www.cdisc.org","Code_191","2023-12-15","Code","SYSBP","C25298","b63a3d41-c5c4-4b46-88da-4829a32953b0"
"http://www.cdisc.org","Code_192","2023-12-15","Code","Clinical Test Result","C77140","6ff0b21c-3a09-443b-8914-02abfee06e69"
"http://www.cdisc.org","Code_193","2023-12-15","Code","Unit of Pressure","C49669","eb1ea6fa-1e8d-44ce-b8e6-c6f6c1cae231"
"http://www.cdisc.org","Code_194","2023-12-15","Code","Sitting","C62122","180919f8-f245-476c-8d46-d4371fa7e7d0"
"http://www.cdisc.org","Code_195","2023-12-15","Code","Standing","C62166","ead81b31-e128-4d6b-8d4d-2993c22b02cb"
"http://www.cdisc.org","Code_196","2023-12-15","Code","Supine Position","C62167","56f31b89-bb37-460e-9d9c-e6eb1d60a2c6"
"http://www.cdisc.org","Code_197","2023-12-15","Code","Body Position","C62164","2b154202-861e-4dca-87fd-b22a4a9f4af5"
"http://www.cdisc.org","Code_198","2023-12-15","Code","Brachial Artery","C12681","891dcd8e-a576-4906-a8b4-e6bf634932fd"
"http://www.cdisc.org","Code_199","2023-12-15","Code","Common Carotid Artery","C12687","d0442b4c-984d-418f-b75f-98515eb8b90d"
"http://www.cdisc.org","Code_200","2023-12-15","Code","Dorsalis Pedis Artery","C32478","8695a76d-24d0-4a84-9aa6-5465811273cb"
"http://www.cdisc.org","Code_201","2023-12-15","Code","Femoral Artery","C12715","0e77d26f-ded7-4aa0-baa2-6edb600fbbfa"
"http://www.cdisc.org","Code_202","2023-12-15","Code","Radial Artery","C12838","f2880ddf-3d02-4c6c-a829-427550812f17"
"http://www.cdisc.org","Code_203","2023-12-15","Code","Anatomic Site","C13717","0475833c-31c7-46fd-88b5-02381cd4f051"
"http://www.cdisc.org","Code_204","2023-12-15","Code","Left","C25229","dfba5c9e-8bb2-466d-b434-462ccfdbd00c"
"http://www.cdisc.org","Code_205","2023-12-15","Code","Right","C25228","54cf0513-b60e-4e75-bd05-fd748978c608"
"http://www.cdisc.org","Code_206","2023-12-15","Code","Laterality","C25185","692da126-bf87-4ad3-8fdf-8b2bba84f4f5"
"http://www.cdisc.org","Code_207","2023-12-15","Code","SYSBP","C25298","cec57aef-16a1-4c88-ab55-76fee1fa2daa"
"http://www.cdisc.org","Code_208","2023-12-15","Code","DIABP","C25299","bfa8ebd6-8777-4775-a50b-5de22d6052fe"
"http://www.cdisc.org","Code_209","2023-12-15","Code","Clinical Test Result","C77140","939f5fb5-92ff-471c-a8cb-1d3361e7585e"
"http://www.cdisc.org","Code_210","2023-12-15","Code","Unit of Pressure","C49669","be572ce7-ca77-4289-ab58-9fdbb46c88bd"
"http://www.cdisc.org","Code_211","2023-12-15","Code","Sitting","C62122","85dea397-203c-4019-b1e7-b2f73329a8c5"
"http://www.cdisc.org","Code_212","2023-12-15","Code","Standing","C62166","3dc07bb7-902b-4a6b-b705-c6b1babe7385"
"http://www.cdisc.org","Code_213","2023-12-15","Code","Supine Position","C62167","cbc65ccc-a95e-4699-ab03-1cdaa8f231f3"
"http://www.cdisc.org","Code_214","2023-12-15","Code","Body Position","C62164","1534fe85-c2c9-4c3b-bc73-b95ece1d962d"
"http://www.cdisc.org","Code_215","2023-12-15","Code","Brachial Artery","C12681","e2d0798a-7954-4590-ac7e-81b3bfd953f9"
"http://www.cdisc.org","Code_216","2023-12-15","Code","Common Carotid Artery","C12687","a35e4487-9f08-4e05-aec5-edddcb03051a"
"http://www.cdisc.org","Code_217","2023-12-15","Code","Dorsalis Pedis Artery","C32478","673f28d4-4983-49c8-9a59-1813cf044b92"
"http://www.cdisc.org","Code_218","2023-12-15","Code","Femoral Artery","C12715","574321ec-2b2d-41db-9846-bef18a937685"
"http://www.cdisc.org","Code_219","2023-12-15","Code","Radial Artery","C12838","692563b3-9737-4105-b8ae-791226601748"
"http://www.cdisc.org","Code_220","2023-12-15","Code","Anatomic Site","C13717","b80d32b5-9be3-4c03-a1db-fa4218d6cf2a"
"http://www.cdisc.org","Code_221","2023-12-15","Code","Left","C25229","4739cd5f-2e7b-4a3f-a754-b656cade5213"
"http://www.cdisc.org","Code_222","2023-12-15","Code","Right","C25228","13d4f738-e322-4938-bec4-be6b4b4e180a"
"http://www.cdisc.org","Code_223","2023-12-15","Code","Laterality","C25185","8a5f8216-512a-46a9-a7a6-5938ffd71fd4"
"http://www.cdisc.org","Code_224","2023-12-15","Code","DIABP","C25299","91168839-bbd8-416b-93bd-47817772504e"
"http://www.cdisc.org","Code_225","2023-12-15","Code","TEMP","C174446","26757547-7a3b-4c79-ae45-9ed7eb101c80"
"http://www.cdisc.org","Code_226","2023-12-15","Code","Clinical Test Result","C77140","858a3b37-a494-4f04-88ac-cfd3e639a32c"
"http://www.cdisc.org","Code_227","2023-12-15","Code","Degree Celsius","C42559","f12caae0-beab-4c0e-a476-d4d93bc81514"
"http://www.cdisc.org","Code_228","2023-12-15","Code","Degree Fahrenheit","C44277","8cb41127-2780-4f59-a93d-9470a04aea6f"
"http://www.cdisc.org","Code_229","2023-12-15","Code","Kelvin","C42537","30c21159-dbc2-47a6-8a0b-6063d6b24b7f"
"http://www.cdisc.org","Code_230","2023-12-15","Code","Unit of Temperature","C44276","5cdc26f1-424d-4638-9feb-7770a9a44000"
"http://www.cdisc.org","Code_231","2023-12-15","Code","Axilla","C12674","cbc84416-e221-4278-a734-be3f86f73d44"
"http://www.cdisc.org","Code_232","2023-12-15","Code","Ear","C12394","3b8a304a-49bf-4119-949c-9d5fd6bff3c5"
"http://www.cdisc.org","Code_233","2023-12-15","Code","Forehead","C89803","465d77f3-2e49-49f4-b7d4-ee3e891c96f7"
"http://www.cdisc.org","Code_234","2023-12-15","Code","Oral Cavity","C12421","3e1e00e8-b2be-4841-b189-e4b5ab8c6e4a"
"http://www.cdisc.org","Code_235","2023-12-15","Code","Rectum","C12390","03b3cd28-9c43-4155-9039-55c243a9a33d"
"http://www.cdisc.org","Code_236","2023-12-15","Code","Anatomic Site","C13717","f312b910-2b88-449c-b943-969d3868e685"
"http://www.cdisc.org","Code_237","2023-12-15","Code","TEMP","C174446","c67ab1c9-9949-498d-8bc6-b24a78415e1f"
"http://www.cdisc.org","Code_238","2023-12-15","Code","WEIGHT","C25208","17436536-27ab-45e1-889d-cc27b65a85f9"
"http://www.cdisc.org","Code_239","2023-12-15","Code","Clinical Test Result","C77140","ac18bd07-abc5-46d7-a9bd-40c65618029d"
"http://www.cdisc.org","Code_240","2023-12-15","Code","Pound","C48531","6e5f691f-3dfd-4cc2-a115-771c94acb3c4"
"http://www.cdisc.org","Code_241","2023-12-15","Code","Gram","C48155","ca31fd3d-d642-4483-b8a7-956e2f7668df"
"http://www.cdisc.org","Code_242","2023-12-15","Code","Kilogram","C28252","781c9f24-5045-4724-a542-487b9d1690ca"
"http://www.cdisc.org","Code_243","2023-12-15","Code","Unit of Weight","C48208","d08ecef3-9122-4543-a391-449098b60e20"
"http://www.cdisc.org","Code_244","2023-12-15","Code","WEIGHT","C25208","a4423c08-c9a8-4e42-8e5a-2bff11244028"
"http://www.cdisc.org","Code_245","2023-12-15","Code","HEIGHT","C25347","34b0ec4e-e290-4890-ba41-a05e62f2b987"
"http://www.cdisc.org","Code_246","2023-12-15","Code","Clinical Test Result","C77140","25fbf5e1-ad99-437b-8326-58534a50113c"
"http://www.cdisc.org","Code_247","2023-12-15","Code","Centimeter","C49668","4b724834-a7c4-4abe-803a-66c099dca2e5"
"http://www.cdisc.org","Code_248","2023-12-15","Code","Inch","C48500","472caadc-1004-4634-8f31-df27d6f79fb7"
"http://www.cdisc.org","Code_249","2023-12-15","Code","Meter","C41139","343ff9d5-5b09-42b9-ae42-a9859937b996"
"http://www.cdisc.org","Code_250","2023-12-15","Code","Unit of Height","C168688","53d626ef-84c5-44bc-bb93-1dd857a197b9"
"http://www.cdisc.org","Code_251","2023-12-15","Code","HEIGHT","C25347","5fb0ff1a-20d6-4889-ab4e-803505269086"
"http://www.cdisc.org","Code_252","2023-12-15","Code","ALT","C64433","791bf699-3c8f-4b54-a715-2ebae4e7f57f"
"http://www.cdisc.org","Code_253","2023-12-15","Code","Laboratory Test Result","C36292","b88cce58-ca71-40e5-a8e1-136e023cc17e"
"http://www.cdisc.org","Code_254","2023-12-15","Code","Unit per Liter","C67456","108b82bf-9690-4c1d-801d-f32c931890ba"
"http://www.cdisc.org","Code_255","2023-12-15","Code","Microkatal per Liter","C67397","3f261197-e60c-44d1-ba66-24bae0ca9b0f"
"http://www.cdisc.org","Code_256","2023-12-15","Code","International Unit per Liter","C67376","c6e18843-11f7-4c2a-a2fd-ef3dafd8949e"
"http://www.cdisc.org","Code_257","2023-12-15","Code","Nanokatal per Liter","C70510","ff99a252-04fb-4281-b736-1d186c5a8f43"
"http://www.cdisc.org","Code_258","2023-12-15","Code","Unit of Catalytic Activity Concentration","C67365","a714d977-0c51-41bf-888e-7cc5f560b852"
"http://www.cdisc.org","Code_259","2023-12-15","Code","Biospecimen Type","C70713","9deb7ec5-686e-440a-a06c-680158a397b0"
"http://www.cdisc.org","Code_260","2023-12-15","Code","No","C49487","5f69c397-ce15-471c-b917-71d4010f9b00"
"http://www.cdisc.org","Code_261","2023-12-15","Code","Yes","C49488","00bcc6ad-a389-41c2-b036-b323f35e2fed"
"http://www.cdisc.org","Code_262","2023-12-15","Code","Laboratory Test Fasting Status","C83309","996d360f-da99-4ac0-907c-bbffd88be13c"
"http://www.cdisc.org","Code_263","2023-12-15","Code","ALT","C64433","a21ca7b8-c489-4060-9213-65784034a583"
"http://www.cdisc.org","Code_264","2023-12-15","Code","ALB","C64431","f0732492-4434-42c2-8b37-548e60c271c4"
"http://www.cdisc.org","Code_265","2023-12-15","Code","Laboratory Test Result","C36292","a2720558-c64f-443d-bedc-47b8d58e8df8"
"http://www.cdisc.org","Code_266","2023-12-15","Code","Biospecimen Type","C70713","41d63281-69fd-450c-b32a-61ac56b15aaf"
"http://www.cdisc.org","Code_267","2023-12-15","Code","No","C49487","0eedf5b5-389a-46f0-9ea8-689013d31269"
"http://www.cdisc.org","Code_268","2023-12-15","Code","Yes","C49488","3a23dc36-d550-43fd-8189-4832d5dc1a04"
"http://www.cdisc.org","Code_269","2023-12-15","Code","Laboratory Test Fasting Status","C83309","ea26735b-3849-4ab2-a8d2-c6dd0d17dcdc"
"http://www.cdisc.org","Code_270","2023-12-15","Code","ALB","C64431","773db8c1-6e13-4202-9c13-953850510019"
"http://www.cdisc.org","Code_271","2023-12-15","Code","ALP","C64432","3a44b70f-9e09-4ca7-b991-0ef6d53c681b"
"http://www.cdisc.org","Code_272","2023-12-15","Code","Laboratory Test Result","C36292","425e323a-0cc6-41f5-a8b1-8cbf6f28a992"
"http://www.cdisc.org","Code_273","2023-12-15","Code","Unit per Liter","C67456","a4c04858-80f1-433a-8cda-0072207e6f02"
"http://www.cdisc.org","Code_274","2023-12-15","Code","Microkatal per Liter","C67397","c1518c31-4c1b-4e79-b9c0-3d665f9280f5"
"http://www.cdisc.org","Code_275","2023-12-15","Code","International Unit per Liter","C67376","be1fa0f4-bf4f-4bee-b09e-f38d4687e2f0"
"http://www.cdisc.org","Code_276","2023-12-15","Code","Unit of Catalytic Activity Concentration","C67365","09552cad-955a-4fb9-8aed-627728a10e84"
"http://www.cdisc.org","Code_277","2023-12-15","Code","Biospecimen Type","C70713","20335f72-c6ea-44bd-b163-f74174c2faa8"
"http://www.cdisc.org","Code_278","2023-12-15","Code","No","C49487","52e08b89-4bc9-4ade-88e9-66d02f360614"
"http://www.cdisc.org","Code_279","2023-12-15","Code","Yes","C49488","1b29d579-efc2-4da6-8f83-0c3a2ebb8bfe"
"http://www.cdisc.org","Code_280","2023-12-15","Code","Laboratory Test Fasting Status","C83309","2901ddb6-cc22-4ff8-8635-bddb154f945d"
"http://www.cdisc.org","Code_281","2023-12-15","Code","ALP","C64432","98459c3b-e049-4332-b7bb-1df8f3513b57"
"http://www.cdisc.org","Code_282","2023-12-15","Code","AST","C64467","c7e7b50f-dc43-4280-80a4-58de7414768a"
"http://www.cdisc.org","Code_283","2023-12-15","Code","Laboratory Test Result","C36292","e9b3940f-0e49-4955-97be-8432697a2f40"
"http://www.cdisc.org","Code_284","2023-12-15","Code","Unit per Liter","C67456","c7db01ba-a077-42b3-a788-7412128bd8fb"
"http://www.cdisc.org","Code_285","2023-12-15","Code","Microkatal per Liter","C67397","5c0e7509-38f5-44d1-a21c-2ebeddbb45df"
"http://www.cdisc.org","Code_286","2023-12-15","Code","International Unit per Liter","C67376","75dc1324-ed28-458a-962e-4232cba8e4dc"
"http://www.cdisc.org","Code_287","2023-12-15","Code","Unit of Catalytic Activity Concentration","C67365","57e334bd-9820-429a-9dde-9d7690c09718"
"http://www.cdisc.org","Code_288","2023-12-15","Code","Biospecimen Type","C70713","39fd1ce0-fe31-489a-9f52-5ff9d64deb7e"
"http://www.cdisc.org","Code_289","2023-12-15","Code","No","C49487","0f5968de-fced-442e-b6b9-c4dc49b73a4f"
"http://www.cdisc.org","Code_290","2023-12-15","Code","Yes","C49488","078f8a6f-9adb-476c-a655-6833845974e1"
"http://www.cdisc.org","Code_291","2023-12-15","Code","Laboratory Test Fasting Status","C83309","49aae439-02b7-4b10-803e-426476e5dd59"
"http://www.cdisc.org","Code_292","2023-12-15","Code","AST","C64467","5a5374f1-250f-49d0-bc7b-91163a994374"
"http://www.cdisc.org","Code_293","2023-12-15","Code","CREAT","C64547","8c7501ea-4c8c-47da-b5c5-35ef9398b3b1"
"http://www.cdisc.org","Code_294","2023-12-15","Code","Laboratory Test Result","C36292","95e4e703-57f5-4bb6-ac59-9cfb8115fd97"
"http://www.cdisc.org","Code_295","2023-12-15","Code","Milligram per Deciliter","C67015","e2b08375-bef4-4489-b420-5f2f0bf3bb36"
"http://www.cdisc.org","Code_296","2023-12-15","Code","Microgram per Milliliter","C64572","82f35785-0935-4fe4-a0d0-556a4d2cdcf3"
"http://www.cdisc.org","Code_297","2023-12-15","Code","Millimole per Liter","C64387","7dfc8517-e12c-4fa3-b6de-ace40373987b"
"http://www.cdisc.org","Code_298","2023-12-15","Code","Micromole per Liter","C48508","2ffec999-cff9-4055-bc87-6f52cbd985ff"
"http://www.cdisc.org","Code_299","2023-12-15","Code","Unit of Concentration","C48207","28a46ec5-6993-4aa7-8ce3-8869f6e251bc"
"http://www.cdisc.org","Code_300","2023-12-15","Code","Biospecimen Type","C70713","50dc69f4-4327-4640-ba58-70b7181612fe"
"http://www.cdisc.org","Code_301","2023-12-15","Code","No","C49487","6ac9e1ed-eb94-4cca-be1e-c284cee0b48c"
"http://www.cdisc.org","Code_302","2023-12-15","Code","Yes","C49488","8d87af05-e507-40e9-aa5d-464febf09269"
"http://www.cdisc.org","Code_303","2023-12-15","Code","Laboratory Test Fasting Status","C83309","5bb672fc-3d20-4bc9-a62f-05ab81fc5fac"
"http://www.cdisc.org","Code_304","2023-12-15","Code","CREAT","C64547","ecc65c64-59c8-4363-a5d3-f51bd4f0313b"
"http://www.cdisc.org","Code_305","2023-12-15","Code","K","C64853","25346556-a4c9-4ef9-b8e6-bb447120c507"
"http://www.cdisc.org","Code_306","2023-12-15","Code","Laboratory Test Result","C36292","728da33b-280c-4db0-8e8d-55e376db4223"
"http://www.cdisc.org","Code_307","2023-12-15","Code","Milliequivalent per Liter","C67474","34cd573b-0330-428b-9db3-10542bd3d7b7"
"http://www.cdisc.org","Code_308","2023-12-15","Code","Milliequivalent per Deciliter","C67473","d8cca19c-da03-4cda-a8c7-b2d742e675cc"
"http://www.cdisc.org","Code_309","2023-12-15","Code","Millimole per Liter","C64387","4e2a3908-601a-4d30-92d2-094807d27126"
"http://www.cdisc.org","Code_310","2023-12-15","Code","Molarity Unit","C64567","3f0fb386-a53a-4211-ba72-81cc0ff531b3"
"http://www.cdisc.org","Code_311","2023-12-15","Code","Biospecimen Type","C70713","87deba20-b9d7-49ed-a797-3ce2a2919363"
"http://www.cdisc.org","Code_312","2023-12-15","Code","No","C49487","4cc09e1f-5175-4cef-8ecc-f8522936616a"
"http://www.cdisc.org","Code_313","2023-12-15","Code","Yes","C49488","599f038f-e054-49e3-abfd-02f77e4cefd2"
"http://www.cdisc.org","Code_314","2023-12-15","Code","Laboratory Test Fasting Status","C83309","8fc024e8-abad-4508-ab11-07e6ca5c4a4d"
"http://www.cdisc.org","Code_315","2023-12-15","Code","K","C64853","a6eeff45-cd79-41a0-9936-2f59fb54d119"
"http://www.cdisc.org","Code_316","2023-12-15","Code","SODIUM","C64809","e59467f3-f708-4ee3-b879-c54273ee2dea"
"http://www.cdisc.org","Code_317","2023-12-15","Code","Laboratory Test Result","C36292","1c487e85-2256-4247-afbb-0b3b3abea87d"
"http://www.cdisc.org","Code_318","2023-12-15","Code","Milliequivalent per Liter","C67474","1d44159e-39de-4d84-8671-6c887371e3cb"
"http://www.cdisc.org","Code_319","2023-12-15","Code","Milliequivalent per Deciliter","C67473","76d6965e-af35-41f4-b7d4-c538ac234b14"
"http://www.cdisc.org","Code_320","2023-12-15","Code","Millimole per Liter","C64387","6e833b09-2edc-4f51-acf2-bba24972762b"
"http://www.cdisc.org","Code_321","2023-12-15","Code","Molarity Unit","C64567","3b8be499-0367-4867-8bae-32a8e1fa0e50"
"http://www.cdisc.org","Code_322","2023-12-15","Code","Biospecimen Type","C70713","acc885c8-57de-4cbe-a8ac-44a152519f11"
"http://www.cdisc.org","Code_323","2023-12-15","Code","No","C49487","aaef618d-3c17-44a3-8bde-a077c973386b"
"http://www.cdisc.org","Code_324","2023-12-15","Code","Yes","C49488","06e3a91a-4a6e-4706-8050-66c9ce8e9500"
"http://www.cdisc.org","Code_325","2023-12-15","Code","Laboratory Test Fasting Status","C83309","6017b540-cf72-43bd-97c6-e116f70d6be3"
"http://www.cdisc.org","Code_326","2023-12-15","Code","SODIUM","C64809","5f9a89b4-a161-4b8a-b507-8efe2577d827"
"http://www.cdisc.org","Code_327","2023-12-15","Code","SYSBP","C25298","c5d3585a-f233-4ab8-8141-a35433b98bc9"
"http://www.cdisc.org","Code_328","2023-12-15","Code","Clinical Test Result","C77140","57eb55b1-1340-45e8-88d8-30f6dffb3442"
"http://www.cdisc.org","Code_329","2023-12-15","Code","Unit of Pressure","C49669","7bc51af0-ec65-4591-aaa8-96e7123b598f"
"http://www.cdisc.org","Code_330","2023-12-15","Code","Sitting","C62122","f928450b-ee3d-4ec1-acce-1efff37fe4b8"
"http://www.cdisc.org","Code_331","2023-12-15","Code","Standing","C62166","249a4c2c-6dc5-48f8-8e15-8077a235214a"
"http://www.cdisc.org","Code_332","2023-12-15","Code","Supine Position","C62167","2f031c7e-b3da-4694-8edd-02e43a1426ae"
"http://www.cdisc.org","Code_333","2023-12-15","Code","Body Position","C62164","c35a7491-7851-45e8-8cc0-f02ed537d62a"
"http://www.cdisc.org","Code_334","2023-12-15","Code","Brachial Artery","C12681","1d006d01-01d2-43a0-af51-9127265d2bcc"
"http://www.cdisc.org","Code_335","2023-12-15","Code","Common Carotid Artery","C12687","8d3c20b1-7f0a-427f-8ef3-95e403a633b1"
"http://www.cdisc.org","Code_336","2023-12-15","Code","Dorsalis Pedis Artery","C32478","bce99d62-12e6-4be9-95fe-6ee6074366bd"
"http://www.cdisc.org","Code_337","2023-12-15","Code","Femoral Artery","C12715","49080364-3254-4387-a26a-2ba13c9b0d39"
"http://www.cdisc.org","Code_338","2023-12-15","Code","Radial Artery","C12838","752942f1-947b-4296-944b-e8f01960915f"
"http://www.cdisc.org","Code_339","2023-12-15","Code","Anatomic Site","C13717","896b4e53-f4d1-4d82-8874-8f6c0d88681e"
"http://www.cdisc.org","Code_340","2023-12-15","Code","Left","C25229","02693ae4-f004-42cc-a8bb-9bc25a1e9514"
"http://www.cdisc.org","Code_341","2023-12-15","Code","Right","C25228","0d9ad4d0-75f3-4af5-99dc-bd02f14cc053"
"http://www.cdisc.org","Code_342","2023-12-15","Code","Laterality","C25185","c78c28d0-b141-4ba0-a092-1af4e1728f35"
"http://www.cdisc.org","Code_343","2023-12-15","Code","SYSBP","C25298","4b8832b2-93ab-43c3-8cfc-4725f9490027"
"http://www.cdisc.org","Code_344","2023-12-15","Code","DIABP","C25299","c700aa1e-1b90-42a0-8b12-e31eef02f025"
"http://www.cdisc.org","Code_345","2023-12-15","Code","Clinical Test Result","C77140","993c1bb2-8363-4c5d-8efa-b4a51c2718e0"
"http://www.cdisc.org","Code_346","2023-12-15","Code","Unit of Pressure","C49669","2123119e-4693-4837-9150-c2710018f96f"
"http://www.cdisc.org","Code_347","2023-12-15","Code","Sitting","C62122","ed6f4e19-e867-4c4d-899b-13a18fdf4a02"
"http://www.cdisc.org","Code_348","2023-12-15","Code","Standing","C62166","48836614-c04b-4f9f-923e-308ea1116588"
"http://www.cdisc.org","Code_349","2023-12-15","Code","Supine Position","C62167","26808e91-d25d-4bd9-a624-ffdba16f15c5"
"http://www.cdisc.org","Code_350","2023-12-15","Code","Body Position","C62164","e0135a2c-1271-42ac-8183-90d0e19a11dc"
"http://www.cdisc.org","Code_351","2023-12-15","Code","Brachial Artery","C12681","7da054d9-a30a-470e-a381-2b8d8706adc9"
"http://www.cdisc.org","Code_352","2023-12-15","Code","Common Carotid Artery","C12687","2b752d1d-102a-4475-a40f-71691678a3d0"
"http://www.cdisc.org","Code_353","2023-12-15","Code","Dorsalis Pedis Artery","C32478","a4f0b5f4-ae2f-4ede-b692-6fda12c77826"
"http://www.cdisc.org","Code_354","2023-12-15","Code","Femoral Artery","C12715","7401fc6c-b073-4d4f-a069-863f77ca41b6"
"http://www.cdisc.org","Code_355","2023-12-15","Code","Radial Artery","C12838","0d9f7b47-9aa4-4c9c-b253-59cebd4baefb"
"http://www.cdisc.org","Code_356","2023-12-15","Code","Anatomic Site","C13717","9bfdfe9a-7f76-403e-9583-2d3e7298f805"
"http://www.cdisc.org","Code_357","2023-12-15","Code","Left","C25229","6629637f-bbcf-4fd5-860f-699b067c94f8"
"http://www.cdisc.org","Code_358","2023-12-15","Code","Right","C25228","8bfd250c-55eb-41da-ae51-d5766a4e7774"
"http://www.cdisc.org","Code_359","2023-12-15","Code","Laterality","C25185","0e4be9a3-a8e5-40d7-84a9-d55d759d5f35"
"http://www.cdisc.org","Code_360","2023-12-15","Code","DIABP","C25299","7f64c20b-9165-4dff-96ca-bd8f83799118"
"http://www.cdisc.org","Code_361","2023-12-15","Code","HR","C49677","72399711-a19c-4d27-b47d-dc4d2ed44e5a"
"http://www.cdisc.org","Code_362","2023-12-15","Code","Clinical Test Result","C77140","8a7d28d4-715c-4cab-b1f0-9a7e0de6846f"
"http://www.cdisc.org","Code_363","2023-12-15","Code","Count per Minute","C73688","3ae5d3cf-f526-413d-8761-bd0b9065f2b8"
"http://www.cdisc.org","Code_364","2023-12-15","Code","Sitting","C62122","4c73648e-b8bd-42cc-ac32-10ed0db9001f"
"http://www.cdisc.org","Code_365","2023-12-15","Code","Standing","C62166","903d8601-bfc7-4de7-be6a-af2a1224b022"
"http://www.cdisc.org","Code_366","2023-12-15","Code","Supine Position","C62167","fa46fb84-06b1-4fac-bf42-4c1a4f5c6f93"
"http://www.cdisc.org","Code_367","2023-12-15","Code","Body Position","C62164","f7cda9cd-cdaa-4509-9c43-6f9f3197165d"
"http://www.cdisc.org","Code_368","2023-12-15","Code","Brachial Artery","C12681","069ffd46-01f2-413e-8dcf-8e149d066c8b"
"http://www.cdisc.org","Code_369","2023-12-15","Code","Common Carotid Artery","C12687","e04b766d-d309-49e9-a01f-b9e732288ea7"
"http://www.cdisc.org","Code_370","2023-12-15","Code","Dorsalis Pedis Artery","C32478","bf4d3583-078b-4601-a137-4e6e408c074b"
"http://www.cdisc.org","Code_371","2023-12-15","Code","Femoral Artery","C12715","d824ca8e-42b2-4230-bb73-854be74bbda6"
"http://www.cdisc.org","Code_372","2023-12-15","Code","Radial Artery","C12838","2daaf637-751c-4aef-9991-298793e8faa5"
"http://www.cdisc.org","Code_373","2023-12-15","Code","Anatomic Site","C13717","1fb3f0ee-624e-48c4-9760-b32898f29b56"
"http://www.cdisc.org","Code_374","2023-12-15","Code","Left","C25229","7ad46ff7-4e17-4f1c-8367-df3a42135cb0"
"http://www.cdisc.org","Code_375","2023-12-15","Code","Right","C25228","11fdf3e3-4919-4eb5-b62a-bc62403a6ba9"
"http://www.cdisc.org","Code_376","2023-12-15","Code","Laterality","C25185","310a2768-227c-42da-a03a-db732c6ce304"
"http://www.cdisc.org","Code_377","2023-12-15","Code","HR","C49677","8eedfefb-33ac-4d8e-a3d1-4561d0b04579"
"http://www.cdisc.org","Code_378","2023-12-15","Code","SYSBP","C25298","27c64e2a-2a47-4cbe-9637-1ba759b05ab5"
"http://www.cdisc.org","Code_379","2023-12-15","Code","Clinical Test Result","C77140","4c43e8ed-19a4-4815-9c14-182dc613408d"
