"id","decode","uuid:ID","instanceType","code","codeSystem","codeSystemVersion"
"Code_169","Disabling Adverse Event","e29ead52-47a7-4e0f-801b-c3f38538e060","Code","C113380","http://www.cdisc.org","2023-12-15"
"Code_170","No","d93a15df-b601-4144-8e41-aac81da6dedf","Code","C49487","http://www.cdisc.org","2023-12-15"
"Code_171","Yes","7e0b5958-9f2f-42be-b84c-b1bcfdb36436","Code","C49488","http://www.cdisc.org","2023-12-15"
"Code_172","Death Related to Adverse Event","6eacd07c-485e-4114-b152-38d2894d71a2","Code","C48275","http://www.cdisc.org","2023-12-15"
"Code_173","No","c17215a8-f600-482d-a32a-0ae58790d767","Code","C49487","http://www.cdisc.org","2023-12-15"
"Code_174","Yes","ef4fe022-2182-4e9a-9516-73bcf06bfe62","Code","C49488","http://www.cdisc.org","2023-12-15"
"Code_175","Adverse Event associated with Hospitalization","af3683c6-ac09-4fcb-be96-52a245f41c11","Code","C83052","http://www.cdisc.org","2023-12-15"
"Code_176","No","5965c46c-a28f-4224-b739-63e23f57de2b","Code","C49487","http://www.cdisc.org","2023-12-15"
"Code_177","Yes","87b94878-eda0-4534-ba17-42ee6a5141c5","Code","C49488","http://www.cdisc.org","2023-12-15"
"Code_178","Life Threatening Adverse Event","ad8fc23d-1ca4-4d71-9eef-65425bf3cbae","Code","C84266","http://www.cdisc.org","2023-12-15"
"Code_179","No","4e3aa165-4b75-473d-8d31-e7881146f801","Code","C49487","http://www.cdisc.org","2023-12-15"
"Code_180","Yes","e522b4a2-f225-414b-9e48-ffc0b01f1ba3","Code","C49488","http://www.cdisc.org","2023-12-15"
"Code_181","Adverse Event Occurred with Overdose","2efa6745-dd5c-4725-a101-18e14264d2af","Code","C83214","http://www.cdisc.org","2023-12-15"
"Code_182","No","83fc7181-bf7a-428c-a434-0b8a2a8941d3","Code","C49487","http://www.cdisc.org","2023-12-15"
"Code_183","Yes","1559ba0a-9ac3-472c-856a-3a0ec56f6b2b","Code","C49488","http://www.cdisc.org","2023-12-15"
"Code_184","Adverse Event Associated with Serious Medical Event","818ca6a0-c453-4681-aadd-de4fe0da4a37","Code","C83053","http://www.cdisc.org","2023-12-15"
"Code_185","No","0f915a53-4605-4bec-96d9-b4b39b4a4b63","Code","C49487","http://www.cdisc.org","2023-12-15"
"Code_186","Yes","90a21bc2-4827-461b-84b7-b78f61b0e20b","Code","C49488","http://www.cdisc.org","2023-12-15"
"Code_187","Adverse Event Concomitant Treatment","8dbc6684-a8db-4650-bdd2-fadbe77317f2","Code","C83199","http://www.cdisc.org","2023-12-15"
"Code_188","Adverse Event Start Date Time","d48ea203-7e21-4472-b45a-c1bf2cebc2f6","Code","C83215","http://www.cdisc.org","2023-12-15"
"Code_189","Adverse Event End Date Time","60b9ca9f-0520-4a47-9fd6-07e4b7352428","Code","C83201","http://www.cdisc.org","2023-12-15"
"Code_190","Solicited Adverse Event","f5eb1ac9-1420-4cb9-8ad4-c61eea65b10f","Code","C179175","http://www.cdisc.org","2023-12-15"
"Code_191","SYSBP","5d872012-5d8e-41c3-91cb-64328eab94f2","Code","C25298","http://www.cdisc.org","2023-12-15"
"Code_192","Clinical Test Result","12e79f17-7912-43eb-9100-d220c00f5d7f","Code","C77140","http://www.cdisc.org","2023-12-15"
"Code_193","Unit of Pressure","edb470c1-7ad1-4a16-aa5c-7ee709f34a05","Code","C49669","http://www.cdisc.org","2023-12-15"
"Code_194","Sitting","b4033d65-23f0-4476-8eef-074cdc19fa40","Code","C62122","http://www.cdisc.org","2023-12-15"
"Code_195","Standing","141fa31d-5013-4ada-ac0e-3876112c3ed9","Code","C62166","http://www.cdisc.org","2023-12-15"
"Code_196","Supine Position","3bc40f4e-bf2c-4501-94be-c99f6cb0a146","Code","C62167","http://www.cdisc.org","2023-12-15"
"Code_197","Body Position","b727af2c-893e-41af-9bd7-934fb369ef7a","Code","C62164","http://www.cdisc.org","2023-12-15"
"Code_198","Brachial Artery","ecc9620e-b1ec-40ba-b10f-d52f002617bd","Code","C12681","http://www.cdisc.org","2023-12-15"
"Code_199","Common Carotid Artery","a41e0d36-17d0-403c-aa77-528cb1dc5fa8","Code","C12687","http://www.cdisc.org","2023-12-15"
"Code_200","Dorsalis Pedis Artery","cf9a6fef-d45f-4121-92b6-82b44c9ba927","Code","C32478","http://www.cdisc.org","2023-12-15"
"Code_201","Femoral Artery","64e78666-f81d-46fe-b9ec-d5c5987a198e","Code","C12715","http://www.cdisc.org","2023-12-15"
"Code_202","Radial Artery","9f60dda8-455e-420c-b457-ed0f6da767b8","Code","C12838","http://www.cdisc.org","2023-12-15"
"Code_203","Anatomic Site","bc5c3d2d-fb43-470c-99fd-1ab697297f80","Code","C13717","http://www.cdisc.org","2023-12-15"
"Code_204","Left","e49eff6e-461b-4a5f-b2f8-613ad0f6e3d0","Code","C25229","http://www.cdisc.org","2023-12-15"
"Code_205","Right","02ff99d7-6f82-4ea7-aaa4-16c7603d86c7","Code","C25228","http://www.cdisc.org","2023-12-15"
"Code_206","Laterality","5712fd2f-0707-41d1-b103-62a8181286cb","Code","C25185","http://www.cdisc.org","2023-12-15"
"Code_207","SYSBP","56b471e8-b8ae-4c29-af03-8e8a9e402b1c","Code","C25298","http://www.cdisc.org","2023-12-15"
"Code_208","DIABP","a37616f9-7f62-45dc-b54c-05a5e88f175b","Code","C25299","http://www.cdisc.org","2023-12-15"
"Code_209","Clinical Test Result","2c0a5735-34d4-443f-adda-1418bae4c579","Code","C77140","http://www.cdisc.org","2023-12-15"
"Code_210","Unit of Pressure","0f4da12f-aebf-4c4e-ae61-f9d6ef626436","Code","C49669","http://www.cdisc.org","2023-12-15"
"Code_211","Sitting","b17245d5-22d7-4784-a5cb-b6562fc27ccd","Code","C62122","http://www.cdisc.org","2023-12-15"
"Code_212","Standing","abe4baf9-5c95-4eee-9949-6d7d60a35a60","Code","C62166","http://www.cdisc.org","2023-12-15"
"Code_213","Supine Position","eea5e8fd-7c7c-4d0a-9a7f-af1c295a31bb","Code","C62167","http://www.cdisc.org","2023-12-15"
"Code_214","Body Position","ef5957f4-f3bd-4b32-930b-686a30af7d3b","Code","C62164","http://www.cdisc.org","2023-12-15"
"Code_215","Brachial Artery","fde7efeb-84d9-4aaf-af92-0ffb34b5d5ea","Code","C12681","http://www.cdisc.org","2023-12-15"
"Code_216","Common Carotid Artery","b633f71f-a243-47a6-82e3-aa657495f141","Code","C12687","http://www.cdisc.org","2023-12-15"
"Code_217","Dorsalis Pedis Artery","7825212d-2367-46e5-a74c-a9076c9ec386","Code","C32478","http://www.cdisc.org","2023-12-15"
"Code_218","Femoral Artery","8a51e554-1809-44d4-913e-c7a95021db11","Code","C12715","http://www.cdisc.org","2023-12-15"
"Code_219","Radial Artery","013f22ef-141c-4fd4-aff3-ae1a1f89a28c","Code","C12838","http://www.cdisc.org","2023-12-15"
"Code_220","Anatomic Site","6e2c68ba-e5f3-4245-b2f0-acb0e59d4b27","Code","C13717","http://www.cdisc.org","2023-12-15"
"Code_221","Left","7c6144ef-7927-4530-8d76-0fedaae908ac","Code","C25229","http://www.cdisc.org","2023-12-15"
"Code_222","Right","54c7c78a-73ff-4380-be9b-f2e5484779a6","Code","C25228","http://www.cdisc.org","2023-12-15"
"Code_223","Laterality","86fb6795-9913-4ad8-bee2-fb0a86c3e122","Code","C25185","http://www.cdisc.org","2023-12-15"
"Code_224","DIABP","3d16d278-a6c1-4676-ba03-a1b4804f2e40","Code","C25299","http://www.cdisc.org","2023-12-15"
"Code_225","TEMP","b59fe31a-3889-48e4-aa54-8206525a7b09","Code","C174446","http://www.cdisc.org","2023-12-15"
"Code_226","Clinical Test Result","57982aa6-182f-4035-968f-91aa3a06624e","Code","C77140","http://www.cdisc.org","2023-12-15"
"Code_227","Degree Celsius","5b100af0-470f-44f7-89c3-f4b9ad581f38","Code","C42559","http://www.cdisc.org","2023-12-15"
"Code_228","Degree Fahrenheit","112340dc-80f3-4185-9be1-4304aa7e7333","Code","C44277","http://www.cdisc.org","2023-12-15"
"Code_229","Kelvin","888e93d5-b41b-432f-8a6c-b3f6f65f6cc0","Code","C42537","http://www.cdisc.org","2023-12-15"
"Code_230","Unit of Temperature","18f9718e-c766-41e5-966c-30b8db2797c8","Code","C44276","http://www.cdisc.org","2023-12-15"
"Code_231","Axilla","72e14703-fe63-4953-9fff-7d57cd0060f0","Code","C12674","http://www.cdisc.org","2023-12-15"
"Code_232","Ear","b484417d-2c9b-49be-8acf-f93766d992b6","Code","C12394","http://www.cdisc.org","2023-12-15"
"Code_233","Forehead","1a6a14f0-4e44-4bb8-a71b-86f3608aada0","Code","C89803","http://www.cdisc.org","2023-12-15"
"Code_234","Oral Cavity","4bf2d5bb-bfef-4577-87cd-ffddfd31098f","Code","C12421","http://www.cdisc.org","2023-12-15"
"Code_235","Rectum","0fd95397-5c10-47d1-a55a-43f0d37dc74d","Code","C12390","http://www.cdisc.org","2023-12-15"
"Code_236","Anatomic Site","880c53dd-ea82-4efb-b0a8-ec6439c25fff","Code","C13717","http://www.cdisc.org","2023-12-15"
"Code_237","TEMP","f34214da-6d12-47e1-bd72-8b75ac901d38","Code","C174446","http://www.cdisc.org","2023-12-15"
"Code_238","WEIGHT","8aba9d7d-d7d9-4f03-9034-1d18f6407019","Code","C25208","http://www.cdisc.org","2023-12-15"
"Code_239","Clinical Test Result","64c58928-08a2-47b2-ad77-de221fa14070","Code","C77140","http://www.cdisc.org","2023-12-15"
"Code_240","Pound","65c68173-3c17-49cb-8809-a6f1989bf939","Code","C48531","http://www.cdisc.org","2023-12-15"
"Code_241","Gram","38d6cacf-a380-4a46-940b-f590ecabc1b5","Code","C48155","http://www.cdisc.org","2023-12-15"
"Code_242","Kilogram","b4e7db9d-e99d-443d-a37e-6eaca22c9499","Code","C28252","http://www.cdisc.org","2023-12-15"
"Code_243","Unit of Weight","3c9ba9a5-7104-45f5-89f9-0a938f47c86c","Code","C48208","http://www.cdisc.org","2023-12-15"
"Code_244","WEIGHT","de95679f-2393-4b93-90b3-d21a964606a4","Code","C25208","http://www.cdisc.org","2023-12-15"
"Code_245","HEIGHT","7ad9a5f4-9a28-4d78-843c-84654974f499","Code","C25347","http://www.cdisc.org","2023-12-15"
"Code_246","Clinical Test Result","d92f862d-cd46-44b0-a64c-3bfb4bf17e3b","Code","C77140","http://www.cdisc.org","2023-12-15"
"Code_247","Centimeter","b47807bf-415c-42e2-98ea-bf367b96c0cc","Code","C49668","http://www.cdisc.org","2023-12-15"
"Code_248","Inch","1c66d19e-7d5b-48fe-80ef-ad12b662afcf","Code","C48500","http://www.cdisc.org","2023-12-15"
"Code_249","Meter","e96cec69-a91f-4e25-bb6f-84e29f743ee7","Code","C41139","http://www.cdisc.org","2023-12-15"
"Code_250","Unit of Height","fde5a5e7-e1a4-4042-96d6-0e413de609e5","Code","C168688","http://www.cdisc.org","2023-12-15"
"Code_251","HEIGHT","46449b7a-7ebc-4f40-b806-102ac310b545","Code","C25347","http://www.cdisc.org","2023-12-15"
"Code_252","ALT","dd753e9f-0f3a-4b0d-bad0-186df25ec746","Code","C64433","http://www.cdisc.org","2023-12-15"
"Code_253","Laboratory Test Result","c696d7d7-f836-478b-be28-2b61c875fb29","Code","C36292","http://www.cdisc.org","2023-12-15"
"Code_254","Unit per Liter","7a260140-946f-43ca-9052-fe84eb5d1876","Code","C67456","http://www.cdisc.org","2023-12-15"
"Code_255","Microkatal per Liter","73f7f721-defa-4b46-a27f-205ff0029111","Code","C67397","http://www.cdisc.org","2023-12-15"
"Code_256","International Unit per Liter","324c038d-e53f-449c-bdb9-e3c4157f5d27","Code","C67376","http://www.cdisc.org","2023-12-15"
"Code_257","Nanokatal per Liter","8e49247b-94ad-4aec-bb9c-f69d4a381dde","Code","C70510","http://www.cdisc.org","2023-12-15"
"Code_258","Unit of Catalytic Activity Concentration","a333dbf8-e1e3-46ba-be42-9c943baa4183","Code","C67365","http://www.cdisc.org","2023-12-15"
"Code_259","Biospecimen Type","72c35e43-b4a5-490d-a7e8-228ffea89a1c","Code","C70713","http://www.cdisc.org","2023-12-15"
"Code_260","No","2e8e2c4c-82ea-45d0-8684-0ce6e22a836e","Code","C49487","http://www.cdisc.org","2023-12-15"
"Code_261","Yes","3af9cb13-ff10-47f8-b0f5-f97031626499","Code","C49488","http://www.cdisc.org","2023-12-15"
"Code_262","Laboratory Test Fasting Status","623ba36f-5e2f-49a2-a000-182b6a3f55ae","Code","C83309","http://www.cdisc.org","2023-12-15"
"Code_263","ALT","c00b0031-15c2-4cb4-be4e-b7eaa450a093","Code","C64433","http://www.cdisc.org","2023-12-15"
"Code_264","ALB","8d0b61ea-5aed-48f9-ba37-e6614382032f","Code","C64431","http://www.cdisc.org","2023-12-15"
"Code_265","Laboratory Test Result","e5ad8ffe-dd11-45ec-b384-99f60b37b9dd","Code","C36292","http://www.cdisc.org","2023-12-15"
"Code_266","Biospecimen Type","dabac047-628b-4866-93d6-3f53d3977932","Code","C70713","http://www.cdisc.org","2023-12-15"
"Code_267","No","f3d2217d-3662-4232-b036-7b7dc241123a","Code","C49487","http://www.cdisc.org","2023-12-15"
"Code_268","Yes","031e5469-396c-4abd-a144-be7ca332ddb4","Code","C49488","http://www.cdisc.org","2023-12-15"
"Code_269","Laboratory Test Fasting Status","c5acfa0f-7ff0-4742-967d-521d4dc82523","Code","C83309","http://www.cdisc.org","2023-12-15"
"Code_270","ALB","1f15994f-1f57-4530-8ed0-d982fd1d8e49","Code","C64431","http://www.cdisc.org","2023-12-15"
"Code_271","ALP","727630cc-1022-4349-a81a-835e277708e1","Code","C64432","http://www.cdisc.org","2023-12-15"
"Code_272","Laboratory Test Result","9223032a-be66-469a-85cf-68850485fbd7","Code","C36292","http://www.cdisc.org","2023-12-15"
"Code_273","Unit per Liter","693851b7-346b-4583-b1f0-d37757d7596d","Code","C67456","http://www.cdisc.org","2023-12-15"
"Code_274","Microkatal per Liter","968234e8-a5d9-433f-9ba3-0c49a69b9884","Code","C67397","http://www.cdisc.org","2023-12-15"
"Code_275","International Unit per Liter","7967de97-7db1-4046-8195-30cfb7334907","Code","C67376","http://www.cdisc.org","2023-12-15"
"Code_276","Unit of Catalytic Activity Concentration","333a4beb-b42b-4375-b8f6-16adb49713bd","Code","C67365","http://www.cdisc.org","2023-12-15"
"Code_277","Biospecimen Type","dcfe57cd-e2c0-491d-bf14-ee5501edc56c","Code","C70713","http://www.cdisc.org","2023-12-15"
"Code_278","No","9cafc0af-a45a-46fc-8a77-1bb7a34f3dbe","Code","C49487","http://www.cdisc.org","2023-12-15"
"Code_279","Yes","6db4a593-d19e-4eee-b4e9-80cbf465c0ab","Code","C49488","http://www.cdisc.org","2023-12-15"
"Code_280","Laboratory Test Fasting Status","2ba72785-239e-4db0-aa0b-3ab4b60b5295","Code","C83309","http://www.cdisc.org","2023-12-15"
"Code_281","ALP","e6e7b84d-2aa7-4a29-bccc-f6c47a6a256a","Code","C64432","http://www.cdisc.org","2023-12-15"
"Code_282","AST","12cbe231-d15f-45bf-b3ae-acc4ea94be06","Code","C64467","http://www.cdisc.org","2023-12-15"
"Code_283","Laboratory Test Result","71614197-f925-4418-90fb-33fd052474b6","Code","C36292","http://www.cdisc.org","2023-12-15"
"Code_284","Unit per Liter","01f31f17-675e-4144-bfd8-6df742600767","Code","C67456","http://www.cdisc.org","2023-12-15"
"Code_285","Microkatal per Liter","f1bfd987-193a-43e6-90bb-e3cda5b55508","Code","C67397","http://www.cdisc.org","2023-12-15"
"Code_286","International Unit per Liter","9af90dd3-f603-4715-a221-cb0c7bdc57b7","Code","C67376","http://www.cdisc.org","2023-12-15"
"Code_287","Unit of Catalytic Activity Concentration","1eff1b4b-26a6-4426-8b33-a71559601458","Code","C67365","http://www.cdisc.org","2023-12-15"
"Code_288","Biospecimen Type","a43da3df-2d2c-407a-9365-5ada97a43ad0","Code","C70713","http://www.cdisc.org","2023-12-15"
"Code_289","No","d5f769e2-76fc-4ded-ad05-6505a28a2742","Code","C49487","http://www.cdisc.org","2023-12-15"
"Code_290","Yes","b6e48b0a-41ef-4ba2-b850-3e958e6d481f","Code","C49488","http://www.cdisc.org","2023-12-15"
"Code_291","Laboratory Test Fasting Status","f0145f5c-6432-4d47-b6fe-6c7a08a3cbec","Code","C83309","http://www.cdisc.org","2023-12-15"
"Code_292","AST","1d8e4b25-2394-4dd5-9a9f-b4fa73455803","Code","C64467","http://www.cdisc.org","2023-12-15"
"Code_293","CREAT","79999b79-36fb-4466-917f-c81b78d7fbd4","Code","C64547","http://www.cdisc.org","2023-12-15"
"Code_294","Laboratory Test Result","b6b24c4b-0277-40cc-8c29-6b4d6941a733","Code","C36292","http://www.cdisc.org","2023-12-15"
"Code_295","Milligram per Deciliter","c44195b9-7a9b-4be7-8642-0385fec43352","Code","C67015","http://www.cdisc.org","2023-12-15"
"Code_296","Microgram per Milliliter","f40fc6d0-5574-4594-83de-21478b83c75c","Code","C64572","http://www.cdisc.org","2023-12-15"
"Code_297","Millimole per Liter","2a75d93e-1cd4-4767-982c-52e60995f974","Code","C64387","http://www.cdisc.org","2023-12-15"
"Code_298","Micromole per Liter","4e520680-70d1-423b-8842-6685cf7f8839","Code","C48508","http://www.cdisc.org","2023-12-15"
"Code_299","Unit of Concentration","489ff729-bc1a-48e5-914e-0cebe3467fd3","Code","C48207","http://www.cdisc.org","2023-12-15"
"Code_300","Biospecimen Type","76365e30-903a-4bb0-a663-f3a1fa624ca4","Code","C70713","http://www.cdisc.org","2023-12-15"
"Code_301","No","6f5d1974-7f60-4055-b4ef-39ebdd22551e","Code","C49487","http://www.cdisc.org","2023-12-15"
"Code_302","Yes","39b4f5c4-3adc-4f09-af6f-fc08a559a274","Code","C49488","http://www.cdisc.org","2023-12-15"
"Code_303","Laboratory Test Fasting Status","19d949e5-5382-4644-8b7d-468d2c2472be","Code","C83309","http://www.cdisc.org","2023-12-15"
"Code_304","CREAT","e9e9af04-e04a-4a8c-91ac-9e47b602c42f","Code","C64547","http://www.cdisc.org","2023-12-15"
"Code_305","K","14069d0f-55ec-4118-bf56-08f9bc5b7d26","Code","C64853","http://www.cdisc.org","2023-12-15"
"Code_306","Laboratory Test Result","b7445054-23be-454d-b1f1-aa47ef2a1bc7","Code","C36292","http://www.cdisc.org","2023-12-15"
"Code_307","Milliequivalent per Liter","e16f6fcc-0963-490e-a399-570f35d56ac0","Code","C67474","http://www.cdisc.org","2023-12-15"
"Code_308","Milliequivalent per Deciliter","5c1f3e29-defa-4707-b404-667609cb9422","Code","C67473","http://www.cdisc.org","2023-12-15"
"Code_309","Millimole per Liter","1700fb44-f21a-4356-97b4-898452a5cc84","Code","C64387","http://www.cdisc.org","2023-12-15"
"Code_310","Molarity Unit","0c0c12c3-ac7e-401c-800c-c61b0ddfc064","Code","C64567","http://www.cdisc.org","2023-12-15"
"Code_311","Biospecimen Type","75970b88-7e7f-4830-892d-9082b20547aa","Code","C70713","http://www.cdisc.org","2023-12-15"
"Code_312","No","13a760b9-d2ce-4dbf-b18a-5f248c3fc8c5","Code","C49487","http://www.cdisc.org","2023-12-15"
"Code_313","Yes","ae63e12f-a7f4-40a6-99f5-04819f014093","Code","C49488","http://www.cdisc.org","2023-12-15"
"Code_314","Laboratory Test Fasting Status","05ae3266-692a-4617-b5e5-a5bb52c7f744","Code","C83309","http://www.cdisc.org","2023-12-15"
"Code_315","K","76641002-2242-446c-be6b-299fd14265ce","Code","C64853","http://www.cdisc.org","2023-12-15"
"Code_316","SODIUM","761b497f-d299-4447-9671-8dff19330009","Code","C64809","http://www.cdisc.org","2023-12-15"
"Code_317","Laboratory Test Result","02647840-18a8-4623-9dc8-72ef13c49686","Code","C36292","http://www.cdisc.org","2023-12-15"
"Code_318","Milliequivalent per Liter","5db91a6f-f8af-4c31-b635-8a2dce3a1866","Code","C67474","http://www.cdisc.org","2023-12-15"
"Code_319","Milliequivalent per Deciliter","ce1f890d-2413-43ae-ab4e-24feef5a9ccc","Code","C67473","http://www.cdisc.org","2023-12-15"
"Code_320","Millimole per Liter","76e82622-545f-4fe9-aad4-6534cb53d80f","Code","C64387","http://www.cdisc.org","2023-12-15"
"Code_321","Molarity Unit","f75df187-95b6-4d16-b0c0-3f2991f0cbec","Code","C64567","http://www.cdisc.org","2023-12-15"
"Code_322","Biospecimen Type","9ed77d3e-c2d5-48de-b847-79600121ddf7","Code","C70713","http://www.cdisc.org","2023-12-15"
"Code_323","No","f031abc7-ce00-4c81-bb5c-ec51b08196f6","Code","C49487","http://www.cdisc.org","2023-12-15"
"Code_324","Yes","8c20ed88-5614-4437-bc79-df9de64efca8","Code","C49488","http://www.cdisc.org","2023-12-15"
"Code_325","Laboratory Test Fasting Status","27bfb43b-24dd-4552-8308-cc23709a6da5","Code","C83309","http://www.cdisc.org","2023-12-15"
"Code_326","SODIUM","71b11d24-0137-4b34-acff-8413960abdca","Code","C64809","http://www.cdisc.org","2023-12-15"
"Code_327","SYSBP","1385882b-2c94-4ed4-9b75-5f1f6e2ec598","Code","C25298","http://www.cdisc.org","2023-12-15"
"Code_328","Clinical Test Result","871d173a-02e1-4787-b4af-1c179ab11e2b","Code","C77140","http://www.cdisc.org","2023-12-15"
"Code_329","Unit of Pressure","1eb3f843-ad13-4fc7-a4e1-61ff369d0b11","Code","C49669","http://www.cdisc.org","2023-12-15"
"Code_330","Sitting","616b4d6b-03f2-4c26-b8f0-7927e60d489f","Code","C62122","http://www.cdisc.org","2023-12-15"
"Code_331","Standing","12a45928-37f6-4011-98d7-35e348d11274","Code","C62166","http://www.cdisc.org","2023-12-15"
"Code_332","Supine Position","fb8f969e-a3f4-427c-b7a6-9f887b734222","Code","C62167","http://www.cdisc.org","2023-12-15"
"Code_333","Body Position","8e9c2c25-6bad-4a08-b3fb-1a212bea63b0","Code","C62164","http://www.cdisc.org","2023-12-15"
"Code_334","Brachial Artery","60240af3-37ec-45eb-bb0b-b0b2f1066327","Code","C12681","http://www.cdisc.org","2023-12-15"
"Code_335","Common Carotid Artery","1f376e2a-da24-4a60-bee0-3d84aa455663","Code","C12687","http://www.cdisc.org","2023-12-15"
"Code_336","Dorsalis Pedis Artery","47b0f27f-fc78-44ed-b5fd-a2d134b423e4","Code","C32478","http://www.cdisc.org","2023-12-15"
"Code_337","Femoral Artery","ca74bac7-fb88-4b5c-b9a8-7162f5934dfc","Code","C12715","http://www.cdisc.org","2023-12-15"
"Code_338","Radial Artery","6ff874fa-ed07-4cfe-941e-a428d3410aa6","Code","C12838","http://www.cdisc.org","2023-12-15"
"Code_339","Anatomic Site","83ed345e-dc59-462e-88e9-c310a2fda3dc","Code","C13717","http://www.cdisc.org","2023-12-15"
"Code_340","Left","80c0c5d4-710c-4468-951f-78b04f181609","Code","C25229","http://www.cdisc.org","2023-12-15"
"Code_341","Right","46d80aa0-a955-43e1-97b4-89236ef4d7fd","Code","C25228","http://www.cdisc.org","2023-12-15"
"Code_342","Laterality","35aabb6f-4d58-4c0b-b437-629d7f50bcf1","Code","C25185","http://www.cdisc.org","2023-12-15"
"Code_343","SYSBP","94af863e-a17f-4715-9557-343e85beae37","Code","C25298","http://www.cdisc.org","2023-12-15"
"Code_344","DIABP","e7bec655-888d-4d6d-bb0d-fa63bd0a53ef","Code","C25299","http://www.cdisc.org","2023-12-15"
"Code_345","Clinical Test Result","c4648f87-15f4-42e9-949f-f9719577c879","Code","C77140","http://www.cdisc.org","2023-12-15"
"Code_346","Unit of Pressure","ca7421b9-1a15-4b69-9a81-d47c26c67f06","Code","C49669","http://www.cdisc.org","2023-12-15"
"Code_347","Sitting","41cdaf01-6ed5-42bc-a83f-83f06470d260","Code","C62122","http://www.cdisc.org","2023-12-15"
"Code_348","Standing","fc91d52c-a66d-4863-99fc-002c87c72ab5","Code","C62166","http://www.cdisc.org","2023-12-15"
"Code_349","Supine Position","e474799e-f228-445f-bbad-9e56fcc64732","Code","C62167","http://www.cdisc.org","2023-12-15"
"Code_350","Body Position","0a5a1dd7-6659-42a2-80b5-b9dbde120e09","Code","C62164","http://www.cdisc.org","2023-12-15"
"Code_351","Brachial Artery","e8bb9808-7b53-4456-bf77-e9187eacf065","Code","C12681","http://www.cdisc.org","2023-12-15"
"Code_352","Common Carotid Artery","6277d5ca-e8b1-4b72-b8a4-08da99d734db","Code","C12687","http://www.cdisc.org","2023-12-15"
"Code_353","Dorsalis Pedis Artery","2a9df008-1e71-42c4-8458-0b1645a0e528","Code","C32478","http://www.cdisc.org","2023-12-15"
"Code_354","Femoral Artery","5317188e-952d-4487-bd22-b61cee0d8bea","Code","C12715","http://www.cdisc.org","2023-12-15"
"Code_355","Radial Artery","26086907-def4-4188-ba21-a7a23876bec4","Code","C12838","http://www.cdisc.org","2023-12-15"
"Code_356","Anatomic Site","3afb7da9-46e5-4925-b919-c69210814f6e","Code","C13717","http://www.cdisc.org","2023-12-15"
"Code_357","Left","c2292695-2cd7-4c34-ad81-033a431ce5d1","Code","C25229","http://www.cdisc.org","2023-12-15"
"Code_358","Right","a843ff8f-e3ff-4c81-a478-94a7930f10ac","Code","C25228","http://www.cdisc.org","2023-12-15"
"Code_359","Laterality","6812ce06-7de8-44f1-b23a-aea2824cff30","Code","C25185","http://www.cdisc.org","2023-12-15"
"Code_360","DIABP","5e573c4f-9a78-487e-b9b3-97bdd10038b9","Code","C25299","http://www.cdisc.org","2023-12-15"
"Code_361","HR","38be0bcf-1d47-4a1b-a0a9-50b140f20110","Code","C49677","http://www.cdisc.org","2023-12-15"
"Code_362","Clinical Test Result","679322fe-9200-459b-bc40-18c03a1ce1d7","Code","C77140","http://www.cdisc.org","2023-12-15"
"Code_363","Count per Minute","f35395fc-56a0-400d-a2ea-314cb6b52475","Code","C73688","http://www.cdisc.org","2023-12-15"
"Code_364","Sitting","794833f1-8c47-4ae7-9fca-000d8bee82f7","Code","C62122","http://www.cdisc.org","2023-12-15"
"Code_365","Standing","6c6dd27f-54de-4aee-81a5-629a8aca9428","Code","C62166","http://www.cdisc.org","2023-12-15"
"Code_366","Supine Position","527b98a1-a603-40aa-b093-224dbec769b1","Code","C62167","http://www.cdisc.org","2023-12-15"
"Code_367","Body Position","5c8edba7-9033-46c7-86be-948f3d975dfa","Code","C62164","http://www.cdisc.org","2023-12-15"
"Code_368","Brachial Artery","1d73d25c-02eb-4f70-b8b7-6de61d461cbd","Code","C12681","http://www.cdisc.org","2023-12-15"
"Code_369","Common Carotid Artery","7c7447b9-5c69-4476-a59c-918ca0407786","Code","C12687","http://www.cdisc.org","2023-12-15"
"Code_370","Dorsalis Pedis Artery","ea5d8ff6-00e0-46cc-9b5c-545b55464bce","Code","C32478","http://www.cdisc.org","2023-12-15"
"Code_371","Femoral Artery","0054e97c-abcd-4ba2-9e0f-fe9a19d63aae","Code","C12715","http://www.cdisc.org","2023-12-15"
"Code_372","Radial Artery","aa75f07f-b8aa-4254-a299-d02c9206f7f4","Code","C12838","http://www.cdisc.org","2023-12-15"
"Code_373","Anatomic Site","92553328-1cc3-47dc-8cea-de08166321a0","Code","C13717","http://www.cdisc.org","2023-12-15"
"Code_374","Left","dca3467d-f0fc-445c-a42c-e027b3ae9277","Code","C25229","http://www.cdisc.org","2023-12-15"
"Code_375","Right","f4e76dcc-bf19-4b52-82c0-1bd3a6813b21","Code","C25228","http://www.cdisc.org","2023-12-15"
"Code_376","Laterality","ccedefe8-679d-4ea4-b07d-81baedd01ea3","Code","C25185","http://www.cdisc.org","2023-12-15"
"Code_377","HR","b58d6ce9-5bd4-43bc-931f-2054e09f787c","Code","C49677","http://www.cdisc.org","2023-12-15"
"Code_378","SYSBP","2575f7d3-a534-43d3-afb8-0b42f8b5f664","Code","C25298","http://www.cdisc.org","2023-12-15"
