"instanceType","codeSystem","code","codeSystemVersion","id","uuid:ID","decode"
"Code","http://www.cdisc.org","C49673","2023-09-29","Code_247","4695588e-ebb8-4bcc-9f69-8827b4aaad9e","Beats per Minute"
"Code","NCI Thesaurus","C73688","","Code_248","256f5d78-9ae5-4b31-a088-861d04d107bb","Count per Minute"
"Code","NCI Thesaurus","C83088","","Code_249","b2da7870-3364-4492-be26-a68cbef99d62","Vital Signs Location"
"Code","NCI Thesaurus","C123975","","Code_250","27c9098d-fed5-45e3-8e7b-0321a05fb993","Vital Signs Laterality"
"Code","NCI Thesaurus","C82535","","Code_251","3a8d5255-a59d-4651-a101-35e35eb9945e","Test Method"
"Code","NCI Thesaurus","C83114","","Code_252","19b4bd2a-f7e4-467b-9db7-4ab6d7a91d52","Vital Signs Position"
"Code","NCI Thesaurus","C49677","","Code_245","5b8f8e34-1f43-4372-8952-289ab3fea791","Heart Rate"
"Code","NCI Thesaurus","C173522","","Code_254","c13bbc29-cd15-46a9-a224-3ef985e24ecc","Vital Signs Result"
"Code","http://www.cdisc.org","C42547","2023-09-29","Code_255","b64f93a8-4911-437b-8a99-c85b6d9e3abd","Pascal"
"Code","NCI Thesaurus","C49669","","Code_256","1ee6f3f0-56fa-4a51-8699-687b992a40fa","Unit of Pressure"
"Code","NCI Thesaurus","C83088","","Code_257","8d17ebb4-32f8-4335-864b-f4538d34994f","Vital Signs Location"
"Code","NCI Thesaurus","C123975","","Code_258","59592d18-1e26-473a-9d73-6cd046b6caf7","Vital Signs Laterality"
"Code","NCI Thesaurus","C82535","","Code_259","17d19a2f-8e53-41aa-a50f-c0f3497643f3","Test Method"
"Code","NCI Thesaurus","C83114","","Code_260","9b7c9c21-0247-4b66-ad2c-08f20c105a5f","Vital Signs Position"
"Code","NCI Thesaurus","C25298","","Code_253","0726491f-2508-4046-88a2-42c5ac573173","Systolic Blood Pressure"
"Code","NCI Thesaurus","C173522","","Code_262","41310455-fee5-44c2-bcad-09e179435d62","Vital Signs Result"
"Code","http://www.cdisc.org","C42547","2023-09-29","Code_263","d3ef9dd5-ae06-4bac-8400-731a12e27bdd","Pascal"
"Code","NCI Thesaurus","C49669","","Code_264","3b8bc816-0e26-4f8b-a0a2-b36c197327d6","Unit of Pressure"
"Code","NCI Thesaurus","C83088","","Code_265","1482e1bf-91d8-4ee1-9712-f76c418f27ea","Vital Signs Location"
"Code","NCI Thesaurus","C123975","","Code_266","07c864ec-74ab-4452-a635-8ac238f0a7eb","Vital Signs Laterality"
"Code","NCI Thesaurus","C82535","","Code_267","bec4ce22-ac23-4593-a4e1-8fa1560705c7","Test Method"
"Code","NCI Thesaurus","C83114","","Code_268","0af3da8e-ed79-4afb-874f-3bb2ae37dc9b","Vital Signs Position"
"Code","NCI Thesaurus","C25299","","Code_261","481b895c-f6dc-49e8-a34c-3f830c03a2bd","Diastolic Blood Pressure"
"Code","NCI Thesaurus","C173522","","Code_270","3abe71fa-9d8f-460a-a742-a634b6fbb4e8","Vital Signs Result"
"Code","http://www.cdisc.org","C49673","2023-09-29","Code_271","9e95a5b6-0dc2-4e5d-98ca-1abc2d5add73","Beats per Minute"
"Code","NCI Thesaurus","C73688","","Code_272","ad2d02eb-9170-4a7c-a6d7-42045627e2c9","Count per Minute"
"Code","NCI Thesaurus","C83088","","Code_273","be4463cc-9338-439d-b297-e7f0e8b3c1b4","Vital Signs Location"
"Code","NCI Thesaurus","C123975","","Code_274","ac0fac48-5c1c-4764-81cb-113643541704","Vital Signs Laterality"
"Code","NCI Thesaurus","C82535","","Code_275","3415e481-b9b1-4328-8f33-e9a967b68a52","Test Method"
"Code","NCI Thesaurus","C83114","","Code_276","c9566c12-c469-4894-a94c-40507eb2937d","Vital Signs Position"
"Code","NCI Thesaurus","C49677","","Code_269","f231fce4-c95e-46ff-a59d-4c03371d7683","Heart Rate"
"Code","http://www.cdisc.org","C174268","2023-09-29","Code_122","dbdbb054-d0b0-459d-82b2-4ea6b16a3646","Placebo Comparator Arm"
"Code","http://www.cdisc.org","C188866","2023-09-29","Code_123","d0fc8094-54e5-4916-be1c-74b81feb4d04","Data Generated Within Study"
"Code","http://www.cdisc.org","C174267","2023-09-29","Code_124","af1f5b2e-ffc6-4cd7-b4cd-09c45a349354","Active Comparator Arm"
"Code","http://www.cdisc.org","C188866","2023-09-29","Code_125","61c02715-9fac-46ce-bbd7-3790f10e2403","Data Generated Within Study"
"Code","http://www.cdisc.org","C174267","2023-09-29","Code_126","31f2bff3-193e-4d64-8bf1-80e7c5bcbd34","Active Comparator Arm"
"Code","http://www.cdisc.org","C188866","2023-09-29","Code_127","f7546baa-f98f-4767-97c6-4bc36b0a9e1b","Data Generated Within Study"
"Code","http://www.cdisc.org","C15228","2023-09-29","Code_135","9a69f097-6d26-4f73-ab6f-cb6ab527d8ab","Double Blind Study"
"Code","http://www.cdisc.org","C48262","2023-09-29","Code_128","02e046d1-c1bb-44ab-8c07-a1e4010a59a9","Trial Screening"
"Code","http://www.cdisc.org","C101526","2023-09-29","Code_129","e89393bc-7c19-4bb2-a2aa-501aca6a1633","Treatment Epoch"
"Code","http://www.cdisc.org","C101526","2023-09-29","Code_130","b16dec78-36e6-4fbe-92e6-bc8404219dfe","Treatment Epoch"
"Code","http://www.cdisc.org","C101526","2023-09-29","Code_131","9d21b3d0-d130-4a6c-81cd-0171a4316738","Treatment Epoch"
"Code","http://www.cdisc.org","C99158","2023-09-29","Code_132","9dc6513a-dbfb-4205-a728-d1def5ef2b59","Clinical Study Follow-up"
"Code","ICD-10-CM","G30.9","1","Code_330","ebf4a034-6ff7-47d6-b490-a006bc41e9bf","Alzheimer's disease; unspecified"
"Code","SNOMED","26929004","January 31, 2018","Code_331","4cc19ad3-876f-4be4-8cd6-98a54d65d2ed","Alzheimer's disease"
"Code","http://www.cdisc.org","C70793","2023-09-29","Code_141","0d319081-87d3-469c-b424-8f7566a192f0","Sponsor"
"Code","http://www.cdisc.org","C85826","2023-09-29","Code_335","e66c7284-652b-43af-ac27-c4001120247b","Trial Primary Objective"
"Code","http://www.cdisc.org","C94496","2023-09-29","Code_334","5d1d44d2-29a1-4cac-ab12-992a01d7c2ec","Primary Endpoint"
"Code","http://www.cdisc.org","C94496","2023-09-29","Code_336","513636c2-3420-4aad-9ad1-c8eddb1146e3","Primary Endpoint"
"Code","http://www.cdisc.org","C85826","2023-09-29","Code_338","82b3c87f-c0f5-487a-87c3-4a61d58c5eff","Trial Primary Objective"
"Code","http://www.cdisc.org","C94496","2023-09-29","Code_337","1661f85b-8130-44d6-9dc9-b16fc50de476","Primary Endpoint"
"Code","http://www.cdisc.org","C94496","2023-09-29","Code_339","220397fa-5115-43d1-8150-01be77a8a071","Primary Endpoint"
"Code","http://www.cdisc.org","C94496","2023-09-29","Code_340","a58c6a9f-048a-43f2-8cd6-24f12188dc23","Primary Endpoint"
"Code","http://www.cdisc.org","C85827","2023-09-29","Code_342","ebef4293-c1d8-4318-930b-a6535b8287af","Trial Secondary Objective"
"Code","http://www.cdisc.org","C139173","2023-09-29","Code_341","9c30cba8-b384-4472-a3c3-f6851116f82e","Secondary Endpoint"
"Code","http://www.cdisc.org","C139173","2023-09-29","Code_343","e9c65cd0-0bfd-4834-94b7-f41ef32ea25b","Secondary Endpoint"
"Code","http://www.cdisc.org","C139173","2023-09-29","Code_344","e777c14a-8b5b-4a0a-9dcd-022a9f163163","Secondary Endpoint"
"Code","http://www.cdisc.org","C25532","2023-09-29","Code_345","083264cf-51ab-463c-89a7-45352038bd27","Inclusion Criteria"
"Code","http://www.cdisc.org","C25532","2023-09-29","Code_346","7dc22870-4576-40d1-8d36-5e95a0c43aed","Inclusion Criteria"
"Code","http://www.cdisc.org","C25532","2023-09-29","Code_347","63733dc4-d719-4619-91d2-fd04715decfd","Inclusion Criteria"
"Code","http://www.cdisc.org","C25370","2023-09-29","Code_348","5b24f49d-d053-42d2-9eed-b3e5e3fd7da6","Exclusion Criteria"
"Code","http://www.cdisc.org","C29848","2023-09-29","Code_332","cbe8e64a-b8dd-425c-9e7c-a4db23c8085e","Year"
"Code","http://www.cdisc.org","C201264","2023-09-29","Code_14","4547d670-898b-4c6e-8923-e208eaa67cce","Before"
"Code","http://www.cdisc.org","C201265","2023-09-29","Code_15","331e5a77-d5fb-4c85-870c-46f7b8256eff","Start to Start"
"Code","http://www.cdisc.org","C201264","2023-09-29","Code_16","cabc2b3a-d978-4264-b88c-3233bf41414f","Before"
"Code","http://www.cdisc.org","C201265","2023-09-29","Code_17","a624ad54-1b0b-40fc-8e9b-cb7e50354bd3","Start to Start"
"Code","http://www.cdisc.org","C201264","2023-09-29","Code_19","0ee58711-7cc3-43b6-b1e7-5f4346ac5e6b","Fixed Reference"
"Code","http://www.cdisc.org","C201265","2023-09-29","Code_20","d91f650e-b47d-48ff-ade5-d798178240a9","Start to Start"
"Code","http://www.cdisc.org","C201264","2023-09-29","Code_21","b82d659a-68a2-4c46-b028-7cef632b896f","After"
"Code","http://www.cdisc.org","C201265","2023-09-29","Code_22","e96725ce-67a9-48a2-9815-eab7663c6532","Start to Start"
"Code","http://www.cdisc.org","C201264","2023-09-29","Code_24","a9dbf9af-c40a-42ce-92ad-dc761eb021a3","After"
"Code","http://www.cdisc.org","C201265","2023-09-29","Code_25","11b47971-6e43-44a9-80bd-9cd990f37250","Start to Start"
"Code","http://www.cdisc.org","C201264","2023-09-29","Code_27","1ac180ae-8c95-4b7a-a2f8-cab821f3be6e","After"
"Code","http://www.cdisc.org","C201265","2023-09-29","Code_28","5195ef50-7d6e-4c1f-8b9f-54c033d3318c","Start to Start"
"Code","http://www.cdisc.org","C201264","2023-09-29","Code_30","0e676ee8-57bc-452b-af6e-1318de85d015","After"
"Code","http://www.cdisc.org","C201265","2023-09-29","Code_31","51ccc292-f415-41b1-a11a-9050787c0fde","Start to Start"
"Code","http://www.cdisc.org","C201264","2023-09-29","Code_35","1e658b6b-a699-469b-b569-dd4975c319e8","After"
"Code","http://www.cdisc.org","C201265","2023-09-29","Code_36","d9929766-03d2-4dec-80f7-934fe2ce59d3","Start to Start"
"Code","http://www.cdisc.org","C201264","2023-09-29","Code_40","b16c1d13-664e-4238-9c17-ec2b848ad1e4","After"
"Code","http://www.cdisc.org","C201265","2023-09-29","Code_41","785542a6-efdb-43c1-84de-995c9ec65fa9","Start to Start"
"Code","http://www.cdisc.org","C201264","2023-09-29","Code_45","91ebd604-6324-4546-be7f-281b07147458","After"
"Code","http://www.cdisc.org","C201265","2023-09-29","Code_46","91df7c0b-2fa2-48b0-842a-05c0047a852e","Start to Start"
"Code","http://www.cdisc.org","C201264","2023-09-29","Code_50","c81969bf-0226-48e6-b7de-971328acd4e2","After"
"Code","http://www.cdisc.org","C201265","2023-09-29","Code_51","6ba80c8f-4045-4600-8a49-2dca55fe61cc","Start to Start"
"Code","http://www.cdisc.org","C201264","2023-09-29","Code_53","f6dc7112-5a7e-4c36-981d-47c0656cd18b","After"
"Code","http://www.cdisc.org","C201265","2023-09-29","Code_54","8bc106f2-7e19-404c-8aa1-e0aaab600b79","Start to Start"
"Code","http://www.cdisc.org","C201264","2023-09-29","Code_33","82b59180-7a33-4cfe-9601-3fda1fdb76d1","After"
"Code","http://www.cdisc.org","C201265","2023-09-29","Code_34","52a71e00-a47e-4333-a3a5-482eacba8384","Start to Start"
"Code","http://www.cdisc.org","C201264","2023-09-29","Code_38","fd5970be-74fe-4b5b-a4bf-613270874f9b","After"
"Code","http://www.cdisc.org","C201265","2023-09-29","Code_39","6270fcf9-dcf8-4f6d-84a4-5a1b8f7a2bdb","Start to Start"
"Code","http://www.cdisc.org","C201264","2023-09-29","Code_43","a57c0c7f-a31f-4e5a-b88f-b4ffc79f0f30","After"
"Code","http://www.cdisc.org","C201265","2023-09-29","Code_44","6aa76f44-ae79-4c5d-a3fd-2c18b687b18e","Start to Start"
"Code","http://www.cdisc.org","C201264","2023-09-29","Code_48","169ec7f9-f4df-423a-b154-89a074032f3a","After"
"Code","http://www.cdisc.org","C201265","2023-09-29","Code_49","892f6feb-8956-4bac-a882-cc6ad8986c60","Start to Start"
"Code","http://www.cdisc.org","C201264","2023-09-29","Code_56","61c0234f-ea99-4d07-a10b-8d095d6c21d6","Fixed Reference"
"Code","http://www.cdisc.org","C201265","2023-09-29","Code_57","e868a580-1615-479d-b419-2c39125f4dad","Start to Start"
"Code","http://www.cdisc.org","C201264","2023-09-29","Code_58","eda0294a-0d93-444d-95a7-7b00ab01b919","Fixed Reference"
"Code","http://www.cdisc.org","C201265","2023-09-29","Code_59","d7feb6cb-d320-4fb5-a972-a1a17fc4bc8f","Start to Start"
"Code","http://www.cdisc.org","C201264","2023-09-29","Code_60","1b2fac3f-5994-4a09-9b89-ba8cddd9fce9","Fixed Reference"
"Code","http://www.cdisc.org","C201265","2023-09-29","Code_61","d2d79fbd-1ab1-43ea-aa63-a26eec8eb606","Start to Start"
"Code","http://www.cdisc.org","C201264","2023-09-29","Code_62","71a07814-889f-476a-a376-a601ea990349","After"
"Code","http://www.cdisc.org","C201265","2023-09-29","Code_63","fa9a272e-4ca0-4712-86fd-4ffad20492db","Start to Start"
"Code","http://www.cdisc.org","C201264","2023-09-29","Code_64","26c737e7-76ac-464b-ac9b-453e611898b5","After"
"Code","http://www.cdisc.org","C201265","2023-09-29","Code_65","8d6811e3-d6fe-4fde-928b-322267d48cb8","End to Start"
"Code","http://www.cdisc.org","C201264","2023-09-29","Code_66","b7a26673-a2f4-403e-acb2-45f5c57d81d6","After"
"Code","http://www.cdisc.org","C201265","2023-09-29","Code_67","64266837-35c6-4dae-af5f-eb3f6fa84335","Start to Start"
"Code","http://www.cdisc.org","C201264","2023-09-29","Code_68","a635565c-8387-453b-95fd-7f1c57de583f","After"
"Code","http://www.cdisc.org","C201265","2023-09-29","Code_69","cd889795-974d-4887-9c61-d6967f7ffa22","End to Start"
"Code","http://www.cdisc.org","C201264","2023-09-29","Code_70","5307d0bb-b596-4a65-8868-61ccd061f564","After"
"Code","http://www.cdisc.org","C201265","2023-09-29","Code_71","7f84e1e5-7fa0-43e1-aaff-8ed291280a97","Start to Start"
"Code","http://www.cdisc.org","C70793","2023-09-29","Code_349","1735a7f0-6082-46bc-bb0a-3821d0ad16f1","Clinical Study Sponsor"
"Code","ISO 3166 1 alpha3","GBR","2020-08","Code_350","1289c734-648d-4af4-b154-ef69a0b08475","United Kingdom of Great Britain and Northern Ireland"
"Code","http://www.cdisc.org","C94108","2023-09-29","Code_3","14a85fab-5e79-4387-a42e-191cbe6488a9","Study Acronym"
"Code","http://www.cdisc.org","C99905x1","2023-09-29","Code_5","0e2cf2bf-d8d2-45aa-97c3-afe6bf327170","Brief Study Title"
"Code","http://www.cdisc.org","C99905x2","2023-09-29","Code_6","14f10089-a2da-45b2-bbbb-1a25d0b6e531","Official Study Title"
"Code","http://www.cdisc.org","C99905x3","2023-09-29","Code_7","2d6bafa6-edf5-448f-aa61-c52871ac2b6b","Public Study Title"
"Code","http://www.cdisc.org","C25508","2023-09-29","Code_8","ea2ec1c7-631e-4b91-bae7-b7e6bd396691","Final"
"Code","http://www.cdisc.org","C99903x1","2023-09-29","Code_11","41447afb-93ad-4d4b-90d3-2371d884ba30","Protocol Effective Date"
"Code","http://www.cdisc.org","C41129","2023-09-29","Code_13","ca343500-286d-4bf9-88a5-709e54f41330","Region"
"Code","ISO 3166 1 alpha3","150","2020-08","Code_12","d5d930cd-0823-44c8-8085-bb912f99fe2e","Europe"
