"id","uuid:ID","codeSystemVersion","decode","code","instanceType","codeSystem"
"Code_247","2ea60052-3311-4e2b-8406-c2da0dfebce2","2023-09-29","Beats per Minute","C49673","Code","http://www.cdisc.org"
"Code_248","ece8b71b-30ab-4132-b91b-9d769ceb11af","","Count per Minute","C73688","Code","NCI Thesaurus"
"Code_249","c3a55d40-300f-409d-bf5c-1263cda6122b","","Vital Signs Location","C83088","Code","NCI Thesaurus"
"Code_250","f0e71655-3036-4b16-9df0-4d3dff2746c5","","Vital Signs Laterality","C123975","Code","NCI Thesaurus"
"Code_251","03af6061-710b-44d3-85d9-bc18d3c576c5","","Test Method","C82535","Code","NCI Thesaurus"
"Code_252","45df7332-c124-4fd9-b340-28dcc28837e7","","Vital Signs Position","C83114","Code","NCI Thesaurus"
"Code_245","14823a43-ebf3-4213-b94c-eee730ff2e9d","","Heart Rate","C49677","Code","NCI Thesaurus"
"Code_254","1694b590-77c3-4871-b441-5ff16966bed3","","Vital Signs Result","C173522","Code","NCI Thesaurus"
"Code_255","06abeb2f-590a-47c0-8578-56c4be1476d7","2023-09-29","Pascal","C42547","Code","http://www.cdisc.org"
"Code_256","06974373-bb76-4d6d-9b82-4455deb8ef8a","","Unit of Pressure","C49669","Code","NCI Thesaurus"
"Code_257","8d6eb0e5-d4ac-46e9-a997-e820ffbc7750","","Vital Signs Location","C83088","Code","NCI Thesaurus"
"Code_258","f5190a52-6d26-4938-a16d-388627dabd23","","Vital Signs Laterality","C123975","Code","NCI Thesaurus"
"Code_259","2bc5ec52-b2e6-4089-8ed9-55a2fcc2c81b","","Test Method","C82535","Code","NCI Thesaurus"
"Code_260","cb1e708c-87ed-4a37-a0e0-e38a9f3ae555","","Vital Signs Position","C83114","Code","NCI Thesaurus"
"Code_253","6a28e499-cd06-4776-99c1-49a7720cfd3a","","Systolic Blood Pressure","C25298","Code","NCI Thesaurus"
"Code_262","c1c6c122-2d30-46b3-aeb8-7f76e2c9fc08","","Vital Signs Result","C173522","Code","NCI Thesaurus"
"Code_263","1f75b338-0f1e-4187-b019-602eaa47d70f","2023-09-29","Pascal","C42547","Code","http://www.cdisc.org"
"Code_264","a7a7f913-3749-4abf-9a9d-1900681dba60","","Unit of Pressure","C49669","Code","NCI Thesaurus"
"Code_265","6245a6f9-e638-4162-92d8-4483a6c6466d","","Vital Signs Location","C83088","Code","NCI Thesaurus"
"Code_266","db5eeea6-41d4-4d15-bdca-c85894ecda97","","Vital Signs Laterality","C123975","Code","NCI Thesaurus"
"Code_267","804fbcca-c710-42d5-83de-0f057c03c2eb","","Test Method","C82535","Code","NCI Thesaurus"
"Code_268","4f2f539a-91f0-4044-b4f5-f9936f4d0fc1","","Vital Signs Position","C83114","Code","NCI Thesaurus"
"Code_261","e37e46f6-851c-41b1-97f0-636154cb5d5b","","Diastolic Blood Pressure","C25299","Code","NCI Thesaurus"
"Code_270","87268cec-b442-456c-b97e-65714582df6c","","Vital Signs Result","C173522","Code","NCI Thesaurus"
"Code_271","b592c46e-6c90-4426-a2bc-235e8cd98e7d","2023-09-29","Beats per Minute","C49673","Code","http://www.cdisc.org"
"Code_272","5c1b33a0-1611-4da5-8ef0-9eca9985d03c","","Count per Minute","C73688","Code","NCI Thesaurus"
"Code_273","9b74846d-d9aa-4278-a2c1-5fe93e7d6b72","","Vital Signs Location","C83088","Code","NCI Thesaurus"
"Code_274","53d85672-9da7-4de1-8722-d1a31dbf5a6e","","Vital Signs Laterality","C123975","Code","NCI Thesaurus"
"Code_275","baeb3b05-d30c-4c7d-9cb6-e598f29196b9","","Test Method","C82535","Code","NCI Thesaurus"
"Code_276","48f37724-e32d-45f2-aa2b-6521587a62c5","","Vital Signs Position","C83114","Code","NCI Thesaurus"
"Code_269","2aeaeda3-2afa-4ea2-8bd4-53475748db19","","Heart Rate","C49677","Code","NCI Thesaurus"
"Code_122","75fff661-893b-4ec6-ab32-2c8f941a8109","2023-09-29","Placebo Comparator Arm","C174268","Code","http://www.cdisc.org"
"Code_123","f16a6013-8349-4c7c-bccf-f5a12c41723b","2023-09-29","Data Generated Within Study","C188866","Code","http://www.cdisc.org"
"Code_124","45e8f30a-5067-4f86-b532-01a5f6fc65df","2023-09-29","Active Comparator Arm","C174267","Code","http://www.cdisc.org"
"Code_125","2e61bb36-5afd-4c49-bb2f-d9535298c513","2023-09-29","Data Generated Within Study","C188866","Code","http://www.cdisc.org"
"Code_126","6464c485-4ea0-4abe-bf19-09c96e7469ad","2023-09-29","Active Comparator Arm","C174267","Code","http://www.cdisc.org"
"Code_127","98d1781b-3782-4173-abe8-d3007a20b91c","2023-09-29","Data Generated Within Study","C188866","Code","http://www.cdisc.org"
"Code_135","0cd7fbef-ba27-4ae3-8f74-bfe827edfef1","2023-09-29","Double Blind Study","C15228","Code","http://www.cdisc.org"
"Code_128","07f4cb0d-4ec7-4dba-a231-7aa8c0998e3b","2023-09-29","Trial Screening","C48262","Code","http://www.cdisc.org"
"Code_129","29e70864-fb36-4ec2-acb7-5e9c1cc71fad","2023-09-29","Treatment Epoch","C101526","Code","http://www.cdisc.org"
"Code_130","97fad7f5-3925-4c88-973f-02eaa95c4e52","2023-09-29","Treatment Epoch","C101526","Code","http://www.cdisc.org"
"Code_131","8c0d8a63-ab58-4d80-b51b-6467bbe4429f","2023-09-29","Treatment Epoch","C101526","Code","http://www.cdisc.org"
"Code_132","72f3dea6-fece-4798-b42e-ea6e50ed343f","2023-09-29","Clinical Study Follow-up","C99158","Code","http://www.cdisc.org"
"Code_330","a7b95029-a960-4c58-b190-a513fc9206d2","1","Alzheimer's disease; unspecified","G30.9","Code","ICD-10-CM"
"Code_331","626900da-e217-4784-9503-5450b0272d58","January 31, 2018","Alzheimer's disease","26929004","Code","SNOMED"
"Code_141","7b5af9eb-4ced-4e8e-8095-5bcb1f022db1","2023-09-29","Sponsor","C70793","Code","http://www.cdisc.org"
"Code_335","2facd812-5f52-446c-a549-a999fada81b4","2023-09-29","Trial Primary Objective","C85826","Code","http://www.cdisc.org"
"Code_334","ee093e39-8aaa-4bc5-bfc9-d306df3f3842","2023-09-29","Primary Endpoint","C94496","Code","http://www.cdisc.org"
"Code_336","91eb8a4a-caa9-47fc-a6bb-acb983c0c3b7","2023-09-29","Primary Endpoint","C94496","Code","http://www.cdisc.org"
"Code_338","ac1eacce-eea8-410e-b57c-857a0dd051e6","2023-09-29","Trial Primary Objective","C85826","Code","http://www.cdisc.org"
"Code_337","cd970dca-14e2-44cf-87af-7924291d1c3d","2023-09-29","Primary Endpoint","C94496","Code","http://www.cdisc.org"
"Code_339","a875654a-06ed-4ecc-bd05-5bc86c7ad55c","2023-09-29","Primary Endpoint","C94496","Code","http://www.cdisc.org"
"Code_340","4f0cbdd5-02e0-4d30-800c-caaaebf8db90","2023-09-29","Primary Endpoint","C94496","Code","http://www.cdisc.org"
"Code_342","6f291f0b-8b33-42da-b425-e65cdbcfad5e","2023-09-29","Trial Secondary Objective","C85827","Code","http://www.cdisc.org"
"Code_341","e08e70ee-3915-4270-a184-07b5fa1a6442","2023-09-29","Secondary Endpoint","C139173","Code","http://www.cdisc.org"
"Code_343","e0906a8a-ce65-497c-be08-d42136637c58","2023-09-29","Secondary Endpoint","C139173","Code","http://www.cdisc.org"
"Code_344","a09d7ca7-bfeb-4431-9efb-1f3dc89f2c1c","2023-09-29","Secondary Endpoint","C139173","Code","http://www.cdisc.org"
"Code_345","c8cbc8d2-2316-4992-b0e4-623facca1096","2023-09-29","Inclusion Criteria","C25532","Code","http://www.cdisc.org"
"Code_346","f92a0e35-e014-478d-b332-5686349993a5","2023-09-29","Inclusion Criteria","C25532","Code","http://www.cdisc.org"
"Code_347","99b19dea-0e2e-4677-8046-8f6e300c7661","2023-09-29","Inclusion Criteria","C25532","Code","http://www.cdisc.org"
"Code_348","ee5c3a29-8fb5-4f9f-b6a5-f94fcd9534ab","2023-09-29","Exclusion Criteria","C25370","Code","http://www.cdisc.org"
"Code_332","6ac90f2c-e1b8-46db-8ec7-c5f7fe6eb637","2023-09-29","Year","C29848","Code","http://www.cdisc.org"
"Code_14","4dd2f222-0d77-42f5-b663-c5dfe0450326","2023-09-29","Before","C201264","Code","http://www.cdisc.org"
"Code_15","d2121485-579d-42f8-93e8-aac2e0b1727b","2023-09-29","Start to Start","C201265","Code","http://www.cdisc.org"
"Code_16","cc15c079-3033-41cc-b282-2b4a9db69ee5","2023-09-29","Before","C201264","Code","http://www.cdisc.org"
"Code_17","66d8868c-84d5-4676-ad9c-a0c6b2913462","2023-09-29","Start to Start","C201265","Code","http://www.cdisc.org"
"Code_19","8e3fc988-2d54-4336-bb11-8f9ef4a3825c","2023-09-29","Fixed Reference","C201264","Code","http://www.cdisc.org"
"Code_20","bea18dc1-d396-4240-a125-8da5ef027f3c","2023-09-29","Start to Start","C201265","Code","http://www.cdisc.org"
"Code_21","1fae36a5-9121-448e-b244-9b600f49289e","2023-09-29","After","C201264","Code","http://www.cdisc.org"
"Code_22","3b664d97-fd2a-4d89-8962-d94d08d77d00","2023-09-29","Start to Start","C201265","Code","http://www.cdisc.org"
"Code_24","654c9c11-18c0-421e-a379-bc5469e44a7b","2023-09-29","After","C201264","Code","http://www.cdisc.org"
"Code_25","f33b34a8-4fd6-43ef-8f8a-392f48d4816c","2023-09-29","Start to Start","C201265","Code","http://www.cdisc.org"
"Code_27","791427eb-f250-42df-8aaf-7ddfffd041d2","2023-09-29","After","C201264","Code","http://www.cdisc.org"
"Code_28","1d9296bb-377f-4948-8145-0721b6f85397","2023-09-29","Start to Start","C201265","Code","http://www.cdisc.org"
"Code_30","ee7753c0-7b86-4034-9cfd-3403e8fcba00","2023-09-29","After","C201264","Code","http://www.cdisc.org"
"Code_31","80075cf6-4d2d-4543-a991-771385419ac2","2023-09-29","Start to Start","C201265","Code","http://www.cdisc.org"
"Code_35","89aeedd1-d784-4139-996d-8c4c737aba28","2023-09-29","After","C201264","Code","http://www.cdisc.org"
"Code_36","63c8ed7d-ab46-4762-aba7-7763da8eeb65","2023-09-29","Start to Start","C201265","Code","http://www.cdisc.org"
"Code_40","606e3405-3ece-47cd-b171-f6974c5480c4","2023-09-29","After","C201264","Code","http://www.cdisc.org"
"Code_41","13fc8521-f863-4175-8dcf-8302301e2c75","2023-09-29","Start to Start","C201265","Code","http://www.cdisc.org"
"Code_45","3d50ec8d-0572-4929-b114-704bd6844092","2023-09-29","After","C201264","Code","http://www.cdisc.org"
"Code_46","58e09499-acf1-4cf9-9bc8-0b9ab93a61c5","2023-09-29","Start to Start","C201265","Code","http://www.cdisc.org"
"Code_50","9d0955db-bb2a-445a-a88f-e05854e215e9","2023-09-29","After","C201264","Code","http://www.cdisc.org"
"Code_51","f2900e35-e6b8-403a-b1ff-b7b4e24b4d7a","2023-09-29","Start to Start","C201265","Code","http://www.cdisc.org"
"Code_53","825581b6-9f58-4def-ae8a-b1905d98c0ad","2023-09-29","After","C201264","Code","http://www.cdisc.org"
"Code_54","683b5957-ffb5-4715-b186-a078156ed422","2023-09-29","Start to Start","C201265","Code","http://www.cdisc.org"
"Code_33","ee57bb7b-cea2-412c-b016-a5e882655469","2023-09-29","After","C201264","Code","http://www.cdisc.org"
"Code_34","29d83746-db8f-42d2-b7f5-5a8008cead33","2023-09-29","Start to Start","C201265","Code","http://www.cdisc.org"
"Code_38","f9514319-4f62-4237-8efb-e6a0676f1dbd","2023-09-29","After","C201264","Code","http://www.cdisc.org"
"Code_39","101e655f-3357-4969-a909-b63ddf9a2b87","2023-09-29","Start to Start","C201265","Code","http://www.cdisc.org"
"Code_43","58fda151-d329-4fd0-8a01-5a59894c1e77","2023-09-29","After","C201264","Code","http://www.cdisc.org"
"Code_44","dcd5ebcd-179a-44cf-95d6-cf78e1a1305d","2023-09-29","Start to Start","C201265","Code","http://www.cdisc.org"
"Code_48","deda2680-3c55-43c8-8ced-d103448a82b0","2023-09-29","After","C201264","Code","http://www.cdisc.org"
"Code_49","322bf7e9-1685-4f0e-a685-b3ebdab87e3d","2023-09-29","Start to Start","C201265","Code","http://www.cdisc.org"
"Code_56","3a195d80-fecb-4881-aecd-e64e65241033","2023-09-29","Fixed Reference","C201264","Code","http://www.cdisc.org"
"Code_57","177fabd4-6097-4144-9a41-9853d634cee7","2023-09-29","Start to Start","C201265","Code","http://www.cdisc.org"
"Code_58","4e0d122d-32b7-4f46-b18b-5758e2bc7e7e","2023-09-29","Fixed Reference","C201264","Code","http://www.cdisc.org"
"Code_59","da969f01-58d5-4670-a813-1da06b222bf4","2023-09-29","Start to Start","C201265","Code","http://www.cdisc.org"
"Code_60","749f2e39-0f0d-478d-931b-5648db8535d6","2023-09-29","Fixed Reference","C201264","Code","http://www.cdisc.org"
"Code_61","78e25d97-faf0-4ff3-bcbd-354b14f6473a","2023-09-29","Start to Start","C201265","Code","http://www.cdisc.org"
"Code_62","82d77ca4-8372-4f7d-adc8-bce03a2ec194","2023-09-29","After","C201264","Code","http://www.cdisc.org"
"Code_63","abc61ee2-2972-4fe9-b9b4-00d6b7f5038b","2023-09-29","Start to Start","C201265","Code","http://www.cdisc.org"
"Code_64","b7d62ddb-1b81-420c-9886-88be310f27ed","2023-09-29","After","C201264","Code","http://www.cdisc.org"
"Code_65","2ea945a6-b113-42a8-8af5-a0b6822c8101","2023-09-29","End to Start","C201265","Code","http://www.cdisc.org"
"Code_66","46c00993-be61-441c-808a-17fcb523cfba","2023-09-29","After","C201264","Code","http://www.cdisc.org"
"Code_67","a87f5464-9ed7-43e3-b5fb-c8fe35c27dd5","2023-09-29","Start to Start","C201265","Code","http://www.cdisc.org"
"Code_68","18bc5cf5-acfb-4561-a633-756f5eb8b9b8","2023-09-29","After","C201264","Code","http://www.cdisc.org"
"Code_69","27ea8b00-1431-4a6c-90c0-cabfef3fd728","2023-09-29","End to Start","C201265","Code","http://www.cdisc.org"
"Code_70","f1cb0d2e-0968-484e-ad07-3584d65b41bf","2023-09-29","After","C201264","Code","http://www.cdisc.org"
"Code_71","52edce28-d807-4457-9991-4f91c687864b","2023-09-29","Start to Start","C201265","Code","http://www.cdisc.org"
"Code_349","5946e64a-487e-4ef5-8b57-50a2a93bad0f","2023-09-29","Clinical Study Sponsor","C70793","Code","http://www.cdisc.org"
"Code_350","1802e50a-4e23-4f21-ba20-561bb9d9d7b5","2020-08","United Kingdom of Great Britain and Northern Ireland","GBR","Code","ISO 3166 1 alpha3"
"Code_3","9d3c6d99-426f-42a4-aa4a-280b36d6dab4","2023-09-29","Study Acronym","C94108","Code","http://www.cdisc.org"
"Code_5","3ef960ef-222f-4ba9-8b46-fa729e958080","2023-09-29","Brief Study Title","C99905x1","Code","http://www.cdisc.org"
"Code_6","656378ab-5572-491b-bbe6-aee5ae588f15","2023-09-29","Official Study Title","C99905x2","Code","http://www.cdisc.org"
"Code_7","77d795e9-34ec-43e7-833a-f940fbb0fa37","2023-09-29","Public Study Title","C99905x3","Code","http://www.cdisc.org"
"Code_8","8fa3cac6-2a02-4805-b41f-205649e3e6d4","2023-09-29","Final","C25508","Code","http://www.cdisc.org"
"Code_11","7e28b24c-5cbe-4e34-abbc-3bcc554cb8f4","2023-09-29","Protocol Effective Date","C99903x1","Code","http://www.cdisc.org"
"Code_13","3ad3fdf5-12dd-4ece-9840-e237e7325987","2023-09-29","Region","C41129","Code","http://www.cdisc.org"
"Code_12","44305978-a723-4b1e-ac9b-d71f8ced4443","2020-08","Europe","150","Code","ISO 3166 1 alpha3"
