"uuid:ID","codeSystemVersion","code","decode","instanceType","codeSystem","id"
"85349d38-a799-4cca-b070-7af9b33001c9","2023-12-15","C49488","Yes","Code","http://www.cdisc.org","Code_168"
"d1e062ee-d350-4d8f-8438-74a92fa911ba","2023-12-15","C113380","Disabling Adverse Event","Code","http://www.cdisc.org","Code_169"
"d5ee090a-0498-4d50-b0c6-21ceedd2c31a","2023-12-15","C49487","No","Code","http://www.cdisc.org","Code_170"
"d223b840-6eb0-40c1-8816-020c8e6138d8","2023-12-15","C49488","Yes","Code","http://www.cdisc.org","Code_171"
"2035c43d-57e1-4a50-bace-560ad73248eb","2023-12-15","C48275","Death Related to Adverse Event","Code","http://www.cdisc.org","Code_172"
"94c25f74-51bf-4bf8-8112-150991bfdf90","2023-12-15","C49487","No","Code","http://www.cdisc.org","Code_173"
"4ee87811-5781-426b-a137-e8afa70ce3df","2023-12-15","C49488","Yes","Code","http://www.cdisc.org","Code_174"
"78256ad5-3e15-4de4-8683-512ad708be86","2023-12-15","C83052","Adverse Event associated with Hospitalization","Code","http://www.cdisc.org","Code_175"
"83932ea9-6c2d-41ed-9b00-20b81acf76d5","2023-12-15","C49487","No","Code","http://www.cdisc.org","Code_176"
"5c4de04a-3169-4f8d-b95c-0855bd235591","2023-12-15","C49488","Yes","Code","http://www.cdisc.org","Code_177"
"d32a4ac7-75a5-4a3c-8fca-737aa4f419f0","2023-12-15","C84266","Life Threatening Adverse Event","Code","http://www.cdisc.org","Code_178"
"1dd94d47-ef05-4a54-b10a-7518d72513f8","2023-12-15","C49487","No","Code","http://www.cdisc.org","Code_179"
"cfe25f2f-457d-4806-93f6-259301e5c289","2023-12-15","C49488","Yes","Code","http://www.cdisc.org","Code_180"
"9d05e675-1142-4668-8dd8-0e6c7106e449","2023-12-15","C83214","Adverse Event Occurred with Overdose","Code","http://www.cdisc.org","Code_181"
"7152c0b1-4d31-41c2-b364-e797f4883ecf","2023-12-15","C49487","No","Code","http://www.cdisc.org","Code_182"
"9520f29b-e7b8-46e2-8c49-0c447300ccac","2023-12-15","C49488","Yes","Code","http://www.cdisc.org","Code_183"
"084dffe3-ab9e-44b0-810b-670a9a04f375","2023-12-15","C83053","Adverse Event Associated with Serious Medical Event","Code","http://www.cdisc.org","Code_184"
"e0f8059e-4748-4562-a5a7-148f8850faae","2023-12-15","C49487","No","Code","http://www.cdisc.org","Code_185"
"ce6b6906-f13b-47d1-adf3-a520df996bc6","2023-12-15","C49488","Yes","Code","http://www.cdisc.org","Code_186"
"b514a37b-0249-43d8-a7d1-38e7b9d68735","2023-12-15","C83199","Adverse Event Concomitant Treatment","Code","http://www.cdisc.org","Code_187"
"ba23ce07-3ecb-4df0-9646-64e3c73d69af","2023-12-15","C83215","Adverse Event Start Date Time","Code","http://www.cdisc.org","Code_188"
"d6be8faa-9319-425a-b7bc-3007d1d7b2e2","2023-12-15","C83201","Adverse Event End Date Time","Code","http://www.cdisc.org","Code_189"
"4b860fda-03a9-4cf3-8275-9633dc58f61e","2023-12-15","C179175","Solicited Adverse Event","Code","http://www.cdisc.org","Code_190"
"079164ee-cd30-4b9a-9eaf-5019408a74eb","2023-12-15","C25298","SYSBP","Code","http://www.cdisc.org","Code_191"
"653f19e4-8d4e-43c4-94f0-a2becf5572df","2023-12-15","C77140","Clinical Test Result","Code","http://www.cdisc.org","Code_192"
"7fc136ac-c9a6-4001-a32b-c5b923180aeb","2023-12-15","C49669","Unit of Pressure","Code","http://www.cdisc.org","Code_193"
"7ae73caa-f44f-419a-aa4c-105e9e1ccecb","2023-12-15","C62122","Sitting","Code","http://www.cdisc.org","Code_194"
"04f69228-7c74-4ed8-b5c9-1632c36bbaa9","2023-12-15","C62166","Standing","Code","http://www.cdisc.org","Code_195"
"987f3abd-ebe9-4178-9c64-c133f51b5c49","2023-12-15","C62167","Supine Position","Code","http://www.cdisc.org","Code_196"
"331ca088-28fc-4545-bfbe-61f39495d173","2023-12-15","C62164","Body Position","Code","http://www.cdisc.org","Code_197"
"ebfb3f21-e64e-453b-8d2c-06c75677d9d8","2023-12-15","C12681","Brachial Artery","Code","http://www.cdisc.org","Code_198"
"ab48c45c-2d16-4bd6-9b9c-53ea2d486f2e","2023-12-15","C12687","Common Carotid Artery","Code","http://www.cdisc.org","Code_199"
"2769abae-f638-48b1-8daf-5b0c0d716d82","2023-12-15","C32478","Dorsalis Pedis Artery","Code","http://www.cdisc.org","Code_200"
"be0faa95-67b4-4c51-be1d-7b5c7698e525","2023-12-15","C12715","Femoral Artery","Code","http://www.cdisc.org","Code_201"
"55d23a85-2865-4232-b076-b3453af371d2","2023-12-15","C12838","Radial Artery","Code","http://www.cdisc.org","Code_202"
"2f519bd8-a31d-4969-91a6-3f6beb1701dc","2023-12-15","C13717","Anatomic Site","Code","http://www.cdisc.org","Code_203"
"30a5b42a-b8e7-4814-b100-474235da4398","2023-12-15","C25229","Left","Code","http://www.cdisc.org","Code_204"
"0b3fe587-285b-48a2-8bf7-34825c764d4a","2023-12-15","C25228","Right","Code","http://www.cdisc.org","Code_205"
"afaf4104-86c2-455b-9d9e-dd8a1e6a12d1","2023-12-15","C25185","Laterality","Code","http://www.cdisc.org","Code_206"
"5b6c204a-f854-44da-a649-1bba82eeee81","2023-12-15","C25298","SYSBP","Code","http://www.cdisc.org","Code_207"
"49c5bc31-2c3e-4b25-bba2-ad6f08043c40","2023-12-15","C25299","DIABP","Code","http://www.cdisc.org","Code_208"
"4f56851c-b674-4242-b89d-7693251b63a4","2023-12-15","C77140","Clinical Test Result","Code","http://www.cdisc.org","Code_209"
"3fe8ab34-6931-4a6d-aeef-c93f2d27aad8","2023-12-15","C49669","Unit of Pressure","Code","http://www.cdisc.org","Code_210"
"8b6b4d7a-7d4f-4a30-acc7-a6d9effb57bf","2023-12-15","C62122","Sitting","Code","http://www.cdisc.org","Code_211"
"8a0dd321-7e6b-4361-b10a-1c50b75982a4","2023-12-15","C62166","Standing","Code","http://www.cdisc.org","Code_212"
"5b273bcf-b56f-4a30-a59a-68adf6f2adc8","2023-12-15","C62167","Supine Position","Code","http://www.cdisc.org","Code_213"
"fda808f9-79ae-463d-b043-456706a9d03c","2023-12-15","C62164","Body Position","Code","http://www.cdisc.org","Code_214"
"7e54e044-6938-428b-b900-d0dab9ad1ccb","2023-12-15","C12681","Brachial Artery","Code","http://www.cdisc.org","Code_215"
"971261f4-2d31-4330-984a-f43a2425e422","2023-12-15","C12687","Common Carotid Artery","Code","http://www.cdisc.org","Code_216"
"46f3f61c-0ced-4cb8-abc5-02c2058bccd1","2023-12-15","C32478","Dorsalis Pedis Artery","Code","http://www.cdisc.org","Code_217"
"a4848de2-6728-427b-acb4-dc196f9322ed","2023-12-15","C12715","Femoral Artery","Code","http://www.cdisc.org","Code_218"
"13efa3ac-f37e-4d29-b7aa-9d32bb340beb","2023-12-15","C12838","Radial Artery","Code","http://www.cdisc.org","Code_219"
"37948df5-1455-4ad8-8b27-297c88eb163b","2023-12-15","C13717","Anatomic Site","Code","http://www.cdisc.org","Code_220"
"bbb1a588-a73f-41b7-b26f-d103a862e0f5","2023-12-15","C25229","Left","Code","http://www.cdisc.org","Code_221"
"098f5896-64e1-4323-83d4-c2e908384e24","2023-12-15","C25228","Right","Code","http://www.cdisc.org","Code_222"
"87705d44-858e-4078-b9e4-d50845f308bf","2023-12-15","C25185","Laterality","Code","http://www.cdisc.org","Code_223"
"e693cc67-40fe-4bca-ba5d-1070db23f5ad","2023-12-15","C25299","DIABP","Code","http://www.cdisc.org","Code_224"
"b0541a87-c4d4-4518-bf0e-98e0fea4edd0","2023-12-15","C174446","TEMP","Code","http://www.cdisc.org","Code_225"
"0dd40488-ab51-4aa5-af2f-0a42920356a4","2023-12-15","C77140","Clinical Test Result","Code","http://www.cdisc.org","Code_226"
"f2e59b9f-0bff-42b3-be2d-de805b37a61a","2023-12-15","C42559","Degree Celsius","Code","http://www.cdisc.org","Code_227"
"fbeaff45-451b-45c7-b377-78a5d0c078bd","2023-12-15","C44277","Degree Fahrenheit","Code","http://www.cdisc.org","Code_228"
"a84f3a2a-2b1f-4dc7-8ea3-d11e4fbe41fa","2023-12-15","C42537","Kelvin","Code","http://www.cdisc.org","Code_229"
"d09039fa-6445-4c85-b194-de3cc0d93ad9","2023-12-15","C44276","Unit of Temperature","Code","http://www.cdisc.org","Code_230"
"aa0b8f3e-fd6d-4652-b7d5-55a26d26881d","2023-12-15","C12674","Axilla","Code","http://www.cdisc.org","Code_231"
"5b7e4e94-0676-4787-b4f9-616fa0ef62cf","2023-12-15","C12394","Ear","Code","http://www.cdisc.org","Code_232"
"638c280d-2be2-4598-8667-48642e59400c","2023-12-15","C89803","Forehead","Code","http://www.cdisc.org","Code_233"
"fd03f4c9-4677-4109-9dcc-6d5c10586109","2023-12-15","C12421","Oral Cavity","Code","http://www.cdisc.org","Code_234"
"e0c085cf-fa99-4d64-b075-af4ea41056b9","2023-12-15","C12390","Rectum","Code","http://www.cdisc.org","Code_235"
"9b5e1ab9-9c63-4faf-b0a7-e48d02e5b8a4","2023-12-15","C13717","Anatomic Site","Code","http://www.cdisc.org","Code_236"
"0e2a4d5c-0e64-4a2b-af75-9565c9384221","2023-12-15","C174446","TEMP","Code","http://www.cdisc.org","Code_237"
"df90379c-6b24-411f-b3ae-1a990854a58b","2023-12-15","C25208","WEIGHT","Code","http://www.cdisc.org","Code_238"
"f4a11cff-5c96-4abf-8030-e065465af164","2023-12-15","C77140","Clinical Test Result","Code","http://www.cdisc.org","Code_239"
"e68b6e34-70d6-413f-bf88-85eaa3d7fd6e","2023-12-15","C48531","Pound","Code","http://www.cdisc.org","Code_240"
"0d5c9d73-c609-43a2-aa27-f8c428eca849","2023-12-15","C48155","Gram","Code","http://www.cdisc.org","Code_241"
"d4c3cbb3-9c65-4958-b1a6-79fc513f62ef","2023-12-15","C28252","Kilogram","Code","http://www.cdisc.org","Code_242"
"420d6f75-2202-4ddb-9218-243977c1fd49","2023-12-15","C48208","Unit of Weight","Code","http://www.cdisc.org","Code_243"
"2f0f8dc4-11a7-4d94-8621-142259bc1f37","2023-12-15","C25208","WEIGHT","Code","http://www.cdisc.org","Code_244"
"455218ea-82ee-4389-9513-07eea75af080","2023-12-15","C25347","HEIGHT","Code","http://www.cdisc.org","Code_245"
"fe132069-a4e3-46a5-a1fe-2efe16ef8f00","2023-12-15","C77140","Clinical Test Result","Code","http://www.cdisc.org","Code_246"
"d1ddb63d-1b16-4539-8411-26e2ef04e907","2023-12-15","C49668","Centimeter","Code","http://www.cdisc.org","Code_247"
"758a14d5-1896-475f-9afa-871353d83246","2023-12-15","C48500","Inch","Code","http://www.cdisc.org","Code_248"
"50ff1fb2-5790-4a5a-b008-3723962b39f2","2023-12-15","C41139","Meter","Code","http://www.cdisc.org","Code_249"
"ea1690f7-ce78-449e-a9fb-31ece835855f","2023-12-15","C168688","Unit of Height","Code","http://www.cdisc.org","Code_250"
"29faf0eb-e867-4c8f-a8be-1e573cae1208","2023-12-15","C25347","HEIGHT","Code","http://www.cdisc.org","Code_251"
"c63dec7a-3825-4fa5-be97-3d8e4a0361b4","2023-12-15","C64433","ALT","Code","http://www.cdisc.org","Code_252"
"dc497fc6-6c06-4bd8-979a-639ca1ac4ea0","2023-12-15","C36292","Laboratory Test Result","Code","http://www.cdisc.org","Code_253"
"8917e103-38b7-47c7-a432-6f52ea9d8082","2023-12-15","C67456","Unit per Liter","Code","http://www.cdisc.org","Code_254"
"a8f0b2ef-b53f-46a3-9649-6bc4b1b91e7a","2023-12-15","C67397","Microkatal per Liter","Code","http://www.cdisc.org","Code_255"
"016f3db7-442a-4a5b-90e5-ed2c8cc840ec","2023-12-15","C67376","International Unit per Liter","Code","http://www.cdisc.org","Code_256"
"527b6d05-a156-41a1-8d22-6ce60288b476","2023-12-15","C70510","Nanokatal per Liter","Code","http://www.cdisc.org","Code_257"
"66275f17-d970-4699-89d5-fa539435464e","2023-12-15","C67365","Unit of Catalytic Activity Concentration","Code","http://www.cdisc.org","Code_258"
"6f734089-f8f2-4c1f-bcde-eb616c5a602e","2023-12-15","C70713","Biospecimen Type","Code","http://www.cdisc.org","Code_259"
"88a4f736-ad45-4faf-930c-7d61ee29040f","2023-12-15","C49487","No","Code","http://www.cdisc.org","Code_260"
"87658f74-62e6-4b03-9c06-448187cadb72","2023-12-15","C49488","Yes","Code","http://www.cdisc.org","Code_261"
"2d242129-5d6a-4131-bb05-d7bfa9b92577","2023-12-15","C83309","Laboratory Test Fasting Status","Code","http://www.cdisc.org","Code_262"
"8b893c23-e48e-455e-8508-c26f3ab9789b","2023-12-15","C64433","ALT","Code","http://www.cdisc.org","Code_263"
"f986868b-900e-41b3-9a35-8ed59568a94c","2023-12-15","C64431","ALB","Code","http://www.cdisc.org","Code_264"
"2b11547d-886f-4562-9682-78f0d33109f5","2023-12-15","C36292","Laboratory Test Result","Code","http://www.cdisc.org","Code_265"
"684b39c1-49e0-4826-8dfa-c5e96cfb0b4d","2023-12-15","C70713","Biospecimen Type","Code","http://www.cdisc.org","Code_266"
"4ee16d30-96ca-4c2d-b3c5-82ce49561e20","2023-12-15","C49487","No","Code","http://www.cdisc.org","Code_267"
"af3a1910-bfbb-4ecf-bf95-2b0510e6cbfa","2023-12-15","C49488","Yes","Code","http://www.cdisc.org","Code_268"
"94582298-78c4-436b-9b29-d208087b3397","2023-12-15","C83309","Laboratory Test Fasting Status","Code","http://www.cdisc.org","Code_269"
"add04d5e-6530-4357-8ffc-514c995f30ae","2023-12-15","C64431","ALB","Code","http://www.cdisc.org","Code_270"
"77aacb7f-9ada-4b92-86d2-b51406963c81","2023-12-15","C64432","ALP","Code","http://www.cdisc.org","Code_271"
"291982dc-bcb1-45f0-9759-708e98eeb53e","2023-12-15","C36292","Laboratory Test Result","Code","http://www.cdisc.org","Code_272"
"e4a56ae2-00eb-41b2-824b-f5e371d68658","2023-12-15","C67456","Unit per Liter","Code","http://www.cdisc.org","Code_273"
"1f2d541d-9133-4175-8622-2991c938403a","2023-12-15","C67397","Microkatal per Liter","Code","http://www.cdisc.org","Code_274"
"cc688ac3-355c-4caa-909b-287eebc87d23","2023-12-15","C67376","International Unit per Liter","Code","http://www.cdisc.org","Code_275"
"e432dc98-aad6-4b12-93a6-8ce0843c8718","2023-12-15","C67365","Unit of Catalytic Activity Concentration","Code","http://www.cdisc.org","Code_276"
"044a2cef-7957-470d-a290-9931f84e3bdf","2023-12-15","C70713","Biospecimen Type","Code","http://www.cdisc.org","Code_277"
"e7351b72-b937-4ad9-b8c3-dc8b92a7d140","2023-12-15","C49487","No","Code","http://www.cdisc.org","Code_278"
"17bf6a82-4b80-4d72-80ec-ac959ac7b865","2023-12-15","C49488","Yes","Code","http://www.cdisc.org","Code_279"
"b5e0d38a-c018-45ba-b5ed-1b100dbd4218","2023-12-15","C83309","Laboratory Test Fasting Status","Code","http://www.cdisc.org","Code_280"
"d301c839-9c47-4b5c-82e3-06f55d9febec","2023-12-15","C64432","ALP","Code","http://www.cdisc.org","Code_281"
"d2f5a163-a191-48cf-ac0b-a280e441e4b1","2023-12-15","C64467","AST","Code","http://www.cdisc.org","Code_282"
"09405896-9776-4832-acee-2a64abdd8e6f","2023-12-15","C36292","Laboratory Test Result","Code","http://www.cdisc.org","Code_283"
"bf71e72b-c8b1-4dca-a477-12987bff9487","2023-12-15","C67456","Unit per Liter","Code","http://www.cdisc.org","Code_284"
"4d5e860e-1344-497f-af27-d4a89d8639de","2023-12-15","C67397","Microkatal per Liter","Code","http://www.cdisc.org","Code_285"
"da899e83-6292-4ef9-88ca-948b53eda5c2","2023-12-15","C67376","International Unit per Liter","Code","http://www.cdisc.org","Code_286"
"1052670e-b1bf-43cb-aa5f-d39702d92206","2023-12-15","C67365","Unit of Catalytic Activity Concentration","Code","http://www.cdisc.org","Code_287"
"d62c26b3-7997-4f8f-b183-87dacbdf823f","2023-12-15","C70713","Biospecimen Type","Code","http://www.cdisc.org","Code_288"
"8e7743e9-d776-497a-bb9d-a2f03033db43","2023-12-15","C49487","No","Code","http://www.cdisc.org","Code_289"
"a12f88bc-0798-4fae-bc7e-5e8377da0e1b","2023-12-15","C49488","Yes","Code","http://www.cdisc.org","Code_290"
"f01d574a-c4a1-41f9-b922-7b944501575d","2023-12-15","C83309","Laboratory Test Fasting Status","Code","http://www.cdisc.org","Code_291"
"231d8928-1084-415f-bc35-8b177b1ce65b","2023-12-15","C64467","AST","Code","http://www.cdisc.org","Code_292"
"c197f5d4-7b3b-4343-a413-52d61127874b","2023-12-15","C64547","CREAT","Code","http://www.cdisc.org","Code_293"
"8bdae785-aeef-4b4e-a31b-6945ada0a5c2","2023-12-15","C36292","Laboratory Test Result","Code","http://www.cdisc.org","Code_294"
"daf11e2d-9e4c-49eb-890a-b4d683640562","2023-12-15","C67015","Milligram per Deciliter","Code","http://www.cdisc.org","Code_295"
"c4a754b1-dfdd-46af-b17f-d94e849dd3e2","2023-12-15","C64572","Microgram per Milliliter","Code","http://www.cdisc.org","Code_296"
"cbafc9a8-5ff2-4b89-9fa3-a14cbaa1c1b1","2023-12-15","C64387","Millimole per Liter","Code","http://www.cdisc.org","Code_297"
"4f00c539-d12e-464a-8373-e3702b1c0ff6","2023-12-15","C48508","Micromole per Liter","Code","http://www.cdisc.org","Code_298"
"de401c45-bb08-453b-981b-1ccb6a3089ab","2023-12-15","C48207","Unit of Concentration","Code","http://www.cdisc.org","Code_299"
"5dce8b02-f27a-41cb-b44e-52669f40ed45","2023-12-15","C70713","Biospecimen Type","Code","http://www.cdisc.org","Code_300"
"d8a96f24-f804-4c7b-ac72-696258dc7043","2023-12-15","C49487","No","Code","http://www.cdisc.org","Code_301"
"cadfb314-7b1f-4ec3-af21-50322139b0d4","2023-12-15","C49488","Yes","Code","http://www.cdisc.org","Code_302"
"4f65b271-dee9-4715-addd-0f7d8e0bf5e9","2023-12-15","C83309","Laboratory Test Fasting Status","Code","http://www.cdisc.org","Code_303"
"3e3628b1-4df2-46ff-bcff-f7d600698173","2023-12-15","C64547","CREAT","Code","http://www.cdisc.org","Code_304"
"1188b71c-95b3-45d6-a294-4203f4e001cd","2023-12-15","C64853","K","Code","http://www.cdisc.org","Code_305"
"e99ffc1e-7edb-4a7d-b70e-522818f109a4","2023-12-15","C36292","Laboratory Test Result","Code","http://www.cdisc.org","Code_306"
"399f8d12-8ba0-4396-9374-6cc9bb1b6d8e","2023-12-15","C67474","Milliequivalent per Liter","Code","http://www.cdisc.org","Code_307"
"0b799518-2f56-4a2a-8efa-20ae73aa9397","2023-12-15","C67473","Milliequivalent per Deciliter","Code","http://www.cdisc.org","Code_308"
"1994ca9d-9f14-4999-bc19-f412f2b0530f","2023-12-15","C64387","Millimole per Liter","Code","http://www.cdisc.org","Code_309"
"3bf6a7ce-fb46-4cc5-83e2-f15376e9230a","2023-12-15","C64567","Molarity Unit","Code","http://www.cdisc.org","Code_310"
"bc8c3141-694d-4b27-a65a-a89c96b414a7","2023-12-15","C70713","Biospecimen Type","Code","http://www.cdisc.org","Code_311"
"804eb147-4614-4713-bf85-9775532be986","2023-12-15","C49487","No","Code","http://www.cdisc.org","Code_312"
"8480391c-85a1-4fe2-bd25-2df973a8ebcb","2023-12-15","C49488","Yes","Code","http://www.cdisc.org","Code_313"
"2d9311ff-5075-4563-b2f3-089ac34efd88","2023-12-15","C83309","Laboratory Test Fasting Status","Code","http://www.cdisc.org","Code_314"
"8e30a6df-7566-46a1-9ee2-04d0e4f4d660","2023-12-15","C64853","K","Code","http://www.cdisc.org","Code_315"
"acd72ac3-4622-4c73-8fc0-2d76eac40de0","2023-12-15","C64809","SODIUM","Code","http://www.cdisc.org","Code_316"
"83977a50-9577-44f1-84a7-7110670bedd9","2023-12-15","C36292","Laboratory Test Result","Code","http://www.cdisc.org","Code_317"
"b973b363-7f64-44b0-80fa-cfdd33fe296f","2023-12-15","C67474","Milliequivalent per Liter","Code","http://www.cdisc.org","Code_318"
"dce9f3ef-be24-4f15-b9df-7a33e67ea4bb","2023-12-15","C67473","Milliequivalent per Deciliter","Code","http://www.cdisc.org","Code_319"
"d1114794-9f2e-4234-992e-85ca29e9c022","2023-12-15","C64387","Millimole per Liter","Code","http://www.cdisc.org","Code_320"
"fd5813fe-d006-4bc9-a9f7-f90d655467df","2023-12-15","C64567","Molarity Unit","Code","http://www.cdisc.org","Code_321"
"3f3fd99c-f0ba-4347-96a3-b149284b9b2d","2023-12-15","C70713","Biospecimen Type","Code","http://www.cdisc.org","Code_322"
"cf6c6f0e-be89-412c-853e-37e725d6d88d","2023-12-15","C49487","No","Code","http://www.cdisc.org","Code_323"
"f4f7d117-e854-4993-b62a-dfaf59004d4b","2023-12-15","C49488","Yes","Code","http://www.cdisc.org","Code_324"
"b1d8deb2-ad8c-47fc-91fd-616db42af101","2023-12-15","C83309","Laboratory Test Fasting Status","Code","http://www.cdisc.org","Code_325"
"fce82134-50a3-4587-a83c-1971ed097101","2023-12-15","C64809","SODIUM","Code","http://www.cdisc.org","Code_326"
"96371800-3468-424c-979e-8ff1680b47fc","2023-12-15","C25298","SYSBP","Code","http://www.cdisc.org","Code_327"
"6bfb6be7-e613-4786-a09a-b0419cf62b24","2023-12-15","C77140","Clinical Test Result","Code","http://www.cdisc.org","Code_328"
"ab6a2641-1dc8-47f2-80e7-e6b3be984747","2023-12-15","C49669","Unit of Pressure","Code","http://www.cdisc.org","Code_329"
"bdc91cfe-8350-4648-9d90-b96e38e8c681","2023-12-15","C62122","Sitting","Code","http://www.cdisc.org","Code_330"
"092e7f06-892d-4147-a1b4-0ec656e25ead","2023-12-15","C62166","Standing","Code","http://www.cdisc.org","Code_331"
"22f57bb0-5d0d-42a0-819b-bfb0212aaadc","2023-12-15","C62167","Supine Position","Code","http://www.cdisc.org","Code_332"
"85075562-6dbb-4caf-b329-030b7ec4968e","2023-12-15","C62164","Body Position","Code","http://www.cdisc.org","Code_333"
"a8a521cc-ca12-4014-90b0-93916b6b9805","2023-12-15","C12681","Brachial Artery","Code","http://www.cdisc.org","Code_334"
"674e81cb-9a5d-4b8e-9993-ba4675dc7393","2023-12-15","C12687","Common Carotid Artery","Code","http://www.cdisc.org","Code_335"
"b52fb434-8ea8-41ee-8cd2-dfc25c1ccdbc","2023-12-15","C32478","Dorsalis Pedis Artery","Code","http://www.cdisc.org","Code_336"
"0f8d0c97-e196-44d3-9866-6340515d18ee","2023-12-15","C12715","Femoral Artery","Code","http://www.cdisc.org","Code_337"
"fc1ee101-d12c-4a0e-848c-a33da5f7c788","2023-12-15","C12838","Radial Artery","Code","http://www.cdisc.org","Code_338"
"03dc269f-94aa-4853-af60-12c589eb985e","2023-12-15","C13717","Anatomic Site","Code","http://www.cdisc.org","Code_339"
"166a2dae-6379-4c9f-9c63-88031f77a459","2023-12-15","C25229","Left","Code","http://www.cdisc.org","Code_340"
"6636bc88-fc5c-4c50-9995-b462ced4f284","2023-12-15","C25228","Right","Code","http://www.cdisc.org","Code_341"
"6b47a6ce-7214-4af4-a979-0e7909a30781","2023-12-15","C25185","Laterality","Code","http://www.cdisc.org","Code_342"
"6968edca-cce3-436d-83c2-f4a7dccc6935","2023-12-15","C25298","SYSBP","Code","http://www.cdisc.org","Code_343"
"d4f936f5-b79f-4ee4-b86d-96c7522e9860","2023-12-15","C25299","DIABP","Code","http://www.cdisc.org","Code_344"
"8ee8b242-0566-4f69-b2b9-b029aaf220d4","2023-12-15","C77140","Clinical Test Result","Code","http://www.cdisc.org","Code_345"
"043f3aa7-f82a-421f-854b-446134b0129a","2023-12-15","C49669","Unit of Pressure","Code","http://www.cdisc.org","Code_346"
"8697c7ad-6d34-4cf4-8eb4-f3a0f1837da0","2023-12-15","C62122","Sitting","Code","http://www.cdisc.org","Code_347"
"8145a7a2-9b0c-4328-b922-41eb87eddbf6","2023-12-15","C62166","Standing","Code","http://www.cdisc.org","Code_348"
"3628ce1b-2cd8-4365-9ed8-f0118dcc13a7","2023-12-15","C62167","Supine Position","Code","http://www.cdisc.org","Code_349"
"6ec0e9c9-8ffb-4d45-8778-b087929149f1","2023-12-15","C62164","Body Position","Code","http://www.cdisc.org","Code_350"
"5fee5fed-0257-46cc-92d8-7a900033c3fa","2023-12-15","C12681","Brachial Artery","Code","http://www.cdisc.org","Code_351"
"4a7805a1-b3a5-44db-898b-e1c75f4fe68a","2023-12-15","C12687","Common Carotid Artery","Code","http://www.cdisc.org","Code_352"
"439c174f-0ae3-4582-9008-85de8dc7e600","2023-12-15","C32478","Dorsalis Pedis Artery","Code","http://www.cdisc.org","Code_353"
"17269628-511f-4a0f-873e-fb1bf28ecc3c","2023-12-15","C12715","Femoral Artery","Code","http://www.cdisc.org","Code_354"
"e1a9230e-4f9e-4b43-b427-bd5b6557c354","2023-12-15","C12838","Radial Artery","Code","http://www.cdisc.org","Code_355"
"179a8938-c098-4f03-bcc6-0dfef71ee08d","2023-12-15","C13717","Anatomic Site","Code","http://www.cdisc.org","Code_356"
"eb69072f-22a2-4a5b-8823-79a02be62392","2023-12-15","C25229","Left","Code","http://www.cdisc.org","Code_357"
"678ff5fa-eb61-4fa1-a579-491c0917d1d0","2023-12-15","C25228","Right","Code","http://www.cdisc.org","Code_358"
"f1d31899-c8b2-40aa-9b88-337a1998433c","2023-12-15","C25185","Laterality","Code","http://www.cdisc.org","Code_359"
"e762dbd3-3a10-40bf-8a9d-991471f62d43","2023-12-15","C25299","DIABP","Code","http://www.cdisc.org","Code_360"
"f128dd8d-64c1-42cf-99e4-ed0f39bead07","2023-12-15","C49677","HR","Code","http://www.cdisc.org","Code_361"
"4690f32a-afe5-4185-87f1-072f4f68322d","2023-12-15","C77140","Clinical Test Result","Code","http://www.cdisc.org","Code_362"
"56209eca-4c1f-4547-9def-1eb9fa1d8e9f","2023-12-15","C73688","Count per Minute","Code","http://www.cdisc.org","Code_363"
"a4394da1-79d8-4e64-ac60-7523c7baff4a","2023-12-15","C62122","Sitting","Code","http://www.cdisc.org","Code_364"
"e8596227-56ab-4de7-a6c1-a6e89205e89a","2023-12-15","C62166","Standing","Code","http://www.cdisc.org","Code_365"
"f6b217c0-cbb5-42ce-8ae1-c794b398d5ff","2023-12-15","C62167","Supine Position","Code","http://www.cdisc.org","Code_366"
"c9258453-e1f1-4798-8465-437ccee9f641","2023-12-15","C62164","Body Position","Code","http://www.cdisc.org","Code_367"
"b9bf25b7-8fe9-4b8f-8702-f03359f01505","2023-12-15","C12681","Brachial Artery","Code","http://www.cdisc.org","Code_368"
"de5b804e-3e54-4024-b31d-12906878fe3a","2023-12-15","C12687","Common Carotid Artery","Code","http://www.cdisc.org","Code_369"
"f0e4cf82-55f1-4e87-a0ac-7abfe0640e42","2023-12-15","C32478","Dorsalis Pedis Artery","Code","http://www.cdisc.org","Code_370"
"58df9332-8992-4697-aa0a-2f84fd8e3983","2023-12-15","C12715","Femoral Artery","Code","http://www.cdisc.org","Code_371"
"0d32ef94-0daf-458b-a60f-9ed11b7d44e3","2023-12-15","C12838","Radial Artery","Code","http://www.cdisc.org","Code_372"
"75f67862-3baa-4838-add2-e840c2c14650","2023-12-15","C13717","Anatomic Site","Code","http://www.cdisc.org","Code_373"
"76fdbfb8-2b13-45f2-b18a-6fcc951b7b56","2023-12-15","C25229","Left","Code","http://www.cdisc.org","Code_374"
"0e6b7720-b2c5-49fc-80dc-532d4030cd3a","2023-12-15","C25228","Right","Code","http://www.cdisc.org","Code_375"
"bd7e3c8a-46ef-4c22-82e4-1a1c81baa6bb","2023-12-15","C25185","Laterality","Code","http://www.cdisc.org","Code_376"
"f7552ae0-d890-4623-9ca8-6232caf25eb8","2023-12-15","C49677","HR","Code","http://www.cdisc.org","Code_377"
