"decode","id","codeSystem","instanceType","codeSystemVersion","code","uuid:ID"
"Beats per Minute","Code_247","http://www.cdisc.org","Code","2023-09-29","C49673","f14214a8-0cfc-475d-b498-acc626ffffad"
"Count per Minute","Code_248","NCI Thesaurus","Code","","C73688","d4beea1a-cdd6-4eac-8061-fa14afca6ec8"
"Vital Signs Location","Code_249","NCI Thesaurus","Code","","C83088","4f003c10-4c7e-41e1-9e56-9e9addff8ef9"
"Vital Signs Laterality","Code_250","NCI Thesaurus","Code","","C123975","55d28b4f-bebf-4345-953b-aa318c0262ba"
"Test Method","Code_251","NCI Thesaurus","Code","","C82535","ec3514e0-6e21-44c1-aa23-8b202f1c20c1"
"Vital Signs Position","Code_252","NCI Thesaurus","Code","","C83114","d243c867-66cf-4c41-846d-14bc97061a08"
"Heart Rate","Code_245","NCI Thesaurus","Code","","C49677","50f72a57-322b-45b8-9d5a-dc53e50e2df0"
"Vital Signs Result","Code_254","NCI Thesaurus","Code","","C173522","4ba3c799-77a9-4f83-a246-a9e7b3c23045"
"Pascal","Code_255","http://www.cdisc.org","Code","2023-09-29","C42547","565675a2-e10b-4817-b9bd-1a1bd29a23c7"
"Unit of Pressure","Code_256","NCI Thesaurus","Code","","C49669","536ba588-d761-48be-bd67-904152a63c0a"
"Vital Signs Location","Code_257","NCI Thesaurus","Code","","C83088","bca7abf0-f222-430d-88d9-a74d5ded511a"
"Vital Signs Laterality","Code_258","NCI Thesaurus","Code","","C123975","ff49d3c9-c655-4aa8-8f0a-6e54504fbfa1"
"Test Method","Code_259","NCI Thesaurus","Code","","C82535","8ea953ca-01e7-43f4-821e-29ac79c0c439"
"Vital Signs Position","Code_260","NCI Thesaurus","Code","","C83114","7cc08168-cd87-45db-9eaf-ea7bb4274a21"
"Systolic Blood Pressure","Code_253","NCI Thesaurus","Code","","C25298","f37edd32-d092-4060-877a-daef98ceee9d"
"Vital Signs Result","Code_262","NCI Thesaurus","Code","","C173522","f15e6fff-bab7-4d7f-964d-d17e692cb5ed"
"Pascal","Code_263","http://www.cdisc.org","Code","2023-09-29","C42547","b356c9f9-2171-49a1-96c9-fcfd2b8e8e19"
"Unit of Pressure","Code_264","NCI Thesaurus","Code","","C49669","ef9605ee-83ac-4316-8bdb-79c028f97d73"
"Vital Signs Location","Code_265","NCI Thesaurus","Code","","C83088","4c5b29b8-399c-4f0e-9cfe-5238b5188f06"
"Vital Signs Laterality","Code_266","NCI Thesaurus","Code","","C123975","ab211f3a-cf7f-424f-bfdb-3c2fda4cf643"
"Test Method","Code_267","NCI Thesaurus","Code","","C82535","0cc20bf9-46c5-4a9b-ab4a-19100f453b0b"
"Vital Signs Position","Code_268","NCI Thesaurus","Code","","C83114","bf028b15-6149-4620-a62e-0065750188a2"
"Diastolic Blood Pressure","Code_261","NCI Thesaurus","Code","","C25299","75f1b18a-bc22-447a-a0cc-8367af4f9ba7"
"Vital Signs Result","Code_270","NCI Thesaurus","Code","","C173522","7d352482-ff02-4101-aee9-1be2f94ba548"
"Beats per Minute","Code_271","http://www.cdisc.org","Code","2023-09-29","C49673","71fcad95-918e-4658-9717-d63497f98ce0"
"Count per Minute","Code_272","NCI Thesaurus","Code","","C73688","abdccea1-5567-49eb-a145-48b8574ba0ce"
"Vital Signs Location","Code_273","NCI Thesaurus","Code","","C83088","eab63440-3bab-474f-b3c8-63e8ea43ccbd"
"Vital Signs Laterality","Code_274","NCI Thesaurus","Code","","C123975","4d9821e0-62fe-425c-8f8e-8460b68e9c5f"
"Test Method","Code_275","NCI Thesaurus","Code","","C82535","99b7d60c-47d9-4102-802b-1dfdb9b4ac34"
"Vital Signs Position","Code_276","NCI Thesaurus","Code","","C83114","4345d3b9-ef4c-4465-8a37-aaba9f16f436"
"Heart Rate","Code_269","NCI Thesaurus","Code","","C49677","59a00263-a755-4cbb-8df9-b83f92b3e003"
"Placebo Comparator Arm","Code_122","http://www.cdisc.org","Code","2023-09-29","C174268","d55b02dc-34e9-450e-9c7c-cf2cb68cbe61"
"Data Generated Within Study","Code_123","http://www.cdisc.org","Code","2023-09-29","C188866","b40d5c5b-88dd-4a36-ab53-c3afb851bb56"
"Active Comparator Arm","Code_124","http://www.cdisc.org","Code","2023-09-29","C174267","4f6263d1-72da-4db9-9250-f8c2b5876d47"
"Data Generated Within Study","Code_125","http://www.cdisc.org","Code","2023-09-29","C188866","273cf784-9c59-4e8a-a258-ff89d976656c"
"Active Comparator Arm","Code_126","http://www.cdisc.org","Code","2023-09-29","C174267","e3137323-e9db-4fda-b3d9-649f27b7bedd"
"Data Generated Within Study","Code_127","http://www.cdisc.org","Code","2023-09-29","C188866","2df16d26-733c-45ab-8d40-52683db03b05"
"Double Blind Study","Code_135","http://www.cdisc.org","Code","2023-09-29","C15228","d8757c0e-b969-4c39-bf12-18c84a0130b2"
"Trial Screening","Code_128","http://www.cdisc.org","Code","2023-09-29","C48262","1243ebc2-dcbe-48ad-b9a0-5651be6725a6"
"Treatment Epoch","Code_129","http://www.cdisc.org","Code","2023-09-29","C101526","46f70b00-1e6c-4c5a-a9f9-0b3f658747ec"
"Treatment Epoch","Code_130","http://www.cdisc.org","Code","2023-09-29","C101526","b671576e-6eb8-46a8-955b-06e3c4dbceb3"
"Treatment Epoch","Code_131","http://www.cdisc.org","Code","2023-09-29","C101526","33fc87d5-71dc-466c-ac5b-c28a02e9be87"
"Clinical Study Follow-up","Code_132","http://www.cdisc.org","Code","2023-09-29","C99158","2fe7c564-b1ea-498b-96eb-2a33f46303c7"
"Alzheimer's disease; unspecified","Code_330","ICD-10-CM","Code","1","G30.9","22041e79-8c1b-4c2f-8f25-4758ac307eaa"
"Alzheimer's disease","Code_331","SNOMED","Code","January 31, 2018","26929004","eadc97e5-0260-4057-b2eb-3b746be1b5dc"
"Sponsor","Code_141","http://www.cdisc.org","Code","2023-09-29","C70793","ca8bd49c-c9ce-4889-9842-60bb19b4562f"
"Trial Primary Objective","Code_335","http://www.cdisc.org","Code","2023-09-29","C85826","ffcea21b-0ce0-4905-bd74-369d2ead794d"
"Primary Endpoint","Code_334","http://www.cdisc.org","Code","2023-09-29","C94496","41bdc368-e95c-43a6-888a-c0e337f759f2"
"Primary Endpoint","Code_336","http://www.cdisc.org","Code","2023-09-29","C94496","a0ff52cd-fdfb-4c80-a579-591c377ee1bc"
"Trial Primary Objective","Code_338","http://www.cdisc.org","Code","2023-09-29","C85826","a51d2d1f-9a87-4dea-b4ff-addbcde1871d"
"Primary Endpoint","Code_337","http://www.cdisc.org","Code","2023-09-29","C94496","74c7961d-1a67-42ae-92ea-b37996e1cffc"
"Primary Endpoint","Code_339","http://www.cdisc.org","Code","2023-09-29","C94496","e52c04d8-004e-40ba-91f0-683cfbba31b4"
"Primary Endpoint","Code_340","http://www.cdisc.org","Code","2023-09-29","C94496","11e55be9-bd11-4559-9364-676b9470cd48"
"Trial Secondary Objective","Code_342","http://www.cdisc.org","Code","2023-09-29","C85827","ed247ac6-6e4a-4062-b312-f65ff8610c41"
"Secondary Endpoint","Code_341","http://www.cdisc.org","Code","2023-09-29","C139173","afad892d-c37e-40a6-8ed1-2f54caf6337f"
"Secondary Endpoint","Code_343","http://www.cdisc.org","Code","2023-09-29","C139173","748dc45f-8572-4ea6-b7cf-46b933460400"
"Secondary Endpoint","Code_344","http://www.cdisc.org","Code","2023-09-29","C139173","f59befe5-2b6a-45dc-a7f1-21f92402b397"
"Inclusion Criteria","Code_345","http://www.cdisc.org","Code","2023-09-29","C25532","20dba950-092c-4642-ac2f-34f9ed89743a"
"Inclusion Criteria","Code_346","http://www.cdisc.org","Code","2023-09-29","C25532","6ea060a4-1d7a-46f3-a6ef-4e2f1aa521a8"
"Inclusion Criteria","Code_347","http://www.cdisc.org","Code","2023-09-29","C25532","64bae3b3-aa79-4acf-9795-698310902f34"
"Exclusion Criteria","Code_348","http://www.cdisc.org","Code","2023-09-29","C25370","c2409b21-2dc6-466a-a5b0-abc5d8eaffe0"
"Year","Code_332","http://www.cdisc.org","Code","2023-09-29","C29848","effda25f-3236-4c5e-b747-1101d22998b2"
"Before","Code_14","http://www.cdisc.org","Code","2023-09-29","C201264","df4ff571-eead-49c1-b1d8-14214abf8f2c"
"Start to Start","Code_15","http://www.cdisc.org","Code","2023-09-29","C201265","5bfbbb4e-1bd1-4624-97bd-1c3ccd821a95"
"Before","Code_16","http://www.cdisc.org","Code","2023-09-29","C201264","80cf7038-250d-4d76-9fd9-730c3e10ecbf"
"Start to Start","Code_17","http://www.cdisc.org","Code","2023-09-29","C201265","afa65a92-764e-4c31-9557-f7784f3ca299"
"Fixed Reference","Code_19","http://www.cdisc.org","Code","2023-09-29","C201264","43d38b35-a714-42d8-b4fa-681bbc1b6be7"
"Start to Start","Code_20","http://www.cdisc.org","Code","2023-09-29","C201265","902aad1c-7fba-47a8-827b-46152cb94c83"
"After","Code_21","http://www.cdisc.org","Code","2023-09-29","C201264","8745a55d-27eb-48ae-9ebd-91d94b8fff81"
"Start to Start","Code_22","http://www.cdisc.org","Code","2023-09-29","C201265","ed416efe-8267-4689-9353-078f8984bcf5"
"After","Code_24","http://www.cdisc.org","Code","2023-09-29","C201264","e1621833-0742-492e-bf10-9d88a25d4e1f"
"Start to Start","Code_25","http://www.cdisc.org","Code","2023-09-29","C201265","275e44a8-ca29-44fc-b85f-c45b7273c36e"
"After","Code_27","http://www.cdisc.org","Code","2023-09-29","C201264","63a11188-3214-4fb2-aa91-08ea5495deeb"
"Start to Start","Code_28","http://www.cdisc.org","Code","2023-09-29","C201265","70ac51f4-ebe3-406d-8426-a3173887c9ca"
"After","Code_30","http://www.cdisc.org","Code","2023-09-29","C201264","be0d9cea-bbe0-486b-837d-852c2ad3c202"
"Start to Start","Code_31","http://www.cdisc.org","Code","2023-09-29","C201265","1eb74565-673d-4d59-bd98-c1bbed35c6c5"
"After","Code_35","http://www.cdisc.org","Code","2023-09-29","C201264","2c5e82e1-b945-4489-b092-4316b0c44c3a"
"Start to Start","Code_36","http://www.cdisc.org","Code","2023-09-29","C201265","add892e6-d105-4706-a392-25e96e005588"
"After","Code_40","http://www.cdisc.org","Code","2023-09-29","C201264","381b278b-e9e2-4585-ac12-1001946fa02b"
"Start to Start","Code_41","http://www.cdisc.org","Code","2023-09-29","C201265","df175087-80b9-4310-aa00-91f43beb5b19"
"After","Code_45","http://www.cdisc.org","Code","2023-09-29","C201264","7fb9dcf1-e52e-4b89-8bef-d8970ebf114e"
"Start to Start","Code_46","http://www.cdisc.org","Code","2023-09-29","C201265","26c3fe48-ff11-4693-a1af-0848c8b0f437"
"After","Code_50","http://www.cdisc.org","Code","2023-09-29","C201264","4bf6d70a-6cbe-4f08-a965-c2bc76c11dfd"
"Start to Start","Code_51","http://www.cdisc.org","Code","2023-09-29","C201265","4a60d0c4-7413-4d4c-b85e-dc880ad567af"
"After","Code_53","http://www.cdisc.org","Code","2023-09-29","C201264","5c1de232-fcf8-4393-adbb-7eb44f40150c"
"Start to Start","Code_54","http://www.cdisc.org","Code","2023-09-29","C201265","83b07631-ddfa-4795-bb7d-e0fbe86e45a4"
"After","Code_33","http://www.cdisc.org","Code","2023-09-29","C201264","d24f4380-239c-49bb-9ea9-faa78cb6b826"
"Start to Start","Code_34","http://www.cdisc.org","Code","2023-09-29","C201265","4875f4c2-054b-4813-88d9-c298a857a0d1"
"After","Code_38","http://www.cdisc.org","Code","2023-09-29","C201264","a30ca2af-3e1c-4dee-9dd0-da63a602341f"
"Start to Start","Code_39","http://www.cdisc.org","Code","2023-09-29","C201265","ff34a172-94cd-4164-9d28-3376e9109ac7"
"After","Code_43","http://www.cdisc.org","Code","2023-09-29","C201264","5cbea188-3a5b-4f94-9116-2a54bb23a508"
"Start to Start","Code_44","http://www.cdisc.org","Code","2023-09-29","C201265","b1d8624d-20cc-4305-b883-ec9d2b6067b0"
"After","Code_48","http://www.cdisc.org","Code","2023-09-29","C201264","5385635d-9956-49f8-a3d6-cc2bb7d69f77"
"Start to Start","Code_49","http://www.cdisc.org","Code","2023-09-29","C201265","c2002501-2b6d-4895-bb52-c8b9fd36130e"
"Fixed Reference","Code_56","http://www.cdisc.org","Code","2023-09-29","C201264","0b81c2bb-1d21-43bb-a97d-742bad0d96a7"
"Start to Start","Code_57","http://www.cdisc.org","Code","2023-09-29","C201265","d63be9cf-2a1b-4c18-9e6f-8e340227c893"
"Fixed Reference","Code_58","http://www.cdisc.org","Code","2023-09-29","C201264","b64d56fa-7b76-4c41-8ead-04b1fc26ee44"
"Start to Start","Code_59","http://www.cdisc.org","Code","2023-09-29","C201265","fe74889c-9780-4523-be01-44c1832990ba"
"Fixed Reference","Code_60","http://www.cdisc.org","Code","2023-09-29","C201264","bfadab04-5503-4d51-99f4-b4077da382f5"
"Start to Start","Code_61","http://www.cdisc.org","Code","2023-09-29","C201265","2a23ceb2-3088-4108-8e1b-fe314aeaf720"
"After","Code_62","http://www.cdisc.org","Code","2023-09-29","C201264","d8b00dcc-dab1-4122-aeb6-ba04442eb0c9"
"Start to Start","Code_63","http://www.cdisc.org","Code","2023-09-29","C201265","776144c9-e927-4dac-82dd-d3c2a79824d3"
"After","Code_64","http://www.cdisc.org","Code","2023-09-29","C201264","02d8c4e3-4a94-4f30-a92f-eb773a69058d"
"End to Start","Code_65","http://www.cdisc.org","Code","2023-09-29","C201265","7b3d2dec-1cdf-4e9c-9864-4cdc8fa05fa1"
"After","Code_66","http://www.cdisc.org","Code","2023-09-29","C201264","e805d586-d9c9-40dc-a1d2-ea7a9c333bff"
"Start to Start","Code_67","http://www.cdisc.org","Code","2023-09-29","C201265","b68bb7b4-416a-4d77-8753-00c0fb418a1d"
"After","Code_68","http://www.cdisc.org","Code","2023-09-29","C201264","4cdeade4-854b-426c-8b4d-55f25c3b02fb"
"End to Start","Code_69","http://www.cdisc.org","Code","2023-09-29","C201265","7360679a-aefc-4408-85ee-2bedd155ceb4"
"After","Code_70","http://www.cdisc.org","Code","2023-09-29","C201264","73c86906-cf68-4133-b591-3011329216ea"
"Start to Start","Code_71","http://www.cdisc.org","Code","2023-09-29","C201265","9e906431-b770-4d4a-987c-1fb37cfe6711"
"Clinical Study Sponsor","Code_349","http://www.cdisc.org","Code","2023-09-29","C70793","6c6e8d88-3d07-4a0a-8338-190a8557db43"
"United Kingdom of Great Britain and Northern Ireland","Code_350","ISO 3166 1 alpha3","Code","2020-08","GBR","dc8d79d0-ca68-4232-9591-99ad89406e6c"
"Study Acronym","Code_3","http://www.cdisc.org","Code","2023-09-29","C94108","e42e1ad4-9ffa-4f12-ac99-59dcdb415356"
"Brief Study Title","Code_5","http://www.cdisc.org","Code","2023-09-29","C99905x1","19d46e41-8637-48de-b766-470d6af1e4c0"
"Official Study Title","Code_6","http://www.cdisc.org","Code","2023-09-29","C99905x2","ac102ec0-bc6b-4e3f-8899-63abb0efbfa5"
"Public Study Title","Code_7","http://www.cdisc.org","Code","2023-09-29","C99905x3","1f49242f-9eaa-4c29-8089-e19871f764fb"
"Final","Code_8","http://www.cdisc.org","Code","2023-09-29","C25508","9831ff46-2810-4c47-937d-cecd9e2465da"
"Protocol Effective Date","Code_11","http://www.cdisc.org","Code","2023-09-29","C99903x1","a3b1c0e0-12f6-418e-ac6a-50c79625e326"
"Region","Code_13","http://www.cdisc.org","Code","2023-09-29","C41129","4b5a746b-d495-437c-b877-ae9d7cf46923"
"Europe","Code_12","ISO 3166 1 alpha3","Code","2020-08","150","416d84a0-1b59-42b6-b1a6-cd391392d86e"
