"code","codeSystemVersion","codeSystem","uuid:ID","decode","id","instanceType"
"C73688","","NCI Thesaurus","96779c58-3544-4d54-b2e7-433f9c24463f","Count per Minute","Code_248","Code"
"C83088","","NCI Thesaurus","59492eaa-aae4-46e9-ae1b-35cc55dbe587","Vital Signs Location","Code_249","Code"
"C123975","","NCI Thesaurus","0db5b3c5-7285-42d2-8c73-84666bbec090","Vital Signs Laterality","Code_250","Code"
"C82535","","NCI Thesaurus","ec6f4ce8-56bf-406f-86b3-4bd22854382a","Test Method","Code_251","Code"
"C83114","","NCI Thesaurus","60b7c544-f3d8-482c-89c3-2fef263da1a9","Vital Signs Position","Code_252","Code"
"C49677","","NCI Thesaurus","c1d06a92-4ece-42a7-90bd-8807666ee57f","Heart Rate","Code_245","Code"
"C173522","","NCI Thesaurus","9e54f087-7fcc-4190-b1bf-edb62d5a6312","Vital Signs Result","Code_254","Code"
"C42547","2023-09-29","http://www.cdisc.org","5516c607-0b85-4250-a96e-d73be1289dc1","Pascal","Code_255","Code"
"C49669","","NCI Thesaurus","a8d81a0a-f86a-42bd-bf03-4d1f19140503","Unit of Pressure","Code_256","Code"
"C83088","","NCI Thesaurus","96d15d89-d702-4458-a84a-4e1cd62d2f57","Vital Signs Location","Code_257","Code"
"C123975","","NCI Thesaurus","df9fc360-2c9f-483e-9842-d97987c1c146","Vital Signs Laterality","Code_258","Code"
"C82535","","NCI Thesaurus","91ffa291-f73f-4e1a-89e3-72fe4117415e","Test Method","Code_259","Code"
"C83114","","NCI Thesaurus","52111c40-a0eb-403b-b79e-2943c5bd17fa","Vital Signs Position","Code_260","Code"
"C25298","","NCI Thesaurus","783e30fc-f44c-4fe4-999a-f25c32f07430","Systolic Blood Pressure","Code_253","Code"
"C173522","","NCI Thesaurus","18d0ae5e-6733-4f03-afd2-2bc62dc55e5f","Vital Signs Result","Code_262","Code"
"C42547","2023-09-29","http://www.cdisc.org","00bd1bbb-6e0d-440a-8fbf-91664b0525f2","Pascal","Code_263","Code"
"C49669","","NCI Thesaurus","8ec635ec-d81b-4170-a7ac-8063434df73e","Unit of Pressure","Code_264","Code"
"C83088","","NCI Thesaurus","eb58a552-7f75-4052-94ec-658b9d10b995","Vital Signs Location","Code_265","Code"
"C123975","","NCI Thesaurus","be90231d-ae6a-438c-9f84-9ae87315f088","Vital Signs Laterality","Code_266","Code"
"C82535","","NCI Thesaurus","c9a0db98-4ad7-4003-9741-a30205b4c2aa","Test Method","Code_267","Code"
"C83114","","NCI Thesaurus","e342394d-239c-4aaf-a8cb-574fdcdc7493","Vital Signs Position","Code_268","Code"
"C25299","","NCI Thesaurus","bd111acc-913e-4c23-ae05-6e8230ce4ba8","Diastolic Blood Pressure","Code_261","Code"
"C173522","","NCI Thesaurus","bc847d47-1619-41c0-94c1-5c0366326046","Vital Signs Result","Code_270","Code"
"C49673","2023-09-29","http://www.cdisc.org","cbd2465a-64c6-4530-9f0b-c9eaf7c2791d","Beats per Minute","Code_271","Code"
"C73688","","NCI Thesaurus","0fddd666-31b0-42bb-989c-9c56d2c9e47c","Count per Minute","Code_272","Code"
"C83088","","NCI Thesaurus","5384cbd7-1cf5-469e-81f3-1e489e284e87","Vital Signs Location","Code_273","Code"
"C123975","","NCI Thesaurus","7d6b2b18-b40e-4122-94cd-7b33d00daab4","Vital Signs Laterality","Code_274","Code"
"C82535","","NCI Thesaurus","0a0a5c38-19c5-45b3-8642-fc132712f029","Test Method","Code_275","Code"
"C83114","","NCI Thesaurus","28be5e9c-7c1c-4ad6-8e3f-370eca5fc01f","Vital Signs Position","Code_276","Code"
"C49677","","NCI Thesaurus","25ff2cbf-8bd2-4c91-a92d-faffe7ffefaf","Heart Rate","Code_269","Code"
"C174268","2023-09-29","http://www.cdisc.org","a4791df2-bb0f-45e1-b090-778819538309","Placebo Comparator Arm","Code_122","Code"
"C188866","2023-09-29","http://www.cdisc.org","d834010d-29cd-42e4-996e-55adbadebedb","Data Generated Within Study","Code_123","Code"
"C174267","2023-09-29","http://www.cdisc.org","f88b2fc5-d633-4123-97a3-3d2a44b02ee5","Active Comparator Arm","Code_124","Code"
"C188866","2023-09-29","http://www.cdisc.org","af2017b2-5de5-4e51-b180-1e06bf043001","Data Generated Within Study","Code_125","Code"
"C174267","2023-09-29","http://www.cdisc.org","c0507eb5-bf51-412a-952a-75d8f8aab44a","Active Comparator Arm","Code_126","Code"
"C188866","2023-09-29","http://www.cdisc.org","ffe15b15-e952-4728-a1de-0d1fc4c00556","Data Generated Within Study","Code_127","Code"
"C15228","2023-09-29","http://www.cdisc.org","00fbd5f6-8197-4b22-aba6-567c116e2a97","Double Blind Study","Code_135","Code"
"C48262","2023-09-29","http://www.cdisc.org","ef01ddaa-8628-4a2b-83cc-59c7908cd589","Trial Screening","Code_128","Code"
"C101526","2023-09-29","http://www.cdisc.org","ada55697-bd98-410d-bbf9-7752f0869227","Treatment Epoch","Code_129","Code"
"C101526","2023-09-29","http://www.cdisc.org","874351fa-9ef4-4f51-a632-7e8ce7daa402","Treatment Epoch","Code_130","Code"
"C101526","2023-09-29","http://www.cdisc.org","d66c54d0-f06c-406b-9de1-e9ba929617e2","Treatment Epoch","Code_131","Code"
"C99158","2023-09-29","http://www.cdisc.org","8d89f507-3b72-4bbb-bac3-f9a405deeb85","Clinical Study Follow-up","Code_132","Code"
"G30.9","1","ICD-10-CM","9c427439-1d63-4194-92aa-47bc64df085e","Alzheimer's disease; unspecified","Code_330","Code"
"26929004","January 31, 2018","SNOMED","62b5b69a-364c-4ab5-ae60-5dd7b1ab9f7f","Alzheimer's disease","Code_331","Code"
"C70793","2023-09-29","http://www.cdisc.org","d6dbbee2-9a24-4552-8e4e-205d7bcca201","Sponsor","Code_141","Code"
"C85826","2023-09-29","http://www.cdisc.org","b4244c12-cb6b-4a9d-8058-f291c753a7e3","Trial Primary Objective","Code_335","Code"
"C94496","2023-09-29","http://www.cdisc.org","17b3f1cc-5651-4c64-bbd7-ef4e1789f9a7","Primary Endpoint","Code_334","Code"
"C94496","2023-09-29","http://www.cdisc.org","fedf40e0-b831-49c7-9ccf-3b1e80b6e7d3","Primary Endpoint","Code_336","Code"
"C85826","2023-09-29","http://www.cdisc.org","2e048d62-ea83-4535-8bd1-df21ee8e5ce2","Trial Primary Objective","Code_338","Code"
"C94496","2023-09-29","http://www.cdisc.org","8ecdea6c-ac97-4424-ac94-914acf4f5c0a","Primary Endpoint","Code_337","Code"
"C94496","2023-09-29","http://www.cdisc.org","311fbcd3-c8ca-4498-88d2-5af2b92a02c0","Primary Endpoint","Code_339","Code"
"C94496","2023-09-29","http://www.cdisc.org","9f30c96f-3206-45a2-b58a-8cbad79fcffe","Primary Endpoint","Code_340","Code"
"C85827","2023-09-29","http://www.cdisc.org","3d4c9301-dd6a-43cd-930d-86ffddf20e3f","Trial Secondary Objective","Code_342","Code"
"C139173","2023-09-29","http://www.cdisc.org","328c93e1-6f0c-49ce-88d0-2d147b366df7","Secondary Endpoint","Code_341","Code"
"C139173","2023-09-29","http://www.cdisc.org","b719301d-d285-415c-834b-b22e89335a59","Secondary Endpoint","Code_343","Code"
"C139173","2023-09-29","http://www.cdisc.org","fce238f0-cefa-4c9f-a1ba-d0925d1bd77f","Secondary Endpoint","Code_344","Code"
"C25532","2023-09-29","http://www.cdisc.org","f37e687f-aabb-4734-9183-4e9593773b57","Inclusion Criteria","Code_345","Code"
"C25532","2023-09-29","http://www.cdisc.org","242c0809-ca8f-41fd-8392-df2ea2f89df8","Inclusion Criteria","Code_346","Code"
"C25532","2023-09-29","http://www.cdisc.org","02bd9b63-794e-4097-8a2f-5d327730137b","Inclusion Criteria","Code_347","Code"
"C25370","2023-09-29","http://www.cdisc.org","31638da7-96bf-424f-8283-2a160d5b0864","Exclusion Criteria","Code_348","Code"
"C29848","2023-09-29","http://www.cdisc.org","bb9de878-5621-4d08-bb13-ff38bcc60080","Year","Code_332","Code"
"C201264","2023-09-29","http://www.cdisc.org","4cd4246f-aaa2-44d9-a603-0e04cd28df9d","Before","Code_14","Code"
"C201265","2023-09-29","http://www.cdisc.org","e51f8235-55ba-46f6-bc4c-590c89ce8c38","Start to Start","Code_15","Code"
"C201264","2023-09-29","http://www.cdisc.org","5fa1417f-09bf-45e8-9bc0-e20b68c2b0e9","Before","Code_16","Code"
"C201265","2023-09-29","http://www.cdisc.org","f2826a5e-9f3a-4848-a5d0-da8097871a77","Start to Start","Code_17","Code"
"C201264","2023-09-29","http://www.cdisc.org","12d2c778-d73e-42ac-b45f-ec00fcc38245","Fixed Reference","Code_19","Code"
"C201265","2023-09-29","http://www.cdisc.org","c946bd39-6d23-4796-a0a4-bdea75cedcdb","Start to Start","Code_20","Code"
"C201264","2023-09-29","http://www.cdisc.org","ebca6d5c-88d1-4dd8-9594-624736e793c9","After","Code_21","Code"
"C201265","2023-09-29","http://www.cdisc.org","604b9ce6-3b8d-4336-898e-340f9fc056d4","Start to Start","Code_22","Code"
"C201264","2023-09-29","http://www.cdisc.org","1eb4ee10-8ed9-4ef2-87f2-620786e82cd7","After","Code_24","Code"
"C201265","2023-09-29","http://www.cdisc.org","d218b280-31c1-4b15-9aab-d890d92460ab","Start to Start","Code_25","Code"
"C201264","2023-09-29","http://www.cdisc.org","b7117117-18e3-464a-81c3-7eb2fbf1c1d6","After","Code_27","Code"
"C201265","2023-09-29","http://www.cdisc.org","bb49f159-0c8b-4823-a4b0-056644861c4b","Start to Start","Code_28","Code"
"C201264","2023-09-29","http://www.cdisc.org","30218c5f-4532-49ea-9785-f03d5a08a8fa","After","Code_30","Code"
"C201265","2023-09-29","http://www.cdisc.org","b8d8cbf3-e73f-4ee0-b356-e12153f846a5","Start to Start","Code_31","Code"
"C201264","2023-09-29","http://www.cdisc.org","0d2dd181-7585-41bb-9174-b1aeb33487fc","After","Code_35","Code"
"C201265","2023-09-29","http://www.cdisc.org","ed16c1a3-d6a5-43b3-88cf-c40c1fba8fc2","Start to Start","Code_36","Code"
"C201264","2023-09-29","http://www.cdisc.org","03cdc6e3-00c2-49c7-85f2-33564678458b","After","Code_40","Code"
"C201265","2023-09-29","http://www.cdisc.org","d91d1a83-8b48-4c6e-b76e-a0a1cdec8f84","Start to Start","Code_41","Code"
"C201264","2023-09-29","http://www.cdisc.org","61c14494-de79-4d38-81c8-c06224477081","After","Code_45","Code"
"C201265","2023-09-29","http://www.cdisc.org","35e59c10-0d13-419d-aae9-c5bf2a33262c","Start to Start","Code_46","Code"
"C201264","2023-09-29","http://www.cdisc.org","50e3faf5-fbda-4b5f-8623-8fa3256d7b71","After","Code_50","Code"
"C201265","2023-09-29","http://www.cdisc.org","7d177c08-16c1-4784-b00d-d9ee723595f8","Start to Start","Code_51","Code"
"C201264","2023-09-29","http://www.cdisc.org","897a6fff-6fd5-408a-90dd-cdc98a0f20a9","After","Code_53","Code"
"C201265","2023-09-29","http://www.cdisc.org","7f5f0b4f-a5d2-4218-a18a-d096b28f35de","Start to Start","Code_54","Code"
"C201264","2023-09-29","http://www.cdisc.org","4997e288-9798-4877-be26-d3eeb39f7fea","After","Code_33","Code"
"C201265","2023-09-29","http://www.cdisc.org","f7c3d9f5-17ac-4467-8bb8-38671898a7f4","Start to Start","Code_34","Code"
"C201264","2023-09-29","http://www.cdisc.org","4ada5b42-9e2f-44d0-8a45-dc16e16881b0","After","Code_38","Code"
"C201265","2023-09-29","http://www.cdisc.org","2fcc2b77-ee96-4bdd-b3ab-8a9ecd73a26e","Start to Start","Code_39","Code"
"C201264","2023-09-29","http://www.cdisc.org","31a1e178-47e6-40b4-8375-7a2468c1e5e8","After","Code_43","Code"
"C201265","2023-09-29","http://www.cdisc.org","b72a7e89-02ce-4bee-ab74-96860073ed8e","Start to Start","Code_44","Code"
"C201264","2023-09-29","http://www.cdisc.org","68464b8c-8787-418f-b16c-56e209b800ba","After","Code_48","Code"
"C201265","2023-09-29","http://www.cdisc.org","10dd2785-9102-43c4-bf82-ae8f681983ce","Start to Start","Code_49","Code"
"C201264","2023-09-29","http://www.cdisc.org","42767a06-5ea9-428f-baf0-965e70d827b7","Fixed Reference","Code_56","Code"
"C201265","2023-09-29","http://www.cdisc.org","263c7bd3-85db-480c-8b22-9c985a5206dc","Start to Start","Code_57","Code"
"C201264","2023-09-29","http://www.cdisc.org","a73cd757-004b-4a9b-ba57-2d9506c3933c","Fixed Reference","Code_58","Code"
"C201265","2023-09-29","http://www.cdisc.org","545d6954-7e5e-4882-9578-3edfbe048df7","Start to Start","Code_59","Code"
"C201264","2023-09-29","http://www.cdisc.org","a6ad1c88-e29f-4334-b919-66d5231aab4c","Fixed Reference","Code_60","Code"
"C201265","2023-09-29","http://www.cdisc.org","618d96eb-b6fe-4d4e-b2bd-a3b48a1b0ead","Start to Start","Code_61","Code"
"C201264","2023-09-29","http://www.cdisc.org","6c098da1-1154-4b3f-aa79-ed914d9a88ad","After","Code_62","Code"
"C201265","2023-09-29","http://www.cdisc.org","849134a6-d91c-4247-b1a9-d52382d832de","Start to Start","Code_63","Code"
"C201264","2023-09-29","http://www.cdisc.org","01870f5f-820c-427b-81b1-77c2669d8f80","After","Code_64","Code"
"C201265","2023-09-29","http://www.cdisc.org","90226c85-7a95-4f38-9968-a4fe2225b86c","End to Start","Code_65","Code"
"C201264","2023-09-29","http://www.cdisc.org","fd36b88a-2e24-47ff-a6d9-d56070647fd0","After","Code_66","Code"
"C201265","2023-09-29","http://www.cdisc.org","02fa53d1-9eb3-41e9-a0fa-d09a0fa5fd04","Start to Start","Code_67","Code"
"C201264","2023-09-29","http://www.cdisc.org","22c58f2d-b964-4dda-965b-797572e05acb","After","Code_68","Code"
"C201265","2023-09-29","http://www.cdisc.org","eba10a23-367c-4961-b5b6-a6b25ca0aa95","End to Start","Code_69","Code"
"C201264","2023-09-29","http://www.cdisc.org","a5934119-2d78-4b30-bfa6-2edd75a84a9b","After","Code_70","Code"
"C201265","2023-09-29","http://www.cdisc.org","50f4bece-c792-47cc-aecf-7e6fbaadb426","Start to Start","Code_71","Code"
"C70793","2023-09-29","http://www.cdisc.org","47efbf54-9542-4d6f-b4ea-4b6a1685d579","Clinical Study Sponsor","Code_349","Code"
"GBR","2020-08","ISO 3166 1 alpha3","4e525621-550e-461d-baa6-dc923c6f7d4e","United Kingdom of Great Britain and Northern Ireland","Code_350","Code"
"C94108","2023-09-29","http://www.cdisc.org","ea615fd6-ad91-4f2b-92bc-b250cc478c56","Study Acronym","Code_3","Code"
"C99905x1","2023-09-29","http://www.cdisc.org","76f0285f-f76c-4d5e-8d9b-7179ebec0fa1","Brief Study Title","Code_5","Code"
"C99905x2","2023-09-29","http://www.cdisc.org","21379c8c-03a5-403f-a565-6e5222405369","Official Study Title","Code_6","Code"
"C99905x3","2023-09-29","http://www.cdisc.org","8c6cb471-227d-4b5e-883c-90d3a7cd6f42","Public Study Title","Code_7","Code"
"C25508","2023-09-29","http://www.cdisc.org","7cac36ce-ec01-41eb-a1fc-89561e5fc49b","Final","Code_8","Code"
"C99903x1","2023-09-29","http://www.cdisc.org","37bb4d43-cea6-4b32-8a47-5be473e647ef","Protocol Effective Date","Code_11","Code"
"C41129","2023-09-29","http://www.cdisc.org","80e328e7-67fb-44d9-a700-d4d3062c2dfe","Region","Code_13","Code"
"150","2020-08","ISO 3166 1 alpha3","5e7bbfab-440f-4ff5-812a-bfa638fa8e16","Europe","Code_12","Code"
