"codeSystem","instanceType","code","codeSystemVersion","uuid:ID","decode","id"
"http://www.cdisc.org","Code","C49673","2023-09-29","2ff74e4f-53e1-46a0-a0b8-bc1349d2f599","Beats per Minute","Code_247"
"NCI Thesaurus","Code","C73688","","fad98572-0b35-4fce-b494-f16abc8c0c8e","Count per Minute","Code_248"
"NCI Thesaurus","Code","C83088","","458ec079-ec36-4bf2-8093-d669ede9e78b","Vital Signs Location","Code_249"
"NCI Thesaurus","Code","C123975","","d38de6be-15d6-410f-a7d3-3719bce7835b","Vital Signs Laterality","Code_250"
"NCI Thesaurus","Code","C82535","","90d1f2a7-7225-4948-b84c-9b6b04278697","Test Method","Code_251"
"NCI Thesaurus","Code","C83114","","f3791f60-40e9-4a96-a7f8-5510ec3a74ab","Vital Signs Position","Code_252"
"NCI Thesaurus","Code","C49677","","4aae56c2-9722-4007-a4d2-584ab13ed2d1","Heart Rate","Code_245"
"NCI Thesaurus","Code","C173522","","97825028-ab3c-4d02-89cd-7ed4e1eb8152","Vital Signs Result","Code_254"
"http://www.cdisc.org","Code","C42547","2023-09-29","457a5d5a-77ef-4da8-92b9-f3632c788d13","Pascal","Code_255"
"NCI Thesaurus","Code","C49669","","de97d679-c221-4506-a184-ed6e3f74ef25","Unit of Pressure","Code_256"
"NCI Thesaurus","Code","C83088","","09c54edf-12a8-4a0d-9cb2-b77de6fb018d","Vital Signs Location","Code_257"
"NCI Thesaurus","Code","C123975","","bcbe0ee8-d2a8-449d-bcbc-fc2d10a3ab88","Vital Signs Laterality","Code_258"
"NCI Thesaurus","Code","C82535","","a363afb1-acb4-493c-b59c-48a644205494","Test Method","Code_259"
"NCI Thesaurus","Code","C83114","","ad9cb85a-e0a0-4135-845a-11361a58094d","Vital Signs Position","Code_260"
"NCI Thesaurus","Code","C25298","","9e2ab47a-4706-40fa-aa4e-9a5f456da066","Systolic Blood Pressure","Code_253"
"NCI Thesaurus","Code","C173522","","49f0af47-16a9-451e-888c-5f9a65b12d74","Vital Signs Result","Code_262"
"http://www.cdisc.org","Code","C42547","2023-09-29","1f311d22-72f1-4e35-9d8f-acefb596df30","Pascal","Code_263"
"NCI Thesaurus","Code","C49669","","cc9ce091-ec2f-4bbe-9e8c-df926dc3b929","Unit of Pressure","Code_264"
"NCI Thesaurus","Code","C83088","","7f1a9498-4d69-4170-84ae-62cf93e595f5","Vital Signs Location","Code_265"
"NCI Thesaurus","Code","C123975","","48389753-18b0-42c8-96c3-11d1db263b34","Vital Signs Laterality","Code_266"
"NCI Thesaurus","Code","C82535","","cf883e29-8515-48d4-b2b2-967ecb8c65de","Test Method","Code_267"
"NCI Thesaurus","Code","C83114","","54617cb7-df4e-488e-bec5-a6f1bd19644b","Vital Signs Position","Code_268"
"NCI Thesaurus","Code","C25299","","3feda61b-b09f-4bc3-812f-302720261246","Diastolic Blood Pressure","Code_261"
"NCI Thesaurus","Code","C173522","","8cc932d9-715d-467e-a7a5-153dcfdde49b","Vital Signs Result","Code_270"
"http://www.cdisc.org","Code","C49673","2023-09-29","1745b5fd-edac-4782-b75e-92e60ab2ce98","Beats per Minute","Code_271"
"NCI Thesaurus","Code","C73688","","cbff960e-bbad-4d0a-80be-a316833230de","Count per Minute","Code_272"
"NCI Thesaurus","Code","C83088","","a1fe7b0e-faaf-4ea3-b8cb-ac21e331e5e0","Vital Signs Location","Code_273"
"NCI Thesaurus","Code","C123975","","d60f3c17-d2b4-4f91-a56e-e7565142101c","Vital Signs Laterality","Code_274"
"NCI Thesaurus","Code","C82535","","27d575fe-1304-40ad-807f-0d0aa1f8e94a","Test Method","Code_275"
"NCI Thesaurus","Code","C83114","","cc71a71a-8c92-4be5-a33f-10df563495df","Vital Signs Position","Code_276"
"NCI Thesaurus","Code","C49677","","a0ae27e5-d297-4fdc-8133-56e17b7e7ac4","Heart Rate","Code_269"
"http://www.cdisc.org","Code","C174268","2023-09-29","8a9eb30d-3950-4d4b-9ac1-8a8424034105","Placebo Comparator Arm","Code_122"
"http://www.cdisc.org","Code","C188866","2023-09-29","3c66b0b3-d9af-412b-a0dd-ab7dc364018f","Data Generated Within Study","Code_123"
"http://www.cdisc.org","Code","C174267","2023-09-29","495a80d4-f062-43b5-bb31-ff212339c42f","Active Comparator Arm","Code_124"
"http://www.cdisc.org","Code","C188866","2023-09-29","f459bff5-9da3-4b19-8fdd-512eccd303c2","Data Generated Within Study","Code_125"
"http://www.cdisc.org","Code","C174267","2023-09-29","1991e518-7f4e-486f-9dd5-dde049fd1019","Active Comparator Arm","Code_126"
"http://www.cdisc.org","Code","C188866","2023-09-29","df52a750-ca12-47cc-991f-1c47c099819e","Data Generated Within Study","Code_127"
"http://www.cdisc.org","Code","C15228","2023-09-29","18fc3ec9-2420-49d7-ad2b-8e5c27d0c5df","Double Blind Study","Code_135"
"http://www.cdisc.org","Code","C48262","2023-09-29","04cf436e-220d-45ff-8c7a-3d7cdf683b1c","Trial Screening","Code_128"
"http://www.cdisc.org","Code","C101526","2023-09-29","b0a5f68a-227d-47a9-9f62-7ccf19d2fa48","Treatment Epoch","Code_129"
"http://www.cdisc.org","Code","C101526","2023-09-29","35015ba9-f30b-42c9-9d1d-e482ac084ec9","Treatment Epoch","Code_130"
"http://www.cdisc.org","Code","C101526","2023-09-29","aaa8b4ab-768c-46b6-bdfe-7b05dc646caa","Treatment Epoch","Code_131"
"http://www.cdisc.org","Code","C99158","2023-09-29","e2318ecb-1e5b-4fb7-9551-6caafdfca738","Clinical Study Follow-up","Code_132"
"ICD-10-CM","Code","G30.9","1","25c1a9ba-2752-445d-b7eb-cf195ed0dcc4","Alzheimer's disease; unspecified","Code_330"
"SNOMED","Code","26929004","January 31, 2018","9b3a077a-e1f4-45e3-987e-83edcb135248","Alzheimer's disease","Code_331"
"http://www.cdisc.org","Code","C70793","2023-09-29","09c365e9-55d0-438c-b57e-f64bec01b626","Sponsor","Code_141"
"http://www.cdisc.org","Code","C85826","2023-09-29","7c96d77d-0f5a-4387-b8b5-c8b38f9d0a7f","Trial Primary Objective","Code_335"
"http://www.cdisc.org","Code","C94496","2023-09-29","3be519ad-e350-45c7-83c3-4abfd185b87e","Primary Endpoint","Code_334"
"http://www.cdisc.org","Code","C94496","2023-09-29","f2d205af-ae49-440f-9c46-bae54f974687","Primary Endpoint","Code_336"
"http://www.cdisc.org","Code","C85826","2023-09-29","a623ccb4-b29c-46cf-aa77-54ad98cbde97","Trial Primary Objective","Code_338"
"http://www.cdisc.org","Code","C94496","2023-09-29","c7e822a6-bc8f-4fa1-ba0a-7bff7267185c","Primary Endpoint","Code_337"
"http://www.cdisc.org","Code","C94496","2023-09-29","e242583a-dd7b-4264-b0aa-04b7e58f512a","Primary Endpoint","Code_339"
"http://www.cdisc.org","Code","C94496","2023-09-29","c76869a7-1458-4f97-b8f8-1ff1b2c9c8fc","Primary Endpoint","Code_340"
"http://www.cdisc.org","Code","C85827","2023-09-29","3d6b4936-3ab6-429a-b2ef-29ca2a76ce59","Trial Secondary Objective","Code_342"
"http://www.cdisc.org","Code","C139173","2023-09-29","4c684c04-9cf9-44a3-9a99-8e0d768f3b85","Secondary Endpoint","Code_341"
"http://www.cdisc.org","Code","C139173","2023-09-29","bb70a3bf-f3ee-48ae-b211-8283b8ac6ee5","Secondary Endpoint","Code_343"
"http://www.cdisc.org","Code","C139173","2023-09-29","54657533-12b6-4df4-9397-c790ac573110","Secondary Endpoint","Code_344"
"http://www.cdisc.org","Code","C25532","2023-09-29","b05905ea-debc-4c4f-9bcf-ddc3db0863b4","Inclusion Criteria","Code_345"
"http://www.cdisc.org","Code","C25532","2023-09-29","86a6af2e-2ee4-4be8-a9f6-e205e374ea0c","Inclusion Criteria","Code_346"
"http://www.cdisc.org","Code","C25532","2023-09-29","c17e65b4-81b0-4032-bcac-8d8a1f04820c","Inclusion Criteria","Code_347"
"http://www.cdisc.org","Code","C25370","2023-09-29","f97209f5-0dcb-4c08-b79b-7531a41a50bb","Exclusion Criteria","Code_348"
"http://www.cdisc.org","Code","C29848","2023-09-29","8347552b-7ed4-4e30-a41b-be53a1d04699","Year","Code_332"
"http://www.cdisc.org","Code","C201264","2023-09-29","13a53d1f-29cb-400e-a5df-f1751cfdf986","Before","Code_14"
"http://www.cdisc.org","Code","C201265","2023-09-29","2d01bb13-c5ac-4e5b-9556-e69d9f9ca6ec","Start to Start","Code_15"
"http://www.cdisc.org","Code","C201264","2023-09-29","a2c83c51-6007-4142-b591-8ed554b88b5d","Before","Code_16"
"http://www.cdisc.org","Code","C201265","2023-09-29","e291eb7a-be97-41b9-a9b2-831734b8cc69","Start to Start","Code_17"
"http://www.cdisc.org","Code","C201264","2023-09-29","dcd1a70a-ce89-4398-9442-e43e98cedc87","Fixed Reference","Code_19"
"http://www.cdisc.org","Code","C201265","2023-09-29","623449f8-4b90-47ed-bd61-3932f5f69ef1","Start to Start","Code_20"
"http://www.cdisc.org","Code","C201264","2023-09-29","83dccd32-d8a3-4061-9ed7-09e06527df48","After","Code_21"
"http://www.cdisc.org","Code","C201265","2023-09-29","3f05e641-995e-4fde-883c-94da320de185","Start to Start","Code_22"
"http://www.cdisc.org","Code","C201264","2023-09-29","73b2c1cb-91e7-40b5-8776-eee8c5072170","After","Code_24"
"http://www.cdisc.org","Code","C201265","2023-09-29","db561af5-3a5c-49ea-aab8-8d28ab078ff9","Start to Start","Code_25"
"http://www.cdisc.org","Code","C201264","2023-09-29","c2ef3011-121d-49c6-8f6b-b131620dbb3d","After","Code_27"
"http://www.cdisc.org","Code","C201265","2023-09-29","3091efb6-b56e-44c6-acbb-0f053b057145","Start to Start","Code_28"
"http://www.cdisc.org","Code","C201264","2023-09-29","21d11051-865f-4f44-9687-5213926cfcd1","After","Code_30"
"http://www.cdisc.org","Code","C201265","2023-09-29","32afc222-7a24-4181-8a51-9db6d960a980","Start to Start","Code_31"
"http://www.cdisc.org","Code","C201264","2023-09-29","7ebf83a0-ff54-4d30-bf26-49b0f6ff4fe9","After","Code_35"
"http://www.cdisc.org","Code","C201265","2023-09-29","008a9696-69a7-459c-9117-a37309f88147","Start to Start","Code_36"
"http://www.cdisc.org","Code","C201264","2023-09-29","bce6fd6a-1249-4d75-b64e-c743575c0bc5","After","Code_40"
"http://www.cdisc.org","Code","C201265","2023-09-29","07421d23-a0f5-49f6-a8eb-555f1f6481fa","Start to Start","Code_41"
"http://www.cdisc.org","Code","C201264","2023-09-29","4be0d514-4d44-4a51-ba88-7dbfcb60bf3a","After","Code_45"
"http://www.cdisc.org","Code","C201265","2023-09-29","b78cb164-6760-44b6-af6e-021553cf1bb7","Start to Start","Code_46"
"http://www.cdisc.org","Code","C201264","2023-09-29","a0c1704f-bc75-43eb-83e3-7bb16e2af09b","After","Code_50"
"http://www.cdisc.org","Code","C201265","2023-09-29","a35ccd1b-b255-4140-816f-7a822c23d510","Start to Start","Code_51"
"http://www.cdisc.org","Code","C201264","2023-09-29","46ed1a34-ab44-4e66-91a4-f3678bf08672","After","Code_53"
"http://www.cdisc.org","Code","C201265","2023-09-29","be013a3d-d3cb-4f60-9a9f-e60d15da8eb5","Start to Start","Code_54"
"http://www.cdisc.org","Code","C201264","2023-09-29","a39a835d-7b88-406a-9663-75fe83d5b81d","After","Code_33"
"http://www.cdisc.org","Code","C201265","2023-09-29","a6890194-654d-4c6a-8d00-8373332dec87","Start to Start","Code_34"
"http://www.cdisc.org","Code","C201264","2023-09-29","5728799d-23bb-4caa-8aba-a8f2e937eb07","After","Code_38"
"http://www.cdisc.org","Code","C201265","2023-09-29","e0f17f44-c56f-45e7-92ed-1c22148917f9","Start to Start","Code_39"
"http://www.cdisc.org","Code","C201264","2023-09-29","092ec4c6-c5b4-47cc-b3d6-51e1b56b5101","After","Code_43"
"http://www.cdisc.org","Code","C201265","2023-09-29","3fb4d576-b671-4bac-ab32-600a3a49976c","Start to Start","Code_44"
"http://www.cdisc.org","Code","C201264","2023-09-29","263240c7-bc8b-4564-9b8f-4dea839a6062","After","Code_48"
"http://www.cdisc.org","Code","C201265","2023-09-29","f1ef22aa-6ecd-480e-96cd-af9324a8142c","Start to Start","Code_49"
"http://www.cdisc.org","Code","C201264","2023-09-29","b919cf23-c931-4753-b38e-11e850f82ba2","Fixed Reference","Code_56"
"http://www.cdisc.org","Code","C201265","2023-09-29","169fea15-f4d5-48ca-9c58-8c54dec1838e","Start to Start","Code_57"
"http://www.cdisc.org","Code","C201264","2023-09-29","9ad3c5a4-2c71-46eb-875b-c2c5221e4a95","Fixed Reference","Code_58"
"http://www.cdisc.org","Code","C201265","2023-09-29","78f12df2-fefb-4579-8116-32ef0366730d","Start to Start","Code_59"
"http://www.cdisc.org","Code","C201264","2023-09-29","8c73a586-a15b-4efc-ab06-fdc955b5747e","Fixed Reference","Code_60"
"http://www.cdisc.org","Code","C201265","2023-09-29","c745481d-fdc6-4bf5-8d16-40198b651703","Start to Start","Code_61"
"http://www.cdisc.org","Code","C201264","2023-09-29","d2bc54c7-ca50-42e0-b1e0-4af3536f2b63","After","Code_62"
"http://www.cdisc.org","Code","C201265","2023-09-29","d0abbce4-62be-4f3d-b15b-99f6055b6ac8","Start to Start","Code_63"
"http://www.cdisc.org","Code","C201264","2023-09-29","038fed0f-9ffa-412b-aff4-1c1ade9e38e3","After","Code_64"
"http://www.cdisc.org","Code","C201265","2023-09-29","6884bdb0-5d0f-4c60-8744-fb03bdfa89bb","End to Start","Code_65"
"http://www.cdisc.org","Code","C201264","2023-09-29","4c09af06-2be7-4b6a-8663-a90170007f6b","After","Code_66"
"http://www.cdisc.org","Code","C201265","2023-09-29","be5ca148-d0f4-4bc7-b39f-ca6f9f046db2","Start to Start","Code_67"
"http://www.cdisc.org","Code","C201264","2023-09-29","418b7cb9-22dd-4d2e-ba37-554443b4afd0","After","Code_68"
"http://www.cdisc.org","Code","C201265","2023-09-29","989f44e5-08d0-4558-a660-7888f43d9ae9","End to Start","Code_69"
"http://www.cdisc.org","Code","C201264","2023-09-29","ee19215d-f532-4146-9a28-c5ab6043a2ff","After","Code_70"
"http://www.cdisc.org","Code","C201265","2023-09-29","d054c56c-08e3-4e49-99b0-8c679b824127","Start to Start","Code_71"
"http://www.cdisc.org","Code","C70793","2023-09-29","42bf92df-cdc0-4054-a83e-43503bee5cb6","Clinical Study Sponsor","Code_349"
"ISO 3166 1 alpha3","Code","GBR","2020-08","c903bd6a-b0f3-4c47-90ec-15a22c3f124a","United Kingdom of Great Britain and Northern Ireland","Code_350"
"http://www.cdisc.org","Code","C94108","2023-09-29","9e3d01fb-cd2a-4aef-910e-31e117ad2d98","Study Acronym","Code_3"
"http://www.cdisc.org","Code","C99905x1","2023-09-29","f4a427e8-ddf6-493a-8088-3a2d0ee6c51e","Brief Study Title","Code_5"
"http://www.cdisc.org","Code","C99905x2","2023-09-29","ed72d833-0f32-418d-9d6c-c872fd17a7fc","Official Study Title","Code_6"
"http://www.cdisc.org","Code","C99905x3","2023-09-29","797fb2a7-9ff3-4a52-8fcb-7d1aae1cbebf","Public Study Title","Code_7"
"http://www.cdisc.org","Code","C25508","2023-09-29","366b2de2-d153-4bb7-b430-548cf05b1d43","Final","Code_8"
"http://www.cdisc.org","Code","C99903x1","2023-09-29","3feedef9-466d-4396-9339-be21f7d08f48","Protocol Effective Date","Code_11"
"http://www.cdisc.org","Code","C41129","2023-09-29","e8dc3d68-8419-43a2-b194-f0d3f9ec0f81","Region","Code_13"
"ISO 3166 1 alpha3","Code","150","2020-08","f6f0bb5e-b0d6-4a6d-a1c2-7642136e441c","Europe","Code_12"
