"instanceType","uuid:ID","codeSystem","id","decode","code","codeSystemVersion"
"Code","fcceee22-9a4c-45dd-b76b-67189b61e03d","NCI Thesaurus","Code_243","Body Position","C62164",""
"Code","25261339-eaa2-472f-9bf1-4aca41c8d923","NCI Thesaurus","Code_236","Heart Rate","C49677",""
"Code","5aa026d7-c6c0-48ff-8446-44627898979d","NCI Thesaurus","Code_245","Clinical Test Result","C77140",""
"Code","77a9b0c0-af29-4974-9361-a277c41649ab","http://www.cdisc.org","Code_246","Pascal","C42547","2023-09-29"
"Code","5a2316c1-ef03-4cbd-bee3-e304bb6f26ef","NCI Thesaurus","Code_247","Unit of Pressure","C49669",""
"Code","b0afd340-e5ea-4d93-9a9c-125e3d81803b","NCI Thesaurus","Code_248","Anatomic Site","C13717",""
"Code","d4d69e86-590d-4343-99a1-526512fabf69","NCI Thesaurus","Code_249","Laterality","C25185",""
"Code","424c7d02-d0e4-4800-a409-ec959a5aacc2","NCI Thesaurus","Code_250","Test Method","C82535",""
"Code","4e666305-b73c-4929-8e71-6ddda6511cd1","NCI Thesaurus","Code_251","Body Position","C62164",""
"Code","6c13d36c-2a0b-414d-99a2-85d545daa4a4","NCI Thesaurus","Code_244","Systolic Blood Pressure","C25298",""
"Code","616b6649-fac0-4963-a2a4-b7248b65246d","NCI Thesaurus","Code_253","Clinical Test Result","C77140",""
"Code","2213e36d-bec3-4535-a4fa-d4f33ffc725f","http://www.cdisc.org","Code_254","Pascal","C42547","2023-09-29"
"Code","74244b3f-5b73-474d-bab0-b11ba758673a","NCI Thesaurus","Code_255","Unit of Pressure","C49669",""
"Code","50a4f56b-b038-40ea-869f-10ebdc4a349a","NCI Thesaurus","Code_256","Anatomic Site","C13717",""
"Code","6d7ac5e8-fce3-485c-817a-64ee118c7c66","NCI Thesaurus","Code_257","Laterality","C25185",""
"Code","36a1410c-4e09-4fad-88d8-f0f0cd9b24c9","NCI Thesaurus","Code_258","Test Method","C82535",""
"Code","4d01bc21-f1fe-4ecc-8814-3caeb747963c","NCI Thesaurus","Code_259","Body Position","C62164",""
"Code","501e39e4-5ad7-43dc-84c9-119f875fa321","NCI Thesaurus","Code_252","Diastolic Blood Pressure","C25299",""
"Code","ba6076be-295c-4fe9-9a80-ee58ba5d33ef","NCI Thesaurus","Code_261","Clinical Test Result","C77140",""
"Code","1bbb4de0-182d-45c8-9efd-9ee85a985118","http://www.cdisc.org","Code_262","Beats per Minute","C49673","2023-09-29"
"Code","21c76f2a-5b3b-457c-8b0f-c565a5522ed5","NCI Thesaurus","Code_263","Count per Minute","C73688",""
"Code","a0252fc7-332c-4b34-bd68-148c57667336","NCI Thesaurus","Code_264","Anatomic Site","C13717",""
"Code","920a06c8-a256-4f43-bd4a-72eb5d891de6","NCI Thesaurus","Code_265","Laterality","C25185",""
"Code","d511b457-cbc7-41fd-9b8e-d5f4e09a77c0","NCI Thesaurus","Code_266","Test Method","C82535",""
"Code","c504899f-c007-45cf-ae99-16d89f01d645","NCI Thesaurus","Code_267","Body Position","C62164",""
"Code","e5c9de74-2821-4b06-a8d7-8bc39ba859aa","NCI Thesaurus","Code_260","Heart Rate","C49677",""
"Code","f21667ec-0c17-4857-b216-e763e2afc24e","http://www.cdisc.org","Code_123","Placebo Comparator Arm","C174268","2023-09-29"
"Code","e77a8945-d1b4-41f4-9058-283f611baca2","http://www.cdisc.org","Code_124","Data Generated Within Study","C188866","2023-09-29"
"Code","64b4e2d4-b650-4a1c-9e45-9baeb1f84809","http://www.cdisc.org","Code_125","Active Comparator Arm","C174267","2023-09-29"
"Code","870cf611-629d-4337-97f0-e7fbb3f0b659","http://www.cdisc.org","Code_126","Data Generated Within Study","C188866","2023-09-29"
"Code","3e73ab77-4a4f-4fb5-b207-2271f645b3fa","http://www.cdisc.org","Code_127","Active Comparator Arm","C174267","2023-09-29"
"Code","3d81ca84-a882-4d3f-bf5c-b7a7b4531f35","http://www.cdisc.org","Code_128","Data Generated Within Study","C188866","2023-09-29"
"Code","c219dda6-4afb-49d0-8c09-47f4d816f424","http://www.cdisc.org","Code_136","Double Blind Study","C15228","2023-09-29"
"Code","66bffca6-e90f-42f4-ac5e-29fb7ba99876","http://www.cdisc.org","Code_129","Trial Screening","C48262","2023-09-29"
"Code","141bc2b3-4f7d-43f9-a88e-6a9778a1f2ac","http://www.cdisc.org","Code_130","Treatment Epoch","C101526","2023-09-29"
"Code","c4ff0221-9dbd-49e9-9959-3d7f441c805d","http://www.cdisc.org","Code_131","Treatment Epoch","C101526","2023-09-29"
"Code","1c0b08c6-9d8e-471e-b109-01e2504636da","http://www.cdisc.org","Code_132","Treatment Epoch","C101526","2023-09-29"
"Code","8cc46c06-a491-4cd5-9627-cde19ec8a3b9","http://www.cdisc.org","Code_133","Clinical Study Follow-up","C99158","2023-09-29"
"Code","d2f8a05e-868f-4171-94bb-ea7b7d5a20ef","ICD-10-CM","Code_327","Alzheimer's disease; unspecified","G30.9","1"
"Code","ceca11bb-fdfa-4f5a-ba6c-07ce474dfe94","SNOMED","Code_328","Alzheimer's disease","26929004","January 31, 2018"
"Code","4623401f-dd2e-486a-a999-569d0a2b85b9","http://www.cdisc.org","Code_142","Sponsor","C70793","2023-09-29"
"Code","d56ea18b-6498-4854-bde0-a1a80b64221d","http://www.cdisc.org","Code_332","Trial Primary Objective","C85826","2023-09-29"
"Code","77313341-075d-4131-8cba-e0a732f4c14c","http://www.cdisc.org","Code_331","Primary Endpoint","C94496","2023-09-29"
"Code","a29ea55f-683d-4e33-a9f6-47852d456242","http://www.cdisc.org","Code_333","Primary Endpoint","C94496","2023-09-29"
"Code","6c3f2ab0-33eb-4a27-977d-869da4a42fa1","http://www.cdisc.org","Code_335","Trial Primary Objective","C85826","2023-09-29"
"Code","d0fe5200-36fe-4998-a07c-7e4b71cb7529","http://www.cdisc.org","Code_334","Primary Endpoint","C94496","2023-09-29"
"Code","934cb85f-7ff4-4270-987d-e99f25d49176","http://www.cdisc.org","Code_336","Primary Endpoint","C94496","2023-09-29"
"Code","b88ab653-724b-413c-adc9-1df55aff94da","http://www.cdisc.org","Code_337","Primary Endpoint","C94496","2023-09-29"
"Code","d303e080-eac4-4a74-9c88-3da727c7193a","http://www.cdisc.org","Code_339","Trial Secondary Objective","C85827","2023-09-29"
"Code","3c288792-3fc9-4f3c-9279-8ab6bf594d19","http://www.cdisc.org","Code_338","Secondary Endpoint","C139173","2023-09-29"
"Code","e2dd1bac-69f4-4b6f-acd2-70aa39d06862","http://www.cdisc.org","Code_340","Secondary Endpoint","C139173","2023-09-29"
"Code","127f015f-dc4c-4cab-a897-138e1739e1d7","http://www.cdisc.org","Code_341","Secondary Endpoint","C139173","2023-09-29"
"Code","67363168-d8e8-43c9-9359-17ea5f950ee0","http://www.cdisc.org","Code_343","Trial Secondary Objective","C85827","2023-09-29"
"Code","3fe7f03d-8a8a-4b95-aba6-c6b994c0bc21","http://www.cdisc.org","Code_342","Secondary Endpoint","C139173","2023-09-29"
"Code","e1272b90-b377-4a22-87c1-a89a163287e0","http://www.cdisc.org","Code_345","Trial Secondary Objective","C85827","2023-09-29"
"Code","fdb4cdb2-fd37-42f0-ad0d-27cf6917e84d","http://www.cdisc.org","Code_344","Secondary Endpoint","C139173","2023-09-29"
"Code","e346ac66-295a-40c3-89bb-b8ee80b56b8d","http://www.cdisc.org","Code_347","Trial Secondary Objective","C85827","2023-09-29"
"Code","d4e35d5a-31f0-4960-983c-a4604a30f966","http://www.cdisc.org","Code_346","Secondary Endpoint","C139173","2023-09-29"
"Code","a19f6c13-4832-45df-8f40-7b53671ecd31","http://www.cdisc.org","Code_348","Inclusion Criteria","C25532","2023-09-29"
"Code","13299e05-a6c3-42b1-8729-cbdd608a8315","http://www.cdisc.org","Code_349","Inclusion Criteria","C25532","2023-09-29"
"Code","c08166e1-6016-480c-af8b-a20327be7ade","http://www.cdisc.org","Code_350","Inclusion Criteria","C25532","2023-09-29"
"Code","4d2ddca7-2d67-4ce5-94d7-c34aedaa5310","http://www.cdisc.org","Code_351","Inclusion Criteria","C25532","2023-09-29"
"Code","4c19c6a6-c539-4789-8678-969123df82e2","http://www.cdisc.org","Code_352","Inclusion Criteria","C25532","2023-09-29"
"Code","6c74e349-9fe3-47f6-a338-8049dc3fe7c4","http://www.cdisc.org","Code_353","Inclusion Criteria","C25532","2023-09-29"
"Code","29236692-622d-4946-b7ca-1f8b9d90ef60","http://www.cdisc.org","Code_354","Inclusion Criteria","C25532","2023-09-29"
"Code","8a59b5a2-036f-4b74-a10a-ef6c0bf82d1c","http://www.cdisc.org","Code_355","Inclusion Criteria","C25532","2023-09-29"
"Code","92107e42-4132-4800-ae69-edd52fc407b5","http://www.cdisc.org","Code_356","Exclusion Criteria","C25370","2023-09-29"
"Code","d0aefe6b-ee69-45a4-b58d-e40463666850","http://www.cdisc.org","Code_357","Exclusion Criteria","C25370","2023-09-29"
"Code","d56224cc-d94c-496c-8971-4328176d08f5","http://www.cdisc.org","Code_358","Exclusion Criteria","C25370","2023-09-29"
"Code","14a5d168-10c5-41e8-9808-33a498da8582","http://www.cdisc.org","Code_359","Exclusion Criteria","C25370","2023-09-29"
"Code","e39a05a7-fb85-4556-aa9f-e965532dea4d","http://www.cdisc.org","Code_360","Exclusion Criteria","C25370","2023-09-29"
"Code","e5b30ed5-9c79-45c7-90d1-3f127500f1ef","http://www.cdisc.org","Code_361","Exclusion Criteria","C25370","2023-09-29"
"Code","1c7e38b3-ef06-4487-8779-32ce5691dd86","http://www.cdisc.org","Code_362","Exclusion Criteria","C25370","2023-09-29"
"Code","05b13b94-6184-470c-bbf8-c62ada84d3f7","http://www.cdisc.org","Code_363","Exclusion Criteria","C25370","2023-09-29"
"Code","e31ed0d1-94ec-473f-b2d2-f0d005163354","http://www.cdisc.org","Code_364","Exclusion Criteria","C25370","2023-09-29"
"Code","caea6ad7-fb33-4736-9ca9-a5e669c7b0da","http://www.cdisc.org","Code_365","Exclusion Criteria","C25370","2023-09-29"
"Code","85f1e3b2-eada-41b8-a032-be63dce55aa3","http://www.cdisc.org","Code_366","Exclusion Criteria","C25370","2023-09-29"
"Code","9ff24c61-2de5-4bbb-b25e-4aec91f19d47","http://www.cdisc.org","Code_367","Exclusion Criteria","C25370","2023-09-29"
"Code","5a7eb57f-a664-4c05-b2ff-cb616d9fa0d1","http://www.cdisc.org","Code_368","Exclusion Criteria","C25370","2023-09-29"
"Code","f9fea2ad-d1d8-4a40-8db3-2e76c54f4228","http://www.cdisc.org","Code_369","Exclusion Criteria","C25370","2023-09-29"
"Code","781a718c-779c-4972-b1f1-fd7af9140bad","http://www.cdisc.org","Code_370","Exclusion Criteria","C25370","2023-09-29"
"Code","9ad96409-0fed-41e7-bbc4-5c466b071e30","http://www.cdisc.org","Code_371","Exclusion Criteria","C25370","2023-09-29"
"Code","3e448879-4d1b-4576-be24-7b0218e02aba","http://www.cdisc.org","Code_372","Exclusion Criteria","C25370","2023-09-29"
"Code","e43dc265-cee9-4bf7-8b0d-7428308e3aa0","http://www.cdisc.org","Code_373","Exclusion Criteria","C25370","2023-09-29"
"Code","a924c948-2c93-4932-a54b-6cd6239f8e1a","http://www.cdisc.org","Code_374","Exclusion Criteria","C25370","2023-09-29"
"Code","19e1df6c-213b-40ce-838c-69a47cca3271","http://www.cdisc.org","Code_375","Exclusion Criteria","C25370","2023-09-29"
"Code","6aa9e26b-7762-4c32-90eb-daeaf88318be","http://www.cdisc.org","Code_376","Exclusion Criteria","C25370","2023-09-29"
"Code","1ae507b4-0637-4f69-abd2-1d1657e67b95","http://www.cdisc.org","Code_377","Exclusion Criteria","C25370","2023-09-29"
"Code","82a93090-1fb4-452c-a695-66c4bed2c229","http://www.cdisc.org","Code_378","Exclusion Criteria","C25370","2023-09-29"
"Code","80a75857-4b16-4d8c-9766-64b5b0ae803a","http://www.cdisc.org","Code_329","Year","C29848","2023-09-29"
"Code","1acc8023-23dd-46bb-a69d-5ff24412956c","http://www.cdisc.org","Code_14","Before","C201357","2023-09-29"
"Code","93cf3b98-c1f6-4df9-8604-0bc34a46a431","http://www.cdisc.org","Code_15","Start to Start","C201355","2023-09-29"
"Code","3f32f3d2-fe52-4031-a04e-5794af7644fc","http://www.cdisc.org","Code_16","Before","C201357","2023-09-29"
"Code","e8936329-34b6-425f-ad48-0044f5b5fd27","http://www.cdisc.org","Code_17","Start to Start","C201355","2023-09-29"
"Code","5134feec-4563-4ba0-98c0-f9ec53866bf9","http://www.cdisc.org","Code_19","Fixed Reference","C201358","2023-09-29"
"Code","82fa0f18-b70c-4fc7-89f6-03ef8a19579b","http://www.cdisc.org","Code_20","Start to Start","C201355","2023-09-29"
"Code","2ef6956d-8a3a-41c1-88f8-976d05cad8a1","http://www.cdisc.org","Code_21","After","C201356","2023-09-29"
"Code","de0da7dc-97cc-444b-a020-b8f1dcdda5a9","http://www.cdisc.org","Code_22","Start to Start","C201355","2023-09-29"
"Code","653bf74b-8d63-4d1e-ba79-5de9c1988f1e","http://www.cdisc.org","Code_24","After","C201356","2023-09-29"
"Code","02ac4da9-8d18-47d4-a672-ee8dfaeefb1c","http://www.cdisc.org","Code_25","Start to Start","C201355","2023-09-29"
"Code","d44c2538-f90d-47f0-bee9-81b11aa70e9b","http://www.cdisc.org","Code_27","After","C201356","2023-09-29"
"Code","80cb69d0-0d89-4f61-9dc1-4c2e3294011d","http://www.cdisc.org","Code_28","Start to Start","C201355","2023-09-29"
"Code","3655355d-a19f-4d10-b019-59c5b2fd75aa","http://www.cdisc.org","Code_30","After","C201356","2023-09-29"
"Code","f051d737-6b24-46a1-b76b-48bb4de3a84d","http://www.cdisc.org","Code_31","Start to Start","C201355","2023-09-29"
"Code","3e26aace-cdb7-4c8c-aea7-9b0eaeffc22c","http://www.cdisc.org","Code_35","After","C201356","2023-09-29"
"Code","22ef4e9a-7429-463e-9366-7acc7d652252","http://www.cdisc.org","Code_36","Start to Start","C201355","2023-09-29"
"Code","ba5a9b5b-5d90-45e3-b2c4-e2cb185e208c","http://www.cdisc.org","Code_40","After","C201356","2023-09-29"
"Code","f12abf9d-3eec-4c0c-bbe2-0ce3626b5753","http://www.cdisc.org","Code_41","Start to Start","C201355","2023-09-29"
"Code","6aed739f-17f1-48ad-b047-f0a02a95bf32","http://www.cdisc.org","Code_45","After","C201356","2023-09-29"
"Code","5f4a6180-cd42-4aeb-a83f-cd73f3289128","http://www.cdisc.org","Code_46","Start to Start","C201355","2023-09-29"
"Code","0afc06d3-3bfb-4a3f-a86b-9cdf7514d552","http://www.cdisc.org","Code_50","After","C201356","2023-09-29"
"Code","3a98a480-394e-4b1d-b731-9bf1e347f323","http://www.cdisc.org","Code_51","Start to Start","C201355","2023-09-29"
"Code","e6fbb721-bf9f-42c9-8096-04bf530476e6","http://www.cdisc.org","Code_53","After","C201356","2023-09-29"
"Code","cdb9236f-dc2e-42ce-84b2-c50b538c3426","http://www.cdisc.org","Code_54","Start to Start","C201355","2023-09-29"
"Code","c8127539-4db7-4d30-9b78-c80f7c92282f","http://www.cdisc.org","Code_33","After","C201356","2023-09-29"
"Code","3f5158a2-63fa-4aec-8069-c797e32c6805","http://www.cdisc.org","Code_34","Start to Start","C201355","2023-09-29"
"Code","85916806-ac30-4439-a283-d39e2c7a3caa","http://www.cdisc.org","Code_38","After","C201356","2023-09-29"
"Code","d144b183-fe9f-4f81-b91c-5c547c77177f","http://www.cdisc.org","Code_39","Start to Start","C201355","2023-09-29"
"Code","e5a8593c-2ea8-45e0-9eb0-e7c6e7b41454","http://www.cdisc.org","Code_43","After","C201356","2023-09-29"
"Code","f398074d-cdca-4006-831c-ce8ebfa6a827","http://www.cdisc.org","Code_44","Start to Start","C201355","2023-09-29"
"Code","966138dc-b0ba-4a35-abbf-0b107f70fb0c","http://www.cdisc.org","Code_48","After","C201356","2023-09-29"
"Code","36255450-5d8f-44e2-b8e1-9ab9aa23600b","http://www.cdisc.org","Code_49","Start to Start","C201355","2023-09-29"
"Code","7c9daa66-2b7d-4e33-8376-21f3fb2d31fe","http://www.cdisc.org","Code_56","Fixed Reference","C201358","2023-09-29"
"Code","759efb06-1b63-46a4-acc4-1a9673293449","http://www.cdisc.org","Code_57","Start to Start","C201355","2023-09-29"
"Code","7b0940e7-fcaa-4a2e-8024-9869f621ff49","http://www.cdisc.org","Code_58","Fixed Reference","C201358","2023-09-29"
"Code","54f4b8d5-b262-451c-b060-d76f4a1d94a6","http://www.cdisc.org","Code_59","Start to Start","C201355","2023-09-29"
"Code","05b96424-544d-48f9-8e93-9aa01cb4f5e0","http://www.cdisc.org","Code_60","Fixed Reference","C201358","2023-09-29"
"Code","c433bb7c-83a6-46e5-ab44-e6797280907a","http://www.cdisc.org","Code_61","Start to Start","C201355","2023-09-29"
"Code","832d741e-e8ac-4e09-b226-ce391ec7f7e1","http://www.cdisc.org","Code_62","After","C201356","2023-09-29"
"Code","0b6c1f6e-d8bb-47c3-ad84-2628cba91b47","http://www.cdisc.org","Code_63","Start to Start","C201355","2023-09-29"
"Code","85f8e35a-4475-4a8a-92a1-e63b8f00a3dd","http://www.cdisc.org","Code_64","After","C201356","2023-09-29"
"Code","b5004a59-8429-4592-ae75-5bc310208a5c","http://www.cdisc.org","Code_65","End to Start","C201353","2023-09-29"
"Code","6c9e0103-493a-41f9-afc3-c0a488e95fc9","http://www.cdisc.org","Code_66","After","C201356","2023-09-29"
"Code","ddd1a507-e664-46fa-921d-c7685aec4dc1","http://www.cdisc.org","Code_67","Start to Start","C201355","2023-09-29"
"Code","049840d3-5733-4b49-ba11-45d7bfc5b893","http://www.cdisc.org","Code_68","After","C201356","2023-09-29"
"Code","c6ed06c4-3db5-4bee-a625-30683680c4f8","http://www.cdisc.org","Code_69","End to Start","C201353","2023-09-29"
"Code","7336d88c-4a55-4a4a-9b75-20819574e464","http://www.cdisc.org","Code_70","After","C201356","2023-09-29"
"Code","42d70252-f569-4555-ba7f-c99c892f7df6","http://www.cdisc.org","Code_71","Start to Start","C201355","2023-09-29"
"Code","6ffbdd49-d44a-405d-9ff2-84f042633c72","http://www.cdisc.org","Code_379","Clinical Study Sponsor","C70793","2023-09-29"
"Code","ca8a6dad-18b8-45b9-abdc-4997506b03cb","ISO 3166 1 alpha3","Code_380","United Kingdom of Great Britain and Northern Ireland","GBR","2020-08"
"Code","2a478daf-e4fa-4855-b7ed-42c341ba6672","http://www.cdisc.org","Code_3","Study Acronym","C94108","2023-09-29"
"Code","3598651a-4673-41bd-a2b9-7d3659707810","http://www.cdisc.org","Code_5","Brief Study Title","C99905x1","2023-09-29"
"Code","eda4f82d-de7a-4a80-baa0-3e23e7cd8745","http://www.cdisc.org","Code_6","Official Study Title","C99905x2","2023-09-29"
"Code","b2c68c28-f6a6-4246-afa7-2bda443ed58b","http://www.cdisc.org","Code_7","Public Study Title","C99905x3","2023-09-29"
"Code","8ef7dbbc-86bf-4bc8-bd33-bf3dab0edb9c","http://www.cdisc.org","Code_8","Final","C25508","2023-09-29"
"Code","e055ba76-87be-4f2a-9a99-462e58ac298a","http://www.cdisc.org","Code_11","Protocol Effective Date","C99903x1","2023-09-29"
"Code","49d72ce4-cf5f-4961-a177-66d86ae54997","http://www.cdisc.org","Code_13","Region","C41129","2023-09-29"
"Code","382d6b3d-8fc7-483c-9e84-aa4c3902fbc3","ISO 3166 1 alpha3","Code_12","Europe","150","2020-08"
