"uuid:ID","codeSystemVersion","code","id","decode","instanceType","codeSystem"
"c9646c30-8811-43e4-be98-cf5e9e388c91","","C73688","Code_248","Count per Minute","Code","NCI Thesaurus"
"4997fa08-c780-4540-bd5a-c3e2d694c45f","","C83088","Code_249","Vital Signs Location","Code","NCI Thesaurus"
"eb3f3dc1-bc5e-4c01-9769-06f16bdd401c","","C123975","Code_250","Vital Signs Laterality","Code","NCI Thesaurus"
"34712f06-f654-4ac9-a786-441ca601465e","","C82535","Code_251","Test Method","Code","NCI Thesaurus"
"62a13214-bcbe-4191-8811-6f5ddd65ad6a","","C83114","Code_252","Vital Signs Position","Code","NCI Thesaurus"
"0fcad115-dc91-46b6-a680-f40ab5c55898","","C49677","Code_245","Heart Rate","Code","NCI Thesaurus"
"614636cb-1a1b-4330-898b-1a7ff1faaecc","","C173522","Code_254","Vital Signs Result","Code","NCI Thesaurus"
"40fecfb6-af8b-4d10-a39d-1297d4ff506c","2023-09-29","C42547","Code_255","Pascal","Code","http://www.cdisc.org"
"00c9f8bc-5f13-4dac-ae66-4fb446e8574a","","C49669","Code_256","Unit of Pressure","Code","NCI Thesaurus"
"f4b6ebe2-b295-4185-af86-a4d49ae34c60","","C83088","Code_257","Vital Signs Location","Code","NCI Thesaurus"
"5ccf51f4-d2f9-466d-aa7b-4ec9b265b91b","","C123975","Code_258","Vital Signs Laterality","Code","NCI Thesaurus"
"afb00498-73c5-435b-b77e-54637a1d7010","","C82535","Code_259","Test Method","Code","NCI Thesaurus"
"937c1ee3-4296-4355-b18d-ad77fc04e0b1","","C83114","Code_260","Vital Signs Position","Code","NCI Thesaurus"
"592c6eb0-7b24-4835-a498-82e031ed951d","","C25298","Code_253","Systolic Blood Pressure","Code","NCI Thesaurus"
"f67135c3-a407-4b5c-874a-c1494e83f905","","C173522","Code_262","Vital Signs Result","Code","NCI Thesaurus"
"e82c8403-4388-4af7-b394-dec1d3bb19f3","2023-09-29","C42547","Code_263","Pascal","Code","http://www.cdisc.org"
"ca4bf604-8e24-4fe5-8d23-424a478db6e3","","C49669","Code_264","Unit of Pressure","Code","NCI Thesaurus"
"dae34b8c-0b32-4607-b5e1-12f4f64006a3","","C83088","Code_265","Vital Signs Location","Code","NCI Thesaurus"
"2c8d4b87-b646-4770-b8ce-957ad934cf3c","","C123975","Code_266","Vital Signs Laterality","Code","NCI Thesaurus"
"8d4f0028-f139-48ce-b9bc-33d84eba2b38","","C82535","Code_267","Test Method","Code","NCI Thesaurus"
"cc878883-da5c-4cb0-850a-922e3f5b0296","","C83114","Code_268","Vital Signs Position","Code","NCI Thesaurus"
"7f57f197-e9a1-4474-b845-56b9e707fca6","","C25299","Code_261","Diastolic Blood Pressure","Code","NCI Thesaurus"
"f008a9b0-8dc6-490e-882a-5dd9ff498af1","","C173522","Code_270","Vital Signs Result","Code","NCI Thesaurus"
"efa9f6ba-530a-475a-adff-15ffb1e164bb","2023-09-29","C49673","Code_271","Beats per Minute","Code","http://www.cdisc.org"
"af6fa736-b07c-444e-afd3-fbff2dba67c7","","C73688","Code_272","Count per Minute","Code","NCI Thesaurus"
"4dbe2840-f405-430d-9b2c-2bb4ed40e577","","C83088","Code_273","Vital Signs Location","Code","NCI Thesaurus"
"05ab2ba0-3ae1-46d0-9912-1d505f942f79","","C123975","Code_274","Vital Signs Laterality","Code","NCI Thesaurus"
"d0010ca4-594a-485b-aac5-0bffd876b47e","","C82535","Code_275","Test Method","Code","NCI Thesaurus"
"98a32779-aca2-463d-a040-845e5645039a","","C83114","Code_276","Vital Signs Position","Code","NCI Thesaurus"
"d26e7d94-560a-4377-ba79-20a399b0a0e3","","C49677","Code_269","Heart Rate","Code","NCI Thesaurus"
"1ea2c1b8-1cb9-4fac-a8ce-65c767332a31","2023-09-29","C174268","Code_122","Placebo Comparator Arm","Code","http://www.cdisc.org"
"7f2e8a4a-c79b-43d6-aa09-296fff7dd45b","2023-09-29","C188866","Code_123","Data Generated Within Study","Code","http://www.cdisc.org"
"e09f9ca1-76f8-498f-b38a-8f52c3616265","2023-09-29","C174267","Code_124","Active Comparator Arm","Code","http://www.cdisc.org"
"a7b88fa7-c739-4b87-b3cd-1c65f2884f5a","2023-09-29","C188866","Code_125","Data Generated Within Study","Code","http://www.cdisc.org"
"9c6664f6-c16f-4b7d-808f-a3e7804f7a1e","2023-09-29","C174267","Code_126","Active Comparator Arm","Code","http://www.cdisc.org"
"d0f9964b-b156-470b-8b2d-3634d5aba366","2023-09-29","C188866","Code_127","Data Generated Within Study","Code","http://www.cdisc.org"
"c72c5a9b-5b6e-4afd-98b8-a5236c78a8ca","2023-09-29","C15228","Code_135","Double Blind Study","Code","http://www.cdisc.org"
"76e1bf45-384b-4539-a715-cfd28ef956e2","2023-09-29","C48262","Code_128","Trial Screening","Code","http://www.cdisc.org"
"e67f975f-a639-4f8a-bbf6-bae96de677f7","2023-09-29","C101526","Code_129","Treatment Epoch","Code","http://www.cdisc.org"
"936e886b-035c-429d-b603-33195b1351c0","2023-09-29","C101526","Code_130","Treatment Epoch","Code","http://www.cdisc.org"
"5281a262-685a-4732-b29e-d74c8037b995","2023-09-29","C101526","Code_131","Treatment Epoch","Code","http://www.cdisc.org"
"f18c2fd1-9682-4e97-ac5d-1b1e398ca940","2023-09-29","C99158","Code_132","Clinical Study Follow-up","Code","http://www.cdisc.org"
"7a2f259a-af95-4ba2-96e0-3f9f99a257fe","1","G30.9","Code_330","Alzheimer's disease; unspecified","Code","ICD-10-CM"
"3cbd7b20-78bb-474f-b3cb-30947bcd529b","January 31, 2018","26929004","Code_331","Alzheimer's disease","Code","SNOMED"
"99b0b66a-8d00-4a96-b9d2-014138ef6fdf","2023-09-29","C70793","Code_141","Sponsor","Code","http://www.cdisc.org"
"aac33027-0fb9-4bca-bbbf-a924133400f4","2023-09-29","C85826","Code_335","Trial Primary Objective","Code","http://www.cdisc.org"
"874cf902-b988-4fe2-ad7e-67521e0a35a0","2023-09-29","C94496","Code_334","Primary Endpoint","Code","http://www.cdisc.org"
"b12564f7-1495-415a-8574-506cbca38ed6","2023-09-29","C94496","Code_336","Primary Endpoint","Code","http://www.cdisc.org"
"61cf3a1b-f532-4b10-9309-0f9544168526","2023-09-29","C85826","Code_338","Trial Primary Objective","Code","http://www.cdisc.org"
"598e894b-1e07-4c04-825b-0e0260e6d06f","2023-09-29","C94496","Code_337","Primary Endpoint","Code","http://www.cdisc.org"
"7d030204-90ba-47da-94ad-2c0ee0e9c6f5","2023-09-29","C94496","Code_339","Primary Endpoint","Code","http://www.cdisc.org"
"ee18cd87-e56d-41f6-b70e-92be24acc118","2023-09-29","C94496","Code_340","Primary Endpoint","Code","http://www.cdisc.org"
"ba869abb-ae54-46b9-b900-387967ce7a72","2023-09-29","C85827","Code_342","Trial Secondary Objective","Code","http://www.cdisc.org"
"30cf31da-d413-4686-9628-75dc92baf75d","2023-09-29","C139173","Code_341","Secondary Endpoint","Code","http://www.cdisc.org"
"f14c2b8e-9498-4fd6-a6fb-a05e7cf4f46f","2023-09-29","C139173","Code_343","Secondary Endpoint","Code","http://www.cdisc.org"
"27aae998-6c12-49d6-a4b7-945f95393c5d","2023-09-29","C139173","Code_344","Secondary Endpoint","Code","http://www.cdisc.org"
"4caff233-5a18-4868-b971-7ac2e0013fe2","2023-09-29","C25532","Code_345","Inclusion Criteria","Code","http://www.cdisc.org"
"518e21cb-659b-453a-8a74-a0e3dabbd6a8","2023-09-29","C25532","Code_346","Inclusion Criteria","Code","http://www.cdisc.org"
"28dfc3d9-d4c3-4339-8589-78ca55211fda","2023-09-29","C25532","Code_347","Inclusion Criteria","Code","http://www.cdisc.org"
"f2fc2ed6-3a10-48fa-b18e-db8fe4a6a58b","2023-09-29","C25370","Code_348","Exclusion Criteria","Code","http://www.cdisc.org"
"16baf31c-1a8e-4531-ad0f-f0f78ce2dfb9","2023-09-29","C29848","Code_332","Year","Code","http://www.cdisc.org"
"5ad5bdfc-24d9-4f52-bc40-fa83b756663e","2023-09-29","C201264","Code_14","Before","Code","http://www.cdisc.org"
"cdaefe7c-c34c-46f2-84d8-b9ddf126fffb","2023-09-29","C201265","Code_15","Start to Start","Code","http://www.cdisc.org"
"ae56e4e7-23b8-4640-a964-5f50ab198461","2023-09-29","C201264","Code_16","Before","Code","http://www.cdisc.org"
"60b8cc9b-ad07-454e-8e38-89547320231a","2023-09-29","C201265","Code_17","Start to Start","Code","http://www.cdisc.org"
"e6f8282d-7f5d-4e95-99dd-2bb9cb84f7ac","2023-09-29","C201264","Code_19","Fixed Reference","Code","http://www.cdisc.org"
"553f348f-0e7f-427d-98a9-c2328141e3df","2023-09-29","C201265","Code_20","Start to Start","Code","http://www.cdisc.org"
"fb868a59-0c57-4900-a318-01ed257afce8","2023-09-29","C201264","Code_21","After","Code","http://www.cdisc.org"
"48b9a418-fc59-4b15-b9fe-1cee9b7552be","2023-09-29","C201265","Code_22","Start to Start","Code","http://www.cdisc.org"
"d3c927f3-add1-4ed8-8ae8-25780c4cf1fe","2023-09-29","C201264","Code_24","After","Code","http://www.cdisc.org"
"000c241d-a111-4f5d-a678-e787526895b4","2023-09-29","C201265","Code_25","Start to Start","Code","http://www.cdisc.org"
"2b18ddef-4266-4ca6-9a1c-9bd7ad2bf831","2023-09-29","C201264","Code_27","After","Code","http://www.cdisc.org"
"dcca00f9-2d41-43e0-a886-1997687177c2","2023-09-29","C201265","Code_28","Start to Start","Code","http://www.cdisc.org"
"72e772a7-e3e5-4502-a3ac-508fe18a6c7a","2023-09-29","C201264","Code_30","After","Code","http://www.cdisc.org"
"4ca0426c-1785-482b-8d29-37afbec182a9","2023-09-29","C201265","Code_31","Start to Start","Code","http://www.cdisc.org"
"08f0c36f-c9d9-4e25-b3e1-8cf320ec79eb","2023-09-29","C201264","Code_35","After","Code","http://www.cdisc.org"
"e0f9272a-30df-44c1-8b2a-c8a7a3214e22","2023-09-29","C201265","Code_36","Start to Start","Code","http://www.cdisc.org"
"733be5f9-eaa9-4f73-a952-e2428448b628","2023-09-29","C201264","Code_40","After","Code","http://www.cdisc.org"
"b06081f9-c90d-4d89-b0e1-a0c0874eb811","2023-09-29","C201265","Code_41","Start to Start","Code","http://www.cdisc.org"
"3d66b420-97da-4fff-9a15-02e851aa8d6e","2023-09-29","C201264","Code_45","After","Code","http://www.cdisc.org"
"26b0bad6-515a-45fb-84ad-fc56c9e7d43c","2023-09-29","C201265","Code_46","Start to Start","Code","http://www.cdisc.org"
"fff508b0-b83a-4230-a3e4-b6a79dc3d728","2023-09-29","C201264","Code_50","After","Code","http://www.cdisc.org"
"a9f812f7-b867-46a4-afd0-eab3ada74085","2023-09-29","C201265","Code_51","Start to Start","Code","http://www.cdisc.org"
"be690901-f227-43de-8b54-5513ba2d20c7","2023-09-29","C201264","Code_53","After","Code","http://www.cdisc.org"
"78a60f28-b538-4faa-a599-219973840154","2023-09-29","C201265","Code_54","Start to Start","Code","http://www.cdisc.org"
"fe472842-cda8-4f5a-be40-8f4926335b0e","2023-09-29","C201264","Code_33","After","Code","http://www.cdisc.org"
"513a4f76-9410-432a-a93c-1cc512ca0c86","2023-09-29","C201265","Code_34","Start to Start","Code","http://www.cdisc.org"
"e95b9596-7670-4c4f-97c0-54ec078b3b1b","2023-09-29","C201264","Code_38","After","Code","http://www.cdisc.org"
"bec7f106-0caf-4746-9b1d-73bb1d12a3ca","2023-09-29","C201265","Code_39","Start to Start","Code","http://www.cdisc.org"
"cf5fe358-c472-4a2c-8d1a-afacdb16964c","2023-09-29","C201264","Code_43","After","Code","http://www.cdisc.org"
"39f54083-5628-4eff-87d8-5feaa8f41d4d","2023-09-29","C201265","Code_44","Start to Start","Code","http://www.cdisc.org"
"14b8931e-4c35-40de-b639-fcc6132f6342","2023-09-29","C201264","Code_48","After","Code","http://www.cdisc.org"
"2a7ed8c1-ff3c-4277-bf5b-14977baf42ba","2023-09-29","C201265","Code_49","Start to Start","Code","http://www.cdisc.org"
"c6171cd3-b8c8-4c54-95f3-ac0835e5c366","2023-09-29","C201264","Code_56","Fixed Reference","Code","http://www.cdisc.org"
"473425f8-0674-43df-bf5a-69c872e52380","2023-09-29","C201265","Code_57","Start to Start","Code","http://www.cdisc.org"
"845a1f3a-f093-4f96-8f40-de3eb46d189e","2023-09-29","C201264","Code_58","Fixed Reference","Code","http://www.cdisc.org"
"1b1d77aa-e5dd-4375-a0a7-22da296f03a8","2023-09-29","C201265","Code_59","Start to Start","Code","http://www.cdisc.org"
"286efe84-dc4d-4372-a4e5-db31da0d2a16","2023-09-29","C201264","Code_60","Fixed Reference","Code","http://www.cdisc.org"
"30b53fb5-6a3f-47d0-b3a9-d63aaa5cd23e","2023-09-29","C201265","Code_61","Start to Start","Code","http://www.cdisc.org"
"81fb7d4e-73be-4840-a98b-15e71527eb3f","2023-09-29","C201264","Code_62","After","Code","http://www.cdisc.org"
"9975473a-01bb-42ff-a17e-038fc171b690","2023-09-29","C201265","Code_63","Start to Start","Code","http://www.cdisc.org"
"74270e81-4689-4f1d-892c-7bb0bd00991f","2023-09-29","C201264","Code_64","After","Code","http://www.cdisc.org"
"412d8cbe-4617-4d7f-a388-f77145f1894f","2023-09-29","C201265","Code_65","End to Start","Code","http://www.cdisc.org"
"e4de48a4-f82f-4b23-9292-1a94a689326f","2023-09-29","C201264","Code_66","After","Code","http://www.cdisc.org"
"67fa913e-40bb-468d-a8e3-92ff52316ddb","2023-09-29","C201265","Code_67","Start to Start","Code","http://www.cdisc.org"
"47424e5b-74cf-4494-9681-2a58b95e13af","2023-09-29","C201264","Code_68","After","Code","http://www.cdisc.org"
"cf4e3024-f77e-4416-8136-ea41f0af4eb1","2023-09-29","C201265","Code_69","End to Start","Code","http://www.cdisc.org"
"9451322c-9338-40ae-be85-ea87aff40de0","2023-09-29","C201264","Code_70","After","Code","http://www.cdisc.org"
"523ec225-ef90-48b8-91ca-e04c5b40b88a","2023-09-29","C201265","Code_71","Start to Start","Code","http://www.cdisc.org"
"cce1c23c-8336-422e-80c7-185cbe6cda30","2023-09-29","C70793","Code_349","Clinical Study Sponsor","Code","http://www.cdisc.org"
"a8ab3f56-9649-43e8-b6bb-fcf004dac72e","2020-08","GBR","Code_350","United Kingdom of Great Britain and Northern Ireland","Code","ISO 3166 1 alpha3"
"d62bf6df-513c-4cc9-a360-97c7eab1bea8","2023-09-29","C94108","Code_3","Study Acronym","Code","http://www.cdisc.org"
"aada77a4-f055-433a-ab24-95cc7aec1fca","2023-09-29","C99905x1","Code_5","Brief Study Title","Code","http://www.cdisc.org"
"e3b73a23-ff6d-43b9-a781-af04612262f9","2023-09-29","C99905x2","Code_6","Official Study Title","Code","http://www.cdisc.org"
"5aa15c9a-16cc-4211-a80d-9967b549f320","2023-09-29","C99905x3","Code_7","Public Study Title","Code","http://www.cdisc.org"
"e0d00aec-4d36-4ea2-a71b-b6fcbceff753","2023-09-29","C25508","Code_8","Final","Code","http://www.cdisc.org"
"98fd3dd5-4e4b-400d-9fde-f4fdc6f5006f","2023-09-29","C99903x1","Code_11","Protocol Effective Date","Code","http://www.cdisc.org"
"167c19be-5100-42fc-8e62-6db33bf44bff","2023-09-29","C41129","Code_13","Region","Code","http://www.cdisc.org"
"3334fce0-e34a-4153-95d2-3cd3dab9ef8e","2020-08","150","Code_12","Europe","Code","ISO 3166 1 alpha3"
