"decode","id","codeSystem","instanceType","codeSystemVersion","code","uuid:ID"
"Vital Signs Result","Code_246","NCI Thesaurus","Code","","C173522","59edeba4-3e92-4faa-a433-0d84969e1a29"
"Beats per Minute","Code_247","http://www.cdisc.org","Code","2023-09-29","C49673","202578f4-d7b8-4c47-84f1-2dd80e989762"
"Count per Minute","Code_248","NCI Thesaurus","Code","","C73688","73424569-43a3-4f3a-8e89-fe3fe4138e84"
"Vital Signs Location","Code_249","NCI Thesaurus","Code","","C83088","da89e0ce-2114-4b7d-9e6d-fb36ac7ca8ff"
"Vital Signs Laterality","Code_250","NCI Thesaurus","Code","","C123975","f8d6f708-cf11-488d-902b-792583f73042"
"Test Method","Code_251","NCI Thesaurus","Code","","C82535","0897fcdb-cf11-473b-b145-1b7887e9a2db"
"Vital Signs Position","Code_252","NCI Thesaurus","Code","","C83114","55375719-e78c-4c71-9052-abb5ecef7e9e"
"Heart Rate","Code_245","NCI Thesaurus","Code","","C49677","b361966c-3b78-4352-aa34-75d0779290ca"
"Vital Signs Result","Code_254","NCI Thesaurus","Code","","C173522","5a63dc26-67f9-4f5a-b1cd-1b263023f6d9"
"Pascal","Code_255","http://www.cdisc.org","Code","2023-09-29","C42547","92e06ba5-a55f-4aca-93d4-5ce86fe51dd8"
"Unit of Pressure","Code_256","NCI Thesaurus","Code","","C49669","a2d5b107-9513-44c5-a9e8-af17d0824d08"
"Vital Signs Location","Code_257","NCI Thesaurus","Code","","C83088","048e45cc-a49c-4721-916a-af7c38e65375"
"Vital Signs Laterality","Code_258","NCI Thesaurus","Code","","C123975","237598ac-3cd1-401a-8e7e-d6cd17209bec"
"Test Method","Code_259","NCI Thesaurus","Code","","C82535","3a96b0a8-83b3-461a-8971-b37424c0ac67"
"Vital Signs Position","Code_260","NCI Thesaurus","Code","","C83114","02593bc4-5252-49b4-81b8-839c3c1960d4"
"Systolic Blood Pressure","Code_253","NCI Thesaurus","Code","","C25298","e9f46764-6926-466d-b60d-9b8756adbe07"
"Vital Signs Result","Code_262","NCI Thesaurus","Code","","C173522","efe25252-5584-4f2b-ba60-f1d296af8133"
"Pascal","Code_263","http://www.cdisc.org","Code","2023-09-29","C42547","3a26697f-8a78-4646-bf4a-42a04117a065"
"Unit of Pressure","Code_264","NCI Thesaurus","Code","","C49669","d2e5d1e8-aa8a-412b-ba75-dda0718097b9"
"Vital Signs Location","Code_265","NCI Thesaurus","Code","","C83088","dff67e65-be63-478f-ad2d-5a660b5f6bc5"
"Vital Signs Laterality","Code_266","NCI Thesaurus","Code","","C123975","84766ee7-74e7-4bac-905e-b5a27b05ebce"
"Test Method","Code_267","NCI Thesaurus","Code","","C82535","5d20e5a9-7141-4385-adb7-975ec21df0be"
"Vital Signs Position","Code_268","NCI Thesaurus","Code","","C83114","5756316f-53c7-404b-9d26-6f5a86d87ea4"
"Diastolic Blood Pressure","Code_261","NCI Thesaurus","Code","","C25299","f154ba37-7f4c-44f5-853a-f03b369b66da"
"Vital Signs Result","Code_270","NCI Thesaurus","Code","","C173522","9b575fb5-6ec6-4d27-bd20-181848f03d27"
"Beats per Minute","Code_271","http://www.cdisc.org","Code","2023-09-29","C49673","d54bb3dd-d3bc-400e-bec4-7097db545c6a"
"Count per Minute","Code_272","NCI Thesaurus","Code","","C73688","99df02bf-5a25-43e4-81c6-585f1ae87b36"
"Vital Signs Location","Code_273","NCI Thesaurus","Code","","C83088","21d88b72-c4f7-4e6d-b8ae-7c5e1b747c79"
"Vital Signs Laterality","Code_274","NCI Thesaurus","Code","","C123975","430ff8fc-282e-4a2f-bdd3-10388058eb0b"
"Test Method","Code_275","NCI Thesaurus","Code","","C82535","22b19c04-58ba-4c53-ab62-a4327f316d2b"
"Vital Signs Position","Code_276","NCI Thesaurus","Code","","C83114","7b7f7bce-cd75-4a68-806e-b59d7205d33f"
"Heart Rate","Code_269","NCI Thesaurus","Code","","C49677","de5742cb-0bd9-42e4-9c3b-a872a1cb4f52"
"Placebo Comparator Arm","Code_122","http://www.cdisc.org","Code","2023-09-29","C174268","d9c5617f-f21b-4a91-abbd-d4a78fd9410f"
"Data Generated Within Study","Code_123","http://www.cdisc.org","Code","2023-09-29","C188866","df5e482c-9845-42c8-81fc-b62279ebcf89"
"Active Comparator Arm","Code_124","http://www.cdisc.org","Code","2023-09-29","C174267","11ca1b0a-c44c-4d81-8c58-e039f0cddd1f"
"Data Generated Within Study","Code_125","http://www.cdisc.org","Code","2023-09-29","C188866","f70fc09a-f1eb-4b87-ba32-31401c5fe234"
"Active Comparator Arm","Code_126","http://www.cdisc.org","Code","2023-09-29","C174267","afac2182-11c2-45d3-8fbe-271f0e228503"
"Data Generated Within Study","Code_127","http://www.cdisc.org","Code","2023-09-29","C188866","b2202057-07b0-405f-a7e8-315ca51c2fc8"
"Double Blind Study","Code_135","http://www.cdisc.org","Code","2023-09-29","C15228","09230b33-056b-449d-a21c-0cc874960c13"
"Trial Screening","Code_128","http://www.cdisc.org","Code","2023-09-29","C48262","d0980aa9-a8b6-4983-8b6c-ab44ade6f0d6"
"Treatment Epoch","Code_129","http://www.cdisc.org","Code","2023-09-29","C101526","9e995e65-9c47-4181-93fa-cbf2512b32cb"
"Treatment Epoch","Code_130","http://www.cdisc.org","Code","2023-09-29","C101526","9531507b-770f-438b-926e-6f5f645ae889"
"Treatment Epoch","Code_131","http://www.cdisc.org","Code","2023-09-29","C101526","8ee584d8-a1ad-4f85-b84a-1a34e67f8dae"
"Clinical Study Follow-up","Code_132","http://www.cdisc.org","Code","2023-09-29","C99158","76e0fc3a-a1d6-4e0f-9d6f-5397177e15d9"
"Alzheimer's disease; unspecified","Code_330","ICD-10-CM","Code","1","G30.9","c530f5d7-e65e-4484-b0c3-308c31ca4872"
"Alzheimer's disease","Code_331","SNOMED","Code","January 31, 2018","26929004","069810ce-3304-4946-8acb-52a1459c8215"
"Sponsor","Code_141","http://www.cdisc.org","Code","2023-09-29","C70793","7fd8f656-7d85-4d9c-b5c7-254b16fbba36"
"Trial Primary Objective","Code_335","http://www.cdisc.org","Code","2023-09-29","C85826","c9f9c609-f024-40bb-ade4-0e1a78e2016a"
"Primary Endpoint","Code_334","http://www.cdisc.org","Code","2023-09-29","C94496","cc33dc33-5378-46c9-b512-372e55e2a00d"
"Primary Endpoint","Code_336","http://www.cdisc.org","Code","2023-09-29","C94496","07a2d3cf-c9f3-4dca-adf0-4ee2ea6fad14"
"Trial Primary Objective","Code_338","http://www.cdisc.org","Code","2023-09-29","C85826","9496bf26-3e2f-4b0c-91aa-7a5d3b32dc05"
"Primary Endpoint","Code_337","http://www.cdisc.org","Code","2023-09-29","C94496","25709e9f-6177-4a23-bdf5-c381cb1332a6"
"Primary Endpoint","Code_339","http://www.cdisc.org","Code","2023-09-29","C94496","7a7e4fe1-bbc2-4d6b-afe3-29bf1bf39011"
"Primary Endpoint","Code_340","http://www.cdisc.org","Code","2023-09-29","C94496","113c44a4-dbe2-4522-bd0d-920f8d5187ed"
"Trial Secondary Objective","Code_342","http://www.cdisc.org","Code","2023-09-29","C85827","3efccaae-8c1c-446a-b9db-659ace5aa7a5"
"Secondary Endpoint","Code_341","http://www.cdisc.org","Code","2023-09-29","C139173","91835409-d4a2-42d2-aaa3-b3e4d077d9a1"
"Secondary Endpoint","Code_343","http://www.cdisc.org","Code","2023-09-29","C139173","b073352a-caf3-4c7d-9d19-03b19644f711"
"Secondary Endpoint","Code_344","http://www.cdisc.org","Code","2023-09-29","C139173","143e7fd6-bf1e-4d6d-9d11-e89bcb1c9e48"
"Inclusion Criteria","Code_345","http://www.cdisc.org","Code","2023-09-29","C25532","7bd5fb36-21c9-4948-8ada-c190c4935b70"
"Inclusion Criteria","Code_346","http://www.cdisc.org","Code","2023-09-29","C25532","421fb4e8-3c70-45df-a5b3-beaf92fe7d78"
"Inclusion Criteria","Code_347","http://www.cdisc.org","Code","2023-09-29","C25532","497681bc-5ab7-4535-99db-eb5919cd6786"
"Exclusion Criteria","Code_348","http://www.cdisc.org","Code","2023-09-29","C25370","505a408b-2a8f-452b-a08b-b54fcb4101b3"
"Year","Code_332","http://www.cdisc.org","Code","2023-09-29","C29848","0500d11f-10b3-4778-ab6a-7fe9bd9f3dba"
"Before","Code_14","http://www.cdisc.org","Code","2023-09-29","C201264","fd216e8e-1cc9-4d84-b8b4-f376ea410d41"
"Start to Start","Code_15","http://www.cdisc.org","Code","2023-09-29","C201265","932b651c-ec06-4458-b96f-d66405128be3"
"Before","Code_16","http://www.cdisc.org","Code","2023-09-29","C201264","d302cb3a-a3b3-43cc-9410-1d982753dba0"
"Start to Start","Code_17","http://www.cdisc.org","Code","2023-09-29","C201265","560ec670-5d76-4832-9709-4d78f4d8d3e3"
"Fixed Reference","Code_19","http://www.cdisc.org","Code","2023-09-29","C201264","125044ec-d354-43e8-9f80-a1dad95335fc"
"Start to Start","Code_20","http://www.cdisc.org","Code","2023-09-29","C201265","01247504-4742-4f54-9efb-59041d740202"
"After","Code_21","http://www.cdisc.org","Code","2023-09-29","C201264","ef73f296-701f-4343-a1ac-7577c559ca40"
"Start to Start","Code_22","http://www.cdisc.org","Code","2023-09-29","C201265","502f95ee-6679-4154-9644-8a4729a743b6"
"After","Code_24","http://www.cdisc.org","Code","2023-09-29","C201264","8f951706-3b7f-405b-901f-e5993024983f"
"Start to Start","Code_25","http://www.cdisc.org","Code","2023-09-29","C201265","8fa074e5-c8ce-429d-bc29-072d33160802"
"After","Code_27","http://www.cdisc.org","Code","2023-09-29","C201264","95351e63-ac2f-44c8-9fe7-29370329b526"
"Start to Start","Code_28","http://www.cdisc.org","Code","2023-09-29","C201265","f3a124de-ab21-48f4-8c19-395227189f48"
"After","Code_30","http://www.cdisc.org","Code","2023-09-29","C201264","a52e7afb-9e2b-4e3c-b3e0-2bc67aec9bd1"
"Start to Start","Code_31","http://www.cdisc.org","Code","2023-09-29","C201265","16657bf5-2dea-4084-a52d-8ad2f75f2256"
"After","Code_35","http://www.cdisc.org","Code","2023-09-29","C201264","21f735e7-330a-488e-b9e4-e59f2abc5e1b"
"Start to Start","Code_36","http://www.cdisc.org","Code","2023-09-29","C201265","1cb21008-219f-4606-9b21-799e27c17460"
"After","Code_40","http://www.cdisc.org","Code","2023-09-29","C201264","eea54b78-9f8f-40c0-9b1a-c2e3614fcde5"
"Start to Start","Code_41","http://www.cdisc.org","Code","2023-09-29","C201265","2a289fa1-7198-4583-8484-b528144a2b27"
"After","Code_45","http://www.cdisc.org","Code","2023-09-29","C201264","505d13ea-bb51-4941-928c-379f926f2ef9"
"Start to Start","Code_46","http://www.cdisc.org","Code","2023-09-29","C201265","0370f174-c571-431e-aaea-fa0eb942a6e6"
"After","Code_50","http://www.cdisc.org","Code","2023-09-29","C201264","41b28fc3-2fb1-4394-b07e-da3e235652f3"
"Start to Start","Code_51","http://www.cdisc.org","Code","2023-09-29","C201265","dc3eaae7-3bb3-44af-9307-6d49108ce637"
"After","Code_53","http://www.cdisc.org","Code","2023-09-29","C201264","a350ca79-d741-48a9-8312-dbea8fdc97cc"
"Start to Start","Code_54","http://www.cdisc.org","Code","2023-09-29","C201265","8e493bd4-6447-4047-9704-dd9a83b6eae9"
"After","Code_33","http://www.cdisc.org","Code","2023-09-29","C201264","5362e1a0-fc40-49cb-9714-d7edd8860e3d"
"Start to Start","Code_34","http://www.cdisc.org","Code","2023-09-29","C201265","dd779452-aba1-41a2-8cb4-4609568905fc"
"After","Code_38","http://www.cdisc.org","Code","2023-09-29","C201264","3a564ea7-3b55-4474-a156-8d7c453609ba"
"Start to Start","Code_39","http://www.cdisc.org","Code","2023-09-29","C201265","8b882eb8-7019-4000-8916-a15eab446045"
"After","Code_43","http://www.cdisc.org","Code","2023-09-29","C201264","fa7eeed6-c7ab-4248-8187-2b2d693a3d19"
"Start to Start","Code_44","http://www.cdisc.org","Code","2023-09-29","C201265","b7924a41-c9e9-48ab-a17d-fc82764f546d"
"After","Code_48","http://www.cdisc.org","Code","2023-09-29","C201264","2db7ba6d-c135-4dea-a5ec-da72be31db4e"
"Start to Start","Code_49","http://www.cdisc.org","Code","2023-09-29","C201265","235e997f-9414-4725-be65-bf21510350fd"
"Fixed Reference","Code_56","http://www.cdisc.org","Code","2023-09-29","C201264","3cf2ba3c-b42a-46df-a478-41cfa65b787b"
"Start to Start","Code_57","http://www.cdisc.org","Code","2023-09-29","C201265","4f6c7006-378b-48a3-9b45-f2cae4dfde1b"
"Fixed Reference","Code_58","http://www.cdisc.org","Code","2023-09-29","C201264","15cd802d-ca6a-4ea7-bdff-13a2e22be397"
"Start to Start","Code_59","http://www.cdisc.org","Code","2023-09-29","C201265","5cca7149-f7b5-4d40-b7a6-9e8b3ed94cfa"
"Fixed Reference","Code_60","http://www.cdisc.org","Code","2023-09-29","C201264","49c183b1-aea4-4a2d-8d5b-95f6125117b0"
"Start to Start","Code_61","http://www.cdisc.org","Code","2023-09-29","C201265","5a08519e-3ae8-41ed-b198-ab4aac42fbce"
"After","Code_62","http://www.cdisc.org","Code","2023-09-29","C201264","5e4848de-e61b-4c5c-9d38-aa6a8716b522"
"Start to Start","Code_63","http://www.cdisc.org","Code","2023-09-29","C201265","176009cb-be61-4bd7-9515-7a7db1894c0d"
"After","Code_64","http://www.cdisc.org","Code","2023-09-29","C201264","c703637f-b380-454a-8c55-6b364ec41e7e"
"End to Start","Code_65","http://www.cdisc.org","Code","2023-09-29","C201265","b384ec57-e4d8-4fdc-bcd6-38c73d20e0a6"
"After","Code_66","http://www.cdisc.org","Code","2023-09-29","C201264","43dc4a04-c123-4f7d-9c31-9aecab90e368"
"Start to Start","Code_67","http://www.cdisc.org","Code","2023-09-29","C201265","5d969978-5379-49cf-82b6-c83159e7aee8"
"After","Code_68","http://www.cdisc.org","Code","2023-09-29","C201264","e103aa6a-78b3-4b59-a080-e91816c50d95"
"End to Start","Code_69","http://www.cdisc.org","Code","2023-09-29","C201265","248ecdeb-eb6d-4d16-9bf5-38ec46381001"
"After","Code_70","http://www.cdisc.org","Code","2023-09-29","C201264","0ac0405e-479c-420f-9845-cf816261fd1b"
"Start to Start","Code_71","http://www.cdisc.org","Code","2023-09-29","C201265","1e07e08a-d630-47de-a9f7-6c104a2a8dcf"
"Clinical Study Sponsor","Code_349","http://www.cdisc.org","Code","2023-09-29","C70793","120b214e-da71-45bc-b231-0778ced9f1f5"
"United Kingdom of Great Britain and Northern Ireland","Code_350","ISO 3166 1 alpha3","Code","2020-08","GBR","611e2ee8-e243-45fe-acb5-053633ae055e"
"Study Acronym","Code_3","http://www.cdisc.org","Code","2023-09-29","C94108","95602b27-d677-44dc-969e-5be0458df30f"
"Brief Study Title","Code_5","http://www.cdisc.org","Code","2023-09-29","C99905x1","dad56670-7fa6-42d4-b5a4-52a32c22417c"
"Official Study Title","Code_6","http://www.cdisc.org","Code","2023-09-29","C99905x2","b4ab7a62-2e37-4bd2-8a3f-279c11351969"
"Public Study Title","Code_7","http://www.cdisc.org","Code","2023-09-29","C99905x3","f27a619d-294d-437f-b961-f0cd22a53b33"
"Final","Code_8","http://www.cdisc.org","Code","2023-09-29","C25508","6c1a1e2a-a5f9-4e65-a9d5-a9ed37cecf67"
"Protocol Effective Date","Code_11","http://www.cdisc.org","Code","2023-09-29","C99903x1","aceb2eb6-5e68-40ef-91e8-8a6d26f01496"
"Region","Code_13","http://www.cdisc.org","Code","2023-09-29","C41129","742eccfd-8946-4a90-ab03-a340b54c38ac"
"Europe","Code_12","ISO 3166 1 alpha3","Code","2020-08","150","aaa3b418-8f57-4f89-9aec-dd425c571852"
