"id","codeSystemVersion","decode","code","codeSystem","uuid:ID","instanceType"
"Code_167","2023-12-15","No","C49487","http://www.cdisc.org","1c0a36c1-29b5-4967-8a75-576fa061a0ce","Code"
"Code_168","2023-12-15","Yes","C49488","http://www.cdisc.org","24705348-5e99-4659-b37e-230809b6dad2","Code"
"Code_169","2023-12-15","Disabling Adverse Event","C113380","http://www.cdisc.org","778f44ca-8633-4f74-bf5a-79adf995c4e1","Code"
"Code_170","2023-12-15","No","C49487","http://www.cdisc.org","ec767c0e-f72f-48d4-84ec-0d677ab00398","Code"
"Code_171","2023-12-15","Yes","C49488","http://www.cdisc.org","a15463a0-6544-40a8-9f40-5e6d7cacad71","Code"
"Code_172","2023-12-15","Death Related to Adverse Event","C48275","http://www.cdisc.org","7e50b60e-0736-427b-9ca0-67c31806f244","Code"
"Code_173","2023-12-15","No","C49487","http://www.cdisc.org","4d6a6a1a-ec4d-4cc3-9606-7ad8a70bcc20","Code"
"Code_174","2023-12-15","Yes","C49488","http://www.cdisc.org","3a351a7d-a569-4b49-bb3e-35d015c72110","Code"
"Code_175","2023-12-15","Adverse Event associated with Hospitalization","C83052","http://www.cdisc.org","b599778a-c13e-416b-94d2-beb7967260b3","Code"
"Code_176","2023-12-15","No","C49487","http://www.cdisc.org","34195dac-ec1f-42ba-9fb5-7763b345cc48","Code"
"Code_177","2023-12-15","Yes","C49488","http://www.cdisc.org","687616b0-4125-4064-8d3f-5954357f11d8","Code"
"Code_178","2023-12-15","Life Threatening Adverse Event","C84266","http://www.cdisc.org","82d8d29c-0fe5-4a3f-abb4-a1191aa2186a","Code"
"Code_179","2023-12-15","No","C49487","http://www.cdisc.org","65305c0a-8719-4981-8962-e5531f491d2d","Code"
"Code_180","2023-12-15","Yes","C49488","http://www.cdisc.org","75fcdf11-056d-4ed3-9bb5-cc473061a8f3","Code"
"Code_181","2023-12-15","Adverse Event Occurred with Overdose","C83214","http://www.cdisc.org","cee20feb-42cf-403d-8f6a-222f3a9bbd93","Code"
"Code_182","2023-12-15","No","C49487","http://www.cdisc.org","6748abb0-3d28-41a6-b1c1-77ad30d41fb9","Code"
"Code_183","2023-12-15","Yes","C49488","http://www.cdisc.org","806634db-db06-4c80-b98b-0600206cd01d","Code"
"Code_184","2023-12-15","Adverse Event Associated with Serious Medical Event","C83053","http://www.cdisc.org","df20267f-d1bc-484a-8eb9-f1fdbaa2ee3e","Code"
"Code_185","2023-12-15","No","C49487","http://www.cdisc.org","cf506653-1310-4256-8124-e51674df88af","Code"
"Code_186","2023-12-15","Yes","C49488","http://www.cdisc.org","927d3daa-aa98-4374-859e-3a54a7e816f7","Code"
"Code_187","2023-12-15","Adverse Event Concomitant Treatment","C83199","http://www.cdisc.org","82955632-5888-4026-a1ea-8b8ca45910d2","Code"
"Code_188","2023-12-15","Adverse Event Start Date Time","C83215","http://www.cdisc.org","27a7ea13-031b-4475-87e2-99b8b5c52428","Code"
"Code_189","2023-12-15","Adverse Event End Date Time","C83201","http://www.cdisc.org","16f2c868-a73f-4fd4-b635-260b3fb24c91","Code"
"Code_190","2023-12-15","Solicited Adverse Event","C179175","http://www.cdisc.org","12007fac-fa6b-4311-860c-9f1d7c56e79e","Code"
"Code_191","2023-12-15","SYSBP","C25298","http://www.cdisc.org","69976dd8-304e-4a58-98a1-ec9c70ad8fe4","Code"
"Code_192","2023-12-15","Clinical Test Result","C77140","http://www.cdisc.org","dc8170ec-ea75-421c-8aea-bac5e7054856","Code"
"Code_193","2023-12-15","Unit of Pressure","C49669","http://www.cdisc.org","618d5de9-a106-40ed-803c-0b1ab6b8f8b6","Code"
"Code_194","2023-12-15","Sitting","C62122","http://www.cdisc.org","2d7504a8-b9cc-43dc-ba9f-30d5e12434d4","Code"
"Code_195","2023-12-15","Standing","C62166","http://www.cdisc.org","b3deaa34-b7ed-4568-bc77-158ae60ccb6b","Code"
"Code_196","2023-12-15","Supine Position","C62167","http://www.cdisc.org","f486632d-0aa5-449f-a558-911aee1cac35","Code"
"Code_197","2023-12-15","Body Position","C62164","http://www.cdisc.org","f3a5d9a5-0d26-4692-892a-4794422dfca6","Code"
"Code_198","2023-12-15","Brachial Artery","C12681","http://www.cdisc.org","92658abe-a3a7-47ce-8000-570ca12cc107","Code"
"Code_199","2023-12-15","Common Carotid Artery","C12687","http://www.cdisc.org","20af3375-9a38-4419-9dad-0491b1d31db4","Code"
"Code_200","2023-12-15","Dorsalis Pedis Artery","C32478","http://www.cdisc.org","ff741272-2384-4dbf-8864-14d716657205","Code"
"Code_201","2023-12-15","Femoral Artery","C12715","http://www.cdisc.org","0400fd23-c662-41dd-8f9f-9c66c08924dd","Code"
"Code_202","2023-12-15","Radial Artery","C12838","http://www.cdisc.org","60e20cb4-5afa-4635-a6c8-a34f3b211355","Code"
"Code_203","2023-12-15","Anatomic Site","C13717","http://www.cdisc.org","a0fcd39c-9639-4478-8388-a8d2cc8a1a9a","Code"
"Code_204","2023-12-15","Left","C25229","http://www.cdisc.org","65db910d-7625-4584-84d3-99ec817a85fb","Code"
"Code_205","2023-12-15","Right","C25228","http://www.cdisc.org","8f3cc246-389d-4a7a-9f56-b80f93e7c207","Code"
"Code_206","2023-12-15","Laterality","C25185","http://www.cdisc.org","d73a8fc4-de09-416a-bfb1-8b7d23a2030f","Code"
"Code_207","2023-12-15","SYSBP","C25298","http://www.cdisc.org","1ac98ba8-ab2b-42ae-8723-bf66b130d19b","Code"
"Code_208","2023-12-15","DIABP","C25299","http://www.cdisc.org","23c3767d-0674-4fd6-a75b-f3e699f71edc","Code"
"Code_209","2023-12-15","Clinical Test Result","C77140","http://www.cdisc.org","1d69a55a-de0d-4c81-99b4-93e1618ca845","Code"
"Code_210","2023-12-15","Unit of Pressure","C49669","http://www.cdisc.org","b11fd306-bc2b-4fd6-af0f-2e762954be97","Code"
"Code_211","2023-12-15","Sitting","C62122","http://www.cdisc.org","9817ba7d-d1de-4d5c-baa3-716f7a471d02","Code"
"Code_212","2023-12-15","Standing","C62166","http://www.cdisc.org","9bb57861-497e-4483-affc-d39c71f14bd8","Code"
"Code_213","2023-12-15","Supine Position","C62167","http://www.cdisc.org","0486af8f-2c40-46d6-b5de-af444f5fd07e","Code"
"Code_214","2023-12-15","Body Position","C62164","http://www.cdisc.org","52b2cf21-e998-4581-8ea6-107e5515c27b","Code"
"Code_215","2023-12-15","Brachial Artery","C12681","http://www.cdisc.org","130fe377-009e-4f17-b358-35a67680ab3b","Code"
"Code_216","2023-12-15","Common Carotid Artery","C12687","http://www.cdisc.org","a9c204d5-0417-4efb-a69a-5ffd20a3d486","Code"
"Code_217","2023-12-15","Dorsalis Pedis Artery","C32478","http://www.cdisc.org","bbd14204-ccf3-44e9-99ee-6e5cd628e1ae","Code"
"Code_218","2023-12-15","Femoral Artery","C12715","http://www.cdisc.org","69402494-f8f3-4ee8-bedb-101fe472ac1d","Code"
"Code_219","2023-12-15","Radial Artery","C12838","http://www.cdisc.org","b6615171-3c19-4858-8673-dbf661f99684","Code"
"Code_220","2023-12-15","Anatomic Site","C13717","http://www.cdisc.org","8ea1dc43-1ba4-48ab-a7ff-bd4c83b90dee","Code"
"Code_221","2023-12-15","Left","C25229","http://www.cdisc.org","3ca0354c-47ec-467a-8a69-2b0d4da3e1b0","Code"
"Code_222","2023-12-15","Right","C25228","http://www.cdisc.org","30e03197-3530-4f10-a126-e886a34c38a4","Code"
"Code_223","2023-12-15","Laterality","C25185","http://www.cdisc.org","cec83ed7-4f44-4aee-800c-ec3d13baf4d6","Code"
"Code_224","2023-12-15","DIABP","C25299","http://www.cdisc.org","94488a71-ce8d-47b6-ae60-b6339bc7ed25","Code"
"Code_225","2023-12-15","TEMP","C174446","http://www.cdisc.org","ec440aa0-b515-48b5-8b8c-2e3110261bfe","Code"
"Code_226","2023-12-15","Clinical Test Result","C77140","http://www.cdisc.org","1d9d2b39-fa9b-461d-b2e3-f653abcc98bd","Code"
"Code_227","2023-12-15","Degree Celsius","C42559","http://www.cdisc.org","4073d425-3dad-44a9-b12c-1ecb388f2943","Code"
"Code_228","2023-12-15","Degree Fahrenheit","C44277","http://www.cdisc.org","2c2543d5-2990-4a63-85de-89c96d1afd41","Code"
"Code_229","2023-12-15","Kelvin","C42537","http://www.cdisc.org","6d6ee126-1132-4902-a1b7-1215fd1be8d7","Code"
"Code_230","2023-12-15","Unit of Temperature","C44276","http://www.cdisc.org","6dd17569-960c-4800-9f43-53b6a2771425","Code"
"Code_231","2023-12-15","Axilla","C12674","http://www.cdisc.org","4ebdd72b-6cf1-42cf-9f46-4604f7960e3d","Code"
"Code_232","2023-12-15","Ear","C12394","http://www.cdisc.org","f472173b-7806-49d9-aa27-a81b67813e9d","Code"
"Code_233","2023-12-15","Forehead","C89803","http://www.cdisc.org","9f01ba2c-dd9d-447f-a7c1-c7bebebbbf48","Code"
"Code_234","2023-12-15","Oral Cavity","C12421","http://www.cdisc.org","c1cda03b-d9d5-4637-9eaf-936b24577db1","Code"
"Code_235","2023-12-15","Rectum","C12390","http://www.cdisc.org","634b8614-ab0e-4e59-a445-3567f6069b40","Code"
"Code_236","2023-12-15","Anatomic Site","C13717","http://www.cdisc.org","f042d4d7-e011-43c0-9608-06cbfe3000c2","Code"
"Code_237","2023-12-15","TEMP","C174446","http://www.cdisc.org","18728fa1-ed47-4b45-9635-cc2c1b993117","Code"
"Code_238","2023-12-15","WEIGHT","C25208","http://www.cdisc.org","0a1a95e2-5e1e-4025-a7f7-76f0c8c42670","Code"
"Code_239","2023-12-15","Clinical Test Result","C77140","http://www.cdisc.org","ce9b1901-d9f5-4ccb-9a33-e2b31e53c893","Code"
"Code_240","2023-12-15","Pound","C48531","http://www.cdisc.org","ddb20fbf-2d75-4d59-9c6a-58f2bc768ee0","Code"
"Code_241","2023-12-15","Gram","C48155","http://www.cdisc.org","876d946a-38a7-48e5-b31b-dba59f22863b","Code"
"Code_242","2023-12-15","Kilogram","C28252","http://www.cdisc.org","995c8d82-43b6-4f2d-9221-bd3a52041917","Code"
"Code_243","2023-12-15","Unit of Weight","C48208","http://www.cdisc.org","b2e11f12-4e59-412d-8bbd-ed0a1b59b1e1","Code"
"Code_244","2023-12-15","WEIGHT","C25208","http://www.cdisc.org","d187cce5-6d67-41a7-bbd5-fba791a8577e","Code"
"Code_245","2023-12-15","HEIGHT","C25347","http://www.cdisc.org","cdd96bb5-4329-455e-b8d7-cca40009dbc4","Code"
"Code_246","2023-12-15","Clinical Test Result","C77140","http://www.cdisc.org","feb7664d-8bbb-432b-b1bc-1fa260aaa514","Code"
"Code_247","2023-12-15","Centimeter","C49668","http://www.cdisc.org","07c43287-2fa2-4a84-81ff-4e7e31204852","Code"
"Code_248","2023-12-15","Inch","C48500","http://www.cdisc.org","59256fe2-8fb4-4538-ad55-2bd16c8c4357","Code"
"Code_249","2023-12-15","Meter","C41139","http://www.cdisc.org","49de2b02-d5f0-4af5-983c-61034dd81004","Code"
"Code_250","2023-12-15","Unit of Height","C168688","http://www.cdisc.org","c468565f-f1c2-4b6e-8313-9f86b4d44eb6","Code"
"Code_251","2023-12-15","HEIGHT","C25347","http://www.cdisc.org","6ddd6f3a-2a1c-4464-8192-789575d7af6a","Code"
"Code_252","2023-12-15","ALT","C64433","http://www.cdisc.org","bba8df62-c1aa-40d9-a484-7b63e9a12e1d","Code"
"Code_253","2023-12-15","Laboratory Test Result","C36292","http://www.cdisc.org","bb3c91ea-6a8f-4992-8ba1-b141bb18de6c","Code"
"Code_254","2023-12-15","Unit per Liter","C67456","http://www.cdisc.org","a3346fe5-82ce-41d7-8d40-273974e11e6b","Code"
"Code_255","2023-12-15","Microkatal per Liter","C67397","http://www.cdisc.org","2a5a3c37-6ab4-4943-8a9e-f4300c5b7f44","Code"
"Code_256","2023-12-15","International Unit per Liter","C67376","http://www.cdisc.org","c13e5dc3-9227-4208-a390-877128fcd953","Code"
"Code_257","2023-12-15","Nanokatal per Liter","C70510","http://www.cdisc.org","0d6a35cd-0f9a-4faf-9ca0-fbe514e0afff","Code"
"Code_258","2023-12-15","Unit of Catalytic Activity Concentration","C67365","http://www.cdisc.org","e5570fc9-b965-47f7-91e5-31ffdd549962","Code"
"Code_259","2023-12-15","Biospecimen Type","C70713","http://www.cdisc.org","abeded5c-a0e1-4446-8285-77aed501463f","Code"
"Code_260","2023-12-15","No","C49487","http://www.cdisc.org","32a1197c-e2fe-4131-870f-7a8355689a61","Code"
"Code_261","2023-12-15","Yes","C49488","http://www.cdisc.org","e0255ee8-5d7c-45fe-bc1b-3480545cc53d","Code"
"Code_262","2023-12-15","Laboratory Test Fasting Status","C83309","http://www.cdisc.org","4af500ab-88c2-4a31-99e8-f39bd12a1776","Code"
"Code_263","2023-12-15","ALT","C64433","http://www.cdisc.org","8e391d47-a0d8-4914-bc1d-1e8914bad48c","Code"
"Code_264","2023-12-15","ALB","C64431","http://www.cdisc.org","0882d6f9-2155-4b43-aa74-da59a01905a3","Code"
"Code_265","2023-12-15","Laboratory Test Result","C36292","http://www.cdisc.org","cec4a2d0-e211-433e-ace1-a25281cae9f4","Code"
"Code_266","2023-12-15","Biospecimen Type","C70713","http://www.cdisc.org","fc4a87bf-a172-4fd2-925d-63460a91301b","Code"
"Code_267","2023-12-15","No","C49487","http://www.cdisc.org","ccd571f5-5d14-424d-914d-d49ca0452f7a","Code"
"Code_268","2023-12-15","Yes","C49488","http://www.cdisc.org","8f7c4c0a-a1ba-46b3-abe5-3eda59bffe41","Code"
"Code_269","2023-12-15","Laboratory Test Fasting Status","C83309","http://www.cdisc.org","026afd18-315f-49b5-9c69-775ff58a1c96","Code"
"Code_270","2023-12-15","ALB","C64431","http://www.cdisc.org","e8d659fe-ca5a-438a-85c4-c176efea940f","Code"
"Code_271","2023-12-15","ALP","C64432","http://www.cdisc.org","333a3b4e-e958-4180-ad1e-c1e45b012cc4","Code"
"Code_272","2023-12-15","Laboratory Test Result","C36292","http://www.cdisc.org","25baeb78-2f14-4ff1-bb04-72cefb064989","Code"
"Code_273","2023-12-15","Unit per Liter","C67456","http://www.cdisc.org","fcbb0abd-044a-4f14-a0b3-2a9272fb4bf1","Code"
"Code_274","2023-12-15","Microkatal per Liter","C67397","http://www.cdisc.org","17895b65-3eb8-497e-8a7c-67227bce8bbf","Code"
"Code_275","2023-12-15","International Unit per Liter","C67376","http://www.cdisc.org","6a64f442-7597-44fa-9cdb-77397748b5f0","Code"
"Code_276","2023-12-15","Unit of Catalytic Activity Concentration","C67365","http://www.cdisc.org","55f497a0-6655-4dc6-b20a-56b3be03e90f","Code"
"Code_277","2023-12-15","Biospecimen Type","C70713","http://www.cdisc.org","73779bd3-fd3e-47d0-b58a-9b3b8949c9f4","Code"
"Code_278","2023-12-15","No","C49487","http://www.cdisc.org","cbeac00e-00a2-4706-a9bb-8a59594f4136","Code"
"Code_279","2023-12-15","Yes","C49488","http://www.cdisc.org","3b00ba32-e060-49f0-bf86-f292c5bccfde","Code"
"Code_280","2023-12-15","Laboratory Test Fasting Status","C83309","http://www.cdisc.org","dc0bd216-4a42-48bc-b140-a157ae042ab6","Code"
"Code_281","2023-12-15","ALP","C64432","http://www.cdisc.org","ea7a0766-3614-4791-a988-1116503ca411","Code"
"Code_282","2023-12-15","AST","C64467","http://www.cdisc.org","944424ed-6840-43d1-a94c-5f41f522cc7e","Code"
"Code_283","2023-12-15","Laboratory Test Result","C36292","http://www.cdisc.org","6ccfde12-8e4c-4b2e-9ab8-1bbbc593d502","Code"
"Code_284","2023-12-15","Unit per Liter","C67456","http://www.cdisc.org","38772402-92d0-47c6-a5a6-7e148ed691df","Code"
"Code_285","2023-12-15","Microkatal per Liter","C67397","http://www.cdisc.org","fe36cd1a-fbac-454e-a357-4a574de6dd06","Code"
"Code_286","2023-12-15","International Unit per Liter","C67376","http://www.cdisc.org","29e56319-a732-45a7-9e79-23ae87d16113","Code"
"Code_287","2023-12-15","Unit of Catalytic Activity Concentration","C67365","http://www.cdisc.org","667c5eec-c57a-485c-b622-a07381b6b1ea","Code"
"Code_288","2023-12-15","Biospecimen Type","C70713","http://www.cdisc.org","d08c62dc-1668-4c2a-ad93-35f9ad30b786","Code"
"Code_289","2023-12-15","No","C49487","http://www.cdisc.org","f7f2a404-ac2a-4125-a8b7-faecef3bcba2","Code"
"Code_290","2023-12-15","Yes","C49488","http://www.cdisc.org","3ada1931-b21e-4a71-9947-8c5a2b31b389","Code"
"Code_291","2023-12-15","Laboratory Test Fasting Status","C83309","http://www.cdisc.org","be81477d-cd76-41b3-ad82-71ae803c1bd4","Code"
"Code_292","2023-12-15","AST","C64467","http://www.cdisc.org","a3316eed-7c12-41df-bee0-422040b88ec7","Code"
"Code_293","2023-12-15","CREAT","C64547","http://www.cdisc.org","40fecbc8-8afd-4011-8099-198ec837c507","Code"
"Code_294","2023-12-15","Laboratory Test Result","C36292","http://www.cdisc.org","85cbdf45-aaf7-4215-86f8-afb91e66c061","Code"
"Code_295","2023-12-15","Milligram per Deciliter","C67015","http://www.cdisc.org","469f42fd-3a2f-43c1-8dd9-fb5d0de2b346","Code"
"Code_296","2023-12-15","Microgram per Milliliter","C64572","http://www.cdisc.org","1483065f-8e95-4468-847d-b1ff357ac72f","Code"
"Code_297","2023-12-15","Millimole per Liter","C64387","http://www.cdisc.org","6a650e51-7a91-4d12-a6c8-b6e99f441681","Code"
"Code_298","2023-12-15","Micromole per Liter","C48508","http://www.cdisc.org","f4000c25-0086-46e7-8b45-94a52453025c","Code"
"Code_299","2023-12-15","Unit of Concentration","C48207","http://www.cdisc.org","d60ab104-6610-4d81-8b4d-aab2d3cf2adf","Code"
"Code_300","2023-12-15","Biospecimen Type","C70713","http://www.cdisc.org","b354edcb-4ca0-4e37-9cb0-e0c43c95851d","Code"
"Code_301","2023-12-15","No","C49487","http://www.cdisc.org","3588e7ec-baf0-491f-9292-c6e97f3df064","Code"
"Code_302","2023-12-15","Yes","C49488","http://www.cdisc.org","a5a61421-c8b9-46ea-b8ca-45323ea6f102","Code"
"Code_303","2023-12-15","Laboratory Test Fasting Status","C83309","http://www.cdisc.org","fbfcb72b-8afd-450d-bb36-c983d6bf8e86","Code"
"Code_304","2023-12-15","CREAT","C64547","http://www.cdisc.org","f995d576-0f85-48b3-837d-08fe963617f5","Code"
"Code_305","2023-12-15","K","C64853","http://www.cdisc.org","b77ab47b-46fc-4f06-ba18-c075073dbdc1","Code"
"Code_306","2023-12-15","Laboratory Test Result","C36292","http://www.cdisc.org","9de57f1a-45d8-409e-8b64-2fb0535013e3","Code"
"Code_307","2023-12-15","Milliequivalent per Liter","C67474","http://www.cdisc.org","90eac8f6-a33f-4a35-b95f-5da30df2fc2c","Code"
"Code_308","2023-12-15","Milliequivalent per Deciliter","C67473","http://www.cdisc.org","d37bf25c-e4ed-40b6-a22c-88a9a49927d7","Code"
"Code_309","2023-12-15","Millimole per Liter","C64387","http://www.cdisc.org","40da82b1-d928-4fe8-9601-2688437b981f","Code"
"Code_310","2023-12-15","Molarity Unit","C64567","http://www.cdisc.org","affeb4bb-52ca-4dcf-9d0a-d4a71cf4c2f7","Code"
"Code_311","2023-12-15","Biospecimen Type","C70713","http://www.cdisc.org","9fee4873-85b4-44bd-9cd7-0b5accc03c9b","Code"
"Code_312","2023-12-15","No","C49487","http://www.cdisc.org","d5947040-526c-457d-bf2b-e7737db9cd49","Code"
"Code_313","2023-12-15","Yes","C49488","http://www.cdisc.org","06bc1b35-80fa-44d9-8682-71fb0f123f0f","Code"
"Code_314","2023-12-15","Laboratory Test Fasting Status","C83309","http://www.cdisc.org","2157a5f9-1324-42d2-82de-e846ae2ccde6","Code"
"Code_315","2023-12-15","K","C64853","http://www.cdisc.org","498d4b0b-b5d4-47ad-9b9e-9c2c797f66dc","Code"
"Code_316","2023-12-15","SODIUM","C64809","http://www.cdisc.org","0c238c3c-a399-4c52-a9ed-8000d7b68896","Code"
"Code_317","2023-12-15","Laboratory Test Result","C36292","http://www.cdisc.org","71faf6aa-88be-4814-a010-2034382494bf","Code"
"Code_318","2023-12-15","Milliequivalent per Liter","C67474","http://www.cdisc.org","7eed3613-9b78-439d-a102-0a79a65d43b0","Code"
"Code_319","2023-12-15","Milliequivalent per Deciliter","C67473","http://www.cdisc.org","fd44594c-a438-4ef2-ae2c-ca3d2c256805","Code"
"Code_320","2023-12-15","Millimole per Liter","C64387","http://www.cdisc.org","2e473582-a60f-4a19-a729-4d3c09ec8eb0","Code"
"Code_321","2023-12-15","Molarity Unit","C64567","http://www.cdisc.org","100921dd-d944-446c-beff-165b4c681ce5","Code"
"Code_322","2023-12-15","Biospecimen Type","C70713","http://www.cdisc.org","66014fe0-5efd-47a6-9725-ae1cadc8b322","Code"
"Code_323","2023-12-15","No","C49487","http://www.cdisc.org","d2186600-2e11-48d3-9d55-46bd2a2680be","Code"
"Code_324","2023-12-15","Yes","C49488","http://www.cdisc.org","8120c87c-4ee8-4356-8588-d17c92034533","Code"
"Code_325","2023-12-15","Laboratory Test Fasting Status","C83309","http://www.cdisc.org","9594e15f-33c4-495c-a39c-0da4e501ca7c","Code"
"Code_326","2023-12-15","SODIUM","C64809","http://www.cdisc.org","d2b61f71-37e1-4208-a280-eb37c2fc4fa6","Code"
"Code_327","2023-12-15","SYSBP","C25298","http://www.cdisc.org","a1deeed2-54e0-45ca-a288-85b09726c75c","Code"
"Code_328","2023-12-15","Clinical Test Result","C77140","http://www.cdisc.org","c56764b6-e585-42cb-aa93-817775f1bb6a","Code"
"Code_329","2023-12-15","Unit of Pressure","C49669","http://www.cdisc.org","4479c0eb-079c-490a-af85-edf421a49591","Code"
"Code_330","2023-12-15","Sitting","C62122","http://www.cdisc.org","fffe4300-9719-4d3d-b18a-9bc059a71ec4","Code"
"Code_331","2023-12-15","Standing","C62166","http://www.cdisc.org","d2e11707-02c8-4a0b-9878-5a6f023230a0","Code"
"Code_332","2023-12-15","Supine Position","C62167","http://www.cdisc.org","5827df39-9770-4a08-9676-3866a6077695","Code"
"Code_333","2023-12-15","Body Position","C62164","http://www.cdisc.org","446f1838-a2b5-40bf-8549-f378c501c432","Code"
"Code_334","2023-12-15","Brachial Artery","C12681","http://www.cdisc.org","d6ba82d7-5907-4e52-bc94-f2bebc135e16","Code"
"Code_335","2023-12-15","Common Carotid Artery","C12687","http://www.cdisc.org","216cb27a-6729-4a63-bb70-831133fd3096","Code"
"Code_336","2023-12-15","Dorsalis Pedis Artery","C32478","http://www.cdisc.org","db0657aa-fca3-4a8b-977b-e9a71b5cabb4","Code"
"Code_337","2023-12-15","Femoral Artery","C12715","http://www.cdisc.org","fddb9b58-227f-4da4-9f93-c17acec2c1dd","Code"
"Code_338","2023-12-15","Radial Artery","C12838","http://www.cdisc.org","6fbf04a6-8cae-4066-81ad-88ad6e0ca8e6","Code"
"Code_339","2023-12-15","Anatomic Site","C13717","http://www.cdisc.org","9248a7fb-a5fe-4005-bfc3-b79ef78caff2","Code"
"Code_340","2023-12-15","Left","C25229","http://www.cdisc.org","163cd4b6-a4cf-4f8a-8fd1-6a434d6def71","Code"
"Code_341","2023-12-15","Right","C25228","http://www.cdisc.org","93882c2e-d27c-43e1-a110-80f8ffe09720","Code"
"Code_342","2023-12-15","Laterality","C25185","http://www.cdisc.org","3a10050e-cb53-4c84-9489-0248a158b563","Code"
"Code_343","2023-12-15","SYSBP","C25298","http://www.cdisc.org","a3a6d93c-37b3-4bab-918a-04aa912cfc02","Code"
"Code_344","2023-12-15","DIABP","C25299","http://www.cdisc.org","80f01ca3-df19-431c-9b77-b39e2418a645","Code"
"Code_345","2023-12-15","Clinical Test Result","C77140","http://www.cdisc.org","9ca2aed8-b3de-4de3-8091-77eef3badef5","Code"
"Code_346","2023-12-15","Unit of Pressure","C49669","http://www.cdisc.org","7a189591-6a98-4fce-864a-39653c9f2cee","Code"
"Code_347","2023-12-15","Sitting","C62122","http://www.cdisc.org","abc7566a-9e7b-405e-b856-2b5d959c7bf4","Code"
"Code_348","2023-12-15","Standing","C62166","http://www.cdisc.org","0a4fcc98-8bbe-422f-a77a-eaa6765dab67","Code"
"Code_349","2023-12-15","Supine Position","C62167","http://www.cdisc.org","15b37b04-7dc6-41c3-abf8-4a39f2a7f135","Code"
"Code_350","2023-12-15","Body Position","C62164","http://www.cdisc.org","2782e0bf-0501-494e-aea7-a1c1ebbd6882","Code"
"Code_351","2023-12-15","Brachial Artery","C12681","http://www.cdisc.org","9e46bea7-9ed5-426c-ad09-4d25c30d3e48","Code"
"Code_352","2023-12-15","Common Carotid Artery","C12687","http://www.cdisc.org","127d5daa-d4f1-4899-8113-3aefe93746ee","Code"
"Code_353","2023-12-15","Dorsalis Pedis Artery","C32478","http://www.cdisc.org","0447b762-a70d-4f41-8dbb-8f5a324ef60c","Code"
"Code_354","2023-12-15","Femoral Artery","C12715","http://www.cdisc.org","3935a0ef-0f8c-43da-be18-0c6f1f5de847","Code"
"Code_355","2023-12-15","Radial Artery","C12838","http://www.cdisc.org","df378118-0686-4e18-99b7-a848bf1e9e89","Code"
"Code_356","2023-12-15","Anatomic Site","C13717","http://www.cdisc.org","477a1e16-60c2-430a-9f15-6696b0b5f853","Code"
"Code_357","2023-12-15","Left","C25229","http://www.cdisc.org","a81fdeaa-796a-40d7-b1bb-82d3a985ad27","Code"
"Code_358","2023-12-15","Right","C25228","http://www.cdisc.org","754a3a57-d42c-4889-9c00-cf2daae59816","Code"
"Code_359","2023-12-15","Laterality","C25185","http://www.cdisc.org","f631f880-de67-4b4d-bc87-b7a50f4bb545","Code"
"Code_360","2023-12-15","DIABP","C25299","http://www.cdisc.org","a4966d0d-194c-43f8-86bd-834dc1d8f04d","Code"
"Code_361","2023-12-15","HR","C49677","http://www.cdisc.org","818ca593-f12a-46f5-9964-f67818858ed3","Code"
"Code_362","2023-12-15","Clinical Test Result","C77140","http://www.cdisc.org","ed05f70f-5bc5-495a-9b68-8e46854b7acb","Code"
"Code_363","2023-12-15","Count per Minute","C73688","http://www.cdisc.org","55d50449-72f3-45c2-ae91-6823f783eb31","Code"
"Code_364","2023-12-15","Sitting","C62122","http://www.cdisc.org","6d5c964a-3b7c-4645-87e2-911fc16c29f8","Code"
"Code_365","2023-12-15","Standing","C62166","http://www.cdisc.org","8ed36194-e3ae-485e-bd92-2116a13e9b92","Code"
"Code_366","2023-12-15","Supine Position","C62167","http://www.cdisc.org","08c625a1-51cb-49e9-b5a3-82415d4293d9","Code"
"Code_367","2023-12-15","Body Position","C62164","http://www.cdisc.org","adb41a13-ec8f-4a26-8b25-24b0b50bfaa1","Code"
"Code_368","2023-12-15","Brachial Artery","C12681","http://www.cdisc.org","785756ee-a15a-4cd8-93ba-2224bdfe8f45","Code"
"Code_369","2023-12-15","Common Carotid Artery","C12687","http://www.cdisc.org","8805cf25-52b6-40ba-a2a4-f1b3e99b649b","Code"
"Code_370","2023-12-15","Dorsalis Pedis Artery","C32478","http://www.cdisc.org","6d66354d-9c13-4428-bac3-da5474fb24c0","Code"
"Code_371","2023-12-15","Femoral Artery","C12715","http://www.cdisc.org","c816fd07-dd1d-407b-9d44-18a0c01d1f17","Code"
"Code_372","2023-12-15","Radial Artery","C12838","http://www.cdisc.org","3d798567-fc22-4c7d-88d4-652f64202e90","Code"
"Code_373","2023-12-15","Anatomic Site","C13717","http://www.cdisc.org","8f1c1ba9-9fac-475b-9fdb-d1e58aa9cee5","Code"
"Code_374","2023-12-15","Left","C25229","http://www.cdisc.org","2c15d1d7-ae51-4dc9-83cf-e49d81493da9","Code"
"Code_375","2023-12-15","Right","C25228","http://www.cdisc.org","d5370e79-145f-4e80-b1a4-91806c94f315","Code"
"Code_376","2023-12-15","Laterality","C25185","http://www.cdisc.org","ad348d11-4b3a-4b21-adfb-aff491a6bc13","Code"
