"codeSystem","codeSystemVersion","id","uuid:ID","decode","code","instanceType"
"http://www.cdisc.org","2023-12-15","Code_174","e9308f65-470c-4022-b561-c4dc5a4a3817","Yes","C49488","Code"
"http://www.cdisc.org","2023-12-15","Code_175","967feccf-d785-48e2-8653-014bf9146cf7","Adverse Event associated with Hospitalization","C83052","Code"
"http://www.cdisc.org","2023-12-15","Code_176","c93d53d1-82e3-43ab-93d8-258d88db1840","No","C49487","Code"
"http://www.cdisc.org","2023-12-15","Code_177","17e2b317-f2f5-425d-82d7-96d416f30714","Yes","C49488","Code"
"http://www.cdisc.org","2023-12-15","Code_178","2fcd1431-1dc9-42dd-a554-0d6a5f1b3b42","Life Threatening Adverse Event","C84266","Code"
"http://www.cdisc.org","2023-12-15","Code_179","e88cd664-72ff-4384-b56a-6e43d1e7b141","No","C49487","Code"
"http://www.cdisc.org","2023-12-15","Code_180","2d77e799-c489-4952-8b63-eee50f42315c","Yes","C49488","Code"
"http://www.cdisc.org","2023-12-15","Code_181","a8189b1e-923b-4c25-8cf7-3f44c8b6f96f","Adverse Event Occurred with Overdose","C83214","Code"
"http://www.cdisc.org","2023-12-15","Code_182","98a66de1-0825-45d4-9fd2-b22331ba610f","No","C49487","Code"
"http://www.cdisc.org","2023-12-15","Code_183","7ebf8f5d-a081-4fa5-8959-71ab01ac955c","Yes","C49488","Code"
"http://www.cdisc.org","2023-12-15","Code_184","a2102457-d99a-4e5e-b730-5160c2504834","Adverse Event Associated with Serious Medical Event","C83053","Code"
"http://www.cdisc.org","2023-12-15","Code_185","9b64c0af-005d-4ba7-917e-c00219992a02","No","C49487","Code"
"http://www.cdisc.org","2023-12-15","Code_186","c54689e8-f1d1-43de-b3cb-22939b5a41a5","Yes","C49488","Code"
"http://www.cdisc.org","2023-12-15","Code_187","b47a818d-d63f-49fc-ae75-4eff19acd592","Adverse Event Concomitant Treatment","C83199","Code"
"http://www.cdisc.org","2023-12-15","Code_188","49f52ef6-4600-4acb-b058-9acd8a37fa63","Adverse Event Start Date Time","C83215","Code"
"http://www.cdisc.org","2023-12-15","Code_189","94c8986f-55e8-434a-8e4b-6fc73a1aa65f","Adverse Event End Date Time","C83201","Code"
"http://www.cdisc.org","2023-12-15","Code_190","fc2453ff-ccc2-455e-9095-bb02532980da","Solicited Adverse Event","C179175","Code"
"http://www.cdisc.org","2023-12-15","Code_191","24cfe96b-5f9b-41de-92f0-ce9331bc638c","SYSBP","C25298","Code"
"http://www.cdisc.org","2023-12-15","Code_192","1c3c4898-b44e-4e34-82ba-1cc38d03de8b","Clinical Test Result","C77140","Code"
"http://www.cdisc.org","2023-12-15","Code_193","d11d5552-d916-4a8a-bb50-2198474ca742","Unit of Pressure","C49669","Code"
"http://www.cdisc.org","2023-12-15","Code_194","2364de9b-4be4-41a1-849b-968e1cd507cf","Sitting","C62122","Code"
"http://www.cdisc.org","2023-12-15","Code_195","0fc446f3-3271-4e25-a72d-b14f19c4c576","Standing","C62166","Code"
"http://www.cdisc.org","2023-12-15","Code_196","6f94680c-b5b7-4ce3-979b-ab43739c454f","Supine Position","C62167","Code"
"http://www.cdisc.org","2023-12-15","Code_197","873b1661-d9a7-4a2a-9971-d847a2228627","Body Position","C62164","Code"
"http://www.cdisc.org","2023-12-15","Code_198","a5022cac-9e26-4dc4-93e8-c3f04f2b70f2","Brachial Artery","C12681","Code"
"http://www.cdisc.org","2023-12-15","Code_199","17e1c879-ff56-4405-870c-ac9ce0d0b828","Common Carotid Artery","C12687","Code"
"http://www.cdisc.org","2023-12-15","Code_200","184d96d6-46c3-4d1b-b904-f73d1d5e6d8c","Dorsalis Pedis Artery","C32478","Code"
"http://www.cdisc.org","2023-12-15","Code_201","29ab6313-611c-4502-800f-1624e0658332","Femoral Artery","C12715","Code"
"http://www.cdisc.org","2023-12-15","Code_202","7e47eb45-eb14-4cfc-9f49-9a1290e741ad","Radial Artery","C12838","Code"
"http://www.cdisc.org","2023-12-15","Code_203","35ab707c-772a-4960-9a04-d68109f8df77","Anatomic Site","C13717","Code"
"http://www.cdisc.org","2023-12-15","Code_204","3a4dd64d-7ee3-4b64-8b3c-2b18a68948f4","Left","C25229","Code"
"http://www.cdisc.org","2023-12-15","Code_205","bc7ebeae-8c6d-4b99-bc5c-24aab04be202","Right","C25228","Code"
"http://www.cdisc.org","2023-12-15","Code_206","b212091e-f99b-4829-b313-f2c7668bd86f","Laterality","C25185","Code"
"http://www.cdisc.org","2023-12-15","Code_207","fdf220e9-b6b2-40cf-9dc8-865d3b6da136","SYSBP","C25298","Code"
"http://www.cdisc.org","2023-12-15","Code_208","a5ef4820-8c00-44a2-b5dd-bdec25ac9f52","DIABP","C25299","Code"
"http://www.cdisc.org","2023-12-15","Code_209","150fc83c-ec99-48dc-9097-09205bdc838c","Clinical Test Result","C77140","Code"
"http://www.cdisc.org","2023-12-15","Code_210","00461d62-bee1-42f8-a68b-7ceb15119ee6","Unit of Pressure","C49669","Code"
"http://www.cdisc.org","2023-12-15","Code_211","73933855-25d9-4c14-b8a2-2d5c1524cf3a","Sitting","C62122","Code"
"http://www.cdisc.org","2023-12-15","Code_212","ca84f678-2590-4967-98fe-5e74cd1ee7c3","Standing","C62166","Code"
"http://www.cdisc.org","2023-12-15","Code_213","c3e7b3bf-0837-4dda-9012-85bd6a08da04","Supine Position","C62167","Code"
"http://www.cdisc.org","2023-12-15","Code_214","cab0de2d-8b33-4182-9bd0-6f0c09183d1f","Body Position","C62164","Code"
"http://www.cdisc.org","2023-12-15","Code_215","67297f75-2961-4244-b2ee-0201a3e48d09","Brachial Artery","C12681","Code"
"http://www.cdisc.org","2023-12-15","Code_216","f7a63a31-5220-4305-b841-7fab0f15774a","Common Carotid Artery","C12687","Code"
"http://www.cdisc.org","2023-12-15","Code_217","956d1fdb-193a-486d-a130-039030c6fa62","Dorsalis Pedis Artery","C32478","Code"
"http://www.cdisc.org","2023-12-15","Code_218","b004ab53-8b9c-403a-a83a-d548aeea540b","Femoral Artery","C12715","Code"
"http://www.cdisc.org","2023-12-15","Code_219","05c7084a-e5eb-457d-8b72-c985097c3025","Radial Artery","C12838","Code"
"http://www.cdisc.org","2023-12-15","Code_220","fceaafa0-e52f-47a0-bb6b-2537109ce70b","Anatomic Site","C13717","Code"
"http://www.cdisc.org","2023-12-15","Code_221","fc1472f5-96fb-4af0-90ce-46bd77a32f8f","Left","C25229","Code"
"http://www.cdisc.org","2023-12-15","Code_222","58822ca6-7dee-4aee-afc0-84ba371e06fb","Right","C25228","Code"
"http://www.cdisc.org","2023-12-15","Code_223","1cd8fe3c-b7e8-4419-b792-7010866541b7","Laterality","C25185","Code"
"http://www.cdisc.org","2023-12-15","Code_224","9ad861a3-32fa-4983-bee4-22c7e3794801","DIABP","C25299","Code"
"http://www.cdisc.org","2023-12-15","Code_225","46b29756-c801-42b5-aef0-5bf2d13e4833","TEMP","C174446","Code"
"http://www.cdisc.org","2023-12-15","Code_226","0f1998bb-2ed3-43d5-907a-ea8dc640cb29","Clinical Test Result","C77140","Code"
"http://www.cdisc.org","2023-12-15","Code_227","401d8622-0159-4665-9f4c-7b9cdcfc09d7","Degree Celsius","C42559","Code"
"http://www.cdisc.org","2023-12-15","Code_228","68017036-14b5-497c-9d22-8ca84a377514","Degree Fahrenheit","C44277","Code"
"http://www.cdisc.org","2023-12-15","Code_229","09dae004-54ad-4fc6-a732-03dc2b1192e0","Kelvin","C42537","Code"
"http://www.cdisc.org","2023-12-15","Code_230","64e7a0a4-ce60-4654-ac0b-a8eae3eb8d38","Unit of Temperature","C44276","Code"
"http://www.cdisc.org","2023-12-15","Code_231","2ebfe19e-a336-4e4a-b3ff-0cf0f3a11d01","Axilla","C12674","Code"
"http://www.cdisc.org","2023-12-15","Code_232","35105074-ef2c-4a09-9aec-1320d31e632f","Ear","C12394","Code"
"http://www.cdisc.org","2023-12-15","Code_233","9229d94f-4d64-4f24-b754-cc550e6c5489","Forehead","C89803","Code"
"http://www.cdisc.org","2023-12-15","Code_234","c776fe80-f848-4aa5-9fdb-274d5d4c1f49","Oral Cavity","C12421","Code"
"http://www.cdisc.org","2023-12-15","Code_235","3bb60be6-02f1-4d71-8403-2d70b1417a9b","Rectum","C12390","Code"
"http://www.cdisc.org","2023-12-15","Code_236","0ee143cb-6214-4ecd-9c38-5aa083935a8a","Anatomic Site","C13717","Code"
"http://www.cdisc.org","2023-12-15","Code_237","0938ebaa-4c6c-4690-9649-83c620fa6dca","TEMP","C174446","Code"
"http://www.cdisc.org","2023-12-15","Code_238","30f5ddef-c6bf-47c7-a5c9-728f2993485e","WEIGHT","C25208","Code"
"http://www.cdisc.org","2023-12-15","Code_239","00a0cfb9-21ef-4db5-bacb-2274186864a3","Clinical Test Result","C77140","Code"
"http://www.cdisc.org","2023-12-15","Code_240","d6ac8dba-c118-4f37-a3e3-f78b83add961","Pound","C48531","Code"
"http://www.cdisc.org","2023-12-15","Code_241","1785a4c8-a8ee-4b5e-9e1c-ffa190b83f77","Gram","C48155","Code"
"http://www.cdisc.org","2023-12-15","Code_242","f4e99b92-ad65-4afe-8b13-59dacc952ded","Kilogram","C28252","Code"
"http://www.cdisc.org","2023-12-15","Code_243","343c6175-4e3c-459f-bb1d-5bc96b0b88db","Unit of Weight","C48208","Code"
"http://www.cdisc.org","2023-12-15","Code_244","5b50f47e-49ff-488a-abc2-a2a68f054234","WEIGHT","C25208","Code"
"http://www.cdisc.org","2023-12-15","Code_245","e88c5ae6-1ed8-4ee5-9547-b52223f70d1a","HEIGHT","C25347","Code"
"http://www.cdisc.org","2023-12-15","Code_246","62ef9ec8-3a1c-468a-b3a4-a565b5ffe18b","Clinical Test Result","C77140","Code"
"http://www.cdisc.org","2023-12-15","Code_247","b9687253-536f-4670-8c57-f5ef61d04ed8","Centimeter","C49668","Code"
"http://www.cdisc.org","2023-12-15","Code_248","249de458-2f41-4f5d-b81f-4a229fd7d47c","Inch","C48500","Code"
"http://www.cdisc.org","2023-12-15","Code_249","c4af381e-7e6a-42ee-9862-b832e0294cd1","Meter","C41139","Code"
"http://www.cdisc.org","2023-12-15","Code_250","93e0d7c5-7aa0-4998-82ed-f5300339770e","Unit of Height","C168688","Code"
"http://www.cdisc.org","2023-12-15","Code_251","4c843e1f-ed78-4784-994f-52d8eb0f90e4","HEIGHT","C25347","Code"
"http://www.cdisc.org","2023-12-15","Code_252","4601e5b1-01cb-492e-a4ef-7c6fea8668e3","ALT","C64433","Code"
"http://www.cdisc.org","2023-12-15","Code_253","c004756e-ae90-4f15-80cb-da7139b48951","Laboratory Test Result","C36292","Code"
"http://www.cdisc.org","2023-12-15","Code_254","9a45c1f4-949a-436f-84c1-159451bfd366","Unit per Liter","C67456","Code"
"http://www.cdisc.org","2023-12-15","Code_255","d56e9c64-5602-4ac9-bb21-a861c5048b90","Microkatal per Liter","C67397","Code"
"http://www.cdisc.org","2023-12-15","Code_256","54347a23-7c18-418a-8dfb-272bfb61a63f","International Unit per Liter","C67376","Code"
"http://www.cdisc.org","2023-12-15","Code_257","8f47334a-f510-4330-9c03-6e2a43e5c253","Nanokatal per Liter","C70510","Code"
"http://www.cdisc.org","2023-12-15","Code_258","6c56fc3b-81db-4f2f-aa7a-d7e923ea0e6b","Unit of Catalytic Activity Concentration","C67365","Code"
"http://www.cdisc.org","2023-12-15","Code_259","b81e1e35-993c-4cce-9b5a-4fea9d201659","Biospecimen Type","C70713","Code"
"http://www.cdisc.org","2023-12-15","Code_260","26b0e1e8-6eea-4eaa-bae9-65e515cd1822","No","C49487","Code"
"http://www.cdisc.org","2023-12-15","Code_261","cf7671f2-920f-479f-adcc-45cf25caf1e2","Yes","C49488","Code"
"http://www.cdisc.org","2023-12-15","Code_262","36e14d0a-e5dd-4ba0-8fef-78dd8233cca6","Laboratory Test Fasting Status","C83309","Code"
"http://www.cdisc.org","2023-12-15","Code_263","c04d7041-4f25-42d6-a8c9-8445d644a75d","ALT","C64433","Code"
"http://www.cdisc.org","2023-12-15","Code_264","d4c6ce77-76ef-4166-bfd2-816a8ff2fdf8","ALB","C64431","Code"
"http://www.cdisc.org","2023-12-15","Code_265","891dd3eb-7ec8-4acb-a867-7566e3633bb9","Laboratory Test Result","C36292","Code"
"http://www.cdisc.org","2023-12-15","Code_266","1b4a1ec0-ee45-4206-9ad2-10bad080b303","Biospecimen Type","C70713","Code"
"http://www.cdisc.org","2023-12-15","Code_267","2f135fa0-7c01-47e1-8476-729342c301bf","No","C49487","Code"
"http://www.cdisc.org","2023-12-15","Code_268","3e37fa03-a22d-45fb-9947-c11cebef2bf4","Yes","C49488","Code"
"http://www.cdisc.org","2023-12-15","Code_269","6e326bdb-7329-4627-900f-5d98fb56ba99","Laboratory Test Fasting Status","C83309","Code"
"http://www.cdisc.org","2023-12-15","Code_270","955bbcfe-07e6-47be-bab6-591d032bf873","ALB","C64431","Code"
"http://www.cdisc.org","2023-12-15","Code_271","e3039d41-1173-4772-b0ec-567231270d40","ALP","C64432","Code"
"http://www.cdisc.org","2023-12-15","Code_272","5702f618-f57d-4000-b235-4dad69d9b7b3","Laboratory Test Result","C36292","Code"
"http://www.cdisc.org","2023-12-15","Code_273","6dfdf17b-c0c6-4687-8567-d810650aa5ee","Unit per Liter","C67456","Code"
"http://www.cdisc.org","2023-12-15","Code_274","0bfffc4a-6f06-4cb0-a47a-31331b993e91","Microkatal per Liter","C67397","Code"
"http://www.cdisc.org","2023-12-15","Code_275","a9d687bd-6843-4ea0-88f9-143ee742559f","International Unit per Liter","C67376","Code"
"http://www.cdisc.org","2023-12-15","Code_276","5caba380-396a-4394-bc46-d88558db4034","Unit of Catalytic Activity Concentration","C67365","Code"
"http://www.cdisc.org","2023-12-15","Code_277","477cea3a-5955-42d9-b20c-451ba4d4f5b4","Biospecimen Type","C70713","Code"
"http://www.cdisc.org","2023-12-15","Code_278","f0fc462d-f047-4627-99af-02def1a249cf","No","C49487","Code"
"http://www.cdisc.org","2023-12-15","Code_279","4856bfa7-ffce-480d-a153-d126ac5c9dac","Yes","C49488","Code"
"http://www.cdisc.org","2023-12-15","Code_280","3df5329c-5643-4183-bbe9-abdff0017bb4","Laboratory Test Fasting Status","C83309","Code"
"http://www.cdisc.org","2023-12-15","Code_281","5b83724d-f1b7-4f34-b848-55ba096bdba6","ALP","C64432","Code"
"http://www.cdisc.org","2023-12-15","Code_282","a86be81f-878a-4dd0-8265-0ab0a92fa01b","AST","C64467","Code"
"http://www.cdisc.org","2023-12-15","Code_283","fa383ce1-7889-4115-84da-6ccf84899b8e","Laboratory Test Result","C36292","Code"
"http://www.cdisc.org","2023-12-15","Code_284","da8e5682-91bc-49d4-99bd-67e2ee1aa4fe","Unit per Liter","C67456","Code"
"http://www.cdisc.org","2023-12-15","Code_285","e8e4d614-3746-482c-80f4-8153cee1b91c","Microkatal per Liter","C67397","Code"
"http://www.cdisc.org","2023-12-15","Code_286","c499f41d-0714-42a1-9cac-8198a8d1dccd","International Unit per Liter","C67376","Code"
"http://www.cdisc.org","2023-12-15","Code_287","f02caa25-0dbf-4985-8eab-282a12338b91","Unit of Catalytic Activity Concentration","C67365","Code"
"http://www.cdisc.org","2023-12-15","Code_288","d8eb6aea-1f0a-41a7-bfc1-66a9fc2b8f5e","Biospecimen Type","C70713","Code"
"http://www.cdisc.org","2023-12-15","Code_289","acb92eda-d49a-4909-b04c-137f1ef88692","No","C49487","Code"
"http://www.cdisc.org","2023-12-15","Code_290","63590346-9087-4ad5-98e3-00d0adca9114","Yes","C49488","Code"
"http://www.cdisc.org","2023-12-15","Code_291","5a789730-df4d-4a48-aa6c-889a896fad6b","Laboratory Test Fasting Status","C83309","Code"
"http://www.cdisc.org","2023-12-15","Code_292","e125da87-7d44-4248-ba65-05d572124306","AST","C64467","Code"
"http://www.cdisc.org","2023-12-15","Code_293","772c7b38-8421-4feb-a7c8-fa5b513ae2f4","CREAT","C64547","Code"
"http://www.cdisc.org","2023-12-15","Code_294","6195b592-9b7b-4e9b-961f-714b3bf32951","Laboratory Test Result","C36292","Code"
"http://www.cdisc.org","2023-12-15","Code_295","7b193522-76be-4490-96d2-692e9c47e0fe","Milligram per Deciliter","C67015","Code"
"http://www.cdisc.org","2023-12-15","Code_296","2dc66a3e-ad43-4d0c-9e8e-d67a922ee7a8","Microgram per Milliliter","C64572","Code"
"http://www.cdisc.org","2023-12-15","Code_297","c795b294-b64b-4134-ada8-3eef4b29610b","Millimole per Liter","C64387","Code"
"http://www.cdisc.org","2023-12-15","Code_298","6b017b75-4c5a-4dce-9f3c-e149d274ce59","Micromole per Liter","C48508","Code"
"http://www.cdisc.org","2023-12-15","Code_299","276379c6-ec16-423a-8391-db7cd8a88049","Unit of Concentration","C48207","Code"
"http://www.cdisc.org","2023-12-15","Code_300","a01c4fc1-f45d-4db4-97ad-f8bc8dc3cdad","Biospecimen Type","C70713","Code"
"http://www.cdisc.org","2023-12-15","Code_301","4859336f-96bd-4b82-b5fc-cfbc29fe349d","No","C49487","Code"
"http://www.cdisc.org","2023-12-15","Code_302","e0e63047-a313-4532-b1a4-859a6c7570d8","Yes","C49488","Code"
"http://www.cdisc.org","2023-12-15","Code_303","013d6167-a682-4d1b-82e7-b5a43da5678e","Laboratory Test Fasting Status","C83309","Code"
"http://www.cdisc.org","2023-12-15","Code_304","67f897aa-a40a-4ec8-9bba-bd32b9a340d7","CREAT","C64547","Code"
"http://www.cdisc.org","2023-12-15","Code_305","ef96642d-1fc3-4b8b-a69e-e2e0b5467a5a","K","C64853","Code"
"http://www.cdisc.org","2023-12-15","Code_306","e013aaa7-4f82-4166-9b57-0698a164f1f7","Laboratory Test Result","C36292","Code"
"http://www.cdisc.org","2023-12-15","Code_307","e58acfad-68b1-4559-95e4-84a8bca96ae4","Milliequivalent per Liter","C67474","Code"
"http://www.cdisc.org","2023-12-15","Code_308","53cdf173-3bd9-4be2-b066-24688fa2fa85","Milliequivalent per Deciliter","C67473","Code"
"http://www.cdisc.org","2023-12-15","Code_309","08187bee-92ef-40c6-bcf0-c331b9105575","Millimole per Liter","C64387","Code"
"http://www.cdisc.org","2023-12-15","Code_310","d920a4db-f7e8-478e-8529-02e40d921098","Molarity Unit","C64567","Code"
"http://www.cdisc.org","2023-12-15","Code_311","41a65762-83c9-4ecd-b24a-47f3655cc7bb","Biospecimen Type","C70713","Code"
"http://www.cdisc.org","2023-12-15","Code_312","c4fca116-536a-454f-ba87-933bb2fd278f","No","C49487","Code"
"http://www.cdisc.org","2023-12-15","Code_313","3dc7dfac-2315-4d3b-8544-81e2f3121bf0","Yes","C49488","Code"
"http://www.cdisc.org","2023-12-15","Code_314","b0e3f6ef-92a6-4c8e-93d9-eb63b191fe01","Laboratory Test Fasting Status","C83309","Code"
"http://www.cdisc.org","2023-12-15","Code_315","8f86a62e-81bf-4d1a-909e-d79a4d2fae5d","K","C64853","Code"
"http://www.cdisc.org","2023-12-15","Code_316","3ab2f9a8-e28d-4975-95de-04daca6d6b18","SODIUM","C64809","Code"
"http://www.cdisc.org","2023-12-15","Code_317","dbefce31-5b3a-4ef3-94a1-f8d5268ac91e","Laboratory Test Result","C36292","Code"
"http://www.cdisc.org","2023-12-15","Code_318","0e56fb8a-b57c-4af4-89ec-774e09068950","Milliequivalent per Liter","C67474","Code"
"http://www.cdisc.org","2023-12-15","Code_319","176e1ec7-861a-4cc2-9579-28d728295e29","Milliequivalent per Deciliter","C67473","Code"
"http://www.cdisc.org","2023-12-15","Code_320","164f86b0-4542-436c-8504-4de8b14461e7","Millimole per Liter","C64387","Code"
"http://www.cdisc.org","2023-12-15","Code_321","67dd1ac7-0cf6-4c0a-85a7-39544ed8c98a","Molarity Unit","C64567","Code"
"http://www.cdisc.org","2023-12-15","Code_322","cb4b0bbd-f348-445a-9243-bf8a566e6271","Biospecimen Type","C70713","Code"
"http://www.cdisc.org","2023-12-15","Code_323","5b83e732-21c5-43a7-bc98-6acdb312a41e","No","C49487","Code"
"http://www.cdisc.org","2023-12-15","Code_324","b62f7611-3163-4bf2-8fb5-8753e16e9401","Yes","C49488","Code"
"http://www.cdisc.org","2023-12-15","Code_325","01bf1e71-8ebe-4f5e-b5f0-70c51489ccc6","Laboratory Test Fasting Status","C83309","Code"
"http://www.cdisc.org","2023-12-15","Code_326","fc4f2571-44e5-46e2-9548-47a8cdecdd55","SODIUM","C64809","Code"
"http://www.cdisc.org","2023-12-15","Code_327","d3d8cb62-2ba9-4376-82fc-8ec919062df9","SYSBP","C25298","Code"
"http://www.cdisc.org","2023-12-15","Code_328","20774b2d-0f37-4349-8faa-fa3aad260d47","Clinical Test Result","C77140","Code"
"http://www.cdisc.org","2023-12-15","Code_329","7c2819a1-5530-4926-8e7a-31b0c80f0b6d","Unit of Pressure","C49669","Code"
"http://www.cdisc.org","2023-12-15","Code_330","2023ec92-48aa-4f48-858b-fd86d951633e","Sitting","C62122","Code"
"http://www.cdisc.org","2023-12-15","Code_331","3106518f-2d8b-412c-946f-54c574927f92","Standing","C62166","Code"
"http://www.cdisc.org","2023-12-15","Code_332","4c3ae4f9-12a3-4faf-a5b2-a491b54d2d69","Supine Position","C62167","Code"
"http://www.cdisc.org","2023-12-15","Code_333","f06d2627-1ea7-4e09-859e-c1f642d2b288","Body Position","C62164","Code"
"http://www.cdisc.org","2023-12-15","Code_334","c4ca880c-ea2e-4161-8517-635d31d09f8a","Brachial Artery","C12681","Code"
"http://www.cdisc.org","2023-12-15","Code_335","c1154e12-8389-47e9-9047-94d13b6ed3be","Common Carotid Artery","C12687","Code"
"http://www.cdisc.org","2023-12-15","Code_336","37691e61-1d85-4a8a-a925-36435d2d6a0c","Dorsalis Pedis Artery","C32478","Code"
"http://www.cdisc.org","2023-12-15","Code_337","bd6710f2-0f9c-4513-8a79-b6f5560b2c21","Femoral Artery","C12715","Code"
"http://www.cdisc.org","2023-12-15","Code_338","51e1e661-38ed-41c0-8288-224c82b9dde7","Radial Artery","C12838","Code"
"http://www.cdisc.org","2023-12-15","Code_339","4477fd33-b62a-4995-84cc-aeb17e6edab5","Anatomic Site","C13717","Code"
"http://www.cdisc.org","2023-12-15","Code_340","0303081a-15cd-4eec-963e-0b0590863a40","Left","C25229","Code"
"http://www.cdisc.org","2023-12-15","Code_341","f73218ea-7f0b-422f-a348-79601e5db5df","Right","C25228","Code"
"http://www.cdisc.org","2023-12-15","Code_342","47a9692d-7fac-44d1-8b3f-8c01351c20d1","Laterality","C25185","Code"
"http://www.cdisc.org","2023-12-15","Code_343","15366c73-8398-49ba-8673-c8092ae84329","SYSBP","C25298","Code"
"http://www.cdisc.org","2023-12-15","Code_344","470942cf-9adc-4bc2-96fd-488eeb25adc5","DIABP","C25299","Code"
"http://www.cdisc.org","2023-12-15","Code_345","7a529792-ed92-4dbe-a9d4-ca1f612c9d61","Clinical Test Result","C77140","Code"
"http://www.cdisc.org","2023-12-15","Code_346","24d7ecfd-146e-490e-b02d-eaf99ba8210d","Unit of Pressure","C49669","Code"
"http://www.cdisc.org","2023-12-15","Code_347","79a36e33-5eda-461b-936f-d9f75aaa6d7e","Sitting","C62122","Code"
"http://www.cdisc.org","2023-12-15","Code_348","3e8d1294-61f4-421a-a2e9-f5ae99e32a30","Standing","C62166","Code"
"http://www.cdisc.org","2023-12-15","Code_349","24eda32d-d7f5-448f-91df-64427785ccbf","Supine Position","C62167","Code"
"http://www.cdisc.org","2023-12-15","Code_350","5590178a-f5ec-41b3-800d-13b9855c1174","Body Position","C62164","Code"
"http://www.cdisc.org","2023-12-15","Code_351","e34c585f-8856-4124-80f1-15963986f6e5","Brachial Artery","C12681","Code"
"http://www.cdisc.org","2023-12-15","Code_352","2b0bb2fc-be4d-4387-b3bc-f453cb3056b1","Common Carotid Artery","C12687","Code"
"http://www.cdisc.org","2023-12-15","Code_353","b3a14eae-d316-428c-897f-a509c546780f","Dorsalis Pedis Artery","C32478","Code"
"http://www.cdisc.org","2023-12-15","Code_354","b4045a56-42a6-43e0-9d56-f7ca8f596e4e","Femoral Artery","C12715","Code"
"http://www.cdisc.org","2023-12-15","Code_355","a0583f62-e55d-4640-8059-9195cd4b65c9","Radial Artery","C12838","Code"
"http://www.cdisc.org","2023-12-15","Code_356","a408c6be-a32a-49f7-9879-e740804008fa","Anatomic Site","C13717","Code"
"http://www.cdisc.org","2023-12-15","Code_357","b9e8ec57-5c9f-4519-9126-36381f035b31","Left","C25229","Code"
"http://www.cdisc.org","2023-12-15","Code_358","254a9f01-dec4-4163-9d54-18e6ad57007c","Right","C25228","Code"
"http://www.cdisc.org","2023-12-15","Code_359","b92dbe76-0f8f-4002-ad79-5319c4847b2a","Laterality","C25185","Code"
"http://www.cdisc.org","2023-12-15","Code_360","a1a6d488-fdac-462b-bfcc-4af9fd7f98da","DIABP","C25299","Code"
"http://www.cdisc.org","2023-12-15","Code_361","b8de6c0c-5595-4d23-bf76-eefa9afac70f","HR","C49677","Code"
"http://www.cdisc.org","2023-12-15","Code_362","78ad497e-3d28-4484-a803-e6a744777a1d","Clinical Test Result","C77140","Code"
"http://www.cdisc.org","2023-12-15","Code_363","3d2b4f70-bd97-4b26-965a-7953c99369ec","Count per Minute","C73688","Code"
"http://www.cdisc.org","2023-12-15","Code_364","e559dbc0-f834-4ae8-8a48-0bcf9e0a2fff","Sitting","C62122","Code"
"http://www.cdisc.org","2023-12-15","Code_365","7cbdf8dd-d101-46f3-8344-e599f4b3d0e3","Standing","C62166","Code"
"http://www.cdisc.org","2023-12-15","Code_366","da7c9163-2ebe-4221-8cfd-9c6f2c85f93a","Supine Position","C62167","Code"
"http://www.cdisc.org","2023-12-15","Code_367","4dd42a38-2e69-4f37-a688-b23160afe14a","Body Position","C62164","Code"
"http://www.cdisc.org","2023-12-15","Code_368","b8d52854-b88c-4851-9527-6ed0d6f9f29c","Brachial Artery","C12681","Code"
"http://www.cdisc.org","2023-12-15","Code_369","aebe6192-e685-4c95-aa70-e8443e04f745","Common Carotid Artery","C12687","Code"
"http://www.cdisc.org","2023-12-15","Code_370","19797fe2-5160-4033-9a1e-24b5fe7830a0","Dorsalis Pedis Artery","C32478","Code"
"http://www.cdisc.org","2023-12-15","Code_371","900ec66b-17fb-4214-8700-fba096100e25","Femoral Artery","C12715","Code"
"http://www.cdisc.org","2023-12-15","Code_372","3c6d6871-6127-4b45-9a37-e77a89effe6b","Radial Artery","C12838","Code"
"http://www.cdisc.org","2023-12-15","Code_373","07a2762b-9153-4ad1-b2fb-b990e6866b86","Anatomic Site","C13717","Code"
"http://www.cdisc.org","2023-12-15","Code_374","df0121ef-fcbc-41d6-819c-9f18a0324d38","Left","C25229","Code"
"http://www.cdisc.org","2023-12-15","Code_375","b25fe9bd-480e-463b-a6db-e0bde40bef96","Right","C25228","Code"
"http://www.cdisc.org","2023-12-15","Code_376","d81de20a-61f7-4cbd-b912-d96e33e9338b","Laterality","C25185","Code"
"http://www.cdisc.org","2023-12-15","Code_377","761d04ed-ecd7-4b8c-8bd6-e90cb77ce891","HR","C49677","Code"
"http://www.cdisc.org","2023-12-15","Code_378","7c786656-4fa7-4d9b-9477-10d97210cb95","SYSBP","C25298","Code"
"http://www.cdisc.org","2023-12-15","Code_379","65cb8740-6cfc-44fc-b237-f369ec7fcc1a","Clinical Test Result","C77140","Code"
"http://www.cdisc.org","2023-12-15","Code_380","6e0aa5d7-338e-40cb-8f97-d2725c12879f","Unit of Pressure","C49669","Code"
"http://www.cdisc.org","2023-12-15","Code_381","28b50b06-a11b-43a5-a639-125faf4c36ea","Sitting","C62122","Code"
"http://www.cdisc.org","2023-12-15","Code_382","7de23271-a68a-40cf-a46e-4c89ffb9892c","Standing","C62166","Code"
"http://www.cdisc.org","2023-12-15","Code_383","c05891fb-636e-4be3-903f-3fa623f6298c","Supine Position","C62167","Code"
