"decode","id","codeSystem","code","uuid:ID","codeSystemVersion","instanceType"
"No","Code_173","http://www.cdisc.org","C49487","f513039e-ef69-42b5-a5fa-88c5c12221e9","2023-12-15","Code"
"Yes","Code_174","http://www.cdisc.org","C49488","80d10b70-33cf-4f41-b584-b0bd270ccda9","2023-12-15","Code"
"Adverse Event associated with Hospitalization","Code_175","http://www.cdisc.org","C83052","911a9ba9-de4d-4442-9a5a-1aa3be9f896e","2023-12-15","Code"
"No","Code_176","http://www.cdisc.org","C49487","6daba98c-7de6-494a-8ac1-6ef226a2b399","2023-12-15","Code"
"Yes","Code_177","http://www.cdisc.org","C49488","413a206f-8f27-479d-ae92-0255847cd597","2023-12-15","Code"
"Life Threatening Adverse Event","Code_178","http://www.cdisc.org","C84266","ed5db0d2-6201-4e16-b163-84245691bb43","2023-12-15","Code"
"No","Code_179","http://www.cdisc.org","C49487","c21c2371-c64f-4d19-9f78-7ae0f9e7f2ab","2023-12-15","Code"
"Yes","Code_180","http://www.cdisc.org","C49488","a6a203f5-e01c-47e2-bedd-a9896178ef44","2023-12-15","Code"
"Adverse Event Occurred with Overdose","Code_181","http://www.cdisc.org","C83214","acfa0c17-f8f9-47e0-b101-27993b46c92e","2023-12-15","Code"
"No","Code_182","http://www.cdisc.org","C49487","6ddfa131-19a6-48b9-8daa-3273b8531b48","2023-12-15","Code"
"Yes","Code_183","http://www.cdisc.org","C49488","5c65d225-813b-4562-a2d7-3eece55b3ff2","2023-12-15","Code"
"Adverse Event Associated with Serious Medical Event","Code_184","http://www.cdisc.org","C83053","189ce08c-5634-4885-8113-acb1dbdb30a8","2023-12-15","Code"
"No","Code_185","http://www.cdisc.org","C49487","18fbd6eb-a94b-4c47-9868-f74821f23e7e","2023-12-15","Code"
"Yes","Code_186","http://www.cdisc.org","C49488","f297d485-e19b-4adf-9c1d-3d8dd7b80e92","2023-12-15","Code"
"Adverse Event Concomitant Treatment","Code_187","http://www.cdisc.org","C83199","ba452704-1732-45d5-9ad8-6ea255fda5e9","2023-12-15","Code"
"Adverse Event Start Date Time","Code_188","http://www.cdisc.org","C83215","047435ea-bd71-4524-990e-6ec985527f5b","2023-12-15","Code"
"Adverse Event End Date Time","Code_189","http://www.cdisc.org","C83201","4b2ac9be-fa6e-4cba-a610-7cf5833fa4f0","2023-12-15","Code"
"Solicited Adverse Event","Code_190","http://www.cdisc.org","C179175","50625cbb-4843-4c8a-ba64-4175e653468c","2023-12-15","Code"
"SYSBP","Code_191","http://www.cdisc.org","C25298","6933ce13-b500-41b4-bf85-1371e8c35fd9","2023-12-15","Code"
"Clinical Test Result","Code_192","http://www.cdisc.org","C77140","c087a06e-c63e-4c85-bd3a-d844e3a10183","2023-12-15","Code"
"Unit of Pressure","Code_193","http://www.cdisc.org","C49669","3e416919-f606-4b5d-8494-b1d958e600d8","2023-12-15","Code"
"Sitting","Code_194","http://www.cdisc.org","C62122","14f81290-bfc3-4b03-a5eb-0d33d2a9fcf5","2023-12-15","Code"
"Standing","Code_195","http://www.cdisc.org","C62166","4b946aac-85a2-4030-a670-477183fa7f74","2023-12-15","Code"
"Supine Position","Code_196","http://www.cdisc.org","C62167","ef07241a-f23e-41b5-afcb-739de35081ba","2023-12-15","Code"
"Body Position","Code_197","http://www.cdisc.org","C62164","503b1588-b974-4608-9d15-f5eef1119e6d","2023-12-15","Code"
"Brachial Artery","Code_198","http://www.cdisc.org","C12681","bead6509-c0e0-48f6-834f-9920d344513d","2023-12-15","Code"
"Common Carotid Artery","Code_199","http://www.cdisc.org","C12687","f0f46937-32d5-42f0-884f-ec0196ca4c04","2023-12-15","Code"
"Dorsalis Pedis Artery","Code_200","http://www.cdisc.org","C32478","d9660241-d439-44f4-87bc-81dc8bf42c5f","2023-12-15","Code"
"Femoral Artery","Code_201","http://www.cdisc.org","C12715","b7e516d3-1c6e-47a3-a25c-39588538c742","2023-12-15","Code"
"Radial Artery","Code_202","http://www.cdisc.org","C12838","3ca36fa0-928b-4fe9-acb8-fd6d19e16a3b","2023-12-15","Code"
"Anatomic Site","Code_203","http://www.cdisc.org","C13717","5794ac45-cf87-4f81-ac50-36ab84ad5f38","2023-12-15","Code"
"Left","Code_204","http://www.cdisc.org","C25229","16e85361-e6cb-4804-a4fa-638efc58f719","2023-12-15","Code"
"Right","Code_205","http://www.cdisc.org","C25228","d006bac7-a137-4490-a53f-38d230795e40","2023-12-15","Code"
"Laterality","Code_206","http://www.cdisc.org","C25185","3f5ec025-3ee6-4f87-a315-9441a9cb1957","2023-12-15","Code"
"SYSBP","Code_207","http://www.cdisc.org","C25298","cf788fe1-9cf0-40ff-982f-abe82bf05367","2023-12-15","Code"
"DIABP","Code_208","http://www.cdisc.org","C25299","1d20b178-a4b9-4615-8092-06fcb47a353c","2023-12-15","Code"
"Clinical Test Result","Code_209","http://www.cdisc.org","C77140","293ba9e5-be00-4736-8ec5-b2583f40f81e","2023-12-15","Code"
"Unit of Pressure","Code_210","http://www.cdisc.org","C49669","5a598f65-89dc-4f7d-9520-53d3859297af","2023-12-15","Code"
"Sitting","Code_211","http://www.cdisc.org","C62122","b7cf8a5c-d384-4533-ae70-1c8590dcc92c","2023-12-15","Code"
"Standing","Code_212","http://www.cdisc.org","C62166","fc5c62c8-e87c-46ea-81c6-ea1b0741d229","2023-12-15","Code"
"Supine Position","Code_213","http://www.cdisc.org","C62167","36c2e71b-d69b-45c5-8332-1ecef6ece9a8","2023-12-15","Code"
"Body Position","Code_214","http://www.cdisc.org","C62164","c9b2d845-da40-4351-b7c7-d7622c4ecdd1","2023-12-15","Code"
"Brachial Artery","Code_215","http://www.cdisc.org","C12681","30d7646d-8887-409b-aa86-29c548fd5e21","2023-12-15","Code"
"Common Carotid Artery","Code_216","http://www.cdisc.org","C12687","424d4350-549b-48ef-b0d4-51f425d0e6d1","2023-12-15","Code"
"Dorsalis Pedis Artery","Code_217","http://www.cdisc.org","C32478","6c16131c-19dd-48c2-b443-488ae826b086","2023-12-15","Code"
"Femoral Artery","Code_218","http://www.cdisc.org","C12715","4a84a0b9-4859-4f48-a481-5791d3882011","2023-12-15","Code"
"Radial Artery","Code_219","http://www.cdisc.org","C12838","7572d6b0-58aa-4a5f-98dd-bccd0889ad7b","2023-12-15","Code"
"Anatomic Site","Code_220","http://www.cdisc.org","C13717","d1b4c1ff-3af5-4b3e-8cf5-58c6ac755684","2023-12-15","Code"
"Left","Code_221","http://www.cdisc.org","C25229","f70aa762-d4e7-4e15-a8f4-83ee64fe9fcc","2023-12-15","Code"
"Right","Code_222","http://www.cdisc.org","C25228","facad485-422c-44d1-a8c8-17952452c493","2023-12-15","Code"
"Laterality","Code_223","http://www.cdisc.org","C25185","e54bf1c0-433b-402c-bc2e-1a111333e9b9","2023-12-15","Code"
"DIABP","Code_224","http://www.cdisc.org","C25299","48e78f25-4e3f-419c-9b62-2f3a8050f135","2023-12-15","Code"
"TEMP","Code_225","http://www.cdisc.org","C174446","f1e11dd5-4c9e-4fdb-bd58-18eaf027bb6d","2023-12-15","Code"
"Clinical Test Result","Code_226","http://www.cdisc.org","C77140","3d3dd607-795b-4d20-9c6c-ac0d82c1fabf","2023-12-15","Code"
"Degree Celsius","Code_227","http://www.cdisc.org","C42559","4dc62001-5316-4732-8636-b3a5f5e3f474","2023-12-15","Code"
"Degree Fahrenheit","Code_228","http://www.cdisc.org","C44277","c90055a3-7612-46d6-a09f-6096f41bb4ca","2023-12-15","Code"
"Kelvin","Code_229","http://www.cdisc.org","C42537","fed3ffc5-3a2e-4458-9aa5-43f33c4b4b03","2023-12-15","Code"
"Unit of Temperature","Code_230","http://www.cdisc.org","C44276","4bdc5ce2-6b60-43e7-bc80-4fdfa496d591","2023-12-15","Code"
"Axilla","Code_231","http://www.cdisc.org","C12674","b434d5e4-5403-4aba-8f98-08740a03ba3a","2023-12-15","Code"
"Ear","Code_232","http://www.cdisc.org","C12394","73b07aec-a8b5-4769-a6f8-9870ab5ee0e6","2023-12-15","Code"
"Forehead","Code_233","http://www.cdisc.org","C89803","11308462-4ab5-4a5e-a46c-d6dd51c05e14","2023-12-15","Code"
"Oral Cavity","Code_234","http://www.cdisc.org","C12421","723fb52e-14ac-4050-95af-45bd73534095","2023-12-15","Code"
"Rectum","Code_235","http://www.cdisc.org","C12390","e9130064-7dc3-417b-9e43-e8bccdf4a032","2023-12-15","Code"
"Anatomic Site","Code_236","http://www.cdisc.org","C13717","15698378-ef70-470e-9625-a7d0cbfd5146","2023-12-15","Code"
"TEMP","Code_237","http://www.cdisc.org","C174446","7b4c1d44-dde9-497b-b76b-87b61ff180a7","2023-12-15","Code"
"WEIGHT","Code_238","http://www.cdisc.org","C25208","a05bc65a-be87-42b2-8709-a09ef2e19f42","2023-12-15","Code"
"Clinical Test Result","Code_239","http://www.cdisc.org","C77140","59813225-045e-4162-b2ee-783f70993547","2023-12-15","Code"
"Pound","Code_240","http://www.cdisc.org","C48531","cf410517-cabd-467b-963f-780c4f32434b","2023-12-15","Code"
"Gram","Code_241","http://www.cdisc.org","C48155","19010d4f-5ce4-40a3-a6e4-1b16c21ecbae","2023-12-15","Code"
"Kilogram","Code_242","http://www.cdisc.org","C28252","2e7e9142-f14f-4026-9225-adfbd2d1c428","2023-12-15","Code"
"Unit of Weight","Code_243","http://www.cdisc.org","C48208","46691a14-c37a-4f11-a34a-cb9b6ed21fce","2023-12-15","Code"
"WEIGHT","Code_244","http://www.cdisc.org","C25208","4187597a-237c-4ef5-9136-cd5c52d96211","2023-12-15","Code"
"HEIGHT","Code_245","http://www.cdisc.org","C25347","243aedbb-6882-445d-b5a9-18a84bb84abd","2023-12-15","Code"
"Clinical Test Result","Code_246","http://www.cdisc.org","C77140","1ae32821-f081-430f-91b1-0d49c2898d4e","2023-12-15","Code"
"Centimeter","Code_247","http://www.cdisc.org","C49668","ce7c0f79-b4c6-475a-a655-78beb2cf4b86","2023-12-15","Code"
"Inch","Code_248","http://www.cdisc.org","C48500","a7e43b66-8e83-46bb-abdf-6c168c080a40","2023-12-15","Code"
"Meter","Code_249","http://www.cdisc.org","C41139","191e3538-23f5-4046-9867-d089fd9d4748","2023-12-15","Code"
"Unit of Height","Code_250","http://www.cdisc.org","C168688","bbdd9b94-71b4-4cbf-8e34-8aa2cfb795eb","2023-12-15","Code"
"HEIGHT","Code_251","http://www.cdisc.org","C25347","a662778b-b281-4acf-8138-4a760826fd1a","2023-12-15","Code"
"ALT","Code_252","http://www.cdisc.org","C64433","a7825ab5-b57d-428b-bba5-0f69a4bb6191","2023-12-15","Code"
"Laboratory Test Result","Code_253","http://www.cdisc.org","C36292","e0fd3f12-3184-4898-99cc-363f45de78f3","2023-12-15","Code"
"Unit per Liter","Code_254","http://www.cdisc.org","C67456","c43dc4d1-53e7-4427-9c5d-68d395d66327","2023-12-15","Code"
"Microkatal per Liter","Code_255","http://www.cdisc.org","C67397","0bd624fc-83bd-422e-a524-61ff96866cba","2023-12-15","Code"
"International Unit per Liter","Code_256","http://www.cdisc.org","C67376","ea58a4ec-2e08-4465-b5bb-273d40aa8285","2023-12-15","Code"
"Nanokatal per Liter","Code_257","http://www.cdisc.org","C70510","0b807944-6816-4304-94d9-c04d86ded0f3","2023-12-15","Code"
"Unit of Catalytic Activity Concentration","Code_258","http://www.cdisc.org","C67365","d8f6c9a1-0efc-4351-b421-c5e59bbd815a","2023-12-15","Code"
"Biospecimen Type","Code_259","http://www.cdisc.org","C70713","65d8afaf-4d37-4ff2-a42f-44660fc42b4b","2023-12-15","Code"
"No","Code_260","http://www.cdisc.org","C49487","5682feb7-950b-4394-8ca1-73900b69af35","2023-12-15","Code"
"Yes","Code_261","http://www.cdisc.org","C49488","2e847236-c63a-4bed-8280-a1aba22cde06","2023-12-15","Code"
"Laboratory Test Fasting Status","Code_262","http://www.cdisc.org","C83309","be9d8c83-c29b-42fc-9319-f24d7d8f8855","2023-12-15","Code"
"ALT","Code_263","http://www.cdisc.org","C64433","10cfbb4f-2f7c-4d39-b13f-49b01e8016ff","2023-12-15","Code"
"ALB","Code_264","http://www.cdisc.org","C64431","f2d8ef07-c91d-48cc-ac64-e33160d855ef","2023-12-15","Code"
"Laboratory Test Result","Code_265","http://www.cdisc.org","C36292","3760245d-67f4-41c8-a31b-c28fae29f79b","2023-12-15","Code"
"Biospecimen Type","Code_266","http://www.cdisc.org","C70713","5d93dafd-9192-401e-ae91-2579d0040265","2023-12-15","Code"
"No","Code_267","http://www.cdisc.org","C49487","8bfd33fe-b2cc-4894-bfb2-e502734ca884","2023-12-15","Code"
"Yes","Code_268","http://www.cdisc.org","C49488","4543d1af-13ef-4594-891e-6443c5b11fc5","2023-12-15","Code"
"Laboratory Test Fasting Status","Code_269","http://www.cdisc.org","C83309","c8c3326e-cec2-4ca7-b936-b81320139eca","2023-12-15","Code"
"ALB","Code_270","http://www.cdisc.org","C64431","0bef06bd-6521-4735-ac7b-d9533ea6e988","2023-12-15","Code"
"ALP","Code_271","http://www.cdisc.org","C64432","7980cc24-f6a6-41ca-b7df-b8b350892430","2023-12-15","Code"
"Laboratory Test Result","Code_272","http://www.cdisc.org","C36292","5d81f116-5225-4768-8857-1824603f7539","2023-12-15","Code"
"Unit per Liter","Code_273","http://www.cdisc.org","C67456","19088cd6-dcf0-4385-9d08-35b9d6c4079e","2023-12-15","Code"
"Microkatal per Liter","Code_274","http://www.cdisc.org","C67397","8296b3d0-b672-478f-a681-68d005e62b8f","2023-12-15","Code"
"International Unit per Liter","Code_275","http://www.cdisc.org","C67376","13737fed-a3fe-4f5e-b44e-d720b896b69f","2023-12-15","Code"
"Unit of Catalytic Activity Concentration","Code_276","http://www.cdisc.org","C67365","372e2523-f883-4ce9-a119-b1228b23a081","2023-12-15","Code"
"Biospecimen Type","Code_277","http://www.cdisc.org","C70713","030902ac-a7b1-4059-8fcc-2b91936fca5e","2023-12-15","Code"
"No","Code_278","http://www.cdisc.org","C49487","c62a0312-55ca-4872-a802-1ea465bc8769","2023-12-15","Code"
"Yes","Code_279","http://www.cdisc.org","C49488","25883c49-498b-4cea-9386-4339c1839296","2023-12-15","Code"
"Laboratory Test Fasting Status","Code_280","http://www.cdisc.org","C83309","012492fe-1445-44aa-a694-165bf9fc69c0","2023-12-15","Code"
"ALP","Code_281","http://www.cdisc.org","C64432","2c4bbdfc-78fc-4988-a33f-64983e3e26d6","2023-12-15","Code"
"AST","Code_282","http://www.cdisc.org","C64467","ec6bbdb2-6e2e-441d-8ac3-7c14ca23dea8","2023-12-15","Code"
"Laboratory Test Result","Code_283","http://www.cdisc.org","C36292","9e9aec4c-6cd1-4404-b93b-d18584408aa4","2023-12-15","Code"
"Unit per Liter","Code_284","http://www.cdisc.org","C67456","21adec29-6353-4d08-b1fe-9cfae7788ff5","2023-12-15","Code"
"Microkatal per Liter","Code_285","http://www.cdisc.org","C67397","d6961d54-cbcf-4279-882f-f92afc699343","2023-12-15","Code"
"International Unit per Liter","Code_286","http://www.cdisc.org","C67376","3a0d3a8e-fffe-4fd3-9699-e61afef5ae30","2023-12-15","Code"
"Unit of Catalytic Activity Concentration","Code_287","http://www.cdisc.org","C67365","7f83ce1f-5e0b-4bca-a065-ebf9c2adc89c","2023-12-15","Code"
"Biospecimen Type","Code_288","http://www.cdisc.org","C70713","d3f456f6-ae8f-43bb-9382-91748f7a564d","2023-12-15","Code"
"No","Code_289","http://www.cdisc.org","C49487","fa1f2d35-64b5-4344-aa2e-b50a89d6d753","2023-12-15","Code"
"Yes","Code_290","http://www.cdisc.org","C49488","bd62bc29-7c64-468c-9285-76049fa24a6b","2023-12-15","Code"
"Laboratory Test Fasting Status","Code_291","http://www.cdisc.org","C83309","c90f732e-1e1f-4706-8a6e-10853272a1ef","2023-12-15","Code"
"AST","Code_292","http://www.cdisc.org","C64467","2182b3f4-0408-4b6c-b223-4168fcc5d208","2023-12-15","Code"
"CREAT","Code_293","http://www.cdisc.org","C64547","dad782c7-0e15-451f-991e-d57b1b5cee22","2023-12-15","Code"
"Laboratory Test Result","Code_294","http://www.cdisc.org","C36292","4f4797c3-f87d-40c4-b4e9-cbfc79157bbc","2023-12-15","Code"
"Milligram per Deciliter","Code_295","http://www.cdisc.org","C67015","66a2cdc8-08fc-4f8e-a815-1c415a297853","2023-12-15","Code"
"Microgram per Milliliter","Code_296","http://www.cdisc.org","C64572","ec3e6565-f912-4be2-b325-ae2f6e0686c8","2023-12-15","Code"
"Millimole per Liter","Code_297","http://www.cdisc.org","C64387","fa10448c-02f6-4a31-8b38-530389af9e60","2023-12-15","Code"
"Micromole per Liter","Code_298","http://www.cdisc.org","C48508","60ee4cfb-708e-40a8-89a4-d6c6cf59431f","2023-12-15","Code"
"Unit of Concentration","Code_299","http://www.cdisc.org","C48207","960b4de3-89be-4d3f-bc53-422377679af8","2023-12-15","Code"
"Biospecimen Type","Code_300","http://www.cdisc.org","C70713","a7a0f520-ec36-4951-8f90-921a3f62557b","2023-12-15","Code"
"No","Code_301","http://www.cdisc.org","C49487","99333953-2ada-488e-be85-ff397ca80b07","2023-12-15","Code"
"Yes","Code_302","http://www.cdisc.org","C49488","9fba0e97-b676-4c22-966a-65a0a6571af6","2023-12-15","Code"
"Laboratory Test Fasting Status","Code_303","http://www.cdisc.org","C83309","d243edb5-abee-4d6d-94de-cd9c4fbd25b0","2023-12-15","Code"
"CREAT","Code_304","http://www.cdisc.org","C64547","cfde309c-d430-4e21-9580-124ce65ec524","2023-12-15","Code"
"K","Code_305","http://www.cdisc.org","C64853","f0417138-bddb-43f3-abe1-6d3059ed7d37","2023-12-15","Code"
"Laboratory Test Result","Code_306","http://www.cdisc.org","C36292","a85ed421-fd47-4178-9d75-f8c77f586ddb","2023-12-15","Code"
"Milliequivalent per Liter","Code_307","http://www.cdisc.org","C67474","804ced9c-cfc0-450f-bba7-c9a850f44863","2023-12-15","Code"
"Milliequivalent per Deciliter","Code_308","http://www.cdisc.org","C67473","ec39ed23-ba2e-4d53-b084-52674b0a8279","2023-12-15","Code"
"Millimole per Liter","Code_309","http://www.cdisc.org","C64387","25e04fca-ef55-4318-9b77-b97eb66b4772","2023-12-15","Code"
"Molarity Unit","Code_310","http://www.cdisc.org","C64567","b7a44cee-fbbb-4f31-9283-9c70416e4afd","2023-12-15","Code"
"Biospecimen Type","Code_311","http://www.cdisc.org","C70713","3d741182-e9a0-4cce-9d7c-87ba4fefc0b6","2023-12-15","Code"
"No","Code_312","http://www.cdisc.org","C49487","c04d9f86-bc37-4b53-8d2d-3fd3209cbc52","2023-12-15","Code"
"Yes","Code_313","http://www.cdisc.org","C49488","0e57b4b8-5363-4814-9c05-c7f324e5f451","2023-12-15","Code"
"Laboratory Test Fasting Status","Code_314","http://www.cdisc.org","C83309","a58454c7-ca98-415b-88a8-bf29245168ca","2023-12-15","Code"
"K","Code_315","http://www.cdisc.org","C64853","6f623920-0c4a-453e-9653-12935d2fe4b2","2023-12-15","Code"
"SODIUM","Code_316","http://www.cdisc.org","C64809","2192b924-5a4c-44ef-ab9d-61a7d1e21b6e","2023-12-15","Code"
"Laboratory Test Result","Code_317","http://www.cdisc.org","C36292","58ae6fc7-6d89-4b8d-9a43-c6832321afaa","2023-12-15","Code"
"Milliequivalent per Liter","Code_318","http://www.cdisc.org","C67474","c179d633-e700-424e-90ea-a5e7b22fae43","2023-12-15","Code"
"Milliequivalent per Deciliter","Code_319","http://www.cdisc.org","C67473","10bacf3a-d8bb-4d9f-b9b0-087c89aa9eeb","2023-12-15","Code"
"Millimole per Liter","Code_320","http://www.cdisc.org","C64387","39cd59fc-724e-435d-bff0-27869cea6508","2023-12-15","Code"
"Molarity Unit","Code_321","http://www.cdisc.org","C64567","796f1c91-355e-4674-b9dc-561ab5271e49","2023-12-15","Code"
"Biospecimen Type","Code_322","http://www.cdisc.org","C70713","eaa6f704-c1ee-46d2-a8ab-79928535e876","2023-12-15","Code"
"No","Code_323","http://www.cdisc.org","C49487","541fa453-3bcf-45c9-bc23-6f86b5161454","2023-12-15","Code"
"Yes","Code_324","http://www.cdisc.org","C49488","e0bf34c4-aa09-454e-84f4-cd40be02ffc0","2023-12-15","Code"
"Laboratory Test Fasting Status","Code_325","http://www.cdisc.org","C83309","7ad207aa-b7fb-4608-b02f-9649d1f983e6","2023-12-15","Code"
"SODIUM","Code_326","http://www.cdisc.org","C64809","107a1d7f-92f8-44d3-9037-72fe9fa261a8","2023-12-15","Code"
"SYSBP","Code_327","http://www.cdisc.org","C25298","4f6168d7-b453-4ff4-8fb8-fa539bfe0f3c","2023-12-15","Code"
"Clinical Test Result","Code_328","http://www.cdisc.org","C77140","556abe0b-7f05-4018-8559-e90400347dc6","2023-12-15","Code"
"Unit of Pressure","Code_329","http://www.cdisc.org","C49669","6a24142c-a968-4e40-9c64-c7193324c660","2023-12-15","Code"
"Sitting","Code_330","http://www.cdisc.org","C62122","9296ce78-7db5-4cca-bc5b-5df447ea86f1","2023-12-15","Code"
"Standing","Code_331","http://www.cdisc.org","C62166","7c4899e5-7e98-403e-b4a9-eef44fb59e1a","2023-12-15","Code"
"Supine Position","Code_332","http://www.cdisc.org","C62167","b092e139-4ba5-42c8-8574-80170112460c","2023-12-15","Code"
"Body Position","Code_333","http://www.cdisc.org","C62164","fda7718f-ce15-42a7-bba0-5a49acfbc841","2023-12-15","Code"
"Brachial Artery","Code_334","http://www.cdisc.org","C12681","2522e9e9-2ee7-4052-aead-7942ad55cfd0","2023-12-15","Code"
"Common Carotid Artery","Code_335","http://www.cdisc.org","C12687","f5c154dc-deb5-48fd-914e-913f6c3f2ae1","2023-12-15","Code"
"Dorsalis Pedis Artery","Code_336","http://www.cdisc.org","C32478","b135c437-4909-4619-9b1e-974417dede17","2023-12-15","Code"
"Femoral Artery","Code_337","http://www.cdisc.org","C12715","d361a939-c300-4d21-a8d0-6c7a04525da7","2023-12-15","Code"
"Radial Artery","Code_338","http://www.cdisc.org","C12838","8efb0c90-fe1a-4644-8c65-55e664cad221","2023-12-15","Code"
"Anatomic Site","Code_339","http://www.cdisc.org","C13717","a8fbcdd3-e9e1-4c48-b23b-2080c3f9f15d","2023-12-15","Code"
"Left","Code_340","http://www.cdisc.org","C25229","9b33a1ce-f170-4761-916d-421840a72559","2023-12-15","Code"
"Right","Code_341","http://www.cdisc.org","C25228","681872de-e450-4284-aedd-82645a27663c","2023-12-15","Code"
"Laterality","Code_342","http://www.cdisc.org","C25185","8bba0a06-eaba-451a-9cb5-9d113e6aa6f0","2023-12-15","Code"
"SYSBP","Code_343","http://www.cdisc.org","C25298","db2a3e64-f1df-4833-81c2-31372416ebec","2023-12-15","Code"
"DIABP","Code_344","http://www.cdisc.org","C25299","b4c8ceb6-42cd-4ef3-af00-4b600d1bbc9f","2023-12-15","Code"
"Clinical Test Result","Code_345","http://www.cdisc.org","C77140","fc247db4-1d1e-43ce-839d-288e405676ba","2023-12-15","Code"
"Unit of Pressure","Code_346","http://www.cdisc.org","C49669","25ef408d-9ecf-487f-9687-d9929cbed46e","2023-12-15","Code"
"Sitting","Code_347","http://www.cdisc.org","C62122","116adfa7-fbb0-4f4c-9b71-127ba2707329","2023-12-15","Code"
"Standing","Code_348","http://www.cdisc.org","C62166","6c5e1fe4-c93a-448e-91e7-0226642e329a","2023-12-15","Code"
"Supine Position","Code_349","http://www.cdisc.org","C62167","500cae2a-c869-4ed1-9776-b7a5dec04d19","2023-12-15","Code"
"Body Position","Code_350","http://www.cdisc.org","C62164","a8b63366-e85b-492c-b8a1-777f2c18ffe0","2023-12-15","Code"
"Brachial Artery","Code_351","http://www.cdisc.org","C12681","0942f4b0-ab68-483a-9826-4f1961e9ca48","2023-12-15","Code"
"Common Carotid Artery","Code_352","http://www.cdisc.org","C12687","4a8455ad-fd4d-4560-932c-5f31c843ce92","2023-12-15","Code"
"Dorsalis Pedis Artery","Code_353","http://www.cdisc.org","C32478","0a6c0fb0-b0eb-41e4-9fec-c82e1456e352","2023-12-15","Code"
"Femoral Artery","Code_354","http://www.cdisc.org","C12715","c23bd74d-7387-4b44-b412-62c992f1141d","2023-12-15","Code"
"Radial Artery","Code_355","http://www.cdisc.org","C12838","df78c500-9048-492c-aa8b-366f824ffb7c","2023-12-15","Code"
"Anatomic Site","Code_356","http://www.cdisc.org","C13717","bc091ede-5bf8-4bd9-bb3e-6605b3392034","2023-12-15","Code"
"Left","Code_357","http://www.cdisc.org","C25229","ef60b5af-c86b-4b04-8f7b-42f75609190a","2023-12-15","Code"
"Right","Code_358","http://www.cdisc.org","C25228","54b997c1-9b82-4d58-b501-02a2df2a0b70","2023-12-15","Code"
"Laterality","Code_359","http://www.cdisc.org","C25185","e61ec316-5fa6-4d6f-bf09-c0e4f51c7c6a","2023-12-15","Code"
"DIABP","Code_360","http://www.cdisc.org","C25299","9aff607d-7641-4bb1-b601-80f8b16dec8d","2023-12-15","Code"
"HR","Code_361","http://www.cdisc.org","C49677","8885b316-bc9a-4142-8190-dde6ba9d3312","2023-12-15","Code"
"Clinical Test Result","Code_362","http://www.cdisc.org","C77140","6c54879a-e558-4bff-bf65-81b5b609ad63","2023-12-15","Code"
"Count per Minute","Code_363","http://www.cdisc.org","C73688","7dcde5a9-ffc0-4260-8755-5868b9df8ad2","2023-12-15","Code"
"Sitting","Code_364","http://www.cdisc.org","C62122","a6b66976-686f-4667-a04a-794cb9592ffc","2023-12-15","Code"
"Standing","Code_365","http://www.cdisc.org","C62166","44bd6e10-3fee-4bd4-bfe7-36783805ef8a","2023-12-15","Code"
"Supine Position","Code_366","http://www.cdisc.org","C62167","b70cf269-0c0a-4444-90d9-95aa703773df","2023-12-15","Code"
"Body Position","Code_367","http://www.cdisc.org","C62164","e0c14634-eb6a-4f50-8d1e-de4add422b81","2023-12-15","Code"
"Brachial Artery","Code_368","http://www.cdisc.org","C12681","ca28d379-588e-4756-9d69-d47c727ceab9","2023-12-15","Code"
"Common Carotid Artery","Code_369","http://www.cdisc.org","C12687","24c0e589-afb2-4565-ac09-d52574bdaecb","2023-12-15","Code"
"Dorsalis Pedis Artery","Code_370","http://www.cdisc.org","C32478","8411cc00-11ec-4468-b638-2438fec2ab96","2023-12-15","Code"
"Femoral Artery","Code_371","http://www.cdisc.org","C12715","a0740a6b-a6f5-461f-ab16-918b9bd235ac","2023-12-15","Code"
"Radial Artery","Code_372","http://www.cdisc.org","C12838","d46923a6-bdcd-476a-ad85-2c2518bc18e4","2023-12-15","Code"
"Anatomic Site","Code_373","http://www.cdisc.org","C13717","38a95d06-148b-46cb-8de9-233da917220d","2023-12-15","Code"
"Left","Code_374","http://www.cdisc.org","C25229","adf103c3-aebd-4448-b5ea-594cc913b7d3","2023-12-15","Code"
"Right","Code_375","http://www.cdisc.org","C25228","f030ea0b-bc62-47f5-bece-d5858a5c4647","2023-12-15","Code"
"Laterality","Code_376","http://www.cdisc.org","C25185","ff1cce33-9f2c-40b6-8371-65f564932027","2023-12-15","Code"
"HR","Code_377","http://www.cdisc.org","C49677","869edcd9-48bf-4028-a85b-dc2dc06813aa","2023-12-15","Code"
"SYSBP","Code_378","http://www.cdisc.org","C25298","ddcc4d78-3cae-4a82-b47f-3eee988bac40","2023-12-15","Code"
"Clinical Test Result","Code_379","http://www.cdisc.org","C77140","81e30d36-96b2-44fa-a98a-4e601f588af2","2023-12-15","Code"
"Unit of Pressure","Code_380","http://www.cdisc.org","C49669","2d3227f3-d165-4f70-a796-9db2b9bcf3bf","2023-12-15","Code"
"Sitting","Code_381","http://www.cdisc.org","C62122","cb7c4bb7-9f38-4497-b9f1-0917147d0562","2023-12-15","Code"
"Standing","Code_382","http://www.cdisc.org","C62166","49d8fd10-dd78-46bb-9095-2655013b22e6","2023-12-15","Code"
