"code","uuid:ID","decode","codeSystemVersion","instanceType","id","codeSystem"
"C49488","4df9a1d8-5041-474e-86c2-4fdaae318a81","Yes","2023-12-15","Code","Code_168","http://www.cdisc.org"
"C113380","630f0fce-b0bc-42d0-bb54-c8e16f155f87","Disabling Adverse Event","2023-12-15","Code","Code_169","http://www.cdisc.org"
"C49487","e090c83f-e0ea-47b7-b8d8-118b790812b8","No","2023-12-15","Code","Code_170","http://www.cdisc.org"
"C49488","4b83e411-6684-467a-b7f6-e84b8de63eb8","Yes","2023-12-15","Code","Code_171","http://www.cdisc.org"
"C48275","26655d60-df3c-46a2-8cf6-d6c982f57a6c","Death Related to Adverse Event","2023-12-15","Code","Code_172","http://www.cdisc.org"
"C49487","2195de63-9ab4-4793-888b-6a364652c6dc","No","2023-12-15","Code","Code_173","http://www.cdisc.org"
"C49488","a0d1d806-9380-4fda-8fd1-5fbc06c4f82d","Yes","2023-12-15","Code","Code_174","http://www.cdisc.org"
"C83052","9cc4c0ca-6801-4960-ab1c-369920ca6ecc","Adverse Event associated with Hospitalization","2023-12-15","Code","Code_175","http://www.cdisc.org"
"C49487","43a7845f-68a5-43db-8e57-0e1b40e04288","No","2023-12-15","Code","Code_176","http://www.cdisc.org"
"C49488","eb77d22a-ebc6-498d-b1db-d975197fa67a","Yes","2023-12-15","Code","Code_177","http://www.cdisc.org"
"C84266","bd43b1bd-1ddc-407e-900d-eb7fe606f9f8","Life Threatening Adverse Event","2023-12-15","Code","Code_178","http://www.cdisc.org"
"C49487","928ee4f7-fa63-4ffc-b84e-4e4a04a45306","No","2023-12-15","Code","Code_179","http://www.cdisc.org"
"C49488","4066faad-dbe2-47e6-8877-223ae949f0f3","Yes","2023-12-15","Code","Code_180","http://www.cdisc.org"
"C83214","0e509bd7-b1a2-4e91-9e2c-31894f7207ec","Adverse Event Occurred with Overdose","2023-12-15","Code","Code_181","http://www.cdisc.org"
"C49487","478cfcf6-70d8-4742-8c87-648d69304624","No","2023-12-15","Code","Code_182","http://www.cdisc.org"
"C49488","ddd9e4be-8d3f-4e0d-98ac-ced1522de332","Yes","2023-12-15","Code","Code_183","http://www.cdisc.org"
"C83053","6964fcf9-fd32-4c7d-b8fd-468e20cd19cf","Adverse Event Associated with Serious Medical Event","2023-12-15","Code","Code_184","http://www.cdisc.org"
"C49487","ed0abf85-c116-45f2-817f-e3d70495c1c5","No","2023-12-15","Code","Code_185","http://www.cdisc.org"
"C49488","ee9827ae-aeba-4395-83b7-1c4bec755974","Yes","2023-12-15","Code","Code_186","http://www.cdisc.org"
"C83199","518b9313-fe3f-41e4-ab46-1e6f90b7882e","Adverse Event Concomitant Treatment","2023-12-15","Code","Code_187","http://www.cdisc.org"
"C83215","399ea149-69ad-457d-b8c8-26635cb0201a","Adverse Event Start Date Time","2023-12-15","Code","Code_188","http://www.cdisc.org"
"C83201","dabd092b-a702-4cb4-9407-b2329f8f65ab","Adverse Event End Date Time","2023-12-15","Code","Code_189","http://www.cdisc.org"
"C179175","1fff2d4c-0f27-4791-af89-332e537cfe19","Solicited Adverse Event","2023-12-15","Code","Code_190","http://www.cdisc.org"
"C25298","4066264c-4c30-4b42-9322-f3d9dd4068db","SYSBP","2023-12-15","Code","Code_191","http://www.cdisc.org"
"C77140","c0df4556-513b-4c0c-96e6-6c7f5d6d37e4","Clinical Test Result","2023-12-15","Code","Code_192","http://www.cdisc.org"
"C49669","effb31ee-86bc-47a1-a53a-fc5fb558d546","Unit of Pressure","2023-12-15","Code","Code_193","http://www.cdisc.org"
"C62122","47819c1c-267e-47d8-baee-5324b6c998a1","Sitting","2023-12-15","Code","Code_194","http://www.cdisc.org"
"C62166","77e74f46-4d94-4674-acfc-232b9738735a","Standing","2023-12-15","Code","Code_195","http://www.cdisc.org"
"C62167","5dac5f46-c1db-44cd-823b-01b9570363e2","Supine Position","2023-12-15","Code","Code_196","http://www.cdisc.org"
"C62164","90acdf6a-f1c0-4157-903e-ed06c4847afa","Body Position","2023-12-15","Code","Code_197","http://www.cdisc.org"
"C12681","2425f33c-cad9-4da1-bb09-06e3ac30458a","Brachial Artery","2023-12-15","Code","Code_198","http://www.cdisc.org"
"C12687","55666d42-78a5-47ea-9d8a-7c7a5b3e1258","Common Carotid Artery","2023-12-15","Code","Code_199","http://www.cdisc.org"
"C32478","275b52cc-f535-4b7b-bee2-7f264f569171","Dorsalis Pedis Artery","2023-12-15","Code","Code_200","http://www.cdisc.org"
"C12715","83885e75-4e4a-4c52-bfbf-2ac6cdea053b","Femoral Artery","2023-12-15","Code","Code_201","http://www.cdisc.org"
"C12838","22629824-7419-425d-86ad-5d6ab88ee454","Radial Artery","2023-12-15","Code","Code_202","http://www.cdisc.org"
"C13717","8e6e63f1-5e21-4477-9e3d-9a490a26749a","Anatomic Site","2023-12-15","Code","Code_203","http://www.cdisc.org"
"C25229","7e8b0bf6-ad1a-435a-b1e6-f0d03247393f","Left","2023-12-15","Code","Code_204","http://www.cdisc.org"
"C25228","e9fe0751-737c-4e63-9915-a0ad30161996","Right","2023-12-15","Code","Code_205","http://www.cdisc.org"
"C25185","74026d52-4868-426c-8628-ea51834a9847","Laterality","2023-12-15","Code","Code_206","http://www.cdisc.org"
"C25298","f369cf93-5b1a-4b74-a504-98769c026b56","SYSBP","2023-12-15","Code","Code_207","http://www.cdisc.org"
"C25299","b99f0a05-f34b-4263-a212-84cee949d7cc","DIABP","2023-12-15","Code","Code_208","http://www.cdisc.org"
"C77140","c2c55ebe-ee13-4722-89c8-102d01789c4e","Clinical Test Result","2023-12-15","Code","Code_209","http://www.cdisc.org"
"C49669","25653dfa-6b08-46b2-8618-4e5144f00723","Unit of Pressure","2023-12-15","Code","Code_210","http://www.cdisc.org"
"C62122","071b7c0d-980a-43a3-9da8-f9c12c709c7c","Sitting","2023-12-15","Code","Code_211","http://www.cdisc.org"
"C62166","8b827db2-f923-4781-b105-827adebd6874","Standing","2023-12-15","Code","Code_212","http://www.cdisc.org"
"C62167","cf25323c-375c-4982-8477-d0a57d6b41c4","Supine Position","2023-12-15","Code","Code_213","http://www.cdisc.org"
"C62164","41abaa0b-d922-412b-818c-ce997abfa8f7","Body Position","2023-12-15","Code","Code_214","http://www.cdisc.org"
"C12681","d4adc691-981b-492f-98e4-60efd248feaa","Brachial Artery","2023-12-15","Code","Code_215","http://www.cdisc.org"
"C12687","f87b299c-9e7c-44a0-9d63-56710981e45f","Common Carotid Artery","2023-12-15","Code","Code_216","http://www.cdisc.org"
"C32478","ea163e05-d403-4ff0-97a5-4a079b3330db","Dorsalis Pedis Artery","2023-12-15","Code","Code_217","http://www.cdisc.org"
"C12715","a29ffb83-5df6-46cd-95a7-9e6775c1708f","Femoral Artery","2023-12-15","Code","Code_218","http://www.cdisc.org"
"C12838","8a9d233b-3ae6-4843-a54f-8d357cbb6425","Radial Artery","2023-12-15","Code","Code_219","http://www.cdisc.org"
"C13717","0e30b0d5-b83f-4ba5-a85e-9c12a99c3f58","Anatomic Site","2023-12-15","Code","Code_220","http://www.cdisc.org"
"C25229","2296a759-4555-4729-bb77-1c0479cc4f54","Left","2023-12-15","Code","Code_221","http://www.cdisc.org"
"C25228","b2fc2189-9b75-43bc-ba73-f6968f5c6309","Right","2023-12-15","Code","Code_222","http://www.cdisc.org"
"C25185","c6b6d43a-d214-4191-bca3-e2472ccc3fc9","Laterality","2023-12-15","Code","Code_223","http://www.cdisc.org"
"C25299","fa0cfc8c-01a9-45b9-b90a-80b7e577e633","DIABP","2023-12-15","Code","Code_224","http://www.cdisc.org"
"C174446","86e49fde-216c-4cd3-9561-250693dd71af","TEMP","2023-12-15","Code","Code_225","http://www.cdisc.org"
"C77140","1ceed4eb-e14c-4ce2-a5a4-b2eea3c35874","Clinical Test Result","2023-12-15","Code","Code_226","http://www.cdisc.org"
"C42559","0e94e087-849e-4faf-aa42-2ea8e315299c","Degree Celsius","2023-12-15","Code","Code_227","http://www.cdisc.org"
"C44277","01ec9ffa-2252-4d72-af63-4359902b8843","Degree Fahrenheit","2023-12-15","Code","Code_228","http://www.cdisc.org"
"C42537","71e334f4-7f39-4d61-9338-0c562758a59d","Kelvin","2023-12-15","Code","Code_229","http://www.cdisc.org"
"C44276","18103c4e-7cd6-4173-9e2e-0dcf9e24e24f","Unit of Temperature","2023-12-15","Code","Code_230","http://www.cdisc.org"
"C12674","8a524e6f-e26c-445e-9fe1-1ce49b7fc3be","Axilla","2023-12-15","Code","Code_231","http://www.cdisc.org"
"C12394","96b629e1-74a4-4bb4-bbe6-1e833c6aad9d","Ear","2023-12-15","Code","Code_232","http://www.cdisc.org"
"C89803","0d9e0f20-4aab-450c-b943-2f334230f5b9","Forehead","2023-12-15","Code","Code_233","http://www.cdisc.org"
"C12421","f7df1e53-d7fa-43c1-8a34-1448b0e11972","Oral Cavity","2023-12-15","Code","Code_234","http://www.cdisc.org"
"C12390","7cea4a35-ffab-4096-b29c-b700af46aed6","Rectum","2023-12-15","Code","Code_235","http://www.cdisc.org"
"C13717","6e4c2d58-7708-4222-b72e-80ba5bbebcae","Anatomic Site","2023-12-15","Code","Code_236","http://www.cdisc.org"
"C174446","b02a6c9b-df0d-40f9-bd89-ea47ec882745","TEMP","2023-12-15","Code","Code_237","http://www.cdisc.org"
"C25208","631fd524-3520-4376-b839-3b74c6240f07","WEIGHT","2023-12-15","Code","Code_238","http://www.cdisc.org"
"C77140","cd1c779a-b648-4c3a-a86f-69f27c2a4658","Clinical Test Result","2023-12-15","Code","Code_239","http://www.cdisc.org"
"C48531","3f23306e-7a58-43f5-8359-4fd9dbadd306","Pound","2023-12-15","Code","Code_240","http://www.cdisc.org"
"C48155","1a9894b2-ddbe-4d13-b4c4-82726270ec7f","Gram","2023-12-15","Code","Code_241","http://www.cdisc.org"
"C28252","b17a2f7a-07da-4d40-b89b-0d85931c626d","Kilogram","2023-12-15","Code","Code_242","http://www.cdisc.org"
"C48208","02c46649-8c21-4fc7-9dcf-9b9c7df5e759","Unit of Weight","2023-12-15","Code","Code_243","http://www.cdisc.org"
"C25208","51f6fa20-dbf0-470b-95f1-1380aae2f743","WEIGHT","2023-12-15","Code","Code_244","http://www.cdisc.org"
"C25347","fdc8f03e-a092-494d-8d01-c6769199a5f5","HEIGHT","2023-12-15","Code","Code_245","http://www.cdisc.org"
"C77140","ca054d76-b2b8-4f2b-80f9-0bd09d2bdd98","Clinical Test Result","2023-12-15","Code","Code_246","http://www.cdisc.org"
"C49668","b259b79a-be7a-410c-b949-8c6cbd3ef7cd","Centimeter","2023-12-15","Code","Code_247","http://www.cdisc.org"
"C48500","8f04678c-1e6f-43be-84b4-af6bc50cd36f","Inch","2023-12-15","Code","Code_248","http://www.cdisc.org"
"C41139","a84db0e3-5a68-455b-bc75-0a6a83675575","Meter","2023-12-15","Code","Code_249","http://www.cdisc.org"
"C168688","d19b1685-58ad-41e7-8ed4-0fd3fc0f96d5","Unit of Height","2023-12-15","Code","Code_250","http://www.cdisc.org"
"C25347","544435a7-1a01-449d-9c7a-718359b23793","HEIGHT","2023-12-15","Code","Code_251","http://www.cdisc.org"
"C64433","353fd3f0-2d20-4a2d-8b00-01bd72a58a46","ALT","2023-12-15","Code","Code_252","http://www.cdisc.org"
"C36292","2714c88e-9c4a-40ce-b734-23ca5a480e10","Laboratory Test Result","2023-12-15","Code","Code_253","http://www.cdisc.org"
"C67456","cfdcc27b-d319-40de-a00d-57abac8e435f","Unit per Liter","2023-12-15","Code","Code_254","http://www.cdisc.org"
"C67397","48b52ea1-45c1-479d-91b3-f6205ec2096c","Microkatal per Liter","2023-12-15","Code","Code_255","http://www.cdisc.org"
"C67376","36cff5d0-02a5-4386-8898-f46f71618ac2","International Unit per Liter","2023-12-15","Code","Code_256","http://www.cdisc.org"
"C70510","1346b8a7-887b-43eb-8d33-6d8d8444dede","Nanokatal per Liter","2023-12-15","Code","Code_257","http://www.cdisc.org"
"C67365","b34c6b35-5e82-4a21-bff1-d55d58d3b26e","Unit of Catalytic Activity Concentration","2023-12-15","Code","Code_258","http://www.cdisc.org"
"C70713","135a90c1-2e2f-4a00-b52f-1d12d164576e","Biospecimen Type","2023-12-15","Code","Code_259","http://www.cdisc.org"
"C49487","a2fbea74-eea5-4b15-8298-ee7ebebc629c","No","2023-12-15","Code","Code_260","http://www.cdisc.org"
"C49488","9bc58934-7776-4582-9d7d-34c4e66323ec","Yes","2023-12-15","Code","Code_261","http://www.cdisc.org"
"C83309","0f6429ee-9dfc-4b8f-be66-0d8c77d32100","Laboratory Test Fasting Status","2023-12-15","Code","Code_262","http://www.cdisc.org"
"C64433","5b9a47f0-249f-4503-a2d0-65958957b503","ALT","2023-12-15","Code","Code_263","http://www.cdisc.org"
"C64431","5d5e444d-5c5a-461a-835f-d31fe3ccae10","ALB","2023-12-15","Code","Code_264","http://www.cdisc.org"
"C36292","0e227baa-6b0b-4aa3-85ee-5b8e4f4d3439","Laboratory Test Result","2023-12-15","Code","Code_265","http://www.cdisc.org"
"C70713","bac78ea3-3e48-4742-b6e3-cac3666f71ed","Biospecimen Type","2023-12-15","Code","Code_266","http://www.cdisc.org"
"C49487","9bcf22c2-199c-4618-975c-a8cb9aa23620","No","2023-12-15","Code","Code_267","http://www.cdisc.org"
"C49488","3c583e9f-2a7b-4754-9c21-59514a466d83","Yes","2023-12-15","Code","Code_268","http://www.cdisc.org"
"C83309","aeef44f2-c51d-4c93-bebb-c2dd8af356ec","Laboratory Test Fasting Status","2023-12-15","Code","Code_269","http://www.cdisc.org"
"C64431","1945a052-6879-439b-9316-a83496c86e09","ALB","2023-12-15","Code","Code_270","http://www.cdisc.org"
"C64432","bde3b9e7-e51c-462b-a194-776dd165bdac","ALP","2023-12-15","Code","Code_271","http://www.cdisc.org"
"C36292","5e70bda2-5860-4503-9857-47313c7e8855","Laboratory Test Result","2023-12-15","Code","Code_272","http://www.cdisc.org"
"C67456","653f9d03-f935-432d-9230-da0959f9a98e","Unit per Liter","2023-12-15","Code","Code_273","http://www.cdisc.org"
"C67397","fd5724dc-cdec-4de7-bc69-e8550564e9e7","Microkatal per Liter","2023-12-15","Code","Code_274","http://www.cdisc.org"
"C67376","2a838f4c-1a7e-418d-8ac5-fd4e887008e4","International Unit per Liter","2023-12-15","Code","Code_275","http://www.cdisc.org"
"C67365","3de3f5f8-b136-4075-bf6f-54d1aeddd3e9","Unit of Catalytic Activity Concentration","2023-12-15","Code","Code_276","http://www.cdisc.org"
"C70713","b4dc20ac-0e7c-46d8-84c7-c77ac6b17cba","Biospecimen Type","2023-12-15","Code","Code_277","http://www.cdisc.org"
"C49487","c37a16c0-9324-43ae-892c-38da6345b9c8","No","2023-12-15","Code","Code_278","http://www.cdisc.org"
"C49488","f94caec0-38ef-44d9-88c2-a912cf037828","Yes","2023-12-15","Code","Code_279","http://www.cdisc.org"
"C83309","319d846e-1c03-481c-b586-17a8980b16be","Laboratory Test Fasting Status","2023-12-15","Code","Code_280","http://www.cdisc.org"
"C64432","931151bc-fe8b-4eac-8e05-b154d78ed0b1","ALP","2023-12-15","Code","Code_281","http://www.cdisc.org"
"C64467","c618dc83-7392-479c-981f-cf35ddfee9db","AST","2023-12-15","Code","Code_282","http://www.cdisc.org"
"C36292","5c94521a-552e-4cab-a48a-f151e11d3170","Laboratory Test Result","2023-12-15","Code","Code_283","http://www.cdisc.org"
"C67456","fd0c15aa-c4e2-46f0-bd7d-92ec4f8617ed","Unit per Liter","2023-12-15","Code","Code_284","http://www.cdisc.org"
"C67397","2256eb9d-37ee-4189-b229-2a352093a9c9","Microkatal per Liter","2023-12-15","Code","Code_285","http://www.cdisc.org"
"C67376","cfaba9f2-49a4-495e-9fa3-cef22c83afb7","International Unit per Liter","2023-12-15","Code","Code_286","http://www.cdisc.org"
"C67365","05b721a0-1a1f-49fe-9d34-44214439868d","Unit of Catalytic Activity Concentration","2023-12-15","Code","Code_287","http://www.cdisc.org"
"C70713","7ee0236a-d14c-4efa-88b7-e66bd894e07f","Biospecimen Type","2023-12-15","Code","Code_288","http://www.cdisc.org"
"C49487","adb2a16a-760b-4a8c-ba04-a4c998369a42","No","2023-12-15","Code","Code_289","http://www.cdisc.org"
"C49488","6493244c-8fc9-45cd-865e-479fe6a2ab3e","Yes","2023-12-15","Code","Code_290","http://www.cdisc.org"
"C83309","323387c9-5bd4-484c-a328-39cdea86c359","Laboratory Test Fasting Status","2023-12-15","Code","Code_291","http://www.cdisc.org"
"C64467","50ebbfd4-8762-445e-a043-3966e8914f02","AST","2023-12-15","Code","Code_292","http://www.cdisc.org"
"C64547","12c56b3a-64e6-4836-b482-5ff418fd026b","CREAT","2023-12-15","Code","Code_293","http://www.cdisc.org"
"C36292","290de1c2-16ac-40f1-843c-19408940dacd","Laboratory Test Result","2023-12-15","Code","Code_294","http://www.cdisc.org"
"C67015","f12839f6-c48f-4cef-97e0-b57b53d355e2","Milligram per Deciliter","2023-12-15","Code","Code_295","http://www.cdisc.org"
"C64572","86a31edd-0a0b-402e-a0b0-62bd96275987","Microgram per Milliliter","2023-12-15","Code","Code_296","http://www.cdisc.org"
"C64387","66427fe0-2bb8-4d92-8193-aca9baa56b51","Millimole per Liter","2023-12-15","Code","Code_297","http://www.cdisc.org"
"C48508","421c0b15-ff74-4826-b754-cfb799c91808","Micromole per Liter","2023-12-15","Code","Code_298","http://www.cdisc.org"
"C48207","d16c79f1-6765-4126-abdd-dfe6ccd462d3","Unit of Concentration","2023-12-15","Code","Code_299","http://www.cdisc.org"
"C70713","4c18c45d-33e6-4617-9e1d-7b9150e0fb43","Biospecimen Type","2023-12-15","Code","Code_300","http://www.cdisc.org"
"C49487","391c3d31-4aff-4e7a-86e8-98cb9c7ff04a","No","2023-12-15","Code","Code_301","http://www.cdisc.org"
"C49488","b977d2fd-74c2-4bc4-82ed-d8030894c086","Yes","2023-12-15","Code","Code_302","http://www.cdisc.org"
"C83309","6a6a103d-a3e1-4214-a288-420b39b86330","Laboratory Test Fasting Status","2023-12-15","Code","Code_303","http://www.cdisc.org"
"C64547","48e0c8dc-0c0d-4e3e-b803-4ab3611e7e19","CREAT","2023-12-15","Code","Code_304","http://www.cdisc.org"
"C64853","545db5c7-e51b-42e5-9f2e-602b15a52e8a","K","2023-12-15","Code","Code_305","http://www.cdisc.org"
"C36292","65df49b5-664b-4d74-9ccc-0f85d9a0c607","Laboratory Test Result","2023-12-15","Code","Code_306","http://www.cdisc.org"
"C67474","e52877d8-35a1-4c59-9cb4-a7c3c64f1ae4","Milliequivalent per Liter","2023-12-15","Code","Code_307","http://www.cdisc.org"
"C67473","8cbe2edc-e4e6-422f-956e-0b7825dea058","Milliequivalent per Deciliter","2023-12-15","Code","Code_308","http://www.cdisc.org"
"C64387","fa737fba-9e9b-46c2-9399-97b0fed7b3fb","Millimole per Liter","2023-12-15","Code","Code_309","http://www.cdisc.org"
"C64567","109a5be5-bdb8-4231-97fb-4ce920c5e287","Molarity Unit","2023-12-15","Code","Code_310","http://www.cdisc.org"
"C70713","84256e17-d467-4af9-8a85-55d07c06a8a2","Biospecimen Type","2023-12-15","Code","Code_311","http://www.cdisc.org"
"C49487","ae198779-fd36-4d33-b938-6417176f6618","No","2023-12-15","Code","Code_312","http://www.cdisc.org"
"C49488","da920483-8d51-49ef-9af3-067b69b5bbf3","Yes","2023-12-15","Code","Code_313","http://www.cdisc.org"
"C83309","c0857aaf-cf87-4862-b41e-687a60e1260c","Laboratory Test Fasting Status","2023-12-15","Code","Code_314","http://www.cdisc.org"
"C64853","6d8ed843-6043-4930-9c82-eb4bfa6d9553","K","2023-12-15","Code","Code_315","http://www.cdisc.org"
"C64809","65051a3f-e10b-44d2-bffe-6aea27525f83","SODIUM","2023-12-15","Code","Code_316","http://www.cdisc.org"
"C36292","ad72c52c-e1d4-4cf4-a085-7b166f2adced","Laboratory Test Result","2023-12-15","Code","Code_317","http://www.cdisc.org"
"C67474","e67c05e5-84dd-4d1a-9b53-24ed7ff30fbc","Milliequivalent per Liter","2023-12-15","Code","Code_318","http://www.cdisc.org"
"C67473","da376043-7588-4f2c-a30a-87202880a553","Milliequivalent per Deciliter","2023-12-15","Code","Code_319","http://www.cdisc.org"
"C64387","591e0fdd-a250-4118-9808-1cf8932f64b2","Millimole per Liter","2023-12-15","Code","Code_320","http://www.cdisc.org"
"C64567","6992be0f-ae9c-40c7-b99b-cca0491360c0","Molarity Unit","2023-12-15","Code","Code_321","http://www.cdisc.org"
"C70713","f42e6a72-ad39-48e4-bc57-2c9b32458f04","Biospecimen Type","2023-12-15","Code","Code_322","http://www.cdisc.org"
"C49487","d1f485e0-e303-413f-9344-fd292298c3fc","No","2023-12-15","Code","Code_323","http://www.cdisc.org"
"C49488","48b33db7-b99c-47c5-bba0-19a5d9882523","Yes","2023-12-15","Code","Code_324","http://www.cdisc.org"
"C83309","2651c53b-c995-4ec8-a2cd-306f5fb2d415","Laboratory Test Fasting Status","2023-12-15","Code","Code_325","http://www.cdisc.org"
"C64809","506d6199-0e44-4311-a07b-dcad94f6cc80","SODIUM","2023-12-15","Code","Code_326","http://www.cdisc.org"
"C25298","bcdbb485-fb36-4e3c-b4e2-28fb5781a810","SYSBP","2023-12-15","Code","Code_327","http://www.cdisc.org"
"C77140","49187f49-6abd-4280-adf6-f7512bd4d74a","Clinical Test Result","2023-12-15","Code","Code_328","http://www.cdisc.org"
"C49669","385536dc-fc30-4280-9027-f4c31e6db892","Unit of Pressure","2023-12-15","Code","Code_329","http://www.cdisc.org"
"C62122","4715cd6a-0608-41df-9b2b-733a59bb6d83","Sitting","2023-12-15","Code","Code_330","http://www.cdisc.org"
"C62166","bbfc5e7a-07dd-4a97-a7b4-c4a35871b859","Standing","2023-12-15","Code","Code_331","http://www.cdisc.org"
"C62167","88c2e73e-0daf-4847-aaf0-5959247b1588","Supine Position","2023-12-15","Code","Code_332","http://www.cdisc.org"
"C62164","5818f8db-cf05-4cb2-a6af-cadc8bc49654","Body Position","2023-12-15","Code","Code_333","http://www.cdisc.org"
"C12681","a4a13824-ebbf-47a2-966f-569ce1dc285f","Brachial Artery","2023-12-15","Code","Code_334","http://www.cdisc.org"
"C12687","c7927d4a-fdaa-4185-983e-e1bffe26d570","Common Carotid Artery","2023-12-15","Code","Code_335","http://www.cdisc.org"
"C32478","c1f82549-56dc-4ba6-a565-7f2d0bbabebe","Dorsalis Pedis Artery","2023-12-15","Code","Code_336","http://www.cdisc.org"
"C12715","214728b3-07bd-479d-b6d6-ad9fa0db462d","Femoral Artery","2023-12-15","Code","Code_337","http://www.cdisc.org"
"C12838","aa894093-2aaa-4ebe-80d6-76097d530dd3","Radial Artery","2023-12-15","Code","Code_338","http://www.cdisc.org"
"C13717","b03005b4-7092-4c0e-901a-9669869e8021","Anatomic Site","2023-12-15","Code","Code_339","http://www.cdisc.org"
"C25229","1717284b-ca1c-48d2-b38f-4ab621e8642e","Left","2023-12-15","Code","Code_340","http://www.cdisc.org"
"C25228","cfbfd63e-fe40-403e-b1d8-3b66d72a847b","Right","2023-12-15","Code","Code_341","http://www.cdisc.org"
"C25185","68e5e7ba-9ebe-411b-95dd-966567b38a09","Laterality","2023-12-15","Code","Code_342","http://www.cdisc.org"
"C25298","87450c0a-e9e4-423a-80aa-45e91c1f16ff","SYSBP","2023-12-15","Code","Code_343","http://www.cdisc.org"
"C25299","c34c6cbc-2d6e-4b18-b36a-99c30cd18b0a","DIABP","2023-12-15","Code","Code_344","http://www.cdisc.org"
"C77140","3f9928ed-5dc9-4391-8ad2-585756c291ad","Clinical Test Result","2023-12-15","Code","Code_345","http://www.cdisc.org"
"C49669","ddc09da7-beb9-4618-b48c-a658984e62db","Unit of Pressure","2023-12-15","Code","Code_346","http://www.cdisc.org"
"C62122","730933f0-386c-4129-a239-12212b905788","Sitting","2023-12-15","Code","Code_347","http://www.cdisc.org"
"C62166","afa06f27-a31c-443b-8150-2853323b73ce","Standing","2023-12-15","Code","Code_348","http://www.cdisc.org"
"C62167","ddb3acac-85d6-4957-9b24-bd6c26b1ed1e","Supine Position","2023-12-15","Code","Code_349","http://www.cdisc.org"
"C62164","103a9a14-2987-4cb8-8a21-eb6954501c4a","Body Position","2023-12-15","Code","Code_350","http://www.cdisc.org"
"C12681","a59c6afb-7102-422e-974c-364e0a5daf9c","Brachial Artery","2023-12-15","Code","Code_351","http://www.cdisc.org"
"C12687","671c40cb-501f-4aa7-aca7-ae1e22c4bdb2","Common Carotid Artery","2023-12-15","Code","Code_352","http://www.cdisc.org"
"C32478","88b2ce72-01b9-4dbd-a6d3-d81fef69a647","Dorsalis Pedis Artery","2023-12-15","Code","Code_353","http://www.cdisc.org"
"C12715","61eb0097-0aa6-4f65-9234-ffe52ddf5e02","Femoral Artery","2023-12-15","Code","Code_354","http://www.cdisc.org"
"C12838","80e7c671-be59-4369-a172-370d783a474d","Radial Artery","2023-12-15","Code","Code_355","http://www.cdisc.org"
"C13717","d6d6622f-088b-440b-b0a6-90d5ac00658a","Anatomic Site","2023-12-15","Code","Code_356","http://www.cdisc.org"
"C25229","496f9771-23e8-4518-ac7a-0179f5939dcf","Left","2023-12-15","Code","Code_357","http://www.cdisc.org"
"C25228","50c6bbf1-4385-4455-aa28-a4d356822acb","Right","2023-12-15","Code","Code_358","http://www.cdisc.org"
"C25185","824dc0ef-c09c-46db-bb54-5329f8c85ae0","Laterality","2023-12-15","Code","Code_359","http://www.cdisc.org"
"C25299","b1ec4174-ea47-465c-9d0a-81f820319d87","DIABP","2023-12-15","Code","Code_360","http://www.cdisc.org"
"C49677","a9bd76bb-2d6f-48d5-90ad-2423507b990e","HR","2023-12-15","Code","Code_361","http://www.cdisc.org"
"C77140","3514c01a-a909-46a5-84ed-60c4277ca20f","Clinical Test Result","2023-12-15","Code","Code_362","http://www.cdisc.org"
"C73688","f6d90a33-7ec2-4087-bdad-3e7b6f2d9f5d","Count per Minute","2023-12-15","Code","Code_363","http://www.cdisc.org"
"C62122","f1575f23-acbb-4f22-bf3d-bb3682aeb95a","Sitting","2023-12-15","Code","Code_364","http://www.cdisc.org"
"C62166","5a6e0e6d-2ebf-4c9e-8d05-4fa21a2d5220","Standing","2023-12-15","Code","Code_365","http://www.cdisc.org"
"C62167","55293800-d539-4b17-9607-7baf81012662","Supine Position","2023-12-15","Code","Code_366","http://www.cdisc.org"
"C62164","fb167af0-50af-4990-aa8a-77cbfc27f24d","Body Position","2023-12-15","Code","Code_367","http://www.cdisc.org"
"C12681","a2485215-512e-4b16-bb00-c40cfcfbb1e2","Brachial Artery","2023-12-15","Code","Code_368","http://www.cdisc.org"
"C12687","43b51904-7592-4768-9bee-c30a16623545","Common Carotid Artery","2023-12-15","Code","Code_369","http://www.cdisc.org"
"C32478","eb1a6929-67d2-437e-adb7-6e6a11b99d14","Dorsalis Pedis Artery","2023-12-15","Code","Code_370","http://www.cdisc.org"
"C12715","dd3ba6ab-7447-4d1e-b80e-1fe587849d68","Femoral Artery","2023-12-15","Code","Code_371","http://www.cdisc.org"
"C12838","1aaf3243-56ee-4dd2-9de4-103bbb163263","Radial Artery","2023-12-15","Code","Code_372","http://www.cdisc.org"
"C13717","7c68da0e-b2f9-4069-8e8b-bca4183040bb","Anatomic Site","2023-12-15","Code","Code_373","http://www.cdisc.org"
"C25229","5a9c9c57-cadd-47f4-948e-48db6f65dd9c","Left","2023-12-15","Code","Code_374","http://www.cdisc.org"
"C25228","ce2cef92-3eee-4ef3-a63e-a67b317be1f4","Right","2023-12-15","Code","Code_375","http://www.cdisc.org"
"C25185","fe3d30ca-15f5-47d2-86da-b9021842750b","Laterality","2023-12-15","Code","Code_376","http://www.cdisc.org"
"C49677","48360815-a8fa-4f37-87fd-59e24bc3b82e","HR","2023-12-15","Code","Code_377","http://www.cdisc.org"
