"codeSystem","codeSystemVersion","uuid:ID","instanceType","code","decode","id"
"http://www.cdisc.org","2023-12-15","a5b87183-280e-4b77-a8ff-5d57cdea1794","Code","C113380","Disabling Adverse Event","Code_169"
"http://www.cdisc.org","2023-12-15","9b94385c-471b-40e5-abca-6fc89fa19749","Code","C49487","No","Code_170"
"http://www.cdisc.org","2023-12-15","4d0bbbcd-832f-4ce1-bd20-97fc40888895","Code","C49488","Yes","Code_171"
"http://www.cdisc.org","2023-12-15","04bdd8f3-64a5-41c8-86e2-22ebf855ed30","Code","C48275","Death Related to Adverse Event","Code_172"
"http://www.cdisc.org","2023-12-15","2600e93e-1233-4882-8fc8-58db1c7214e3","Code","C49487","No","Code_173"
"http://www.cdisc.org","2023-12-15","79631ed4-b244-4e5f-801c-5d8a4b53252f","Code","C49488","Yes","Code_174"
"http://www.cdisc.org","2023-12-15","6c31ebaa-b893-4bdf-aa52-51084c11b7c9","Code","C83052","Adverse Event associated with Hospitalization","Code_175"
"http://www.cdisc.org","2023-12-15","c5f118d8-8f56-4227-9669-7f0f047449be","Code","C49487","No","Code_176"
"http://www.cdisc.org","2023-12-15","ad826075-bd50-4a8c-b953-52b0614ceb37","Code","C49488","Yes","Code_177"
"http://www.cdisc.org","2023-12-15","7a248ef6-3529-4932-ae6a-4be307dca552","Code","C84266","Life Threatening Adverse Event","Code_178"
"http://www.cdisc.org","2023-12-15","af63c1b5-510d-46f7-a870-b25667b61328","Code","C49487","No","Code_179"
"http://www.cdisc.org","2023-12-15","60a986eb-b65e-41e1-9fdc-200a65145418","Code","C49488","Yes","Code_180"
"http://www.cdisc.org","2023-12-15","8509fff5-045f-452d-bf50-8b4cc0261d37","Code","C83214","Adverse Event Occurred with Overdose","Code_181"
"http://www.cdisc.org","2023-12-15","bbf9c353-f4ae-4239-bbc7-a88d7d85b5af","Code","C49487","No","Code_182"
"http://www.cdisc.org","2023-12-15","e50d6754-f1f7-4549-9735-a0f42906a25e","Code","C49488","Yes","Code_183"
"http://www.cdisc.org","2023-12-15","966637a3-a4de-4a7a-8523-87d161169c10","Code","C83053","Adverse Event Associated with Serious Medical Event","Code_184"
"http://www.cdisc.org","2023-12-15","29aea464-3b59-4ae3-8b8c-3c813346aa21","Code","C49487","No","Code_185"
"http://www.cdisc.org","2023-12-15","e704a453-aaff-415f-90de-16d819e3652b","Code","C49488","Yes","Code_186"
"http://www.cdisc.org","2023-12-15","999df4a6-e1e2-4d86-a0bc-43340199fb07","Code","C83199","Adverse Event Concomitant Treatment","Code_187"
"http://www.cdisc.org","2023-12-15","b6dd9087-67ac-42fe-b44d-d8210a88c731","Code","C83215","Adverse Event Start Date Time","Code_188"
"http://www.cdisc.org","2023-12-15","d131fa90-fd1b-47f5-9d80-1e7b24df78d0","Code","C83201","Adverse Event End Date Time","Code_189"
"http://www.cdisc.org","2023-12-15","c1300b31-0525-4201-8d44-fd602d59c751","Code","C179175","Solicited Adverse Event","Code_190"
"http://www.cdisc.org","2023-12-15","2b15a13b-18f1-49d8-ac17-485abdbd2086","Code","C25298","SYSBP","Code_191"
"http://www.cdisc.org","2023-12-15","3fd588ec-00e6-4cfb-aa1a-9117fa18b691","Code","C77140","Clinical Test Result","Code_192"
"http://www.cdisc.org","2023-12-15","f702c473-d578-476c-9a80-45d2db253045","Code","C49669","Unit of Pressure","Code_193"
"http://www.cdisc.org","2023-12-15","4ddc8079-b070-4440-a321-90b0b72787aa","Code","C62122","Sitting","Code_194"
"http://www.cdisc.org","2023-12-15","5ba32450-b2f2-48a4-bddb-aaf3569ebb93","Code","C62166","Standing","Code_195"
"http://www.cdisc.org","2023-12-15","0938227d-8b15-454d-bfd0-01371c66f458","Code","C62167","Supine Position","Code_196"
"http://www.cdisc.org","2023-12-15","04a446aa-b92c-4e15-8779-8c4890e93e68","Code","C62164","Body Position","Code_197"
"http://www.cdisc.org","2023-12-15","5b5fff96-ef8c-419d-bc00-57c349b8877c","Code","C12681","Brachial Artery","Code_198"
"http://www.cdisc.org","2023-12-15","afe24a31-28f7-4701-8c59-b70ed5139072","Code","C12687","Common Carotid Artery","Code_199"
"http://www.cdisc.org","2023-12-15","57589562-24df-44f4-9ced-394d1ee7dcf6","Code","C32478","Dorsalis Pedis Artery","Code_200"
"http://www.cdisc.org","2023-12-15","1a73cf33-96d6-4f43-9904-a70edac0ba5d","Code","C12715","Femoral Artery","Code_201"
"http://www.cdisc.org","2023-12-15","53c0d65a-875d-4f32-9df4-39eacfa6342f","Code","C12838","Radial Artery","Code_202"
"http://www.cdisc.org","2023-12-15","50c84be9-7317-4ae0-8eeb-8fb87f793f45","Code","C13717","Anatomic Site","Code_203"
"http://www.cdisc.org","2023-12-15","1fd077f4-2887-4e12-a5ec-e13f7b26c7eb","Code","C25229","Left","Code_204"
"http://www.cdisc.org","2023-12-15","5fcdbdd6-88bc-458d-8548-320d7fb9c027","Code","C25228","Right","Code_205"
"http://www.cdisc.org","2023-12-15","eefb7265-3571-4498-b2bc-e2c9a29b91b8","Code","C25185","Laterality","Code_206"
"http://www.cdisc.org","2023-12-15","5d235620-aac3-467b-9551-f226dfcdc38e","Code","C25298","SYSBP","Code_207"
"http://www.cdisc.org","2023-12-15","f45a3539-72b5-4a39-92b4-4a6870f43069","Code","C25299","DIABP","Code_208"
"http://www.cdisc.org","2023-12-15","f49256fb-65d8-4dd6-84b6-45069ab42787","Code","C77140","Clinical Test Result","Code_209"
"http://www.cdisc.org","2023-12-15","e26c4ac6-3396-4ed9-b7e1-2177f811b5ab","Code","C49669","Unit of Pressure","Code_210"
"http://www.cdisc.org","2023-12-15","4cb88e67-192e-4e9f-99d5-62f3b20cf5d2","Code","C62122","Sitting","Code_211"
"http://www.cdisc.org","2023-12-15","b3e8887b-e634-401f-a20a-360892b8549f","Code","C62166","Standing","Code_212"
"http://www.cdisc.org","2023-12-15","a1772d99-6c90-4ae9-a3b8-e4a8bce55e4e","Code","C62167","Supine Position","Code_213"
"http://www.cdisc.org","2023-12-15","6da6f483-7d1a-4034-9266-3b94c630bcaf","Code","C62164","Body Position","Code_214"
"http://www.cdisc.org","2023-12-15","11f16eb7-f500-4f95-9621-095583b6a585","Code","C12681","Brachial Artery","Code_215"
"http://www.cdisc.org","2023-12-15","184ad618-33ad-4ef2-ba4b-fd21a18550f2","Code","C12687","Common Carotid Artery","Code_216"
"http://www.cdisc.org","2023-12-15","b9e5e283-b3c2-44da-b5c4-c80e561285d8","Code","C32478","Dorsalis Pedis Artery","Code_217"
"http://www.cdisc.org","2023-12-15","2937896a-e5b9-45b0-8a7e-cd8195a4b483","Code","C12715","Femoral Artery","Code_218"
"http://www.cdisc.org","2023-12-15","e48f9dab-7822-459a-9ee9-89a521b151fd","Code","C12838","Radial Artery","Code_219"
"http://www.cdisc.org","2023-12-15","c1691f80-9d07-4e60-9634-4d741488b381","Code","C13717","Anatomic Site","Code_220"
"http://www.cdisc.org","2023-12-15","7a747b5e-35e5-4129-8ca5-37019eb8bc2d","Code","C25229","Left","Code_221"
"http://www.cdisc.org","2023-12-15","ef2d81fd-cd1e-4354-b174-e1655a2e74bd","Code","C25228","Right","Code_222"
"http://www.cdisc.org","2023-12-15","309ad166-f42a-47ff-b315-d210079743f9","Code","C25185","Laterality","Code_223"
"http://www.cdisc.org","2023-12-15","4d1ed2ec-4780-4f4a-91e2-7c3b6aca9e9c","Code","C25299","DIABP","Code_224"
"http://www.cdisc.org","2023-12-15","97492085-830a-4636-a3e5-5df4d95323a6","Code","C174446","TEMP","Code_225"
"http://www.cdisc.org","2023-12-15","a53b6278-7a11-4eaf-a470-cc0fa6e1c9e5","Code","C77140","Clinical Test Result","Code_226"
"http://www.cdisc.org","2023-12-15","a6522c05-73c7-46c9-b83b-98f81ff88521","Code","C42559","Degree Celsius","Code_227"
"http://www.cdisc.org","2023-12-15","36f6bdc4-020f-4e09-be61-9d88576f27da","Code","C44277","Degree Fahrenheit","Code_228"
"http://www.cdisc.org","2023-12-15","5b7efa08-3454-40d7-8955-fb55e80db123","Code","C42537","Kelvin","Code_229"
"http://www.cdisc.org","2023-12-15","ced6eb66-7f8b-4956-a994-7951406916f5","Code","C44276","Unit of Temperature","Code_230"
"http://www.cdisc.org","2023-12-15","af1400a5-7827-4c1b-8f01-7fc707677bb1","Code","C12674","Axilla","Code_231"
"http://www.cdisc.org","2023-12-15","02d92525-3f00-43d7-903a-3e395d3af1b7","Code","C12394","Ear","Code_232"
"http://www.cdisc.org","2023-12-15","37245532-dff4-4a67-9ecc-346d9e91eacd","Code","C89803","Forehead","Code_233"
"http://www.cdisc.org","2023-12-15","dfe3a04f-cddb-4274-acf8-c7ed2b0c31c4","Code","C12421","Oral Cavity","Code_234"
"http://www.cdisc.org","2023-12-15","153c7894-06b1-48de-8d2f-b5c538093718","Code","C12390","Rectum","Code_235"
"http://www.cdisc.org","2023-12-15","a5e6731f-8f8a-4dd8-a57f-a416558cdf4e","Code","C13717","Anatomic Site","Code_236"
"http://www.cdisc.org","2023-12-15","4d92e1cc-058f-41da-b68b-59dd9b2bf51f","Code","C174446","TEMP","Code_237"
"http://www.cdisc.org","2023-12-15","7a41ffa6-bbb1-4dcd-beba-b4fdfc302917","Code","C25208","WEIGHT","Code_238"
"http://www.cdisc.org","2023-12-15","f7fe4a70-8849-455f-8214-8e544b27c723","Code","C77140","Clinical Test Result","Code_239"
"http://www.cdisc.org","2023-12-15","4834f8e8-83c7-4b69-99f3-7bf7079a13b6","Code","C48531","Pound","Code_240"
"http://www.cdisc.org","2023-12-15","987b9bca-b88c-4361-bda5-d6869134d251","Code","C48155","Gram","Code_241"
"http://www.cdisc.org","2023-12-15","b7cc8016-e0a2-497f-bf0d-fc12fe177bad","Code","C28252","Kilogram","Code_242"
"http://www.cdisc.org","2023-12-15","8baba3ac-0257-4bac-8c60-7678a3993c6b","Code","C48208","Unit of Weight","Code_243"
"http://www.cdisc.org","2023-12-15","3b319894-e586-4146-9f2b-bd0a7fb93cae","Code","C25208","WEIGHT","Code_244"
"http://www.cdisc.org","2023-12-15","a3f14bd4-3427-4044-895f-783cbea98455","Code","C25347","HEIGHT","Code_245"
"http://www.cdisc.org","2023-12-15","79c4fd94-bb6d-484c-aa88-310d70ce64a5","Code","C77140","Clinical Test Result","Code_246"
"http://www.cdisc.org","2023-12-15","2d42167f-3028-461f-a035-dccec44aef90","Code","C49668","Centimeter","Code_247"
"http://www.cdisc.org","2023-12-15","d9f1e0bb-57f6-4747-a302-b4eb27b1241f","Code","C48500","Inch","Code_248"
"http://www.cdisc.org","2023-12-15","e6f06c40-1265-4149-b9a4-616f8a43be62","Code","C41139","Meter","Code_249"
"http://www.cdisc.org","2023-12-15","102e7f30-ca45-4eb3-b210-c53fe52b406c","Code","C168688","Unit of Height","Code_250"
"http://www.cdisc.org","2023-12-15","da13e651-8d92-4a10-b609-0ac54418be21","Code","C25347","HEIGHT","Code_251"
"http://www.cdisc.org","2023-12-15","93123ce2-add7-4a96-83fd-75781b53280d","Code","C64433","ALT","Code_252"
"http://www.cdisc.org","2023-12-15","1d15dd94-ddf5-4fda-906f-5db41e44967c","Code","C36292","Laboratory Test Result","Code_253"
"http://www.cdisc.org","2023-12-15","8239c7f9-b75e-490c-87b6-0e5cf1e2f412","Code","C67456","Unit per Liter","Code_254"
"http://www.cdisc.org","2023-12-15","1454156e-4b87-4280-b080-e495fb0d8c9a","Code","C67397","Microkatal per Liter","Code_255"
"http://www.cdisc.org","2023-12-15","9e1239ac-b8d6-4c47-beee-696411f977cd","Code","C67376","International Unit per Liter","Code_256"
"http://www.cdisc.org","2023-12-15","ed5d18f1-e403-42cf-9e65-4d715f391609","Code","C70510","Nanokatal per Liter","Code_257"
"http://www.cdisc.org","2023-12-15","a26f718d-ab84-4298-96c7-eca9bce0f3ed","Code","C67365","Unit of Catalytic Activity Concentration","Code_258"
"http://www.cdisc.org","2023-12-15","8d39d507-ab3f-4a2b-980e-d91f61eb9fe0","Code","C70713","Biospecimen Type","Code_259"
"http://www.cdisc.org","2023-12-15","0b833f68-ecd7-4f43-8f86-861020b73ec0","Code","C49487","No","Code_260"
"http://www.cdisc.org","2023-12-15","1066f3fb-f740-455d-85b3-e0d2b652787e","Code","C49488","Yes","Code_261"
"http://www.cdisc.org","2023-12-15","29206dcd-c1c5-4b6f-8e46-6870897e7cfe","Code","C83309","Laboratory Test Fasting Status","Code_262"
"http://www.cdisc.org","2023-12-15","4a2b1604-5748-4532-9394-246797b52085","Code","C64433","ALT","Code_263"
"http://www.cdisc.org","2023-12-15","ad736c3e-7c46-4766-84d3-6209b432be5e","Code","C64431","ALB","Code_264"
"http://www.cdisc.org","2023-12-15","dcdee6ee-457b-416d-87eb-b460a543e4fd","Code","C36292","Laboratory Test Result","Code_265"
"http://www.cdisc.org","2023-12-15","1b43b134-4563-463f-bf50-48de0226cf9c","Code","C70713","Biospecimen Type","Code_266"
"http://www.cdisc.org","2023-12-15","50915dcb-4623-4496-8b78-ec35c647eda4","Code","C49487","No","Code_267"
"http://www.cdisc.org","2023-12-15","931b67e6-2611-4e08-ab18-d2021b03ee2a","Code","C49488","Yes","Code_268"
"http://www.cdisc.org","2023-12-15","0d88a44a-b1df-46e1-ac3c-55332b676b68","Code","C83309","Laboratory Test Fasting Status","Code_269"
"http://www.cdisc.org","2023-12-15","6013f8fa-c5c2-439d-bae2-a13b893f6cf6","Code","C64431","ALB","Code_270"
"http://www.cdisc.org","2023-12-15","76f70dd5-d8db-494e-b64d-a8258bd849af","Code","C64432","ALP","Code_271"
"http://www.cdisc.org","2023-12-15","a0dbaf0d-fdab-42b9-bdc8-dc6f70e30ac7","Code","C36292","Laboratory Test Result","Code_272"
"http://www.cdisc.org","2023-12-15","75e30645-815b-4604-87cf-bcc0c3ccd884","Code","C67456","Unit per Liter","Code_273"
"http://www.cdisc.org","2023-12-15","64a90fd6-7ca6-48b1-81e9-0f4ccdebc799","Code","C67397","Microkatal per Liter","Code_274"
"http://www.cdisc.org","2023-12-15","0e7f37da-387f-4ad7-8b93-c8bd84af5c2f","Code","C67376","International Unit per Liter","Code_275"
"http://www.cdisc.org","2023-12-15","a39fb630-66f7-4a22-9a0a-ba479b9bac9d","Code","C67365","Unit of Catalytic Activity Concentration","Code_276"
"http://www.cdisc.org","2023-12-15","264b8ba4-3cc0-46f1-a647-eaeb6c07227a","Code","C70713","Biospecimen Type","Code_277"
"http://www.cdisc.org","2023-12-15","86d16647-eb47-49e1-8e94-9d9252aa1adf","Code","C49487","No","Code_278"
"http://www.cdisc.org","2023-12-15","3e30fa04-42c0-4ae0-a791-e9b546336779","Code","C49488","Yes","Code_279"
"http://www.cdisc.org","2023-12-15","2ab79f96-739c-4fb7-a009-ab8d79440cd8","Code","C83309","Laboratory Test Fasting Status","Code_280"
"http://www.cdisc.org","2023-12-15","35afcc14-4e18-4aa8-a9a8-246b9e5fe3ec","Code","C64432","ALP","Code_281"
"http://www.cdisc.org","2023-12-15","9bd9518d-3990-48c2-b895-140c946b998d","Code","C64467","AST","Code_282"
"http://www.cdisc.org","2023-12-15","74aa9cd9-8ae2-4e3a-abb9-935214890970","Code","C36292","Laboratory Test Result","Code_283"
"http://www.cdisc.org","2023-12-15","489a2f94-fd3e-4ac9-b41b-6a493b5020f0","Code","C67456","Unit per Liter","Code_284"
"http://www.cdisc.org","2023-12-15","e641ea54-a42f-42f3-881c-4366981d23ab","Code","C67397","Microkatal per Liter","Code_285"
"http://www.cdisc.org","2023-12-15","070eefd7-273c-464e-b00a-2e2097be1d16","Code","C67376","International Unit per Liter","Code_286"
"http://www.cdisc.org","2023-12-15","ed14ff83-75b3-4787-a2b0-9cb6d37b3a7f","Code","C67365","Unit of Catalytic Activity Concentration","Code_287"
"http://www.cdisc.org","2023-12-15","e1ee42c9-d09b-49e8-8950-b4ff1100f25f","Code","C70713","Biospecimen Type","Code_288"
"http://www.cdisc.org","2023-12-15","51ccaad4-c21f-45de-964a-d5f635c6ccb2","Code","C49487","No","Code_289"
"http://www.cdisc.org","2023-12-15","2b103bf0-49d6-4d3c-923a-7f49ad7acd70","Code","C49488","Yes","Code_290"
"http://www.cdisc.org","2023-12-15","f364c5d0-0d00-4bff-abc6-808f47ebbc7f","Code","C83309","Laboratory Test Fasting Status","Code_291"
"http://www.cdisc.org","2023-12-15","3034f4b1-90e7-4b95-9fdb-078f8c583184","Code","C64467","AST","Code_292"
"http://www.cdisc.org","2023-12-15","8bb27810-5cba-42de-970c-4fef7e307b3c","Code","C64547","CREAT","Code_293"
"http://www.cdisc.org","2023-12-15","b6568604-1dd1-49c6-bc11-43abceeb5b54","Code","C36292","Laboratory Test Result","Code_294"
"http://www.cdisc.org","2023-12-15","8e6ea4fe-65a7-4863-8df6-adc341a7271e","Code","C67015","Milligram per Deciliter","Code_295"
"http://www.cdisc.org","2023-12-15","198a4a5a-253e-4446-aaf5-be802e52f7b5","Code","C64572","Microgram per Milliliter","Code_296"
"http://www.cdisc.org","2023-12-15","e013e6f5-4df8-4191-9505-ab98f827cf35","Code","C64387","Millimole per Liter","Code_297"
"http://www.cdisc.org","2023-12-15","0e979e00-112f-496b-a2c9-6fabb7651329","Code","C48508","Micromole per Liter","Code_298"
"http://www.cdisc.org","2023-12-15","7563a44f-009b-401f-958e-bc119949264a","Code","C48207","Unit of Concentration","Code_299"
"http://www.cdisc.org","2023-12-15","d5f33b53-d5c0-4ccf-84a9-7ba99fb7c51e","Code","C70713","Biospecimen Type","Code_300"
"http://www.cdisc.org","2023-12-15","a59c7193-5668-45e6-8c3f-699bfdeffd01","Code","C49487","No","Code_301"
"http://www.cdisc.org","2023-12-15","efee069c-b6fa-4cdf-a04e-e3c51f75a64d","Code","C49488","Yes","Code_302"
"http://www.cdisc.org","2023-12-15","4b284ea5-79fd-4613-a279-20965087f2de","Code","C83309","Laboratory Test Fasting Status","Code_303"
"http://www.cdisc.org","2023-12-15","195464d5-7e16-48a7-9934-a4f8b158aa56","Code","C64547","CREAT","Code_304"
"http://www.cdisc.org","2023-12-15","c81981ca-e2d3-4268-9abc-86bd1b28a337","Code","C64853","K","Code_305"
"http://www.cdisc.org","2023-12-15","43b9ef4d-ba07-489e-b9bf-2044ba1abc6c","Code","C36292","Laboratory Test Result","Code_306"
"http://www.cdisc.org","2023-12-15","9b999399-31c1-4128-ab7f-7e63a70b1610","Code","C67474","Milliequivalent per Liter","Code_307"
"http://www.cdisc.org","2023-12-15","a672ca60-def5-4692-b367-adc1124f7a79","Code","C67473","Milliequivalent per Deciliter","Code_308"
"http://www.cdisc.org","2023-12-15","e3280a85-4b89-4824-9b29-975182cc38e0","Code","C64387","Millimole per Liter","Code_309"
"http://www.cdisc.org","2023-12-15","bb4e6baa-3de2-4938-88a0-a071905d6bfe","Code","C64567","Molarity Unit","Code_310"
"http://www.cdisc.org","2023-12-15","9528f787-0225-4977-82d1-42f6a5514271","Code","C70713","Biospecimen Type","Code_311"
"http://www.cdisc.org","2023-12-15","d29ef70b-754d-41a9-b015-f94acb88332e","Code","C49487","No","Code_312"
"http://www.cdisc.org","2023-12-15","5dc0b7fb-bcf5-4fc1-ac13-dfcced2e2cd4","Code","C49488","Yes","Code_313"
"http://www.cdisc.org","2023-12-15","b2d75901-a196-4b9c-86e7-b9f90af4757d","Code","C83309","Laboratory Test Fasting Status","Code_314"
"http://www.cdisc.org","2023-12-15","2625d44a-e5dc-4ae4-882f-3c2fa1aaaaab","Code","C64853","K","Code_315"
"http://www.cdisc.org","2023-12-15","3551f6ad-b560-45d8-b2c2-6d30fad00f01","Code","C64809","SODIUM","Code_316"
"http://www.cdisc.org","2023-12-15","aac5d024-f5e5-4bd7-9817-d61ac32a69b4","Code","C36292","Laboratory Test Result","Code_317"
"http://www.cdisc.org","2023-12-15","dd024b63-4f65-4702-a4fb-741accba794b","Code","C67474","Milliequivalent per Liter","Code_318"
"http://www.cdisc.org","2023-12-15","80285615-4769-478d-93ab-d55901f5a87d","Code","C67473","Milliequivalent per Deciliter","Code_319"
"http://www.cdisc.org","2023-12-15","501eda20-b92c-452d-bf08-b88206816525","Code","C64387","Millimole per Liter","Code_320"
"http://www.cdisc.org","2023-12-15","e3ffc0c9-43de-4708-9577-8319ae3c8233","Code","C64567","Molarity Unit","Code_321"
"http://www.cdisc.org","2023-12-15","d39c2a9e-0656-412e-84a6-2b6e19ed78f2","Code","C70713","Biospecimen Type","Code_322"
"http://www.cdisc.org","2023-12-15","e37d6162-c48e-4dad-8da6-d84ddd47651f","Code","C49487","No","Code_323"
"http://www.cdisc.org","2023-12-15","9d352263-4662-475d-bd0b-009c171dd69a","Code","C49488","Yes","Code_324"
"http://www.cdisc.org","2023-12-15","734dd2a8-9455-487b-9acf-33a670835ac5","Code","C83309","Laboratory Test Fasting Status","Code_325"
"http://www.cdisc.org","2023-12-15","d4f4ae7f-fdcd-44e0-809e-98c687d0710a","Code","C64809","SODIUM","Code_326"
"http://www.cdisc.org","2023-12-15","c47db65a-cdd1-4628-8d83-db3d2b182b68","Code","C25298","SYSBP","Code_327"
"http://www.cdisc.org","2023-12-15","19f77ac1-2ad3-4e94-8cfd-8d9bc3511d92","Code","C77140","Clinical Test Result","Code_328"
"http://www.cdisc.org","2023-12-15","586d4ac0-cd13-4238-81ca-83a0e185dbf3","Code","C49669","Unit of Pressure","Code_329"
"http://www.cdisc.org","2023-12-15","49cf8536-d0d3-49a6-93aa-312359c4dd5c","Code","C62122","Sitting","Code_330"
"http://www.cdisc.org","2023-12-15","7b7867fb-5813-4079-a690-d8799ad1dcae","Code","C62166","Standing","Code_331"
"http://www.cdisc.org","2023-12-15","9e798b2f-0a84-4c12-91e7-9e0fac4e477d","Code","C62167","Supine Position","Code_332"
"http://www.cdisc.org","2023-12-15","acb2665e-1f50-46fa-8740-d9970c83e661","Code","C62164","Body Position","Code_333"
"http://www.cdisc.org","2023-12-15","a4679f6a-1d9e-46a6-bd29-616a911be3d2","Code","C12681","Brachial Artery","Code_334"
"http://www.cdisc.org","2023-12-15","9b18a928-7163-4c5b-a4d9-75feda104752","Code","C12687","Common Carotid Artery","Code_335"
"http://www.cdisc.org","2023-12-15","229a6528-11ab-47ce-b6a6-08cb28ddf7fa","Code","C32478","Dorsalis Pedis Artery","Code_336"
"http://www.cdisc.org","2023-12-15","37f90584-1362-4408-9080-1193fd163bd2","Code","C12715","Femoral Artery","Code_337"
"http://www.cdisc.org","2023-12-15","6376dacf-0fd5-4c40-bb8d-75d5189d1488","Code","C12838","Radial Artery","Code_338"
"http://www.cdisc.org","2023-12-15","82aa1952-3ca3-42b4-ae19-2e42f87e06d3","Code","C13717","Anatomic Site","Code_339"
"http://www.cdisc.org","2023-12-15","8cb7d5e1-b935-466a-9018-1586252cbf76","Code","C25229","Left","Code_340"
"http://www.cdisc.org","2023-12-15","dcaf928b-9e42-4548-9dbf-4dfbda952a53","Code","C25228","Right","Code_341"
"http://www.cdisc.org","2023-12-15","785f8ae4-9bad-47c3-824a-bb956696ff97","Code","C25185","Laterality","Code_342"
"http://www.cdisc.org","2023-12-15","8af22839-b0a3-4b2e-9d93-07c9c4332231","Code","C25298","SYSBP","Code_343"
"http://www.cdisc.org","2023-12-15","5326792b-c44c-4986-b72b-6402c8f0b639","Code","C25299","DIABP","Code_344"
"http://www.cdisc.org","2023-12-15","cd7be319-0601-4282-8075-0ed44f5b49b3","Code","C77140","Clinical Test Result","Code_345"
"http://www.cdisc.org","2023-12-15","9fa584ed-2702-45ff-bed3-48f50e76ae4e","Code","C49669","Unit of Pressure","Code_346"
"http://www.cdisc.org","2023-12-15","435f4a90-3353-49e8-89d3-0f690575bfb8","Code","C62122","Sitting","Code_347"
"http://www.cdisc.org","2023-12-15","48c689b6-446d-45da-98a7-d27d36342462","Code","C62166","Standing","Code_348"
"http://www.cdisc.org","2023-12-15","295bf26e-6b83-41c5-a58f-a0a32c3b6bce","Code","C62167","Supine Position","Code_349"
"http://www.cdisc.org","2023-12-15","d06279b5-e3b2-46d1-b1aa-e9b51f3b6303","Code","C62164","Body Position","Code_350"
"http://www.cdisc.org","2023-12-15","371ce773-dd26-4d31-acff-9e7d18af315d","Code","C12681","Brachial Artery","Code_351"
"http://www.cdisc.org","2023-12-15","cf47d9c4-b6af-43a1-9214-036ed45baf08","Code","C12687","Common Carotid Artery","Code_352"
"http://www.cdisc.org","2023-12-15","426ae410-ccb4-4a79-b977-2f3beff7f1bc","Code","C32478","Dorsalis Pedis Artery","Code_353"
"http://www.cdisc.org","2023-12-15","e869d16e-fc24-404f-98e8-c6b9c6b9bc0c","Code","C12715","Femoral Artery","Code_354"
"http://www.cdisc.org","2023-12-15","935b3c2f-f954-4a0a-ab08-39ff0f769ad7","Code","C12838","Radial Artery","Code_355"
"http://www.cdisc.org","2023-12-15","a217bf64-4a0b-45d4-b3cb-2599a41d2fa3","Code","C13717","Anatomic Site","Code_356"
"http://www.cdisc.org","2023-12-15","82a06fb4-160d-4e53-8749-4cdfe35840bb","Code","C25229","Left","Code_357"
"http://www.cdisc.org","2023-12-15","68523d5c-92db-4b4d-943e-ae1f37daa765","Code","C25228","Right","Code_358"
"http://www.cdisc.org","2023-12-15","6158ae70-4068-43c2-99f9-c9483ee35823","Code","C25185","Laterality","Code_359"
"http://www.cdisc.org","2023-12-15","b383eaed-6a7a-4313-a8a2-85834a892401","Code","C25299","DIABP","Code_360"
"http://www.cdisc.org","2023-12-15","e9b4e125-845c-479c-ba86-071dc56e75f3","Code","C49677","HR","Code_361"
"http://www.cdisc.org","2023-12-15","0730b208-aa4e-448f-a57b-1fad2b8b6505","Code","C77140","Clinical Test Result","Code_362"
"http://www.cdisc.org","2023-12-15","19a6b0c8-b5d3-41e9-bf31-9bdd809b9266","Code","C73688","Count per Minute","Code_363"
"http://www.cdisc.org","2023-12-15","eb6f496f-7e55-4797-8682-d882ac31c64b","Code","C62122","Sitting","Code_364"
"http://www.cdisc.org","2023-12-15","c16cae0f-c1bf-4f1b-b41a-7be54eaef51a","Code","C62166","Standing","Code_365"
"http://www.cdisc.org","2023-12-15","a7b40bf3-7406-4631-b2fd-d1662d1f4217","Code","C62167","Supine Position","Code_366"
"http://www.cdisc.org","2023-12-15","c8be42df-319c-4840-a85a-5d64ba8f187a","Code","C62164","Body Position","Code_367"
"http://www.cdisc.org","2023-12-15","a07a8cc4-f216-4ca7-9daa-120639b64883","Code","C12681","Brachial Artery","Code_368"
"http://www.cdisc.org","2023-12-15","eff0af57-fbde-433b-88af-275554803b93","Code","C12687","Common Carotid Artery","Code_369"
"http://www.cdisc.org","2023-12-15","2d3cf291-d8f4-4109-a9a8-8c503fa69ae4","Code","C32478","Dorsalis Pedis Artery","Code_370"
"http://www.cdisc.org","2023-12-15","896d5d30-7b4e-495d-aa80-8ff8c5f20d7c","Code","C12715","Femoral Artery","Code_371"
"http://www.cdisc.org","2023-12-15","036de3ca-6d40-44e4-90d4-387b78a10f93","Code","C12838","Radial Artery","Code_372"
"http://www.cdisc.org","2023-12-15","7d0e30e8-fc70-4b8d-98d6-7110a4ef1480","Code","C13717","Anatomic Site","Code_373"
"http://www.cdisc.org","2023-12-15","ca7c494c-582f-4185-8c87-031226c267eb","Code","C25229","Left","Code_374"
"http://www.cdisc.org","2023-12-15","c841fc30-29e7-4544-a5ff-48c502b10d96","Code","C25228","Right","Code_375"
"http://www.cdisc.org","2023-12-15","339d627e-c587-41aa-8ba5-e1d913bf31a0","Code","C25185","Laterality","Code_376"
"http://www.cdisc.org","2023-12-15","61230ef3-e5e9-4bd4-855a-5f8d0ffdce4c","Code","C49677","HR","Code_377"
"http://www.cdisc.org","2023-12-15","c3265b2e-34fe-4ae3-8c48-cc092905b404","Code","C25298","SYSBP","Code_378"
