"codeSystemVersion","decode","codeSystem","id","code","uuid:ID","instanceType"
"2023-09-29","Beats per Minute","http://www.cdisc.org","Code_247","C49673","31007e2c-bb07-4410-ad79-f844effe5089","Code"
"","Count per Minute","NCI Thesaurus","Code_248","C73688","7fabd1d0-0275-4a3c-a62b-2b6b6c3fdc5d","Code"
"","Vital Signs Location","NCI Thesaurus","Code_249","C83088","a0741d15-c3b3-4b8b-b266-c0c12e1e53b9","Code"
"","Vital Signs Laterality","NCI Thesaurus","Code_250","C123975","b0a78fa8-f638-4ae0-9aa6-add14d12729b","Code"
"","Test Method","NCI Thesaurus","Code_251","C82535","53c3270b-4a5f-4c73-a1cd-bf3570c78fd3","Code"
"","Vital Signs Position","NCI Thesaurus","Code_252","C83114","b5212324-7078-4c02-aa2b-1cd712bfc28c","Code"
"","Heart Rate","NCI Thesaurus","Code_245","C49677","76cebbdf-9e98-4a63-b522-d732f80654f4","Code"
"","Vital Signs Result","NCI Thesaurus","Code_254","C173522","5507db60-b366-4405-b9ff-1b34d5c41b6a","Code"
"2023-09-29","Pascal","http://www.cdisc.org","Code_255","C42547","e6fd6b52-dcd8-4e48-85e9-8c164d9ed278","Code"
"","Unit of Pressure","NCI Thesaurus","Code_256","C49669","9dfd01b6-e61a-4278-b266-c2c0538fdb9d","Code"
"","Vital Signs Location","NCI Thesaurus","Code_257","C83088","1e6f207d-4a69-468c-831c-a15c625e58ee","Code"
"","Vital Signs Laterality","NCI Thesaurus","Code_258","C123975","d6d436d2-74ce-4cd7-a505-a94a68260556","Code"
"","Test Method","NCI Thesaurus","Code_259","C82535","91c7d64b-76c5-4cbc-bc1b-d802d2ee4211","Code"
"","Vital Signs Position","NCI Thesaurus","Code_260","C83114","4f1f4783-b127-43fb-bc8f-8d3c14946523","Code"
"","Systolic Blood Pressure","NCI Thesaurus","Code_253","C25298","cefded47-9986-4551-8879-2e97f9ce1ec3","Code"
"","Vital Signs Result","NCI Thesaurus","Code_262","C173522","7e4c022c-6e65-4059-a541-1d783c65e5f9","Code"
"2023-09-29","Pascal","http://www.cdisc.org","Code_263","C42547","0a36a67a-d48c-40be-b668-5f3f4ab19d49","Code"
"","Unit of Pressure","NCI Thesaurus","Code_264","C49669","2b3be538-2b4a-454a-ae09-b8719e8bf0a2","Code"
"","Vital Signs Location","NCI Thesaurus","Code_265","C83088","7298f0d7-b038-41af-91a4-af8ffff1f7cc","Code"
"","Vital Signs Laterality","NCI Thesaurus","Code_266","C123975","3668a5c0-347e-4623-9748-b5852398502b","Code"
"","Test Method","NCI Thesaurus","Code_267","C82535","4777624d-583d-44fb-a1f8-26734c949622","Code"
"","Vital Signs Position","NCI Thesaurus","Code_268","C83114","e4467a60-1a88-49ca-a9d8-21997ab1f7f7","Code"
"","Diastolic Blood Pressure","NCI Thesaurus","Code_261","C25299","b8795cd9-db8a-407d-b14c-a6410fbecdeb","Code"
"","Vital Signs Result","NCI Thesaurus","Code_270","C173522","d4734f1f-f45c-4206-9ec5-96c1986e7b88","Code"
"2023-09-29","Beats per Minute","http://www.cdisc.org","Code_271","C49673","2559b988-5cc7-482c-9f8e-d288a26b76ba","Code"
"","Count per Minute","NCI Thesaurus","Code_272","C73688","2453dfd3-1273-4b70-878d-87a6cfcb9156","Code"
"","Vital Signs Location","NCI Thesaurus","Code_273","C83088","e3897131-7bb0-4f18-9b9f-49a2c12f9720","Code"
"","Vital Signs Laterality","NCI Thesaurus","Code_274","C123975","67affeb5-003f-4f54-a8c3-1d43948db2f5","Code"
"","Test Method","NCI Thesaurus","Code_275","C82535","004e4da7-e002-4f98-a9e8-bb1739d5157e","Code"
"","Vital Signs Position","NCI Thesaurus","Code_276","C83114","f85edf1e-51f6-4c6d-b01a-5f13acbe93c0","Code"
"","Heart Rate","NCI Thesaurus","Code_269","C49677","adae2e29-1992-4ee4-a344-14f803024fb0","Code"
"2023-09-29","Placebo Comparator Arm","http://www.cdisc.org","Code_122","C174268","efc9f48f-87bc-49dd-a62b-a684fc14f1c2","Code"
"2023-09-29","Data Generated Within Study","http://www.cdisc.org","Code_123","C188866","3e9092a4-c9d4-47b7-bd10-b6c2558d2ea7","Code"
"2023-09-29","Active Comparator Arm","http://www.cdisc.org","Code_124","C174267","86b9d693-6374-425d-9b12-84b0f3f3ad41","Code"
"2023-09-29","Data Generated Within Study","http://www.cdisc.org","Code_125","C188866","b9965b5e-ea74-4845-81cd-fba88e8c9dea","Code"
"2023-09-29","Active Comparator Arm","http://www.cdisc.org","Code_126","C174267","6cf022e1-9399-4a53-9906-f1bb968abf87","Code"
"2023-09-29","Data Generated Within Study","http://www.cdisc.org","Code_127","C188866","ef13f212-c8a0-4e15-bace-e03440b313b7","Code"
"2023-09-29","Double Blind Study","http://www.cdisc.org","Code_135","C15228","4ff43895-5ab1-4088-a972-c4c3031b8c1f","Code"
"2023-09-29","Trial Screening","http://www.cdisc.org","Code_128","C48262","6077e673-d549-43ef-b7d9-0c3b91dcffed","Code"
"2023-09-29","Treatment Epoch","http://www.cdisc.org","Code_129","C101526","4c92e2f6-f86c-40f5-8421-4cef09f50113","Code"
"2023-09-29","Treatment Epoch","http://www.cdisc.org","Code_130","C101526","7ea57a52-343d-4ef1-933e-059f4b8f5625","Code"
"2023-09-29","Treatment Epoch","http://www.cdisc.org","Code_131","C101526","9ed81cdd-7ce4-4c1f-b1f0-a45f6b6269f4","Code"
"2023-09-29","Clinical Study Follow-up","http://www.cdisc.org","Code_132","C99158","0072c8c8-e794-4657-95b5-d0799e813566","Code"
"1","Alzheimer's disease; unspecified","ICD-10-CM","Code_330","G30.9","ea3fc1be-908b-43da-9933-811f986febcd","Code"
"January 31, 2018","Alzheimer's disease","SNOMED","Code_331","26929004","a24d2937-2b2a-47d8-b413-ebb39b03255e","Code"
"2023-09-29","Sponsor","http://www.cdisc.org","Code_141","C70793","d3cf8372-fc5f-45e9-877e-c69051fbeb6e","Code"
"2023-09-29","Trial Primary Objective","http://www.cdisc.org","Code_335","C85826","2ca951f9-24b2-4751-b898-1f2f3be7d067","Code"
"2023-09-29","Primary Endpoint","http://www.cdisc.org","Code_334","C94496","07aa521e-3fa2-4e71-9864-1e28c018b4a7","Code"
"2023-09-29","Primary Endpoint","http://www.cdisc.org","Code_336","C94496","49d2b3a7-2b50-4089-9ce6-a86f1a6b8ea9","Code"
"2023-09-29","Trial Primary Objective","http://www.cdisc.org","Code_338","C85826","878c9540-09fd-4a30-92ad-287a5d9a9aa4","Code"
"2023-09-29","Primary Endpoint","http://www.cdisc.org","Code_337","C94496","59a11b99-7133-421f-969d-574748cc5b93","Code"
"2023-09-29","Primary Endpoint","http://www.cdisc.org","Code_339","C94496","6bbe2064-1314-4293-b1ed-58f73c011f44","Code"
"2023-09-29","Primary Endpoint","http://www.cdisc.org","Code_340","C94496","ccb20025-8ea2-4e58-bc6f-f607e3fd9669","Code"
"2023-09-29","Trial Secondary Objective","http://www.cdisc.org","Code_342","C85827","c3a581ed-1175-4717-89e4-654a6f1863b1","Code"
"2023-09-29","Secondary Endpoint","http://www.cdisc.org","Code_341","C139173","4f9e7302-419a-4221-8f4e-209f96fe9f34","Code"
"2023-09-29","Secondary Endpoint","http://www.cdisc.org","Code_343","C139173","d9ffc93f-5c60-4245-aed4-415ab894b4ea","Code"
"2023-09-29","Secondary Endpoint","http://www.cdisc.org","Code_344","C139173","098817f8-1f98-4846-8fc0-ca057120a2aa","Code"
"2023-09-29","Inclusion Criteria","http://www.cdisc.org","Code_345","C25532","3290edb1-4f5c-4940-920c-55b098c0a892","Code"
"2023-09-29","Inclusion Criteria","http://www.cdisc.org","Code_346","C25532","4e9446c9-2ab0-44ca-8312-667f6d83ee6c","Code"
"2023-09-29","Inclusion Criteria","http://www.cdisc.org","Code_347","C25532","347b42fa-2afd-4c44-a879-2096e3d29c3c","Code"
"2023-09-29","Exclusion Criteria","http://www.cdisc.org","Code_348","C25370","d3b540f1-2cfe-4639-9e60-30278946b084","Code"
"2023-09-29","Year","http://www.cdisc.org","Code_332","C29848","efbb8a66-1dc3-4ff8-b897-04673411fa39","Code"
"2023-09-29","Before","http://www.cdisc.org","Code_14","C201264","a7148c0d-a149-4c3b-a8a6-6cbbf2b1824d","Code"
"2023-09-29","Start to Start","http://www.cdisc.org","Code_15","C201265","535f6b29-db36-47fc-b922-f28ee457ec91","Code"
"2023-09-29","Before","http://www.cdisc.org","Code_16","C201264","69b4c2d7-50d8-4841-9721-c6e867fabe3b","Code"
"2023-09-29","Start to Start","http://www.cdisc.org","Code_17","C201265","097c2f9e-693e-41f2-b207-f44e29f7ed94","Code"
"2023-09-29","Fixed Reference","http://www.cdisc.org","Code_19","C201264","f958cc34-e21e-4e46-8928-a162f3ff7ba2","Code"
"2023-09-29","Start to Start","http://www.cdisc.org","Code_20","C201265","a4cd118b-4ea9-442a-91d9-51598b3a093b","Code"
"2023-09-29","After","http://www.cdisc.org","Code_21","C201264","cfb70362-9fc9-413d-8805-32bb95bd4082","Code"
"2023-09-29","Start to Start","http://www.cdisc.org","Code_22","C201265","19c38ee5-14b4-478d-94dc-ccdd2b0e0068","Code"
"2023-09-29","After","http://www.cdisc.org","Code_24","C201264","bd6c230c-9372-4e4e-80d9-90fa2ebcb07b","Code"
"2023-09-29","Start to Start","http://www.cdisc.org","Code_25","C201265","9efacc9c-19f6-48a0-9b88-260b7bbe76f0","Code"
"2023-09-29","After","http://www.cdisc.org","Code_27","C201264","7d8310a1-78c4-4aa3-b96e-a9b0f32063c8","Code"
"2023-09-29","Start to Start","http://www.cdisc.org","Code_28","C201265","cc0da0ab-807b-452f-a6d9-e33d7702bacb","Code"
"2023-09-29","After","http://www.cdisc.org","Code_30","C201264","ebf56de2-877a-4b0b-b4af-c242fe15388f","Code"
"2023-09-29","Start to Start","http://www.cdisc.org","Code_31","C201265","0dde5bb6-55ac-4c94-85df-1ba3138de74d","Code"
"2023-09-29","After","http://www.cdisc.org","Code_35","C201264","9bc558c8-6b34-4ef6-8c99-16b08838ab2d","Code"
"2023-09-29","Start to Start","http://www.cdisc.org","Code_36","C201265","d3f4e0c9-04b1-4f4e-9bcb-8be07babd804","Code"
"2023-09-29","After","http://www.cdisc.org","Code_40","C201264","4ae771d3-0931-4e9f-8639-57daf3992500","Code"
"2023-09-29","Start to Start","http://www.cdisc.org","Code_41","C201265","32975d65-7d24-4293-9267-eef7f53791e8","Code"
"2023-09-29","After","http://www.cdisc.org","Code_45","C201264","edcdbcfa-0aa5-4760-94c0-fc0d67d482ce","Code"
"2023-09-29","Start to Start","http://www.cdisc.org","Code_46","C201265","461a0c46-91e0-4e9a-b37b-e048d41c5430","Code"
"2023-09-29","After","http://www.cdisc.org","Code_50","C201264","a0b050f2-1b8d-41f5-a2b9-9feb96028526","Code"
"2023-09-29","Start to Start","http://www.cdisc.org","Code_51","C201265","740c747f-1851-4dca-b9ef-6e79bf914fb9","Code"
"2023-09-29","After","http://www.cdisc.org","Code_53","C201264","c449c33f-ba3f-40bb-ac30-6b5115bd7ff3","Code"
"2023-09-29","Start to Start","http://www.cdisc.org","Code_54","C201265","fe76a8d0-3f1e-41a0-a705-402e2f6dae61","Code"
"2023-09-29","After","http://www.cdisc.org","Code_33","C201264","c2a74567-78e6-46f2-8900-2558c6092d05","Code"
"2023-09-29","Start to Start","http://www.cdisc.org","Code_34","C201265","00000bd0-9da0-4fda-ab66-6fd9afd0c18b","Code"
"2023-09-29","After","http://www.cdisc.org","Code_38","C201264","c99748f2-ca2a-4252-b25e-4f7305f186e8","Code"
"2023-09-29","Start to Start","http://www.cdisc.org","Code_39","C201265","cbbf516e-18d6-469b-ae95-7d0dbec27098","Code"
"2023-09-29","After","http://www.cdisc.org","Code_43","C201264","d0335ea3-b849-475d-8541-c4cccca00915","Code"
"2023-09-29","Start to Start","http://www.cdisc.org","Code_44","C201265","da7d9b4c-4bb6-421b-aecf-c26d61164247","Code"
"2023-09-29","After","http://www.cdisc.org","Code_48","C201264","299ae787-4c62-4cf8-8222-4b0f83575721","Code"
"2023-09-29","Start to Start","http://www.cdisc.org","Code_49","C201265","ef26abb7-1156-4b23-aacd-c7f216a79a09","Code"
"2023-09-29","Fixed Reference","http://www.cdisc.org","Code_56","C201264","6085f30b-b003-401c-8be0-27ba5efdbab1","Code"
"2023-09-29","Start to Start","http://www.cdisc.org","Code_57","C201265","dc3d12fc-780e-428b-875c-bf5e2a8d6d36","Code"
"2023-09-29","Fixed Reference","http://www.cdisc.org","Code_58","C201264","8de00b83-413e-4f57-8bb1-017fcbf28ab3","Code"
"2023-09-29","Start to Start","http://www.cdisc.org","Code_59","C201265","157af2a4-6255-4eb4-b7ab-bf34ce87935e","Code"
"2023-09-29","Fixed Reference","http://www.cdisc.org","Code_60","C201264","d86b2f23-1852-4d37-b5ce-a25ce7e9fb92","Code"
"2023-09-29","Start to Start","http://www.cdisc.org","Code_61","C201265","b87b40d3-5e19-431b-9064-13489d154cdb","Code"
"2023-09-29","After","http://www.cdisc.org","Code_62","C201264","eb851b4d-c627-4a33-bd7d-d2bb2039c56f","Code"
"2023-09-29","Start to Start","http://www.cdisc.org","Code_63","C201265","a93d132f-eef4-4926-9d50-783542e49f07","Code"
"2023-09-29","After","http://www.cdisc.org","Code_64","C201264","ab3639f0-4c37-4296-b73d-a5f2f000bf9f","Code"
"2023-09-29","End to Start","http://www.cdisc.org","Code_65","C201265","4afc0760-5158-464e-b170-894203381f33","Code"
"2023-09-29","After","http://www.cdisc.org","Code_66","C201264","616dd996-20ce-49f3-bfa6-2aff84431ffa","Code"
"2023-09-29","Start to Start","http://www.cdisc.org","Code_67","C201265","2a536906-276b-4339-8151-edc2abc443ce","Code"
"2023-09-29","After","http://www.cdisc.org","Code_68","C201264","b7adfd6f-f6f4-4412-8b8b-2a811d104502","Code"
"2023-09-29","End to Start","http://www.cdisc.org","Code_69","C201265","c4073af7-4fec-4f4f-8873-7f86c9c70b06","Code"
"2023-09-29","After","http://www.cdisc.org","Code_70","C201264","8bcfdfb8-b717-4cb1-a712-8061171da12f","Code"
"2023-09-29","Start to Start","http://www.cdisc.org","Code_71","C201265","472dd543-e81b-4caf-bc14-d052b2a83bda","Code"
"2023-09-29","Clinical Study Sponsor","http://www.cdisc.org","Code_349","C70793","664c2733-4f9d-4c67-b266-a7433fd0d9b3","Code"
"2020-08","United Kingdom of Great Britain and Northern Ireland","ISO 3166 1 alpha3","Code_350","GBR","96ea5d19-7e71-4702-a484-986be51f248b","Code"
"2023-09-29","Study Acronym","http://www.cdisc.org","Code_3","C94108","ea8a6590-31df-4197-90ba-be26c0963971","Code"
"2023-09-29","Brief Study Title","http://www.cdisc.org","Code_5","C99905x1","e3adcdac-695b-4422-90c1-7af462c13833","Code"
"2023-09-29","Official Study Title","http://www.cdisc.org","Code_6","C99905x2","9c0db52a-4830-434c-ac5a-00036cb0a79e","Code"
"2023-09-29","Public Study Title","http://www.cdisc.org","Code_7","C99905x3","dea08dd9-0254-4d23-9638-bc4f4e975704","Code"
"2023-09-29","Final","http://www.cdisc.org","Code_8","C25508","1d03ff7d-7656-424a-b1cf-f76cc84afd10","Code"
"2023-09-29","Protocol Effective Date","http://www.cdisc.org","Code_11","C99903x1","a1c2b0a3-6400-4224-8dde-ff161b21aea9","Code"
"2023-09-29","Region","http://www.cdisc.org","Code_13","C41129","9fd96616-4b3c-453e-b8ea-0bf0aa612be2","Code"
"2020-08","Europe","ISO 3166 1 alpha3","Code_12","150","b0ecb2c1-03d4-4931-b28c-5f6125803c0f","Code"
