"uuid:ID","id","codeSystem","codeSystemVersion","instanceType","code","decode"
"e71c45dc-bfa4-4eb5-bf52-583039a4b968","Code_174","http://www.cdisc.org","2023-12-15","Code","C49488","Yes"
"7a48ceba-9f71-484d-94b1-cdc1ae00cefc","Code_175","http://www.cdisc.org","2023-12-15","Code","C83052","Adverse Event associated with Hospitalization"
"a6d56281-6e5d-44ce-96ea-26a6ac59b5d1","Code_176","http://www.cdisc.org","2023-12-15","Code","C49487","No"
"c81435cb-139e-4693-a164-8b5cd95554fa","Code_177","http://www.cdisc.org","2023-12-15","Code","C49488","Yes"
"073a22db-13c2-464e-918f-b6bb71b354b3","Code_178","http://www.cdisc.org","2023-12-15","Code","C84266","Life Threatening Adverse Event"
"e85648b2-bac7-4467-aacf-adb3a5981e78","Code_179","http://www.cdisc.org","2023-12-15","Code","C49487","No"
"049ee857-015a-439f-81cf-0045590d93c5","Code_180","http://www.cdisc.org","2023-12-15","Code","C49488","Yes"
"e5ed6fd5-f037-4510-b5e3-770286244700","Code_181","http://www.cdisc.org","2023-12-15","Code","C83214","Adverse Event Occurred with Overdose"
"d0b5cf4a-a54a-41c3-a58c-b2a620e8cb4c","Code_182","http://www.cdisc.org","2023-12-15","Code","C49487","No"
"37d083e0-7479-43b7-9175-8a1e856d58d0","Code_183","http://www.cdisc.org","2023-12-15","Code","C49488","Yes"
"c9289bcc-d363-4dbc-a320-c6e8994ff5d9","Code_184","http://www.cdisc.org","2023-12-15","Code","C83053","Adverse Event Associated with Serious Medical Event"
"7e5a05ac-9438-459e-a995-5e45a3d8a7c5","Code_185","http://www.cdisc.org","2023-12-15","Code","C49487","No"
"a2ffac59-5ebc-4e8f-b554-fdea4582166a","Code_186","http://www.cdisc.org","2023-12-15","Code","C49488","Yes"
"2794e064-268b-4f72-a40b-5c1effb8e4e9","Code_187","http://www.cdisc.org","2023-12-15","Code","C83199","Adverse Event Concomitant Treatment"
"ff8a4464-5770-452f-9036-2973bd78691a","Code_188","http://www.cdisc.org","2023-12-15","Code","C83215","Adverse Event Start Date Time"
"fd24cfe9-c6a1-4556-931d-d9b385a20c59","Code_189","http://www.cdisc.org","2023-12-15","Code","C83201","Adverse Event End Date Time"
"1a29550e-238e-4132-bf01-853d9146b768","Code_190","http://www.cdisc.org","2023-12-15","Code","C179175","Solicited Adverse Event"
"2c4a7132-eda0-4684-98d8-7505d1dac534","Code_191","http://www.cdisc.org","2023-12-15","Code","C25298","SYSBP"
"e1ede442-fd3f-4798-84bf-777f86c173d6","Code_192","http://www.cdisc.org","2023-12-15","Code","C77140","Clinical Test Result"
"2a8607f9-15cd-4d8b-9818-6d3bff127fd3","Code_193","http://www.cdisc.org","2023-12-15","Code","C49669","Unit of Pressure"
"52e9578a-cc9a-4f2c-ad2d-4b265aed4384","Code_194","http://www.cdisc.org","2023-12-15","Code","C62122","Sitting"
"dd07bad5-ca35-4f60-8f82-416458941a3e","Code_195","http://www.cdisc.org","2023-12-15","Code","C62166","Standing"
"005c92a2-64de-43af-bc03-d2aa14ada2a3","Code_196","http://www.cdisc.org","2023-12-15","Code","C62167","Supine Position"
"481dbaf7-7e01-4e14-8147-c8438ac790b8","Code_197","http://www.cdisc.org","2023-12-15","Code","C62164","Body Position"
"d0d74eff-6fb2-47d1-9f07-009eea624c5e","Code_198","http://www.cdisc.org","2023-12-15","Code","C12681","Brachial Artery"
"2fdbfbfb-7e5f-4c73-9e08-50659e855d53","Code_199","http://www.cdisc.org","2023-12-15","Code","C12687","Common Carotid Artery"
"a84184ee-4662-4e36-b375-2eac872b214e","Code_200","http://www.cdisc.org","2023-12-15","Code","C32478","Dorsalis Pedis Artery"
"f7aaaf1a-5d14-4551-8999-5623ef516110","Code_201","http://www.cdisc.org","2023-12-15","Code","C12715","Femoral Artery"
"aac9d6ed-310a-4162-8277-de86d128bc6a","Code_202","http://www.cdisc.org","2023-12-15","Code","C12838","Radial Artery"
"6eb138f2-7451-4477-99d4-cef566d8b5b7","Code_203","http://www.cdisc.org","2023-12-15","Code","C13717","Anatomic Site"
"726f48f5-ed7d-4b64-9867-08dca7c373d0","Code_204","http://www.cdisc.org","2023-12-15","Code","C25229","Left"
"88910743-3b61-4f4a-b6f2-217a8c1e1736","Code_205","http://www.cdisc.org","2023-12-15","Code","C25228","Right"
"32e0700c-2b16-4ed1-919e-459e125db3b1","Code_206","http://www.cdisc.org","2023-12-15","Code","C25185","Laterality"
"f075a4a8-8f1d-4430-8b22-1c742334698e","Code_207","http://www.cdisc.org","2023-12-15","Code","C25298","SYSBP"
"37ba9b2c-c1e1-478f-92db-c92247896a77","Code_208","http://www.cdisc.org","2023-12-15","Code","C25299","DIABP"
"5a63fc4e-265d-44f8-8d20-d01d4961f85c","Code_209","http://www.cdisc.org","2023-12-15","Code","C77140","Clinical Test Result"
"a24d5008-a953-4772-ae63-b15a6630bd27","Code_210","http://www.cdisc.org","2023-12-15","Code","C49669","Unit of Pressure"
"fd5608be-c21d-497c-87e7-c96c46a58bd5","Code_211","http://www.cdisc.org","2023-12-15","Code","C62122","Sitting"
"25f3bbf8-bd91-40ef-835b-553d14e63b40","Code_212","http://www.cdisc.org","2023-12-15","Code","C62166","Standing"
"d519fdd0-89bb-4e28-99d8-bb2d1ecefe32","Code_213","http://www.cdisc.org","2023-12-15","Code","C62167","Supine Position"
"cbc9071b-cd44-4acc-b1fa-1079d67f73f5","Code_214","http://www.cdisc.org","2023-12-15","Code","C62164","Body Position"
"0787cc35-a3ad-4eeb-8a9b-4c90af86184d","Code_215","http://www.cdisc.org","2023-12-15","Code","C12681","Brachial Artery"
"d309c821-3211-40b7-80ea-5130e343b0f0","Code_216","http://www.cdisc.org","2023-12-15","Code","C12687","Common Carotid Artery"
"280efd23-3f05-4088-9b0b-6b3b7cb6ec3b","Code_217","http://www.cdisc.org","2023-12-15","Code","C32478","Dorsalis Pedis Artery"
"9ef44761-f8ad-42b2-b04a-6ca6856f8c4f","Code_218","http://www.cdisc.org","2023-12-15","Code","C12715","Femoral Artery"
"c36b9ff2-9577-4fa1-a243-3c36243756ae","Code_219","http://www.cdisc.org","2023-12-15","Code","C12838","Radial Artery"
"a2c5c90a-2946-4e2d-80f8-f04bb27fa0bf","Code_220","http://www.cdisc.org","2023-12-15","Code","C13717","Anatomic Site"
"a7a23e04-ca8b-4e02-a0e8-09cfae3c117f","Code_221","http://www.cdisc.org","2023-12-15","Code","C25229","Left"
"5b9cc43f-554b-42cc-a021-94be60d0ceb3","Code_222","http://www.cdisc.org","2023-12-15","Code","C25228","Right"
"8dbbfda7-1d61-406f-a009-0af632999f24","Code_223","http://www.cdisc.org","2023-12-15","Code","C25185","Laterality"
"4f5daf0d-8025-4eff-91af-6344280ad51a","Code_224","http://www.cdisc.org","2023-12-15","Code","C25299","DIABP"
"3f898a5c-0f73-4b02-a82e-dd970c41c0ce","Code_225","http://www.cdisc.org","2023-12-15","Code","C174446","TEMP"
"58574ab1-4def-4a83-9f08-4b97e3c9d319","Code_226","http://www.cdisc.org","2023-12-15","Code","C77140","Clinical Test Result"
"84a2d4d7-2f96-41c8-af09-dd7c7fdb7125","Code_227","http://www.cdisc.org","2023-12-15","Code","C42559","Degree Celsius"
"14960552-b98b-480a-b213-e66d051d3f13","Code_228","http://www.cdisc.org","2023-12-15","Code","C44277","Degree Fahrenheit"
"ed3c049e-de0f-47f5-bef9-afc4fce17166","Code_229","http://www.cdisc.org","2023-12-15","Code","C42537","Kelvin"
"b47b8703-793a-4487-b43d-d2a51e2ec4cd","Code_230","http://www.cdisc.org","2023-12-15","Code","C44276","Unit of Temperature"
"01ab9151-e211-49e3-b133-ae4ec2eb2cd8","Code_231","http://www.cdisc.org","2023-12-15","Code","C12674","Axilla"
"110e604e-0fd6-4a4f-bf83-f5509a34569d","Code_232","http://www.cdisc.org","2023-12-15","Code","C12394","Ear"
"2ab4c085-a821-4b5d-be83-cee7a988cb1e","Code_233","http://www.cdisc.org","2023-12-15","Code","C89803","Forehead"
"658e656b-d054-4f6f-97a0-ce72eb09c17a","Code_234","http://www.cdisc.org","2023-12-15","Code","C12421","Oral Cavity"
"554d2de0-fed9-4484-8edd-7c2519a53ca0","Code_235","http://www.cdisc.org","2023-12-15","Code","C12390","Rectum"
"ec0f7025-a6e8-46a0-b9b3-8e874004f8d7","Code_236","http://www.cdisc.org","2023-12-15","Code","C13717","Anatomic Site"
"3356c3c4-34ec-4bb4-8440-c0976a07ec59","Code_237","http://www.cdisc.org","2023-12-15","Code","C174446","TEMP"
"fb2e6577-db4e-4e55-bd4b-aad6f5be06a8","Code_238","http://www.cdisc.org","2023-12-15","Code","C25208","WEIGHT"
"ee5ff472-9349-4178-93f0-eba21d8ca7a3","Code_239","http://www.cdisc.org","2023-12-15","Code","C77140","Clinical Test Result"
"5c098fdb-b891-49a5-a948-9a99386f8d19","Code_240","http://www.cdisc.org","2023-12-15","Code","C48531","Pound"
"3b894e69-8e25-473c-9da0-0cd49562c9c0","Code_241","http://www.cdisc.org","2023-12-15","Code","C48155","Gram"
"31abbde7-f374-49e3-9f71-c95916c0c7a0","Code_242","http://www.cdisc.org","2023-12-15","Code","C28252","Kilogram"
"4ef20f7c-8753-4a02-a870-f077bdb004ab","Code_243","http://www.cdisc.org","2023-12-15","Code","C48208","Unit of Weight"
"082fdcfb-4b77-4989-b705-77a66aa39944","Code_244","http://www.cdisc.org","2023-12-15","Code","C25208","WEIGHT"
"e776cfba-b459-41b2-b5dd-13ce8600eba5","Code_245","http://www.cdisc.org","2023-12-15","Code","C25347","HEIGHT"
"f1502ff7-40ba-427c-abb1-3dfa98662871","Code_246","http://www.cdisc.org","2023-12-15","Code","C77140","Clinical Test Result"
"908ecbfc-f849-400a-b2c7-4d6b662880f0","Code_247","http://www.cdisc.org","2023-12-15","Code","C49668","Centimeter"
"dcaa442e-53ad-4885-b9da-11a510b267ba","Code_248","http://www.cdisc.org","2023-12-15","Code","C48500","Inch"
"7c16e7d5-5485-4349-bc93-8ba2eb2d6d98","Code_249","http://www.cdisc.org","2023-12-15","Code","C41139","Meter"
"3369b8a2-80ae-4eaa-ac24-61e5818c7d5c","Code_250","http://www.cdisc.org","2023-12-15","Code","C168688","Unit of Height"
"890029db-911c-4f56-8446-e15817c5c5a8","Code_251","http://www.cdisc.org","2023-12-15","Code","C25347","HEIGHT"
"b97e4912-fcad-4fb6-ae3a-5dc29df632a7","Code_252","http://www.cdisc.org","2023-12-15","Code","C64433","ALT"
"aac45a2e-aa2b-4f52-bca1-37f0ba973393","Code_253","http://www.cdisc.org","2023-12-15","Code","C36292","Laboratory Test Result"
"5a4e998a-3a21-424a-b993-64430f924f29","Code_254","http://www.cdisc.org","2023-12-15","Code","C67456","Unit per Liter"
"1f15e832-9659-4a5c-9481-c6057c0c73f8","Code_255","http://www.cdisc.org","2023-12-15","Code","C67397","Microkatal per Liter"
"baa4af28-a970-4742-891d-d9ac94c0f157","Code_256","http://www.cdisc.org","2023-12-15","Code","C67376","International Unit per Liter"
"f49b484b-9715-49af-bb96-2fa5bf43da70","Code_257","http://www.cdisc.org","2023-12-15","Code","C70510","Nanokatal per Liter"
"6eda5c54-db8b-490c-ab5c-c96c5595704c","Code_258","http://www.cdisc.org","2023-12-15","Code","C67365","Unit of Catalytic Activity Concentration"
"575ca103-7e89-4b63-bac0-c709c0bb8858","Code_259","http://www.cdisc.org","2023-12-15","Code","C70713","Biospecimen Type"
"9e2e3971-c6f8-4c54-80d0-3838c7bdb223","Code_260","http://www.cdisc.org","2023-12-15","Code","C49487","No"
"562ec72f-7164-4153-ad64-1ce5dfd77b31","Code_261","http://www.cdisc.org","2023-12-15","Code","C49488","Yes"
"6d278c27-72df-490c-9a28-3d6be5a91109","Code_262","http://www.cdisc.org","2023-12-15","Code","C83309","Laboratory Test Fasting Status"
"1a431d93-5095-439c-ac2d-dbc7211d9b51","Code_263","http://www.cdisc.org","2023-12-15","Code","C64433","ALT"
"4134bfcb-ae7c-4eba-a497-91847ab2ec79","Code_264","http://www.cdisc.org","2023-12-15","Code","C64431","ALB"
"be82b4ef-5940-4069-9bfb-0d05b61a1ff5","Code_265","http://www.cdisc.org","2023-12-15","Code","C36292","Laboratory Test Result"
"30342ec9-a3f1-446b-830d-afaa4338729b","Code_266","http://www.cdisc.org","2023-12-15","Code","C70713","Biospecimen Type"
"f0c5df80-d21a-4738-896f-8cf4bcf44208","Code_267","http://www.cdisc.org","2023-12-15","Code","C49487","No"
"5c8c1de1-611a-44fc-a6bd-9391cb4a3aef","Code_268","http://www.cdisc.org","2023-12-15","Code","C49488","Yes"
"eca6cd78-9bf6-47ec-b9cd-d4c4951e554a","Code_269","http://www.cdisc.org","2023-12-15","Code","C83309","Laboratory Test Fasting Status"
"26a797a8-0b67-4674-829f-77b714625baa","Code_270","http://www.cdisc.org","2023-12-15","Code","C64431","ALB"
"a6fdc845-e1a2-4634-b30f-5b266bd76c71","Code_271","http://www.cdisc.org","2023-12-15","Code","C64432","ALP"
"92201932-2a07-4af9-8614-351509ceb9f5","Code_272","http://www.cdisc.org","2023-12-15","Code","C36292","Laboratory Test Result"
"8868fab8-1670-4b38-bb0f-f6787cf1607c","Code_273","http://www.cdisc.org","2023-12-15","Code","C67456","Unit per Liter"
"241cb007-ad35-4bd9-b955-0a8bb9ff1abe","Code_274","http://www.cdisc.org","2023-12-15","Code","C67397","Microkatal per Liter"
"c666922a-a2c4-4746-8e1e-557dd3ab8abd","Code_275","http://www.cdisc.org","2023-12-15","Code","C67376","International Unit per Liter"
"44e4c223-8dac-48a6-8ecd-43a224a4616d","Code_276","http://www.cdisc.org","2023-12-15","Code","C67365","Unit of Catalytic Activity Concentration"
"2ef61bed-37a5-48a2-82bc-7bb651a2ca08","Code_277","http://www.cdisc.org","2023-12-15","Code","C70713","Biospecimen Type"
"b98a124f-c352-423f-914b-548d6e2570bc","Code_278","http://www.cdisc.org","2023-12-15","Code","C49487","No"
"6f19856c-4f1b-4733-9cef-592a793ff016","Code_279","http://www.cdisc.org","2023-12-15","Code","C49488","Yes"
"d4b2bd6b-f447-45c2-be89-de6dbaf6a37e","Code_280","http://www.cdisc.org","2023-12-15","Code","C83309","Laboratory Test Fasting Status"
"f85b2e38-a9da-41a0-b2d7-ab9d1c7e1b99","Code_281","http://www.cdisc.org","2023-12-15","Code","C64432","ALP"
"12ec0f90-b8e7-4014-814c-5a92d1b1cc10","Code_282","http://www.cdisc.org","2023-12-15","Code","C64467","AST"
"1d14d66f-d9f5-474d-80b3-da8097a2174a","Code_283","http://www.cdisc.org","2023-12-15","Code","C36292","Laboratory Test Result"
"1b384d0a-8a03-48e7-96a6-adba5b5ade66","Code_284","http://www.cdisc.org","2023-12-15","Code","C67456","Unit per Liter"
"cb16990a-1323-4486-a014-f709f6dea03f","Code_285","http://www.cdisc.org","2023-12-15","Code","C67397","Microkatal per Liter"
"c636901f-d0b8-422f-a3d8-829e65d62072","Code_286","http://www.cdisc.org","2023-12-15","Code","C67376","International Unit per Liter"
"9babcf92-45fa-4530-85e8-ab5005ac2075","Code_287","http://www.cdisc.org","2023-12-15","Code","C67365","Unit of Catalytic Activity Concentration"
"b0b72907-2220-46f3-98fd-846295d82faa","Code_288","http://www.cdisc.org","2023-12-15","Code","C70713","Biospecimen Type"
"0d1d8493-c910-49d4-9c62-7ff504fe5f7e","Code_289","http://www.cdisc.org","2023-12-15","Code","C49487","No"
"179f5606-f6c2-4195-9203-575f0302c3f2","Code_290","http://www.cdisc.org","2023-12-15","Code","C49488","Yes"
"9c4a459e-448f-4c24-bdc7-adf05b01a66e","Code_291","http://www.cdisc.org","2023-12-15","Code","C83309","Laboratory Test Fasting Status"
"3ede52df-413c-4e31-af2a-37c6bad9433e","Code_292","http://www.cdisc.org","2023-12-15","Code","C64467","AST"
"30f6bc61-e4dd-4718-803e-4f1195097f0e","Code_293","http://www.cdisc.org","2023-12-15","Code","C64547","CREAT"
"667ca805-0919-47d0-a628-44bac3a6f1af","Code_294","http://www.cdisc.org","2023-12-15","Code","C36292","Laboratory Test Result"
"88f73996-b5ce-4b9f-85e6-22d29feba000","Code_295","http://www.cdisc.org","2023-12-15","Code","C67015","Milligram per Deciliter"
"6a45ae8a-11d0-49de-b3c7-75a187146956","Code_296","http://www.cdisc.org","2023-12-15","Code","C64572","Microgram per Milliliter"
"fdf5dbae-4034-4520-8e14-42fb8bab5895","Code_297","http://www.cdisc.org","2023-12-15","Code","C64387","Millimole per Liter"
"700b4b67-a479-472e-a88b-29630a91bf5e","Code_298","http://www.cdisc.org","2023-12-15","Code","C48508","Micromole per Liter"
"04c18caf-9981-4f54-af0d-52e7ad13779a","Code_299","http://www.cdisc.org","2023-12-15","Code","C48207","Unit of Concentration"
"63748618-1a06-472e-b2b4-498772899ff9","Code_300","http://www.cdisc.org","2023-12-15","Code","C70713","Biospecimen Type"
"3b12bfa1-aab1-45af-a814-656e3e1755af","Code_301","http://www.cdisc.org","2023-12-15","Code","C49487","No"
"ad3584e3-58c3-4dcc-90ca-966200ae296e","Code_302","http://www.cdisc.org","2023-12-15","Code","C49488","Yes"
"c3b0e716-a538-469b-a306-8305c29770c1","Code_303","http://www.cdisc.org","2023-12-15","Code","C83309","Laboratory Test Fasting Status"
"8a96ac97-370f-4ec8-a263-27ebd58fdd1b","Code_304","http://www.cdisc.org","2023-12-15","Code","C64547","CREAT"
"fd2ebb77-41ce-4494-baf7-9f7fdaa954c0","Code_305","http://www.cdisc.org","2023-12-15","Code","C64853","K"
"89ccc886-d21b-4037-afd9-a1b369fb5c8a","Code_306","http://www.cdisc.org","2023-12-15","Code","C36292","Laboratory Test Result"
"ebd93441-f7a3-4055-8e58-27d046de0439","Code_307","http://www.cdisc.org","2023-12-15","Code","C67474","Milliequivalent per Liter"
"2d40f424-3660-4aeb-9e72-93c7a8d8cb54","Code_308","http://www.cdisc.org","2023-12-15","Code","C67473","Milliequivalent per Deciliter"
"b17b4ab0-b554-4536-8423-406292cd4e1f","Code_309","http://www.cdisc.org","2023-12-15","Code","C64387","Millimole per Liter"
"a2ee3b56-85f7-434b-b3e5-509d13e3c5fd","Code_310","http://www.cdisc.org","2023-12-15","Code","C64567","Molarity Unit"
"673ec4b9-167f-43d4-863c-74872b3d1691","Code_311","http://www.cdisc.org","2023-12-15","Code","C70713","Biospecimen Type"
"bae3d962-ddc4-4de6-abd4-35cb791daf90","Code_312","http://www.cdisc.org","2023-12-15","Code","C49487","No"
"bd03098b-ca92-4ad5-a8c0-f37a2fa70990","Code_313","http://www.cdisc.org","2023-12-15","Code","C49488","Yes"
"a319c862-03bf-433e-a728-81c1d8697f93","Code_314","http://www.cdisc.org","2023-12-15","Code","C83309","Laboratory Test Fasting Status"
"cb979df5-10ab-441e-8550-05ce0abac3ab","Code_315","http://www.cdisc.org","2023-12-15","Code","C64853","K"
"518414f5-5645-4be7-8a82-d202d9276532","Code_316","http://www.cdisc.org","2023-12-15","Code","C64809","SODIUM"
"d3831979-de7c-46b5-abfc-633c67287662","Code_317","http://www.cdisc.org","2023-12-15","Code","C36292","Laboratory Test Result"
"b366c99a-7240-49a7-8c16-3afb31bca4f7","Code_318","http://www.cdisc.org","2023-12-15","Code","C67474","Milliequivalent per Liter"
"e7272060-1e02-43a9-b859-1fcb95c18c82","Code_319","http://www.cdisc.org","2023-12-15","Code","C67473","Milliequivalent per Deciliter"
"86963665-8054-4332-b447-679ad2abfef7","Code_320","http://www.cdisc.org","2023-12-15","Code","C64387","Millimole per Liter"
"8e6e740e-5196-4ca0-a8f4-62998c3115fb","Code_321","http://www.cdisc.org","2023-12-15","Code","C64567","Molarity Unit"
"56010274-5b35-40f7-a024-66884893adf2","Code_322","http://www.cdisc.org","2023-12-15","Code","C70713","Biospecimen Type"
"80954879-50e6-4900-a55e-e7e386d27af2","Code_323","http://www.cdisc.org","2023-12-15","Code","C49487","No"
"1f11c7ca-6dac-434d-ab5f-9b1cbf5dbf9d","Code_324","http://www.cdisc.org","2023-12-15","Code","C49488","Yes"
"17196ec1-47d3-4c01-8a16-de8bd8604640","Code_325","http://www.cdisc.org","2023-12-15","Code","C83309","Laboratory Test Fasting Status"
"acfde8ad-fd15-484f-afb3-d6babd3fae4b","Code_326","http://www.cdisc.org","2023-12-15","Code","C64809","SODIUM"
"58df8572-7c6a-4c7f-b852-aa98290da779","Code_327","http://www.cdisc.org","2023-12-15","Code","C25298","SYSBP"
"aab66fb7-fad6-4ea5-901c-de14aef75cef","Code_328","http://www.cdisc.org","2023-12-15","Code","C77140","Clinical Test Result"
"e8ebc7ba-21cb-4b22-bb06-fa158c3435f9","Code_329","http://www.cdisc.org","2023-12-15","Code","C49669","Unit of Pressure"
"616f3afb-da5f-470a-9a28-70a14e01c0e2","Code_330","http://www.cdisc.org","2023-12-15","Code","C62122","Sitting"
"d125d3d4-571a-490f-903d-78eedc8d0dbf","Code_331","http://www.cdisc.org","2023-12-15","Code","C62166","Standing"
"7f4e1336-c5a3-4853-837f-171ed167e0b8","Code_332","http://www.cdisc.org","2023-12-15","Code","C62167","Supine Position"
"c47a4c5e-6c60-4f01-b0c0-c8d5ef1902b4","Code_333","http://www.cdisc.org","2023-12-15","Code","C62164","Body Position"
"bf1582d3-c2b5-4865-a669-5d2157df3bd7","Code_334","http://www.cdisc.org","2023-12-15","Code","C12681","Brachial Artery"
"978e0e61-e5b7-428b-92b9-b9e13770f126","Code_335","http://www.cdisc.org","2023-12-15","Code","C12687","Common Carotid Artery"
"f239f345-dfab-4677-a962-21377c30da6a","Code_336","http://www.cdisc.org","2023-12-15","Code","C32478","Dorsalis Pedis Artery"
"cf5acb84-5ef8-433a-ad11-b2c5a5cad1fc","Code_337","http://www.cdisc.org","2023-12-15","Code","C12715","Femoral Artery"
"299dee17-fdfc-424b-8197-92ccd11b012e","Code_338","http://www.cdisc.org","2023-12-15","Code","C12838","Radial Artery"
"d0255088-a03c-460d-a125-1287d5bbbfa2","Code_339","http://www.cdisc.org","2023-12-15","Code","C13717","Anatomic Site"
"dd04c675-ef95-4d3a-9fcd-f75eff584209","Code_340","http://www.cdisc.org","2023-12-15","Code","C25229","Left"
"a3242eca-1ab9-46dd-9f6c-852e5886437a","Code_341","http://www.cdisc.org","2023-12-15","Code","C25228","Right"
"aec98986-36eb-4100-a54e-ea293e24fc53","Code_342","http://www.cdisc.org","2023-12-15","Code","C25185","Laterality"
"08105d4b-f5d1-4c8e-88cb-22ffb7960005","Code_343","http://www.cdisc.org","2023-12-15","Code","C25298","SYSBP"
"0c04199a-3ef7-427b-aebd-97dee3570439","Code_344","http://www.cdisc.org","2023-12-15","Code","C25299","DIABP"
"fe03ebc7-e0f9-4df7-80a7-71f1fcb210f0","Code_345","http://www.cdisc.org","2023-12-15","Code","C77140","Clinical Test Result"
"371a0c1e-604f-4051-bcff-0e96359dc5db","Code_346","http://www.cdisc.org","2023-12-15","Code","C49669","Unit of Pressure"
"7d053faa-d771-4803-90d6-c7eda22c43da","Code_347","http://www.cdisc.org","2023-12-15","Code","C62122","Sitting"
"0eed7e13-7f5a-4dd1-b038-729580a949a5","Code_348","http://www.cdisc.org","2023-12-15","Code","C62166","Standing"
"d31fa553-1a4f-4239-99db-6650843ec6ee","Code_349","http://www.cdisc.org","2023-12-15","Code","C62167","Supine Position"
"403dc575-1372-47b1-b4c7-60496a9f92c0","Code_350","http://www.cdisc.org","2023-12-15","Code","C62164","Body Position"
"2f99cd83-c56f-49ea-a1bc-e09bbcacbb6f","Code_351","http://www.cdisc.org","2023-12-15","Code","C12681","Brachial Artery"
"0afd1276-9149-4713-ac3e-45c02c2f66f2","Code_352","http://www.cdisc.org","2023-12-15","Code","C12687","Common Carotid Artery"
"439a7bd8-7cda-4e18-a90e-1a6afd2cc350","Code_353","http://www.cdisc.org","2023-12-15","Code","C32478","Dorsalis Pedis Artery"
"9bccdb19-2cb8-45af-a623-6ec5c973ba1f","Code_354","http://www.cdisc.org","2023-12-15","Code","C12715","Femoral Artery"
"87655c59-25ca-4df3-8b54-2d3f037cc19a","Code_355","http://www.cdisc.org","2023-12-15","Code","C12838","Radial Artery"
"aa4edb67-1149-4d20-957b-b08381969995","Code_356","http://www.cdisc.org","2023-12-15","Code","C13717","Anatomic Site"
"6afbe417-fbb2-4fe2-981b-8ae6f5f4b98a","Code_357","http://www.cdisc.org","2023-12-15","Code","C25229","Left"
"53ee0f05-bc1c-458e-a7f5-ae151df137b9","Code_358","http://www.cdisc.org","2023-12-15","Code","C25228","Right"
"2594346b-e3d3-4f04-963e-ab9b66d9ae9c","Code_359","http://www.cdisc.org","2023-12-15","Code","C25185","Laterality"
"910b1454-6257-4576-83cd-fa1a2cb42169","Code_360","http://www.cdisc.org","2023-12-15","Code","C25299","DIABP"
"c0ca7902-3bc6-4bb9-b03d-9c6653dbd7e9","Code_361","http://www.cdisc.org","2023-12-15","Code","C49677","HR"
"c98696fa-d0bf-427b-82a3-01e0bbc7c4ab","Code_362","http://www.cdisc.org","2023-12-15","Code","C77140","Clinical Test Result"
"7e6e8aa0-bcc8-44ca-9cec-a01079282eba","Code_363","http://www.cdisc.org","2023-12-15","Code","C73688","Count per Minute"
"eaedc225-bd2a-45b0-adb2-0515a840425d","Code_364","http://www.cdisc.org","2023-12-15","Code","C62122","Sitting"
"9c67ee0e-eaeb-4543-8b6d-c786f3f7f5a2","Code_365","http://www.cdisc.org","2023-12-15","Code","C62166","Standing"
"4f66399d-6b58-4ae1-b9c1-1c0a4c2c6074","Code_366","http://www.cdisc.org","2023-12-15","Code","C62167","Supine Position"
"7d19f7f3-c61c-4b8c-bf02-2729fdbf23dc","Code_367","http://www.cdisc.org","2023-12-15","Code","C62164","Body Position"
"a716269c-10bc-442c-bc2c-8aa6e9cee924","Code_368","http://www.cdisc.org","2023-12-15","Code","C12681","Brachial Artery"
"199a3e57-78be-4492-b894-3902256eb537","Code_369","http://www.cdisc.org","2023-12-15","Code","C12687","Common Carotid Artery"
"fa220685-618a-47d4-82a7-db7f315c58dd","Code_370","http://www.cdisc.org","2023-12-15","Code","C32478","Dorsalis Pedis Artery"
"bd9f3c21-5b52-40d5-bf4d-69f1affdf994","Code_371","http://www.cdisc.org","2023-12-15","Code","C12715","Femoral Artery"
"8a92ea00-5dc2-42ea-8aed-9b70fb42127b","Code_372","http://www.cdisc.org","2023-12-15","Code","C12838","Radial Artery"
"6c3bfaee-72a6-4e86-a469-891f402ff311","Code_373","http://www.cdisc.org","2023-12-15","Code","C13717","Anatomic Site"
"b314e5f8-9779-41e4-b0f4-ed75bda17c2a","Code_374","http://www.cdisc.org","2023-12-15","Code","C25229","Left"
"69424548-c092-4096-afc9-f0eb029ef5c3","Code_375","http://www.cdisc.org","2023-12-15","Code","C25228","Right"
"d7a1e98a-9f54-4341-a70b-fa6d6049b08e","Code_376","http://www.cdisc.org","2023-12-15","Code","C25185","Laterality"
"f4c9b0a0-8312-4acf-9694-7e142e08934b","Code_377","http://www.cdisc.org","2023-12-15","Code","C49677","HR"
"7301f157-17c5-4e9c-bc42-d734a769f8a8","Code_378","http://www.cdisc.org","2023-12-15","Code","C25298","SYSBP"
"2faeebcb-67dc-405e-b3c0-9a31eeb64e57","Code_379","http://www.cdisc.org","2023-12-15","Code","C77140","Clinical Test Result"
"f6692839-5b54-4c0f-8987-d667d214b97b","Code_380","http://www.cdisc.org","2023-12-15","Code","C49669","Unit of Pressure"
"8013f2c8-ecdf-46fd-8b1f-9a46621adf56","Code_381","http://www.cdisc.org","2023-12-15","Code","C62122","Sitting"
"b854e2cd-2d3f-4a53-872d-78529a9bccab","Code_382","http://www.cdisc.org","2023-12-15","Code","C62166","Standing"
"8febffb8-9201-45ee-9fcf-baf1b90d673a","Code_383","http://www.cdisc.org","2023-12-15","Code","C62167","Supine Position"
