"decode","uuid:ID","instanceType","codeSystem","codeSystemVersion","id","code"
"No","84481655-5855-458c-a8a7-ba9a37c6a145","Code","http://www.cdisc.org","2023-12-15","Code_173","C49487"
"Yes","ab664d0f-c5ea-448a-8c8a-c6efb2f5e7ff","Code","http://www.cdisc.org","2023-12-15","Code_174","C49488"
"Adverse Event associated with Hospitalization","480beb52-f45b-42b7-b777-5cca34fea94e","Code","http://www.cdisc.org","2023-12-15","Code_175","C83052"
"No","d42dc7bc-f72c-475b-b119-a44d04921e85","Code","http://www.cdisc.org","2023-12-15","Code_176","C49487"
"Yes","e7632e23-c0d0-49c5-a4bd-d27329c7a7eb","Code","http://www.cdisc.org","2023-12-15","Code_177","C49488"
"Life Threatening Adverse Event","a9c15ce0-9de1-470d-9c4d-0534ad037966","Code","http://www.cdisc.org","2023-12-15","Code_178","C84266"
"No","05e36ca3-e205-48ee-af3d-56f6b467b312","Code","http://www.cdisc.org","2023-12-15","Code_179","C49487"
"Yes","421300a0-fd67-434c-bbce-ea25fbaaea1f","Code","http://www.cdisc.org","2023-12-15","Code_180","C49488"
"Adverse Event Occurred with Overdose","ad508c4a-d5da-41e4-94da-c2f14398da77","Code","http://www.cdisc.org","2023-12-15","Code_181","C83214"
"No","39712606-086a-4698-ba18-a1dfeaefce8a","Code","http://www.cdisc.org","2023-12-15","Code_182","C49487"
"Yes","ffe720f7-13f3-4ca1-9baf-3004fb398072","Code","http://www.cdisc.org","2023-12-15","Code_183","C49488"
"Adverse Event Associated with Serious Medical Event","a4d5d7c3-b2df-43bf-932f-8336eb10958a","Code","http://www.cdisc.org","2023-12-15","Code_184","C83053"
"No","411a9c64-0b56-4bd0-a619-44c5c68af7ed","Code","http://www.cdisc.org","2023-12-15","Code_185","C49487"
"Yes","e78296c2-7c12-4d52-ac1c-7ffd5e7965fd","Code","http://www.cdisc.org","2023-12-15","Code_186","C49488"
"Adverse Event Concomitant Treatment","b6554971-d4a3-4630-aa4c-f4d766e29021","Code","http://www.cdisc.org","2023-12-15","Code_187","C83199"
"Adverse Event Start Date Time","07fb4101-3d77-458f-bd20-a5d0eef92c47","Code","http://www.cdisc.org","2023-12-15","Code_188","C83215"
"Adverse Event End Date Time","62624a5e-0363-4bf4-87d3-c3693c66792e","Code","http://www.cdisc.org","2023-12-15","Code_189","C83201"
"Solicited Adverse Event","126e7626-0269-48ee-a7c6-64a03b4c8f5e","Code","http://www.cdisc.org","2023-12-15","Code_190","C179175"
"SYSBP","10c2ad01-85a8-4e7b-97bf-a2fbb1ed7d9c","Code","http://www.cdisc.org","2023-12-15","Code_191","C25298"
"Clinical Test Result","84164a07-799e-4fb9-81f8-a62354f6e126","Code","http://www.cdisc.org","2023-12-15","Code_192","C77140"
"Unit of Pressure","d60d44f0-f2d1-4175-8d17-9d95e318e59c","Code","http://www.cdisc.org","2023-12-15","Code_193","C49669"
"Sitting","8e9ba63c-cedb-4ca7-9485-578fd574e36b","Code","http://www.cdisc.org","2023-12-15","Code_194","C62122"
"Standing","7e6dec44-11ac-4de7-b71f-9b8ac0128856","Code","http://www.cdisc.org","2023-12-15","Code_195","C62166"
"Supine Position","792fbfac-d13b-4d00-bd51-f8f193d95e04","Code","http://www.cdisc.org","2023-12-15","Code_196","C62167"
"Body Position","62b17520-bfdc-4849-a584-7de796375a51","Code","http://www.cdisc.org","2023-12-15","Code_197","C62164"
"Brachial Artery","c3a3fada-38f0-4f47-a9b7-4e57e67b2c11","Code","http://www.cdisc.org","2023-12-15","Code_198","C12681"
"Common Carotid Artery","6cd7fde4-470e-488d-9284-60ee62c2e8c5","Code","http://www.cdisc.org","2023-12-15","Code_199","C12687"
"Dorsalis Pedis Artery","ad9678c2-7262-4224-90de-9f6609bf266f","Code","http://www.cdisc.org","2023-12-15","Code_200","C32478"
"Femoral Artery","49fc556d-903e-4ba8-ae78-f405d3d6e60e","Code","http://www.cdisc.org","2023-12-15","Code_201","C12715"
"Radial Artery","8c0d1ffc-67b5-46df-b883-b5264c6c75f7","Code","http://www.cdisc.org","2023-12-15","Code_202","C12838"
"Anatomic Site","bc4645ea-b5eb-4339-9b9f-46f9209a9bbc","Code","http://www.cdisc.org","2023-12-15","Code_203","C13717"
"Left","c1571254-486a-4aeb-94f1-9fe5ec5bd322","Code","http://www.cdisc.org","2023-12-15","Code_204","C25229"
"Right","584b4893-ea76-46e5-8be0-5fa696086a74","Code","http://www.cdisc.org","2023-12-15","Code_205","C25228"
"Laterality","847990d5-ba38-4361-9956-88995e2d3955","Code","http://www.cdisc.org","2023-12-15","Code_206","C25185"
"SYSBP","3146335b-b6d2-4203-b9ea-7f6a0e27d326","Code","http://www.cdisc.org","2023-12-15","Code_207","C25298"
"DIABP","b806376f-3347-47b3-b7c3-ef20c936d56b","Code","http://www.cdisc.org","2023-12-15","Code_208","C25299"
"Clinical Test Result","de295d34-7905-4d7c-9f47-f25428271ee8","Code","http://www.cdisc.org","2023-12-15","Code_209","C77140"
"Unit of Pressure","57c77b35-aeb5-4964-a369-1e32416268b8","Code","http://www.cdisc.org","2023-12-15","Code_210","C49669"
"Sitting","9b894b4d-c366-4f17-ade5-91203f473bea","Code","http://www.cdisc.org","2023-12-15","Code_211","C62122"
"Standing","c1de0aa9-4444-4b35-82d5-c98bc1c05a69","Code","http://www.cdisc.org","2023-12-15","Code_212","C62166"
"Supine Position","276acc34-53c0-45e3-af11-f5a17b43174b","Code","http://www.cdisc.org","2023-12-15","Code_213","C62167"
"Body Position","a4fb5324-8d2a-48d3-b024-8393525fb10c","Code","http://www.cdisc.org","2023-12-15","Code_214","C62164"
"Brachial Artery","2fa771cc-74b8-48f9-b859-720e2c4fef8a","Code","http://www.cdisc.org","2023-12-15","Code_215","C12681"
"Common Carotid Artery","584523f0-df27-4969-b2fd-6d6791665ab7","Code","http://www.cdisc.org","2023-12-15","Code_216","C12687"
"Dorsalis Pedis Artery","78598cd0-f896-4f5e-922e-07f3fae87fd8","Code","http://www.cdisc.org","2023-12-15","Code_217","C32478"
"Femoral Artery","aa8d1388-6089-4227-a392-22cc5d4363de","Code","http://www.cdisc.org","2023-12-15","Code_218","C12715"
"Radial Artery","1a88824a-501f-43a3-8148-fdd200ab047b","Code","http://www.cdisc.org","2023-12-15","Code_219","C12838"
"Anatomic Site","08d69c55-5ddd-4a4c-8f8b-0b48b986fb00","Code","http://www.cdisc.org","2023-12-15","Code_220","C13717"
"Left","d9a4f2f6-6782-4424-87cc-823de183c860","Code","http://www.cdisc.org","2023-12-15","Code_221","C25229"
"Right","75b0e985-f7b6-438d-9415-50dfb1b426df","Code","http://www.cdisc.org","2023-12-15","Code_222","C25228"
"Laterality","9f7696ea-3093-446e-bc17-3eb7f12092b9","Code","http://www.cdisc.org","2023-12-15","Code_223","C25185"
"DIABP","8e497036-f62c-43ce-ba02-c6e8431cbc69","Code","http://www.cdisc.org","2023-12-15","Code_224","C25299"
"TEMP","bedc13ac-ee3a-4e37-a6a7-5097005573ea","Code","http://www.cdisc.org","2023-12-15","Code_225","C174446"
"Clinical Test Result","be3183cf-550f-4c78-a54c-0d9cd3451d21","Code","http://www.cdisc.org","2023-12-15","Code_226","C77140"
"Degree Celsius","fc77ba3e-c3cc-44cb-b134-61c8e5577833","Code","http://www.cdisc.org","2023-12-15","Code_227","C42559"
"Degree Fahrenheit","660465d4-9ace-4fe4-81de-f064b9a9b918","Code","http://www.cdisc.org","2023-12-15","Code_228","C44277"
"Kelvin","5aaa38ce-e97c-478e-9c87-375ad06ca388","Code","http://www.cdisc.org","2023-12-15","Code_229","C42537"
"Unit of Temperature","54a18899-c379-49a3-bced-572c4f039af5","Code","http://www.cdisc.org","2023-12-15","Code_230","C44276"
"Axilla","e0de641c-88e4-48bc-a814-a7f4284df00e","Code","http://www.cdisc.org","2023-12-15","Code_231","C12674"
"Ear","c82cccd4-c920-4b1e-b9dd-201bb7694a0c","Code","http://www.cdisc.org","2023-12-15","Code_232","C12394"
"Forehead","8d79e698-afa0-4a06-8cfb-ba856bdf2003","Code","http://www.cdisc.org","2023-12-15","Code_233","C89803"
"Oral Cavity","efee245c-3f5f-4886-85b0-2dd25115051c","Code","http://www.cdisc.org","2023-12-15","Code_234","C12421"
"Rectum","38f16b14-bc07-4512-997e-0ff13db98509","Code","http://www.cdisc.org","2023-12-15","Code_235","C12390"
"Anatomic Site","64399b84-b547-466a-9c8d-72cf7a902d36","Code","http://www.cdisc.org","2023-12-15","Code_236","C13717"
"TEMP","84093b3c-539a-4863-aff0-900304b41979","Code","http://www.cdisc.org","2023-12-15","Code_237","C174446"
"WEIGHT","92946395-6679-4ec5-981d-f71aca98b99e","Code","http://www.cdisc.org","2023-12-15","Code_238","C25208"
"Clinical Test Result","251425e0-79c8-4850-acb5-14e4a84a5e13","Code","http://www.cdisc.org","2023-12-15","Code_239","C77140"
"Pound","0045c5b2-2343-4540-bf1e-fb1df0fd53d0","Code","http://www.cdisc.org","2023-12-15","Code_240","C48531"
"Gram","f8a70df4-5d76-48e3-9623-2a9d9e0781e3","Code","http://www.cdisc.org","2023-12-15","Code_241","C48155"
"Kilogram","b41d7b5d-3cb1-46b1-9ff8-72b39711a26d","Code","http://www.cdisc.org","2023-12-15","Code_242","C28252"
"Unit of Weight","7e5df143-4888-4a06-9fa3-1db4c2f59896","Code","http://www.cdisc.org","2023-12-15","Code_243","C48208"
"WEIGHT","bd404541-0007-4d6d-a5ce-14f5686bbe56","Code","http://www.cdisc.org","2023-12-15","Code_244","C25208"
"HEIGHT","6ef19cd6-5340-4b68-bdbe-1d37d1400f92","Code","http://www.cdisc.org","2023-12-15","Code_245","C25347"
"Clinical Test Result","065fe112-380f-421b-b159-c45b9ceb8090","Code","http://www.cdisc.org","2023-12-15","Code_246","C77140"
"Centimeter","180f6ae6-75fc-499f-8596-b6b10e3fc1a4","Code","http://www.cdisc.org","2023-12-15","Code_247","C49668"
"Inch","e3083011-e912-451d-926f-0ea5c3704f2f","Code","http://www.cdisc.org","2023-12-15","Code_248","C48500"
"Meter","885eda8a-da97-4bc5-a12d-3ada9a20c2c2","Code","http://www.cdisc.org","2023-12-15","Code_249","C41139"
"Unit of Height","848bac55-146a-4e38-8e12-4e86b6b5e89e","Code","http://www.cdisc.org","2023-12-15","Code_250","C168688"
"HEIGHT","e3f4e1c8-0343-4ba7-b137-c1113721e02a","Code","http://www.cdisc.org","2023-12-15","Code_251","C25347"
"ALT","49810913-8457-4fef-bd7d-efefd7b44939","Code","http://www.cdisc.org","2023-12-15","Code_252","C64433"
"Laboratory Test Result","816f701d-365e-44f9-ba4a-775ade776437","Code","http://www.cdisc.org","2023-12-15","Code_253","C36292"
"Unit per Liter","c3b4e670-09bc-4354-9457-dad36eb550af","Code","http://www.cdisc.org","2023-12-15","Code_254","C67456"
"Microkatal per Liter","56ef1cd1-35df-4b4c-bc34-ba7cd05bc27b","Code","http://www.cdisc.org","2023-12-15","Code_255","C67397"
"International Unit per Liter","c5afad2a-8f75-4812-a48a-ec88d74838b4","Code","http://www.cdisc.org","2023-12-15","Code_256","C67376"
"Nanokatal per Liter","e9872bff-0015-4fc0-9198-97dd6a866ad3","Code","http://www.cdisc.org","2023-12-15","Code_257","C70510"
"Unit of Catalytic Activity Concentration","12dfedb2-09d0-4340-9ab0-82ca12b8251f","Code","http://www.cdisc.org","2023-12-15","Code_258","C67365"
"Biospecimen Type","f0513e28-3c99-4f27-9b2e-3ea5c0212d56","Code","http://www.cdisc.org","2023-12-15","Code_259","C70713"
"No","fcdea578-ddd4-4f6b-a2b1-e2158f65d271","Code","http://www.cdisc.org","2023-12-15","Code_260","C49487"
"Yes","4da7fa55-da58-4514-82a5-530599805c13","Code","http://www.cdisc.org","2023-12-15","Code_261","C49488"
"Laboratory Test Fasting Status","4219e6bb-d909-438d-911c-6349e7d0f663","Code","http://www.cdisc.org","2023-12-15","Code_262","C83309"
"ALT","94bb1e7f-c53f-4da7-8c16-c8d58bc5fe33","Code","http://www.cdisc.org","2023-12-15","Code_263","C64433"
"ALB","30a65038-1b3b-4fc9-81db-580db5662d6f","Code","http://www.cdisc.org","2023-12-15","Code_264","C64431"
"Laboratory Test Result","1ee287b6-0c6d-45d9-a319-79a08ef83960","Code","http://www.cdisc.org","2023-12-15","Code_265","C36292"
"Biospecimen Type","52afd9e9-63ae-45eb-bf2e-45580e5782e8","Code","http://www.cdisc.org","2023-12-15","Code_266","C70713"
"No","8c2afe72-b767-409e-8a48-21ca0704abcc","Code","http://www.cdisc.org","2023-12-15","Code_267","C49487"
"Yes","a0b34aed-75ca-481a-9f2b-4413a1d106fd","Code","http://www.cdisc.org","2023-12-15","Code_268","C49488"
"Laboratory Test Fasting Status","e81ae891-004d-4291-8cb6-2fbdebd40fd4","Code","http://www.cdisc.org","2023-12-15","Code_269","C83309"
"ALB","e4f34c26-729d-4c53-96de-590677188276","Code","http://www.cdisc.org","2023-12-15","Code_270","C64431"
"ALP","5039769e-fe26-4502-83ec-d48056f6c606","Code","http://www.cdisc.org","2023-12-15","Code_271","C64432"
"Laboratory Test Result","ce858d9b-b716-4eec-a775-e644caf8a704","Code","http://www.cdisc.org","2023-12-15","Code_272","C36292"
"Unit per Liter","7c1a5a5d-c0ad-4552-b729-90f759860abb","Code","http://www.cdisc.org","2023-12-15","Code_273","C67456"
"Microkatal per Liter","d265cfe9-afe4-4776-a2f0-b0054c9e0ec6","Code","http://www.cdisc.org","2023-12-15","Code_274","C67397"
"International Unit per Liter","7d530dce-a0f9-469b-b220-86f9fcca3c11","Code","http://www.cdisc.org","2023-12-15","Code_275","C67376"
"Unit of Catalytic Activity Concentration","b9645b4c-ff75-448c-adba-fdc495d7be54","Code","http://www.cdisc.org","2023-12-15","Code_276","C67365"
"Biospecimen Type","840ad653-4ee4-460a-9d69-218309ecfea3","Code","http://www.cdisc.org","2023-12-15","Code_277","C70713"
"No","f4620adb-ec28-40d0-ae2e-20b4acc60bf8","Code","http://www.cdisc.org","2023-12-15","Code_278","C49487"
"Yes","5fed1230-088e-4dbc-943a-dc6da88f7b67","Code","http://www.cdisc.org","2023-12-15","Code_279","C49488"
"Laboratory Test Fasting Status","c8024c79-f8d3-4d5a-99e0-e279c88a2436","Code","http://www.cdisc.org","2023-12-15","Code_280","C83309"
"ALP","fb821601-738e-4bf9-a3f4-c753a2648b8e","Code","http://www.cdisc.org","2023-12-15","Code_281","C64432"
"AST","e1827d80-36ac-45e1-9318-bf6e6dd0fb0f","Code","http://www.cdisc.org","2023-12-15","Code_282","C64467"
"Laboratory Test Result","e715e87b-48d2-4e39-9cc3-111461047b3a","Code","http://www.cdisc.org","2023-12-15","Code_283","C36292"
"Unit per Liter","3cb333f7-da7b-40eb-aa30-b2cbe0e11b2f","Code","http://www.cdisc.org","2023-12-15","Code_284","C67456"
"Microkatal per Liter","7d887fbd-9108-4333-a915-f326e41fb68f","Code","http://www.cdisc.org","2023-12-15","Code_285","C67397"
"International Unit per Liter","271ffd59-6c87-4bd0-8266-5b3c75fde45e","Code","http://www.cdisc.org","2023-12-15","Code_286","C67376"
"Unit of Catalytic Activity Concentration","5f8708a9-3830-4f8d-9715-fb47eeaea965","Code","http://www.cdisc.org","2023-12-15","Code_287","C67365"
"Biospecimen Type","b4556e55-6532-4627-9ce0-339ec253ca48","Code","http://www.cdisc.org","2023-12-15","Code_288","C70713"
"No","1670e5f1-f51d-4177-a659-9535d7264ebf","Code","http://www.cdisc.org","2023-12-15","Code_289","C49487"
"Yes","139f617d-abb2-4909-a59a-ade4001ce5e0","Code","http://www.cdisc.org","2023-12-15","Code_290","C49488"
"Laboratory Test Fasting Status","e0fa3a59-ddd8-4f1c-a12f-a9a91832f868","Code","http://www.cdisc.org","2023-12-15","Code_291","C83309"
"AST","04f1f8a2-3c8c-45dc-a46a-8eca59f7b231","Code","http://www.cdisc.org","2023-12-15","Code_292","C64467"
"CREAT","dec4ad43-fd82-4c4b-a8c6-621c705c517a","Code","http://www.cdisc.org","2023-12-15","Code_293","C64547"
"Laboratory Test Result","dc457261-2430-444c-a8c2-266e80f24a34","Code","http://www.cdisc.org","2023-12-15","Code_294","C36292"
"Milligram per Deciliter","8080bc71-3745-427f-8b0f-f89fc8fb5274","Code","http://www.cdisc.org","2023-12-15","Code_295","C67015"
"Microgram per Milliliter","0ee674d0-4f26-4ce5-9a56-3f633c04c17b","Code","http://www.cdisc.org","2023-12-15","Code_296","C64572"
"Millimole per Liter","f6bf6917-3c13-4bf2-825e-30d62a6a2939","Code","http://www.cdisc.org","2023-12-15","Code_297","C64387"
"Micromole per Liter","1c300775-f9f5-4fb3-8f42-346618d82667","Code","http://www.cdisc.org","2023-12-15","Code_298","C48508"
"Unit of Concentration","93ba0c3c-e69a-4a3a-ab17-31c58815e929","Code","http://www.cdisc.org","2023-12-15","Code_299","C48207"
"Biospecimen Type","0b34413f-96ee-4f27-b73b-227358594e1f","Code","http://www.cdisc.org","2023-12-15","Code_300","C70713"
"No","b7967ba0-3364-4c1e-bf6b-70da2837efc8","Code","http://www.cdisc.org","2023-12-15","Code_301","C49487"
"Yes","b3c2e350-284d-4626-9315-d87e5ec86797","Code","http://www.cdisc.org","2023-12-15","Code_302","C49488"
"Laboratory Test Fasting Status","798decce-4866-4300-95d1-63946994a870","Code","http://www.cdisc.org","2023-12-15","Code_303","C83309"
"CREAT","48d6a94b-dce7-4ace-ba1e-28aea65d5fdc","Code","http://www.cdisc.org","2023-12-15","Code_304","C64547"
"K","f84a82b2-a384-4f27-a05e-b8514bdd91d0","Code","http://www.cdisc.org","2023-12-15","Code_305","C64853"
"Laboratory Test Result","d3f17163-1245-414a-bd16-ed69765cc76a","Code","http://www.cdisc.org","2023-12-15","Code_306","C36292"
"Milliequivalent per Liter","58cb66bc-7dbd-4b90-b15d-7843be24f3de","Code","http://www.cdisc.org","2023-12-15","Code_307","C67474"
"Milliequivalent per Deciliter","bebb6142-e386-4790-8748-b8e3513d0089","Code","http://www.cdisc.org","2023-12-15","Code_308","C67473"
"Millimole per Liter","071cdbe9-eb3f-4952-8aa9-4939dcae9670","Code","http://www.cdisc.org","2023-12-15","Code_309","C64387"
"Molarity Unit","9eb0276b-6dd9-4d0c-8b38-e32c269977e8","Code","http://www.cdisc.org","2023-12-15","Code_310","C64567"
"Biospecimen Type","b037169c-d6df-49d0-aeea-2db0612f8a20","Code","http://www.cdisc.org","2023-12-15","Code_311","C70713"
"No","7bc0e537-4ad4-46db-9e64-fa49755d9a88","Code","http://www.cdisc.org","2023-12-15","Code_312","C49487"
"Yes","bd939127-919b-4dfa-8e64-d0488a105b5b","Code","http://www.cdisc.org","2023-12-15","Code_313","C49488"
"Laboratory Test Fasting Status","2a2b3122-424f-4317-b9dc-0d83850c71f4","Code","http://www.cdisc.org","2023-12-15","Code_314","C83309"
"K","a666c965-acbd-4249-8b95-a88767b15c52","Code","http://www.cdisc.org","2023-12-15","Code_315","C64853"
"SODIUM","9ebca75d-fa06-425a-9982-9b3d77894a93","Code","http://www.cdisc.org","2023-12-15","Code_316","C64809"
"Laboratory Test Result","743809f3-f7c8-42ad-9c21-9d169c9820ae","Code","http://www.cdisc.org","2023-12-15","Code_317","C36292"
"Milliequivalent per Liter","8e4fab62-fe44-4dbb-8eb9-c781ad1b782b","Code","http://www.cdisc.org","2023-12-15","Code_318","C67474"
"Milliequivalent per Deciliter","00929ce3-f724-4790-ad00-49c31fea6e68","Code","http://www.cdisc.org","2023-12-15","Code_319","C67473"
"Millimole per Liter","216309bd-4427-4443-8d24-0579e1c1a1cf","Code","http://www.cdisc.org","2023-12-15","Code_320","C64387"
"Molarity Unit","247d1668-0e3d-4b4f-988c-3f5ad2bcee3b","Code","http://www.cdisc.org","2023-12-15","Code_321","C64567"
"Biospecimen Type","1ecd1361-60ea-4073-a1ff-119bf4e9b032","Code","http://www.cdisc.org","2023-12-15","Code_322","C70713"
"No","5f23d076-1c84-4566-bcd5-f87dfea9c45d","Code","http://www.cdisc.org","2023-12-15","Code_323","C49487"
"Yes","96308174-4c9b-4050-ac1b-840605e61213","Code","http://www.cdisc.org","2023-12-15","Code_324","C49488"
"Laboratory Test Fasting Status","22d74b0b-965e-41f7-b947-47c912e062ec","Code","http://www.cdisc.org","2023-12-15","Code_325","C83309"
"SODIUM","63b423b7-3888-4cce-bf37-df22450e9e3f","Code","http://www.cdisc.org","2023-12-15","Code_326","C64809"
"SYSBP","ff6c11dc-6932-4e23-a18f-8ac7e478b667","Code","http://www.cdisc.org","2023-12-15","Code_327","C25298"
"Clinical Test Result","88ecfaf5-4bd4-4e15-83ca-40abd5ee6787","Code","http://www.cdisc.org","2023-12-15","Code_328","C77140"
"Unit of Pressure","c5058cce-5fa7-41c2-8504-14dcd994b558","Code","http://www.cdisc.org","2023-12-15","Code_329","C49669"
"Sitting","7c88cf41-4bed-4d46-abd4-37aa7696b240","Code","http://www.cdisc.org","2023-12-15","Code_330","C62122"
"Standing","73087071-69e6-4263-a39c-f13098fb4c88","Code","http://www.cdisc.org","2023-12-15","Code_331","C62166"
"Supine Position","8cbdda46-c2ac-48e9-a4cf-7c52f4042d59","Code","http://www.cdisc.org","2023-12-15","Code_332","C62167"
"Body Position","84413b0a-bfbd-4ddb-ba1e-fc4536a4693d","Code","http://www.cdisc.org","2023-12-15","Code_333","C62164"
"Brachial Artery","14e26b13-0698-4bfe-88b9-7c503ac0fa75","Code","http://www.cdisc.org","2023-12-15","Code_334","C12681"
"Common Carotid Artery","9341612d-9c9b-48f3-b749-3b4f6c842323","Code","http://www.cdisc.org","2023-12-15","Code_335","C12687"
"Dorsalis Pedis Artery","9e1abe65-eb23-41db-94a4-9c43b5a0c9a6","Code","http://www.cdisc.org","2023-12-15","Code_336","C32478"
"Femoral Artery","342674fa-b7cd-4e17-9877-c3289bad9be1","Code","http://www.cdisc.org","2023-12-15","Code_337","C12715"
"Radial Artery","4ae25fb7-e2bb-4755-8ffb-7a66f91a8ac5","Code","http://www.cdisc.org","2023-12-15","Code_338","C12838"
"Anatomic Site","8c07537d-ca7f-4e60-99a9-5425ba812f36","Code","http://www.cdisc.org","2023-12-15","Code_339","C13717"
"Left","3be7277f-2b49-476e-a23b-8ea592c68c4f","Code","http://www.cdisc.org","2023-12-15","Code_340","C25229"
"Right","43f38ef5-3418-4391-bd15-952279011957","Code","http://www.cdisc.org","2023-12-15","Code_341","C25228"
"Laterality","08e5b490-d6d6-40b6-a519-3645a7c73a93","Code","http://www.cdisc.org","2023-12-15","Code_342","C25185"
"SYSBP","f6842e55-479d-4cd7-bbcc-958019464af4","Code","http://www.cdisc.org","2023-12-15","Code_343","C25298"
"DIABP","4bd57062-bd4d-4f8d-8942-13bb2f4bf013","Code","http://www.cdisc.org","2023-12-15","Code_344","C25299"
"Clinical Test Result","65b60e74-e304-43a9-9f44-118999c81a64","Code","http://www.cdisc.org","2023-12-15","Code_345","C77140"
"Unit of Pressure","90d267b7-89de-4579-911d-d0099ac7cd03","Code","http://www.cdisc.org","2023-12-15","Code_346","C49669"
"Sitting","37222b7f-3048-4acc-9c0e-28dfa5b64af4","Code","http://www.cdisc.org","2023-12-15","Code_347","C62122"
"Standing","a0f5cb6e-495b-44f9-9311-bc92e6ddcdf6","Code","http://www.cdisc.org","2023-12-15","Code_348","C62166"
"Supine Position","c8366e4b-b217-4f38-bbaa-931175ea65df","Code","http://www.cdisc.org","2023-12-15","Code_349","C62167"
"Body Position","4d79237d-b470-479e-8e42-6fd0bf4f368c","Code","http://www.cdisc.org","2023-12-15","Code_350","C62164"
"Brachial Artery","89dd8075-3c2f-4d23-acf4-88db940cab8e","Code","http://www.cdisc.org","2023-12-15","Code_351","C12681"
"Common Carotid Artery","f32f84de-9988-4e01-b6b5-4c8c60fcfbcd","Code","http://www.cdisc.org","2023-12-15","Code_352","C12687"
"Dorsalis Pedis Artery","75a0cf0b-eac8-41a1-8f73-f4e94e34c40f","Code","http://www.cdisc.org","2023-12-15","Code_353","C32478"
"Femoral Artery","3b952261-82d0-4064-adf1-05342e271ee1","Code","http://www.cdisc.org","2023-12-15","Code_354","C12715"
"Radial Artery","d229c647-0bde-4d2c-88fa-eb16812c0c86","Code","http://www.cdisc.org","2023-12-15","Code_355","C12838"
"Anatomic Site","241f304d-ac39-4833-a027-7054ffddb538","Code","http://www.cdisc.org","2023-12-15","Code_356","C13717"
"Left","4a1ccb10-4343-4082-836f-a7d2af90a4fd","Code","http://www.cdisc.org","2023-12-15","Code_357","C25229"
"Right","89ff3294-a0ea-4d45-933e-f9d276cff84b","Code","http://www.cdisc.org","2023-12-15","Code_358","C25228"
"Laterality","15f578d4-4814-4bb0-afcc-0593e16d6514","Code","http://www.cdisc.org","2023-12-15","Code_359","C25185"
"DIABP","ccb9d4c3-eee9-450f-85db-68a393919629","Code","http://www.cdisc.org","2023-12-15","Code_360","C25299"
"HR","a231dc40-e6eb-4fe5-8750-db4b423f6eb2","Code","http://www.cdisc.org","2023-12-15","Code_361","C49677"
"Clinical Test Result","233913c4-3c15-4cc0-acec-8c9170fff268","Code","http://www.cdisc.org","2023-12-15","Code_362","C77140"
"Count per Minute","36421140-bffe-4c6e-ba9a-3ae53d0a69d2","Code","http://www.cdisc.org","2023-12-15","Code_363","C73688"
"Sitting","ade68f60-8261-4de0-a92f-e56fae4e5208","Code","http://www.cdisc.org","2023-12-15","Code_364","C62122"
"Standing","f3cb330a-2040-45fc-8096-b9214645d826","Code","http://www.cdisc.org","2023-12-15","Code_365","C62166"
"Supine Position","2752dc8a-5e0f-456b-b453-0f1d73c0d268","Code","http://www.cdisc.org","2023-12-15","Code_366","C62167"
"Body Position","6ee9ebbd-334b-4c42-ae85-f35bda764f59","Code","http://www.cdisc.org","2023-12-15","Code_367","C62164"
"Brachial Artery","1f0da694-7415-40f9-a2a8-564fbc217c54","Code","http://www.cdisc.org","2023-12-15","Code_368","C12681"
"Common Carotid Artery","1dcd76aa-b9b9-44bb-a01f-6bb69f627e3a","Code","http://www.cdisc.org","2023-12-15","Code_369","C12687"
"Dorsalis Pedis Artery","e7f0cde2-745f-40cf-bbec-e0417c874305","Code","http://www.cdisc.org","2023-12-15","Code_370","C32478"
"Femoral Artery","1736cafd-358c-4cda-89be-1686b6d87e4f","Code","http://www.cdisc.org","2023-12-15","Code_371","C12715"
"Radial Artery","070a7337-f2ce-476b-a0a9-b54a9d949fd7","Code","http://www.cdisc.org","2023-12-15","Code_372","C12838"
"Anatomic Site","91142cfd-4814-425a-8979-22880740cc7e","Code","http://www.cdisc.org","2023-12-15","Code_373","C13717"
"Left","5b2fc1a8-6cb1-484d-b532-f1fec81bb5c9","Code","http://www.cdisc.org","2023-12-15","Code_374","C25229"
"Right","caee6726-f435-40ad-88d3-30dc1d75b9c1","Code","http://www.cdisc.org","2023-12-15","Code_375","C25228"
"Laterality","24e0dd37-628e-460a-8f6f-820734277030","Code","http://www.cdisc.org","2023-12-15","Code_376","C25185"
"HR","40d0089f-c236-4b1b-af6d-f84cabaa857c","Code","http://www.cdisc.org","2023-12-15","Code_377","C49677"
"SYSBP","e51c461a-8995-4816-be00-84ed47b0b15f","Code","http://www.cdisc.org","2023-12-15","Code_378","C25298"
"Clinical Test Result","ca747929-95c2-4549-b088-163b9e508417","Code","http://www.cdisc.org","2023-12-15","Code_379","C77140"
"Unit of Pressure","c025a09e-4b33-4f9c-9e37-7814819ebe87","Code","http://www.cdisc.org","2023-12-15","Code_380","C49669"
"Sitting","8e9f3973-afd0-45ff-8da3-42d1f6e33a0f","Code","http://www.cdisc.org","2023-12-15","Code_381","C62122"
"Standing","a0f9312b-ab9b-4847-a176-2b8c9453aaac","Code","http://www.cdisc.org","2023-12-15","Code_382","C62166"
"Supine Position","ed6b419f-5060-4077-8df8-a4800286a16b","Code","http://www.cdisc.org","2023-12-15","Code_383","C62167"
