"code","codeSystemVersion","codeSystem","instanceType","uuid:ID","decode","id"
"C49677","","NCI Thesaurus","Code","3c5d23c6-6811-4bfd-a7d7-c143787ef947","Heart Rate","Code_236"
"C77140","","NCI Thesaurus","Code","6bd378d2-eb64-424c-a5c7-8ce41c03a0f7","Clinical Test Result","Code_245"
"C42547","2023-09-29","http://www.cdisc.org","Code","18a312d5-cde3-4b75-a4e1-81fa1c5d33e4","Pascal","Code_246"
"C49669","","NCI Thesaurus","Code","302bf28a-5a13-4572-a9a1-0854202b2a6c","Unit of Pressure","Code_247"
"C13717","","NCI Thesaurus","Code","5df2d703-434e-456a-911d-6e4e8b904497","Anatomic Site","Code_248"
"C25185","","NCI Thesaurus","Code","69d92a0e-c393-43fc-aaeb-aa7c94a66c07","Laterality","Code_249"
"C82535","","NCI Thesaurus","Code","4e5e7d4d-b1aa-44f3-b201-38e1d4a6558a","Test Method","Code_250"
"C62164","","NCI Thesaurus","Code","ea336b43-3679-44ec-9f12-49ca6d2529f0","Body Position","Code_251"
"C25298","","NCI Thesaurus","Code","e252c76b-99b1-4d72-bb16-9d28806be481","Systolic Blood Pressure","Code_244"
"C77140","","NCI Thesaurus","Code","e54f1b0d-ffc2-4a54-b678-c104801e20d6","Clinical Test Result","Code_253"
"C42547","2023-09-29","http://www.cdisc.org","Code","d16be676-3563-43a4-90a2-77ffd03081be","Pascal","Code_254"
"C49669","","NCI Thesaurus","Code","cc2c0d59-6a90-4a13-b7b9-d0656a586b09","Unit of Pressure","Code_255"
"C13717","","NCI Thesaurus","Code","8158a462-d78a-43b2-a766-37ad8144a2a3","Anatomic Site","Code_256"
"C25185","","NCI Thesaurus","Code","1b797792-8030-4b10-84d6-f8eab87f4db4","Laterality","Code_257"
"C82535","","NCI Thesaurus","Code","aefef66a-9401-4d7f-9549-aba8d79c46db","Test Method","Code_258"
"C62164","","NCI Thesaurus","Code","040f38c3-4607-4cd3-b8b0-425fd7d5b70a","Body Position","Code_259"
"C25299","","NCI Thesaurus","Code","0486009b-fd8b-4738-89a8-53748b5b079d","Diastolic Blood Pressure","Code_252"
"C77140","","NCI Thesaurus","Code","87452dd0-908a-44dd-b7f9-8409780596be","Clinical Test Result","Code_261"
"C49673","2023-09-29","http://www.cdisc.org","Code","8b55aad3-eb87-4bbd-b487-21b84675191c","Beats per Minute","Code_262"
"C73688","","NCI Thesaurus","Code","3dae0f2e-0f1b-428a-b72a-3acb859c6199","Count per Minute","Code_263"
"C13717","","NCI Thesaurus","Code","b85b7f63-48e5-489c-aa1b-1cc110952352","Anatomic Site","Code_264"
"C25185","","NCI Thesaurus","Code","b5d3af5e-e2a1-4578-b539-e1e51be96914","Laterality","Code_265"
"C82535","","NCI Thesaurus","Code","3f3c6705-a46e-4fa0-96a0-cf966a25bc7b","Test Method","Code_266"
"C62164","","NCI Thesaurus","Code","1c95dca9-05e6-4004-9e33-e749196d9ce8","Body Position","Code_267"
"C49677","","NCI Thesaurus","Code","e3e19eeb-5f85-43ca-9124-1f81a0976a0c","Heart Rate","Code_260"
"C174268","2023-09-29","http://www.cdisc.org","Code","b4c8130a-4b01-4b5a-be56-fc094a23846d","Placebo Comparator Arm","Code_123"
"C188866","2023-09-29","http://www.cdisc.org","Code","aca23842-e4bd-4244-b1e3-46e9a1b307da","Data Generated Within Study","Code_124"
"C174267","2023-09-29","http://www.cdisc.org","Code","5d2fe610-0113-46d3-b528-f41b66593799","Active Comparator Arm","Code_125"
"C188866","2023-09-29","http://www.cdisc.org","Code","b084a522-1dd3-40c8-bf4f-d24d0c9ccbff","Data Generated Within Study","Code_126"
"C174267","2023-09-29","http://www.cdisc.org","Code","0d133c53-071e-415b-82ff-0451817e7d3e","Active Comparator Arm","Code_127"
"C188866","2023-09-29","http://www.cdisc.org","Code","19597d50-6fd3-4966-aee6-8dc1e16906ae","Data Generated Within Study","Code_128"
"C15228","2023-09-29","http://www.cdisc.org","Code","b4a28a8d-4d5b-4332-973d-606e3faf3d84","Double Blind Study","Code_136"
"C48262","2023-09-29","http://www.cdisc.org","Code","ed04a101-453b-41f2-91cb-03247cb789ec","Trial Screening","Code_129"
"C101526","2023-09-29","http://www.cdisc.org","Code","1247a4e2-e63c-4e17-8b75-6ae4f6b7e108","Treatment Epoch","Code_130"
"C101526","2023-09-29","http://www.cdisc.org","Code","4826f3ab-d774-41a4-84a7-15dff9acddf2","Treatment Epoch","Code_131"
"C101526","2023-09-29","http://www.cdisc.org","Code","d7fd468c-e738-4cf0-8ff5-b8345406f0b6","Treatment Epoch","Code_132"
"C99158","2023-09-29","http://www.cdisc.org","Code","a12f5b51-bc71-45ff-9645-c8a21c2a17f5","Clinical Study Follow-up","Code_133"
"G30.9","1","ICD-10-CM","Code","16a2bb3d-692a-4218-af2e-15717e550eb0","Alzheimer's disease; unspecified","Code_327"
"26929004","January 31, 2018","SNOMED","Code","c262736a-7ff4-499b-8090-e645fd7eca78","Alzheimer's disease","Code_328"
"C70793","2023-09-29","http://www.cdisc.org","Code","aa46eb91-8df7-428d-8a46-e5848161c78e","Sponsor","Code_142"
"C85826","2023-09-29","http://www.cdisc.org","Code","cb94144c-f452-4038-acad-372fb1e77048","Trial Primary Objective","Code_332"
"C94496","2023-09-29","http://www.cdisc.org","Code","f974d073-7609-43cb-a6f7-d1550f505340","Primary Endpoint","Code_331"
"C94496","2023-09-29","http://www.cdisc.org","Code","d298e4fc-5ea4-4c4f-abdd-023fe63f529c","Primary Endpoint","Code_333"
"C85826","2023-09-29","http://www.cdisc.org","Code","133e662c-30d1-4031-a96e-f8d88f400dea","Trial Primary Objective","Code_335"
"C94496","2023-09-29","http://www.cdisc.org","Code","d60f153e-e80e-4156-a270-2dc1f8d20bf2","Primary Endpoint","Code_334"
"C94496","2023-09-29","http://www.cdisc.org","Code","60ee3567-8dd4-48f4-a495-9e80a1b750c3","Primary Endpoint","Code_336"
"C94496","2023-09-29","http://www.cdisc.org","Code","ce2dcc42-2eba-45ba-af3b-1b0d42195459","Primary Endpoint","Code_337"
"C85827","2023-09-29","http://www.cdisc.org","Code","60cb7a17-5116-4325-9990-44f8deb7ef83","Trial Secondary Objective","Code_339"
"C139173","2023-09-29","http://www.cdisc.org","Code","433cd21b-9671-44d6-bc8b-fef1409a0a98","Secondary Endpoint","Code_338"
"C139173","2023-09-29","http://www.cdisc.org","Code","61fa571d-e80b-4ed8-992d-6e1c9e27f001","Secondary Endpoint","Code_340"
"C139173","2023-09-29","http://www.cdisc.org","Code","94430605-957e-40d4-b917-83f8f6905d1b","Secondary Endpoint","Code_341"
"C85827","2023-09-29","http://www.cdisc.org","Code","87f79800-491a-4ada-ae85-6b98c6bd90cd","Trial Secondary Objective","Code_343"
"C139173","2023-09-29","http://www.cdisc.org","Code","81fd0523-2211-49a7-80eb-1baa3e5f3213","Secondary Endpoint","Code_342"
"C85827","2023-09-29","http://www.cdisc.org","Code","acdb2a57-2326-4bb6-bd63-e7f1eab3c97e","Trial Secondary Objective","Code_345"
"C139173","2023-09-29","http://www.cdisc.org","Code","0bf2f4de-c153-4a42-bd64-dd25f0e5eeac","Secondary Endpoint","Code_344"
"C85827","2023-09-29","http://www.cdisc.org","Code","e1546024-d342-4871-96f3-5d6167e266ed","Trial Secondary Objective","Code_347"
"C139173","2023-09-29","http://www.cdisc.org","Code","bc8b3715-66e9-4abb-998a-94c62e877baa","Secondary Endpoint","Code_346"
"C25532","2023-09-29","http://www.cdisc.org","Code","7008cfd9-7697-4b78-933f-708ef952de7b","Inclusion Criteria","Code_348"
"C25532","2023-09-29","http://www.cdisc.org","Code","3a2db870-ba6c-4c6e-81c0-ceb294c3c570","Inclusion Criteria","Code_349"
"C25532","2023-09-29","http://www.cdisc.org","Code","57b3ec71-0519-4dc3-937d-e5b7c02e6fb4","Inclusion Criteria","Code_350"
"C25532","2023-09-29","http://www.cdisc.org","Code","c6a517ab-5d8a-48c9-bb45-2830fd63e142","Inclusion Criteria","Code_351"
"C25532","2023-09-29","http://www.cdisc.org","Code","e45450f1-a557-419b-925c-6a82d4d21cee","Inclusion Criteria","Code_352"
"C25532","2023-09-29","http://www.cdisc.org","Code","40f79459-8242-4a5f-a1e1-d48b16a21496","Inclusion Criteria","Code_353"
"C25532","2023-09-29","http://www.cdisc.org","Code","48010da1-5772-4752-8a17-16497ab42ecb","Inclusion Criteria","Code_354"
"C25532","2023-09-29","http://www.cdisc.org","Code","a7f8b7db-f2fe-417c-b6c4-867be3b7bfd2","Inclusion Criteria","Code_355"
"C25370","2023-09-29","http://www.cdisc.org","Code","fd6c67bd-1e52-4a8e-977b-c81eac3cbe6c","Exclusion Criteria","Code_356"
"C25370","2023-09-29","http://www.cdisc.org","Code","accc8385-554a-462f-aae4-a887b7304d1a","Exclusion Criteria","Code_357"
"C25370","2023-09-29","http://www.cdisc.org","Code","4da8a9b5-3fe9-46d0-beba-ccac70a90bb7","Exclusion Criteria","Code_358"
"C25370","2023-09-29","http://www.cdisc.org","Code","218b3c32-1a42-4d30-bfbd-9bdebfca8c24","Exclusion Criteria","Code_359"
"C25370","2023-09-29","http://www.cdisc.org","Code","7e20aea3-5c45-4526-bf92-d3543803e69b","Exclusion Criteria","Code_360"
"C25370","2023-09-29","http://www.cdisc.org","Code","72ae01ac-2753-46b5-a60c-be1e9639df11","Exclusion Criteria","Code_361"
"C25370","2023-09-29","http://www.cdisc.org","Code","9484097b-1b51-4e8b-a6f0-739d1cf46989","Exclusion Criteria","Code_362"
"C25370","2023-09-29","http://www.cdisc.org","Code","9859b023-0585-4c53-bb4b-3bc681344358","Exclusion Criteria","Code_363"
"C25370","2023-09-29","http://www.cdisc.org","Code","37fc0740-9e79-4a54-bf53-40a887784b01","Exclusion Criteria","Code_364"
"C25370","2023-09-29","http://www.cdisc.org","Code","b09fa71c-8d91-4682-9cce-756722cc0b0a","Exclusion Criteria","Code_365"
"C25370","2023-09-29","http://www.cdisc.org","Code","d3e01776-f9e4-4abd-aa1d-a4e2b408906f","Exclusion Criteria","Code_366"
"C25370","2023-09-29","http://www.cdisc.org","Code","506498a8-0c2a-4959-bec4-e5c653c6a762","Exclusion Criteria","Code_367"
"C25370","2023-09-29","http://www.cdisc.org","Code","6fd1afac-83dd-49d8-8c8c-090af643c470","Exclusion Criteria","Code_368"
"C25370","2023-09-29","http://www.cdisc.org","Code","e9aaacf4-32c0-4217-ad10-ebc3e85e005a","Exclusion Criteria","Code_369"
"C25370","2023-09-29","http://www.cdisc.org","Code","a215a7fd-0ecb-47dd-b519-4005919377a9","Exclusion Criteria","Code_370"
"C25370","2023-09-29","http://www.cdisc.org","Code","eba0c754-5d26-4d1f-b4d8-714513e9eabf","Exclusion Criteria","Code_371"
"C25370","2023-09-29","http://www.cdisc.org","Code","2a269a7a-67d6-4486-91e7-5f96316196d5","Exclusion Criteria","Code_372"
"C25370","2023-09-29","http://www.cdisc.org","Code","ebfb0f8b-c3ef-43b7-a5ea-0ef4196f722d","Exclusion Criteria","Code_373"
"C25370","2023-09-29","http://www.cdisc.org","Code","a5456e6a-e3b1-40cd-9f0c-7664a004f5ad","Exclusion Criteria","Code_374"
"C25370","2023-09-29","http://www.cdisc.org","Code","cc72783e-65d0-4b08-9c29-ecbaf63fa0c1","Exclusion Criteria","Code_375"
"C25370","2023-09-29","http://www.cdisc.org","Code","864e2f3b-d4c9-4fc6-aef2-9826d8b03c5c","Exclusion Criteria","Code_376"
"C25370","2023-09-29","http://www.cdisc.org","Code","6f23a8b5-28d7-4f0b-8ab3-6237c0f66d6d","Exclusion Criteria","Code_377"
"C25370","2023-09-29","http://www.cdisc.org","Code","3843bb0c-825d-4258-bf67-57f10718673b","Exclusion Criteria","Code_378"
"C29848","2023-09-29","http://www.cdisc.org","Code","c4186298-a95c-4cb0-97bb-7883b2acd8b1","Year","Code_329"
"C201357","2023-09-29","http://www.cdisc.org","Code","379da2c7-3609-48bd-834a-c8d27c353ec5","Before","Code_14"
"C201355","2023-09-29","http://www.cdisc.org","Code","eaee9945-5940-4462-9d85-e92e8f752157","Start to Start","Code_15"
"C201357","2023-09-29","http://www.cdisc.org","Code","43be64b5-59a1-4b37-a3b4-d8c364a72a32","Before","Code_16"
"C201355","2023-09-29","http://www.cdisc.org","Code","fd98c775-fa2d-4782-9d9d-078ff11dea56","Start to Start","Code_17"
"C201358","2023-09-29","http://www.cdisc.org","Code","ced94d7a-586c-415b-844f-45e2ddc84634","Fixed Reference","Code_19"
"C201355","2023-09-29","http://www.cdisc.org","Code","b9819885-6d48-4a15-b629-fb429495257a","Start to Start","Code_20"
"C201356","2023-09-29","http://www.cdisc.org","Code","019ae96e-a49c-45d3-a4ce-fcc81275b99c","After","Code_21"
"C201355","2023-09-29","http://www.cdisc.org","Code","84a197db-8808-4671-b12b-148b4b32c4fb","Start to Start","Code_22"
"C201356","2023-09-29","http://www.cdisc.org","Code","9739d9e6-a3fd-4915-bead-00e727c6530c","After","Code_24"
"C201355","2023-09-29","http://www.cdisc.org","Code","9b945084-19e1-4d84-9549-2b1dbeb3bca8","Start to Start","Code_25"
"C201356","2023-09-29","http://www.cdisc.org","Code","3d88679e-ba5b-4827-89b7-5b6da02f2540","After","Code_27"
"C201355","2023-09-29","http://www.cdisc.org","Code","b43b0ee2-19ca-41a5-9259-5b2e4272d833","Start to Start","Code_28"
"C201356","2023-09-29","http://www.cdisc.org","Code","42c51008-e482-4206-88ee-501cdc2f5c4f","After","Code_30"
"C201355","2023-09-29","http://www.cdisc.org","Code","f9dfb5f8-4b35-4856-8de1-f52a05299642","Start to Start","Code_31"
"C201356","2023-09-29","http://www.cdisc.org","Code","ce7000ae-162c-4e22-8ef5-4ccb9dee771e","After","Code_35"
"C201355","2023-09-29","http://www.cdisc.org","Code","a5bb49ef-81d7-44a6-8bbe-1b53846dd4d6","Start to Start","Code_36"
"C201356","2023-09-29","http://www.cdisc.org","Code","7d9c6eea-3349-4418-a9b1-61aece7eac35","After","Code_40"
"C201355","2023-09-29","http://www.cdisc.org","Code","07ca0086-44ac-4907-a161-a2d838dd722a","Start to Start","Code_41"
"C201356","2023-09-29","http://www.cdisc.org","Code","10a47d23-f457-4f21-8e1e-04cc28e19d77","After","Code_45"
"C201355","2023-09-29","http://www.cdisc.org","Code","5eb7f124-fa84-4bc8-a9fd-23f423d07b40","Start to Start","Code_46"
"C201356","2023-09-29","http://www.cdisc.org","Code","21c25969-dcf0-4ddb-b1d8-da772d049aa9","After","Code_50"
"C201355","2023-09-29","http://www.cdisc.org","Code","23b4756d-7400-4935-99c4-b2a1fb241254","Start to Start","Code_51"
"C201356","2023-09-29","http://www.cdisc.org","Code","ae61d464-63cc-492c-b73b-6e9c791985a9","After","Code_53"
"C201355","2023-09-29","http://www.cdisc.org","Code","9519e4b9-e3ea-477d-8a24-6abcc8ea64d1","Start to Start","Code_54"
"C201356","2023-09-29","http://www.cdisc.org","Code","6bab14b4-125f-452f-99ca-91c8fd517f80","After","Code_33"
"C201355","2023-09-29","http://www.cdisc.org","Code","787d9095-b3e9-453f-8448-40f7a46c6aaa","Start to Start","Code_34"
"C201356","2023-09-29","http://www.cdisc.org","Code","753ffbf8-656c-45fc-b73c-35f4f5702c6c","After","Code_38"
"C201355","2023-09-29","http://www.cdisc.org","Code","d9ff2e4f-6ec1-412f-acd2-035160cff515","Start to Start","Code_39"
"C201356","2023-09-29","http://www.cdisc.org","Code","1d61df41-ae88-421a-806b-9e52f811f7fd","After","Code_43"
"C201355","2023-09-29","http://www.cdisc.org","Code","fb91cb71-4c18-486e-88bd-5ae26b573976","Start to Start","Code_44"
"C201356","2023-09-29","http://www.cdisc.org","Code","e2e9d380-c590-4ef4-ae55-5325073e1caf","After","Code_48"
"C201355","2023-09-29","http://www.cdisc.org","Code","b3ecf9a8-8479-46ca-81c1-e956bbc73596","Start to Start","Code_49"
"C201358","2023-09-29","http://www.cdisc.org","Code","eb439129-79d3-4924-a241-f0b9eca467f3","Fixed Reference","Code_56"
"C201355","2023-09-29","http://www.cdisc.org","Code","f3fa0bee-441d-41dd-9149-6eb0d5c39b83","Start to Start","Code_57"
"C201358","2023-09-29","http://www.cdisc.org","Code","f1b54618-8242-4a02-a3c5-3aaf9951fb4b","Fixed Reference","Code_58"
"C201355","2023-09-29","http://www.cdisc.org","Code","74aba7de-39eb-43c9-93e6-10524ddc841e","Start to Start","Code_59"
"C201358","2023-09-29","http://www.cdisc.org","Code","96691815-e368-4c6f-8a77-9866085cf94a","Fixed Reference","Code_60"
"C201355","2023-09-29","http://www.cdisc.org","Code","a7ab48a6-f651-4597-8a8d-ab8e042e8396","Start to Start","Code_61"
"C201356","2023-09-29","http://www.cdisc.org","Code","c6862ccb-1317-4211-86ad-1c60e942634f","After","Code_62"
"C201355","2023-09-29","http://www.cdisc.org","Code","cf4f4ed7-dcef-43f4-88a1-e1c7557c8dc2","Start to Start","Code_63"
"C201356","2023-09-29","http://www.cdisc.org","Code","a35a871c-bba8-4cdf-a2f2-97dea421cf2d","After","Code_64"
"C201353","2023-09-29","http://www.cdisc.org","Code","469e9c1a-858e-42d1-8d6d-9b4f964e539d","End to Start","Code_65"
"C201356","2023-09-29","http://www.cdisc.org","Code","d8b5b197-3b7d-4311-8ec8-04fe24b2b9c4","After","Code_66"
"C201355","2023-09-29","http://www.cdisc.org","Code","868c9984-80d4-4f62-9bb9-7d60ae144092","Start to Start","Code_67"
"C201356","2023-09-29","http://www.cdisc.org","Code","5641389a-5f77-4e99-b93a-74bb9c80686b","After","Code_68"
"C201353","2023-09-29","http://www.cdisc.org","Code","700bdf84-9e0b-48b4-827b-fa3df7dc1732","End to Start","Code_69"
"C201356","2023-09-29","http://www.cdisc.org","Code","5a1617e9-f692-443c-9c5a-869326f351e4","After","Code_70"
"C201355","2023-09-29","http://www.cdisc.org","Code","6fb833b1-72fc-4e20-a2d3-bd5b2b1e6461","Start to Start","Code_71"
"C70793","2023-09-29","http://www.cdisc.org","Code","c8cfc233-8583-4f8a-82aa-ec3b644e032e","Clinical Study Sponsor","Code_379"
"GBR","2020-08","ISO 3166 1 alpha3","Code","974c2d39-6764-4fd0-8c91-2a8f176c50bc","United Kingdom of Great Britain and Northern Ireland","Code_380"
"C94108","2023-09-29","http://www.cdisc.org","Code","f5bab0cf-4a7f-4aa8-8771-d93b0d19ddc7","Study Acronym","Code_3"
"C99905x1","2023-09-29","http://www.cdisc.org","Code","67c16ff3-cf3f-45ea-845b-2e3abdbe6477","Brief Study Title","Code_5"
"C99905x2","2023-09-29","http://www.cdisc.org","Code","0e380794-e3ec-4294-b1a6-e92c65663225","Official Study Title","Code_6"
"C99905x3","2023-09-29","http://www.cdisc.org","Code","763b2a07-1e2e-4de7-80e4-86b6cf8b0229","Public Study Title","Code_7"
"C25508","2023-09-29","http://www.cdisc.org","Code","befa9bcd-0e23-426f-ae3c-4583535a3484","Final","Code_8"
"C99903x1","2023-09-29","http://www.cdisc.org","Code","429da43c-c6de-4285-9e94-3df79a196307","Protocol Effective Date","Code_11"
"C41129","2023-09-29","http://www.cdisc.org","Code","37e94ef8-1b2d-4c44-a4e3-2508947eabe9","Region","Code_13"
"150","2020-08","ISO 3166 1 alpha3","Code","9b0d9940-5bb8-437b-b5cc-53772aa8e8ed","Europe","Code_12"
