"code","decode","uuid:ID","codeSystem","instanceType","codeSystemVersion","id"
"C49673","Beats per Minute","ad9d0132-3097-4cab-b320-0819f141a727","http://www.cdisc.org","Code","2023-09-29","Code_247"
"C73688","Count per Minute","0c09e412-7c47-4bed-b421-a024976987e0","NCI Thesaurus","Code","","Code_248"
"C83088","Vital Signs Location","9fbc2f70-ef10-4801-b78b-3d0aa476f36b","NCI Thesaurus","Code","","Code_249"
"C123975","Vital Signs Laterality","a57c18f0-4bd1-45ed-880f-efea7ce2f26b","NCI Thesaurus","Code","","Code_250"
"C82535","Test Method","4aa4f3f7-5f2c-44d0-97d4-58120ff5fabf","NCI Thesaurus","Code","","Code_251"
"C83114","Vital Signs Position","378a127c-9921-4e74-8617-ca34abad6fee","NCI Thesaurus","Code","","Code_252"
"C49677","Heart Rate","14b806cd-1f79-4391-b4c6-1c7ceef8b63f","NCI Thesaurus","Code","","Code_245"
"C173522","Vital Signs Result","ed05b26f-505a-4448-bc42-0af803f16621","NCI Thesaurus","Code","","Code_254"
"C42547","Pascal","28414196-4b8c-4ec2-8c70-9c4ecaf794d3","http://www.cdisc.org","Code","2023-09-29","Code_255"
"C49669","Unit of Pressure","cd0cc1df-8119-4b6c-bed3-7834fc48b209","NCI Thesaurus","Code","","Code_256"
"C83088","Vital Signs Location","e390f29d-9a27-47ea-8bb1-b61307354df6","NCI Thesaurus","Code","","Code_257"
"C123975","Vital Signs Laterality","d63195f9-2909-4821-bfb9-4367486fd122","NCI Thesaurus","Code","","Code_258"
"C82535","Test Method","79bc39da-2c1e-4240-8fd2-2a14a3ec4f5c","NCI Thesaurus","Code","","Code_259"
"C83114","Vital Signs Position","093d08c5-eeca-40f8-ab9c-ea7892f78926","NCI Thesaurus","Code","","Code_260"
"C25298","Systolic Blood Pressure","a7d14a2e-c5ce-415d-aa8b-96845f4fab71","NCI Thesaurus","Code","","Code_253"
"C173522","Vital Signs Result","d1fccce7-6a6b-47c4-8e6d-5fc8988a1125","NCI Thesaurus","Code","","Code_262"
"C42547","Pascal","f363c88a-fcf9-4dda-98d8-434ca521f3eb","http://www.cdisc.org","Code","2023-09-29","Code_263"
"C49669","Unit of Pressure","b4e8f272-79b5-4dcb-bb79-1588742dc76e","NCI Thesaurus","Code","","Code_264"
"C83088","Vital Signs Location","b8d92571-cd12-4ff6-b80a-e72f4d748fb2","NCI Thesaurus","Code","","Code_265"
"C123975","Vital Signs Laterality","354eedd4-b0b9-45be-aef2-3419f0924223","NCI Thesaurus","Code","","Code_266"
"C82535","Test Method","f51a2f98-2b17-46e5-84c8-6bb786239401","NCI Thesaurus","Code","","Code_267"
"C83114","Vital Signs Position","ee9d002e-7ab5-4441-b424-3e67c3e0d64a","NCI Thesaurus","Code","","Code_268"
"C25299","Diastolic Blood Pressure","5ab02d6a-fa13-4a54-b981-8a5cd366c4ff","NCI Thesaurus","Code","","Code_261"
"C173522","Vital Signs Result","944bce27-716f-42d6-8250-309bc06f61f3","NCI Thesaurus","Code","","Code_270"
"C49673","Beats per Minute","edb5526e-0e93-4d8c-a931-74495e0d79de","http://www.cdisc.org","Code","2023-09-29","Code_271"
"C73688","Count per Minute","fdda1dc7-059a-4330-a3c3-b660362aa777","NCI Thesaurus","Code","","Code_272"
"C83088","Vital Signs Location","3c6d5190-7d1a-47cd-b6ce-cb78cb7f558b","NCI Thesaurus","Code","","Code_273"
"C123975","Vital Signs Laterality","b7976ab1-b5ea-4d88-aaee-1eacaf7999ed","NCI Thesaurus","Code","","Code_274"
"C82535","Test Method","f51d97fa-68b3-4b6f-a5a9-cbc843994776","NCI Thesaurus","Code","","Code_275"
"C83114","Vital Signs Position","a56f6fcd-3f54-4af9-bf7c-8fba8699e304","NCI Thesaurus","Code","","Code_276"
"C49677","Heart Rate","6105be4d-1493-4222-bb07-65afd980e6b3","NCI Thesaurus","Code","","Code_269"
"C174268","Placebo Comparator Arm","3b215f7a-cfd2-4bb3-9ff9-68d3f08acee9","http://www.cdisc.org","Code","2023-09-29","Code_122"
"C188866","Data Generated Within Study","34e6f925-4efe-4c47-8ec9-e0667d4db467","http://www.cdisc.org","Code","2023-09-29","Code_123"
"C174267","Active Comparator Arm","20dbeb55-ec8b-46ca-81c7-fb0b35d0463d","http://www.cdisc.org","Code","2023-09-29","Code_124"
"C188866","Data Generated Within Study","222f718e-f1e6-426c-b91f-020d9365c049","http://www.cdisc.org","Code","2023-09-29","Code_125"
"C174267","Active Comparator Arm","886d5f2f-b10f-4b07-b9f2-a70df6d252b3","http://www.cdisc.org","Code","2023-09-29","Code_126"
"C188866","Data Generated Within Study","78ea8088-c641-4713-a61a-68c33cae5c90","http://www.cdisc.org","Code","2023-09-29","Code_127"
"C15228","Double Blind Study","260a0dd6-b9fa-4c30-9495-941fbadb8298","http://www.cdisc.org","Code","2023-09-29","Code_135"
"C48262","Trial Screening","807fc244-7119-43d2-9849-8eb0ef5e7ed2","http://www.cdisc.org","Code","2023-09-29","Code_128"
"C101526","Treatment Epoch","5abe6e77-3b06-463d-991e-380e6301d067","http://www.cdisc.org","Code","2023-09-29","Code_129"
"C101526","Treatment Epoch","a04539df-fdd5-4b71-a024-d67ea98a59ae","http://www.cdisc.org","Code","2023-09-29","Code_130"
"C101526","Treatment Epoch","9a935e25-d1c9-451d-bcd4-de7bce78d815","http://www.cdisc.org","Code","2023-09-29","Code_131"
"C99158","Clinical Study Follow-up","b61fd6c5-d564-40b1-9aee-70ed4d6ff7cf","http://www.cdisc.org","Code","2023-09-29","Code_132"
"G30.9","Alzheimer's disease; unspecified","607f502f-bfed-45d5-be10-fc694bf82d41","ICD-10-CM","Code","1","Code_330"
"26929004","Alzheimer's disease","d67b5cd7-50b8-4b88-a826-f877b39e6017","SNOMED","Code","January 31, 2018","Code_331"
"C70793","Sponsor","579096fb-d310-4212-b260-e489d389654c","http://www.cdisc.org","Code","2023-09-29","Code_141"
"C85826","Trial Primary Objective","e6738187-6688-4160-bbdd-329c75fcc2e3","http://www.cdisc.org","Code","2023-09-29","Code_335"
"C94496","Primary Endpoint","e1f04799-6110-4270-b0b6-298b213c9066","http://www.cdisc.org","Code","2023-09-29","Code_334"
"C94496","Primary Endpoint","67a31fcd-7ae3-45eb-b4cb-ddb76c070a03","http://www.cdisc.org","Code","2023-09-29","Code_336"
"C85826","Trial Primary Objective","7b48a2c8-8927-4728-8feb-d0212e5039aa","http://www.cdisc.org","Code","2023-09-29","Code_338"
"C94496","Primary Endpoint","df60c965-6898-4d2e-9a1f-baf9ae44e7f9","http://www.cdisc.org","Code","2023-09-29","Code_337"
"C94496","Primary Endpoint","dfe3097c-0e52-4c15-b525-a48a0ce704df","http://www.cdisc.org","Code","2023-09-29","Code_339"
"C94496","Primary Endpoint","198ff826-e9e2-40ee-aa48-248faf69db44","http://www.cdisc.org","Code","2023-09-29","Code_340"
"C85827","Trial Secondary Objective","8765ebea-9a46-40fe-837e-113cf6398570","http://www.cdisc.org","Code","2023-09-29","Code_342"
"C139173","Secondary Endpoint","030aadca-15de-4b88-82e3-97e5281fc080","http://www.cdisc.org","Code","2023-09-29","Code_341"
"C139173","Secondary Endpoint","71527a4b-a6f2-44f4-9111-d2b3448547b0","http://www.cdisc.org","Code","2023-09-29","Code_343"
"C139173","Secondary Endpoint","9acc6b92-c123-4e3d-8030-eda4b2eb3235","http://www.cdisc.org","Code","2023-09-29","Code_344"
"C25532","Inclusion Criteria","a724120f-f712-4d06-a49a-d6277617353a","http://www.cdisc.org","Code","2023-09-29","Code_345"
"C25532","Inclusion Criteria","664c17c7-8181-4082-b459-12d4af9c23c7","http://www.cdisc.org","Code","2023-09-29","Code_346"
"C25532","Inclusion Criteria","49374759-16e3-46d1-9e58-76743e12c0df","http://www.cdisc.org","Code","2023-09-29","Code_347"
"C25370","Exclusion Criteria","e72d674e-4e8a-47ce-80a1-48ff69aea327","http://www.cdisc.org","Code","2023-09-29","Code_348"
"C29848","Year","8b0a5786-05ae-4a45-a335-3a82ba98ac4e","http://www.cdisc.org","Code","2023-09-29","Code_332"
"C201264","Before","ce96870e-e2c2-4cf9-bb38-57e3a6ea5bfd","http://www.cdisc.org","Code","2023-09-29","Code_14"
"C201265","Start to Start","5b8868e7-5322-4253-a878-165d837d88a0","http://www.cdisc.org","Code","2023-09-29","Code_15"
"C201264","Before","c0e67d4c-1bb3-4e34-8358-c9e6b5fc7227","http://www.cdisc.org","Code","2023-09-29","Code_16"
"C201265","Start to Start","3e41309d-8ccc-45a0-851d-94f1996645be","http://www.cdisc.org","Code","2023-09-29","Code_17"
"C201264","Fixed Reference","eaff79ed-5093-4f35-8e4b-f41f029e30d1","http://www.cdisc.org","Code","2023-09-29","Code_19"
"C201265","Start to Start","56fd199a-5886-48bc-a2e4-f468f7b1aab3","http://www.cdisc.org","Code","2023-09-29","Code_20"
"C201264","After","8ecf25d2-67d6-44be-b9f1-da472d492b41","http://www.cdisc.org","Code","2023-09-29","Code_21"
"C201265","Start to Start","96ed6285-0e09-444b-97f0-da49ae0028ff","http://www.cdisc.org","Code","2023-09-29","Code_22"
"C201264","After","b994ea3a-e6b0-4edb-acef-0b0dd1e8d057","http://www.cdisc.org","Code","2023-09-29","Code_24"
"C201265","Start to Start","0529c69f-8e45-45b5-856f-f5113d3fd1a0","http://www.cdisc.org","Code","2023-09-29","Code_25"
"C201264","After","c783dddc-cfc7-4e36-bf5e-53e1604740e9","http://www.cdisc.org","Code","2023-09-29","Code_27"
"C201265","Start to Start","f94ef222-d215-4a27-b6f0-3db5fc33db46","http://www.cdisc.org","Code","2023-09-29","Code_28"
"C201264","After","b4e94090-52c8-4777-89c0-77459e5a2b05","http://www.cdisc.org","Code","2023-09-29","Code_30"
"C201265","Start to Start","f9de840e-12fb-4b25-a368-02fe6e83a178","http://www.cdisc.org","Code","2023-09-29","Code_31"
"C201264","After","ec733f69-48b3-436c-ba51-b5a49ced9908","http://www.cdisc.org","Code","2023-09-29","Code_35"
"C201265","Start to Start","c4f8d8ef-d670-4a72-beff-f492b4c21d3e","http://www.cdisc.org","Code","2023-09-29","Code_36"
"C201264","After","240e0dfa-89d2-4ab7-b0ec-eb3414a3b1ae","http://www.cdisc.org","Code","2023-09-29","Code_40"
"C201265","Start to Start","eabe9138-4b02-44fa-b387-593abef02257","http://www.cdisc.org","Code","2023-09-29","Code_41"
"C201264","After","5f8d2ba4-c18f-4347-9249-c6c8ee06ecc8","http://www.cdisc.org","Code","2023-09-29","Code_45"
"C201265","Start to Start","34ab8f2b-3556-4972-bbdc-91218eb4ef15","http://www.cdisc.org","Code","2023-09-29","Code_46"
"C201264","After","9fbe6795-848c-4b91-867b-2c106b4f5795","http://www.cdisc.org","Code","2023-09-29","Code_50"
"C201265","Start to Start","c91bde46-58e0-42b5-b57f-299fb00a6662","http://www.cdisc.org","Code","2023-09-29","Code_51"
"C201264","After","c3aac19a-3b2c-436c-b720-e31d494012d6","http://www.cdisc.org","Code","2023-09-29","Code_53"
"C201265","Start to Start","a6952a85-24ca-4a22-8269-b1e432829a5c","http://www.cdisc.org","Code","2023-09-29","Code_54"
"C201264","After","711789ab-4a42-478e-b5f4-a6063e559b78","http://www.cdisc.org","Code","2023-09-29","Code_33"
"C201265","Start to Start","bbdb0580-cde4-4574-9ef2-4cd1d73d7338","http://www.cdisc.org","Code","2023-09-29","Code_34"
"C201264","After","645a4ab2-2288-4ab8-b01e-c9273415314d","http://www.cdisc.org","Code","2023-09-29","Code_38"
"C201265","Start to Start","1e266d66-9869-49db-bb8a-cdd5342c632b","http://www.cdisc.org","Code","2023-09-29","Code_39"
"C201264","After","5d51cade-681a-48a4-a790-ca62d90495b3","http://www.cdisc.org","Code","2023-09-29","Code_43"
"C201265","Start to Start","e747e8ad-695f-4608-b199-ff99320da547","http://www.cdisc.org","Code","2023-09-29","Code_44"
"C201264","After","40e4582f-e9ac-47c8-b1a1-bdabdca48fc1","http://www.cdisc.org","Code","2023-09-29","Code_48"
"C201265","Start to Start","27932b8f-c5cb-4a84-b104-bd26b8cf6a42","http://www.cdisc.org","Code","2023-09-29","Code_49"
"C201264","Fixed Reference","3540809c-a09c-415f-aef2-b3043f20e2ff","http://www.cdisc.org","Code","2023-09-29","Code_56"
"C201265","Start to Start","0044eea9-d4f5-403d-b1db-18a0f805c074","http://www.cdisc.org","Code","2023-09-29","Code_57"
"C201264","Fixed Reference","e1f0243a-0a55-4031-9176-344690266008","http://www.cdisc.org","Code","2023-09-29","Code_58"
"C201265","Start to Start","dc0cc368-8035-48e1-a2e0-0a611500f2df","http://www.cdisc.org","Code","2023-09-29","Code_59"
"C201264","Fixed Reference","695d9b87-484f-48f8-960e-4c85bd0f906b","http://www.cdisc.org","Code","2023-09-29","Code_60"
"C201265","Start to Start","2a303f6c-7b9a-4cf9-a0cf-bce8f51659d7","http://www.cdisc.org","Code","2023-09-29","Code_61"
"C201264","After","c165dc1a-d171-4e50-a1b4-8db27669d63a","http://www.cdisc.org","Code","2023-09-29","Code_62"
"C201265","Start to Start","79b5b648-f77e-4fde-97ad-0b1d5772f6b9","http://www.cdisc.org","Code","2023-09-29","Code_63"
"C201264","After","01c3c139-1d88-4f57-b766-264b7ef71031","http://www.cdisc.org","Code","2023-09-29","Code_64"
"C201265","End to Start","5ff91145-c5f7-4c27-9f22-187929dc1f3c","http://www.cdisc.org","Code","2023-09-29","Code_65"
"C201264","After","66df9137-db47-4ae2-9e12-05b6e3d0a688","http://www.cdisc.org","Code","2023-09-29","Code_66"
"C201265","Start to Start","6095c8dd-827e-4955-9d1c-0dafdf145fd7","http://www.cdisc.org","Code","2023-09-29","Code_67"
"C201264","After","0473c7a0-c858-4422-8e97-16a60fd3f13a","http://www.cdisc.org","Code","2023-09-29","Code_68"
"C201265","End to Start","8cdd5878-f8e4-42bf-8a24-827eb188d8e9","http://www.cdisc.org","Code","2023-09-29","Code_69"
"C201264","After","0ea58c51-c8fb-4f0e-8cf8-d7720612c504","http://www.cdisc.org","Code","2023-09-29","Code_70"
"C201265","Start to Start","2113321a-cfc0-431b-938b-4ab168951cd8","http://www.cdisc.org","Code","2023-09-29","Code_71"
"C70793","Clinical Study Sponsor","fd79c40f-9d86-4029-9a91-8a40c85fffc2","http://www.cdisc.org","Code","2023-09-29","Code_349"
"GBR","United Kingdom of Great Britain and Northern Ireland","a34b8bcf-8e74-4dd2-87d7-79b87bd4b528","ISO 3166 1 alpha3","Code","2020-08","Code_350"
"C94108","Study Acronym","975488e1-dbe7-4edd-b802-d66978df79e9","http://www.cdisc.org","Code","2023-09-29","Code_3"
"C99905x1","Brief Study Title","ced70178-ae70-436d-b0fe-725dbd13214c","http://www.cdisc.org","Code","2023-09-29","Code_5"
"C99905x2","Official Study Title","a7274c91-ad1a-47cb-9734-00b0abe3a9fd","http://www.cdisc.org","Code","2023-09-29","Code_6"
"C99905x3","Public Study Title","2ca5c840-8512-4afd-9e9e-960b00cba6b4","http://www.cdisc.org","Code","2023-09-29","Code_7"
"C25508","Final","585e0960-7d64-4ae9-a425-d7c0fc0237e1","http://www.cdisc.org","Code","2023-09-29","Code_8"
"C99903x1","Protocol Effective Date","19b3ce09-2647-478a-ac10-53da49f07240","http://www.cdisc.org","Code","2023-09-29","Code_11"
"C41129","Region","c26c00e3-bfcb-4505-afb8-7cdd89106d74","http://www.cdisc.org","Code","2023-09-29","Code_13"
"150","Europe","956aa4fa-9c56-4b51-b2f5-e4adce9bb3dd","ISO 3166 1 alpha3","Code","2020-08","Code_12"
