"code","codeSystem","codeSystemVersion","instanceType","uuid:ID","id","decode"
"C49488","http://www.cdisc.org","2023-12-15","Code","d062a753-6eb6-466c-b3eb-80138d1f84bc","Code_174","Yes"
"C83052","http://www.cdisc.org","2023-12-15","Code","d0f6318a-7042-40ed-8733-0dbce104d762","Code_175","Adverse Event associated with Hospitalization"
"C49487","http://www.cdisc.org","2023-12-15","Code","7cf4ad19-4a02-44ea-be26-97c07d49d0e9","Code_176","No"
"C49488","http://www.cdisc.org","2023-12-15","Code","8c405f2b-c259-43fc-8a85-ec04c334fea2","Code_177","Yes"
"C84266","http://www.cdisc.org","2023-12-15","Code","1ff805f1-d077-4ebc-8dd6-50c278fc5401","Code_178","Life Threatening Adverse Event"
"C49487","http://www.cdisc.org","2023-12-15","Code","006f1cdc-5447-4726-a7fc-e4c03a7f7ffe","Code_179","No"
"C49488","http://www.cdisc.org","2023-12-15","Code","d3086bfa-ef43-45c9-80f2-1657805ac0c2","Code_180","Yes"
"C83214","http://www.cdisc.org","2023-12-15","Code","6fca5251-7365-4f98-90e5-613b9b5b0938","Code_181","Adverse Event Occurred with Overdose"
"C49487","http://www.cdisc.org","2023-12-15","Code","b0815eec-c27a-4f34-9756-9a4c325e7e15","Code_182","No"
"C49488","http://www.cdisc.org","2023-12-15","Code","49bb3f4a-ab70-4b36-b388-968b89d81292","Code_183","Yes"
"C83053","http://www.cdisc.org","2023-12-15","Code","637d6b8f-8d25-46a3-8e6b-d74a77922547","Code_184","Adverse Event Associated with Serious Medical Event"
"C49487","http://www.cdisc.org","2023-12-15","Code","12cd790f-5a94-49d8-ad75-0aa270886db3","Code_185","No"
"C49488","http://www.cdisc.org","2023-12-15","Code","33f9a10f-0aa3-427b-bb8c-67be4d35d7ce","Code_186","Yes"
"C83199","http://www.cdisc.org","2023-12-15","Code","98e1c05e-dc26-4d58-a3b4-01f995b37de7","Code_187","Adverse Event Concomitant Treatment"
"C83215","http://www.cdisc.org","2023-12-15","Code","66e19b1a-9fd5-4d50-bc70-cc4922c979c8","Code_188","Adverse Event Start Date Time"
"C83201","http://www.cdisc.org","2023-12-15","Code","fef9fa7b-3106-4302-b9c6-d91c5e81e29a","Code_189","Adverse Event End Date Time"
"C179175","http://www.cdisc.org","2023-12-15","Code","83d4faf4-bf4c-4f6e-b537-337fc3aae46f","Code_190","Solicited Adverse Event"
"C25298","http://www.cdisc.org","2023-12-15","Code","87a8dd8a-ad66-4f72-84d5-6f81e53df48a","Code_191","SYSBP"
"C77140","http://www.cdisc.org","2023-12-15","Code","14d1e5b3-771b-421b-87eb-cfce358877d4","Code_192","Clinical Test Result"
"C49669","http://www.cdisc.org","2023-12-15","Code","1eb4bb53-eda7-4e89-a9de-9154e8fdd43a","Code_193","Unit of Pressure"
"C62122","http://www.cdisc.org","2023-12-15","Code","4a36e426-0f42-4c4e-a15b-325c0dbd3c25","Code_194","Sitting"
"C62166","http://www.cdisc.org","2023-12-15","Code","115f561c-06bc-435c-9f15-768ed991561c","Code_195","Standing"
"C62167","http://www.cdisc.org","2023-12-15","Code","db920818-31a5-47d2-8f13-562128b91e0a","Code_196","Supine Position"
"C62164","http://www.cdisc.org","2023-12-15","Code","427f0a07-c5e2-4648-bf1a-7c0850708ff1","Code_197","Body Position"
"C12681","http://www.cdisc.org","2023-12-15","Code","f2098058-6cc6-410d-b861-c7a456eb6a2d","Code_198","Brachial Artery"
"C12687","http://www.cdisc.org","2023-12-15","Code","bc3fb5cb-be8d-4dd4-b6bf-b4fbc0e28ab9","Code_199","Common Carotid Artery"
"C32478","http://www.cdisc.org","2023-12-15","Code","3fd5e9e8-d252-4311-b187-cde966a71fd0","Code_200","Dorsalis Pedis Artery"
"C12715","http://www.cdisc.org","2023-12-15","Code","040ed6fb-4d1e-4a04-9f42-ec2b5a03fc63","Code_201","Femoral Artery"
"C12838","http://www.cdisc.org","2023-12-15","Code","e8b05241-3294-4e56-99b6-6db4ca305c95","Code_202","Radial Artery"
"C13717","http://www.cdisc.org","2023-12-15","Code","761fc111-0dfb-40f7-8d8a-b21e5bccfc09","Code_203","Anatomic Site"
"C25229","http://www.cdisc.org","2023-12-15","Code","5af2b18e-1215-444a-89a7-e7b70fbe31f2","Code_204","Left"
"C25228","http://www.cdisc.org","2023-12-15","Code","3167525f-f5ec-426f-a1bc-5facae80b6ce","Code_205","Right"
"C25185","http://www.cdisc.org","2023-12-15","Code","6b5d8e17-bdf1-4437-b4d8-79d2b79236cd","Code_206","Laterality"
"C25298","http://www.cdisc.org","2023-12-15","Code","c2b4593d-8721-4bc6-96f6-ae242d560a60","Code_207","SYSBP"
"C25299","http://www.cdisc.org","2023-12-15","Code","51f89df7-f00b-45c7-844b-30faa5426bb7","Code_208","DIABP"
"C77140","http://www.cdisc.org","2023-12-15","Code","fc22bf4d-1412-459d-8b6b-793f27ed1c0d","Code_209","Clinical Test Result"
"C49669","http://www.cdisc.org","2023-12-15","Code","d526b208-41cf-423b-9ffd-31933c1df1b4","Code_210","Unit of Pressure"
"C62122","http://www.cdisc.org","2023-12-15","Code","6584f2d8-be9e-45c2-89bb-3660c865e0b0","Code_211","Sitting"
"C62166","http://www.cdisc.org","2023-12-15","Code","0f16792c-deb1-4020-8dab-3550dfa10ba6","Code_212","Standing"
"C62167","http://www.cdisc.org","2023-12-15","Code","f1dcc416-58c3-4dee-b477-16b395a58c9d","Code_213","Supine Position"
"C62164","http://www.cdisc.org","2023-12-15","Code","7db89c31-bd01-4391-98e6-0a6adb9e53fc","Code_214","Body Position"
"C12681","http://www.cdisc.org","2023-12-15","Code","087f3895-8ede-44e0-9223-4773de6d7f2a","Code_215","Brachial Artery"
"C12687","http://www.cdisc.org","2023-12-15","Code","a971d9ba-8150-46ef-ac20-0e14e06c9e7a","Code_216","Common Carotid Artery"
"C32478","http://www.cdisc.org","2023-12-15","Code","6177fc1d-61ce-467e-9146-90f756f277f3","Code_217","Dorsalis Pedis Artery"
"C12715","http://www.cdisc.org","2023-12-15","Code","2d24353a-0813-4e91-95ab-52cd9f4e94ff","Code_218","Femoral Artery"
"C12838","http://www.cdisc.org","2023-12-15","Code","9ff28aef-dc55-4115-9986-5fd607b3849f","Code_219","Radial Artery"
"C13717","http://www.cdisc.org","2023-12-15","Code","beea79e2-8a05-430a-9d49-dd86104afd02","Code_220","Anatomic Site"
"C25229","http://www.cdisc.org","2023-12-15","Code","dcd48765-92db-49d8-99cd-8357e7b2dc51","Code_221","Left"
"C25228","http://www.cdisc.org","2023-12-15","Code","7101b67d-f474-4170-915f-ea1ad7137228","Code_222","Right"
"C25185","http://www.cdisc.org","2023-12-15","Code","be3d8098-18d7-4665-98a7-ea6be225e467","Code_223","Laterality"
"C25299","http://www.cdisc.org","2023-12-15","Code","a0051b75-119c-4a16-af89-0045bf987fa9","Code_224","DIABP"
"C174446","http://www.cdisc.org","2023-12-15","Code","d0db855f-acfa-4f73-aea7-b6ba0444b7a4","Code_225","TEMP"
"C77140","http://www.cdisc.org","2023-12-15","Code","d04a42da-067d-4a01-8fe5-19ae8ab0534f","Code_226","Clinical Test Result"
"C42559","http://www.cdisc.org","2023-12-15","Code","3ef81d28-3612-48a7-a8f0-a411ce818672","Code_227","Degree Celsius"
"C44277","http://www.cdisc.org","2023-12-15","Code","f591a0e8-8941-41ab-a466-b972d12d163f","Code_228","Degree Fahrenheit"
"C42537","http://www.cdisc.org","2023-12-15","Code","26cbb1b6-2d41-4931-8512-c5c98dd98533","Code_229","Kelvin"
"C44276","http://www.cdisc.org","2023-12-15","Code","2234dae1-0cb4-42aa-b5ec-43eea2a5775a","Code_230","Unit of Temperature"
"C12674","http://www.cdisc.org","2023-12-15","Code","1db1b018-4262-41a1-91f5-b6f1d7241620","Code_231","Axilla"
"C12394","http://www.cdisc.org","2023-12-15","Code","71c26d9d-5af7-4491-b55a-56113ad634a2","Code_232","Ear"
"C89803","http://www.cdisc.org","2023-12-15","Code","0293f43b-6772-4c15-8fae-472b58eb0893","Code_233","Forehead"
"C12421","http://www.cdisc.org","2023-12-15","Code","290677f4-80a3-4f92-9704-ec465e7bf35f","Code_234","Oral Cavity"
"C12390","http://www.cdisc.org","2023-12-15","Code","612d3617-edf7-4042-8389-952897727680","Code_235","Rectum"
"C13717","http://www.cdisc.org","2023-12-15","Code","54326f44-1961-42e3-ad90-4e209ac419da","Code_236","Anatomic Site"
"C174446","http://www.cdisc.org","2023-12-15","Code","508467bd-3dec-4224-8cb9-3f59a4ffed5b","Code_237","TEMP"
"C25208","http://www.cdisc.org","2023-12-15","Code","a3df326c-cad4-4d23-b099-54a0f9d04141","Code_238","WEIGHT"
"C77140","http://www.cdisc.org","2023-12-15","Code","9bddef41-06f6-45f4-8ccf-e22421d727bc","Code_239","Clinical Test Result"
"C48531","http://www.cdisc.org","2023-12-15","Code","38139115-628e-4cba-aa0b-dd302c03b64e","Code_240","Pound"
"C48155","http://www.cdisc.org","2023-12-15","Code","40a04ef7-f8ff-4fdf-a2b7-49df2ec418cc","Code_241","Gram"
"C28252","http://www.cdisc.org","2023-12-15","Code","568932fc-f057-46b4-ad6c-5043bb02adfe","Code_242","Kilogram"
"C48208","http://www.cdisc.org","2023-12-15","Code","99fbf1df-f842-4d6d-a792-13be67edc4d0","Code_243","Unit of Weight"
"C25208","http://www.cdisc.org","2023-12-15","Code","638a3b67-e87c-4dc0-988a-6a19180641c6","Code_244","WEIGHT"
"C25347","http://www.cdisc.org","2023-12-15","Code","6d543a63-253d-45f7-8b6c-833c067364d2","Code_245","HEIGHT"
"C77140","http://www.cdisc.org","2023-12-15","Code","525ebf9f-eff1-417f-b5ce-5cb80076cabb","Code_246","Clinical Test Result"
"C49668","http://www.cdisc.org","2023-12-15","Code","0b900a8e-86eb-4e4a-96f5-f14680e8bf1c","Code_247","Centimeter"
"C48500","http://www.cdisc.org","2023-12-15","Code","27c480c0-4f52-497d-82ec-7045d9a2905c","Code_248","Inch"
"C41139","http://www.cdisc.org","2023-12-15","Code","e4cc6002-debc-464f-be39-94f81dede1ef","Code_249","Meter"
"C168688","http://www.cdisc.org","2023-12-15","Code","4ec6fd99-050f-4d3c-a4cd-128492e82600","Code_250","Unit of Height"
"C25347","http://www.cdisc.org","2023-12-15","Code","db563f2b-b2f4-4fca-abf9-8872e0148c37","Code_251","HEIGHT"
"C64433","http://www.cdisc.org","2023-12-15","Code","ebada4b3-28bb-4ecb-8de4-2313d8e5f4bb","Code_252","ALT"
"C36292","http://www.cdisc.org","2023-12-15","Code","d787dd67-cec7-4cda-82ee-009ef60b90a4","Code_253","Laboratory Test Result"
"C67456","http://www.cdisc.org","2023-12-15","Code","a39b3493-6da0-47d3-b3be-25dad8c059d4","Code_254","Unit per Liter"
"C67397","http://www.cdisc.org","2023-12-15","Code","ef644c75-2d65-4fe7-b49c-b61d58462587","Code_255","Microkatal per Liter"
"C67376","http://www.cdisc.org","2023-12-15","Code","8762a39d-a3ab-44b1-9389-a2749c82d428","Code_256","International Unit per Liter"
"C70510","http://www.cdisc.org","2023-12-15","Code","2eea3da2-58d1-479e-a6b7-b5fd843d9651","Code_257","Nanokatal per Liter"
"C67365","http://www.cdisc.org","2023-12-15","Code","ab430367-16fb-455e-a0b9-df131d9b70de","Code_258","Unit of Catalytic Activity Concentration"
"C70713","http://www.cdisc.org","2023-12-15","Code","7ce01730-d22b-444a-b6a6-731005876c2b","Code_259","Biospecimen Type"
"C49487","http://www.cdisc.org","2023-12-15","Code","02420c7d-5333-4de2-90bd-c2015f1d591e","Code_260","No"
"C49488","http://www.cdisc.org","2023-12-15","Code","dbbdcd04-6644-44fe-91e2-cc7c6ea32777","Code_261","Yes"
"C83309","http://www.cdisc.org","2023-12-15","Code","dfd2fd31-8e0e-462b-93f2-fb66eae89631","Code_262","Laboratory Test Fasting Status"
"C64433","http://www.cdisc.org","2023-12-15","Code","db07515b-c971-4bca-84e4-cc28633211b5","Code_263","ALT"
"C64431","http://www.cdisc.org","2023-12-15","Code","ed1354cb-afdd-4086-8ea6-f785a3fc54ea","Code_264","ALB"
"C36292","http://www.cdisc.org","2023-12-15","Code","3c09ce36-8dd3-4365-b388-47433c1f2b66","Code_265","Laboratory Test Result"
"C70713","http://www.cdisc.org","2023-12-15","Code","2fc8009e-6ad9-4e1a-a12d-c88728b7f1c6","Code_266","Biospecimen Type"
"C49487","http://www.cdisc.org","2023-12-15","Code","31a5de74-f472-4a5a-bfcc-92a8dbee7d83","Code_267","No"
"C49488","http://www.cdisc.org","2023-12-15","Code","324c7c9b-f593-47be-8c2d-07ad87267b1a","Code_268","Yes"
"C83309","http://www.cdisc.org","2023-12-15","Code","7851f4ee-524a-4729-bbfc-fe2b6f37bc11","Code_269","Laboratory Test Fasting Status"
"C64431","http://www.cdisc.org","2023-12-15","Code","8c4fe9bd-4d62-4065-904b-ce8daac7987a","Code_270","ALB"
"C64432","http://www.cdisc.org","2023-12-15","Code","8f756288-3f30-4dbb-9fd3-b58e94b04499","Code_271","ALP"
"C36292","http://www.cdisc.org","2023-12-15","Code","f2284483-de62-4711-8e20-c4c8cf6a2821","Code_272","Laboratory Test Result"
"C67456","http://www.cdisc.org","2023-12-15","Code","09f077f1-3cc0-4e1c-ab75-7d23d31ea39b","Code_273","Unit per Liter"
"C67397","http://www.cdisc.org","2023-12-15","Code","5f9cb910-d183-4340-b11b-cf95f91d35d0","Code_274","Microkatal per Liter"
"C67376","http://www.cdisc.org","2023-12-15","Code","a1cfae5d-cf58-4e1b-a6c7-5e9cf03f1f57","Code_275","International Unit per Liter"
"C67365","http://www.cdisc.org","2023-12-15","Code","6cfa3553-72d2-495e-b4d1-3c1214c23778","Code_276","Unit of Catalytic Activity Concentration"
"C70713","http://www.cdisc.org","2023-12-15","Code","c85c72f8-377c-4ab6-9497-57f697cbebea","Code_277","Biospecimen Type"
"C49487","http://www.cdisc.org","2023-12-15","Code","cc7409cc-5d7d-47ec-8833-c6a18ac2fb00","Code_278","No"
"C49488","http://www.cdisc.org","2023-12-15","Code","7d843ba0-023c-4099-bdb9-985d881da50b","Code_279","Yes"
"C83309","http://www.cdisc.org","2023-12-15","Code","b272c47f-5f68-46c3-b0a1-be5a3984e6a4","Code_280","Laboratory Test Fasting Status"
"C64432","http://www.cdisc.org","2023-12-15","Code","c0b85005-c782-48d4-878d-2b3f4b6a6075","Code_281","ALP"
"C64467","http://www.cdisc.org","2023-12-15","Code","39e75cf6-55e5-4821-94d7-baed897afbf5","Code_282","AST"
"C36292","http://www.cdisc.org","2023-12-15","Code","7dff82d3-1bbc-4758-8712-bb755cad3007","Code_283","Laboratory Test Result"
"C67456","http://www.cdisc.org","2023-12-15","Code","d4be06bb-6182-447b-839a-766edbed370d","Code_284","Unit per Liter"
"C67397","http://www.cdisc.org","2023-12-15","Code","83876d13-c08a-458c-a879-4526d398a5b4","Code_285","Microkatal per Liter"
"C67376","http://www.cdisc.org","2023-12-15","Code","566a1e8b-af11-4171-9c6d-61681c1842c5","Code_286","International Unit per Liter"
"C67365","http://www.cdisc.org","2023-12-15","Code","c4dbd8eb-dd66-4244-88ae-4b5437380103","Code_287","Unit of Catalytic Activity Concentration"
"C70713","http://www.cdisc.org","2023-12-15","Code","5c46701b-da03-4a6d-9ab3-11ec578e2f9e","Code_288","Biospecimen Type"
"C49487","http://www.cdisc.org","2023-12-15","Code","09e1a535-3a95-415a-a218-44dfea3a33cf","Code_289","No"
"C49488","http://www.cdisc.org","2023-12-15","Code","759b684b-1b8f-4c76-8cb4-791ff3462c28","Code_290","Yes"
"C83309","http://www.cdisc.org","2023-12-15","Code","8da84b7f-6a8d-4b20-92f3-5a5d88534316","Code_291","Laboratory Test Fasting Status"
"C64467","http://www.cdisc.org","2023-12-15","Code","b99c53cd-12ec-420c-8851-937f524379c2","Code_292","AST"
"C64547","http://www.cdisc.org","2023-12-15","Code","224c89a6-ef74-42dc-89e5-0bd6a910dc92","Code_293","CREAT"
"C36292","http://www.cdisc.org","2023-12-15","Code","2902e729-5b66-4122-baa2-b0a628d8bbb7","Code_294","Laboratory Test Result"
"C67015","http://www.cdisc.org","2023-12-15","Code","664972a0-d076-4a40-bb9c-0855bd82f490","Code_295","Milligram per Deciliter"
"C64572","http://www.cdisc.org","2023-12-15","Code","be552c44-0c0a-4651-8736-8b33629a06c3","Code_296","Microgram per Milliliter"
"C64387","http://www.cdisc.org","2023-12-15","Code","035dff51-69ca-4d1f-ae5b-d86e5de9e7b7","Code_297","Millimole per Liter"
"C48508","http://www.cdisc.org","2023-12-15","Code","d10e9351-f61f-4e76-83c1-5a8fb1a7328b","Code_298","Micromole per Liter"
"C48207","http://www.cdisc.org","2023-12-15","Code","739c9f3e-21aa-42d9-ad9e-cf55876f2a07","Code_299","Unit of Concentration"
"C70713","http://www.cdisc.org","2023-12-15","Code","8c0281bc-6c9f-4c39-ba34-f02638094bb3","Code_300","Biospecimen Type"
"C49487","http://www.cdisc.org","2023-12-15","Code","38e81cff-453b-41bc-bf61-28a3be7b6ebe","Code_301","No"
"C49488","http://www.cdisc.org","2023-12-15","Code","95307210-a97c-4c98-9046-8f36ccf912d5","Code_302","Yes"
"C83309","http://www.cdisc.org","2023-12-15","Code","1623b2d4-871d-481c-9044-2aa9189dda20","Code_303","Laboratory Test Fasting Status"
"C64547","http://www.cdisc.org","2023-12-15","Code","2a51f431-e483-4e15-b94b-06ebd689885c","Code_304","CREAT"
"C64853","http://www.cdisc.org","2023-12-15","Code","d9ef6c1e-8051-41f9-b707-e0a7df5f09a1","Code_305","K"
"C36292","http://www.cdisc.org","2023-12-15","Code","d3c4612a-219b-421a-994f-39b133877541","Code_306","Laboratory Test Result"
"C67474","http://www.cdisc.org","2023-12-15","Code","45921c59-bd7c-436c-9df0-ff4602c0eb89","Code_307","Milliequivalent per Liter"
"C67473","http://www.cdisc.org","2023-12-15","Code","47981301-5531-489e-b385-902e9017ad6e","Code_308","Milliequivalent per Deciliter"
"C64387","http://www.cdisc.org","2023-12-15","Code","8328643b-3ebc-469c-85cf-b0bf1a4eab24","Code_309","Millimole per Liter"
"C64567","http://www.cdisc.org","2023-12-15","Code","796860a7-1a2d-4ea0-b88e-de1b3c41278e","Code_310","Molarity Unit"
"C70713","http://www.cdisc.org","2023-12-15","Code","003c296a-e284-4e8d-8c56-952b4d6eadc5","Code_311","Biospecimen Type"
"C49487","http://www.cdisc.org","2023-12-15","Code","94090427-f567-42fe-9b1d-c59fc41b7d3a","Code_312","No"
"C49488","http://www.cdisc.org","2023-12-15","Code","f7dbb908-2444-4b8a-b367-73aaa2491ca0","Code_313","Yes"
"C83309","http://www.cdisc.org","2023-12-15","Code","b22d6a5e-30e3-4ce1-9453-aacb59a4806e","Code_314","Laboratory Test Fasting Status"
"C64853","http://www.cdisc.org","2023-12-15","Code","2c579c92-58ad-468e-af29-018d6816e727","Code_315","K"
"C64809","http://www.cdisc.org","2023-12-15","Code","366b12ef-6031-4409-b3a7-329af1772b30","Code_316","SODIUM"
"C36292","http://www.cdisc.org","2023-12-15","Code","fff88f39-c8cb-4da3-a273-0f230c0e3538","Code_317","Laboratory Test Result"
"C67474","http://www.cdisc.org","2023-12-15","Code","b0463b87-c591-4045-af7a-dd10931c9273","Code_318","Milliequivalent per Liter"
"C67473","http://www.cdisc.org","2023-12-15","Code","84b6a760-1d7f-4c4d-8016-9ece613b690c","Code_319","Milliequivalent per Deciliter"
"C64387","http://www.cdisc.org","2023-12-15","Code","4e6c2c1d-cf2b-4af7-837c-e70c13fd8cbc","Code_320","Millimole per Liter"
"C64567","http://www.cdisc.org","2023-12-15","Code","386c638e-d390-4bb4-8882-f17ee79d2eed","Code_321","Molarity Unit"
"C70713","http://www.cdisc.org","2023-12-15","Code","1d130318-ef96-4eac-963d-5e1284d31668","Code_322","Biospecimen Type"
"C49487","http://www.cdisc.org","2023-12-15","Code","b75e695b-64c5-4a92-aaef-e682b4932013","Code_323","No"
"C49488","http://www.cdisc.org","2023-12-15","Code","ed74444c-e6d0-4857-bdcb-d5834be2304b","Code_324","Yes"
"C83309","http://www.cdisc.org","2023-12-15","Code","7f3652fa-32c5-43b9-8223-949fd4828066","Code_325","Laboratory Test Fasting Status"
"C64809","http://www.cdisc.org","2023-12-15","Code","7e824ae6-b506-4d5b-91ce-67d5bb18c697","Code_326","SODIUM"
"C25298","http://www.cdisc.org","2023-12-15","Code","49752f61-db73-4df0-9d71-8a643ce95f00","Code_327","SYSBP"
"C77140","http://www.cdisc.org","2023-12-15","Code","441be182-5bfd-4118-8ea5-2ec1aa930baf","Code_328","Clinical Test Result"
"C49669","http://www.cdisc.org","2023-12-15","Code","9986e874-ed93-4142-b225-9569d2d68cbd","Code_329","Unit of Pressure"
"C62122","http://www.cdisc.org","2023-12-15","Code","702334a8-bdc6-4fcf-823c-58c11499660d","Code_330","Sitting"
"C62166","http://www.cdisc.org","2023-12-15","Code","3598dce1-23d7-4aca-8bb8-eb1a12c51341","Code_331","Standing"
"C62167","http://www.cdisc.org","2023-12-15","Code","54676e9b-c0f8-4487-982e-a4b86aeb67aa","Code_332","Supine Position"
"C62164","http://www.cdisc.org","2023-12-15","Code","52e365f1-87a9-47df-98d2-c7f1f668e9fd","Code_333","Body Position"
"C12681","http://www.cdisc.org","2023-12-15","Code","ae3d5585-3413-4e9a-bfff-0c76a08eaaa3","Code_334","Brachial Artery"
"C12687","http://www.cdisc.org","2023-12-15","Code","55cc6306-0691-4ad9-afcf-1b59dbc112a3","Code_335","Common Carotid Artery"
"C32478","http://www.cdisc.org","2023-12-15","Code","7e90837a-1b7d-4d86-a4b9-3d3b6c976d84","Code_336","Dorsalis Pedis Artery"
"C12715","http://www.cdisc.org","2023-12-15","Code","e586b1d3-84c8-4c19-b7af-ceb39d662c05","Code_337","Femoral Artery"
"C12838","http://www.cdisc.org","2023-12-15","Code","66718212-1e81-4be2-8573-fa54c477688c","Code_338","Radial Artery"
"C13717","http://www.cdisc.org","2023-12-15","Code","2599f7fd-2711-4d36-9cc0-ae58fb7b85e5","Code_339","Anatomic Site"
"C25229","http://www.cdisc.org","2023-12-15","Code","7758a47a-ba98-400f-8bf2-9ace36790ad2","Code_340","Left"
"C25228","http://www.cdisc.org","2023-12-15","Code","f105198d-30d1-4a1b-9aec-48cf58086117","Code_341","Right"
"C25185","http://www.cdisc.org","2023-12-15","Code","f1ec6039-f513-426a-a35a-587cd901b507","Code_342","Laterality"
"C25298","http://www.cdisc.org","2023-12-15","Code","d57a73b6-5dd5-4c3f-ab55-171f6a5e07f0","Code_343","SYSBP"
"C25299","http://www.cdisc.org","2023-12-15","Code","1077b902-cb07-46df-8ec6-84e1c3686ee5","Code_344","DIABP"
"C77140","http://www.cdisc.org","2023-12-15","Code","c372d10d-9430-40d8-92a3-b2ab6ae9c05e","Code_345","Clinical Test Result"
"C49669","http://www.cdisc.org","2023-12-15","Code","a4d39cc4-4951-45c6-a798-18889af315d1","Code_346","Unit of Pressure"
"C62122","http://www.cdisc.org","2023-12-15","Code","7f2765b1-9ead-4650-b293-98eb35eec6c2","Code_347","Sitting"
"C62166","http://www.cdisc.org","2023-12-15","Code","906b1224-937b-416e-b79e-65fd4864e34d","Code_348","Standing"
"C62167","http://www.cdisc.org","2023-12-15","Code","8a3b936e-fb36-43f5-915e-626cb4b182c8","Code_349","Supine Position"
"C62164","http://www.cdisc.org","2023-12-15","Code","08147e96-076c-4647-b8f9-40d44a0e0dd5","Code_350","Body Position"
"C12681","http://www.cdisc.org","2023-12-15","Code","789f917d-db8c-4f08-b21d-6650eccf6e86","Code_351","Brachial Artery"
"C12687","http://www.cdisc.org","2023-12-15","Code","0ffea7ce-7d84-42a0-bccf-a0ee89de0749","Code_352","Common Carotid Artery"
"C32478","http://www.cdisc.org","2023-12-15","Code","0c254991-e1c5-4bb6-95bb-9b5fde73ebb7","Code_353","Dorsalis Pedis Artery"
"C12715","http://www.cdisc.org","2023-12-15","Code","097c77a3-e8f3-4ac8-b599-dea2693a2fa3","Code_354","Femoral Artery"
"C12838","http://www.cdisc.org","2023-12-15","Code","32bd23ba-a469-4750-9024-951d7d9aa752","Code_355","Radial Artery"
"C13717","http://www.cdisc.org","2023-12-15","Code","f5770c28-1635-43ce-b826-74f92bbcc615","Code_356","Anatomic Site"
"C25229","http://www.cdisc.org","2023-12-15","Code","442c4b46-3326-4e1d-b337-eb9e0ecdf1aa","Code_357","Left"
"C25228","http://www.cdisc.org","2023-12-15","Code","4273c944-461f-4d0d-a6f7-06508a28045f","Code_358","Right"
"C25185","http://www.cdisc.org","2023-12-15","Code","cb4f26bf-beb0-4d31-841b-fdbeba8fd8ec","Code_359","Laterality"
"C25299","http://www.cdisc.org","2023-12-15","Code","82824a13-a295-49b3-9aec-a4dc547edf8b","Code_360","DIABP"
"C49677","http://www.cdisc.org","2023-12-15","Code","4bb0007d-e2e3-4c17-8e59-0ba46653ba82","Code_361","HR"
"C77140","http://www.cdisc.org","2023-12-15","Code","5896889c-e7bf-4c97-946b-4f4079591ec1","Code_362","Clinical Test Result"
"C73688","http://www.cdisc.org","2023-12-15","Code","a1877e14-beeb-4351-9780-33480572c21c","Code_363","Count per Minute"
"C62122","http://www.cdisc.org","2023-12-15","Code","c687fc7d-c21c-4822-957f-e4ed4b4a7dc0","Code_364","Sitting"
"C62166","http://www.cdisc.org","2023-12-15","Code","4edacdef-c5d1-43a5-8cce-c69860c52ad7","Code_365","Standing"
"C62167","http://www.cdisc.org","2023-12-15","Code","0f571960-3989-44ca-9116-f1f3c5c374a3","Code_366","Supine Position"
"C62164","http://www.cdisc.org","2023-12-15","Code","158fd893-62ff-4954-ad4c-999c1cebd03e","Code_367","Body Position"
"C12681","http://www.cdisc.org","2023-12-15","Code","6ac41bc5-b55c-47b7-a018-ea60efa56430","Code_368","Brachial Artery"
"C12687","http://www.cdisc.org","2023-12-15","Code","00c14dd6-0930-4b72-88f3-0711490ce52b","Code_369","Common Carotid Artery"
"C32478","http://www.cdisc.org","2023-12-15","Code","ea95b6e9-f47f-4da1-b859-af60596ec1ed","Code_370","Dorsalis Pedis Artery"
"C12715","http://www.cdisc.org","2023-12-15","Code","ae76f6bd-1693-4713-9dbd-b609d061fa66","Code_371","Femoral Artery"
"C12838","http://www.cdisc.org","2023-12-15","Code","20c70a28-13dc-4e37-9e56-f5b998241c5d","Code_372","Radial Artery"
"C13717","http://www.cdisc.org","2023-12-15","Code","2c33f258-d5e0-42e2-ac31-e34cf1c41d0c","Code_373","Anatomic Site"
"C25229","http://www.cdisc.org","2023-12-15","Code","94296c24-e254-4458-8835-2f4b76698a4e","Code_374","Left"
"C25228","http://www.cdisc.org","2023-12-15","Code","aec9d2fe-2910-4c81-a1b3-6dbbb5c2f98b","Code_375","Right"
"C25185","http://www.cdisc.org","2023-12-15","Code","7fc17a90-fe23-4706-9a8b-097b046d8bb2","Code_376","Laterality"
"C49677","http://www.cdisc.org","2023-12-15","Code","d698c4fe-3b96-46e0-9b4f-199507420a0a","Code_377","HR"
"C25298","http://www.cdisc.org","2023-12-15","Code","2fb4ccc6-9c56-4c82-860a-efc47fb61053","Code_378","SYSBP"
"C77140","http://www.cdisc.org","2023-12-15","Code","911cb4c5-3b88-4198-b5ff-c59fa7d1882c","Code_379","Clinical Test Result"
"C49669","http://www.cdisc.org","2023-12-15","Code","491e2109-fb11-4e4e-9c91-8e6ddc1445a6","Code_380","Unit of Pressure"
"C62122","http://www.cdisc.org","2023-12-15","Code","2aa67940-ce1c-4df7-87c6-a18f8a6d4a56","Code_381","Sitting"
"C62166","http://www.cdisc.org","2023-12-15","Code","7d922a70-ceca-47d6-bffe-d1fc141357fa","Code_382","Standing"
"C62167","http://www.cdisc.org","2023-12-15","Code","b1a84543-87ec-43bf-b216-c081ee6bdd6e","Code_383","Supine Position"
