"instanceType","code","uuid:ID","codeSystem","id","decode","codeSystemVersion"
"Code","C48275","64dfdf44-c950-4b88-8b32-0aeaf44f534c","http://www.cdisc.org","Code_172","Death Related to Adverse Event","2023-12-15"
"Code","C49487","309ec2cf-ae76-4561-80e1-010fb2776401","http://www.cdisc.org","Code_173","No","2023-12-15"
"Code","C49488","825a224d-4118-4baf-9e54-7dbfb1d7c756","http://www.cdisc.org","Code_174","Yes","2023-12-15"
"Code","C83052","549b1494-8355-4f58-810d-6590c26ee637","http://www.cdisc.org","Code_175","Adverse Event associated with Hospitalization","2023-12-15"
"Code","C49487","bb8572c1-aeee-4c4a-a06e-c32f8e0c8e40","http://www.cdisc.org","Code_176","No","2023-12-15"
"Code","C49488","6751e62d-97a6-42ab-9221-642146f19fde","http://www.cdisc.org","Code_177","Yes","2023-12-15"
"Code","C84266","8bfb4280-323f-4d4c-a83f-9a761fb99ce0","http://www.cdisc.org","Code_178","Life Threatening Adverse Event","2023-12-15"
"Code","C49487","b539ef8c-0e2d-4bcd-8419-b9a63e197b73","http://www.cdisc.org","Code_179","No","2023-12-15"
"Code","C49488","2a213e83-32d0-476f-b7f0-db5d3bba0c7d","http://www.cdisc.org","Code_180","Yes","2023-12-15"
"Code","C83214","47f63af3-febe-4b8c-8df7-74cba3839f94","http://www.cdisc.org","Code_181","Adverse Event Occurred with Overdose","2023-12-15"
"Code","C49487","70ed526d-0e86-47ef-bb46-4d114d01bac3","http://www.cdisc.org","Code_182","No","2023-12-15"
"Code","C49488","d8a22e5d-f1dd-480b-b081-08467b391298","http://www.cdisc.org","Code_183","Yes","2023-12-15"
"Code","C83053","20bdc09f-36f2-4764-9689-b49ee55c4db0","http://www.cdisc.org","Code_184","Adverse Event Associated with Serious Medical Event","2023-12-15"
"Code","C49487","4a37ff2a-dfec-4379-852e-aeac35115b46","http://www.cdisc.org","Code_185","No","2023-12-15"
"Code","C49488","550d1ff6-13e0-4b72-93b1-4af7eab683df","http://www.cdisc.org","Code_186","Yes","2023-12-15"
"Code","C83199","4a67d005-0f62-4bf4-a8e6-a7cdce191b3a","http://www.cdisc.org","Code_187","Adverse Event Concomitant Treatment","2023-12-15"
"Code","C83215","e396884a-7800-4d2c-ba95-16159b6700d5","http://www.cdisc.org","Code_188","Adverse Event Start Date Time","2023-12-15"
"Code","C83201","c857d609-7ae1-4056-a7e5-962582843375","http://www.cdisc.org","Code_189","Adverse Event End Date Time","2023-12-15"
"Code","C179175","2aa2243b-ae2b-415d-a727-d5ec4a7e517f","http://www.cdisc.org","Code_190","Solicited Adverse Event","2023-12-15"
"Code","C25298","6b46d792-0d78-4678-ab40-d2e801e27f2b","http://www.cdisc.org","Code_191","SYSBP","2023-12-15"
"Code","C77140","637cf23a-4c39-4556-b5b5-be86bf3ef87f","http://www.cdisc.org","Code_192","Clinical Test Result","2023-12-15"
"Code","C49669","f3807536-4b06-4429-8435-11ee89f0f0a6","http://www.cdisc.org","Code_193","Unit of Pressure","2023-12-15"
"Code","C62122","88886eb4-f46f-4dc6-ac98-f10308fb2590","http://www.cdisc.org","Code_194","Sitting","2023-12-15"
"Code","C62166","2dc6190d-7120-419f-b480-11f65334cc54","http://www.cdisc.org","Code_195","Standing","2023-12-15"
"Code","C62167","98786cc2-2e02-4b98-89ee-ff7f244be5c0","http://www.cdisc.org","Code_196","Supine Position","2023-12-15"
"Code","C62164","e45f504c-7650-4851-aae7-a4ea9af185de","http://www.cdisc.org","Code_197","Body Position","2023-12-15"
"Code","C12681","3be9158d-f5ca-4faa-b793-7171825f3663","http://www.cdisc.org","Code_198","Brachial Artery","2023-12-15"
"Code","C12687","0c76cf4d-9124-4858-a7b7-831073f897f3","http://www.cdisc.org","Code_199","Common Carotid Artery","2023-12-15"
"Code","C32478","06d54d54-6d8f-42e2-922a-9178bc3c17a5","http://www.cdisc.org","Code_200","Dorsalis Pedis Artery","2023-12-15"
"Code","C12715","f3336245-bd10-41fe-93f1-bc89cb722f1d","http://www.cdisc.org","Code_201","Femoral Artery","2023-12-15"
"Code","C12838","c3fe5b93-c7c3-4b93-8511-3a84b3627ba5","http://www.cdisc.org","Code_202","Radial Artery","2023-12-15"
"Code","C13717","daf2032e-6218-4c74-8aa4-75a8d5a34f58","http://www.cdisc.org","Code_203","Anatomic Site","2023-12-15"
"Code","C25229","5d944e9e-7dee-4a77-819d-f37628c5ba1c","http://www.cdisc.org","Code_204","Left","2023-12-15"
"Code","C25228","a0308506-022c-4c00-92b1-a4a43816ca3c","http://www.cdisc.org","Code_205","Right","2023-12-15"
"Code","C25185","f8c8c7dc-8452-445b-990b-6b1682a7c1fd","http://www.cdisc.org","Code_206","Laterality","2023-12-15"
"Code","C25298","89c54bd8-045e-4365-a2fd-0bf1a3692caa","http://www.cdisc.org","Code_207","SYSBP","2023-12-15"
"Code","C25299","c229084c-5f9a-4354-a0db-8e9894a164c1","http://www.cdisc.org","Code_208","DIABP","2023-12-15"
"Code","C77140","42871c9b-6de3-4204-ab3b-6df9426ab4c0","http://www.cdisc.org","Code_209","Clinical Test Result","2023-12-15"
"Code","C49669","d9484217-c36f-4233-9c69-be90e7842e77","http://www.cdisc.org","Code_210","Unit of Pressure","2023-12-15"
"Code","C62122","dae7b9b6-d502-47dc-b3ef-27c9c1d59d0a","http://www.cdisc.org","Code_211","Sitting","2023-12-15"
"Code","C62166","91854e81-474f-407f-a1eb-0c6502916938","http://www.cdisc.org","Code_212","Standing","2023-12-15"
"Code","C62167","8d4a78d5-7ca4-44e8-8ecf-45315ee488a2","http://www.cdisc.org","Code_213","Supine Position","2023-12-15"
"Code","C62164","49dd2c65-7a92-4b60-b85b-8661a1be3997","http://www.cdisc.org","Code_214","Body Position","2023-12-15"
"Code","C12681","e06d6719-6611-4a7b-94c7-7d4ca7d80cc0","http://www.cdisc.org","Code_215","Brachial Artery","2023-12-15"
"Code","C12687","3c8f75f3-e193-449a-95d1-494c08c2f8ed","http://www.cdisc.org","Code_216","Common Carotid Artery","2023-12-15"
"Code","C32478","74881c28-6c28-4874-a3c9-f2e2bea8d31f","http://www.cdisc.org","Code_217","Dorsalis Pedis Artery","2023-12-15"
"Code","C12715","0bf97f7a-b6c8-4b0a-b1ba-5adbdf3362c0","http://www.cdisc.org","Code_218","Femoral Artery","2023-12-15"
"Code","C12838","7ac9855b-a5b0-476f-ba95-3a841319ceb5","http://www.cdisc.org","Code_219","Radial Artery","2023-12-15"
"Code","C13717","c60ad364-fcc8-41eb-93ac-dfe7e6deed0a","http://www.cdisc.org","Code_220","Anatomic Site","2023-12-15"
"Code","C25229","7dd654a3-c289-4092-a2ba-23433586944b","http://www.cdisc.org","Code_221","Left","2023-12-15"
"Code","C25228","1e030166-c134-439b-8636-086f647f6d10","http://www.cdisc.org","Code_222","Right","2023-12-15"
"Code","C25185","794be91a-09ca-4101-aa01-cd3ac8a20152","http://www.cdisc.org","Code_223","Laterality","2023-12-15"
"Code","C25299","1c712e1f-11fe-4fc3-9817-0561afc1466f","http://www.cdisc.org","Code_224","DIABP","2023-12-15"
"Code","C174446","0b5a3550-e30e-4f01-9828-539949b96963","http://www.cdisc.org","Code_225","TEMP","2023-12-15"
"Code","C77140","1e74f768-2e17-412b-bb57-e46d3d0462c3","http://www.cdisc.org","Code_226","Clinical Test Result","2023-12-15"
"Code","C42559","0269362d-a8f2-4c2e-b4c4-b323b41c0b95","http://www.cdisc.org","Code_227","Degree Celsius","2023-12-15"
"Code","C44277","be8c4749-c481-4703-a8db-5889789235b5","http://www.cdisc.org","Code_228","Degree Fahrenheit","2023-12-15"
"Code","C42537","1bc2e799-03f0-456f-b3ac-be97db8a39a7","http://www.cdisc.org","Code_229","Kelvin","2023-12-15"
"Code","C44276","b7436676-503d-4648-9510-6a35078a252f","http://www.cdisc.org","Code_230","Unit of Temperature","2023-12-15"
"Code","C12674","bcb7be80-0430-44a9-8a42-7da36db65af5","http://www.cdisc.org","Code_231","Axilla","2023-12-15"
"Code","C12394","99f66d82-d291-425c-838d-85434d433c3a","http://www.cdisc.org","Code_232","Ear","2023-12-15"
"Code","C89803","92517a8c-ade2-497a-9e1a-e2c39b6226a1","http://www.cdisc.org","Code_233","Forehead","2023-12-15"
"Code","C12421","7f195d6f-4b04-4d2e-ad30-8a9e4e9a2956","http://www.cdisc.org","Code_234","Oral Cavity","2023-12-15"
"Code","C12390","07ae1874-593f-4318-8413-b59111a43403","http://www.cdisc.org","Code_235","Rectum","2023-12-15"
"Code","C13717","809a7da9-b881-467e-a9bb-bad628efac5d","http://www.cdisc.org","Code_236","Anatomic Site","2023-12-15"
"Code","C174446","704036e1-5ffd-4871-9279-1edaefc936d0","http://www.cdisc.org","Code_237","TEMP","2023-12-15"
"Code","C25208","0bd3da19-d2b2-4dcf-8cd4-20d18dc9a6d5","http://www.cdisc.org","Code_238","WEIGHT","2023-12-15"
"Code","C77140","56cf80fa-2cbc-4d32-9e69-abcbba6f17ff","http://www.cdisc.org","Code_239","Clinical Test Result","2023-12-15"
"Code","C48531","d0a191c8-f372-4b0b-9097-29ffae751498","http://www.cdisc.org","Code_240","Pound","2023-12-15"
"Code","C48155","c0680517-51c7-4c59-b147-476c3a3f4adc","http://www.cdisc.org","Code_241","Gram","2023-12-15"
"Code","C28252","55009822-092b-444c-9dcf-b1024337c79a","http://www.cdisc.org","Code_242","Kilogram","2023-12-15"
"Code","C48208","29811392-9b77-4b7f-9558-d2a0c9e3acc4","http://www.cdisc.org","Code_243","Unit of Weight","2023-12-15"
"Code","C25208","76ddfaa6-38ca-439f-950e-d1b6a2b4e7c5","http://www.cdisc.org","Code_244","WEIGHT","2023-12-15"
"Code","C25347","fd17492e-4fc0-4c5e-8d31-58fc2fd58234","http://www.cdisc.org","Code_245","HEIGHT","2023-12-15"
"Code","C77140","c43ca277-f3d2-4817-bef7-cb29715172aa","http://www.cdisc.org","Code_246","Clinical Test Result","2023-12-15"
"Code","C49668","1b4cf4a2-7dcf-4b7a-96ca-b080a80628be","http://www.cdisc.org","Code_247","Centimeter","2023-12-15"
"Code","C48500","3a3f08f1-1e8c-47d6-b9c3-7b6ab6645082","http://www.cdisc.org","Code_248","Inch","2023-12-15"
"Code","C41139","88f10f40-05be-43dc-a48b-b16bf1b51e30","http://www.cdisc.org","Code_249","Meter","2023-12-15"
"Code","C168688","6b4d663f-6101-47f5-ac34-8c28e4d5399b","http://www.cdisc.org","Code_250","Unit of Height","2023-12-15"
"Code","C25347","cdad19c9-e6ac-4648-b502-7231c09994ab","http://www.cdisc.org","Code_251","HEIGHT","2023-12-15"
"Code","C64433","41089f85-d95c-4753-b8a7-d4bbafb94711","http://www.cdisc.org","Code_252","ALT","2023-12-15"
"Code","C36292","666f10a4-2779-48a2-a84b-bd3e7c2656bf","http://www.cdisc.org","Code_253","Laboratory Test Result","2023-12-15"
"Code","C67456","80b1df17-ad5c-4e24-b2b6-ad6fa0efb790","http://www.cdisc.org","Code_254","Unit per Liter","2023-12-15"
"Code","C67397","5d155b16-137a-4758-9a9b-263ca5c8c704","http://www.cdisc.org","Code_255","Microkatal per Liter","2023-12-15"
"Code","C67376","69aa144a-fe40-47db-bd0f-9e695e5905b0","http://www.cdisc.org","Code_256","International Unit per Liter","2023-12-15"
"Code","C70510","489d526f-7a4d-447c-b631-4bab1cd9d870","http://www.cdisc.org","Code_257","Nanokatal per Liter","2023-12-15"
"Code","C67365","83276f12-7237-4a6c-9e51-536e0d29ceba","http://www.cdisc.org","Code_258","Unit of Catalytic Activity Concentration","2023-12-15"
"Code","C70713","6c7c226e-9d41-45dd-906d-d4cfd55492e0","http://www.cdisc.org","Code_259","Biospecimen Type","2023-12-15"
"Code","C49487","36088edf-c8b5-4f57-a8e1-2384bee4c0cc","http://www.cdisc.org","Code_260","No","2023-12-15"
"Code","C49488","dde28acb-54cc-4d6f-9a90-79c4bd27c766","http://www.cdisc.org","Code_261","Yes","2023-12-15"
"Code","C83309","fc75cd9d-3e23-465d-ab6d-734f98b4e585","http://www.cdisc.org","Code_262","Laboratory Test Fasting Status","2023-12-15"
"Code","C64433","34609f6b-6a8a-477c-a56b-24c4db9276d4","http://www.cdisc.org","Code_263","ALT","2023-12-15"
"Code","C64431","1d2113e6-88ec-4dcc-b7f7-9219ea21fe3e","http://www.cdisc.org","Code_264","ALB","2023-12-15"
"Code","C36292","9bf9e77c-3e33-47fd-88bb-e9ea8a31670d","http://www.cdisc.org","Code_265","Laboratory Test Result","2023-12-15"
"Code","C70713","58f3edf8-f5f7-43c1-b4f2-9926c1105b49","http://www.cdisc.org","Code_266","Biospecimen Type","2023-12-15"
"Code","C49487","f274de46-942f-45c1-b2e5-dbfca64acde1","http://www.cdisc.org","Code_267","No","2023-12-15"
"Code","C49488","b9c2b208-50bf-484c-8ebf-d66e6aeb99c3","http://www.cdisc.org","Code_268","Yes","2023-12-15"
"Code","C83309","2c3565c8-dfb7-429e-9b90-94c164916b43","http://www.cdisc.org","Code_269","Laboratory Test Fasting Status","2023-12-15"
"Code","C64431","54b24879-36f8-456c-9616-39e977528aa5","http://www.cdisc.org","Code_270","ALB","2023-12-15"
"Code","C64432","7bbb204e-8b3a-4fed-84a0-6b1862d77de5","http://www.cdisc.org","Code_271","ALP","2023-12-15"
"Code","C36292","076baf74-37cb-45fd-8856-81cdcfa93cc1","http://www.cdisc.org","Code_272","Laboratory Test Result","2023-12-15"
"Code","C67456","3400d5b3-2801-41bb-8e16-1462d0bd3a11","http://www.cdisc.org","Code_273","Unit per Liter","2023-12-15"
"Code","C67397","86d48580-a3d4-4d5e-bdfd-98da10038a0a","http://www.cdisc.org","Code_274","Microkatal per Liter","2023-12-15"
"Code","C67376","f595f07a-59ed-4b63-98c4-64f4e976250b","http://www.cdisc.org","Code_275","International Unit per Liter","2023-12-15"
"Code","C67365","1e95bcbb-2d22-445b-bc28-7d8ca92a7ee2","http://www.cdisc.org","Code_276","Unit of Catalytic Activity Concentration","2023-12-15"
"Code","C70713","4f9072fb-3487-4c31-ad45-39514490419a","http://www.cdisc.org","Code_277","Biospecimen Type","2023-12-15"
"Code","C49487","5b1bfc06-1e61-4e27-8b44-6917c0e7656e","http://www.cdisc.org","Code_278","No","2023-12-15"
"Code","C49488","c7fcccbe-3056-4b1d-8c45-687430b9b12f","http://www.cdisc.org","Code_279","Yes","2023-12-15"
"Code","C83309","5f4ab50b-c2f2-4e83-b039-851062628f0f","http://www.cdisc.org","Code_280","Laboratory Test Fasting Status","2023-12-15"
"Code","C64432","b0bc0bb1-a54f-4ae6-b5e1-dc322d22de18","http://www.cdisc.org","Code_281","ALP","2023-12-15"
"Code","C64467","aa5bb668-82ea-43f5-b646-f0e0c2f2874e","http://www.cdisc.org","Code_282","AST","2023-12-15"
"Code","C36292","ed90250f-bff9-430d-883b-54cdab3a1d0a","http://www.cdisc.org","Code_283","Laboratory Test Result","2023-12-15"
"Code","C67456","b8f40ff5-13cb-454c-8dc8-0355cd583ca2","http://www.cdisc.org","Code_284","Unit per Liter","2023-12-15"
"Code","C67397","dd77f650-ec85-4c05-9bfb-f89d22fa3d57","http://www.cdisc.org","Code_285","Microkatal per Liter","2023-12-15"
"Code","C67376","bb198137-cbfa-41fa-892b-0c9a4855c513","http://www.cdisc.org","Code_286","International Unit per Liter","2023-12-15"
"Code","C67365","f89de5ad-928d-4716-8a12-967a330821a9","http://www.cdisc.org","Code_287","Unit of Catalytic Activity Concentration","2023-12-15"
"Code","C70713","cdcad1bb-450b-474e-97aa-114b3bcfc8c0","http://www.cdisc.org","Code_288","Biospecimen Type","2023-12-15"
"Code","C49487","9cb03b16-c068-4f0f-b1f3-7fa56e4d4770","http://www.cdisc.org","Code_289","No","2023-12-15"
"Code","C49488","e3aaf301-f7a7-463f-babf-c027c186613b","http://www.cdisc.org","Code_290","Yes","2023-12-15"
"Code","C83309","76476725-74c6-4202-b7fd-c0ec698d2f3d","http://www.cdisc.org","Code_291","Laboratory Test Fasting Status","2023-12-15"
"Code","C64467","4a44d609-20a1-483b-8145-e073d8ddb781","http://www.cdisc.org","Code_292","AST","2023-12-15"
"Code","C64547","3b9fcb63-fe66-40a3-8455-8e0207a400d7","http://www.cdisc.org","Code_293","CREAT","2023-12-15"
"Code","C36292","33b0cb6c-4fec-4960-8981-c95c9ef81bf4","http://www.cdisc.org","Code_294","Laboratory Test Result","2023-12-15"
"Code","C67015","20da4bb1-20e6-4236-9f21-694984d54c6c","http://www.cdisc.org","Code_295","Milligram per Deciliter","2023-12-15"
"Code","C64572","ad91f2f9-f6a4-4965-ba49-66c00256bf07","http://www.cdisc.org","Code_296","Microgram per Milliliter","2023-12-15"
"Code","C64387","4180968e-3a47-48b5-b792-f7f34b53236a","http://www.cdisc.org","Code_297","Millimole per Liter","2023-12-15"
"Code","C48508","9f98dc50-20dc-45cc-8e3c-5573bf51d384","http://www.cdisc.org","Code_298","Micromole per Liter","2023-12-15"
"Code","C48207","754172fa-fb17-4602-9318-7103f346771b","http://www.cdisc.org","Code_299","Unit of Concentration","2023-12-15"
"Code","C70713","c797cd7f-3dfb-41d8-b0f2-d2ff05adeed5","http://www.cdisc.org","Code_300","Biospecimen Type","2023-12-15"
"Code","C49487","ff5b5a7a-2a93-4fb3-8af9-68c3afd45cdc","http://www.cdisc.org","Code_301","No","2023-12-15"
"Code","C49488","1bccd893-3812-49b3-8bb2-ceef9aa96f13","http://www.cdisc.org","Code_302","Yes","2023-12-15"
"Code","C83309","a467bd2e-abd9-4102-b874-80cbedf4b031","http://www.cdisc.org","Code_303","Laboratory Test Fasting Status","2023-12-15"
"Code","C64547","808ebbdb-d375-4855-8481-cb16fd5a1ec8","http://www.cdisc.org","Code_304","CREAT","2023-12-15"
"Code","C64853","7e826fc3-fdf1-4d97-b481-1ddf8d94b70d","http://www.cdisc.org","Code_305","K","2023-12-15"
"Code","C36292","3c44037b-9bf2-44aa-b681-e5507845648a","http://www.cdisc.org","Code_306","Laboratory Test Result","2023-12-15"
"Code","C67474","891159da-c563-414b-b9fe-f9ff731bf0dc","http://www.cdisc.org","Code_307","Milliequivalent per Liter","2023-12-15"
"Code","C67473","ad328205-9055-4ee4-9d69-449a6c556bbb","http://www.cdisc.org","Code_308","Milliequivalent per Deciliter","2023-12-15"
"Code","C64387","cf2b2b71-88a5-48ca-8944-3f6ee0270509","http://www.cdisc.org","Code_309","Millimole per Liter","2023-12-15"
"Code","C64567","30f5bfe6-9d61-4bd6-a117-66b5e977a27e","http://www.cdisc.org","Code_310","Molarity Unit","2023-12-15"
"Code","C70713","07d7ffb3-d76f-4266-bf2a-6dd79cd7e335","http://www.cdisc.org","Code_311","Biospecimen Type","2023-12-15"
"Code","C49487","1695afae-51e8-44ed-9e51-625e3e383ec5","http://www.cdisc.org","Code_312","No","2023-12-15"
"Code","C49488","9e106691-a8d0-4e85-87a4-89f0a21ecac2","http://www.cdisc.org","Code_313","Yes","2023-12-15"
"Code","C83309","81f2ebf1-75e1-4fec-837e-55a37672ba3b","http://www.cdisc.org","Code_314","Laboratory Test Fasting Status","2023-12-15"
"Code","C64853","ba31272c-da61-431a-b8ef-17887426e37b","http://www.cdisc.org","Code_315","K","2023-12-15"
"Code","C64809","58421fe3-962e-4ba7-bd90-017bf8d816e4","http://www.cdisc.org","Code_316","SODIUM","2023-12-15"
"Code","C36292","c34fc308-f90d-44f8-9ebc-f81ca88e728a","http://www.cdisc.org","Code_317","Laboratory Test Result","2023-12-15"
"Code","C67474","74e98981-0b88-4e45-afca-d03418a11e8b","http://www.cdisc.org","Code_318","Milliequivalent per Liter","2023-12-15"
"Code","C67473","275cc3f9-b5f2-4b69-a2bb-8e6631823a0c","http://www.cdisc.org","Code_319","Milliequivalent per Deciliter","2023-12-15"
"Code","C64387","9b71d130-946b-4267-ac34-91b3a8adae8d","http://www.cdisc.org","Code_320","Millimole per Liter","2023-12-15"
"Code","C64567","b58d7c6a-b6ec-450c-85da-c24b2bf621a7","http://www.cdisc.org","Code_321","Molarity Unit","2023-12-15"
"Code","C70713","e22318da-8750-4904-9898-8330bb66a6d2","http://www.cdisc.org","Code_322","Biospecimen Type","2023-12-15"
"Code","C49487","4afdcc82-3603-465e-9ddc-d7c36c20e983","http://www.cdisc.org","Code_323","No","2023-12-15"
"Code","C49488","1a4432b6-9bb3-4d5a-bb61-3eaf1044d44d","http://www.cdisc.org","Code_324","Yes","2023-12-15"
"Code","C83309","9cbfd89a-0783-4ba1-ad04-c9584c92add3","http://www.cdisc.org","Code_325","Laboratory Test Fasting Status","2023-12-15"
"Code","C64809","c7c97ba2-845f-4647-9a55-3e8490c402d0","http://www.cdisc.org","Code_326","SODIUM","2023-12-15"
"Code","C25298","078a5f42-731c-425d-ba32-86d30efc9527","http://www.cdisc.org","Code_327","SYSBP","2023-12-15"
"Code","C77140","b0001e83-080b-41d5-ae94-4a4dbed7b79d","http://www.cdisc.org","Code_328","Clinical Test Result","2023-12-15"
"Code","C49669","c4974324-020f-4082-8c1a-14c1c0213ab6","http://www.cdisc.org","Code_329","Unit of Pressure","2023-12-15"
"Code","C62122","16829b3a-bc8e-4290-8a4e-6aba5eaf989f","http://www.cdisc.org","Code_330","Sitting","2023-12-15"
"Code","C62166","18e73e10-86c5-4d08-8e42-366ab0e42bcd","http://www.cdisc.org","Code_331","Standing","2023-12-15"
"Code","C62167","87deae5e-f17e-4777-a7c1-003bb0db0a2a","http://www.cdisc.org","Code_332","Supine Position","2023-12-15"
"Code","C62164","32a3b9dd-9779-4523-bcc7-d05518989220","http://www.cdisc.org","Code_333","Body Position","2023-12-15"
"Code","C12681","87048861-5a58-41c9-9f6d-8f77064a0368","http://www.cdisc.org","Code_334","Brachial Artery","2023-12-15"
"Code","C12687","ef6e19b5-4da3-42dd-83cb-5ef13adb8e8b","http://www.cdisc.org","Code_335","Common Carotid Artery","2023-12-15"
"Code","C32478","13a9a4f8-3aff-4edf-ba64-3b05ff4d0c48","http://www.cdisc.org","Code_336","Dorsalis Pedis Artery","2023-12-15"
"Code","C12715","e0ac3736-5574-4c78-b851-68d3a7afe3eb","http://www.cdisc.org","Code_337","Femoral Artery","2023-12-15"
"Code","C12838","34b7502f-c417-49e2-b79c-d940998b9ea9","http://www.cdisc.org","Code_338","Radial Artery","2023-12-15"
"Code","C13717","58bebfe6-bb38-4c9e-ae16-068d692988cf","http://www.cdisc.org","Code_339","Anatomic Site","2023-12-15"
"Code","C25229","d8a1ae40-1fef-46ef-a4e0-dd08a0e5283f","http://www.cdisc.org","Code_340","Left","2023-12-15"
"Code","C25228","a6aa7bb3-a61d-416f-bc4f-311d4e1d1f55","http://www.cdisc.org","Code_341","Right","2023-12-15"
"Code","C25185","47d5394d-5b47-4eb4-9833-4d30d38f5c65","http://www.cdisc.org","Code_342","Laterality","2023-12-15"
"Code","C25298","dd032756-64e6-4485-aa4a-ce632997c3f6","http://www.cdisc.org","Code_343","SYSBP","2023-12-15"
"Code","C25299","7888d00c-854e-411e-b599-972a8882d584","http://www.cdisc.org","Code_344","DIABP","2023-12-15"
"Code","C77140","82bdd585-ae31-48bd-8c10-569ecfecfa20","http://www.cdisc.org","Code_345","Clinical Test Result","2023-12-15"
"Code","C49669","9a39f738-5ef8-431b-988a-7a0cb9fb3f96","http://www.cdisc.org","Code_346","Unit of Pressure","2023-12-15"
"Code","C62122","dc83f913-d135-4f48-859b-e2cf4b8aeeca","http://www.cdisc.org","Code_347","Sitting","2023-12-15"
"Code","C62166","1891ccb0-304b-4029-975d-4d7d1f716cad","http://www.cdisc.org","Code_348","Standing","2023-12-15"
"Code","C62167","9aedce58-8148-4b21-b66b-0271202caa0e","http://www.cdisc.org","Code_349","Supine Position","2023-12-15"
"Code","C62164","b0cea3ac-6f28-4dac-ba07-37c71958224f","http://www.cdisc.org","Code_350","Body Position","2023-12-15"
"Code","C12681","f05e4d53-7851-4c9d-bf35-4c62dacebd3f","http://www.cdisc.org","Code_351","Brachial Artery","2023-12-15"
"Code","C12687","89443730-e003-4e7f-ace5-9067d06e8e87","http://www.cdisc.org","Code_352","Common Carotid Artery","2023-12-15"
"Code","C32478","57a7219d-90ba-47e3-b884-c923cf3c9c6b","http://www.cdisc.org","Code_353","Dorsalis Pedis Artery","2023-12-15"
"Code","C12715","da8881f0-cf07-417a-987f-22ab1f3b337d","http://www.cdisc.org","Code_354","Femoral Artery","2023-12-15"
"Code","C12838","e425a79e-8903-485f-a07d-4cfcc9f21ce7","http://www.cdisc.org","Code_355","Radial Artery","2023-12-15"
"Code","C13717","e14e1ca2-a882-4f61-ab5a-d532a2d51ed0","http://www.cdisc.org","Code_356","Anatomic Site","2023-12-15"
"Code","C25229","1ca76390-1e86-4092-8c4a-c0f717af156e","http://www.cdisc.org","Code_357","Left","2023-12-15"
"Code","C25228","0064a5d0-bd75-4819-90fb-7ef10e54e86d","http://www.cdisc.org","Code_358","Right","2023-12-15"
"Code","C25185","fb83a84d-f468-4bdf-bcbb-4f46a9e28501","http://www.cdisc.org","Code_359","Laterality","2023-12-15"
"Code","C25299","474df5c7-f76e-4bfd-b5f8-1084a39bb529","http://www.cdisc.org","Code_360","DIABP","2023-12-15"
"Code","C49677","16e11240-8f84-4504-8644-511b16802d48","http://www.cdisc.org","Code_361","HR","2023-12-15"
"Code","C77140","c7203f84-fde7-4ffe-8c4e-fc5274db9e3e","http://www.cdisc.org","Code_362","Clinical Test Result","2023-12-15"
"Code","C73688","86d1a79f-15bd-40a5-8507-cd64b2ef6379","http://www.cdisc.org","Code_363","Count per Minute","2023-12-15"
"Code","C62122","d2771bf4-167a-44e2-b7aa-326b9c5328de","http://www.cdisc.org","Code_364","Sitting","2023-12-15"
"Code","C62166","3c966391-826b-4558-9108-f1fdb949cae4","http://www.cdisc.org","Code_365","Standing","2023-12-15"
"Code","C62167","acd94e69-a55a-4f91-b192-2f2bfab27c10","http://www.cdisc.org","Code_366","Supine Position","2023-12-15"
"Code","C62164","c38af21a-2576-4eb3-bdc4-f4057b211ac1","http://www.cdisc.org","Code_367","Body Position","2023-12-15"
"Code","C12681","8f4dc3b4-17f3-438d-9878-f0c688f13832","http://www.cdisc.org","Code_368","Brachial Artery","2023-12-15"
"Code","C12687","87dc5325-4e6c-49ba-821c-b5a66c6ed37a","http://www.cdisc.org","Code_369","Common Carotid Artery","2023-12-15"
"Code","C32478","daa607b2-ff9b-4641-97a8-c95e7f15f382","http://www.cdisc.org","Code_370","Dorsalis Pedis Artery","2023-12-15"
"Code","C12715","06784705-0304-4ed4-b5c8-94a23e026fb9","http://www.cdisc.org","Code_371","Femoral Artery","2023-12-15"
"Code","C12838","5399410a-f99c-45c0-8b82-f4c755f1f549","http://www.cdisc.org","Code_372","Radial Artery","2023-12-15"
"Code","C13717","5f367342-8fe4-4d05-b29c-3da289c9fd99","http://www.cdisc.org","Code_373","Anatomic Site","2023-12-15"
"Code","C25229","26c9b136-8268-493f-bdd6-4bd1b642644f","http://www.cdisc.org","Code_374","Left","2023-12-15"
"Code","C25228","d12f97b6-b1c5-45e7-8262-4e58d9631bfb","http://www.cdisc.org","Code_375","Right","2023-12-15"
"Code","C25185","678e7ac8-2fb9-42a4-b85a-699059aa3787","http://www.cdisc.org","Code_376","Laterality","2023-12-15"
"Code","C49677","e76ee963-a457-4a5d-b2ea-d0dd5c51b5da","http://www.cdisc.org","Code_377","HR","2023-12-15"
"Code","C25298","b820e556-e2e8-452a-a0b2-a54fcf7a6b0f","http://www.cdisc.org","Code_378","SYSBP","2023-12-15"
"Code","C77140","fec3e856-b027-422e-81fe-b7d44e5e9a0d","http://www.cdisc.org","Code_379","Clinical Test Result","2023-12-15"
"Code","C49669","a34ef975-390c-4267-a7b7-0e27a0f7bb27","http://www.cdisc.org","Code_380","Unit of Pressure","2023-12-15"
