"uuid:ID","codeSystem","code","id","instanceType","codeSystemVersion","decode"
"2db71790-8b08-4ff6-8670-1d439fcedd8e","http://www.cdisc.org","C49487","Code_173","Code","2023-12-15","No"
"db6fb48a-22b9-4bfe-a296-b7e31ac6765b","http://www.cdisc.org","C49488","Code_174","Code","2023-12-15","Yes"
"16678abd-d8e6-4fbd-bbfb-1b90bc9db06c","http://www.cdisc.org","C83052","Code_175","Code","2023-12-15","Adverse Event associated with Hospitalization"
"237fa393-a2cc-4192-9e80-f3d76c481e86","http://www.cdisc.org","C49487","Code_176","Code","2023-12-15","No"
"0cca9fc1-ff1f-4f7d-ad3c-f0f87a27db52","http://www.cdisc.org","C49488","Code_177","Code","2023-12-15","Yes"
"1790dd89-3ea4-44cc-b84a-6fd54f137d84","http://www.cdisc.org","C84266","Code_178","Code","2023-12-15","Life Threatening Adverse Event"
"8d85dafd-2506-49d0-8205-02b31438126e","http://www.cdisc.org","C49487","Code_179","Code","2023-12-15","No"
"0ed8c886-12f0-4566-b305-bb4eaba98cd0","http://www.cdisc.org","C49488","Code_180","Code","2023-12-15","Yes"
"a96af6b2-5bb8-4391-a9a1-cb67f645d589","http://www.cdisc.org","C83214","Code_181","Code","2023-12-15","Adverse Event Occurred with Overdose"
"e60449a0-c4aa-4b98-86d3-e805c956438a","http://www.cdisc.org","C49487","Code_182","Code","2023-12-15","No"
"bd74b08d-b8a3-4603-adf7-26b95202d9c4","http://www.cdisc.org","C49488","Code_183","Code","2023-12-15","Yes"
"37640e0f-1af7-4300-b623-422613455c12","http://www.cdisc.org","C83053","Code_184","Code","2023-12-15","Adverse Event Associated with Serious Medical Event"
"d7a64190-bca5-46b4-b357-9f563e90a330","http://www.cdisc.org","C49487","Code_185","Code","2023-12-15","No"
"574c5c41-0c69-4e7b-9a5d-f15f2e2224b7","http://www.cdisc.org","C49488","Code_186","Code","2023-12-15","Yes"
"41b6ffe4-9718-45b8-a6d8-90ac2edbf92b","http://www.cdisc.org","C83199","Code_187","Code","2023-12-15","Adverse Event Concomitant Treatment"
"30681b9b-0558-4912-9c84-eca8d317e818","http://www.cdisc.org","C83215","Code_188","Code","2023-12-15","Adverse Event Start Date Time"
"c23f9330-ddda-4be3-a904-1873bee2c536","http://www.cdisc.org","C83201","Code_189","Code","2023-12-15","Adverse Event End Date Time"
"7408db63-3d4b-4fdc-abb5-55dea790da1c","http://www.cdisc.org","C179175","Code_190","Code","2023-12-15","Solicited Adverse Event"
"df214c6e-2492-47c6-ba89-f00eef9917c7","http://www.cdisc.org","C25298","Code_191","Code","2023-12-15","SYSBP"
"0f66200e-04e8-4a6c-be5e-672936845647","http://www.cdisc.org","C77140","Code_192","Code","2023-12-15","Clinical Test Result"
"1713fa98-4eeb-49fd-a458-b4661475fe7c","http://www.cdisc.org","C49669","Code_193","Code","2023-12-15","Unit of Pressure"
"f335de38-7dd3-48a9-89cd-40b70dc72aca","http://www.cdisc.org","C62122","Code_194","Code","2023-12-15","Sitting"
"26f69412-bc89-471c-93ce-662145bfe03c","http://www.cdisc.org","C62166","Code_195","Code","2023-12-15","Standing"
"65e77fbe-de50-46ae-aade-ae3ad090ca70","http://www.cdisc.org","C62167","Code_196","Code","2023-12-15","Supine Position"
"475f6a58-4b3f-4f7b-9465-5ea1d57fff19","http://www.cdisc.org","C62164","Code_197","Code","2023-12-15","Body Position"
"0799b28e-5032-4dd5-8dfc-f8e9e8fc9e3b","http://www.cdisc.org","C12681","Code_198","Code","2023-12-15","Brachial Artery"
"bb30565e-8389-4a38-b2d2-45d9c2de8ef7","http://www.cdisc.org","C12687","Code_199","Code","2023-12-15","Common Carotid Artery"
"5c92673f-8ab0-4a25-83a5-e2c9150ee5c6","http://www.cdisc.org","C32478","Code_200","Code","2023-12-15","Dorsalis Pedis Artery"
"c1f15b0d-2406-45d4-9cd7-933d92f663b1","http://www.cdisc.org","C12715","Code_201","Code","2023-12-15","Femoral Artery"
"1f399779-2fd7-438a-a43c-3357496fd072","http://www.cdisc.org","C12838","Code_202","Code","2023-12-15","Radial Artery"
"8a6b8bae-10b2-4256-b68b-14b0dc372c7b","http://www.cdisc.org","C13717","Code_203","Code","2023-12-15","Anatomic Site"
"80e8ef80-6cee-4d23-a9e6-cf51df998adf","http://www.cdisc.org","C25229","Code_204","Code","2023-12-15","Left"
"a5e2e635-04b4-40bd-a5ef-139df0cc5540","http://www.cdisc.org","C25228","Code_205","Code","2023-12-15","Right"
"346c08fc-3274-49d3-ad3f-03a3156d2bca","http://www.cdisc.org","C25185","Code_206","Code","2023-12-15","Laterality"
"f6e5d50e-a7cf-4c29-a2c9-ea266331daa4","http://www.cdisc.org","C25298","Code_207","Code","2023-12-15","SYSBP"
"617da271-c1f2-4db4-84ec-67a1eaba156c","http://www.cdisc.org","C25299","Code_208","Code","2023-12-15","DIABP"
"84ad1019-5d6d-4e65-b236-ccf29d1db193","http://www.cdisc.org","C77140","Code_209","Code","2023-12-15","Clinical Test Result"
"c7a902e7-9bbe-496e-9f17-0dee15eed396","http://www.cdisc.org","C49669","Code_210","Code","2023-12-15","Unit of Pressure"
"af72cdc7-c5a2-416e-b34d-32ffb721448c","http://www.cdisc.org","C62122","Code_211","Code","2023-12-15","Sitting"
"772e388c-5558-48b0-87ca-0659292055aa","http://www.cdisc.org","C62166","Code_212","Code","2023-12-15","Standing"
"d672b7b2-7b0f-47a0-9628-77fbd2405082","http://www.cdisc.org","C62167","Code_213","Code","2023-12-15","Supine Position"
"6da7c4f6-2860-482d-a6eb-c7dd2c988cfb","http://www.cdisc.org","C62164","Code_214","Code","2023-12-15","Body Position"
"cecca422-5e26-404e-853c-30ca4260beb4","http://www.cdisc.org","C12681","Code_215","Code","2023-12-15","Brachial Artery"
"e5ad4c09-6e8f-49f1-a404-45e067fd4f7c","http://www.cdisc.org","C12687","Code_216","Code","2023-12-15","Common Carotid Artery"
"6cf64564-3d5e-455d-8f16-3e62c77aa663","http://www.cdisc.org","C32478","Code_217","Code","2023-12-15","Dorsalis Pedis Artery"
"7f2e9f80-9401-4c15-8983-06fb27d22ee1","http://www.cdisc.org","C12715","Code_218","Code","2023-12-15","Femoral Artery"
"d8176fe9-f30f-41a7-b31f-7695c214fe44","http://www.cdisc.org","C12838","Code_219","Code","2023-12-15","Radial Artery"
"5fccaf53-b31e-4f8a-99d0-63bb49b117b2","http://www.cdisc.org","C13717","Code_220","Code","2023-12-15","Anatomic Site"
"daf87eca-29fc-48da-9944-7dafbe95b37b","http://www.cdisc.org","C25229","Code_221","Code","2023-12-15","Left"
"a635aee2-1beb-44f2-b4fe-f092c64bea9c","http://www.cdisc.org","C25228","Code_222","Code","2023-12-15","Right"
"921e957f-ede0-40c5-badf-2186f8896cb3","http://www.cdisc.org","C25185","Code_223","Code","2023-12-15","Laterality"
"4e8f0f30-e4d6-49d4-85d6-761dac064320","http://www.cdisc.org","C25299","Code_224","Code","2023-12-15","DIABP"
"9c7ed209-6870-4a5f-9c73-a304c4ff0395","http://www.cdisc.org","C174446","Code_225","Code","2023-12-15","TEMP"
"53a38c61-cd01-4cb4-9df8-fa4bcef5385c","http://www.cdisc.org","C77140","Code_226","Code","2023-12-15","Clinical Test Result"
"aefc298b-934f-49a1-8961-41e1e2ad6113","http://www.cdisc.org","C42559","Code_227","Code","2023-12-15","Degree Celsius"
"1ae4baf6-a327-4151-8fe5-6504656d4bef","http://www.cdisc.org","C44277","Code_228","Code","2023-12-15","Degree Fahrenheit"
"0db12099-bf85-41c1-93cd-568d9eb1c499","http://www.cdisc.org","C42537","Code_229","Code","2023-12-15","Kelvin"
"314aeb49-4a90-4463-a30d-577e1de28b33","http://www.cdisc.org","C44276","Code_230","Code","2023-12-15","Unit of Temperature"
"5e92f710-7d95-4ed1-8b25-c09437da8d99","http://www.cdisc.org","C12674","Code_231","Code","2023-12-15","Axilla"
"c5848207-433b-4136-a409-8261eb49f270","http://www.cdisc.org","C12394","Code_232","Code","2023-12-15","Ear"
"ffc8dab0-567c-4eba-9c8c-5b6e322e03b1","http://www.cdisc.org","C89803","Code_233","Code","2023-12-15","Forehead"
"8e851378-2df5-4382-b0f8-fef29a8d049f","http://www.cdisc.org","C12421","Code_234","Code","2023-12-15","Oral Cavity"
"ee6bba4d-0d8a-41da-976e-7c5bd0cbffd3","http://www.cdisc.org","C12390","Code_235","Code","2023-12-15","Rectum"
"8bebb66e-88b0-4510-9760-a24bfbd82ac1","http://www.cdisc.org","C13717","Code_236","Code","2023-12-15","Anatomic Site"
"a8e3c70a-2d6a-4ed1-aa58-5b9493fea408","http://www.cdisc.org","C174446","Code_237","Code","2023-12-15","TEMP"
"adc0339f-a0df-455b-9870-8c6ee4672125","http://www.cdisc.org","C25208","Code_238","Code","2023-12-15","WEIGHT"
"e8a594fc-4cdc-4074-990f-4112cb07a27a","http://www.cdisc.org","C77140","Code_239","Code","2023-12-15","Clinical Test Result"
"96d52f8e-45e8-4733-88a7-58823f5a1584","http://www.cdisc.org","C48531","Code_240","Code","2023-12-15","Pound"
"ef2623eb-eff1-4bbe-81d4-b57bbdea820e","http://www.cdisc.org","C48155","Code_241","Code","2023-12-15","Gram"
"00123f31-f41a-4cef-afd6-88387abf19de","http://www.cdisc.org","C28252","Code_242","Code","2023-12-15","Kilogram"
"7a00b90c-110a-4d08-8194-58f641426845","http://www.cdisc.org","C48208","Code_243","Code","2023-12-15","Unit of Weight"
"d8232596-6a7b-4327-aa9a-14f576e6a8b3","http://www.cdisc.org","C25208","Code_244","Code","2023-12-15","WEIGHT"
"77afa96a-5725-440b-9382-36a62d613077","http://www.cdisc.org","C25347","Code_245","Code","2023-12-15","HEIGHT"
"9e3b02cf-a006-42ec-9796-43e0e2662b7d","http://www.cdisc.org","C77140","Code_246","Code","2023-12-15","Clinical Test Result"
"64f013b6-e3c0-4824-88a4-68e3d441c96c","http://www.cdisc.org","C49668","Code_247","Code","2023-12-15","Centimeter"
"e78cf052-a3ea-4ed9-a498-66a1a9b2ccf2","http://www.cdisc.org","C48500","Code_248","Code","2023-12-15","Inch"
"849a15b9-00f4-4200-9a0e-b416844f1f65","http://www.cdisc.org","C41139","Code_249","Code","2023-12-15","Meter"
"a0a756cf-9347-433f-88d2-835e05e06a7c","http://www.cdisc.org","C168688","Code_250","Code","2023-12-15","Unit of Height"
"4c8e56b2-7920-4658-948c-8c541d4d4f74","http://www.cdisc.org","C25347","Code_251","Code","2023-12-15","HEIGHT"
"b7cf0c1f-a672-4ea3-a935-5a81f6e6dfaf","http://www.cdisc.org","C64433","Code_252","Code","2023-12-15","ALT"
"caabd541-1e85-4f00-8ef1-8f994ea46033","http://www.cdisc.org","C36292","Code_253","Code","2023-12-15","Laboratory Test Result"
"fa826d4f-8d22-44f4-bb34-a305a422b504","http://www.cdisc.org","C67456","Code_254","Code","2023-12-15","Unit per Liter"
"42f370f1-2697-4142-a8f2-dde6f5266c0c","http://www.cdisc.org","C67397","Code_255","Code","2023-12-15","Microkatal per Liter"
"34821657-cd58-49b3-ac5d-d283cb4bb02c","http://www.cdisc.org","C67376","Code_256","Code","2023-12-15","International Unit per Liter"
"0022d8be-d58f-449a-90da-f200416e235b","http://www.cdisc.org","C70510","Code_257","Code","2023-12-15","Nanokatal per Liter"
"75dff6fa-89e8-4862-922a-9bdb35cfca7b","http://www.cdisc.org","C67365","Code_258","Code","2023-12-15","Unit of Catalytic Activity Concentration"
"0a70d6ba-f983-45bf-a5a1-64ac8e1eff7b","http://www.cdisc.org","C70713","Code_259","Code","2023-12-15","Biospecimen Type"
"a5713058-0bb6-4ebc-b97a-10f4c4cdac8d","http://www.cdisc.org","C49487","Code_260","Code","2023-12-15","No"
"135948e4-8190-46ee-8ab7-7c94f85f2ce6","http://www.cdisc.org","C49488","Code_261","Code","2023-12-15","Yes"
"29c99e9d-1540-48f2-834a-194d21d8f43f","http://www.cdisc.org","C83309","Code_262","Code","2023-12-15","Laboratory Test Fasting Status"
"b97c7066-cee0-4aa7-8a24-66ea4a367c63","http://www.cdisc.org","C64433","Code_263","Code","2023-12-15","ALT"
"dbe16aa8-5844-4e83-8060-0f408d840bdb","http://www.cdisc.org","C64431","Code_264","Code","2023-12-15","ALB"
"882f826c-2e7f-4fab-9e32-7e9e6523f90e","http://www.cdisc.org","C36292","Code_265","Code","2023-12-15","Laboratory Test Result"
"dd339e63-9476-4713-a590-2ca71c09fa0d","http://www.cdisc.org","C70713","Code_266","Code","2023-12-15","Biospecimen Type"
"27b7c750-e941-47d2-91dc-f974ced74bcb","http://www.cdisc.org","C49487","Code_267","Code","2023-12-15","No"
"f8bece74-d386-4231-8717-672406cebe86","http://www.cdisc.org","C49488","Code_268","Code","2023-12-15","Yes"
"b323fa81-376c-412f-81e6-79578761d9fb","http://www.cdisc.org","C83309","Code_269","Code","2023-12-15","Laboratory Test Fasting Status"
"5e37100b-aada-457e-aa33-ec8c70da8f4e","http://www.cdisc.org","C64431","Code_270","Code","2023-12-15","ALB"
"e4056957-d0da-485b-83f6-19d47799eaf8","http://www.cdisc.org","C64432","Code_271","Code","2023-12-15","ALP"
"5966d508-db74-4af6-b4fa-a0112fd539fa","http://www.cdisc.org","C36292","Code_272","Code","2023-12-15","Laboratory Test Result"
"264dd8fe-cc43-4ef4-8609-2ac62892a3a1","http://www.cdisc.org","C67456","Code_273","Code","2023-12-15","Unit per Liter"
"1c77ba14-86ef-4151-89e8-2875f5ae9e1d","http://www.cdisc.org","C67397","Code_274","Code","2023-12-15","Microkatal per Liter"
"64f514b0-0ca7-461e-9e92-587cffdd4420","http://www.cdisc.org","C67376","Code_275","Code","2023-12-15","International Unit per Liter"
"2a113279-224e-485e-a37d-76be9bb5938b","http://www.cdisc.org","C67365","Code_276","Code","2023-12-15","Unit of Catalytic Activity Concentration"
"68517493-feb9-4a78-bcce-4f978d9639dc","http://www.cdisc.org","C70713","Code_277","Code","2023-12-15","Biospecimen Type"
"61be68b5-c284-439a-9364-1aa14ec71a30","http://www.cdisc.org","C49487","Code_278","Code","2023-12-15","No"
"5218c81d-330c-40b5-adce-3157535a0842","http://www.cdisc.org","C49488","Code_279","Code","2023-12-15","Yes"
"6a62fb0c-71f0-423b-93f5-4bcbdf725b65","http://www.cdisc.org","C83309","Code_280","Code","2023-12-15","Laboratory Test Fasting Status"
"aefed72b-cd2f-420a-9008-66a52d5401dd","http://www.cdisc.org","C64432","Code_281","Code","2023-12-15","ALP"
"b9bb4060-50da-4893-853d-0472d3a62a5f","http://www.cdisc.org","C64467","Code_282","Code","2023-12-15","AST"
"19fc9915-e734-473b-83ec-a67e752bb190","http://www.cdisc.org","C36292","Code_283","Code","2023-12-15","Laboratory Test Result"
"84b0ba20-6257-4cd5-b3a4-ed0dffd3d611","http://www.cdisc.org","C67456","Code_284","Code","2023-12-15","Unit per Liter"
"4c74c3fe-c220-463a-afd5-b2a274872cac","http://www.cdisc.org","C67397","Code_285","Code","2023-12-15","Microkatal per Liter"
"9d1e60f5-72b4-48e7-b0b8-c0e27862b661","http://www.cdisc.org","C67376","Code_286","Code","2023-12-15","International Unit per Liter"
"cbb83c59-066a-4b9a-ac8d-9fbed1ad04b0","http://www.cdisc.org","C67365","Code_287","Code","2023-12-15","Unit of Catalytic Activity Concentration"
"71342101-c0c3-42b7-91c2-57e0477fc2ea","http://www.cdisc.org","C70713","Code_288","Code","2023-12-15","Biospecimen Type"
"52c2df90-c76a-4c81-b4db-190c2923c56e","http://www.cdisc.org","C49487","Code_289","Code","2023-12-15","No"
"8babf8c8-f2b0-420a-8c48-5e71f5923566","http://www.cdisc.org","C49488","Code_290","Code","2023-12-15","Yes"
"7194af3e-fc30-460f-b3eb-2d09d2ae9939","http://www.cdisc.org","C83309","Code_291","Code","2023-12-15","Laboratory Test Fasting Status"
"815aa697-a70d-4764-a113-04c233e025f7","http://www.cdisc.org","C64467","Code_292","Code","2023-12-15","AST"
"eadf5f41-ab77-43df-a0c8-63a25b66d05a","http://www.cdisc.org","C64547","Code_293","Code","2023-12-15","CREAT"
"9d997e6f-d542-49da-9874-ed3ef230ad63","http://www.cdisc.org","C36292","Code_294","Code","2023-12-15","Laboratory Test Result"
"c7a87d02-7bba-403f-b680-803e9e8b62a4","http://www.cdisc.org","C67015","Code_295","Code","2023-12-15","Milligram per Deciliter"
"82b08f5b-7ba7-474c-b1ee-690e2ac8559d","http://www.cdisc.org","C64572","Code_296","Code","2023-12-15","Microgram per Milliliter"
"eeb2fe09-19b0-4329-8d2f-8e80244ad0fc","http://www.cdisc.org","C64387","Code_297","Code","2023-12-15","Millimole per Liter"
"4eb156c2-fbc4-41c2-b370-1bad0cd91292","http://www.cdisc.org","C48508","Code_298","Code","2023-12-15","Micromole per Liter"
"500a7d4b-e2c9-46bb-b04b-d716a21ed7a6","http://www.cdisc.org","C48207","Code_299","Code","2023-12-15","Unit of Concentration"
"bf6920c2-b648-488c-8e7d-1c44c24f645b","http://www.cdisc.org","C70713","Code_300","Code","2023-12-15","Biospecimen Type"
"f62b0058-b9a0-4d22-8e8a-91473ca5c06e","http://www.cdisc.org","C49487","Code_301","Code","2023-12-15","No"
"5d04819b-9923-429c-99a0-188dec81b254","http://www.cdisc.org","C49488","Code_302","Code","2023-12-15","Yes"
"32a067f2-0ac9-428a-8dfd-60d251ada41a","http://www.cdisc.org","C83309","Code_303","Code","2023-12-15","Laboratory Test Fasting Status"
"3a2f1257-fd90-452b-8211-b4ef9ef49790","http://www.cdisc.org","C64547","Code_304","Code","2023-12-15","CREAT"
"080e9642-a412-433a-b48b-33ce8ba6f027","http://www.cdisc.org","C64853","Code_305","Code","2023-12-15","K"
"f569f492-9686-4e8b-912f-a60ee888f828","http://www.cdisc.org","C36292","Code_306","Code","2023-12-15","Laboratory Test Result"
"d2b49f3b-f707-4351-a22a-af367a6db07c","http://www.cdisc.org","C67474","Code_307","Code","2023-12-15","Milliequivalent per Liter"
"09410342-c4e3-4090-afdf-3877d57b538f","http://www.cdisc.org","C67473","Code_308","Code","2023-12-15","Milliequivalent per Deciliter"
"59256686-6888-47d4-a082-46fb19f8818d","http://www.cdisc.org","C64387","Code_309","Code","2023-12-15","Millimole per Liter"
"dec0ed6a-1f5f-46a9-9354-bcf82865fef2","http://www.cdisc.org","C64567","Code_310","Code","2023-12-15","Molarity Unit"
"0ad51bdc-8efe-46e3-9f14-84c8d0960ed3","http://www.cdisc.org","C70713","Code_311","Code","2023-12-15","Biospecimen Type"
"1e6e6baf-abd9-465e-96b4-36e6d8070328","http://www.cdisc.org","C49487","Code_312","Code","2023-12-15","No"
"aad892a0-6383-41ab-b2a0-30302199a8a5","http://www.cdisc.org","C49488","Code_313","Code","2023-12-15","Yes"
"a373fb88-d9d7-4b18-a74b-fe24738ce079","http://www.cdisc.org","C83309","Code_314","Code","2023-12-15","Laboratory Test Fasting Status"
"2dfaa549-bdd6-4549-81ed-04fe27b399a9","http://www.cdisc.org","C64853","Code_315","Code","2023-12-15","K"
"fef41f3f-032a-4f5f-a318-21d6234dc0f5","http://www.cdisc.org","C64809","Code_316","Code","2023-12-15","SODIUM"
"7e8699db-732e-40c4-b688-fefd74e6e03d","http://www.cdisc.org","C36292","Code_317","Code","2023-12-15","Laboratory Test Result"
"1b622776-e69f-455c-a215-d791d8d1ebc9","http://www.cdisc.org","C67474","Code_318","Code","2023-12-15","Milliequivalent per Liter"
"4b77b943-29de-4428-b142-2bbdbbe6b934","http://www.cdisc.org","C67473","Code_319","Code","2023-12-15","Milliequivalent per Deciliter"
"b6a5e838-7f34-4210-8057-6d70ed27db57","http://www.cdisc.org","C64387","Code_320","Code","2023-12-15","Millimole per Liter"
"27b187b2-ec4e-4a16-b4d2-36c4097a3f4f","http://www.cdisc.org","C64567","Code_321","Code","2023-12-15","Molarity Unit"
"7ecd6f26-d0ba-495c-93e0-b906fc2f788e","http://www.cdisc.org","C70713","Code_322","Code","2023-12-15","Biospecimen Type"
"8c468c10-72a7-469a-bc56-7a401b8dd128","http://www.cdisc.org","C49487","Code_323","Code","2023-12-15","No"
"f70f345c-ea47-44ef-849f-10a397c9f619","http://www.cdisc.org","C49488","Code_324","Code","2023-12-15","Yes"
"abde6f4c-8592-40e7-9382-37d8258cfc4c","http://www.cdisc.org","C83309","Code_325","Code","2023-12-15","Laboratory Test Fasting Status"
"d74a92b3-49a8-4d48-9fac-9067b0170e03","http://www.cdisc.org","C64809","Code_326","Code","2023-12-15","SODIUM"
"cd31e804-3983-44c6-844e-755d1601cde7","http://www.cdisc.org","C25298","Code_327","Code","2023-12-15","SYSBP"
"9e5ae583-376e-4a18-b912-6758a9e88eac","http://www.cdisc.org","C77140","Code_328","Code","2023-12-15","Clinical Test Result"
"224c708f-7f1f-4e3f-aa77-6a5368570c8a","http://www.cdisc.org","C49669","Code_329","Code","2023-12-15","Unit of Pressure"
"a2d89a03-1f20-45ec-b2ed-886533505c7a","http://www.cdisc.org","C62122","Code_330","Code","2023-12-15","Sitting"
"706df416-f47f-4b3d-a854-eee8a61a92c2","http://www.cdisc.org","C62166","Code_331","Code","2023-12-15","Standing"
"8411e81d-e2be-4cf4-9f72-6f446161311b","http://www.cdisc.org","C62167","Code_332","Code","2023-12-15","Supine Position"
"1621ca74-f86c-498e-b4e0-6cfcbdb3f026","http://www.cdisc.org","C62164","Code_333","Code","2023-12-15","Body Position"
"b00ea7e5-91e7-487b-baf4-c82c888bfb6a","http://www.cdisc.org","C12681","Code_334","Code","2023-12-15","Brachial Artery"
"0d0f2aca-3773-4c10-991f-bffb808b7a49","http://www.cdisc.org","C12687","Code_335","Code","2023-12-15","Common Carotid Artery"
"b9fe21d8-2a54-473f-a78c-ba6fcd297a42","http://www.cdisc.org","C32478","Code_336","Code","2023-12-15","Dorsalis Pedis Artery"
"9eff5cbc-e77a-4b5c-8936-7f5ef571475b","http://www.cdisc.org","C12715","Code_337","Code","2023-12-15","Femoral Artery"
"8a188bd2-93f1-4eb4-8900-5dcdbadc3db2","http://www.cdisc.org","C12838","Code_338","Code","2023-12-15","Radial Artery"
"a9d36690-b06a-4314-a1a8-d9ce21d6e105","http://www.cdisc.org","C13717","Code_339","Code","2023-12-15","Anatomic Site"
"d01b4fe0-38ff-4217-ba95-c15314866090","http://www.cdisc.org","C25229","Code_340","Code","2023-12-15","Left"
"502dbb0e-8bb1-4e23-8f05-f55878f0afdb","http://www.cdisc.org","C25228","Code_341","Code","2023-12-15","Right"
"ed0a26a2-a3c0-4c8f-97cd-c06a4e6c6a7b","http://www.cdisc.org","C25185","Code_342","Code","2023-12-15","Laterality"
"affbf074-9d86-42ef-bbab-efeffc5f43fa","http://www.cdisc.org","C25298","Code_343","Code","2023-12-15","SYSBP"
"a302eb69-8edb-4d4d-8c3e-817f73987136","http://www.cdisc.org","C25299","Code_344","Code","2023-12-15","DIABP"
"38f5019a-fa47-4ea1-95b4-13c02fdf0046","http://www.cdisc.org","C77140","Code_345","Code","2023-12-15","Clinical Test Result"
"016a2980-65a1-4d7e-a83d-0d55af9156ff","http://www.cdisc.org","C49669","Code_346","Code","2023-12-15","Unit of Pressure"
"6ef06521-9054-40a5-af69-aa2b581c5062","http://www.cdisc.org","C62122","Code_347","Code","2023-12-15","Sitting"
"a47bc1b7-05bd-4445-aa6d-dce2b368e21f","http://www.cdisc.org","C62166","Code_348","Code","2023-12-15","Standing"
"11b91b88-a2a4-42c5-b963-fc57ace57d6c","http://www.cdisc.org","C62167","Code_349","Code","2023-12-15","Supine Position"
"680e78a2-6117-4859-9b87-d36c1326e13c","http://www.cdisc.org","C62164","Code_350","Code","2023-12-15","Body Position"
"0417098d-e921-45ca-afea-b0a91a98af0a","http://www.cdisc.org","C12681","Code_351","Code","2023-12-15","Brachial Artery"
"6c99ba82-40e4-483b-82b2-92c045ef904c","http://www.cdisc.org","C12687","Code_352","Code","2023-12-15","Common Carotid Artery"
"403b189b-d673-4548-bcfb-96f565785267","http://www.cdisc.org","C32478","Code_353","Code","2023-12-15","Dorsalis Pedis Artery"
"0c532404-801b-4edd-9fb6-6b5ba98fc099","http://www.cdisc.org","C12715","Code_354","Code","2023-12-15","Femoral Artery"
"2b262342-8b85-47e9-943d-03c01545056c","http://www.cdisc.org","C12838","Code_355","Code","2023-12-15","Radial Artery"
"290cbdf6-9177-4b2b-9f1f-4d7de7b174f0","http://www.cdisc.org","C13717","Code_356","Code","2023-12-15","Anatomic Site"
"c7bf6b72-caa5-4aae-9c7c-d01f3ecaafd1","http://www.cdisc.org","C25229","Code_357","Code","2023-12-15","Left"
"8d79e6f8-9f47-4954-9c89-75d1fc31a9be","http://www.cdisc.org","C25228","Code_358","Code","2023-12-15","Right"
"ee61e345-6cae-4f82-836e-987030f9df45","http://www.cdisc.org","C25185","Code_359","Code","2023-12-15","Laterality"
"fb81f499-2180-42c2-9c7a-a4f625406cc7","http://www.cdisc.org","C25299","Code_360","Code","2023-12-15","DIABP"
"45a51c5a-bb19-4345-887c-f314ed6a00c0","http://www.cdisc.org","C49677","Code_361","Code","2023-12-15","HR"
"b4488a77-ab8f-4698-9488-b94fe66fe7d3","http://www.cdisc.org","C77140","Code_362","Code","2023-12-15","Clinical Test Result"
"5543467a-9761-4a9c-bfee-0fae99bde6dc","http://www.cdisc.org","C73688","Code_363","Code","2023-12-15","Count per Minute"
"026a96c5-7881-4962-8d93-0df6a53ce1b3","http://www.cdisc.org","C62122","Code_364","Code","2023-12-15","Sitting"
"a99c9ace-8edc-4b64-ad34-94f556dfad3e","http://www.cdisc.org","C62166","Code_365","Code","2023-12-15","Standing"
"228b3894-602b-43a1-8313-6a1267fd0f8e","http://www.cdisc.org","C62167","Code_366","Code","2023-12-15","Supine Position"
"1c2bb51b-8a78-4a67-8181-de47644a6d1e","http://www.cdisc.org","C62164","Code_367","Code","2023-12-15","Body Position"
"0761bb30-6a08-447a-b6d4-6a95b72da6e5","http://www.cdisc.org","C12681","Code_368","Code","2023-12-15","Brachial Artery"
"cdb65e69-0051-4a86-9a6b-7c10f5b6a037","http://www.cdisc.org","C12687","Code_369","Code","2023-12-15","Common Carotid Artery"
"c0a5bd76-1625-40c9-a7bc-dafa839a1dac","http://www.cdisc.org","C32478","Code_370","Code","2023-12-15","Dorsalis Pedis Artery"
"64d3de25-82bf-47a4-be2c-7f14a2f27f39","http://www.cdisc.org","C12715","Code_371","Code","2023-12-15","Femoral Artery"
"0d31f48d-c3f0-45ef-b62e-96cd9dd92fbc","http://www.cdisc.org","C12838","Code_372","Code","2023-12-15","Radial Artery"
"4eb0758d-e25d-4e88-b370-5aef5716203f","http://www.cdisc.org","C13717","Code_373","Code","2023-12-15","Anatomic Site"
"1dac9b0e-3e01-4303-a18c-c0e9a23c90d6","http://www.cdisc.org","C25229","Code_374","Code","2023-12-15","Left"
"a50effe1-432d-4729-86b2-852768a2326d","http://www.cdisc.org","C25228","Code_375","Code","2023-12-15","Right"
"b7763edf-4feb-4551-829d-83aa77ab9677","http://www.cdisc.org","C25185","Code_376","Code","2023-12-15","Laterality"
"6f7f9b19-3775-432b-b105-a5a04bf79f72","http://www.cdisc.org","C49677","Code_377","Code","2023-12-15","HR"
"ca77d3a6-45f5-48ec-b4d1-fb3dcdb6dc8b","http://www.cdisc.org","C25298","Code_378","Code","2023-12-15","SYSBP"
"de0ee3e5-511a-46f8-8154-a551b88fc4ef","http://www.cdisc.org","C77140","Code_379","Code","2023-12-15","Clinical Test Result"
"c95db334-8553-4ef0-92d9-b3ecd2d88de2","http://www.cdisc.org","C49669","Code_380","Code","2023-12-15","Unit of Pressure"
"84029d06-5ae2-4fb0-9dc0-c873722e4688","http://www.cdisc.org","C62122","Code_381","Code","2023-12-15","Sitting"
"833acfa2-0ebc-49e1-b96f-66eb519e934d","http://www.cdisc.org","C62166","Code_382","Code","2023-12-15","Standing"
