"instanceType","codeSystem","decode","uuid:ID","code","id","codeSystemVersion"
"Code","NCI Thesaurus","Body Position","a336cd9c-893c-4e9a-9738-9af94d76c8ec","C62164","Code_243",""
"Code","NCI Thesaurus","Heart Rate","d24e660c-3afd-4048-8ee9-0a4b1ba27017","C49677","Code_236",""
"Code","NCI Thesaurus","Clinical Test Result","0beb9d4c-d315-4ebe-8821-580d4337d517","C77140","Code_245",""
"Code","http://www.cdisc.org","Pascal","87391e8e-3034-4388-bd92-a544c42dc68d","C42547","Code_246","2023-09-29"
"Code","NCI Thesaurus","Unit of Pressure","3304acb1-f3e3-488b-9818-20262a05df57","C49669","Code_247",""
"Code","NCI Thesaurus","Anatomic Site","097fc08e-9bb8-4194-9fa9-f1d6a8d49ec6","C13717","Code_248",""
"Code","NCI Thesaurus","Laterality","734aa424-f896-4741-bd3a-771fee86e9d0","C25185","Code_249",""
"Code","NCI Thesaurus","Test Method","26671aab-2f4c-495f-aaaf-b4ff6f35d312","C82535","Code_250",""
"Code","NCI Thesaurus","Body Position","95001aed-0c21-4b57-af8b-ba5c9e46e5b8","C62164","Code_251",""
"Code","NCI Thesaurus","Systolic Blood Pressure","b56738d1-c628-4617-a805-a5aa3acbee67","C25298","Code_244",""
"Code","NCI Thesaurus","Clinical Test Result","62cc745a-5104-421e-8eac-9396c8d24bbb","C77140","Code_253",""
"Code","http://www.cdisc.org","Pascal","a247c1e8-711e-4a8b-b7b2-b9d4dfa7e001","C42547","Code_254","2023-09-29"
"Code","NCI Thesaurus","Unit of Pressure","3475cc01-f746-4907-808e-dc52fa817872","C49669","Code_255",""
"Code","NCI Thesaurus","Anatomic Site","1a50457a-c74f-4de4-bcc5-eeba016b2298","C13717","Code_256",""
"Code","NCI Thesaurus","Laterality","b1eede3c-29e4-4dbd-a0ef-deffc7bd232d","C25185","Code_257",""
"Code","NCI Thesaurus","Test Method","4a58fdfd-9e0c-4d75-a1f2-4da85152743a","C82535","Code_258",""
"Code","NCI Thesaurus","Body Position","7aff4b66-88b3-463f-9d6b-50bf953f1dac","C62164","Code_259",""
"Code","NCI Thesaurus","Diastolic Blood Pressure","62ed3f49-9126-4eb2-8e25-53c4b147a6d1","C25299","Code_252",""
"Code","NCI Thesaurus","Clinical Test Result","8674cc6b-e0e0-4bff-a27b-ef98bd14e894","C77140","Code_261",""
"Code","http://www.cdisc.org","Beats per Minute","87f106bd-73b7-408d-9ef5-9bd99b3b7a71","C49673","Code_262","2023-09-29"
"Code","NCI Thesaurus","Count per Minute","b3c4b267-2aaa-41cb-8b18-6ea30cb9d59a","C73688","Code_263",""
"Code","NCI Thesaurus","Anatomic Site","0b9e60bb-1b99-41f4-a729-43d06771e9c0","C13717","Code_264",""
"Code","NCI Thesaurus","Laterality","a891d110-5b9e-4f87-a574-58e6537f983d","C25185","Code_265",""
"Code","NCI Thesaurus","Test Method","ccf11a5d-9f4f-41e1-916e-3e0cace6917f","C82535","Code_266",""
"Code","NCI Thesaurus","Body Position","9b242e24-1fc8-4318-9c17-2a76c0f5be55","C62164","Code_267",""
"Code","NCI Thesaurus","Heart Rate","3dae7f2b-ba6c-4f3d-bf6f-bf21d59351c9","C49677","Code_260",""
"Code","http://www.cdisc.org","Placebo Comparator Arm","f649bc96-da03-4438-9648-3eb037d3e2d3","C174268","Code_123","2023-09-29"
"Code","http://www.cdisc.org","Data Generated Within Study","27080d29-40f7-4609-b4db-091339b48046","C188866","Code_124","2023-09-29"
"Code","http://www.cdisc.org","Active Comparator Arm","5ed3bb67-4552-4d0d-9ed1-4620d3e6b0e6","C174267","Code_125","2023-09-29"
"Code","http://www.cdisc.org","Data Generated Within Study","3c859ed6-8cea-4a5a-ba5d-326b6a83342d","C188866","Code_126","2023-09-29"
"Code","http://www.cdisc.org","Active Comparator Arm","93561169-90c3-4b27-acec-316471d89f05","C174267","Code_127","2023-09-29"
"Code","http://www.cdisc.org","Data Generated Within Study","82262e5f-7266-42e9-8828-35e6829aee52","C188866","Code_128","2023-09-29"
"Code","http://www.cdisc.org","Double Blind Study","43d780e2-14be-4175-9a2b-ea53a66b3836","C15228","Code_136","2023-09-29"
"Code","http://www.cdisc.org","Trial Screening","88eecd1b-5bb1-40e8-9d46-7d03bd53aa9a","C48262","Code_129","2023-09-29"
"Code","http://www.cdisc.org","Treatment Epoch","09427c01-9b38-4829-827a-c78bd53bec48","C101526","Code_130","2023-09-29"
"Code","http://www.cdisc.org","Treatment Epoch","12edea33-2cd9-445b-a0a4-cdd0b7a0f0d0","C101526","Code_131","2023-09-29"
"Code","http://www.cdisc.org","Treatment Epoch","4e5f4c9f-9d48-4c72-a6ac-32b2f759a328","C101526","Code_132","2023-09-29"
"Code","http://www.cdisc.org","Clinical Study Follow-up","4d592741-2a59-4813-859e-ac5c3576761d","C99158","Code_133","2023-09-29"
"Code","ICD-10-CM","Alzheimer's disease; unspecified","881d6e96-6421-4cc6-bb63-e107f758f9ef","G30.9","Code_327","1"
"Code","SNOMED","Alzheimer's disease","30775407-cc5d-45d5-9303-00c81f337a2a","26929004","Code_328","January 31, 2018"
"Code","http://www.cdisc.org","Sponsor","5d32b8f9-90c3-4282-b19f-467e1735ad4e","C70793","Code_142","2023-09-29"
"Code","http://www.cdisc.org","Primary Endpoint","97a4e04e-17e7-4b06-b9d3-70cf5777189f","C94496","Code_331","2023-09-29"
"Code","http://www.cdisc.org","Primary Endpoint","460c72fb-6b56-4aa1-8955-b2f2169cb29d","C94496","Code_332","2023-09-29"
"Code","http://www.cdisc.org","Primary Endpoint","a5927146-9de7-4863-a1cc-170f1e8de4a7","C94496","Code_333","2023-09-29"
"Code","http://www.cdisc.org","Primary Endpoint","b78f92f1-1b03-4ff1-9eb1-2c935743141b","C94496","Code_334","2023-09-29"
"Code","http://www.cdisc.org","Primary Endpoint","17f2de3a-2c65-474f-97b2-202291d243f6","C94496","Code_335","2023-09-29"
"Code","http://www.cdisc.org","Secondary Endpoint","dd06e9e9-ac19-4cc8-97c2-38dffe35d6de","C139173","Code_336","2023-09-29"
"Code","http://www.cdisc.org","Secondary Endpoint","4a0a185c-f1cf-4976-be04-983ff6cc63ce","C139173","Code_337","2023-09-29"
"Code","http://www.cdisc.org","Secondary Endpoint","182b6c24-81c8-43b4-b700-abe4d24c765b","C139173","Code_338","2023-09-29"
"Code","http://www.cdisc.org","Secondary Endpoint","d651b33c-da91-4d67-9e82-6881eb0885b6","C139173","Code_339","2023-09-29"
"Code","http://www.cdisc.org","Secondary Endpoint","9a9b2bda-734d-4648-92e5-95e85cd8e567","C139173","Code_340","2023-09-29"
"Code","http://www.cdisc.org","Secondary Endpoint","72d48e4e-4ae1-4c95-9bcd-77da4f6f6673","C139173","Code_341","2023-09-29"
"Code","http://www.cdisc.org","Inclusion Criteria","ee2aae7d-34ab-4c95-8165-919bd17f26cf","C25532","Code_342","2023-09-29"
"Code","http://www.cdisc.org","Inclusion Criteria","538bd9c8-3128-498c-8f78-e83596b7399d","C25532","Code_343","2023-09-29"
"Code","http://www.cdisc.org","Inclusion Criteria","5cc31c69-e782-4774-8bdc-92c2ce0893df","C25532","Code_344","2023-09-29"
"Code","http://www.cdisc.org","Inclusion Criteria","c5cec682-efaf-4000-bb95-dfa7582c025a","C25532","Code_345","2023-09-29"
"Code","http://www.cdisc.org","Inclusion Criteria","c640823e-8e7b-41fb-8856-f44d94a620a3","C25532","Code_346","2023-09-29"
"Code","http://www.cdisc.org","Inclusion Criteria","59b86836-6d85-4466-ae4e-b3e90cd87068","C25532","Code_347","2023-09-29"
"Code","http://www.cdisc.org","Inclusion Criteria","a66cd103-1cb1-4d73-9489-aec44179e27a","C25532","Code_348","2023-09-29"
"Code","http://www.cdisc.org","Inclusion Criteria","ad0d7290-bb76-42e1-ab02-d0e43917d179","C25532","Code_349","2023-09-29"
"Code","http://www.cdisc.org","Exclusion Criteria","928b307b-3c97-4992-bccd-bf3cdd54f445","C25370","Code_350","2023-09-29"
"Code","http://www.cdisc.org","Exclusion Criteria","a5d0ccc0-6d3b-4bc1-8d56-f18539af171c","C25370","Code_351","2023-09-29"
"Code","http://www.cdisc.org","Exclusion Criteria","2f8bc312-ffdf-4b19-a0bd-0095b876dbbb","C25370","Code_352","2023-09-29"
"Code","http://www.cdisc.org","Exclusion Criteria","6ab091b7-34fc-4f52-b483-ffde79a23f44","C25370","Code_353","2023-09-29"
"Code","http://www.cdisc.org","Exclusion Criteria","47d28000-15bb-4d99-97a8-6b057ac3e226","C25370","Code_354","2023-09-29"
"Code","http://www.cdisc.org","Exclusion Criteria","d95be160-1d40-4638-b466-4feff9d9fbb9","C25370","Code_355","2023-09-29"
"Code","http://www.cdisc.org","Exclusion Criteria","3bab47bf-ae32-4beb-a467-c15e69eecef7","C25370","Code_356","2023-09-29"
"Code","http://www.cdisc.org","Exclusion Criteria","9760288b-9b66-4524-a8be-287ec59bae4d","C25370","Code_357","2023-09-29"
"Code","http://www.cdisc.org","Exclusion Criteria","9198d654-fc48-49b9-abcf-22534de7913a","C25370","Code_358","2023-09-29"
"Code","http://www.cdisc.org","Exclusion Criteria","d722c7a8-afee-48f2-81fe-d05af64b6ad5","C25370","Code_359","2023-09-29"
"Code","http://www.cdisc.org","Exclusion Criteria","feedac75-d548-45da-b763-a60cb2c841be","C25370","Code_360","2023-09-29"
"Code","http://www.cdisc.org","Exclusion Criteria","e489388d-aaae-4e4f-aa24-0ed77a1a2387","C25370","Code_361","2023-09-29"
"Code","http://www.cdisc.org","Exclusion Criteria","a6536b2e-5500-43cc-b7fa-61cb8a9df065","C25370","Code_362","2023-09-29"
"Code","http://www.cdisc.org","Exclusion Criteria","3aebbd51-96e5-4394-bbd1-b29d53664707","C25370","Code_363","2023-09-29"
"Code","http://www.cdisc.org","Exclusion Criteria","7a6a56a6-edd3-4ffb-9207-dbf35c5419b0","C25370","Code_364","2023-09-29"
"Code","http://www.cdisc.org","Exclusion Criteria","fee09d84-b4df-4153-898b-7dba6cfd30de","C25370","Code_365","2023-09-29"
"Code","http://www.cdisc.org","Exclusion Criteria","fe872fb3-a4e3-4f33-95ba-152d3121d938","C25370","Code_366","2023-09-29"
"Code","http://www.cdisc.org","Exclusion Criteria","c0a2628c-0992-41d3-aa8f-74c5a7335887","C25370","Code_367","2023-09-29"
"Code","http://www.cdisc.org","Exclusion Criteria","72d586b1-9719-4f7e-9837-8c00b275a7ba","C25370","Code_368","2023-09-29"
"Code","http://www.cdisc.org","Exclusion Criteria","2ab2dea8-880a-490c-9c7f-e8e4ca10dc35","C25370","Code_369","2023-09-29"
"Code","http://www.cdisc.org","Exclusion Criteria","b4078859-1501-4537-a0b5-35a8e4ec4e9e","C25370","Code_370","2023-09-29"
"Code","http://www.cdisc.org","Exclusion Criteria","2cd974c1-dbd9-4c34-b020-8a40e1069f6c","C25370","Code_371","2023-09-29"
"Code","http://www.cdisc.org","Exclusion Criteria","a3cef511-8f49-487b-a08e-05be2914f7ec","C25370","Code_372","2023-09-29"
"Code","http://www.cdisc.org","Year","9a355b2b-b318-4064-9a95-b70d7452b9c1","C29848","Code_329","2023-09-29"
"Code","http://www.cdisc.org","Before","4728639c-e0a0-418f-8da4-b9c9d2baa6cc","C201357","Code_14","2023-09-29"
"Code","http://www.cdisc.org","Start to Start","edfb6e5b-6e5c-467d-a875-15637e9793ff","C201355","Code_15","2023-09-29"
"Code","http://www.cdisc.org","Before","442a51dc-b57e-4f69-8078-bbf6176de5b9","C201357","Code_16","2023-09-29"
"Code","http://www.cdisc.org","Start to Start","9b74a978-c61f-4a4f-aa6e-2e9a09ef510f","C201355","Code_17","2023-09-29"
"Code","http://www.cdisc.org","Fixed Reference","958d6345-1181-4c01-a649-9a52b7330420","C201358","Code_19","2023-09-29"
"Code","http://www.cdisc.org","Start to Start","33a202bd-853d-4749-9a99-ab518ed059ef","C201355","Code_20","2023-09-29"
"Code","http://www.cdisc.org","After","6e822a02-e812-47f6-b216-51cd52797c1f","C201356","Code_21","2023-09-29"
"Code","http://www.cdisc.org","Start to Start","cb8795c6-dbed-4f86-bfaf-7d2c1ce3b294","C201355","Code_22","2023-09-29"
"Code","http://www.cdisc.org","After","b276a6ba-c261-4c59-af7a-f8859725e525","C201356","Code_24","2023-09-29"
"Code","http://www.cdisc.org","Start to Start","84f82b9b-abdf-47c2-a248-1a4b4e1e4552","C201355","Code_25","2023-09-29"
"Code","http://www.cdisc.org","After","bc32acf9-e5e6-441f-8a71-a28e168c9fd0","C201356","Code_27","2023-09-29"
"Code","http://www.cdisc.org","Start to Start","d155a6d5-3cc5-4b6e-815f-7045ef78d5a7","C201355","Code_28","2023-09-29"
"Code","http://www.cdisc.org","After","90014382-97c1-4cd5-bb86-d90f64f898e4","C201356","Code_30","2023-09-29"
"Code","http://www.cdisc.org","Start to Start","ba91f49f-84d9-47ce-9d5c-396d6ddbe3bb","C201355","Code_31","2023-09-29"
"Code","http://www.cdisc.org","After","098bd089-a138-41d0-befb-86b09470fe4f","C201356","Code_35","2023-09-29"
"Code","http://www.cdisc.org","Start to Start","1eceeab1-69b4-4a0a-8c68-d26058640bb6","C201355","Code_36","2023-09-29"
"Code","http://www.cdisc.org","After","0e95a703-fb8e-4a82-a802-2dd018fcf246","C201356","Code_40","2023-09-29"
"Code","http://www.cdisc.org","Start to Start","4d47e0f6-b03f-4928-84a6-29277cd35129","C201355","Code_41","2023-09-29"
"Code","http://www.cdisc.org","After","ae55a3f8-2617-4de1-adc5-0d1525d23103","C201356","Code_45","2023-09-29"
"Code","http://www.cdisc.org","Start to Start","514f37ea-a8d2-402a-987a-13bc64abbfc3","C201355","Code_46","2023-09-29"
"Code","http://www.cdisc.org","After","55d2a246-46ee-481d-9851-23286e3c8a18","C201356","Code_50","2023-09-29"
"Code","http://www.cdisc.org","Start to Start","dc5cbb85-7309-445f-bd07-477083db5380","C201355","Code_51","2023-09-29"
"Code","http://www.cdisc.org","After","bdf54ee8-88a3-4bbb-836b-0a1809457e89","C201356","Code_53","2023-09-29"
"Code","http://www.cdisc.org","Start to Start","14b4348c-9a3d-41fa-8e73-a8560cb3c353","C201355","Code_54","2023-09-29"
"Code","http://www.cdisc.org","After","9830d116-b0cf-4191-adfb-5afec4346dec","C201356","Code_33","2023-09-29"
"Code","http://www.cdisc.org","Start to Start","20750d25-a027-407b-b4f9-0a8ba432218c","C201355","Code_34","2023-09-29"
"Code","http://www.cdisc.org","After","a55be319-0dae-4685-bcca-5005deb6b1fb","C201356","Code_38","2023-09-29"
"Code","http://www.cdisc.org","Start to Start","21692b27-e143-4d71-8c7d-c8a2ab86cbb0","C201355","Code_39","2023-09-29"
"Code","http://www.cdisc.org","After","15368e00-6ad1-4287-81cb-d80f5179f2e0","C201356","Code_43","2023-09-29"
"Code","http://www.cdisc.org","Start to Start","b9b84f36-1fc4-4ab2-80ef-bd0d286a365f","C201355","Code_44","2023-09-29"
"Code","http://www.cdisc.org","After","0b8589ba-ab9f-43a3-9aee-d61710e33f77","C201356","Code_48","2023-09-29"
"Code","http://www.cdisc.org","Start to Start","3bb84056-256a-43e2-9502-90a1a21a28f3","C201355","Code_49","2023-09-29"
"Code","http://www.cdisc.org","Fixed Reference","a29cadbe-22b8-4ed0-b8a5-22893f881b40","C201358","Code_56","2023-09-29"
"Code","http://www.cdisc.org","Start to Start","21bd4ed5-1c3d-4142-a599-2f32ba6e0786","C201355","Code_57","2023-09-29"
"Code","http://www.cdisc.org","Fixed Reference","333cdd12-c0de-4b9a-97c2-3405fd6ae55c","C201358","Code_58","2023-09-29"
"Code","http://www.cdisc.org","Start to Start","bcbd9584-38fd-459e-9fd7-2fb9c19da9a5","C201355","Code_59","2023-09-29"
"Code","http://www.cdisc.org","Fixed Reference","a7efd37b-d913-4c66-9ac2-f117289b2b98","C201358","Code_60","2023-09-29"
"Code","http://www.cdisc.org","Start to Start","c78355a9-cc17-453a-9022-e786aa592f4f","C201355","Code_61","2023-09-29"
"Code","http://www.cdisc.org","After","353da05d-6e64-4af6-b9c3-cac282c62ca9","C201356","Code_62","2023-09-29"
"Code","http://www.cdisc.org","Start to Start","a07b9600-5924-4666-93c8-2b1fbf7a9b52","C201355","Code_63","2023-09-29"
"Code","http://www.cdisc.org","After","1e822b37-e7ec-4892-a4f2-0bc56fbaeabf","C201356","Code_64","2023-09-29"
"Code","http://www.cdisc.org","End to Start","7ae3ea03-cadd-499a-9cb1-afddbabdd531","C201353","Code_65","2023-09-29"
"Code","http://www.cdisc.org","After","2f7ac7d5-0e77-491f-bc29-60b0848b0914","C201356","Code_66","2023-09-29"
"Code","http://www.cdisc.org","Start to Start","d6eccd6f-baa5-43aa-b598-4ef367a52c92","C201355","Code_67","2023-09-29"
"Code","http://www.cdisc.org","After","38cadf7a-a5ed-4bc6-b85e-a832598035a8","C201356","Code_68","2023-09-29"
"Code","http://www.cdisc.org","End to Start","669eeab1-6477-4270-b9eb-212e111d2bd5","C201353","Code_69","2023-09-29"
"Code","http://www.cdisc.org","After","da2e9f22-0d49-443d-82bf-568e06a344d8","C201356","Code_70","2023-09-29"
"Code","http://www.cdisc.org","Start to Start","b6ccaea7-9406-4663-b816-0ce5bb20daef","C201355","Code_71","2023-09-29"
"Code","http://www.cdisc.org","Clinical Study Sponsor","5fffef01-21b1-46c4-8037-9bda90226f0c","C70793","Code_373","2023-09-29"
"Code","ISO 3166 1 alpha3","United Kingdom of Great Britain and Northern Ireland","08bda82f-25af-4523-883a-0134e1df1c67","GBR","Code_374","2020-08"
"Code","http://www.cdisc.org","Study Acronym","3f25db60-a939-46b6-b891-9511dc5cd0de","C94108","Code_3","2023-09-29"
"Code","http://www.cdisc.org","Brief Study Title","f19c8c9d-e2a2-4615-ad1e-79182c2ca586","C99905x1","Code_5","2023-09-29"
"Code","http://www.cdisc.org","Official Study Title","0f2d2aaf-9019-4a2f-a8f4-e3dd72c58dc9","C99905x2","Code_6","2023-09-29"
"Code","http://www.cdisc.org","Public Study Title","074073b6-ff8f-47d0-b752-7be927118ace","C99905x3","Code_7","2023-09-29"
"Code","http://www.cdisc.org","Final","822b72f3-8d75-4e1f-a0ce-286c4562e188","C25508","Code_8","2023-09-29"
"Code","http://www.cdisc.org","Protocol Effective Date","8015f304-17c2-49af-b681-26b4491a4d15","C99903x1","Code_11","2023-09-29"
"Code","http://www.cdisc.org","Region","6db740b0-4172-413a-80db-152562376a96","C41129","Code_13","2023-09-29"
"Code","ISO 3166 1 alpha3","Europe","18d98b5f-d8e5-479e-9b6b-2b73b9d71e0f","150","Code_12","2020-08"
