"instanceType","uuid:ID","id","decode","code","codeSystem","codeSystemVersion"
"Code","1c914bf8-68cf-4824-8e27-ed4a4a94cf67","Code_173","No","C49487","http://www.cdisc.org","2023-12-15"
"Code","7d81503d-862d-410b-bbc5-9e7be6930426","Code_174","Yes","C49488","http://www.cdisc.org","2023-12-15"
"Code","4ca03423-c4ae-4f40-86e3-2ee041156cbb","Code_175","Adverse Event associated with Hospitalization","C83052","http://www.cdisc.org","2023-12-15"
"Code","e222857d-19b3-4d79-aff4-ffd034e8b228","Code_176","No","C49487","http://www.cdisc.org","2023-12-15"
"Code","ffa85090-3ce3-46f1-918c-fd5581c35878","Code_177","Yes","C49488","http://www.cdisc.org","2023-12-15"
"Code","6690f811-f8d4-4ae1-835e-9b06562cc3ee","Code_178","Life Threatening Adverse Event","C84266","http://www.cdisc.org","2023-12-15"
"Code","06bce057-b508-4e19-8566-4d9fe5f86d6f","Code_179","No","C49487","http://www.cdisc.org","2023-12-15"
"Code","3c82e95e-5ba0-4345-8356-fca192342c06","Code_180","Yes","C49488","http://www.cdisc.org","2023-12-15"
"Code","f192102f-a83e-47c6-b73d-ed6a5a3a36da","Code_181","Adverse Event Occurred with Overdose","C83214","http://www.cdisc.org","2023-12-15"
"Code","c54ddca2-b51a-4082-8f9f-df77880e8491","Code_182","No","C49487","http://www.cdisc.org","2023-12-15"
"Code","401830bc-dc49-46d4-9fcb-b4e5740db1d2","Code_183","Yes","C49488","http://www.cdisc.org","2023-12-15"
"Code","ef0e4f0c-3fce-417a-8464-ee37da4c5310","Code_184","Adverse Event Associated with Serious Medical Event","C83053","http://www.cdisc.org","2023-12-15"
"Code","f6987592-e50b-487f-bebe-f978ff627cc9","Code_185","No","C49487","http://www.cdisc.org","2023-12-15"
"Code","566a65a3-523f-4159-b4a5-b67cd3e3199e","Code_186","Yes","C49488","http://www.cdisc.org","2023-12-15"
"Code","7dff4f98-c3b6-454a-ae69-a39726c08f80","Code_187","Adverse Event Concomitant Treatment","C83199","http://www.cdisc.org","2023-12-15"
"Code","35cfa886-add7-4b5a-8178-276c61025458","Code_188","Adverse Event Start Date Time","C83215","http://www.cdisc.org","2023-12-15"
"Code","4acbf940-d775-4da5-ad24-b92a21645fc4","Code_189","Adverse Event End Date Time","C83201","http://www.cdisc.org","2023-12-15"
"Code","e27e5594-1e0d-4600-bee9-934e96200986","Code_190","Solicited Adverse Event","C179175","http://www.cdisc.org","2023-12-15"
"Code","162c18d0-7dcf-45bb-a799-99efe40dbf9d","Code_191","SYSBP","C25298","http://www.cdisc.org","2023-12-15"
"Code","925b216c-b76f-47b6-982a-ff8bbadc3a84","Code_192","Clinical Test Result","C77140","http://www.cdisc.org","2023-12-15"
"Code","b4c3668e-90eb-443b-bd80-94ffbe3eb18c","Code_193","Unit of Pressure","C49669","http://www.cdisc.org","2023-12-15"
"Code","a148725b-5ee8-4293-a499-5bfdf42ce000","Code_194","Sitting","C62122","http://www.cdisc.org","2023-12-15"
"Code","34b483d6-8104-4188-97e9-450365bb4043","Code_195","Standing","C62166","http://www.cdisc.org","2023-12-15"
"Code","4cda1140-07ff-4723-9b94-d27d8ae7d011","Code_196","Supine Position","C62167","http://www.cdisc.org","2023-12-15"
"Code","d55c40c8-d859-4cee-912b-dffcdf4be534","Code_197","Body Position","C62164","http://www.cdisc.org","2023-12-15"
"Code","57e2adb3-cee3-4d35-a887-f4947befa852","Code_198","Brachial Artery","C12681","http://www.cdisc.org","2023-12-15"
"Code","375e53cd-acba-4869-9109-31aa7659434a","Code_199","Common Carotid Artery","C12687","http://www.cdisc.org","2023-12-15"
"Code","e41831ae-a597-4e54-85e6-74e1e27ff8a0","Code_200","Dorsalis Pedis Artery","C32478","http://www.cdisc.org","2023-12-15"
"Code","bc4e7222-f25e-4a15-81df-d6260e848735","Code_201","Femoral Artery","C12715","http://www.cdisc.org","2023-12-15"
"Code","ceb20ced-9517-4ffe-9fe0-a7b7d4c8ba18","Code_202","Radial Artery","C12838","http://www.cdisc.org","2023-12-15"
"Code","14b7c965-76a7-4de6-9e01-6a8897ef2354","Code_203","Anatomic Site","C13717","http://www.cdisc.org","2023-12-15"
"Code","d164f394-52b3-4023-ac10-54a6ca42483c","Code_204","Left","C25229","http://www.cdisc.org","2023-12-15"
"Code","1d6e3484-72f4-466b-84c8-5d88317c815a","Code_205","Right","C25228","http://www.cdisc.org","2023-12-15"
"Code","a08fee21-74d5-4b69-97bf-a6b5b1567b95","Code_206","Laterality","C25185","http://www.cdisc.org","2023-12-15"
"Code","6d228066-4699-4aab-9932-524a0fa8ceef","Code_207","SYSBP","C25298","http://www.cdisc.org","2023-12-15"
"Code","760bc50e-8441-436a-a304-5ca6e2cb8098","Code_208","DIABP","C25299","http://www.cdisc.org","2023-12-15"
"Code","272e2680-8256-4cfa-9cab-1bb7fc4002f0","Code_209","Clinical Test Result","C77140","http://www.cdisc.org","2023-12-15"
"Code","8fa4b489-d45e-4d42-b77a-4ab3b4320e0f","Code_210","Unit of Pressure","C49669","http://www.cdisc.org","2023-12-15"
"Code","8fd1356e-4fff-4f46-a97c-a558c8cef2c5","Code_211","Sitting","C62122","http://www.cdisc.org","2023-12-15"
"Code","1859387d-77eb-4104-a3da-91e8272e22f4","Code_212","Standing","C62166","http://www.cdisc.org","2023-12-15"
"Code","316893dc-64ee-4e49-a746-ce7fc974892f","Code_213","Supine Position","C62167","http://www.cdisc.org","2023-12-15"
"Code","278be839-6fc6-4d0e-af74-42a07ede67b0","Code_214","Body Position","C62164","http://www.cdisc.org","2023-12-15"
"Code","3a4c318f-f07c-4292-94a3-cef66daacb1a","Code_215","Brachial Artery","C12681","http://www.cdisc.org","2023-12-15"
"Code","9571cda8-293b-4635-b88b-217afe2f7370","Code_216","Common Carotid Artery","C12687","http://www.cdisc.org","2023-12-15"
"Code","480cf9f4-e2bb-4c89-b3f0-262e279ae45e","Code_217","Dorsalis Pedis Artery","C32478","http://www.cdisc.org","2023-12-15"
"Code","b0fbf248-7b82-4a73-a916-52b9da8420c9","Code_218","Femoral Artery","C12715","http://www.cdisc.org","2023-12-15"
"Code","4366d4fe-d8c8-449d-bf80-43726fe71a51","Code_219","Radial Artery","C12838","http://www.cdisc.org","2023-12-15"
"Code","2e18a67c-dadb-4807-a3fa-d2ce11f5a385","Code_220","Anatomic Site","C13717","http://www.cdisc.org","2023-12-15"
"Code","b90437ed-f868-4b7c-be93-8faea1d19739","Code_221","Left","C25229","http://www.cdisc.org","2023-12-15"
"Code","aa6307ae-060d-4162-96e6-0734ccde5261","Code_222","Right","C25228","http://www.cdisc.org","2023-12-15"
"Code","bd3cb093-e574-4f6c-add2-ae10588d969c","Code_223","Laterality","C25185","http://www.cdisc.org","2023-12-15"
"Code","07c7f994-3373-4763-9125-1fb14f307cd5","Code_224","DIABP","C25299","http://www.cdisc.org","2023-12-15"
"Code","58421113-ce0d-4cd8-a64b-b527e5fc7caa","Code_225","TEMP","C174446","http://www.cdisc.org","2023-12-15"
"Code","bdd72339-f04d-4c30-b3a5-1815ad1e6461","Code_226","Clinical Test Result","C77140","http://www.cdisc.org","2023-12-15"
"Code","59cbd13e-83fa-46ef-8626-57fd25da99f3","Code_227","Degree Celsius","C42559","http://www.cdisc.org","2023-12-15"
"Code","bb5b47a2-abd7-49d0-a573-3a42c76c1e84","Code_228","Degree Fahrenheit","C44277","http://www.cdisc.org","2023-12-15"
"Code","5c63843e-b1b0-46cf-bfd5-fee73877f18d","Code_229","Kelvin","C42537","http://www.cdisc.org","2023-12-15"
"Code","d32012d7-7659-411d-8ab9-8f6946c74c1f","Code_230","Unit of Temperature","C44276","http://www.cdisc.org","2023-12-15"
"Code","3c127591-bf7c-4dd6-9708-6fe230506ba6","Code_231","Axilla","C12674","http://www.cdisc.org","2023-12-15"
"Code","5125d125-8acf-44d8-b4c1-e7e74c1be52f","Code_232","Ear","C12394","http://www.cdisc.org","2023-12-15"
"Code","1917b648-7d95-4a40-9a59-e07efc05381d","Code_233","Forehead","C89803","http://www.cdisc.org","2023-12-15"
"Code","6d65ff8f-ac71-490e-8a33-e4f8e5fb0cec","Code_234","Oral Cavity","C12421","http://www.cdisc.org","2023-12-15"
"Code","b9b8d640-0a85-4a89-83c0-95b90f6c8ceb","Code_235","Rectum","C12390","http://www.cdisc.org","2023-12-15"
"Code","1b02aaa4-e203-4e91-bf91-a9a528002057","Code_236","Anatomic Site","C13717","http://www.cdisc.org","2023-12-15"
"Code","c12bd306-655c-4806-9b71-2d420fb3deb5","Code_237","TEMP","C174446","http://www.cdisc.org","2023-12-15"
"Code","f39827e8-6638-4b48-9263-5ba9fac602ca","Code_238","WEIGHT","C25208","http://www.cdisc.org","2023-12-15"
"Code","eb596226-0629-4c74-a75e-fccaa7c4bd6f","Code_239","Clinical Test Result","C77140","http://www.cdisc.org","2023-12-15"
"Code","acc6ad19-fe80-46af-b702-9fa50d61bfe8","Code_240","Pound","C48531","http://www.cdisc.org","2023-12-15"
"Code","3c5f74d0-2dfc-4246-9a57-115b39ec0f41","Code_241","Gram","C48155","http://www.cdisc.org","2023-12-15"
"Code","f9e8ec8b-19f2-4c34-b6fd-197423b70730","Code_242","Kilogram","C28252","http://www.cdisc.org","2023-12-15"
"Code","f91300c5-41bf-4546-bfb8-9e4a74fe980d","Code_243","Unit of Weight","C48208","http://www.cdisc.org","2023-12-15"
"Code","607f757a-dc3a-4259-b7cc-73f38d490da9","Code_244","WEIGHT","C25208","http://www.cdisc.org","2023-12-15"
"Code","50767477-534d-4416-8d36-645dbff475b8","Code_245","HEIGHT","C25347","http://www.cdisc.org","2023-12-15"
"Code","12cf7602-9e42-4f36-a5bc-522b8ce47b4a","Code_246","Clinical Test Result","C77140","http://www.cdisc.org","2023-12-15"
"Code","3a30b7ea-b454-4438-bd42-cf8cbfb0324a","Code_247","Centimeter","C49668","http://www.cdisc.org","2023-12-15"
"Code","4ef42cae-7a48-4f8c-8e9c-144eb3ab3f79","Code_248","Inch","C48500","http://www.cdisc.org","2023-12-15"
"Code","6066075e-447a-4dbc-9a5f-012c061937e8","Code_249","Meter","C41139","http://www.cdisc.org","2023-12-15"
"Code","7cfd7abf-866e-4cf8-89ab-5799425b9300","Code_250","Unit of Height","C168688","http://www.cdisc.org","2023-12-15"
"Code","c70c859b-4110-4177-8c5d-70f5a5c4a369","Code_251","HEIGHT","C25347","http://www.cdisc.org","2023-12-15"
"Code","fe2f8bfc-decd-4438-a373-b33aa774f771","Code_252","ALT","C64433","http://www.cdisc.org","2023-12-15"
"Code","bce5752a-09ee-4098-be24-2908aecc81c9","Code_253","Laboratory Test Result","C36292","http://www.cdisc.org","2023-12-15"
"Code","3017f56b-e8ea-439a-98fb-78d850ba2b1a","Code_254","Unit per Liter","C67456","http://www.cdisc.org","2023-12-15"
"Code","2c6c59d7-8bfd-4aba-8f32-3b44e62078b5","Code_255","Microkatal per Liter","C67397","http://www.cdisc.org","2023-12-15"
"Code","818d22e4-862b-446c-9008-8b76330664a4","Code_256","International Unit per Liter","C67376","http://www.cdisc.org","2023-12-15"
"Code","53cc580a-b13e-4a6e-84aa-37ec71e7bdb1","Code_257","Nanokatal per Liter","C70510","http://www.cdisc.org","2023-12-15"
"Code","77a24b5b-b869-4528-a2b4-361d66f497f0","Code_258","Unit of Catalytic Activity Concentration","C67365","http://www.cdisc.org","2023-12-15"
"Code","547ef5e4-daf0-4e1c-adbf-da496fb67795","Code_259","Biospecimen Type","C70713","http://www.cdisc.org","2023-12-15"
"Code","1e39c9f9-6f49-4e9e-8dc5-becf9b809ecc","Code_260","No","C49487","http://www.cdisc.org","2023-12-15"
"Code","fc6e6cee-73ba-4dd0-91d3-211300a19b67","Code_261","Yes","C49488","http://www.cdisc.org","2023-12-15"
"Code","9ad55ff6-df70-4a28-9c29-d4052ab7aed2","Code_262","Laboratory Test Fasting Status","C83309","http://www.cdisc.org","2023-12-15"
"Code","f49d56c0-82be-4775-bdb5-4dfc7dd02f57","Code_263","ALT","C64433","http://www.cdisc.org","2023-12-15"
"Code","956a2a56-3ca5-4a82-9964-49ce58e8cb79","Code_264","ALB","C64431","http://www.cdisc.org","2023-12-15"
"Code","91455113-c116-4264-a64a-87c19630a3d2","Code_265","Laboratory Test Result","C36292","http://www.cdisc.org","2023-12-15"
"Code","e7c0127e-0d4c-476a-8cb5-f98f3cd6bf95","Code_266","Biospecimen Type","C70713","http://www.cdisc.org","2023-12-15"
"Code","1e17128d-a148-4336-954b-428e5d6a32e4","Code_267","No","C49487","http://www.cdisc.org","2023-12-15"
"Code","8ac7637f-1383-4f4c-acfa-1be55b9ee9e3","Code_268","Yes","C49488","http://www.cdisc.org","2023-12-15"
"Code","069ab92a-bc3d-426a-ad00-66e501f50ecb","Code_269","Laboratory Test Fasting Status","C83309","http://www.cdisc.org","2023-12-15"
"Code","454adda1-ac9d-4e31-933b-5eab75bc81fa","Code_270","ALB","C64431","http://www.cdisc.org","2023-12-15"
"Code","9612c891-c931-4059-a6bd-8029aa852094","Code_271","ALP","C64432","http://www.cdisc.org","2023-12-15"
"Code","eea9b241-98db-4f2a-a4c9-a83e3e5ed624","Code_272","Laboratory Test Result","C36292","http://www.cdisc.org","2023-12-15"
"Code","cee828b8-f9f1-458c-8aee-dd17104dbed1","Code_273","Unit per Liter","C67456","http://www.cdisc.org","2023-12-15"
"Code","03a47319-2c69-4e6d-ba80-1c82c2bd0205","Code_274","Microkatal per Liter","C67397","http://www.cdisc.org","2023-12-15"
"Code","aa04ba95-7354-4ee3-84f5-cc33a4eb6839","Code_275","International Unit per Liter","C67376","http://www.cdisc.org","2023-12-15"
"Code","b91d93cb-a02c-4d2c-94cf-a6766013b041","Code_276","Unit of Catalytic Activity Concentration","C67365","http://www.cdisc.org","2023-12-15"
"Code","9d812366-d291-48c4-9c97-65638a578dec","Code_277","Biospecimen Type","C70713","http://www.cdisc.org","2023-12-15"
"Code","fa895337-744f-4468-bf0a-45d1e4c59761","Code_278","No","C49487","http://www.cdisc.org","2023-12-15"
"Code","2ec9fe39-6cd1-4a07-8a2f-267502b7ed34","Code_279","Yes","C49488","http://www.cdisc.org","2023-12-15"
"Code","b0dcf2de-6e20-4738-b189-17b19c90ce90","Code_280","Laboratory Test Fasting Status","C83309","http://www.cdisc.org","2023-12-15"
"Code","fd13edec-f9e4-4560-9bc5-705301ef1b6a","Code_281","ALP","C64432","http://www.cdisc.org","2023-12-15"
"Code","95d1bf36-27b7-43d2-84d2-e080f9908e1d","Code_282","AST","C64467","http://www.cdisc.org","2023-12-15"
"Code","2f8046e4-1429-497b-b75c-16c2190305bc","Code_283","Laboratory Test Result","C36292","http://www.cdisc.org","2023-12-15"
"Code","8cff7e7e-d3cb-4be0-aa6e-77408f5dd216","Code_284","Unit per Liter","C67456","http://www.cdisc.org","2023-12-15"
"Code","906f5e0b-9f7a-4e51-8789-4cf251262fb4","Code_285","Microkatal per Liter","C67397","http://www.cdisc.org","2023-12-15"
"Code","b339efe2-05b0-4f8f-a692-b644e39899ee","Code_286","International Unit per Liter","C67376","http://www.cdisc.org","2023-12-15"
"Code","03ee9203-cf0c-4682-bb79-7c1ed5f5794b","Code_287","Unit of Catalytic Activity Concentration","C67365","http://www.cdisc.org","2023-12-15"
"Code","5c23701a-4e8e-4db7-bfff-0f8beb8956b1","Code_288","Biospecimen Type","C70713","http://www.cdisc.org","2023-12-15"
"Code","17aec616-62d1-42dd-bf85-bf405b4a2738","Code_289","No","C49487","http://www.cdisc.org","2023-12-15"
"Code","7f1195a8-5943-4703-a504-47489dbc240a","Code_290","Yes","C49488","http://www.cdisc.org","2023-12-15"
"Code","535fe938-9643-4e4e-8b74-a4be8cbd262d","Code_291","Laboratory Test Fasting Status","C83309","http://www.cdisc.org","2023-12-15"
"Code","76d22f76-26d6-4114-83b7-ce2bd4816a31","Code_292","AST","C64467","http://www.cdisc.org","2023-12-15"
"Code","93536da3-59ad-445d-a67d-03c2b7ccc7ce","Code_293","CREAT","C64547","http://www.cdisc.org","2023-12-15"
"Code","162bf5ec-264c-4b69-9d48-b52032ca6071","Code_294","Laboratory Test Result","C36292","http://www.cdisc.org","2023-12-15"
"Code","4f7514c2-0eee-41b4-ba6a-c7f718bf7e03","Code_295","Milligram per Deciliter","C67015","http://www.cdisc.org","2023-12-15"
"Code","a8dbf8ab-0ab0-4d6a-95fe-f8c0d4131bda","Code_296","Microgram per Milliliter","C64572","http://www.cdisc.org","2023-12-15"
"Code","8d8779be-fb06-4895-bfae-f44549f1d840","Code_297","Millimole per Liter","C64387","http://www.cdisc.org","2023-12-15"
"Code","c456934a-2fa2-4949-a359-884157eb2a01","Code_298","Micromole per Liter","C48508","http://www.cdisc.org","2023-12-15"
"Code","55f9de13-ff98-4050-b180-6d5b56143a51","Code_299","Unit of Concentration","C48207","http://www.cdisc.org","2023-12-15"
"Code","d54031a7-d3d3-40e8-b892-efbb8ef73490","Code_300","Biospecimen Type","C70713","http://www.cdisc.org","2023-12-15"
"Code","cd864ff8-e6bc-480d-bc92-465a886f70ad","Code_301","No","C49487","http://www.cdisc.org","2023-12-15"
"Code","e88e238c-566c-4ae7-a7bf-e89e83b4d352","Code_302","Yes","C49488","http://www.cdisc.org","2023-12-15"
"Code","9e970a1c-d2e2-413a-96ca-6dd4fa88fce0","Code_303","Laboratory Test Fasting Status","C83309","http://www.cdisc.org","2023-12-15"
"Code","614013a3-a7e2-437f-9e39-83c575bfd478","Code_304","CREAT","C64547","http://www.cdisc.org","2023-12-15"
"Code","78cbd5d7-3d54-4d87-a121-fe19126d987f","Code_305","K","C64853","http://www.cdisc.org","2023-12-15"
"Code","f4c2e5c5-f870-40b8-aa29-675319993088","Code_306","Laboratory Test Result","C36292","http://www.cdisc.org","2023-12-15"
"Code","47b9fe9f-a585-4b2f-8c2b-355b8e1cab7d","Code_307","Milliequivalent per Liter","C67474","http://www.cdisc.org","2023-12-15"
"Code","906c32b3-5f88-4f15-8a26-e312ea8f9fd7","Code_308","Milliequivalent per Deciliter","C67473","http://www.cdisc.org","2023-12-15"
"Code","02f185f5-6a84-42d2-b4f2-35b15be2ae1d","Code_309","Millimole per Liter","C64387","http://www.cdisc.org","2023-12-15"
"Code","ab44bbf9-dac7-492f-b6cc-7444e9f71e42","Code_310","Molarity Unit","C64567","http://www.cdisc.org","2023-12-15"
"Code","7a38d7b0-c0ca-4752-a411-f2bd9a8035aa","Code_311","Biospecimen Type","C70713","http://www.cdisc.org","2023-12-15"
"Code","2c71fd0b-3337-411e-8e7d-bb4c16b5170a","Code_312","No","C49487","http://www.cdisc.org","2023-12-15"
"Code","0e0a8cc0-d93b-4b35-baaf-de5af450191d","Code_313","Yes","C49488","http://www.cdisc.org","2023-12-15"
"Code","2bc036be-da28-46b9-8c27-21a4dd454a20","Code_314","Laboratory Test Fasting Status","C83309","http://www.cdisc.org","2023-12-15"
"Code","c3408829-5b78-4b7b-b5fe-0ad28e177a84","Code_315","K","C64853","http://www.cdisc.org","2023-12-15"
"Code","8ebf2488-441e-4df2-81b8-021d8d961565","Code_316","SODIUM","C64809","http://www.cdisc.org","2023-12-15"
"Code","3a8745dd-c5b7-4127-a6d2-b5ad75c3ae3c","Code_317","Laboratory Test Result","C36292","http://www.cdisc.org","2023-12-15"
"Code","43641149-a3b0-454f-b6d7-8e69010efd36","Code_318","Milliequivalent per Liter","C67474","http://www.cdisc.org","2023-12-15"
"Code","bc9abd97-4172-4f67-9932-205a2ede1c34","Code_319","Milliequivalent per Deciliter","C67473","http://www.cdisc.org","2023-12-15"
"Code","938f5008-e0b7-462d-9074-e94be314f106","Code_320","Millimole per Liter","C64387","http://www.cdisc.org","2023-12-15"
"Code","bc5e4602-abc6-40bd-844d-665bacd993c1","Code_321","Molarity Unit","C64567","http://www.cdisc.org","2023-12-15"
"Code","a3f2b592-0e58-4839-9c03-42a1c8fdbf71","Code_322","Biospecimen Type","C70713","http://www.cdisc.org","2023-12-15"
"Code","d538c2aa-4ed2-47d5-93a1-476a08b99805","Code_323","No","C49487","http://www.cdisc.org","2023-12-15"
"Code","6b2227b8-4f34-4f92-9d6d-5f34b71081cd","Code_324","Yes","C49488","http://www.cdisc.org","2023-12-15"
"Code","af8667e6-3bf1-4d10-ac94-7dd19f360aa2","Code_325","Laboratory Test Fasting Status","C83309","http://www.cdisc.org","2023-12-15"
"Code","7c3e486b-8738-4178-a4a8-3f546344b59b","Code_326","SODIUM","C64809","http://www.cdisc.org","2023-12-15"
"Code","e34d2751-842f-4558-ad19-2d2cf4dfb1fe","Code_327","SYSBP","C25298","http://www.cdisc.org","2023-12-15"
"Code","b94808ba-80f9-41d4-a6df-64e3e1e028c0","Code_328","Clinical Test Result","C77140","http://www.cdisc.org","2023-12-15"
"Code","82dbab8f-19ed-44ce-baf3-b2d30ba69b6f","Code_329","Unit of Pressure","C49669","http://www.cdisc.org","2023-12-15"
"Code","60f16b01-be68-4bcf-a033-509ac6403847","Code_330","Sitting","C62122","http://www.cdisc.org","2023-12-15"
"Code","dd371482-1c70-4fd9-8151-b3b81bd079d0","Code_331","Standing","C62166","http://www.cdisc.org","2023-12-15"
"Code","16b7645e-6664-4f67-bbae-543a72772854","Code_332","Supine Position","C62167","http://www.cdisc.org","2023-12-15"
"Code","c8e3c106-6b15-47d4-9bff-dd27a0ead95d","Code_333","Body Position","C62164","http://www.cdisc.org","2023-12-15"
"Code","1efec849-a348-4adb-852f-411b02ccf19a","Code_334","Brachial Artery","C12681","http://www.cdisc.org","2023-12-15"
"Code","137dea2a-3261-462d-8c5d-582ffebd6207","Code_335","Common Carotid Artery","C12687","http://www.cdisc.org","2023-12-15"
"Code","6c6e1a27-6087-4689-a7fb-0a7b297a5e0c","Code_336","Dorsalis Pedis Artery","C32478","http://www.cdisc.org","2023-12-15"
"Code","ce9584fe-80c4-4dd1-8f88-b90a84cc79fb","Code_337","Femoral Artery","C12715","http://www.cdisc.org","2023-12-15"
"Code","951ef87e-67c8-4d76-9f0e-cc220140ae0c","Code_338","Radial Artery","C12838","http://www.cdisc.org","2023-12-15"
"Code","4b21b47d-e6d2-4fa9-9f95-6c3ed569c0bd","Code_339","Anatomic Site","C13717","http://www.cdisc.org","2023-12-15"
"Code","6dfbe415-44fb-4c4a-bd45-8509e56b0bfa","Code_340","Left","C25229","http://www.cdisc.org","2023-12-15"
"Code","a618c363-6585-43f2-ba9c-021863ede142","Code_341","Right","C25228","http://www.cdisc.org","2023-12-15"
"Code","f1a0c437-2aca-4d0e-adfa-aee7a70ab0c8","Code_342","Laterality","C25185","http://www.cdisc.org","2023-12-15"
"Code","f26a75b4-4771-4b50-9540-94e8b2ef60d3","Code_343","SYSBP","C25298","http://www.cdisc.org","2023-12-15"
"Code","ebf4c6d3-a759-4543-9492-c971227030c3","Code_344","DIABP","C25299","http://www.cdisc.org","2023-12-15"
"Code","faa4f8f3-4c28-4fbb-b526-1767d5cef5d1","Code_345","Clinical Test Result","C77140","http://www.cdisc.org","2023-12-15"
"Code","8d77d137-0798-41fa-bd0f-d14c0fcc2650","Code_346","Unit of Pressure","C49669","http://www.cdisc.org","2023-12-15"
"Code","dc0e4b1a-af5a-4c33-bedf-2a2c2eadce64","Code_347","Sitting","C62122","http://www.cdisc.org","2023-12-15"
"Code","6677ebb1-a5ba-4056-9b9c-2b4233a36972","Code_348","Standing","C62166","http://www.cdisc.org","2023-12-15"
"Code","fcb413bf-3481-43bc-957e-dd4e7b76c8cc","Code_349","Supine Position","C62167","http://www.cdisc.org","2023-12-15"
"Code","51b072e4-06d5-4b2f-8e78-958f4719bb9a","Code_350","Body Position","C62164","http://www.cdisc.org","2023-12-15"
"Code","671eb2dd-9e0d-45c2-bc4b-4ec2ccea328c","Code_351","Brachial Artery","C12681","http://www.cdisc.org","2023-12-15"
"Code","9c9b8a90-d716-48fd-9a3b-f4bf56d77b68","Code_352","Common Carotid Artery","C12687","http://www.cdisc.org","2023-12-15"
"Code","5d4cf230-6913-4543-8f96-81d5fe2134af","Code_353","Dorsalis Pedis Artery","C32478","http://www.cdisc.org","2023-12-15"
"Code","c5a3f7e7-8c28-4ab4-a290-6388f398f569","Code_354","Femoral Artery","C12715","http://www.cdisc.org","2023-12-15"
"Code","42cad0a8-9b42-49dd-a2f9-3b33724aa7f8","Code_355","Radial Artery","C12838","http://www.cdisc.org","2023-12-15"
"Code","dac0dfb1-3ea1-4a9b-9d3b-1ffe7252f6d8","Code_356","Anatomic Site","C13717","http://www.cdisc.org","2023-12-15"
"Code","c31cac8e-e122-464a-b024-39530c38f867","Code_357","Left","C25229","http://www.cdisc.org","2023-12-15"
"Code","fbf95d37-e9b1-4308-9ca8-09113c3ad9e4","Code_358","Right","C25228","http://www.cdisc.org","2023-12-15"
"Code","ac359636-6536-4932-9c7d-7a693c468c78","Code_359","Laterality","C25185","http://www.cdisc.org","2023-12-15"
"Code","480ba214-c708-4966-97f8-7d25ad6991ca","Code_360","DIABP","C25299","http://www.cdisc.org","2023-12-15"
"Code","8454cbec-b7af-467e-9532-519da36e922e","Code_361","HR","C49677","http://www.cdisc.org","2023-12-15"
"Code","4f34ad03-769b-4c01-81de-5dbc29c8b014","Code_362","Clinical Test Result","C77140","http://www.cdisc.org","2023-12-15"
"Code","2a4bea63-9589-4fdd-a542-feb98d760abe","Code_363","Count per Minute","C73688","http://www.cdisc.org","2023-12-15"
"Code","a120b398-69cb-4a15-9c1e-1cf846cbb022","Code_364","Sitting","C62122","http://www.cdisc.org","2023-12-15"
"Code","eff02882-a245-4bd9-94fb-958d7b9bb4b6","Code_365","Standing","C62166","http://www.cdisc.org","2023-12-15"
"Code","aeb64e2b-4ae6-4b73-96eb-543fbc83c06e","Code_366","Supine Position","C62167","http://www.cdisc.org","2023-12-15"
"Code","e7a29c76-216b-4ed6-857b-08f265906f65","Code_367","Body Position","C62164","http://www.cdisc.org","2023-12-15"
"Code","e4665ced-6d37-4401-9603-4ebeaec389af","Code_368","Brachial Artery","C12681","http://www.cdisc.org","2023-12-15"
"Code","dc2cd97c-5547-4b21-8a29-388d76024a6f","Code_369","Common Carotid Artery","C12687","http://www.cdisc.org","2023-12-15"
"Code","349cd4ae-9a3d-44f8-8dab-6025c3fa4987","Code_370","Dorsalis Pedis Artery","C32478","http://www.cdisc.org","2023-12-15"
"Code","0f44d726-104c-4526-b453-190033988e09","Code_371","Femoral Artery","C12715","http://www.cdisc.org","2023-12-15"
"Code","b707687c-2990-4286-a993-e0eb2a52faf5","Code_372","Radial Artery","C12838","http://www.cdisc.org","2023-12-15"
"Code","413748fd-017e-4155-a54a-4344d5dd7e50","Code_373","Anatomic Site","C13717","http://www.cdisc.org","2023-12-15"
"Code","adfdd26d-9d1a-444b-a1fb-b1a7efeda9e7","Code_374","Left","C25229","http://www.cdisc.org","2023-12-15"
"Code","03131059-e38f-4749-9032-d767dbfcff7d","Code_375","Right","C25228","http://www.cdisc.org","2023-12-15"
"Code","4b89691b-0c56-4d9d-b680-d050ee619b71","Code_376","Laterality","C25185","http://www.cdisc.org","2023-12-15"
"Code","29bb1d8e-4ddd-4920-8e6b-423563f37b19","Code_377","HR","C49677","http://www.cdisc.org","2023-12-15"
"Code","760b195e-6b2e-4ce9-b4b7-1d825b7815af","Code_378","SYSBP","C25298","http://www.cdisc.org","2023-12-15"
"Code","aa14c779-b6d9-465b-9483-86ec5b08f4c6","Code_379","Clinical Test Result","C77140","http://www.cdisc.org","2023-12-15"
"Code","cc65a026-513f-4966-a3cc-956b69b62a84","Code_380","Unit of Pressure","C49669","http://www.cdisc.org","2023-12-15"
"Code","46888321-9905-47eb-afed-08306913d3e7","Code_381","Sitting","C62122","http://www.cdisc.org","2023-12-15"
"Code","edd2c0e7-cc7a-4060-aa87-cd0d45149ceb","Code_382","Standing","C62166","http://www.cdisc.org","2023-12-15"
