"instanceType","codeSystemVersion","code","uuid:ID","decode","codeSystem","id"
"Code","2023-12-15","C49487","a0ef8f1e-cf86-4ee1-8ad2-c42031dd8fc0","No","http://www.cdisc.org","Code_173"
"Code","2023-12-15","C49488","58f8e82a-081e-48b7-b468-e0839bd25d07","Yes","http://www.cdisc.org","Code_174"
"Code","2023-12-15","C83052","651d05a9-e1ca-43ef-956c-50b02afd3fa0","Adverse Event associated with Hospitalization","http://www.cdisc.org","Code_175"
"Code","2023-12-15","C49487","db89ed23-0631-40bb-b58c-bbf956280955","No","http://www.cdisc.org","Code_176"
"Code","2023-12-15","C49488","0ff2f31e-10a6-4993-a0a1-4f2725faf46a","Yes","http://www.cdisc.org","Code_177"
"Code","2023-12-15","C84266","6f811499-2879-47c8-9ac9-16ca4fd3ee9d","Life Threatening Adverse Event","http://www.cdisc.org","Code_178"
"Code","2023-12-15","C49487","df115742-262b-4082-a380-e751104f7051","No","http://www.cdisc.org","Code_179"
"Code","2023-12-15","C49488","7251115e-9c0d-4fbc-aebd-bb9583f4f36e","Yes","http://www.cdisc.org","Code_180"
"Code","2023-12-15","C83214","f3ca25fb-f686-46d2-90a4-8ed2245d09ea","Adverse Event Occurred with Overdose","http://www.cdisc.org","Code_181"
"Code","2023-12-15","C49487","09c6eace-7ba4-423c-8c32-917bc39b350d","No","http://www.cdisc.org","Code_182"
"Code","2023-12-15","C49488","3fac1125-24c4-48f9-8f56-d1096ca9c90d","Yes","http://www.cdisc.org","Code_183"
"Code","2023-12-15","C83053","ebd150bf-4a2d-4547-bef8-967ec7b48df0","Adverse Event Associated with Serious Medical Event","http://www.cdisc.org","Code_184"
"Code","2023-12-15","C49487","316ec217-9fed-4d7c-9fd0-076a2cc225be","No","http://www.cdisc.org","Code_185"
"Code","2023-12-15","C49488","5f0f75ec-3a37-47c4-bf87-d3770dbe5878","Yes","http://www.cdisc.org","Code_186"
"Code","2023-12-15","C83199","b22cf100-3a2e-43f3-8d3e-b795d58bc498","Adverse Event Concomitant Treatment","http://www.cdisc.org","Code_187"
"Code","2023-12-15","C83215","26cdf3a8-bdc7-4e9d-bbac-832b21b9fe9a","Adverse Event Start Date Time","http://www.cdisc.org","Code_188"
"Code","2023-12-15","C83201","1a527f62-29c5-4d67-a109-312bc830f7d8","Adverse Event End Date Time","http://www.cdisc.org","Code_189"
"Code","2023-12-15","C179175","ed8416f3-c4c9-4d4c-b5d0-034aeab4a9d8","Solicited Adverse Event","http://www.cdisc.org","Code_190"
"Code","2023-12-15","C25298","210885d8-6ca1-46c6-8dc4-44bfd3ca2ffb","SYSBP","http://www.cdisc.org","Code_191"
"Code","2023-12-15","C77140","b930219a-c40d-43fe-abe0-231dfb21451d","Clinical Test Result","http://www.cdisc.org","Code_192"
"Code","2023-12-15","C49669","c967960d-b36a-4a1a-aa9e-c295c1975871","Unit of Pressure","http://www.cdisc.org","Code_193"
"Code","2023-12-15","C62122","3745ebfa-108a-45d3-8dae-3a541cfbf78b","Sitting","http://www.cdisc.org","Code_194"
"Code","2023-12-15","C62166","c429206e-e72f-4efc-a8fa-7427f79c8e60","Standing","http://www.cdisc.org","Code_195"
"Code","2023-12-15","C62167","39bc4936-b45c-4fec-bed9-06eb66f651dc","Supine Position","http://www.cdisc.org","Code_196"
"Code","2023-12-15","C62164","4c5b091b-e8c1-4a7e-a0e7-ef9ba7a8b3bb","Body Position","http://www.cdisc.org","Code_197"
"Code","2023-12-15","C12681","19d3422e-b2bc-4d7d-9749-34d9a8be5d0c","Brachial Artery","http://www.cdisc.org","Code_198"
"Code","2023-12-15","C12687","b1226718-2950-4a5b-94bf-a52e5b4442a5","Common Carotid Artery","http://www.cdisc.org","Code_199"
"Code","2023-12-15","C32478","db89a100-baca-45ab-b7e1-3944185f3854","Dorsalis Pedis Artery","http://www.cdisc.org","Code_200"
"Code","2023-12-15","C12715","3e5f88d9-4c7f-4488-845b-6c4527a56af2","Femoral Artery","http://www.cdisc.org","Code_201"
"Code","2023-12-15","C12838","b37e8f6c-f4e6-4468-a3ff-cc11ef893fea","Radial Artery","http://www.cdisc.org","Code_202"
"Code","2023-12-15","C13717","209e27cf-9f64-43d1-a293-dfcd5fd55d9f","Anatomic Site","http://www.cdisc.org","Code_203"
"Code","2023-12-15","C25229","b8f4717a-b34b-492c-bae5-4f6d60a947f6","Left","http://www.cdisc.org","Code_204"
"Code","2023-12-15","C25228","a4958f91-9cac-442b-926b-5e716de4c071","Right","http://www.cdisc.org","Code_205"
"Code","2023-12-15","C25185","e195c72c-021c-4b18-8b19-be6988e9ceba","Laterality","http://www.cdisc.org","Code_206"
"Code","2023-12-15","C25298","397b1af0-c38b-4ef2-8b3f-a97667e09d7d","SYSBP","http://www.cdisc.org","Code_207"
"Code","2023-12-15","C25299","94189a96-792f-4520-a1e0-5d85fe38c5fc","DIABP","http://www.cdisc.org","Code_208"
"Code","2023-12-15","C77140","a534b3ed-a58c-4081-8e6a-826ec53595b2","Clinical Test Result","http://www.cdisc.org","Code_209"
"Code","2023-12-15","C49669","9126151e-9283-4989-a17c-b781095424c4","Unit of Pressure","http://www.cdisc.org","Code_210"
"Code","2023-12-15","C62122","b9c83df9-57c9-4173-a03f-7917c8cc5c74","Sitting","http://www.cdisc.org","Code_211"
"Code","2023-12-15","C62166","cc6a90f0-f3eb-427a-9d77-f58257ddb2a2","Standing","http://www.cdisc.org","Code_212"
"Code","2023-12-15","C62167","f464f647-d735-48eb-b59f-0ff3bc037e4b","Supine Position","http://www.cdisc.org","Code_213"
"Code","2023-12-15","C62164","ff66627a-6e78-4c6e-91c4-40c2deda7e66","Body Position","http://www.cdisc.org","Code_214"
"Code","2023-12-15","C12681","bcd9ec93-aa6b-4140-b9af-fd0365390e52","Brachial Artery","http://www.cdisc.org","Code_215"
"Code","2023-12-15","C12687","da95d913-f806-4376-a665-b489ceebc0a2","Common Carotid Artery","http://www.cdisc.org","Code_216"
"Code","2023-12-15","C32478","a16ea2e7-4729-4fcf-868e-44b99930aa56","Dorsalis Pedis Artery","http://www.cdisc.org","Code_217"
"Code","2023-12-15","C12715","9fbef54c-ddc0-4948-82ad-d64809fcd539","Femoral Artery","http://www.cdisc.org","Code_218"
"Code","2023-12-15","C12838","d9a3d5f9-7cab-4e73-bfbb-388906b94a2d","Radial Artery","http://www.cdisc.org","Code_219"
"Code","2023-12-15","C13717","1ca2ba91-213c-42dd-977a-e6714024a0e8","Anatomic Site","http://www.cdisc.org","Code_220"
"Code","2023-12-15","C25229","ff547ca3-6265-4397-9960-27be85f65a85","Left","http://www.cdisc.org","Code_221"
"Code","2023-12-15","C25228","dd77f3db-e444-451c-a955-1165e55bb792","Right","http://www.cdisc.org","Code_222"
"Code","2023-12-15","C25185","bef5441a-54f9-444f-9238-af210d2cf7af","Laterality","http://www.cdisc.org","Code_223"
"Code","2023-12-15","C25299","667ae13d-5b80-4a84-a185-8dd63cca119b","DIABP","http://www.cdisc.org","Code_224"
"Code","2023-12-15","C174446","68e23f71-20a2-4f53-a1b0-0ea4a47950f0","TEMP","http://www.cdisc.org","Code_225"
"Code","2023-12-15","C77140","78097fae-7d29-42b1-a031-620254561db1","Clinical Test Result","http://www.cdisc.org","Code_226"
"Code","2023-12-15","C42559","5d426067-0aaf-4cc7-9e20-4f9522af2861","Degree Celsius","http://www.cdisc.org","Code_227"
"Code","2023-12-15","C44277","0fb9c647-a232-480b-a60a-f4a2a3978777","Degree Fahrenheit","http://www.cdisc.org","Code_228"
"Code","2023-12-15","C42537","701766a2-11d7-4f47-b196-2b083272ed43","Kelvin","http://www.cdisc.org","Code_229"
"Code","2023-12-15","C44276","382317ae-1bc7-4d2a-a7ec-ed734d422119","Unit of Temperature","http://www.cdisc.org","Code_230"
"Code","2023-12-15","C12674","a6a69e44-4024-4af3-a57f-0327aa611515","Axilla","http://www.cdisc.org","Code_231"
"Code","2023-12-15","C12394","88d21ff9-ac2e-4fe0-86b8-185d958dff2a","Ear","http://www.cdisc.org","Code_232"
"Code","2023-12-15","C89803","09bb3da0-b87f-4bbd-a62d-abb1d3c4fe32","Forehead","http://www.cdisc.org","Code_233"
"Code","2023-12-15","C12421","626fdffc-c275-4685-b62d-efb791f52ce5","Oral Cavity","http://www.cdisc.org","Code_234"
"Code","2023-12-15","C12390","0ecac684-1391-4388-924a-8ead7f10bd01","Rectum","http://www.cdisc.org","Code_235"
"Code","2023-12-15","C13717","8553cfba-25e8-49a1-8c84-ea11a7c9c1d9","Anatomic Site","http://www.cdisc.org","Code_236"
"Code","2023-12-15","C174446","f01f9a53-00e0-4de3-b309-1654a9f1ea93","TEMP","http://www.cdisc.org","Code_237"
"Code","2023-12-15","C25208","95f2cd57-79f3-4e72-ab4f-41f00efda73f","WEIGHT","http://www.cdisc.org","Code_238"
"Code","2023-12-15","C77140","64c16536-af77-4f2f-8a0f-f6e368f22f22","Clinical Test Result","http://www.cdisc.org","Code_239"
"Code","2023-12-15","C48531","a8cb0744-0ebf-4ffb-aa65-18763fff36ed","Pound","http://www.cdisc.org","Code_240"
"Code","2023-12-15","C48155","f8876dc6-abee-4525-a83a-2e138e91f826","Gram","http://www.cdisc.org","Code_241"
"Code","2023-12-15","C28252","78bd9976-bd01-42b5-8ae1-736b8b256cca","Kilogram","http://www.cdisc.org","Code_242"
"Code","2023-12-15","C48208","3b79cedd-b20f-400c-9ce1-9cb1d4f6f2f6","Unit of Weight","http://www.cdisc.org","Code_243"
"Code","2023-12-15","C25208","8c7f88bf-b1bf-4995-8ec2-229cdb7f0173","WEIGHT","http://www.cdisc.org","Code_244"
"Code","2023-12-15","C25347","81bb9f53-4900-4066-9567-b8f80315b8d2","HEIGHT","http://www.cdisc.org","Code_245"
"Code","2023-12-15","C77140","aa224c7e-0329-4ad4-b9f9-3a09ec3bfb89","Clinical Test Result","http://www.cdisc.org","Code_246"
"Code","2023-12-15","C49668","4dfb6aef-b3a8-46d6-b33c-faabda491371","Centimeter","http://www.cdisc.org","Code_247"
"Code","2023-12-15","C48500","2828ec84-0571-4d13-b296-3b8da569e0bb","Inch","http://www.cdisc.org","Code_248"
"Code","2023-12-15","C41139","f17fd19d-49d1-4fb9-964c-3dd5d5e2e656","Meter","http://www.cdisc.org","Code_249"
"Code","2023-12-15","C168688","a3ebc2d0-2c53-498e-925d-dc7a7ac50aaa","Unit of Height","http://www.cdisc.org","Code_250"
"Code","2023-12-15","C25347","b92bf213-47e2-4a2f-92b7-c32846e3f0a2","HEIGHT","http://www.cdisc.org","Code_251"
"Code","2023-12-15","C64433","205cc1a5-be7c-42f0-91a2-09f2e3be9843","ALT","http://www.cdisc.org","Code_252"
"Code","2023-12-15","C36292","dedaa1be-b204-44c6-904a-7e476a455a4f","Laboratory Test Result","http://www.cdisc.org","Code_253"
"Code","2023-12-15","C67456","082751dd-5ca4-4ec3-b0ee-a6050cbe6b92","Unit per Liter","http://www.cdisc.org","Code_254"
"Code","2023-12-15","C67397","bbcbfe85-a557-432d-b0bf-647b7c1203d0","Microkatal per Liter","http://www.cdisc.org","Code_255"
"Code","2023-12-15","C67376","16d334f1-f141-4fd2-9022-c5a7a90d516b","International Unit per Liter","http://www.cdisc.org","Code_256"
"Code","2023-12-15","C70510","7e6fb846-20d0-476b-b3d8-215bfab44f05","Nanokatal per Liter","http://www.cdisc.org","Code_257"
"Code","2023-12-15","C67365","58c24c0e-7aab-4d70-82bb-a4d8f6b10ea1","Unit of Catalytic Activity Concentration","http://www.cdisc.org","Code_258"
"Code","2023-12-15","C70713","de274585-d260-4a40-a4d3-d93181fcfc92","Biospecimen Type","http://www.cdisc.org","Code_259"
"Code","2023-12-15","C49487","e5bf5898-5f61-491c-90a6-2cb00924100a","No","http://www.cdisc.org","Code_260"
"Code","2023-12-15","C49488","aa24a357-ee29-483f-89e3-cfe916cc9268","Yes","http://www.cdisc.org","Code_261"
"Code","2023-12-15","C83309","438799ad-e512-4dc6-930e-4d8454fb9453","Laboratory Test Fasting Status","http://www.cdisc.org","Code_262"
"Code","2023-12-15","C64433","066496da-ad89-4b70-9a3c-84b9197a098e","ALT","http://www.cdisc.org","Code_263"
"Code","2023-12-15","C64431","a6a35afe-a078-4f5d-b80a-b3bef79eac7d","ALB","http://www.cdisc.org","Code_264"
"Code","2023-12-15","C36292","d4bded1e-1e92-46ea-8d34-953310975b96","Laboratory Test Result","http://www.cdisc.org","Code_265"
"Code","2023-12-15","C70713","fe14a079-c44f-45ba-8051-eece0a1c10e1","Biospecimen Type","http://www.cdisc.org","Code_266"
"Code","2023-12-15","C49487","e87088c7-b67c-4608-9a78-5eedb71a8a32","No","http://www.cdisc.org","Code_267"
"Code","2023-12-15","C49488","b8b78cfc-e519-41c7-9bea-bd7bfe6dac94","Yes","http://www.cdisc.org","Code_268"
"Code","2023-12-15","C83309","17e71a54-9241-4de5-b7fb-8ff8a4233e81","Laboratory Test Fasting Status","http://www.cdisc.org","Code_269"
"Code","2023-12-15","C64431","e1afc21d-fca4-4f29-b428-73ee54901cab","ALB","http://www.cdisc.org","Code_270"
"Code","2023-12-15","C64432","d9cf1a15-1560-4663-ad86-fe974e76f6b7","ALP","http://www.cdisc.org","Code_271"
"Code","2023-12-15","C36292","9885ceb8-89ad-490f-8862-babd21908ca9","Laboratory Test Result","http://www.cdisc.org","Code_272"
"Code","2023-12-15","C67456","6f6a84ff-ed85-4014-beb4-502769aa152e","Unit per Liter","http://www.cdisc.org","Code_273"
"Code","2023-12-15","C67397","18f21999-4140-4c40-8ec3-a3946d1cf778","Microkatal per Liter","http://www.cdisc.org","Code_274"
"Code","2023-12-15","C67376","dc1751ac-bafe-45c6-8cd3-32bd7c160426","International Unit per Liter","http://www.cdisc.org","Code_275"
"Code","2023-12-15","C67365","fe987bc3-9549-4e4a-a344-1ba8016c4f91","Unit of Catalytic Activity Concentration","http://www.cdisc.org","Code_276"
"Code","2023-12-15","C70713","34f40260-5d2a-46a3-82e1-71133e735665","Biospecimen Type","http://www.cdisc.org","Code_277"
"Code","2023-12-15","C49487","49618456-9549-4548-93a7-85133655f2aa","No","http://www.cdisc.org","Code_278"
"Code","2023-12-15","C49488","c87cbef0-606f-40b7-9db4-ac71953fdd6e","Yes","http://www.cdisc.org","Code_279"
"Code","2023-12-15","C83309","554855d7-b676-4321-9134-e0d085e88545","Laboratory Test Fasting Status","http://www.cdisc.org","Code_280"
"Code","2023-12-15","C64432","4de359b8-21ce-427a-855d-b34fd0f7383f","ALP","http://www.cdisc.org","Code_281"
"Code","2023-12-15","C64467","da835667-c8c1-4587-8844-ce24d35be8c8","AST","http://www.cdisc.org","Code_282"
"Code","2023-12-15","C36292","9871f782-b7d5-4af8-bd6f-dda9f29b3ec1","Laboratory Test Result","http://www.cdisc.org","Code_283"
"Code","2023-12-15","C67456","e0c88e6d-94b4-4d07-afdd-ea8473dd039d","Unit per Liter","http://www.cdisc.org","Code_284"
"Code","2023-12-15","C67397","eafcf98c-002e-45ae-8eae-372c7e2a8890","Microkatal per Liter","http://www.cdisc.org","Code_285"
"Code","2023-12-15","C67376","ff9cf8b1-f2d0-4c5a-9238-44d631e5730b","International Unit per Liter","http://www.cdisc.org","Code_286"
"Code","2023-12-15","C67365","edeebca4-accb-4c2f-ba95-6e5fd7462273","Unit of Catalytic Activity Concentration","http://www.cdisc.org","Code_287"
"Code","2023-12-15","C70713","21114cfb-cd74-4c85-a1db-60ab8930393a","Biospecimen Type","http://www.cdisc.org","Code_288"
"Code","2023-12-15","C49487","a67413db-5c10-466d-88b8-1024ebc0ed07","No","http://www.cdisc.org","Code_289"
"Code","2023-12-15","C49488","d7b87cb4-df7c-471b-9131-ff311052d438","Yes","http://www.cdisc.org","Code_290"
"Code","2023-12-15","C83309","7534197f-e73c-4c7b-85a3-0df063e6187b","Laboratory Test Fasting Status","http://www.cdisc.org","Code_291"
"Code","2023-12-15","C64467","004dbcb8-15ba-4c34-b295-21dec03acf99","AST","http://www.cdisc.org","Code_292"
"Code","2023-12-15","C64547","116fdaba-fea9-45f5-af5b-bb08f621d46c","CREAT","http://www.cdisc.org","Code_293"
"Code","2023-12-15","C36292","b99fc313-9e87-45eb-9f36-7c4bde6db8c5","Laboratory Test Result","http://www.cdisc.org","Code_294"
"Code","2023-12-15","C67015","7f4a7111-e4d4-4502-b8ef-db963506a273","Milligram per Deciliter","http://www.cdisc.org","Code_295"
"Code","2023-12-15","C64572","599a79e8-0922-4b98-845e-77e1e5a63b03","Microgram per Milliliter","http://www.cdisc.org","Code_296"
"Code","2023-12-15","C64387","a4819361-9609-4c32-9033-141529ac3047","Millimole per Liter","http://www.cdisc.org","Code_297"
"Code","2023-12-15","C48508","48e15fd1-5ae3-4a8d-a6da-10f4d92b1602","Micromole per Liter","http://www.cdisc.org","Code_298"
"Code","2023-12-15","C48207","c514915a-f7fd-4642-ad10-07cbb2f16f04","Unit of Concentration","http://www.cdisc.org","Code_299"
"Code","2023-12-15","C70713","4b8e0f11-d30c-4ea9-8cf1-9959e590ca75","Biospecimen Type","http://www.cdisc.org","Code_300"
"Code","2023-12-15","C49487","80460454-ff7b-4d62-8afe-70b65ed723ab","No","http://www.cdisc.org","Code_301"
"Code","2023-12-15","C49488","ce56a581-ea51-464b-930d-c2e255c19c02","Yes","http://www.cdisc.org","Code_302"
"Code","2023-12-15","C83309","e2ed0be0-5638-4d4e-89ce-3f1f95ee55c8","Laboratory Test Fasting Status","http://www.cdisc.org","Code_303"
"Code","2023-12-15","C64547","af15da8a-f8a9-4479-8cca-f41f1084af2b","CREAT","http://www.cdisc.org","Code_304"
"Code","2023-12-15","C64853","38b056ca-fffd-4804-aacd-f73c1f48099c","K","http://www.cdisc.org","Code_305"
"Code","2023-12-15","C36292","bb93e608-2d1f-4e0a-81fe-aaa536ad8ced","Laboratory Test Result","http://www.cdisc.org","Code_306"
"Code","2023-12-15","C67474","33b72bb1-5694-4a37-a24d-1b93a87be651","Milliequivalent per Liter","http://www.cdisc.org","Code_307"
"Code","2023-12-15","C67473","0429d3fb-5c1b-4b09-9c87-5b328f20568d","Milliequivalent per Deciliter","http://www.cdisc.org","Code_308"
"Code","2023-12-15","C64387","64032295-4ba0-49ba-bdad-26067d3e4825","Millimole per Liter","http://www.cdisc.org","Code_309"
"Code","2023-12-15","C64567","f1d46ab1-c41b-4f2d-870d-88176eeb2144","Molarity Unit","http://www.cdisc.org","Code_310"
"Code","2023-12-15","C70713","54a12ed3-77a4-415b-bd3c-a001d58d6766","Biospecimen Type","http://www.cdisc.org","Code_311"
"Code","2023-12-15","C49487","f18fd836-4be7-4368-8c29-19eff481a0f4","No","http://www.cdisc.org","Code_312"
"Code","2023-12-15","C49488","bdec3f3f-e25c-4edb-a6a2-a80deabe09c5","Yes","http://www.cdisc.org","Code_313"
"Code","2023-12-15","C83309","07e999bf-ff3e-4875-aa9f-df84a9e16ccb","Laboratory Test Fasting Status","http://www.cdisc.org","Code_314"
"Code","2023-12-15","C64853","c32065ce-d6fe-4570-8ed3-c5a39012e2fc","K","http://www.cdisc.org","Code_315"
"Code","2023-12-15","C64809","00414bba-fe07-4600-a16b-9d6d7aae3880","SODIUM","http://www.cdisc.org","Code_316"
"Code","2023-12-15","C36292","5db48395-a8ce-46bc-9962-9e4830ed4374","Laboratory Test Result","http://www.cdisc.org","Code_317"
"Code","2023-12-15","C67474","21043fe5-df96-49cd-81f2-bcba76b82931","Milliequivalent per Liter","http://www.cdisc.org","Code_318"
"Code","2023-12-15","C67473","df450148-374e-49a1-b380-a3f63e640253","Milliequivalent per Deciliter","http://www.cdisc.org","Code_319"
"Code","2023-12-15","C64387","f4a1815d-453f-4fc3-b272-c9f0c62aa811","Millimole per Liter","http://www.cdisc.org","Code_320"
"Code","2023-12-15","C64567","b494057b-d536-4ab0-8abd-184f502a6d0f","Molarity Unit","http://www.cdisc.org","Code_321"
"Code","2023-12-15","C70713","2d12cab4-5b7f-4345-b7d3-a305814f93ed","Biospecimen Type","http://www.cdisc.org","Code_322"
"Code","2023-12-15","C49487","5665cf0a-1589-4a60-996d-d4166c78dc91","No","http://www.cdisc.org","Code_323"
"Code","2023-12-15","C49488","0a8e5bee-8ed7-4550-b1b5-667814047d4d","Yes","http://www.cdisc.org","Code_324"
"Code","2023-12-15","C83309","6dfb463b-6779-44ff-b379-828c6aa5866e","Laboratory Test Fasting Status","http://www.cdisc.org","Code_325"
"Code","2023-12-15","C64809","4cd9ec4e-19a7-49b4-996b-56d06bb6ecc0","SODIUM","http://www.cdisc.org","Code_326"
"Code","2023-12-15","C25298","b75c6b58-beb3-43c9-bf67-bad58ce53875","SYSBP","http://www.cdisc.org","Code_327"
"Code","2023-12-15","C77140","9a599a2f-4125-4c7a-a20c-77e3c656d70d","Clinical Test Result","http://www.cdisc.org","Code_328"
"Code","2023-12-15","C49669","5e354f4a-8b4a-4441-8d96-474c8c39d91a","Unit of Pressure","http://www.cdisc.org","Code_329"
"Code","2023-12-15","C62122","3960ba69-c0af-4984-ad32-1aa27a6bf0e3","Sitting","http://www.cdisc.org","Code_330"
"Code","2023-12-15","C62166","8adaeb73-ebf2-4999-9d9d-e6bfca809ce7","Standing","http://www.cdisc.org","Code_331"
"Code","2023-12-15","C62167","409ad83e-6de4-4a63-9bd2-92ca53ffd672","Supine Position","http://www.cdisc.org","Code_332"
"Code","2023-12-15","C62164","fe9fcef7-32bb-4296-910a-1edef112e2bd","Body Position","http://www.cdisc.org","Code_333"
"Code","2023-12-15","C12681","932c0136-96e0-428a-b9a7-303f3d901460","Brachial Artery","http://www.cdisc.org","Code_334"
"Code","2023-12-15","C12687","a27fe3a3-ddaf-40fa-842c-d60d919054e0","Common Carotid Artery","http://www.cdisc.org","Code_335"
"Code","2023-12-15","C32478","c52164c5-6a38-4920-b62d-8a4922cfb797","Dorsalis Pedis Artery","http://www.cdisc.org","Code_336"
"Code","2023-12-15","C12715","c17c6d82-1a99-4bc3-9e45-2e0b4c35f4e8","Femoral Artery","http://www.cdisc.org","Code_337"
"Code","2023-12-15","C12838","f9df05c5-7cc7-4bdb-9487-24f22f7e57df","Radial Artery","http://www.cdisc.org","Code_338"
"Code","2023-12-15","C13717","81678c6d-7cee-46d8-8037-885f754b0ef5","Anatomic Site","http://www.cdisc.org","Code_339"
"Code","2023-12-15","C25229","b5c721d3-ab0d-4629-b774-e0ca4cc03897","Left","http://www.cdisc.org","Code_340"
"Code","2023-12-15","C25228","ec1886ea-9cc3-48a4-bcd7-30e6c7249b71","Right","http://www.cdisc.org","Code_341"
"Code","2023-12-15","C25185","9fde4c03-3a6f-4a00-88a9-3b5195ab5c31","Laterality","http://www.cdisc.org","Code_342"
"Code","2023-12-15","C25298","06df2f5b-a566-4527-8427-91f2e75cd8d2","SYSBP","http://www.cdisc.org","Code_343"
"Code","2023-12-15","C25299","126653be-75ef-4465-9c3b-625582f7fa00","DIABP","http://www.cdisc.org","Code_344"
"Code","2023-12-15","C77140","6ebf7eb8-c614-4426-ba2c-3107de3f1e38","Clinical Test Result","http://www.cdisc.org","Code_345"
"Code","2023-12-15","C49669","9a6245d4-2e40-454b-82fc-e48cdab65c22","Unit of Pressure","http://www.cdisc.org","Code_346"
"Code","2023-12-15","C62122","1a91338a-acf6-421e-b76e-77d1fd7e1320","Sitting","http://www.cdisc.org","Code_347"
"Code","2023-12-15","C62166","1486a866-ce91-4455-82f7-7c097ea52ca4","Standing","http://www.cdisc.org","Code_348"
"Code","2023-12-15","C62167","849771b7-4e81-4663-a2b9-7786ca806e17","Supine Position","http://www.cdisc.org","Code_349"
"Code","2023-12-15","C62164","5f16d712-1b53-412c-b3fd-d30c4e98eec2","Body Position","http://www.cdisc.org","Code_350"
"Code","2023-12-15","C12681","e8fb28e8-f527-4c3e-bf95-c4af6c91e195","Brachial Artery","http://www.cdisc.org","Code_351"
"Code","2023-12-15","C12687","90e9c356-afa9-4489-baa1-eef5cbc84ba2","Common Carotid Artery","http://www.cdisc.org","Code_352"
"Code","2023-12-15","C32478","9d277492-e55e-4642-b01a-eff87c3d6277","Dorsalis Pedis Artery","http://www.cdisc.org","Code_353"
"Code","2023-12-15","C12715","8d85ab7b-4327-4bd4-8479-0157dfda2a8c","Femoral Artery","http://www.cdisc.org","Code_354"
"Code","2023-12-15","C12838","9838d122-74f3-4beb-ba63-1ea649ec993c","Radial Artery","http://www.cdisc.org","Code_355"
"Code","2023-12-15","C13717","665c68c4-3780-4960-927c-15495489fb32","Anatomic Site","http://www.cdisc.org","Code_356"
"Code","2023-12-15","C25229","85ce3cae-457d-4fc5-b7c2-587783c846b5","Left","http://www.cdisc.org","Code_357"
"Code","2023-12-15","C25228","653f32a1-c591-490d-aa4d-ca2b2b3385f8","Right","http://www.cdisc.org","Code_358"
"Code","2023-12-15","C25185","ff189316-7a7e-46f4-bf19-b53b4cb0962e","Laterality","http://www.cdisc.org","Code_359"
"Code","2023-12-15","C25299","06ade9c5-309c-404b-b18b-c07f4b5eb013","DIABP","http://www.cdisc.org","Code_360"
"Code","2023-12-15","C49677","8f6e92b6-896b-4758-87ba-f6f8013fd619","HR","http://www.cdisc.org","Code_361"
"Code","2023-12-15","C77140","2bd342fc-ddf4-408c-a340-bb0cbbe05dee","Clinical Test Result","http://www.cdisc.org","Code_362"
"Code","2023-12-15","C73688","7c9dccdb-1ed3-4079-ae30-3d272d8712ea","Count per Minute","http://www.cdisc.org","Code_363"
"Code","2023-12-15","C62122","f703f873-9467-4f51-9568-ee02d6bac962","Sitting","http://www.cdisc.org","Code_364"
"Code","2023-12-15","C62166","0ad11bff-8c61-4844-84f2-f8791dd20374","Standing","http://www.cdisc.org","Code_365"
"Code","2023-12-15","C62167","4c6a3027-2d24-440b-a3b1-615a974fa3c9","Supine Position","http://www.cdisc.org","Code_366"
"Code","2023-12-15","C62164","29feab5c-45f0-4996-a5b9-ba1e255435b7","Body Position","http://www.cdisc.org","Code_367"
"Code","2023-12-15","C12681","5c001b14-3126-459e-a715-123ec725af84","Brachial Artery","http://www.cdisc.org","Code_368"
"Code","2023-12-15","C12687","a589174c-adc4-463c-ab6b-4beac139e05e","Common Carotid Artery","http://www.cdisc.org","Code_369"
"Code","2023-12-15","C32478","d7aca5e1-d901-4956-aec8-ce0bfa7affd2","Dorsalis Pedis Artery","http://www.cdisc.org","Code_370"
"Code","2023-12-15","C12715","b7077530-d760-40c0-bced-329295e248ac","Femoral Artery","http://www.cdisc.org","Code_371"
"Code","2023-12-15","C12838","196b195f-55c6-4ac5-a732-bb7d776e22d7","Radial Artery","http://www.cdisc.org","Code_372"
"Code","2023-12-15","C13717","1c1cd6ae-151d-4acb-a709-9dc1213aa474","Anatomic Site","http://www.cdisc.org","Code_373"
"Code","2023-12-15","C25229","f7d691a9-bdda-4f4a-bdaa-9600c6d3a073","Left","http://www.cdisc.org","Code_374"
"Code","2023-12-15","C25228","e461cd69-a0e6-4140-b340-d9d48d0b68a3","Right","http://www.cdisc.org","Code_375"
"Code","2023-12-15","C25185","1d0effaf-f820-4cb2-862e-51b06707896b","Laterality","http://www.cdisc.org","Code_376"
"Code","2023-12-15","C49677","529c9cfe-62ce-4208-bf2a-2b07963417f6","HR","http://www.cdisc.org","Code_377"
"Code","2023-12-15","C25298","78b59240-07c7-4073-9251-b1aec9bfc2dd","SYSBP","http://www.cdisc.org","Code_378"
"Code","2023-12-15","C77140","7237beaa-5dcf-4209-ab96-e2cd85a98995","Clinical Test Result","http://www.cdisc.org","Code_379"
"Code","2023-12-15","C49669","d0a6851d-bc74-45e7-9ebc-b2bfd9425c8d","Unit of Pressure","http://www.cdisc.org","Code_380"
"Code","2023-12-15","C62122","cd312a44-e041-4389-8376-7cc7072011f0","Sitting","http://www.cdisc.org","Code_381"
